time,CCSM4,GFDL-CM3,NORESM1-M,IPSL-CM5A-LR,GFDL-ESM2G,CESM1-CAM5,CSIRO-MK3-6-0,GISS-E2-R
2000.0,707243351700.0,707243351700.0,707243351700.0,707243351700.0,707243351700.0,707243351700.0,707243351700.0,707243351700.0
2001.0,707207321400.0,707207321400.0,707207321400.0,707207321400.0,707207321400.0,707207321400.0,707207321400.0,707207321400.0
2002.0,706239784800.0,706239784800.0,706239784800.0,706239784800.0,706239784800.0,706239784800.0,706239784800.0,706239784800.0
2003.0,705755904700.0,705755904700.0,705755904700.0,705755904700.0,705755904700.0,705755904700.0,705755904700.0,705755904700.0
2004.0,706146876500.0,706146876500.0,706146876500.0,706146876500.0,706146876500.0,706146876500.0,706146876500.0,706146876500.0
2005.0,705380858700.0,705380858700.0,705380858700.0,705380858700.0,705380858700.0,705380858700.0,705380858700.0,705380858700.0
2006.0,705326299100.0,705326299100.0,705326299100.0,705326299100.0,705326299100.0,705326299100.0,705326299100.0,705326299100.0
2007.0,704339903600.0,704339903600.0,704339903600.0,704339903600.0,704339903600.0,704339903600.0,704339903600.0,704339903600.0
2008.0,703388792800.0,703388792800.0,703388792800.0,703388792800.0,703388792800.0,703388792800.0,703388792800.0,703388792800.0
2009.0,703493567600.0,703493567600.0,703493567600.0,703493567600.0,703493567600.0,703493567600.0,703493567600.0,703493567600.0
2010.0,701774614000.0,701774614000.0,701774614000.0,701774614000.0,701774614000.0,701774614000.0,701774614000.0,701774614000.0
2011.0,702707051100.0,702707051100.0,702707051100.0,702707051100.0,702707051100.0,702707051100.0,702707051100.0,702707051100.0
2012.0,701077266900.0,701077266900.0,701077266900.0,701077266900.0,701077266900.0,701077266900.0,701077266900.0,701077266900.0
2013.0,700883436100.0,700883436100.0,700883436100.0,700883436100.0,700883436100.0,700883436100.0,700883436100.0,700883436100.0
2014.0,701659224300.0,701659224300.0,701659224300.0,701659224300.0,701659224300.0,701659224300.0,701659224300.0,701659224300.0
2015.0,699827862200.0,699827862200.0,699827862200.0,699827862200.0,699827862200.0,699827862200.0,699827862200.0,699827862200.0
2016.0,700572181200.0,700572181200.0,700572181200.0,700572181200.0,700572181200.0,700572181200.0,700572181200.0,700572181200.0
2017.0,697064400000.0,697064400000.0,697064400000.0,697064400000.0,697064400000.0,697064400000.0,697064400000.0,697064400000.0
2018.0,696760410800.0,696760410800.0,696760410800.0,696760410800.0,696760410800.0,696760410800.0,696760410800.0,696760410800.0
2019.0,697854300100.0,697854300100.0,697854300100.0,697854300100.0,697854300100.0,697854300100.0,697854300100.0,697854300100.0
2020.0,695208106800.0,695208106800.0,695208106800.0,695208106800.0,695208106800.0,695208106800.0,695208106800.0,695208106800.0
2021.0,693980201100.0,693881053400.0,695365158400.0,693235938900.0,695104968400.0,694001900000.0,694362096000.0,695929383700.0
2022.0,693067153000.0,691237606800.0,692723924200.0,693973559000.0,692970400100.0,692176333900.0,693690777800.0,693003519500.0
2023.0,692041290060.0,689560311160.0,690803716800.0,692045778940.0,692279781400.0,691764990200.0,691826834100.0,691785115660.0
2024.0,690085709100.0,688528315340.0,690505472360.0,689630239900.0,690187582650.0,689914814100.0,691154762200.0,690686778000.0
2025.0,688993762840.0,686655826760.0,690070590730.0,688389631300.0,688841837800.0,688893609040.0,689626077600.0,688535792300.0
2026.0,688158551800.0,685289655400.0,687023584540.0,687259803040.0,687867559660.0,687013100300.0,688605313100.0,688330890420.0
2027.0,687732310740.0,683727136850.0,684845131300.0,686033176660.0,689571269600.0,685801445400.0,687399712900.0,686418692300.0
2028.0,686460139460.0,684080276000.0,683991612060.0,684872549900.0,688009473450.0,683848868140.0,685941315600.0,685938678550.0
2029.0,685009736200.0,680691839830.0,681787305640.0,683021781870.0,685855270140.0,681919436400.0,686634023140.0,685445332340.0
2030.0,683314650490.0,676628493400.0,679474185840.0,681174849260.0,683575445600.0,679512764300.0,685666260700.0,683554460600.0
2031.0,684529293160.0,674602355300.0,678050952040.0,679590214140.0,682188427300.0,678268565270.0,682104457200.0,681800880800.0
2032.0,681724109500.0,671498795100.0,676804407640.0,676959569000.0,681152885900.0,678055395340.0,681323500760.0,679831755550.0
2033.0,679271621350.0,670132245250.0,674353469400.0,675538008150.0,679410565500.0,675154260260.0,679571265760.0,677855556440.0
2034.0,676958585250.0,667405886350.0,672389165600.0,672460181500.0,677730314700.0,671831939910.0,681280747930.0,676389925500.0
2035.0,675963619350.0,663291762260.0,670130982460.0,670134008750.0,677452470150.0,669442452200.0,678723527940.0,675310335500.0
2036.0,676831783000.0,658855301950.0,668659747100.0,667645521150.0,674666389160.0,668056551710.0,678676978200.0,673293683770.0
2037.0,673195772500.0,657238698750.0,665921353950.0,667281335000.0,675703763970.0,664595871830.0,677346188800.0,672353542440.0
2038.0,672428354250.0,655622523640.0,664089153170.0,663489805740.0,672630397900.0,662390103140.0,674037188400.0,670173303560.0
2039.0,668567587070.0,651367391500.0,661782208850.0,660833217850.0,670347070660.0,660204730000.0,672298370600.0,668521058700.0
