time,CESM2-WACCM,CANESM5,EC-EARTH3,MRI-ESM2-0,INM-CM4-8,ACCESS-ESM1-5,BCC-CSM2-MR,CESM2,MPI-ESM1-2-HR,CAMS-CSM1-0,TAIESM1,INM-CM5-0,NORESM2-MM,CMCC-CM2-SR5,IPSL-CM6A-LR,ACCESS-CM2,FGOALS-F3-L,GFDL-ESM4,EC-EARTH3-VEG
2038.0,33678502000.0,31027622000.0,32375615000.0,33092952000.0,33636858000.0,33734200000.0,33664430000.0,33442535000.0,33621772000.0,33554543000.0,32978469000.0,33189265000.0,33601511000.0,33427835000.0,33589370000.0,33494954000.0,33487747000.0,33639522000.0,32918565000.0
2039.0,33641802000.0,30603061000.0,32126210000.0,32899465000.0,33616984000.0,33707172000.0,33633825000.0,33390995000.0,33577190000.0,33468109000.0,32824494000.0,33123410000.0,33586012000.0,33355026000.0,33557053000.0,33444334000.0,33428363000.0,33555913000.0,32784919000.0
2040.0,33620050000.0,30172121000.0,31795261000.0,32722016000.0,33597456000.0,33686014000.0,33600348000.0,33313614000.0,33489826000.0,33450439000.0,32603113000.0,33072288000.0,33551335000.0,33291598000.0,33505274000.0,33368506000.0,33390647000.0,33531464000.0,32615203000.0
2041.0,33583485000.0,29679247000.0,31491598000.0,32485902000.0,33575864000.0,33665815000.0,33503207000.0,33216170000.0,33439447000.0,33403754000.0,32418122000.0,33003104000.0,33481589000.0,33231772000.0,33484059000.0,33341204000.0,33324464000.0,33534376000.0,32474427000.0
2042.0,33542371000.0,29187160000.0,31198812000.0,32299846000.0,33544747000.0,33642338000.0,33477880000.0,33159434000.0,33343990000.0,33352610000.0,32228286000.0,32866630000.0,33453834000.0,33156141000.0,33345014000.0,33296670000.0,33257865000.0,33532369000.0,32268982000.0
2043.0,33455500000.0,28665506000.0,30839036000.0,32102253000.0,33470920000.0,33624420000.0,33430440000.0,33072366000.0,33241553000.0,33284674000.0,32065122000.0,32766480000.0,33416514000.0,33075888000.0,33274714000.0,33233517000.0,33186322000.0,33459708000.0,32121620000.0
2044.0,33405393000.0,28057800000.0,30495787000.0,31804926000.0,33427737000.0,33572887000.0,33345540000.0,33008200000.0,33174640000.0,33236312000.0,31757020000.0,32647426000.0,33354103000.0,32934920000.0,33187908000.0,33161939000.0,33092033000.0,33414316000.0,31958358000.0
2045.0,33340811000.0,27514890000.0,30128763000.0,31552745000.0,33400295000.0,33524056000.0,33298682000.0,32945168000.0,33078990000.0,33213979000.0,31508310000.0,32495845000.0,33299753000.0,32827690000.0,33098328000.0,33094466000.0,33023770000.0,33383608000.0,31720456000.0
2046.0,33288016000.0,26849802000.0,29630958000.0,31230212000.0,33359127000.0,33458200000.0,33215693000.0,32868330000.0,33009136000.0,33158066000.0,31257820000.0,32411185000.0,33249624000.0,32676282000.0,32940650000.0,32996264000.0,32885582000.0,33356340000.0,31478778000.0
2047.0,33223836000.0,26204142000.0,29117458000.0,30998819000.0,33308097000.0,33413532000.0,33039786000.0,32753720000.0,32930877000.0,33062762000.0,30922009000.0,32257024000.0,33240703000.0,32546146000.0,32827610000.0,32881574000.0,32789715000.0,33304893000.0,31212780000.0
2048.0,33192698000.0,25543637000.0,28705614000.0,30678698000.0,33253018000.0,33344130000.0,32973070000.0,32647406000.0,32837624000.0,33032090000.0,30526013000.0,32098118000.0,33173586000.0,32398764000.0,32731953000.0,32801560000.0,32661256000.0,33249110000.0,30978484000.0
2049.0,33100560000.0,24986563000.0,28182100000.0,30400141000.0,33189636000.0,33280827000.0,32893673000.0,32475785000.0,32739865000.0,32983157000.0,30117220000.0,31942494000.0,33137535000.0,32294360000.0,32559137000.0,32675387000.0,32516364000.0,33198040000.0,30782458000.0
2050.0,33058208000.0,24524624000.0,27721177000.0,29984200000.0,33128493000.0,33227526000.0,32775367000.0,32330213000.0,32638403000.0,32927504000.0,29791486000.0,31767927000.0,33100556000.0,32125010000.0,32449999000.0,32499320000.0,32335972000.0,33125740000.0,30425090000.0
2051.0,32972042000.0,24025231000.0,27207750000.0,29683845000.0,33048310000.0,33169687000.0,32623256000.0,32195963000.0,32525117000.0,32887849000.0,29334710000.0,31626977000.0,32974240000.0,31976905000.0,32289427000.0,32371454000.0,32224100000.0,33087316000.0,30100122000.0
2052.0,32867099000.0,23463995000.0,26809280000.0,29362373000.0,32968796000.0,33080517000.0,32503780000.0,32004719000.0,32427026000.0,32836745000.0,28932907000.0,31436454000.0,32926527000.0,31834580000.0,32074291000.0,32247867000.0,32028643000.0,33022788000.0,29751728000.0
2053.0,32751946000.0,22876996000.0,26374496000.0,28966126000.0,32910110000.0,32957344000.0,32370162000.0,31829234000.0,32316160000.0,32783501000.0,28605024000.0,31290139000.0,32875092000.0,31654552000.0,31885031000.0,32011332000.0,31870419000.0,32883999000.0,29274077000.0
2054.0,32609743000.0,22287882000.0,25959070000.0,28628582000.0,32830212000.0,32899596000.0,32249459000.0,31653734000.0,32210223000.0,32715231000.0,28168897000.0,31091548000.0,32799320000.0,31378248000.0,31684850000.0,31775350000.0,31642163000.0,32788085000.0,28873032000.0
2055.0,32481772000.0,21709480000.0,25388634000.0,28301408000.0,32746908000.0,32789320000.0,32155922000.0,31487533000.0,32001640000.0,32647369000.0,27682494000.0,30953265000.0,32702341000.0,31103638000.0,31514667000.0,31510050000.0,31495524000.0,32702292000.0,28401822000.0
2056.0,32367944000.0,21149655000.0,24917092000.0,27923954000.0,32634653000.0,32655823000.0,32033645000.0,31317420000.0,31874822000.0,32520850000.0,27275287000.0,30757255000.0,32623591000.0,30921820000.0,31276980000.0,31285604000.0,31252690000.0,32545655000.0,28015059000.0
2057.0,32261804000.0,20619184000.0,24376461000.0,27666549000.0,32572720000.0,32554880000.0,31863430000.0,31129766000.0,31762743000.0,32418640000.0,26907394000.0,30550424000.0,32521257000.0,30695790000.0,31109399000.0,31088816000.0,31012899000.0,32470522000.0,27562408000.0
2058.0,32119431000.0,20048927000.0,23842808000.0,27375825000.0,32469807000.0,32453986000.0,31653814000.0,30949343000.0,31638745000.0,32336892000.0,26402988000.0,30377204000.0,32431720000.0,30447714000.0,30845663000.0,30880768000.0,30863460000.0,32426082000.0,27069913000.0
2059.0,31996852000.0,19593400000.0,23405783000.0,27072795000.0,32360387000.0,32389794000.0,31422620000.0,30748187000.0,31522270000.0,32258384000.0,25945213000.0,30213229000.0,32382192000.0,30182400000.0,30574438000.0,30630460000.0,30612419000.0,32374931000.0,26623975000.0
2060.0,31751140000.0,18936154000.0,22899390000.0,26689724000.0,32172580000.0,32295436000.0,31192615000.0,30413115000.0,31327662000.0,32163322000.0,25352530000.0,29981577000.0,32267583000.0,29862410000.0,30307586000.0,30404962000.0,30336023000.0,32275790000.0,26241475000.0
2061.0,31564757000.0,18322665000.0,22455796000.0,26302568000.0,32016882000.0,32184943000.0,30998670000.0,30149532000.0,31225295000.0,32110184000.0,24761670000.0,29706848000.0,32198072000.0,29546938000.0,30059684000.0,30094700000.0,30084004000.0,32196671000.0,25661571000.0
2062.0,31362724000.0,17711730000.0,22030717000.0,25901360000.0,31784288000.0,32091912000.0,30668044000.0,29867287000.0,31058606000.0,31991015000.0,24202960000.0,29506159000.0,32089528000.0,29255027000.0,29716531000.0,29767758000.0,29826898000.0,32033288000.0,25049960000.0
2063.0,31136980000.0,17072402000.0,21670180000.0,25513236000.0,31540058000.0,32000231000.0,30382854000.0,29612567000.0,30865992000.0,31913857000.0,23754670000.0,29249874000.0,32000140000.0,28814807000.0,29360828000.0,29410922000.0,29467814000.0,31910971000.0,24583370000.0
2064.0,30902761000.0,16337667000.0,21187944000.0,25112304000.0,31262947000.0,31888646000.0,30127378000.0,29273317000.0,30682178000.0,31733985000.0,23254385000.0,29000108000.0,31851207000.0,28474114000.0,29094564000.0,29116322000.0,29212135000.0,31763137000.0,24118084000.0
2065.0,30702600000.0,15626434000.0,20750957000.0,24734958000.0,30968588000.0,31711263000.0,29760010000.0,29037644000.0,30535444000.0,31626967000.0,22779871000.0,28802552000.0,31764134000.0,28161305000.0,28802617000.0,28788132000.0,28912534000.0,31613520000.0,23548375000.0
2066.0,30437390000.0,14976334000.0,20290038000.0,24387010000.0,30663980000.0,31578857000.0,29377432000.0,28729965000.0,30333477000.0,31495062000.0,22304758000.0,28603148000.0,31628200000.0,27843107000.0,28558952000.0,28404912000.0,28647365000.0,31481502000.0,23065780000.0
2067.0,30193640000.0,14332071000.0,19766075000.0,24009546000.0,30355436000.0,31375786000.0,29055853000.0,28409868000.0,30217003000.0,31372999000.0,21836196000.0,28406833000.0,31495377000.0,27467438000.0,28107491000.0,27935656000.0,28367524000.0,31318430000.0,22553672000.0
2068.0,29886296000.0,13705685000.0,19105948000.0,23639134000.0,30059903000.0,31234177000.0,28691399000.0,28226110000.0,29986050000.0,31246897000.0,21285825000.0,28229927000.0,31351192000.0,27079858000.0,27710505000.0,27477776000.0,28109025000.0,31201352000.0,21932000000.0
2069.0,29662058000.0,12980906000.0,18565677000.0,23303338000.0,29760547000.0,31061533000.0,28337779000.0,28069202000.0,29817352000.0,31109550000.0,20723760000.0,27992998000.0,31158723000.0,26676675000.0,27363291000.0,26916310000.0,27891495000.0,31055055000.0,21295557000.0
2070.0,29431392000.0,12218345000.0,17955588000.0,22891733000.0,29507709000.0,30867080000.0,27959046000.0,27724382000.0,29629417000.0,31003357000.0,20041296000.0,27776508000.0,30955567000.0,26188747000.0,27003079000.0,26297560000.0,27569758000.0,30958285000.0,20725416000.0
2071.0,29170622000.0,11545275000.0,17303079000.0,22453420000.0,29162588000.0,30592334000.0,27534529000.0,27383685000.0,29417939000.0,30855963000.0,19278590000.0,27516428000.0,30768933000.0,25754218000.0,26624027000.0,25723638000.0,27279602000.0,30739474000.0,20084009000.0
2072.0,28871375000.0,10861604000.0,16622905000.0,22016686000.0,28832193000.0,30382035000.0,27056105000.0,27068002000.0,29170958000.0,30617130000.0,18666846000.0,27304157000.0,30571520000.0,25234014000.0,26246590000.0,25121663000.0,26943030000.0,30583265000.0,19403119000.0
2073.0,28543564000.0,10326686000.0,15890491000.0,21631402000.0,28379910000.0,30162821000.0,26515710000.0,26822930000.0,28938195000.0,30480360000.0,18016494000.0,27073075000.0,30403527000.0,24758032000.0,25776340000.0,24557277000.0,26608046000.0,30428574000.0,18662790000.0
2074.0,28258435000.0,9664434000.0,15115259000.0,21304113000.0,27897907000.0,29938237000.0,26067818000.0,26428880000.0,28644678000.0,30296666000.0,17328030000.0,26829750000.0,30194293000.0,24289075000.0,25483733000.0,23880344000.0,26130958000.0,30261578000.0,18007347000.0
2075.0,27873448000.0,9250334000.0,14340815000.0,20902820000.0,27385147000.0,29656550000.0,25664670000.0,26011720000.0,28334230000.0,30088591000.0,16692935000.0,26576112000.0,29981932000.0,23868596000.0,25037568000.0,23166724000.0,25701278000.0,30137258000.0,17309915000.0
2076.0,27556450000.0,8810961000.0,13423648000.0,20576625000.0,27036199000.0,29366733000.0,25233203000.0,25618956000.0,28053252000.0,29913258000.0,15920813000.0,26285779000.0,29793724000.0,23459858000.0,24563716000.0,22494282000.0,25169902000.0,29999538000.0,16585053000.0
2077.0,27123593000.0,8331740000.0,12674825000.0,20191977000.0,26704515000.0,29039124000.0,24616860000.0,25201385000.0,27665768000.0,29791740000.0,15252370000.0,25965710000.0,29516007000.0,23032525000.0,24200430000.0,21797624000.0,24671136000.0,29779388000.0,15816244000.0
2078.0,26633080000.0,7881552000.0,12036411000.0,19886990000.0,26373046000.0,28717513000.0,24244930000.0,24714236000.0,27377023000.0,29584667000.0,14580489000.0,25666654000.0,29325048000.0,22426612000.0,23874566000.0,21171796000.0,24258030000.0,29656324000.0,14777413000.0
2079.0,26219495000.0,7380954600.0,11480231000.0,19443870000.0,26025075000.0,28434460000.0,23836203000.0,24305283000.0,27119892000.0,29265779000.0,13940119000.0,25396132000.0,29061206000.0,21842184000.0,23434099000.0,20583832000.0,23751485000.0,29466140000.0,13855017000.0
2080.0,25829065000.0,6812300000.0,10799059000.0,19058248000.0,25524953000.0,28010172000.0,23377111000.0,23938160000.0,26863733000.0,28881963000.0,13175236000.0,25136228000.0,28723630000.0,21331171000.0,23089218000.0,19946674000.0,23289970000.0,29251045000.0,13041211000.0
2081.0,25293949000.0,6315591700.0,10042472000.0,18633505000.0,25049666000.0,27655995000.0,22877866000.0,23496657000.0,26625722000.0,28736547000.0,12409673000.0,24776290000.0,28365541000.0,20760805000.0,22574107000.0,19291113000.0,22711351000.0,29069707000.0,12235291000.0
2082.0,24837024000.0,5836009500.0,9203041000.0,18170788000.0,24682960000.0,27179977000.0,22435940000.0,23026655000.0,26291732000.0,28484944000.0,11620742000.0,24465031000.0,27972035000.0,20191009000.0,22086860000.0,18584540000.0,22094834000.0,28858829000.0,11443606000.0
2083.0,24255468000.0,5427423700.0,8217981400.0,17738510000.0,24287005000.0,26715552000.0,22032040000.0,22423058000.0,25968077000.0,28344297000.0,11027869000.0,24140872000.0,27575708000.0,19656407000.0,21414466000.0,17788830000.0,21478078000.0,28712348000.0,10685050000.0
2084.0,23566014000.0,5027679000.0,7382350300.0,17350334000.0,23991003000.0,26408292000.0,21691392000.0,21843149000.0,25702762000.0,28102744000.0,10367188000.0,23862890000.0,27288895000.0,19093156000.0,20889113000.0,17166296000.0,20894915000.0,28501533000.0,9911588000.0
2085.0,22964013000.0,4579290000.0,6842048500.0,16985248000.0,23645630000.0,25945168000.0,21291383000.0,21297396000.0,25371046000.0,27918710000.0,9739186000.0,23538129000.0,26913217000.0,18570768000.0,20324071000.0,16135502000.0,20262717000.0,28312529000.0,9009325000.0
2086.0,22401575000.0,4254652200.0,6358381000.0,16493638000.0,23286330000.0,25493377000.0,20850549000.0,20853567000.0,25008216000.0,27680526000.0,9271693000.0,23233006000.0,26513486000.0,17995820000.0,19674634000.0,15056249000.0,19853273000.0,28084095000.0,7979549700.0
2087.0,21853602000.0,3891742000.0,5697117000.0,16021102000.0,22851710000.0,24990980000.0,20352442000.0,20373557000.0,24697160000.0,27297094000.0,8541635600.0,22949016000.0,26124063000.0,17466675000.0,18992840000.0,14074044000.0,19306530000.0,27856589000.0,7014032400.0
2088.0,21338000000.0,3718165500.0,5010457600.0,15507649000.0,22408137000.0,24504950000.0,19788660000.0,20033257000.0,24366969000.0,26961840000.0,7904953300.0,22682161000.0,25828060000.0,16892440000.0,18330368000.0,13176275000.0,18748170000.0,27600966000.0,6399116000.0
2089.0,20893090000.0,3457145000.0,4496385000.0,14838590000.0,21986920000.0,23855675000.0,19276507000.0,19649255000.0,23991126000.0,26698172000.0,7342273000.0,22335457000.0,25264103000.0,16232582000.0,17650618000.0,12306247000.0,18131319000.0,27275549000.0,5886530600.0
2090.0,20410833000.0,3285587700.0,4042074000.0,14355603000.0,21609069000.0,23296082000.0,18841467000.0,19146265000.0,23589837000.0,26494667000.0,6980973600.0,22013760000.0,24780691000.0,15599380000.0,17012776000.0,11147732000.0,17670126000.0,27033459000.0,5335503400.0
2091.0,19916698000.0,3090635800.0,3432755700.0,13955322000.0,21115468000.0,22821409000.0,18355310000.0,18793474000.0,23225440000.0,26228947000.0,6544260600.0,21745764000.0,24230423000.0,15074899000.0,16472147000.0,10060840000.0,17252490000.0,26673932000.0,4711813000.0
2092.0,19392164000.0,2927208000.0,2906767400.0,13567365000.0,20712210000.0,22273130000.0,17857139000.0,18317056000.0,22940766000.0,25976834000.0,6017247700.0,21449142000.0,23654860000.0,14433145000.0,15963352000.0,9097068000.0,16666863000.0,26313191000.0,4230234400.0
2093.0,18735024000.0,2766526200.0,2537332700.0,13037253000.0,20338004000.0,21697761000.0,17495780000.0,17761362000.0,22679323000.0,25765902000.0,5558914600.0,21117230000.0,23091190000.0,13859347000.0,15352921000.0,8384754700.0,16102542000.0,25890157000.0,3656301600.0
2094.0,17952068000.0,2599317800.0,2328361500.0,12553872000.0,19921297000.0,21152985000.0,16909554000.0,17270024000.0,22399474000.0,25431440000.0,5184014000.0,20795277000.0,22593866000.0,13255231000.0,14671624000.0,7656528000.0,15488965000.0,25583160000.0,2929565000.0
2095.0,17374470000.0,2417482200.0,2071806300.0,12013958000.0,19493630000.0,20676647000.0,16504596000.0,16760681000.0,22030762000.0,25246986000.0,4797706000.0,20463008000.0,22166660000.0,12608428000.0,14139746000.0,6912225000.0,14999625000.0,25226177000.0,2495127600.0
2096.0,16701828000.0,2226850600.0,1869704400.0,11637559000.0,19009390000.0,20169783000.0,16031942000.0,16111770000.0,21614645000.0,24978020000.0,4451814000.0,20092504000.0,21663445000.0,12081713000.0,13603581000.0,6201226000.0,14483380000.0,24916554000.0,2224510200.0
2097.0,16083692000.0,2049230100.0,1514599300.0,11246553000.0,18588440000.0,19535297000.0,15460473000.0,15589478000.0,21221636000.0,24676028000.0,4068743700.0,19747715000.0,21212957000.0,11367789000.0,13036070000.0,5329101000.0,14001706000.0,24567642000.0,2006391900.0
