time,FGOALS-F3-L,GFDL-ESM4,EC-EARTH3-VEG,CMCC-CM2-SR5,NORESM2-MM,CAMS-CSM1-0,INM-CM5-0,BCC-CSM2-MR,CESM2,MPI-ESM1-2-HR,MRI-ESM2-0,INM-CM4-8,EC-EARTH3,CESM2-WACCM
2013.0,34029763000.0,34029763000.0,34029763000.0,34029763000.0,34029763000.0,34029763000.0,34029763000.0,34029763000.0,34029763000.0,34029763000.0,34029763000.0,34029763000.0,34029763000.0,34029763000.0
2014.0,33975560000.0,33975560000.0,33975560000.0,33975560000.0,33975560000.0,33975560000.0,33975560000.0,33975560000.0,33975560000.0,33975560000.0,33975560000.0,33975560000.0,33975560000.0,33975560000.0
2015.0,33984608000.0,33984608000.0,33984608000.0,33984608000.0,33984608000.0,33984608000.0,33984608000.0,33984608000.0,33984608000.0,33984608000.0,33984608000.0,33984608000.0,33984608000.0,33984608000.0
2016.0,33981493000.0,33981493000.0,33981493000.0,33981493000.0,33981493000.0,33981493000.0,33981493000.0,33981493000.0,33981493000.0,33981493000.0,33981493000.0,33981493000.0,33981493000.0,33981493000.0
2017.0,33976437000.0,33976437000.0,33976437000.0,33976437000.0,33976437000.0,33976437000.0,33976437000.0,33976437000.0,33976437000.0,33976437000.0,33976437000.0,33976437000.0,33976437000.0,33976437000.0
2018.0,33956250000.0,33956250000.0,33956250000.0,33956250000.0,33956250000.0,33956250000.0,33956250000.0,33956250000.0,33956250000.0,33956250000.0,33956250000.0,33956250000.0,33956250000.0,33956250000.0
2019.0,33993372000.0,33993372000.0,33993372000.0,33993372000.0,33993372000.0,33993372000.0,33993372000.0,33993372000.0,33993372000.0,33993372000.0,33993372000.0,33993372000.0,33993372000.0,33993372000.0
2020.0,33941078000.0,33941078000.0,33941078000.0,33941078000.0,33941078000.0,33941078000.0,33941078000.0,33941078000.0,33941078000.0,33941078000.0,33941078000.0,33941078000.0,33941078000.0,33941078000.0
2021.0,33933595000.0,33926560000.0,33916879000.0,34020407000.0,33924230000.0,33929144000.0,33925263000.0,33919457000.0,33916672000.0,33937211000.0,33947589000.0,33928155000.0,33918358000.0,34031655000.0
2022.0,33917784000.0,33910122000.0,33895080000.0,33962350000.0,33919277000.0,33918691000.0,33902307000.0,33916938000.0,33904474000.0,33921724000.0,33934002000.0,33908530000.0,33900670000.0,33956067000.0
2023.0,33903448000.0,33895858000.0,33874098000.0,33949506000.0,33922759000.0,33907235000.0,33871716000.0,33889323000.0,33889595000.0,33896636000.0,33915960000.0,33905355000.0,33882749000.0,33932055000.0
2024.0,33898040000.0,33877279000.0,33863692000.0,33936090000.0,33920390000.0,33910084000.0,33843431000.0,33875483000.0,33870350000.0,33881666000.0,33904622000.0,33904900000.0,33861116000.0,33921907000.0
2025.0,33881336000.0,33856209000.0,33842584000.0,33921475000.0,33911239000.0,33876947000.0,33813285000.0,33846827000.0,33849830000.0,33857538000.0,33888053000.0,33902113000.0,33839067000.0,33914522000.0
2026.0,33858214000.0,33839923000.0,33817442000.0,33905297000.0,33900560000.0,33864497000.0,33802529000.0,33846516000.0,33835830000.0,33836165000.0,33858953000.0,33879837000.0,33809854000.0,33906719000.0
2027.0,33837586000.0,33811347000.0,33773703000.0,33880072000.0,33892311000.0,33861075000.0,33766875000.0,33833103000.0,33815870000.0,33816816000.0,33830780000.0,33866252000.0,33786702000.0,33890402000.0
2028.0,33829515000.0,33781805000.0,33739045000.0,33862345000.0,33888460000.0,33831870000.0,33749991000.0,33810730000.0,33801863000.0,33779018000.0,33812996000.0,33853716000.0,33760655000.0,33860706000.0
2029.0,33796155000.0,33749594000.0,33703700000.0,33835674000.0,33876646000.0,33798013000.0,33701855000.0,33777543000.0,33768362000.0,33738449000.0,33771553000.0,33830535000.0,33713955000.0,33843145000.0
2030.0,33773214000.0,33730880000.0,33654356000.0,33816826000.0,33877434000.0,33770140000.0,33665655000.0,33810446000.0,33733652000.0,33706643000.0,33742877000.0,33799160000.0,33695939000.0,33831125000.0
2031.0,33746268000.0,33715816000.0,33616224000.0,33821065000.0,33851273000.0,33757266000.0,33619663000.0,33741445000.0,33719330000.0,33676843000.0,33734582000.0,33787505000.0,33673716000.0,33813115000.0
2032.0,33704850000.0,33657850000.0,33535865000.0,33819142000.0,33836520000.0,33734398000.0,33540198000.0,33722092000.0,33683216000.0,33658990000.0,33703033000.0,33769302000.0,33649422000.0,33816097000.0
2033.0,33672894000.0,33638140000.0,33496386000.0,33774270000.0,33821024000.0,33716240000.0,33528590000.0,33717187000.0,33651370000.0,33626280000.0,33685447000.0,33738080000.0,33627881000.0,33777345000.0
2034.0,33650838000.0,33621582000.0,33463140000.0,33746962000.0,33796313000.0,33684943000.0,33486050000.0,33792952000.0,33617943000.0,33512034000.0,33656814000.0,33714336000.0,33598150000.0,33754570000.0
2035.0,33617160000.0,33592764000.0,33417218000.0,33721706000.0,33776568000.0,33664932000.0,33443762000.0,33661196000.0,33595533000.0,33474726000.0,33636532000.0,33679292000.0,33542294000.0,33730245000.0
2036.0,33574640000.0,33480974000.0,33372232000.0,33713453000.0,33761890000.0,33634372000.0,33409913000.0,33571613000.0,33564572000.0,33420673000.0,33605372000.0,33668108000.0,33500772000.0,33708268000.0
2037.0,33508563000.0,33433158000.0,33330815000.0,33673626000.0,33743342000.0,33619556000.0,33358877000.0,33566441000.0,33527775000.0,33340553000.0,33579753000.0,33624940000.0,33459577000.0,33725469000.0
2038.0,33435204000.0,33410652000.0,33240398000.0,33625262000.0,33724200000.0,33594853000.0,33316080000.0,33529612000.0,33450168000.0,33280180000.0,33559556000.0,33608956000.0,33406214000.0,33659430000.0
2039.0,33400640000.0,33351217000.0,33149254000.0,33600375000.0,33697577000.0,33563587000.0,33230540000.0,33486946000.0,33358197000.0,33246026000.0,33474947000.0,33604833000.0,33317771000.0,33635480000.0
2040.0,33352080000.0,33315030000.0,33072595000.0,33580310000.0,33684666000.0,33514440000.0,33150274000.0,33430536000.0,33280467000.0,33226875000.0,33424212000.0,33560259000.0,33254015000.0,33633850000.0
2041.0,33237840000.0,33252209000.0,33008108000.0,33591323000.0,33678057000.0,33501309000.0,33086036000.0,33405050000.0,33233865000.0,33208610000.0,33325167000.0,33532563000.0,33197296000.0,33580906000.0
2042.0,33119566000.0,33164368000.0,32914225000.0,33517844000.0,33650192000.0,33491857000.0,33025960000.0,33322529000.0,33157958000.0,33156407000.0,33263690000.0,33515112000.0,33122951000.0,33549298000.0
2043.0,33029390000.0,33128483000.0,32800467000.0,33471287000.0,33599998000.0,33435950000.0,32985900000.0,33298424000.0,33108298000.0,33175552000.0,33186339000.0,33453236000.0,33023488000.0,33596340000.0
2044.0,32904640000.0,33101177000.0,32665586000.0,33403330000.0,33592203000.0,33385722000.0,32936983000.0,33250384000.0,33015192000.0,33108365000.0,33131119000.0,33406245000.0,32928088000.0,33452188000.0
2045.0,32764774000.0,33021534000.0,32540391000.0,33320428000.0,33533493000.0,33340248000.0,32875639000.0,33196098000.0,32960764000.0,33074727000.0,33022943000.0,33358625000.0,32788562000.0,33387997000.0
2046.0,32666860000.0,32968143000.0,32402029000.0,33278104000.0,33484771000.0,33306407000.0,32818213000.0,33106973000.0,32884122000.0,33027211000.0,32859200000.0,33311756000.0,32641473000.0,33333565000.0
2047.0,32584636000.0,32879423000.0,32271108000.0,33195799000.0,33431190000.0,33273060000.0,32772413000.0,33052230000.0,32826024000.0,32958616000.0,32732502000.0,33272963000.0,32449702000.0,33293429000.0
2048.0,32450255000.0,32797866000.0,32030796000.0,33171940000.0,33402485000.0,33229873000.0,32693578000.0,33101986000.0,32735277000.0,32843618000.0,32637325000.0,33238567000.0,32264081000.0,33253341000.0
2049.0,32270150000.0,32732328000.0,31867040000.0,33095836000.0,33445065000.0,33149032000.0,32600766000.0,32993884000.0,32602190000.0,32797305000.0,32519200000.0,33190967000.0,32055290000.0,33185511000.0
2050.0,32093628000.0,32629748000.0,31582276000.0,33019918000.0,33337772000.0,33140220000.0,32567392000.0,32916564000.0,32511234000.0,32707695000.0,32356796000.0,33161509000.0,31880335000.0,33123338000.0
2051.0,31934224000.0,32533975000.0,31348711000.0,32925188000.0,33281260000.0,33103612000.0,32498567000.0,32791146000.0,32435874000.0,32623260000.0,32182714000.0,33112990000.0,31576015000.0,33069580000.0
2052.0,31819186000.0,32491545000.0,31115380000.0,32847501000.0,33230025000.0,33065380000.0,32478046000.0,32717412000.0,32359965000.0,32532472000.0,32023593000.0,33062779000.0,31297554000.0,32961452000.0
2053.0,31723622000.0,32402653000.0,30911816000.0,32634855000.0,33175239000.0,33004773000.0,32419168000.0,32655360000.0,32249514000.0,32464413000.0,31819720000.0,32967508000.0,30970990000.0,32842764000.0
2054.0,31610919000.0,32328792000.0,30648265000.0,32540688000.0,33085538000.0,32968096000.0,32356477000.0,32596296000.0,32114686000.0,32367907000.0,31616657000.0,32910645000.0,30689352000.0,32770296000.0
2055.0,31305785000.0,32229452000.0,30345896000.0,32392823000.0,33042125000.0,32903164000.0,32252563000.0,32510681000.0,31960553000.0,32236059000.0,31332743000.0,32854835000.0,30406126000.0,32709257000.0
2056.0,31164916000.0,32135410000.0,30052372000.0,32257036000.0,32972171000.0,32831154000.0,32170310000.0,32471546000.0,31840868000.0,32117438000.0,31084794000.0,32794227000.0,30105230000.0,32643387000.0
2057.0,31083772000.0,32055142000.0,29662970000.0,32120994000.0,32891335000.0,32773825000.0,32087968000.0,32400267000.0,31685618000.0,32010738000.0,30805197000.0,32689883000.0,29764411000.0,32547310000.0
2058.0,30949585000.0,31978134000.0,29376373000.0,31925055000.0,32846393000.0,32705696000.0,32043977000.0,32268263000.0,31585413000.0,31841866000.0,30549613000.0,32651061000.0,29405151000.0,32483530000.0
2059.0,30811124000.0,31824087000.0,29009852000.0,31697805000.0,32782203000.0,32601367000.0,31901230000.0,32137603000.0,31365528000.0,31753118000.0,30345892000.0,32585093000.0,29061888000.0,32376530000.0
2060.0,30627981000.0,31728587000.0,28741466000.0,31501548000.0,32725643000.0,32563726000.0,31826991000.0,32057526000.0,31289545000.0,31615932000.0,30123125000.0,32531112000.0,28779344000.0,32317940000.0
2061.0,30435199000.0,31643376000.0,28564152000.0,31322268000.0,32662776000.0,32458717000.0,31732752000.0,31938855000.0,31112004000.0,31478060000.0,29861403000.0,32491809000.0,28423596000.0,32259664000.0
2062.0,30221695000.0,31579107000.0,28272562000.0,31143000000.0,32579598000.0,32385864000.0,31660708000.0,31765273000.0,30955084000.0,31347597000.0,29579547000.0,32380662000.0,28109656000.0,32181465000.0
2063.0,30052106000.0,31467477000.0,27942580000.0,30923225000.0,32430907000.0,32365860000.0,31581346000.0,31686423000.0,30824819000.0,31259478000.0,29376303000.0,32239878000.0,27790526000.0,32093473000.0
2064.0,29924246000.0,31402080000.0,27583260000.0,30645220000.0,32314587000.0,32229085000.0,31448152000.0,31635200000.0,30648541000.0,31099476000.0,29059918000.0,32132076000.0,27450827000.0,31982080000.0
2065.0,29683012000.0,31278290000.0,27191984000.0,30440327000.0,32272413000.0,32171915000.0,31349720000.0,31532106000.0,30424970000.0,30968044000.0,28749052000.0,32019737000.0,27133106000.0,31885031000.0
2066.0,29439638000.0,31167090000.0,26917005000.0,30196185000.0,32172333000.0,32105912000.0,31199110000.0,31446254000.0,30288093000.0,30822609000.0,28530915000.0,31937905000.0,26826460000.0,31757670000.0
2067.0,29235562000.0,31064037000.0,26563570000.0,29995080000.0,32082751000.0,32029108000.0,31038284000.0,31221959000.0,30055025000.0,30668005000.0,28212894000.0,31833238000.0,26433573000.0,31593017000.0
2068.0,29053284000.0,30958320000.0,26203120000.0,29729094000.0,31973644000.0,31868805000.0,30902230000.0,31071298000.0,29885438000.0,30551410000.0,27907810000.0,31761005000.0,26090213000.0,31448685000.0
2069.0,28917391000.0,30891580000.0,25711225000.0,29444807000.0,31902351000.0,31798106000.0,30756835000.0,30956794000.0,29716353000.0,30378965000.0,27651279000.0,31664734000.0,25674633000.0,31379354000.0
2070.0,28684513000.0,30859592000.0,25331090000.0,29166836000.0,31775300000.0,31714857000.0,30566177000.0,30806280000.0,29588466000.0,30166723000.0,27151251000.0,31581004000.0,25305272000.0,31268094000.0
2071.0,28566718000.0,30762730000.0,24980077000.0,28920885000.0,31644054000.0,31627244000.0,30405435000.0,30666355000.0,29474490000.0,29993595000.0,26788958000.0,31488303000.0,24963426000.0,31119682000.0
2072.0,28437551000.0,30669783000.0,24626942000.0,28599833000.0,31522250000.0,31536407000.0,30198063000.0,30384316000.0,29336435000.0,29807202000.0,26533523000.0,31324449000.0,24612512000.0,31005989000.0
2073.0,28280232000.0,30536899000.0,24235653000.0,28258542000.0,31375493000.0,31454366000.0,30049050000.0,30273663000.0,29166934000.0,29605937000.0,26128116000.0,31130348000.0,24284092000.0,30800690000.0
2074.0,28141693000.0,30386352000.0,23733920000.0,27931634000.0,31262042000.0,31363318000.0,29869416000.0,30167079000.0,28988695000.0,29487174000.0,25805724000.0,30982871000.0,23997320000.0,30640175000.0
2075.0,27979680000.0,30275130000.0,23350860000.0,27574170000.0,31149797000.0,31278300000.0,29691530000.0,30018562000.0,28778699000.0,29341805000.0,25447062000.0,30897152000.0,23654326000.0,30539805000.0
2076.0,27839547000.0,30155411000.0,22983498000.0,27246301000.0,30977264000.0,31142392000.0,29460700000.0,29888930000.0,28631890000.0,29156905000.0,24999130000.0,30801525000.0,23334910000.0,30410107000.0
2077.0,27694467000.0,30012891000.0,22570162000.0,26898127000.0,30873117000.0,30996812000.0,29323674000.0,29730621000.0,28475568000.0,28999897000.0,24670845000.0,30714638000.0,22987317000.0,30253680000.0
2078.0,27460151000.0,29870895000.0,22082984000.0,26463658000.0,30728688000.0,30895405000.0,29106278000.0,29618905000.0,28323901000.0,28850147000.0,24291357000.0,30575923000.0,22588258000.0,30029003000.0
2079.0,27308974000.0,29793270000.0,21570509000.0,26020698000.0,30615159000.0,30822179000.0,28864793000.0,29392943000.0,28083347000.0,28665602000.0,23941378000.0,30465681000.0,22181698000.0,29878673000.0
2080.0,27160023000.0,29664938000.0,21096470000.0,25529141000.0,30469384000.0,30683140000.0,28625510000.0,29271564000.0,27959347000.0,28454662000.0,23548522000.0,30296926000.0,21741020000.0,29628525000.0
2081.0,26973784000.0,29517316000.0,20575295000.0,25149094000.0,30337380000.0,30598281000.0,28409448000.0,29109733000.0,27707582000.0,28199158000.0,23215299000.0,30206568000.0,21338370000.0,29452278000.0
2082.0,26799560000.0,29487980000.0,20054143000.0,24726729000.0,30204256000.0,30554660000.0,28209265000.0,28963635000.0,27512551000.0,27963275000.0,22957685000.0,30097056000.0,20905090000.0,29262623000.0
2083.0,26658386000.0,29388069000.0,19513324000.0,24276089000.0,30091643000.0,30488945000.0,28061479000.0,28778360000.0,27365794000.0,27844114000.0,22626429000.0,29899651000.0,20515109000.0,29046053000.0
2084.0,26491615000.0,29219170000.0,18942454000.0,23773230000.0,29895172000.0,30305145000.0,27904524000.0,28633137000.0,27150903000.0,27671202000.0,22306451000.0,29801128000.0,20044120000.0,28901208000.0
2085.0,26327930000.0,29121440000.0,18412538000.0,23294286000.0,29750993000.0,30197360000.0,27724702000.0,28383259000.0,26975412000.0,27486214000.0,21990992000.0,29702744000.0,19587613000.0,28660509000.0
2086.0,26188820000.0,28960084000.0,17833736000.0,22887846000.0,29617265000.0,30102997000.0,27497566000.0,28242412000.0,26827926000.0,27292002000.0,21625573000.0,29605235000.0,19112569000.0,28527008000.0
2087.0,25962627000.0,28851427000.0,17318480000.0,22396936000.0,29422492000.0,29953765000.0,27290163000.0,28057709000.0,26564370000.0,27106114000.0,21279625000.0,29420077000.0,18622620000.0,28299140000.0
2088.0,25742492000.0,28709446000.0,16790680000.0,21977047000.0,29300429000.0,29911150000.0,27096564000.0,27880577000.0,26345318000.0,26917433000.0,20938105000.0,29280120000.0,18184675000.0,28138275000.0
2089.0,25504109000.0,28628785000.0,16235426000.0,21546359000.0,29196104000.0,29808818000.0,26906909000.0,27644058000.0,26056122000.0,26708090000.0,20556763000.0,29080367000.0,17733777000.0,27976815000.0
2090.0,25271382000.0,28494301000.0,15673988000.0,21041793000.0,28954653000.0,29686524000.0,26726965000.0,27422638000.0,25830540000.0,26487648000.0,20302029000.0,28965320000.0,17185384000.0,27817136000.0
2091.0,25108595000.0,28280302000.0,15138867000.0,20668457000.0,28835154000.0,29526810000.0,26559396000.0,27367719000.0,25497115000.0,26334919000.0,19968209000.0,28800014000.0,16667460000.0,27633193000.0
2092.0,24884218000.0,28155935000.0,14600448000.0,20283611000.0,28713587000.0,29414859000.0,26362315000.0,27112090000.0,25561037000.0,26125009000.0,19767101000.0,28687230000.0,16075771000.0,27491377000.0
2093.0,24608979000.0,28055738000.0,14070240000.0,19797270000.0,28533750000.0,29278378000.0,26185755000.0,27015401000.0,25127045000.0,25937603000.0,19431410000.0,28513560000.0,15457658000.0,27274971000.0
2094.0,24217115000.0,27910130000.0,13583133000.0,19285340000.0,28375042000.0,29169869000.0,25966776000.0,26815439000.0,24919681000.0,25736985000.0,19264676000.0,28418191000.0,14869467000.0,27113257000.0
2095.0,23951198000.0,27678228000.0,13111497000.0,18765398000.0,28228602000.0,29032425000.0,25786081000.0,26571220000.0,24623395000.0,25548886000.0,19092015000.0,28175900000.0,14401539000.0,26891835000.0
2096.0,23803984000.0,27549774000.0,12709802000.0,18305034000.0,28182180000.0,28959650000.0,25620427000.0,26305167000.0,24386816000.0,25399208000.0,18770330000.0,27950342000.0,13866136000.0,26687670000.0
2097.0,23580762000.0,27467055000.0,12227017000.0,17841228000.0,27968560000.0,28814496000.0,25393449000.0,26132832000.0,24238080000.0,25220878000.0,18526090000.0,27806575000.0,13325006000.0,26455603000.0
2098.0,23349328000.0,27424965000.0,11773580000.0,17399996000.0,27812460000.0,28749638000.0,25155277000.0,25981166000.0,23983815000.0,25047386000.0,18382084000.0,27641629000.0,12968155000.0,26287948000.0
2099.0,23140182000.0,27232131000.0,11273423000.0,16920326000.0,27664517000.0,28621779000.0,24975798000.0,25817293000.0,23829959000.0,24791910000.0,18058746000.0,27462795000.0,12361760000.0,26008654000.0
2100.0,22959133000.0,27125850000.0,10829523000.0,16397565000.0,27474207000.0,28476080000.0,24802780000.0,25698060000.0,23506400000.0,24626915000.0,17758943000.0,27212593000.0,11931326000.0,25677117000.0
