time,EC-EARTH3-VEG,GFDL-ESM4,CAMS-CSM1-0,MRI-ESM2-0
2045.0,32524070000.0,33241336000.0,33106545000.0,32898605000.0
2046.0,32412635000.0,33160980000.0,33061972000.0,32853193000.0
2047.0,32319984000.0,33123553000.0,33002723000.0,32777996000.0
2048.0,32170574000.0,33086001000.0,32938224000.0,32634305000.0
2049.0,32058208000.0,33058961000.0,32885082000.0,32545812000.0
2050.0,31900176000.0,32999700000.0,32838113000.0,32449292000.0
2051.0,31736656000.0,32972320000.0,32806920000.0,32268573000.0
2052.0,31495910000.0,32899805000.0,32752470000.0,32193612000.0
2053.0,31264403000.0,32860121000.0,32602374000.0,32120177000.0
2054.0,31067884000.0,32784992000.0,32537416000.0,32014737000.0
2055.0,30816225000.0,32759603000.0,32468052000.0,31922336000.0
2056.0,30580785000.0,32705188000.0,32465740000.0,31788235000.0
2057.0,30275398000.0,32735422000.0,32374438000.0,31695640000.0
2058.0,29997396000.0,32633838000.0,32240767000.0,31548174000.0
2059.0,29754022000.0,32570593000.0,32127971000.0,31388875000.0
2060.0,29520075000.0,32592510000.0,31995834000.0,31219070000.0
2061.0,29226533000.0,32513233000.0,31922758000.0,31038484000.0
2062.0,28934033000.0,32473862000.0,31846814000.0,30820966000.0
2063.0,28632087000.0,32409278000.0,31761166000.0,30596166000.0
2064.0,28365806000.0,32365038000.0,31655537000.0,30341792000.0
2065.0,28108870000.0,32323797000.0,31543566000.0,30188655000.0
2066.0,27829547000.0,32266402000.0,31394984000.0,29948030000.0
2067.0,27590621000.0,32224160000.0,31314045000.0,29896751000.0
2068.0,27320844000.0,32167315000.0,31204090000.0,29689858000.0
2069.0,27082713000.0,32076972000.0,31151730000.0,29512200000.0
2070.0,26832020000.0,32091202000.0,31082193000.0,29285468000.0
2071.0,26535856000.0,31978392000.0,30976035000.0,29093206000.0
2072.0,26137369000.0,31897838000.0,30875947000.0,28930724000.0
2073.0,25847775000.0,31796683000.0,30793306000.0,28706576000.0
2074.0,25597143000.0,31751217000.0,30696274000.0,28520135000.0
2075.0,25350175000.0,31681047000.0,30592186000.0,28311366000.0
2076.0,25068622000.0,31668908000.0,30487765000.0,28059425000.0
2077.0,24781836000.0,31586073000.0,30397858000.0,27876800000.0
2078.0,24486638000.0,31535730000.0,30357146000.0,27655500000.0
2079.0,24223894000.0,31636644000.0,30242015000.0,27373758000.0
2080.0,23999430000.0,31463406000.0,30474246000.0,27156634000.0
2081.0,23839357000.0,31407028000.0,30201035000.0,26993320000.0
2082.0,23609741000.0,31341478000.0,30139470000.0,26808617000.0
2083.0,23295717000.0,31300800000.0,30000101000.0,26616107000.0
2084.0,23037184000.0,31243876000.0,29900638000.0,26460774000.0
2085.0,22742565000.0,31238056000.0,29834832000.0,26723078000.0
2086.0,22505873000.0,31131589000.0,29727617000.0,26201618000.0
2087.0,22172340000.0,31112122000.0,29653610000.0,26101500000.0
2088.0,21898258000.0,31209155000.0,29634951000.0,25939260000.0
2089.0,21623910000.0,30994522000.0,29411291000.0,25905240000.0
2090.0,21327938000.0,30991559000.0,29373387000.0,25663689000.0
2091.0,21022296000.0,30920890000.0,29265260000.0,25594673000.0
2092.0,20659490000.0,30850763000.0,29461475000.0,25492040000.0
2093.0,20375022000.0,30800736000.0,29199053000.0,25332316000.0
2094.0,20089459000.0,30759980000.0,29163383000.0,25213958000.0
2095.0,19836922000.0,30701631000.0,29036138000.0,25013680000.0
2096.0,19606122000.0,30643243000.0,28980787000.0,25042639000.0
2097.0,19291195000.0,30599244000.0,28853410000.0,24897157000.0
2098.0,18951332000.0,30575500000.0,28785550000.0,24617330000.0
2099.0,18690392000.0,30463720000.0,28752826000.0,24462540000.0
2100.0,18349430000.0,30400948000.0,28784984000.0,24211444000.0
