time,CNRM-CM5,MPI-ESM-LR,GFDL-CM3,CCSM4,GISS-E2-R,CSIRO-MK3-6-0,NORESM1-M,IPSL-CM5A-LR,GFDL-ESM2G,CANESM2
2000.0,2403332400.0,2403332400.0,2403332400.0,2403332400.0,2403332400.0,2403332400.0,2403332400.0,2403332400.0,2403332400.0,2403332400.0
2001.0,2377848300.0,2377848300.0,2377848300.0,2377848300.0,2377848300.0,2377848300.0,2377848300.0,2377848300.0,2377848300.0,2377848300.0
2002.0,2358762500.0,2358762500.0,2358762500.0,2358762500.0,2358762500.0,2358762500.0,2358762500.0,2358762500.0,2358762500.0,2358762500.0
2003.0,2329840600.0,2329840600.0,2329840600.0,2329840600.0,2329840600.0,2329840600.0,2329840600.0,2329840600.0,2329840600.0,2329840600.0
2004.0,2307569700.0,2307569700.0,2307569700.0,2307569700.0,2307569700.0,2307569700.0,2307569700.0,2307569700.0,2307569700.0,2307569700.0
2005.0,2284364300.0,2284364300.0,2284364300.0,2284364300.0,2284364300.0,2284364300.0,2284364300.0,2284364300.0,2284364300.0,2284364300.0
2006.0,2269734000.0,2269734000.0,2269734000.0,2269734000.0,2269734000.0,2269734000.0,2269734000.0,2269734000.0,2269734000.0,2269734000.0
2007.0,2248567600.0,2248567600.0,2248567600.0,2248567600.0,2248567600.0,2248567600.0,2248567600.0,2248567600.0,2248567600.0,2248567600.0
2008.0,2246933000.0,2246933000.0,2246933000.0,2246933000.0,2246933000.0,2246933000.0,2246933000.0,2246933000.0,2246933000.0,2246933000.0
2009.0,2250131500.0,2250131500.0,2250131500.0,2250131500.0,2250131500.0,2250131500.0,2250131500.0,2250131500.0,2250131500.0,2250131500.0
2010.0,2225459700.0,2225459700.0,2225459700.0,2225459700.0,2225459700.0,2225459700.0,2225459700.0,2225459700.0,2225459700.0,2225459700.0
2011.0,2208133600.0,2208133600.0,2208133600.0,2208133600.0,2208133600.0,2208133600.0,2208133600.0,2208133600.0,2208133600.0,2208133600.0
2012.0,2213127400.0,2213127400.0,2213127400.0,2213127400.0,2213127400.0,2213127400.0,2213127400.0,2213127400.0,2213127400.0,2213127400.0
2013.0,2198140700.0,2198140700.0,2198140700.0,2198140700.0,2198140700.0,2198140700.0,2198140700.0,2198140700.0,2198140700.0,2198140700.0
2014.0,2194310700.0,2194310700.0,2194310700.0,2194310700.0,2194310700.0,2194310700.0,2194310700.0,2194310700.0,2194310700.0,2194310700.0
2015.0,2182222600.0,2182222600.0,2182222600.0,2182222600.0,2182222600.0,2182222600.0,2182222600.0,2182222600.0,2182222600.0,2182222600.0
2016.0,2157378800.0,2157378800.0,2157378800.0,2157378800.0,2157378800.0,2157378800.0,2157378800.0,2157378800.0,2157378800.0,2157378800.0
2017.0,2131828600.0,2131828600.0,2131828600.0,2131828600.0,2131828600.0,2131828600.0,2131828600.0,2131828600.0,2131828600.0,2131828600.0
2018.0,2113159300.0,2113159300.0,2113159300.0,2113159300.0,2113159300.0,2113159300.0,2113159300.0,2113159300.0,2113159300.0,2113159300.0
2019.0,2104774800.0,2104774800.0,2104774800.0,2104774800.0,2104774800.0,2104774800.0,2104774800.0,2104774800.0,2104774800.0,2104774800.0
2020.0,2076257000.0,2076257000.0,2076257000.0,2076257000.0,2076257000.0,2076257000.0,2076257000.0,2076257000.0,2076257000.0,2076257000.0
2021.0,2053016400.0,2033266600.0,2032636800.0,2073159600.0,2033433200.0,2028096000.0,2046655200.0,2039717200.0,2055150100.0,2035550100.0
2022.0,2017971100.0,1971329400.0,2000596200.0,2051879300.0,1997367400.0,1979767200.0,2011833900.0,2016992500.0,2029839600.0,1999302000.0
2023.0,1983552000.0,1924261200.0,1948616100.0,2021072900.0,1968745000.0,1956108400.0,1967352000.0,1985777700.0,1991232100.0,1958494600.0
2024.0,1967270100.0,1887407400.0,1891844000.0,1982152800.0,1941626400.0,1932153700.0,1935664800.0,1952331100.0,1964023400.0,1918759800.0
2025.0,1935926900.0,1842289200.0,1845737600.0,1959801100.0,1919977000.0,1887753200.0,1909708800.0,1924588700.0,1930799900.0,1867533300.0
2026.0,1914889100.0,1779466800.0,1782642800.0,1930727400.0,1881422000.0,1851078000.0,1880761300.0,1895464400.0,1899071200.0,1824476900.0
2027.0,1885537400.0,1700103400.0,1689802800.0,1888563200.0,1850280800.0,1811705000.0,1848046700.0,1855017300.0,1871722200.0,1774652000.0
2028.0,1852116600.0,1635540600.0,1581743100.0,1858319200.0,1817057000.0,1758321700.0,1800648300.0,1816004000.0,1838499800.0,1706172000.0
2029.0,1831668700.0,1583324900.0,1501233500.0,1836599000.0,1784132000.0,1706617000.0,1759333200.0,1789391400.0,1779636000.0,1661490400.0
2030.0,1798449400.0,1533191800.0,1399963100.0,1787030100.0,1759658200.0,1644957700.0,1732231800.0,1756058800.0,1747923500.0,1618804600.0
2031.0,1766131200.0,1499264000.0,1291510500.0,1728027600.0,1723593100.0,1598686500.0,1700889900.0,1712000000.0,1741187700.0,1546648800.0
2032.0,1732876300.0,1483324400.0,1211549300.0,1685826600.0,1695507200.0,1538737500.0,1659844200.0,1649326600.0,1677384200.0,1479405700.0
2033.0,1686085500.0,1462790400.0,1130740700.0,1633802900.0,1662618200.0,1494276200.0,1626956400.0,1575052400.0,1621692700.0,1384834300.0
2034.0,1640282200.0,1397788800.0,1054398400.0,1576828900.0,1633764400.0,1427705000.0,1587116000.0,1535190500.0,1586778600.0,1329706100.0
