time,BCC-CSM2-MR,CMCC-CM2-SR5,IPSL-CM6A-LR,INM-CM5-0,MRI-ESM2-0,CAMS-CSM1-0,MPI-ESM1-2-HR,TAIESM1,EC-EARTH3-VEG,FGOALS-F3-L,GFDL-ESM4,CESM2-WACCM,NORESM2-MM,ACCESS-CM2,CESM2,EC-EARTH3,ACCESS-ESM1-5,CANESM5,INM-CM4-8
2025.0,669550700000.0,651769500000.0,666401050000.0,670070800000.0,651162750000.0,691544500000.0,673766640000.0,669923300000.0,678229700000.0,687587900000.0,658856800000.0,635525400000.0,668532900000.0,687053700000.0,654808300000.0,663247650000.0,654674500000.0,702139200000.0,684265960000.0
2026.0,658661400000.0,647087260000.0,653374900000.0,663684000000.0,629638300000.0,680116550000.0,660197700000.0,660907950000.0,668202960000.0,673006600000.0,638955900000.0,618096560000.0,649886600000.0,678656200000.0,638573350000.0,655023140000.0,635998630000.0,683231200000.0,671992500000.0
2027.0,650008700000.0,632466800000.0,639518240000.0,650605800000.0,615050250000.0,677446800000.0,643125100000.0,640382860000.0,654572600000.0,664769000000.0,633011800000.0,605327200000.0,629945860000.0,673884500000.0,622007350000.0,639829150000.0,612345000000.0,665664100000.0,663103860000.0
2028.0,636202500000.0,619858100000.0,622238560000.0,634861700000.0,596928100000.0,661098000000.0,642541300000.0,623579300000.0,637789900000.0,648078600000.0,617209140000.0,588941560000.0,627592200000.0,663816800000.0,606119500000.0,629713670000.0,593376640000.0,647651300000.0,648968540000.0
2029.0,622269200000.0,603892600000.0,604402200000.0,619224800000.0,583759700000.0,660062860000.0,627607100000.0,607790370000.0,621458700000.0,630520800000.0,616323940000.0,570566900000.0,619328050000.0,641732050000.0,599523850000.0,615835900000.0,581647500000.0,628048700000.0,638033850000.0
2030.0,604896300000.0,593052000000.0,599356400000.0,606582500000.0,561480000000.0,641033440000.0,612520760000.0,589699940000.0,605366400000.0,614528700000.0,598448200000.0,557399540000.0,618450700000.0,627445470000.0,592210900000.0,604065760000.0,570452740000.0,623021500000.0,623396100000.0
2031.0,597946000000.0,577044000000.0,585682450000.0,597362740000.0,541979480000.0,634627600000.0,598019000000.0,572043800000.0,589205600000.0,607403250000.0,591549240000.0,544943930000.0,594557000000.0,620617900000.0,570248400000.0,594812670000.0,555414650000.0,600538500000.0,615929500000.0
2032.0,594276800000.0,561944460000.0,572569500000.0,585739900000.0,526655420000.0,613073900000.0,586584750000.0,548500640000.0,582114340000.0,591345350000.0,583971100000.0,530877640000.0,585354100000.0,618551300000.0,552922200000.0,579514600000.0,538310700000.0,583119200000.0,609676800000.0
2033.0,581113600000.0,557078100000.0,562038600000.0,578540340000.0,511825900000.0,599174550000.0,572134800000.0,527245570000.0,574521900000.0,564489000000.0,572863740000.0,514912220000.0,573196860000.0,611176740000.0,537752370000.0,561667640000.0,520474030000.0,561941250000.0,602264500000.0
2034.0,561062740000.0,554143600000.0,547180000000.0,567029800000.0,491931800000.0,590533100000.0,560742400000.0,507317680000.0,568773500000.0,555437000000.0,557275400000.0,504525420000.0,553743800000.0,588963250000.0,522242460000.0,539956020000.0,501204060000.0,548600250000.0,586689900000.0
2035.0,551639650000.0,551604100000.0,542755300000.0,562711100000.0,473346440000.0,572900500000.0,556921500000.0,496540220000.0,554911330000.0,549572200000.0,545080670000.0,503446400000.0,538708400000.0,562270960000.0,506794800000.0,520670740000.0,483128380000.0,526046500000.0,574064600000.0
2036.0,535699000000.0,535563960000.0,537031970000.0,551546000000.0,454273000000.0,561973900000.0,545036440000.0,480509720000.0,543278100000.0,534784540000.0,535303520000.0,499098030000.0,531317230000.0,545452980000.0,497063530000.0,503409020000.0,473142700000.0,513930300000.0,562738760000.0
2037.0,524509600000.0,520296170000.0,528179230000.0,538702300000.0,443126740000.0,558036100000.0,535341070000.0,461074560000.0,538702700000.0,515182700000.0,517456700000.0,485071060000.0,520705300000.0,528770960000.0,480527940000.0,490202800000.0,455092730000.0,506866930000.0,554487100000.0
2038.0,513230900000.0,502864150000.0,519525700000.0,525836400000.0,432117500000.0,545735500000.0,528882000000.0,436115670000.0,523671270000.0,506056470000.0,508677200000.0,472119900000.0,510825000000.0,514466680000.0,465692100000.0,477200060000.0,441318640000.0,483958850000.0,547392850000.0
2039.0,501956250000.0,484872160000.0,512769980000.0,508954350000.0,415242680000.0,533680400000.0,512109020000.0,415723200000.0,514317940000.0,493997800000.0,504474470000.0,460543070000.0,496204350000.0,493492930000.0,452124150000.0,461160900000.0,433835400000.0,463992850000.0,535497870000.0
2040.0,490622940000.0,473072070000.0,505845200000.0,499643880000.0,398784360000.0,530272420000.0,499579900000.0,391884640000.0,500238000000.0,491621680000.0,493368930000.0,452326820000.0,484422940000.0,466478400000.0,439447320000.0,442534260000.0,421261280000.0,457247900000.0,519127170000.0
2041.0,485274400000.0,461673800000.0,490989360000.0,495595000000.0,378189280000.0,523349750000.0,495004160000.0,382593730000.0,488119660000.0,490220980000.0,490292500000.0,444340140000.0,463094400000.0,444887600000.0,427148400000.0,427217850000.0,411581940000.0,451297670000.0,510367600000.0
2042.0,469178200000.0,445564400000.0,474986600000.0,486556960000.0,364486330000.0,513465220000.0,483010280000.0,369366270000.0,473631100000.0,481574600000.0,482199470000.0,435408540000.0,439826200000.0,424979140000.0,413689400000.0,409401070000.0,396692130000.0,438308340000.0,501591340000.0
2043.0,454662260000.0,428003820000.0,460028940000.0,474551260000.0,350919460000.0,505430180000.0,472738730000.0,352824330000.0,460764550000.0,477449950000.0,470663820000.0,422547160000.0,430549530000.0,406327330000.0,402058300000.0,394900600000.0,380677900000.0,410949060000.0,491868320000.0
2044.0,443012640000.0,412723250000.0,448197260000.0,460920360000.0,333368700000.0,491461670000.0,462023100000.0,334266730000.0,455329380000.0,467984650000.0,456788200000.0,410233200000.0,417389800000.0,386592640000.0,385548160000.0,383022400000.0,366714880000.0,390908740000.0,483435300000.0
2045.0,429509970000.0,407494850000.0,433810670000.0,451732050000.0,319437470000.0,479118750000.0,453855580000.0,315583660000.0,441379600000.0,449455030000.0,445294020000.0,396602670000.0,409117660000.0,372966260000.0,372123760000.0,365420300000.0,352763640000.0,370611100000.0,477194750000.0
2046.0,418844080000.0,399186500000.0,420615300000.0,443032170000.0,306819470000.0,468180240000.0,440696670000.0,305901140000.0,428290970000.0,438023500000.0,432489400000.0,383131680000.0,397141380000.0,357917800000.0,361333130000.0,354304070000.0,341329770000.0,355343400000.0,466989800000.0
2047.0,406290200000.0,391260800000.0,406008700000.0,436341770000.0,292475900000.0,456638900000.0,426526080000.0,291524670000.0,413263920000.0,424710470000.0,420475270000.0,365175080000.0,384101320000.0,335221950000.0,345643800000.0,344047700000.0,332588420000.0,336161340000.0,456194650000.0
2048.0,394330540000.0,377794900000.0,391067800000.0,425219850000.0,275884300000.0,445555440000.0,417025800000.0,277789050000.0,402499340000.0,405434960000.0,410152300000.0,350017550000.0,366893400000.0,315459370000.0,334779320000.0,330446700000.0,316757800000.0,315766800000.0,446053500000.0
2049.0,380973680000.0,365579500000.0,377847220000.0,422941800000.0,264198060000.0,439663460000.0,407799560000.0,262632130000.0,388417500000.0,386639660000.0,401332400000.0,340483770000.0,350480630000.0,298594660000.0,322725840000.0,320170950000.0,304008430000.0,295429570000.0,437892150000.0
2050.0,370379230000.0,353836070000.0,363104630000.0,416354760000.0,258649030000.0,440897570000.0,397790120000.0,253377200000.0,374194340000.0,371368130000.0,389086870000.0,330641700000.0,337170900000.0,279240540000.0,309740000000.0,310308080000.0,295723630000.0,278638560000.0,425708130000.0
2051.0,354573200000.0,344145500000.0,348476200000.0,404426700000.0,251005400000.0,425772900000.0,377641200000.0,238622100000.0,358317260000.0,363850960000.0,376121460000.0,320402950000.0,327453050000.0,261849350000.0,301618860000.0,301098500000.0,282503580000.0,261223740000.0,418021870000.0
2052.0,343315580000.0,343156650000.0,335852670000.0,391985360000.0,240543100000.0,416471120000.0,369158620000.0,231713770000.0,341724630000.0,350642960000.0,366970630000.0,309822230000.0,316283130000.0,251915140000.0,286725770000.0,289990500000.0,273905390000.0,245184500000.0,410120780000.0
2053.0,337333880000.0,334557000000.0,318235380000.0,380531440000.0,229537940000.0,405624520000.0,355820370000.0,221149900000.0,326900680000.0,336200630000.0,356417180000.0,296793640000.0,307792540000.0,243683330000.0,278759200000.0,281110970000.0,262673890000.0,229066400000.0,400893700000.0
2054.0,322217300000.0,327179900000.0,305112100000.0,369746500000.0,221462130000.0,397794020000.0,344300400000.0,210464720000.0,314078270000.0,337625600000.0,343155570000.0,288974730000.0,297514830000.0,235459690000.0,269213000000.0,270519520000.0,251732030000.0,219554990000.0,392081640000.0
2055.0,311221900000.0,316111220000.0,296062580000.0,356289500000.0,211938460000.0,387836740000.0,333203700000.0,198827600000.0,305592240000.0,331106250000.0,327467500000.0,282556660000.0,291799500000.0,222642950000.0,262947750000.0,257941900000.0,242319540000.0,205329700000.0,384521270000.0
2056.0,303499440000.0,309171800000.0,284256900000.0,350888170000.0,200424820000.0,378760040000.0,322920870000.0,192984990000.0,293398940000.0,320336760000.0,317917800000.0,264041050000.0,289994280000.0,213444970000.0,252956740000.0,247766810000.0,234922790000.0,197504660000.0,369854100000.0
2057.0,290988850000.0,297567550000.0,274407150000.0,345404770000.0,192499250000.0,369361600000.0,310337000000.0,181125120000.0,281034500000.0,310587200000.0,309796670000.0,251811270000.0,281935200000.0,204908310000.0,244277220000.0,240468160000.0,223848270000.0,191817060000.0,361529840000.0
2058.0,280956240000.0,286716100000.0,263205850000.0,333197080000.0,182720460000.0,356551850000.0,298079060000.0,173157760000.0,269973030000.0,307196200000.0,300674800000.0,244012020000.0,277788100000.0,196299180000.0,231642500000.0,230688030000.0,216318820000.0,181930260000.0,354050870000.0
2059.0,272491230000.0,274656820000.0,258094190000.0,324359720000.0,181539570000.0,355705060000.0,288461750000.0,163914760000.0,256550500000.0,292257040000.0,288210500000.0,232437120000.0,264311460000.0,188343060000.0,222133390000.0,225935920000.0,205012780000.0,182157540000.0,351210050000.0
2060.0,260695330000.0,267458050000.0,244622130000.0,314018700000.0,181138130000.0,349561420000.0,281500550000.0,153898390000.0,243301960000.0,278232470000.0,275980780000.0,218176550000.0,260735480000.0,175894840000.0,212579530000.0,217245630000.0,201257040000.0,173856520000.0,338265150000.0
2061.0,246434890000.0,257217560000.0,238517080000.0,304765270000.0,177750310000.0,347209700000.0,267344170000.0,147070190000.0,232349060000.0,268103660000.0,269307510000.0,204802920000.0,247214400000.0,171338580000.0,205611680000.0,207610770000.0,194025050000.0,169907540000.0,328941370000.0
2062.0,232351190000.0,244961070000.0,232416760000.0,301076740000.0,173732740000.0,335494250000.0,257935600000.0,141797850000.0,228414080000.0,266503400000.0,254716890000.0,195798880000.0,239271770000.0,165122230000.0,200071940000.0,200293960000.0,187060580000.0,164256450000.0,325629640000.0
2063.0,226364770000.0,231025280000.0,226140050000.0,288433500000.0,169247100000.0,324104160000.0,250639240000.0,136478980000.0,219198260000.0,259629370000.0,247523380000.0,192499150000.0,232375680000.0,159464950000.0,194226230000.0,190959480000.0,183214100000.0,155200300000.0,319568580000.0
2064.0,220207320000.0,215951850000.0,215435120000.0,280711600000.0,167179940000.0,313106530000.0,242409280000.0,130765350000.0,211526250000.0,255222330000.0,239462510000.0,188532700000.0,224585860000.0,152431000000.0,186754270000.0,181906160000.0,176490730000.0,149159890000.0,314741720000.0
2065.0,211559810000.0,205496140000.0,193212680000.0,272414030000.0,160115440000.0,303771840000.0,238989080000.0,124352800000.0,204310800000.0,242964710000.0,227473620000.0,184385200000.0,217097620000.0,147589500000.0,178492590000.0,177039150000.0,169641620000.0,138226090000.0,306241860000.0
2066.0,200654540000.0,195342580000.0,170226100000.0,267233820000.0,155549970000.0,298598040000.0,234109650000.0,120305850000.0,197821810000.0,238479260000.0,218888140000.0,176708350000.0,213238500000.0,141509070000.0,171470550000.0,170533650000.0,166633050000.0,129004536000.0,298140570000.0
2067.0,194234970000.0,186293350000.0,146239400000.0,260358420000.0,150006710000.0,290303840000.0,228009430000.0,113372530000.0,194266680000.0,227900200000.0,210462590000.0,169657040000.0,204400620000.0,136223810000.0,164762780000.0,162317630000.0,156092940000.0,125610110000.0,290192850000.0
2068.0,190078470000.0,180420300000.0,130530860000.0,254504910000.0,147682230000.0,282351500000.0,219759980000.0,108134270000.0,184877430000.0,230184440000.0,200089030000.0,159174070000.0,193424060000.0,132274260000.0,158298140000.0,156319940000.0,151686330000.0,117115100000.0,282794700000.0
2069.0,181663100000.0,170089190000.0,115498090000.0,246526890000.0,142065170000.0,276788280000.0,217703630000.0,103479170000.0,179477450000.0,223114150000.0,192328250000.0,157899400000.0,187121780000.0,132368090000.0,152386750000.0,150900590000.0,146174350000.0,111567370000.0,273743180000.0
2070.0,174627600000.0,162122970000.0,109422420000.0,240295180000.0,134479110000.0,266290990000.0,210910280000.0,100057055000.0,173614420000.0,215847530000.0,183715640000.0,150819360000.0,179820970000.0,125573270000.0,145164550000.0,146165240000.0,142646180000.0,105271120000.0,260658220000.0
2071.0,169048590000.0,160511000000.0,104295790000.0,230601060000.0,132515690000.0,257792700000.0,204545410000.0,97978860000.0,168145720000.0,206070280000.0,175904210000.0,141854360000.0,173464470000.0,119929920000.0,139848900000.0,139785860000.0,136907530000.0,97465550000.0,252524820000.0
2072.0,163321450000.0,155094020000.0,97070710000.0,220629800000.0,126065566000.0,244597700000.0,196650420000.0,95969060000.0,160942670000.0,197759300000.0,169296890000.0,132502730000.0,168495090000.0,113100320000.0,134159835000.0,134779945000.0,130454060000.0,91669070000.0,245777920000.0
2073.0,155881550000.0,145974480000.0,88150350000.0,217143130000.0,122586800000.0,233131820000.0,194147070000.0,92494365000.0,154442150000.0,191702480000.0,160025800000.0,125373700000.0,162057140000.0,109953130000.0,131477955000.0,131389030000.0,126219270000.0,87738020000.0,237834390000.0
2074.0,154122130000.0,138136490000.0,83298380000.0,212775190000.0,116019280000.0,231564330000.0,187113280000.0,88944935000.0,147747590000.0,181601900000.0,153357000000.0,120219210000.0,158576080000.0,106582740000.0,126367244000.0,126565474000.0,120066880000.0,83590595000.0,227318960000.0
2075.0,148342180000.0,131497615000.0,75638600000.0,208170300000.0,111608420000.0,230352040000.0,180055540000.0,84934970000.0,138136470000.0,174799200000.0,144769760000.0,117418710000.0,153768770000.0,101220940000.0,120981220000.0,122289050000.0,116681510000.0,79480185000.0,220565640000.0
2076.0,140091720000.0,129579065000.0,74146010000.0,205740830000.0,110029636000.0,228953780000.0,172828300000.0,81323050000.0,132402630000.0,167100400000.0,138636260000.0,114089484000.0,149174500000.0,95997940000.0,114107840000.0,116292220000.0,111412030000.0,81186780000.0,213270410000.0
2077.0,132481280000.0,127835220000.0,65614963000.0,202464850000.0,105583610000.0,222738610000.0,165648380000.0,77551080000.0,127996215000.0,161621210000.0,134632790000.0,108444770000.0,145036070000.0,90720380000.0,108394955000.0,112730780000.0,105253140000.0,79574200000.0,208298560000.0
2078.0,129789240000.0,121557910000.0,59686195000.0,198458380000.0,102593675000.0,215207540000.0,160415660000.0,74945960000.0,122365770000.0,154064320000.0,130432090000.0,102639930000.0,139823940000.0,87594746000.0,105635600000.0,110364385000.0,103573150000.0,72748530000.0,205544720000.0
2079.0,127512445000.0,119322250000.0,54594370000.0,193698350000.0,98653500000.0,207911420000.0,155733070000.0,72668020000.0,117269490000.0,146349210000.0,126554760000.0,96899236000.0,135426580000.0,84386090000.0,99840570000.0,106250945000.0,100239155000.0,70808470000.0,201290320000.0
2080.0,124625220000.0,112737350000.0,50224860000.0,189437050000.0,93777250000.0,203245110000.0,153678560000.0,68781680000.0,110558134000.0,135368240000.0,122105954000.0,94299650000.0,128755090000.0,83738100000.0,95142390000.0,102169666000.0,97357020000.0,68652392000.0,190556860000.0
2081.0,118163490000.0,107188430000.0,46621966000.0,185650070000.0,89893040000.0,205605540000.0,147923500000.0,65088954000.0,104911540000.0,134193280000.0,118422946000.0,91778730000.0,122628235000.0,80663495000.0,91673270000.0,100602210000.0,93145090000.0,62292710000.0,185502290000.0
2082.0,112809480000.0,104391340000.0,41134460000.0,182971830000.0,87890330000.0,194647500000.0,144185620000.0,64238285000.0,99321400000.0,126202905000.0,118122620000.0,88539450000.0,119899140000.0,79149490000.0,87083910000.0,96577130000.0,91894060000.0,60575605000.0,182652350000.0
2083.0,109434890000.0,99962020000.0,39772010000.0,179193540000.0,82973190000.0,193718500000.0,142188430000.0,61753600000.0,92910354000.0,115014610000.0,116242194000.0,83353560000.0,115976490000.0,77499834000.0,85526820000.0,92756080000.0,88424360000.0,56255197000.0,178366320000.0
2084.0,106890480000.0,96948260000.0,37039880000.0,177144610000.0,80229030000.0,185749200000.0,135573650000.0,58515317000.0,87847500000.0,109686560000.0,112832940000.0,81208300000.0,112060310000.0,74954840000.0,85361550000.0,89963010000.0,84535450000.0,50663390000.0,174841300000.0
2085.0,102632915000.0,93566070000.0,34089146000.0,174684590000.0,77171384000.0,178399350000.0,131235960000.0,55785520000.0,84590390000.0,102575490000.0,109511340000.0,78250890000.0,107635780000.0,72534450000.0,81267150000.0,87217900000.0,81783820000.0,48316154000.0,171770120000.0
2086.0,97880056000.0,90479130000.0,34198565000.0,168325860000.0,75533795000.0,170742630000.0,128512475000.0,52891990000.0,81311170000.0,98023730000.0,106724970000.0,75638970000.0,102241520000.0,67814326000.0,77982630000.0,83797790000.0,78946620000.0,47917466000.0,168904950000.0
2087.0,94037350000.0,87944880000.0,32012653000.0,166548600000.0,74906430000.0,163054680000.0,124697630000.0,49991696000.0,77682750000.0,93524510000.0,104038850000.0,72720155000.0,96399090000.0,64445060000.0,74236460000.0,78723980000.0,78025210000.0,45924397000.0,165768840000.0
2088.0,89211920000.0,85174660000.0,29242696000.0,162398000000.0,71486800000.0,154201500000.0,118398910000.0,48722014000.0,74432320000.0,88028406000.0,101467620000.0,68447960000.0,91748440000.0,61984320000.0,71205380000.0,75173260000.0,74942590000.0,43676580000.0,164073470000.0
2089.0,85879110000.0,82169315000.0,27204956000.0,156890860000.0,69850290000.0,151992800000.0,113735860000.0,46790885000.0,71638390000.0,81684270000.0,100244410000.0,65365940000.0,88739410000.0,61273924000.0,66646725000.0,72599150000.0,71156130000.0,41134244000.0,160533070000.0
2090.0,86923354000.0,79492350000.0,26458495000.0,152820760000.0,68275503000.0,155414560000.0,111876784000.0,44603990000.0,68873610000.0,77232234000.0,98249310000.0,64930255000.0,85052400000.0,58757330000.0,63103058000.0,69654530000.0,68969430000.0,38887432000.0,157798760000.0
2091.0,86095390000.0,75281910000.0,23565881000.0,149088880000.0,67425214000.0,153862180000.0,107617700000.0,43271220000.0,65888270000.0,75129330000.0,94024140000.0,62695117000.0,82966740000.0,56737235000.0,58199890000.0,66636296000.0,66665034000.0,36973550000.0,156157500000.0
2092.0,85668450000.0,72714540000.0,22663125000.0,146116480000.0,66491960000.0,150535590000.0,103172460000.0,42114820000.0,64172343000.0,70923770000.0,90786880000.0,60105240000.0,80982650000.0,54691746000.0,54946583000.0,63378428000.0,64202870000.0,35122450000.0,154838100000.0
2093.0,84782910000.0,71553450000.0,21809121000.0,145182640000.0,64221975000.0,142048990000.0,99070420000.0,40721750000.0,61318476000.0,66286928000.0,89701640000.0,56400744000.0,79363020000.0,51738400000.0,52035387000.0,62375453000.0,62323876000.0,33073336000.0,150876300000.0
2094.0,81442040000.0,68699710000.0,20691192000.0,141862850000.0,62710583000.0,134692640000.0,97195614000.0,38504730000.0,59786748000.0,65016400000.0,87629290000.0,54464060000.0,76722905000.0,49915380000.0,48612123000.0,60898116000.0,59311206000.0,30725282000.0,145748560000.0
2095.0,79110220000.0,65474500000.0,19198590000.0,139669830000.0,60926472000.0,129943760000.0,94839410000.0,36932567000.0,58015030000.0,61580540000.0,86745670000.0,50892866000.0,74717370000.0,48241270000.0,46509396000.0,58103970000.0,57484720000.0,28504550000.0,142138280000.0
2096.0,77767350000.0,65503600000.0,17851450000.0,136387320000.0,61490627000.0,125935870000.0,91501380000.0,35051217000.0,55697250000.0,60252590000.0,83166904000.0,49186746000.0,73676130000.0,46954610000.0,44950364000.0,54768260000.0,56565354000.0,29156340000.0,141204290000.0
2097.0,74844594000.0,62274170000.0,16899474000.0,134952050000.0,58138087000.0,121730720000.0,87857455000.0,34462470000.0,54225270000.0,58792755000.0,79523240000.0,46666473000.0,70208774000.0,44277473000.0,42888780000.0,52728513000.0,55608780000.0,28379146000.0,139766240000.0
