time,ACCESS-CM2,CESM2,CESM2-WACCM,NORESM2-MM,INM-CM4-8,CANESM5,ACCESS-ESM1-5,EC-EARTH3,INM-CM5-0,MPI-ESM1-2-HR,CAMS-CSM1-0,MRI-ESM2-0,BCC-CSM2-MR,IPSL-CM6A-LR,GFDL-ESM4,FGOALS-F3-L,EC-EARTH3-VEG
2000.0,882016060000.0,882016060000.0,882016060000.0,882016060000.0,882016060000.0,882016060000.0,882016060000.0,882016060000.0,882016060000.0,882016060000.0,882016060000.0,882016060000.0,882016060000.0,882016060000.0,882016060000.0,882016060000.0,882016060000.0
2001.0,881917700000.0,881917700000.0,881917700000.0,881917700000.0,881917700000.0,881917700000.0,881917700000.0,881917700000.0,881917700000.0,881917700000.0,881917700000.0,881917700000.0,881917700000.0,881917700000.0,881917700000.0,881917700000.0,881917700000.0
2002.0,879667800000.0,879667800000.0,879667800000.0,879667800000.0,879667800000.0,879667800000.0,879667800000.0,879667800000.0,879667800000.0,879667800000.0,879667800000.0,879667800000.0,879667800000.0,879667800000.0,879667800000.0,879667800000.0,879667800000.0
2003.0,877702700000.0,877702700000.0,877702700000.0,877702700000.0,877702700000.0,877702700000.0,877702700000.0,877702700000.0,877702700000.0,877702700000.0,877702700000.0,877702700000.0,877702700000.0,877702700000.0,877702700000.0,877702700000.0,877702700000.0
2004.0,873681800000.0,873681800000.0,873681800000.0,873681800000.0,873681800000.0,873681800000.0,873681800000.0,873681800000.0,873681800000.0,873681800000.0,873681800000.0,873681800000.0,873681800000.0,873681800000.0,873681800000.0,873681800000.0,873681800000.0
2005.0,870013300000.0,870013300000.0,870013300000.0,870013300000.0,870013300000.0,870013300000.0,870013300000.0,870013300000.0,870013300000.0,870013300000.0,870013300000.0,870013300000.0,870013300000.0,870013300000.0,870013300000.0,870013300000.0,870013300000.0
2006.0,860405960000.0,860405960000.0,860405960000.0,860405960000.0,860405960000.0,860405960000.0,860405960000.0,860405960000.0,860405960000.0,860405960000.0,860405960000.0,860405960000.0,860405960000.0,860405960000.0,860405960000.0,860405960000.0,860405960000.0
2007.0,848194960000.0,848194960000.0,848194960000.0,848194960000.0,848194960000.0,848194960000.0,848194960000.0,848194960000.0,848194960000.0,848194960000.0,848194960000.0,848194960000.0,848194960000.0,848194960000.0,848194960000.0,848194960000.0,848194960000.0
2008.0,838017550000.0,838017550000.0,838017550000.0,838017550000.0,838017550000.0,838017550000.0,838017550000.0,838017550000.0,838017550000.0,838017550000.0,838017550000.0,838017550000.0,838017550000.0,838017550000.0,838017550000.0,838017550000.0,838017550000.0
2009.0,835887100000.0,835887100000.0,835887100000.0,835887100000.0,835887100000.0,835887100000.0,835887100000.0,835887100000.0,835887100000.0,835887100000.0,835887100000.0,835887100000.0,835887100000.0,835887100000.0,835887100000.0,835887100000.0,835887100000.0
2010.0,817928140000.0,817928140000.0,817928140000.0,817928140000.0,817928140000.0,817928140000.0,817928140000.0,817928140000.0,817928140000.0,817928140000.0,817928140000.0,817928140000.0,817928140000.0,817928140000.0,817928140000.0,817928140000.0,817928140000.0
2011.0,805588800000.0,805588800000.0,805588800000.0,805588800000.0,805588800000.0,805588800000.0,805588800000.0,805588800000.0,805588800000.0,805588800000.0,805588800000.0,805588800000.0,805588800000.0,805588800000.0,805588800000.0,805588800000.0,805588800000.0
2012.0,800196460000.0,800196460000.0,800196460000.0,800196460000.0,800196460000.0,800196460000.0,800196460000.0,800196460000.0,800196460000.0,800196460000.0,800196460000.0,800196460000.0,800196460000.0,800196460000.0,800196460000.0,800196460000.0,800196460000.0
2013.0,787352200000.0,787352200000.0,787352200000.0,787352200000.0,787352200000.0,787352200000.0,787352200000.0,787352200000.0,787352200000.0,787352200000.0,787352200000.0,787352200000.0,787352200000.0,787352200000.0,787352200000.0,787352200000.0,787352200000.0
2014.0,783158300000.0,783158300000.0,783158300000.0,783158300000.0,783158300000.0,783158300000.0,783158300000.0,783158300000.0,783158300000.0,783158300000.0,783158300000.0,783158300000.0,783158300000.0,783158300000.0,783158300000.0,783158300000.0,783158300000.0
2015.0,771620140000.0,771620140000.0,771620140000.0,771620140000.0,771620140000.0,771620140000.0,771620140000.0,771620140000.0,771620140000.0,771620140000.0,771620140000.0,771620140000.0,771620140000.0,771620140000.0,771620140000.0,771620140000.0,771620140000.0
2016.0,766358060000.0,766358060000.0,766358060000.0,766358060000.0,766358060000.0,766358060000.0,766358060000.0,766358060000.0,766358060000.0,766358060000.0,766358060000.0,766358060000.0,766358060000.0,766358060000.0,766358060000.0,766358060000.0,766358060000.0
2017.0,756771500000.0,756771500000.0,756771500000.0,756771500000.0,756771500000.0,756771500000.0,756771500000.0,756771500000.0,756771500000.0,756771500000.0,756771500000.0,756771500000.0,756771500000.0,756771500000.0,756771500000.0,756771500000.0,756771500000.0
2018.0,748870300000.0,748870300000.0,748870300000.0,748870300000.0,748870300000.0,748870300000.0,748870300000.0,748870300000.0,748870300000.0,748870300000.0,748870300000.0,748870300000.0,748870300000.0,748870300000.0,748870300000.0,748870300000.0,748870300000.0
2019.0,737321940000.0,737321940000.0,737321940000.0,737321940000.0,737321940000.0,737321940000.0,737321940000.0,737321940000.0,737321940000.0,737321940000.0,737321940000.0,737321940000.0,737321940000.0,737321940000.0,737321940000.0,737321940000.0,737321940000.0
2020.0,729959370000.0,729959370000.0,729959370000.0,729959370000.0,729959370000.0,729959370000.0,729959370000.0,729959370000.0,729959370000.0,729959370000.0,729959370000.0,729959370000.0,729959370000.0,729959370000.0,729959370000.0,729959370000.0,729959370000.0
2021.0,717892350000.0,718340300000.0,709857840000.0,714937100000.0,721121000000.0,753986040000.0,713010600000.0,714298800000.0,726374400000.0,722268850000.0,722714600000.0,713117800000.0,706387840000.0,717084000000.0,722084360000.0,715170050000.0,724210500000.0
2022.0,704773800000.0,698477840000.0,694236600000.0,696500800000.0,710931400000.0,786351400000.0,693229260000.0,707381170000.0,717311600000.0,716160700000.0,710831400000.0,703488700000.0,697311400000.0,704128500000.0,705895400000.0,705067000000.0,710455400000.0
2023.0,693985000000.0,686197050000.0,683407100000.0,683847200000.0,701740300000.0,764390150000.0,685353340000.0,698064300000.0,710052100000.0,705427800000.0,701663800000.0,690776970000.0,694326400000.0,696220650000.0,691483900000.0,692921040000.0,698993400000.0
2024.0,685053100000.0,678151200000.0,668825600000.0,667318550000.0,693762400000.0,748265300000.0,671461740000.0,685855600000.0,691735600000.0,686669500000.0,698248000000.0,679744240000.0,692086400000.0,684768600000.0,680334000000.0,678453200000.0,686117500000.0
2025.0,665309350000.0,672184900000.0,654846460000.0,645846600000.0,682391960000.0,736950940000.0,656512900000.0,676396700000.0,682103200000.0,676247400000.0,686451300000.0,667692000000.0,684302400000.0,679434450000.0,666044660000.0,669391060000.0,673047700000.0
2026.0,642983500000.0,658785000000.0,646920860000.0,624323130000.0,674589600000.0,725147500000.0,643374900000.0,665990660000.0,671231700000.0,655062860000.0,690933000000.0,654573300000.0,673906000000.0,662009150000.0,652409800000.0,645565300000.0,654063000000.0
2027.0,625305900000.0,646923160000.0,632561300000.0,609674700000.0,656770400000.0,699225500000.0,620438160000.0,653876600000.0,656965500000.0,644951000000.0,679617500000.0,631271000000.0,672748500000.0,646460400000.0,637061500000.0,625864900000.0,645413700000.0
2028.0,609781300000.0,635231200000.0,622790400000.0,592403560000.0,643682100000.0,685531900000.0,610750040000.0,639769400000.0,648890740000.0,628583240000.0,665178540000.0,609701100000.0,669481700000.0,632986860000.0,628899250000.0,622479000000.0,634573950000.0
2029.0,590392600000.0,627167700000.0,622653150000.0,575262200000.0,635379900000.0,657884000000.0,607469900000.0,624972000000.0,636673000000.0,605737650000.0,665318460000.0,594663600000.0,660577700000.0,620664700000.0,617465500000.0,611317840000.0,620303800000.0
2030.0,577390600000.0,613541540000.0,605988000000.0,562196300000.0,628565150000.0,657317200000.0,589300760000.0,607183800000.0,622971650000.0,587505000000.0,664891100000.0,582998100000.0,659050140000.0,596509500000.0,615393000000.0,597859500000.0,611021950000.0
2031.0,568641500000.0,596068900000.0,593476900000.0,553997430000.0,623176450000.0,650976600000.0,573695300000.0,595927560000.0,621192400000.0,579954540000.0,652196400000.0,568307700000.0,650622900000.0,580895100000.0,612242750000.0,589609100000.0,604348800000.0
2032.0,553309440000.0,583532150000.0,585825200000.0,535427600000.0,611553600000.0,626217250000.0,554917800000.0,583074250000.0,609286800000.0,571151350000.0,642829450000.0,555273750000.0,635372700000.0,564977900000.0,603661530000.0,579629150000.0,594716460000.0
2033.0,539059200000.0,568465600000.0,567763100000.0,519937520000.0,609286550000.0,597459660000.0,544220740000.0,571118500000.0,602668600000.0,565930100000.0,639020600000.0,537745000000.0,626870200000.0,546446840000.0,593882200000.0,563648700000.0,582658360000.0
2034.0,534595370000.0,559293100000.0,547905040000.0,503842570000.0,601076700000.0,571427800000.0,529329360000.0,559794300000.0,599151900000.0,555758000000.0,644754640000.0,525593970000.0,625954400000.0,544235200000.0,584212940000.0,556266100000.0,571922060000.0
2035.0,523950200000.0,550555000000.0,533613020000.0,501620280000.0,595571900000.0,563392900000.0,516644040000.0,546589600000.0,590029460000.0,545930670000.0,631338430000.0,509475160000.0,626648600000.0,534605170000.0,569496500000.0,541549360000.0,562852600000.0
2036.0,521635300000.0,530841570000.0,514514650000.0,492424360000.0,580549400000.0,531007500000.0,507688220000.0,532240400000.0,575125060000.0,540550000000.0,615941900000.0,493968980000.0,614538740000.0,519263850000.0,554811300000.0,530615340000.0,547156850000.0
2037.0,518557500000.0,518814000000.0,507096370000.0,483900030000.0,574948600000.0,533343630000.0,494839000000.0,522440600000.0,569606100000.0,530784680000.0,608688600000.0,474834830000.0,608630730000.0,505539760000.0,549776600000.0,517125540000.0,536157260000.0
