time,NORESM2-MM,CESM2-WACCM,CESM2,EC-EARTH3,INM-CM4-8,BCC-CSM2-MR,INM-CM5-0,MPI-ESM1-2-HR,MRI-ESM2-0,CAMS-CSM1-0,EC-EARTH3-VEG,FGOALS-F3-L,GFDL-ESM4
2032.0,580931200000.0,570988600000.0,591812100000.0,574173900000.0,611846850000.0,614151400000.0,592297900000.0,630243460000.0,561188100000.0,638176500000.0,615619360000.0,579325100000.0,603887400000.0
2033.0,567786540000.0,558490500000.0,579628560000.0,559592500000.0,604106650000.0,590119400000.0,576718900000.0,619529400000.0,552886340000.0,633677940000.0,611122400000.0,573054840000.0,594136700000.0
2034.0,555135860000.0,546094600000.0,568565240000.0,546295150000.0,596131840000.0,573333600000.0,559702900000.0,614277700000.0,545340230000.0,619469540000.0,602233500000.0,552435200000.0,587447860000.0
2035.0,541902930000.0,547663200000.0,555593100000.0,533445600000.0,581132160000.0,560082600000.0,547420080000.0,603953100000.0,535563080000.0,614222700000.0,589776000000.0,546674200000.0,573971400000.0
2036.0,543308900000.0,537433640000.0,546597040000.0,522726080000.0,579053600000.0,547218060000.0,542509140000.0,600402600000.0,524400660000.0,604209700000.0,578916400000.0,534967060000.0,562034700000.0
2037.0,535029000000.0,528676850000.0,533965300000.0,508435200000.0,567372740000.0,541288920000.0,530588930000.0,583754900000.0,513424230000.0,595818840000.0,568914150000.0,513222840000.0,543462500000.0
2038.0,514437640000.0,523583060000.0,523336300000.0,497102500000.0,564507000000.0,531482940000.0,518855600000.0,566986000000.0,497258660000.0,592242900000.0,553259960000.0,496894000000.0,534150100000.0
2039.0,495594770000.0,508695970000.0,512090200000.0,482726970000.0,552667840000.0,520332500000.0,506022560000.0,551340800000.0,488377400000.0,582224100000.0,536994600000.0,481911400000.0,524657430000.0
2040.0,489556020000.0,502187500000.0,501114400000.0,469193400000.0,550397400000.0,504168200000.0,498397900000.0,550014300000.0,475989280000.0,574330770000.0,533292450000.0,471666600000.0,515915000000.0
2041.0,474050720000.0,490698340000.0,489821140000.0,453846070000.0,547563570000.0,498978160000.0,478613200000.0,536193730000.0,462830100000.0,566222400000.0,523577750000.0,459192200000.0,507498070000.0
2042.0,466082370000.0,476516550000.0,474166200000.0,442860040000.0,535811820000.0,493390950000.0,464771380000.0,531637730000.0,448998470000.0,558993100000.0,509016800000.0,437383760000.0,505293080000.0
2043.0,452232280000.0,463421050000.0,459343920000.0,429484200000.0,529168430000.0,487289950000.0,458533400000.0,530091700000.0,437112700000.0,540040600000.0,503291580000.0,420194350000.0,497769680000.0
2044.0,440788800000.0,443373450000.0,445694300000.0,413887820000.0,515232530000.0,484144600000.0,453435260000.0,521202600000.0,423442780000.0,527564100000.0,488511340000.0,400473900000.0,489184720000.0
2045.0,428955040000.0,429225300000.0,434153620000.0,402001720000.0,507415530000.0,478539780000.0,450895970000.0,506079400000.0,413554480000.0,518734840000.0,476276850000.0,395297420000.0,475669070000.0
2046.0,417232300000.0,415034740000.0,426131000000.0,390291720000.0,498824050000.0,464075900000.0,447447660000.0,496281420000.0,400277270000.0,511334250000.0,466789830000.0,388479320000.0,463900200000.0
2047.0,406484600000.0,400894660000.0,417745800000.0,381868400000.0,487778840000.0,459681900000.0,437313930000.0,484346040000.0,394295900000.0,501363830000.0,449719470000.0,383764920000.0,449883300000.0
2048.0,396768400000.0,390392900000.0,406661140000.0,373281460000.0,478164000000.0,446670370000.0,430633800000.0,473871480000.0,378215860000.0,489522460000.0,438401830000.0,363310450000.0,447178700000.0
2049.0,387458730000.0,384420970000.0,393323280000.0,363490700000.0,463740040000.0,434436570000.0,419875160000.0,465381500000.0,366121780000.0,480195100000.0,430312880000.0,357962680000.0,438075030000.0
2050.0,376707580000.0,374825220000.0,381446980000.0,351037620000.0,454103200000.0,418590130000.0,407392700000.0,456887100000.0,352985060000.0,464499500000.0,416889830000.0,355239170000.0,424119400000.0
2051.0,366332940000.0,361375920000.0,372591330000.0,342764220000.0,445741470000.0,407619340000.0,398553380000.0,444809050000.0,347063160000.0,449475120000.0,404853000000.0,344462620000.0,416818860000.0
2052.0,360028900000.0,355264330000.0,355639300000.0,332034500000.0,439691050000.0,402774950000.0,391921040000.0,434429200000.0,338262330000.0,436701530000.0,393981850000.0,331792220000.0,406095530000.0
2053.0,345956450000.0,342756620000.0,343044000000.0,320368480000.0,433208400000.0,403727650000.0,386909000000.0,422846730000.0,324917130000.0,429561480000.0,384234300000.0,316771140000.0,396843550000.0
2054.0,334901100000.0,334508620000.0,330375140000.0,310749660000.0,424189100000.0,391337640000.0,379632700000.0,410754300000.0,316544220000.0,420401770000.0,370896340000.0,312558900000.0,384224660000.0
2055.0,326584000000.0,328153300000.0,321280250000.0,302835300000.0,416442020000.0,374406770000.0,370434150000.0,395734250000.0,305641880000.0,413498970000.0,362556650000.0,302891300000.0,376725140000.0
2056.0,319702560000.0,320296300000.0,314260720000.0,295489440000.0,408468400000.0,366111030000.0,364244300000.0,384358780000.0,301589300000.0,404551040000.0,354559500000.0,292015300000.0,365899020000.0
2057.0,311786670000.0,312768530000.0,304557060000.0,281329140000.0,393389500000.0,354125000000.0,356183440000.0,370978520000.0,297260320000.0,394584900000.0,345831900000.0,280114760000.0,353523470000.0
2058.0,305312730000.0,303966750000.0,296050900000.0,269967880000.0,379563050000.0,340385300000.0,350780900000.0,355610360000.0,289736800000.0,393693530000.0,333457800000.0,274932760000.0,344733800000.0
2059.0,295433180000.0,293164000000.0,286715640000.0,262097010000.0,363932020000.0,331884330000.0,347833170000.0,342695600000.0,281703480000.0,378824800000.0,326109070000.0,260994150000.0,329727280000.0
2060.0,290228830000.0,282569300000.0,280232230000.0,255476780000.0,358920520000.0,314314600000.0,340246360000.0,330210180000.0,272553460000.0,368035170000.0,314016530000.0,261936760000.0,319366300000.0
2061.0,278600900000.0,272435600000.0,270421560000.0,246264040000.0,348611740000.0,302193480000.0,329838260000.0,316129280000.0,264351560000.0,366291700000.0,304164180000.0,251825880000.0,302193600000.0
2062.0,271787790000.0,264170370000.0,266498690000.0,240432730000.0,339154400000.0,289493880000.0,323105880000.0,310186380000.0,260226240000.0,362842420000.0,293984080000.0,244368230000.0,292251300000.0
2063.0,270082380000.0,255334860000.0,259255810000.0,232339600000.0,332348130000.0,282070480000.0,320743830000.0,296867100000.0,250675630000.0,358227670000.0,283242230000.0,237083340000.0,283028950000.0
2064.0,264261370000.0,242314700000.0,248921160000.0,225013890000.0,328458960000.0,274019700000.0,310666660000.0,285956240000.0,241684230000.0,347490600000.0,269278200000.0,229495210000.0,272504720000.0
2065.0,258715880000.0,231799360000.0,240466670000.0,219135820000.0,320644640000.0,263061230000.0,304590200000.0,277264040000.0,231060620000.0,336029120000.0,260588800000.0,221219210000.0,263901680000.0
2066.0,249756190000.0,221327570000.0,234011260000.0,215695360000.0,317762000000.0,250361500000.0,302332120000.0,274811960000.0,222902580000.0,326957270000.0,250213350000.0,213542200000.0,253332820000.0
2067.0,240678810000.0,214189050000.0,226319650000.0,210807650000.0,311515970000.0,240473830000.0,295657930000.0,267633260000.0,211932330000.0,325984800000.0,240136100000.0,209148690000.0,246560770000.0
2068.0,233688370000.0,210977720000.0,216103650000.0,204159450000.0,305668720000.0,233679670000.0,288118900000.0,262315470000.0,204689850000.0,318247400000.0,232927460000.0,206389560000.0,243630650000.0
2069.0,228769280000.0,204402900000.0,207905130000.0,199013480000.0,303868380000.0,221211050000.0,284685600000.0,253142290000.0,197810080000.0,314004700000.0,224344980000.0,200883390000.0,237738260000.0
2070.0,223756090000.0,196145000000.0,202599960000.0,191491590000.0,301828150000.0,213744500000.0,279384420000.0,243246600000.0,195679140000.0,309278570000.0,215511810000.0,196390980000.0,230618400000.0
2071.0,219762970000.0,190442180000.0,194408300000.0,185376920000.0,296083900000.0,204325860000.0,275355470000.0,235999700000.0,187035100000.0,300066080000.0,213366280000.0,190828250000.0,222372280000.0
2072.0,211540970000.0,186323630000.0,188251030000.0,178966860000.0,282919300000.0,201688990000.0,269908250000.0,229340330000.0,182809180000.0,289239040000.0,207516140000.0,183161620000.0,215999870000.0
2073.0,204879000000.0,180416600000.0,181207480000.0,170555180000.0,278072560000.0,197903910000.0,264065400000.0,222905020000.0,178402600000.0,282065700000.0,200542550000.0,181562570000.0,208125440000.0
2074.0,198198850000.0,172631330000.0,174908000000.0,164751070000.0,273389300000.0,191715330000.0,261383860000.0,217284350000.0,171788680000.0,280006950000.0,193292190000.0,177231040000.0,200060680000.0
2075.0,191543380000.0,168352970000.0,170372580000.0,160633650000.0,264512080000.0,184547770000.0,256691910000.0,208737470000.0,165771070000.0,275841650000.0,187243720000.0,177727010000.0,192181530000.0
2076.0,185190140000.0,165131470000.0,166459400000.0,157245100000.0,259263300000.0,177312860000.0,254560700000.0,206105920000.0,161607000000.0,272167200000.0,180451070000.0,169279390000.0,185181500000.0
2077.0,181400720000.0,159965410000.0,160426210000.0,152961420000.0,255129100000.0,170547090000.0,249619320000.0,199996980000.0,159388800000.0,265619440000.0,173098830000.0,163077110000.0,182524360000.0
2078.0,177403740000.0,157522180000.0,154982710000.0,148444530000.0,249871160000.0,162083930000.0,244062190000.0,196535860000.0,156968390000.0,258591240000.0,167331680000.0,160636600000.0,175520170000.0
2079.0,175234800000.0,153707540000.0,148237370000.0,145239360000.0,244088520000.0,155808350000.0,239376920000.0,190086510000.0,154246140000.0,258413800000.0,163313960000.0,160880070000.0,168614540000.0
2080.0,168988540000.0,150332690000.0,142822920000.0,141034570000.0,237282330000.0,151235510000.0,234837800000.0,185403200000.0,148748940000.0,251024260000.0,160570950000.0,152483710000.0,163162080000.0
2081.0,169090100000.0,146756110000.0,136608840000.0,136877570000.0,232430580000.0,148704850000.0,233375450000.0,182301160000.0,144338440000.0,246540090000.0,154168130000.0,148980100000.0,157364850000.0
2082.0,162514580000.0,147163630000.0,132755740000.0,134295790000.0,227262380000.0,147718750000.0,227400300000.0,177397650000.0,140378640000.0,238400450000.0,150759260000.0,140581140000.0,150086750000.0
2083.0,155467070000.0,143364800000.0,128464700000.0,131873390000.0,221227900000.0,143978450000.0,226115000000.0,174764210000.0,134210410000.0,238640970000.0,147040490000.0,136083590000.0,143401480000.0
2084.0,150238640000.0,138461230000.0,122961175000.0,131747320000.0,215769510000.0,142833010000.0,218390430000.0,172831740000.0,130002970000.0,230547910000.0,141055400000.0,132512285000.0,140136510000.0
2085.0,148596970000.0,134408910000.0,119629545000.0,128477480000.0,213956230000.0,137078686000.0,218026590000.0,170823340000.0,129232550000.0,225358730000.0,136319830000.0,129453190000.0,133387070000.0
2086.0,144215200000.0,128129090000.0,115889906000.0,125342786000.0,210679990000.0,130482980000.0,214424030000.0,164849940000.0,126274660000.0,218783840000.0,130321720000.0,129661575000.0,131639440000.0
2087.0,142088470000.0,124673520000.0,110352650000.0,120689570000.0,209816440000.0,121768165000.0,205876200000.0,156182230000.0,124345320000.0,212571340000.0,123945770000.0,126265500000.0,126102260000.0
2088.0,140369600000.0,120206560000.0,106492300000.0,117688170000.0,207843200000.0,118579240000.0,201980220000.0,152656180000.0,121077960000.0,205269400000.0,120285310000.0,124988990000.0,123404670000.0
2089.0,135974806000.0,116509500000.0,100660450000.0,114316900000.0,204350550000.0,115849250000.0,198084170000.0,150865800000.0,115895020000.0,199162680000.0,113610120000.0,123614090000.0,119291010000.0
2090.0,134751805000.0,115094450000.0,94800560000.0,109913940000.0,201973550000.0,114763325000.0,193157890000.0,151013160000.0,111657130000.0,200659090000.0,108800200000.0,115135090000.0,115875830000.0
2091.0,130641400000.0,111930016000.0,93470900000.0,108824674000.0,200957890000.0,110572660000.0,188933800000.0,149882080000.0,110372640000.0,191582910000.0,104994650000.0,113639540000.0,115375800000.0
2092.0,127383210000.0,110462616000.0,92058350000.0,107156470000.0,197463430000.0,105669280000.0,186757700000.0,147446200000.0,107665270000.0,184908840000.0,98653030000.0,115525960000.0,113249190000.0
2093.0,123638220000.0,105644420000.0,89124320000.0,103842760000.0,193776700000.0,103757400000.0,183846800000.0,145410340000.0,105048180000.0,177816340000.0,95128250000.0,114649510000.0,112094180000.0
2094.0,123152620000.0,103210530000.0,85383500000.0,99295620000.0,188483600000.0,100158185000.0,182054220000.0,141833700000.0,101337050000.0,172451580000.0,91489220000.0,111023190000.0,111436030000.0
2095.0,118587100000.0,99876370000.0,83674550000.0,96551830000.0,186309690000.0,96617610000.0,177291080000.0,139211340000.0,101380570000.0,169289420000.0,87593610000.0,110123960000.0,108341780000.0
2096.0,115568570000.0,98132290000.0,80678920000.0,93146090000.0,182467510000.0,93159130000.0,173036370000.0,134632554000.0,100151870000.0,165838750000.0,83351265000.0,109247630000.0,105834420000.0
2097.0,115592585000.0,95262200000.0,78966120000.0,89439860000.0,178992780000.0,90847660000.0,171681250000.0,132268950000.0,98954895000.0,166130970000.0,80489005000.0,105368740000.0,102796830000.0
2098.0,115460230000.0,92026620000.0,76308680000.0,85266530000.0,172940740000.0,87873270000.0,168443040000.0,129653055000.0,96575300000.0,159388900000.0,77208035000.0,105124260000.0,99937820000.0
2099.0,111983490000.0,91189300000.0,72892875000.0,82425740000.0,170008770000.0,85967170000.0,165892950000.0,126216170000.0,92795880000.0,155809500000.0,73873960000.0,101959246000.0,98079090000.0
2100.0,109109940000.0,87686636000.0,71175080000.0,79812080000.0,167007420000.0,82138770000.0,162209150000.0,123074250000.0,93940285000.0,152781180000.0,71525450000.0,98366054000.0,94515970000.0
