time,IPSL-CM6A-LR,CANESM5,MRI-ESM2-0,CESM2-WACCM
2000.0,882016060000.0,882016060000.0,882016060000.0,882016060000.0
2001.0,881917700000.0,881917700000.0,881917700000.0,881917700000.0
2002.0,879667800000.0,879667800000.0,879667800000.0,879667800000.0
2003.0,877702700000.0,877702700000.0,877702700000.0,877702700000.0
2004.0,873681800000.0,873681800000.0,873681800000.0,873681800000.0
2005.0,870013300000.0,870013300000.0,870013300000.0,870013300000.0
2006.0,860405960000.0,860405960000.0,860405960000.0,860405960000.0
2007.0,848194960000.0,848194960000.0,848194960000.0,848194960000.0
2008.0,838017550000.0,838017550000.0,838017550000.0,838017550000.0
2009.0,835887100000.0,835887100000.0,835887100000.0,835887100000.0
2010.0,817928140000.0,817928140000.0,817928140000.0,817928140000.0
2011.0,805588800000.0,805588800000.0,805588800000.0,805588800000.0
2012.0,800196460000.0,800196460000.0,800196460000.0,800196460000.0
2013.0,787352200000.0,787352200000.0,787352200000.0,787352200000.0
2014.0,783158300000.0,783158300000.0,783158300000.0,783158300000.0
2015.0,771620140000.0,771620140000.0,771620140000.0,771620140000.0
2016.0,766358060000.0,766358060000.0,766358060000.0,766358060000.0
2017.0,756771500000.0,756771500000.0,756771500000.0,756771500000.0
2018.0,748870300000.0,748870300000.0,748870300000.0,748870300000.0
2019.0,737321940000.0,737321940000.0,737321940000.0,737321940000.0
2020.0,729959370000.0,729959370000.0,729959370000.0,729959370000.0
2021.0,715171200000.0,717902800000.0,711826400000.0,716119200000.0
2022.0,707301200000.0,750100940000.0,695261300000.0,695510800000.0
2023.0,698696800000.0,728478200000.0,681719400000.0,672893960000.0
2024.0,681752100000.0,701657100000.0,664624700000.0,655640950000.0
2025.0,666401050000.0,702139200000.0,651162750000.0,635525400000.0
2026.0,653374900000.0,683231200000.0,629638300000.0,618096560000.0
2027.0,639518240000.0,665664100000.0,615050250000.0,605327200000.0
2028.0,622238560000.0,647651300000.0,596928100000.0,588941560000.0
2029.0,604402200000.0,628048700000.0,583759700000.0,570566900000.0
2030.0,599356400000.0,623021500000.0,561480000000.0,557399540000.0
2031.0,585980440000.0,600284200000.0,542171070000.0,544898480000.0
2032.0,573100800000.0,582364560000.0,527131640000.0,530829740000.0
2033.0,562774340000.0,560695500000.0,512426400000.0,514855440000.0
2034.0,547786160000.0,547062840000.0,492702560000.0,504466280000.0
2035.0,543290850000.0,524245430000.0,474270430000.0,503427370000.0
2036.0,537204880000.0,512140940000.0,455307530000.0,499129880000.0
2037.0,528188050000.0,505005280000.0,444297670000.0,485104030000.0
2038.0,519212270000.0,482600750000.0,433280600000.0,472123200000.0
2039.0,512161500000.0,462985900000.0,416438650000.0,460507940000.0
2040.0,504885120000.0,456859900000.0,399799060000.0,452211740000.0
2041.0,492227430000.0,442257930000.0,382263400000.0,432346600000.0
2042.0,473930270000.0,425286630000.0,370302600000.0,423225500000.0
2043.0,453709730000.0,410906620000.0,357323900000.0,406778100000.0
2044.0,438468480000.0,396822400000.0,343346640000.0,397127800000.0
2045.0,427281550000.0,379777060000.0,326801650000.0,385363840000.0
2046.0,411702530000.0,363203130000.0,310186930000.0,372949500000.0
2047.0,399990750000.0,357320030000.0,295176830000.0,366019940000.0
2048.0,382927900000.0,355434730000.0,276320600000.0,352558000000.0
2049.0,374701720000.0,333932630000.0,264212840000.0,342817500000.0
2050.0,363382960000.0,326410570000.0,248375660000.0,331569000000.0
2051.0,353605400000.0,319823000000.0,238614600000.0,317763850000.0
2052.0,348324530000.0,297632920000.0,223923270000.0,308166720000.0
2053.0,336705060000.0,286094600000.0,211378980000.0,297360130000.0
2054.0,327920800000.0,294087230000.0,209632660000.0,284484700000.0
2055.0,320995500000.0,300247120000.0,202703270000.0,273264120000.0
2056.0,312911660000.0,284071720000.0,199805760000.0,263756990000.0
2057.0,298443640000.0,273782130000.0,194638270000.0,256720810000.0
2058.0,286807360000.0,265122300000.0,189218500000.0,246059910000.0
2059.0,278741700000.0,254844530000.0,181554140000.0,240188670000.0
2060.0,263839100000.0,250452070000.0,178213000000.0,229578950000.0
2061.0,245493550000.0,242090080000.0,176471870000.0,223867000000.0
2062.0,229381100000.0,239748740000.0,173700480000.0,217880850000.0
2063.0,222368060000.0,232824860000.0,172870570000.0,209313810000.0
2064.0,221272150000.0,222097310000.0,172194760000.0,208714400000.0
2065.0,209824200000.0,223098440000.0,171492050000.0,200093020000.0
2066.0,192638450000.0,223330810000.0,168688700000.0,195465760000.0
2067.0,174324400000.0,212755330000.0,170130230000.0,190424840000.0
2068.0,161769100000.0,206638200000.0,168733260000.0,188507240000.0
2069.0,162369360000.0,202828350000.0,170415820000.0,185019680000.0
2070.0,149220430000.0,202437700000.0,166064730000.0,182262550000.0
2071.0,145621980000.0,193166660000.0,165848500000.0,175626400000.0
2072.0,141345950000.0,188753890000.0,163956440000.0,172417450000.0
2073.0,135285010000.0,182664840000.0,164709240000.0,167328990000.0
2074.0,133160395000.0,181750970000.0,163203530000.0,165687700000.0
2075.0,131506850000.0,173088200000.0,164602150000.0,164232020000.0
2076.0,131627370000.0,165482510000.0,164047440000.0,161567340000.0
2077.0,132230046000.0,159103810000.0,166114740000.0,160242710000.0
2078.0,126787944000.0,163485350000.0,163898260000.0,160778940000.0
2079.0,129641824000.0,162070540000.0,163938480000.0,159630540000.0
2080.0,134733955000.0,164120230000.0,163387080000.0,157672980000.0
2081.0,135816856000.0,166458250000.0,165039640000.0,156617410000.0
2082.0,137586480000.0,167117620000.0,164990750000.0,156604400000.0
2083.0,137379226000.0,171590600000.0,164229710000.0,154271430000.0
2084.0,138650390000.0,169180380000.0,166376240000.0,151872210000.0
2085.0,131283690000.0,168369360000.0,169451860000.0,151729540000.0
2086.0,131401000000.0,168028470000.0,171090970000.0,151583700000.0
2087.0,131735716000.0,170898130000.0,174171050000.0,151741740000.0
2088.0,130909176000.0,170824220000.0,172852720000.0,153404820000.0
2089.0,135721010000.0,167586890000.0,173582500000.0,154829140000.0
2090.0,136897370000.0,169758030000.0,173629900000.0,156887860000.0
2091.0,139200350000.0,170373780000.0,175455520000.0,156073330000.0
2092.0,142060420000.0,165194810000.0,176653880000.0,154575470000.0
2093.0,146254450000.0,168842530000.0,177915690000.0,151970900000.0
2094.0,147352540000.0,166466200000.0,179859550000.0,154698800000.0
2095.0,148678890000.0,163515630000.0,179123040000.0,155324060000.0
2096.0,151944330000.0,160724730000.0,180385870000.0,157149450000.0
2097.0,153852510000.0,159956880000.0,183638700000.0,155055620000.0
2098.0,146340860000.0,160534900000.0,185036390000.0,154788790000.0
2099.0,143100150000.0,161142160000.0,187724200000.0,156881110000.0
2100.0,138802720000.0,160190920000.0,190139900000.0,156911530000.0
