time,GFDL-CM3,CCSM4,NORESM1-M,GFDL-ESM2G,CNRM-CM5,IPSL-CM5A-LR,CESM1-CAM5,CANESM2,CSIRO-MK3-6-0,MPI-ESM-LR,GISS-E2-R
2045.0,18914050000.0,29581185000.0,23857160000.0,25849862000.0,36187492000.0,33020270000.0,28161274000.0,36252316000.0,23394400000.0,32732027000.0,28829827000.0
2046.0,18080991000.0,28875688000.0,23023309000.0,25298379000.0,34768126000.0,32094669000.0,27094628000.0,35399377000.0,22111631000.0,32890927000.0,28260057000.0
2047.0,17700524000.0,28548735000.0,22562216000.0,25134040000.0,34459783000.0,31642577000.0,26115547000.0,35233090000.0,21258211000.0,32192188000.0,27939922000.0
2048.0,16621199000.0,28271204000.0,22387114000.0,24595014000.0,34583867000.0,31441144000.0,25425398000.0,34629800000.0,19589503000.0,31652440000.0,27841602000.0
2049.0,16104411000.0,27999046000.0,21141058000.0,24815405000.0,34387714000.0,30198712000.0,24575973000.0,33882884000.0,18614057000.0,30581686000.0,27472708000.0
2050.0,15504914000.0,27607757000.0,21015562000.0,24656870000.0,32838597000.0,29776640000.0,23790514000.0,33297060000.0,18559232000.0,31106886000.0,27424293000.0
2051.0,14241124000.0,27644973000.0,20756711000.0,24975002000.0,31555744000.0,29393582000.0,23191302000.0,32624873000.0,18249030000.0,30071079000.0,27416834000.0
2052.0,13965228000.0,27594895000.0,20216758000.0,24927896000.0,30914245000.0,28539812000.0,23568517000.0,32174762000.0,18089394000.0,29404672000.0,27187233000.0
2053.0,13221268000.0,26985982000.0,19408085000.0,24968247000.0,29755742000.0,27681477000.0,22888251000.0,31523670000.0,17489498000.0,28243782000.0,26375512000.0
2054.0,12458940000.0,25941680000.0,18559875000.0,25398739000.0,29426299000.0,26254037000.0,22561210000.0,30496135000.0,16785215000.0,27937862000.0,26328840000.0
2055.0,11801740000.0,25433570000.0,18207316000.0,25226400000.0,28949604000.0,24957145000.0,22062692000.0,29690003000.0,16576336000.0,27181562000.0,26233184000.0
2056.0,11009482000.0,25696199000.0,17529480000.0,25019853000.0,28446067000.0,23281338000.0,21651782000.0,29215523000.0,16108301000.0,26632671000.0,26214783000.0
2057.0,10590438000.0,25388225000.0,17343801000.0,24794206000.0,27646218000.0,22110726000.0,20961696000.0,28903916000.0,15454555000.0,25490410000.0,25986892000.0
2058.0,10202095000.0,24876407000.0,16714673000.0,24776278000.0,26106590000.0,21262404000.0,20636390000.0,27873830000.0,15048403000.0,25205752000.0,25603117000.0
2059.0,9440986000.0,25239923000.0,16382052000.0,24922874000.0,26017364000.0,20214250000.0,20196698000.0,26453885000.0,15099036000.0,25334729000.0,25058515000.0
2060.0,8912594000.0,24986776000.0,16104630000.0,24067514000.0,26009717000.0,19790158000.0,19797686000.0,25935958000.0,14932261000.0,25129620000.0,24677016000.0
2061.0,8673236000.0,24898828000.0,16039807000.0,23396549000.0,25579694000.0,19057089000.0,19328977000.0,25492371000.0,14881843000.0,24526475000.0,24909703000.0
2062.0,8418670600.0,24353386000.0,15857300000.0,22888767000.0,24989331000.0,18743430000.0,18904678000.0,25137170000.0,14653562000.0,24157886000.0,25026118000.0
2063.0,7802043400.0,23837379000.0,15186078000.0,22680748000.0,24599398000.0,17709800000.0,18463148000.0,24644830000.0,14335679000.0,24028596000.0,24790407000.0
2064.0,7682130400.0,23173714000.0,14689675000.0,22555790000.0,24728914000.0,16818787000.0,17834924000.0,24949860000.0,14161522000.0,24001909000.0,23540769000.0
2065.0,7049593000.0,23614499000.0,14370379000.0,22530089000.0,24149006000.0,15993470000.0,17052351000.0,24184461000.0,14027128000.0,23689206000.0,23245447000.0
2066.0,6796272600.0,23725162000.0,14435558000.0,22150740000.0,23694006000.0,15091287000.0,16711093000.0,23361910000.0,13558766000.0,22678952000.0,22690365000.0
2067.0,6628428300.0,23394260000.0,13615558000.0,22032286000.0,23098464000.0,14990176000.0,16717829000.0,23034070000.0,13112167000.0,21510877000.0,22360461000.0
2068.0,6501198300.0,23372124000.0,13269487000.0,21945936000.0,22023322000.0,14483497000.0,16448436000.0,22596346000.0,12802702000.0,21186680000.0,21704913000.0
2069.0,6210710000.0,23920632000.0,12627025000.0,21167729000.0,21661405000.0,13900836000.0,16456637000.0,22198733000.0,12534835000.0,20958814000.0,21914001000.0
2070.0,5912100400.0,23759559000.0,12197499000.0,20564943000.0,21393830000.0,13742742000.0,16374648000.0,22580703000.0,12227354000.0,21175680000.0,22087647000.0
2071.0,5968913400.0,23745688000.0,12198841000.0,20373381000.0,21231430000.0,13301067000.0,16189245000.0,22536763000.0,12014888000.0,21989728000.0,21622616000.0
2072.0,5555439000.0,23698977000.0,12027082000.0,20120846000.0,20768379000.0,12959414000.0,16094373000.0,22347790000.0,11779831000.0,21769026000.0,21349265000.0
2073.0,5073535000.0,23108979000.0,12019453000.0,19909320000.0,20517808000.0,12795453000.0,15794403000.0,21098258000.0,11649895000.0,20756265000.0,20993214000.0
2074.0,4690131000.0,22793968000.0,11399239000.0,19299383000.0,20163084000.0,12578784000.0,15475188000.0,20550345000.0,11665578000.0,20386185000.0,20530258000.0
2075.0,4603585500.0,22583353000.0,11384553000.0,18862457000.0,19760847000.0,12252303000.0,15324653000.0,20114370000.0,11381897000.0,20383844000.0,20202166000.0
2076.0,4348022300.0,22058506000.0,11149826000.0,18864775000.0,19302820000.0,11638431000.0,14944389000.0,19570518000.0,11081893000.0,19312183000.0,19786125000.0
2077.0,4186346200.0,21436246000.0,10902766000.0,18888335000.0,18854736000.0,11162632000.0,14445234000.0,18978544000.0,10785489000.0,19190130000.0,19614850000.0
2078.0,4267243000.0,21136132000.0,10665467000.0,18811190000.0,18549930000.0,11154489000.0,14429932000.0,19688999000.0,10283731000.0,19279931000.0,19820374000.0
2079.0,3927148800.0,20714811000.0,10432524000.0,18452904000.0,18230876000.0,10849388000.0,14224115000.0,18937002000.0,9988717000.0,18401780000.0,19353719000.0
2080.0,3916965400.0,20407560000.0,10276622000.0,18460944000.0,17836350000.0,10627468000.0,13897338000.0,18420333000.0,9587102000.0,18184888000.0,19291904000.0
2081.0,4029949200.0,20155458000.0,9991062000.0,18762994000.0,17571205000.0,10462919000.0,13347875000.0,18255330000.0,9572607000.0,18431470000.0,19015404000.0
2082.0,4059486700.0,20229206000.0,9402825000.0,18282318000.0,17477396000.0,10321965000.0,12605213000.0,18092038000.0,9401875000.0,19515316000.0,18685678000.0
2083.0,3918690000.0,20491889000.0,9225627000.0,18223170000.0,17068102000.0,10278119000.0,12273594000.0,17206030000.0,8789310000.0,19295870000.0,18245005000.0
2084.0,3835281000.0,20229229000.0,9365233000.0,18477842000.0,16591642000.0,9784730000.0,12080791000.0,17102114000.0,9070400000.0,18747496000.0,17854364000.0
2085.0,3781077200.0,20192893000.0,9446594000.0,17991672000.0,16602383000.0,9454952000.0,11980961000.0,17504465000.0,8669210000.0,18625432000.0,17541988000.0
2086.0,3754107400.0,19863570000.0,9146069000.0,16897109000.0,16285434000.0,9498335000.0,11730435000.0,17355330000.0,8177755000.0,18452124000.0,17338962000.0
2087.0,3710356000.0,19633439000.0,8863909000.0,17144945000.0,16051067000.0,9206187000.0,11599828000.0,16568465000.0,7943523300.0,18328650000.0,17292730000.0
2088.0,3610487300.0,19211715000.0,8584098000.0,16834823000.0,16080637000.0,9166001000.0,11089987000.0,17146920000.0,7683968500.0,18544333000.0,17403750000.0
2089.0,3602395100.0,19914793000.0,8703007000.0,16725302000.0,15613861000.0,8920519000.0,10661841000.0,16760794000.0,7703640600.0,18429176000.0,17001908000.0
2090.0,3406006300.0,20152775000.0,8474164700.0,16124560000.0,15471888000.0,8352413700.0,10394124000.0,17464010000.0,7285828600.0,18695664000.0,16979964000.0
2091.0,3212722700.0,20033546000.0,8241812500.0,15920450000.0,15692579000.0,8208444400.0,10657426000.0,16709513000.0,7175553000.0,18863432000.0,16955357000.0
2092.0,3055662600.0,19496090000.0,8232760300.0,16199038000.0,15114698000.0,7906963500.0,10109894000.0,16218448000.0,7110123000.0,19061975000.0,17275167000.0
2093.0,2971538700.0,18908540000.0,7982791700.0,15853226000.0,14700333000.0,7902103600.0,9759136000.0,16492086000.0,7137912300.0,18364002000.0,16978467000.0
2094.0,2902372900.0,18420271000.0,7921845000.0,15237043000.0,14471832000.0,8134084600.0,9827406000.0,16208601000.0,7031928000.0,17655855000.0,17314350000.0
2095.0,3015821000.0,18213048000.0,8059087400.0,14924435000.0,14408390000.0,7947162600.0,9567591000.0,16087930000.0,6741893000.0,17161399000.0,17053756000.0
2096.0,3026471400.0,18206968000.0,8068681000.0,14616869000.0,14061900000.0,7736068000.0,9657421000.0,16032187000.0,7058043000.0,17137164000.0,16997968000.0
2097.0,3073076000.0,18588795000.0,8109301000.0,14147176000.0,13780847000.0,7756463000.0,9839474000.0,15750536000.0,7003864600.0,16959460000.0,17049256000.0
2098.0,3085931300.0,18838118000.0,7987265000.0,14143332000.0,13495001000.0,7959750000.0,9966057000.0,15490621000.0,6897522000.0,16189096000.0,17413538000.0
2099.0,3064652800.0,19113783000.0,8005388300.0,14403155000.0,13344310000.0,8343756000.0,10179168000.0,15681293000.0,6695567000.0,15659753000.0,17389425000.0
2100.0,3094359800.0,19111172000.0,8030419000.0,14196053000.0,13083395000.0,8500434000.0,9974586000.0,16068488000.0,6594929000.0,15652081000.0,17683036000.0
