time,UKESM1-0-LL,MRI-ESM2-0,GFDL-ESM4,IPSL-CM6A-LR
2059.0,116937430000.0,287646550000.0,422062880000.0,240533570000.0
2060.0,110801670000.0,277941350000.0,411361250000.0,228482900000.0
2061.0,106277540000.0,277264900000.0,406219420000.0,216846240000.0
2062.0,97413415000.0,266375230000.0,398039000000.0,205748290000.0
2063.0,88148820000.0,260636280000.0,386278230000.0,202332750000.0
2064.0,83844930000.0,254232040000.0,383338380000.0,196040430000.0
2065.0,81023120000.0,245614330000.0,380973300000.0,193547500000.0
2066.0,76685250000.0,232358630000.0,375685800000.0,188262480000.0
2067.0,70199940000.0,223436570000.0,371841370000.0,181169980000.0
2068.0,64279750000.0,221429960000.0,363403180000.0,176000530000.0
2069.0,58463380000.0,219569720000.0,354595100000.0,169829040000.0
2070.0,54855643000.0,212787480000.0,348693760000.0,164153280000.0
2071.0,51989713000.0,214553620000.0,342495660000.0,159032720000.0
2072.0,49571885000.0,217268260000.0,328753450000.0,156951280000.0
2073.0,47523643000.0,217070930000.0,322479880000.0,151886140000.0
2074.0,44780050000.0,211915600000.0,316499850000.0,151419450000.0
2075.0,44743487000.0,208678780000.0,310887700000.0,149744140000.0
2076.0,41047572000.0,210157010000.0,306797740000.0,151857560000.0
2077.0,36403320000.0,204603670000.0,304535760000.0,144870380000.0
2078.0,34091570000.0,200979820000.0,304343250000.0,140589660000.0
2079.0,31874500000.0,199383120000.0,298707000000.0,137593470000.0
2080.0,28962460000.0,194291610000.0,293059330000.0,139323300000.0
2081.0,26717972000.0,200409650000.0,280368120000.0,139835330000.0
2082.0,25613416000.0,193687680000.0,281473650000.0,135617815000.0
2083.0,24385569000.0,190963040000.0,279447000000.0,134907650000.0
2084.0,21758320000.0,187061450000.0,279517100000.0,129434770000.0
2085.0,21010827000.0,186315750000.0,273749590000.0,128991570000.0
2086.0,19878140000.0,186885500000.0,273105290000.0,127389790000.0
2087.0,20275260000.0,179486790000.0,272677140000.0,128841890000.0
2088.0,20023433000.0,173944290000.0,269521060000.0,126819720000.0
2089.0,19343913000.0,179363560000.0,264211320000.0,123783080000.0
2090.0,19256146000.0,175820010000.0,261112560000.0,122638700000.0
2091.0,17881370000.0,170470980000.0,262399750000.0,122297080000.0
2092.0,17234452000.0,166523580000.0,266101930000.0,121014600000.0
2093.0,16999550000.0,169538600000.0,262965790000.0,121163510000.0
2094.0,16404987000.0,170746690000.0,263287820000.0,116014040000.0
2095.0,15762557000.0,166259470000.0,264098600000.0,114620660000.0
2096.0,15216313000.0,166264000000.0,266279390000.0,115740760000.0
2097.0,14786951000.0,166971380000.0,266430560000.0,118448685000.0
2098.0,14743498000.0,163533370000.0,269262290000.0,116808475000.0
2099.0,13914363000.0,163725480000.0,266400780000.0,115435660000.0
2100.0,13937998000.0,163373580000.0,265442970000.0,114138620000.0
