time,CNRM-CM6-1,EC-EARTH3,CESM2-WACCM,IPSL-CM6A-LR,TAIESM1,GFDL-ESM4,CANESM5,MIROC6,UKESM1-0-LL,CNRM-ESM2-1,MPI-ESM1-2-HR,KACE-1-0-G,MRI-ESM2-0
2034.0,704158430000.0,564439600000.0,514881130000.0,602750300000.0,509156360000.0,653558800000.0,512201300000.0,630442030000.0,485375900000.0,623442130000.0,692518100000.0,388032860000.0,553137340000.0
2035.0,685694840000.0,547415900000.0,511339630000.0,574435160000.0,491135340000.0,630813900000.0,493547900000.0,620279960000.0,458259730000.0,603448400000.0,681643930000.0,374395630000.0,534334140000.0
2036.0,675966300000.0,543339900000.0,502497400000.0,549806400000.0,466047100000.0,620102000000.0,473912020000.0,611285860000.0,425520200000.0,594966100000.0,662363100000.0,352997540000.0,507031130000.0
2037.0,660568700000.0,533600440000.0,484576130000.0,517447060000.0,447008960000.0,592395760000.0,455253230000.0,583426050000.0,399339520000.0,587499900000.0,640498470000.0,332279740000.0,496089200000.0
2038.0,649043440000.0,514454550000.0,454242960000.0,497149800000.0,437243970000.0,569356650000.0,439058600000.0,560218050000.0,378071000000.0,586938060000.0,628177600000.0,306769660000.0,475210780000.0
2039.0,645430300000.0,504742380000.0,431932960000.0,466177820000.0,422158570000.0,561710560000.0,422173840000.0,544794500000.0,354016800000.0,592491000000.0,627838940000.0,280391480000.0,469289630000.0
2040.0,630757100000.0,479976260000.0,417322240000.0,438222520000.0,402270550000.0,547384500000.0,398944930000.0,530612940000.0,338001500000.0,576754700000.0,598411400000.0,259729560000.0,452278200000.0
2041.0,605724600000.0,454308360000.0,401302030000.0,415629100000.0,381581000000.0,534268300000.0,381124120000.0,520809450000.0,308303460000.0,571216200000.0,588326000000.0,235495300000.0,430896500000.0
2042.0,591737850000.0,437442700000.0,383270300000.0,398240320000.0,368721100000.0,523403500000.0,362796600000.0,509464400000.0,285996940000.0,552054160000.0,563296340000.0,216594960000.0,408420780000.0
2043.0,584475600000.0,416941200000.0,366208500000.0,388957240000.0,348206700000.0,506814860000.0,338356140000.0,497082270000.0,272986650000.0,539096680000.0,554912400000.0,199449430000.0,398725350000.0
2044.0,565607700000.0,399135240000.0,352016760000.0,380876360000.0,325604570000.0,501634240000.0,325781700000.0,485482300000.0,255932560000.0,524175700000.0,529280500000.0,182418700000.0,390059000000.0
2045.0,557768200000.0,386230780000.0,329853530000.0,364670750000.0,304778540000.0,487123780000.0,311537660000.0,469484180000.0,240821860000.0,514606100000.0,524375400000.0,172100940000.0,377577280000.0
2046.0,540495770000.0,352967800000.0,319158520000.0,350687200000.0,283401520000.0,463952050000.0,289039680000.0,456569880000.0,222094770000.0,497630120000.0,513585480000.0,160796900000.0,367998040000.0
2047.0,518521700000.0,338637320000.0,306353240000.0,333350960000.0,267944950000.0,449500480000.0,272447360000.0,443945100000.0,200840600000.0,486059380000.0,499954800000.0,149536060000.0,360865460000.0
2048.0,501867250000.0,324174350000.0,298408440000.0,317543550000.0,250494500000.0,436954900000.0,257134890000.0,434400850000.0,185535100000.0,478954130000.0,486932840000.0,135764820000.0,349671980000.0
2049.0,481394260000.0,313616470000.0,283100100000.0,304091500000.0,237813500000.0,430088450000.0,243483080000.0,424489900000.0,170511840000.0,466507040000.0,468025770000.0,125960110000.0,337652780000.0
2050.0,462026400000.0,303213670000.0,267743100000.0,294673940000.0,227217130000.0,419582020000.0,228180310000.0,415960240000.0,156405800000.0,448458230000.0,458121150000.0,115294450000.0,322719840000.0
2051.0,467159350000.0,300361060000.0,258736360000.0,280001450000.0,219166950000.0,413649930000.0,207806630000.0,403169740000.0,139957390000.0,430626050000.0,442303050000.0,109192450000.0,304432800000.0
2052.0,448071730000.0,286941250000.0,242709870000.0,268747670000.0,207687530000.0,403030180000.0,195854910000.0,373577650000.0,128625460000.0,426620680000.0,428866730000.0,100785450000.0,291687040000.0
2053.0,429505480000.0,266574630000.0,237952190000.0,249435900000.0,191458340000.0,404176470000.0,185536790000.0,361346200000.0,119462360000.0,421079780000.0,420471140000.0,92800530000.0,278746300000.0
2054.0,412580740000.0,251649920000.0,231724660000.0,233595760000.0,175610150000.0,388925700000.0,172525110000.0,350721050000.0,111985100000.0,403615450000.0,404955230000.0,85158320000.0,267975100000.0
2055.0,398941260000.0,244274680000.0,224119800000.0,228494440000.0,160873640000.0,374993320000.0,161146620000.0,336855800000.0,101219205000.0,394352200000.0,389933960000.0,78265240000.0,257007600000.0
2056.0,385462600000.0,230254610000.0,212100510000.0,213273760000.0,148677300000.0,368525050000.0,152655090000.0,319905730000.0,93729530000.0,385255050000.0,382287050000.0,72546950000.0,253401450000.0
2057.0,372713030000.0,217408590000.0,200742570000.0,200279240000.0,133756820000.0,359212060000.0,144432630000.0,300449820000.0,83790550000.0,391275970000.0,368156340000.0,67549260000.0,241505420000.0
2058.0,354767370000.0,198775110000.0,190247900000.0,192764170000.0,121035250000.0,350942400000.0,133052270000.0,297848270000.0,73188560000.0,381263450000.0,355252540000.0,59413560000.0,226413820000.0
2059.0,341240200000.0,181420440000.0,178661800000.0,182870900000.0,108803120000.0,338493180000.0,126538620000.0,290658880000.0,64314147000.0,370547720000.0,330901700000.0,53068906000.0,217317340000.0
2060.0,328766360000.0,172953960000.0,167028980000.0,171260480000.0,98848440000.0,328396470000.0,116524810000.0,278150000000.0,54640996000.0,354754270000.0,325165550000.0,46860313000.0,211014290000.0
2061.0,312668650000.0,157619140000.0,157259990000.0,160474320000.0,89579270000.0,313914260000.0,109535430000.0,265955740000.0,48434766000.0,344759630000.0,321149500000.0,40954372000.0,207365340000.0
2062.0,297264900000.0,147185840000.0,146968790000.0,148060820000.0,80914660000.0,304272200000.0,101413530000.0,257897350000.0,43247313000.0,335716450000.0,309499130000.0,35495895000.0,201596130000.0
2063.0,300019220000.0,135842970000.0,134092460000.0,136946540000.0,74169480000.0,296968060000.0,91850130000.0,251592000000.0,36375597000.0,318709800000.0,298405130000.0,31185111000.0,193404010000.0
2064.0,299428970000.0,125948174000.0,124776190000.0,124626460000.0,67793183000.0,286747560000.0,83483000000.0,238731000000.0,31364899000.0,303690480000.0,292395350000.0,27040147000.0,189582030000.0
2065.0,274518360000.0,115606544000.0,115208960000.0,113828850000.0,61261414000.0,272479500000.0,76460250000.0,222163320000.0,26962942000.0,285749940000.0,280576400000.0,24781197000.0,182225110000.0
2066.0,264705750000.0,108605140000.0,108330070000.0,105450370000.0,56071490000.0,263074790000.0,69314330000.0,210252610000.0,21734027000.0,271506770000.0,272371290000.0,21342257000.0,174153880000.0
2067.0,251608380000.0,96107140000.0,100470645000.0,97987960000.0,48736616000.0,257814530000.0,61503066000.0,205960800000.0,18841504000.0,262585140000.0,265757280000.0,18703278000.0,168461520000.0
2068.0,239800650000.0,87938154000.0,91171810000.0,90351305000.0,42628202000.0,249085660000.0,53078557000.0,196992760000.0,15452958000.0,251252180000.0,245275560000.0,16568876000.0,163536400000.0
2069.0,232102180000.0,80920780000.0,85419580000.0,84356180000.0,36317570000.0,240338900000.0,46301090000.0,191557170000.0,12350865000.0,240481880000.0,239269680000.0,14936862000.0,157168520000.0
2070.0,227373660000.0,71179070000.0,76297140000.0,78673620000.0,30272203000.0,232533720000.0,41331143000.0,177264620000.0,9524347000.0,233337390000.0,233199900000.0,12156644000.0,149278770000.0
2071.0,223584930000.0,64604553000.0,68845085000.0,74893754000.0,25536936000.0,225157400000.0,37382357000.0,167488140000.0,7416669000.0,220734420000.0,226768420000.0,10572475000.0,141987820000.0
2072.0,212753700000.0,59653763000.0,61450340000.0,67241402000.0,21702062000.0,221607850000.0,33347564000.0,166308040000.0,5869713400.0,213248360000.0,222050240000.0,8798696000.0,132497285000.0
2073.0,207536520000.0,57954230000.0,54493962000.0,60165857000.0,18493160000.0,209844910000.0,30166139000.0,160022020000.0,4643220500.0,202987730000.0,212078360000.0,7887832600.0,125589910000.0
2074.0,197741500000.0,53397398000.0,45656613000.0,54390720000.0,15385726000.0,201619850000.0,26192680000.0,151230820000.0,3820607000.0,194048000000.0,204027250000.0,6804669000.0,119525350000.0
2075.0,188370200000.0,48907050000.0,38286450000.0,48789324000.0,13160473000.0,187703100000.0,23999680000.0,140991580000.0,3317761800.0,185491050000.0,192997600000.0,6133712400.0,110718840000.0
2076.0,171707040000.0,44463264000.0,35026407000.0,44003365000.0,11031805000.0,183858970000.0,20787341000.0,132812630000.0,2888526300.0,179648950000.0,183291310000.0,5231009300.0,108793900000.0
2077.0,162762440000.0,40596740000.0,31186964000.0,38227608000.0,9442775000.0,179068720000.0,17411498000.0,127917834000.0,2518743800.0,171747520000.0,177199550000.0,4692071000.0,101012800000.0
2078.0,155100020000.0,36342575000.0,26749360000.0,34467000000.0,8038923000.0,172275560000.0,13625324000.0,122953196000.0,2227559400.0,165881430000.0,167337840000.0,4652252700.0,94942044000.0
2079.0,149544080000.0,32049818000.0,24501459000.0,31648143000.0,7223395000.0,162362770000.0,11924454000.0,114872750000.0,1943986200.0,151047850000.0,160534090000.0,4156220200.0,90827140000.0
2080.0,142251500000.0,29654989000.0,22363488000.0,27829381000.0,6193406000.0,158458360000.0,9628117000.0,105252905000.0,1786897300.0,138968060000.0,150465480000.0,3854442000.0,84979040000.0
2081.0,135153120000.0,26869789000.0,20507376000.0,25071655000.0,5696235500.0,150116200000.0,8019714000.0,98523250000.0,1633140600.0,132478390000.0,140669530000.0,3431192300.0,77927490000.0
2082.0,124616385000.0,24304415000.0,18766450000.0,22856160000.0,5119726600.0,140831780000.0,6292527000.0,93761356000.0,1528275100.0,128676780000.0,132302864000.0,3237225000.0,72099280000.0
2083.0,119379680000.0,21412397000.0,16761935000.0,19200016000.0,4699523000.0,134833460000.0,5214531600.0,89315720000.0,1432523900.0,121897500000.0,124558680000.0,3082247400.0,66639577000.0
2084.0,112499340000.0,19735308000.0,14278733000.0,16206935000.0,4293520600.0,129598325000.0,4486433300.0,86782935000.0,1314267900.0,115815375000.0,119128515000.0,2984619300.0,63501610000.0
2085.0,103913595000.0,19187165000.0,11600400000.0,14364655000.0,4023692500.0,122470785000.0,3820202500.0,80577450000.0,1253372000.0,107792695000.0,110898400000.0,2870308600.0,59722605000.0
2086.0,94833330000.0,17707407000.0,10137102000.0,12192920000.0,3735719700.0,116917940000.0,3433099000.0,75446930000.0,1179664900.0,102077776000.0,105724715000.0,2700117800.0,55738855000.0
2087.0,87166020000.0,16047669000.0,8938467000.0,10225083000.0,3457673200.0,111231270000.0,3119553500.0,73043000000.0,1167448000.0,97981645000.0,99483980000.0,2618210800.0,50735722000.0
2088.0,80745865000.0,14375585000.0,7854141000.0,9105122000.0,3110120700.0,109015880000.0,2894340000.0,68657760000.0,1076607600.0,91954766000.0,94411686000.0,2454901800.0,47718175000.0
2089.0,72766830000.0,13139872000.0,6838322700.0,8038935000.0,2912634400.0,102696790000.0,2662486800.0,63505690000.0,1044443900.0,85578370000.0,86148500000.0,2425837800.0,45694943000.0
2090.0,65551438000.0,12405259000.0,6603047400.0,7184845300.0,2764812000.0,96643040000.0,2512878000.0,62610657000.0,954662300.0,82076300000.0,80709450000.0,2355659300.0,44048118000.0
2091.0,58190316000.0,10898677000.0,5987174000.0,6652190700.0,2599662300.0,91593980000.0,2164137200.0,60428100000.0,909928640.0,77154100000.0,74818830000.0,2284664300.0,39610024000.0
2092.0,54644457000.0,9885016000.0,5606153700.0,6178208000.0,2517304000.0,88201440000.0,2058268300.0,56506900000.0,841200400.0,71382360000.0,69757450000.0,2142849900.0,37990085000.0
2093.0,49256790000.0,9205565000.0,5072717300.0,5288592000.0,2480494800.0,83308765000.0,1934030600.0,54034940000.0,803241400.0,66127413000.0,67311340000.0,2084148200.0,35080890000.0
2094.0,46729280000.0,7964628000.0,4782111000.0,4543576000.0,2379152000.0,76059206000.0,1805149300.0,50604560000.0,780792400.0,59525620000.0,61530485000.0,2012702500.0,32167430000.0
2095.0,44593627000.0,6896299000.0,4350326000.0,3760565500.0,2137163000.0,70867860000.0,1690124400.0,48849203000.0,721549700.0,52350444000.0,57821835000.0,1942243800.0,30305593000.0
2096.0,40522770000.0,6446248400.0,3772543500.0,3552120800.0,2101002600.0,67117000000.0,1679483900.0,43220103000.0,679204800.0,47778580000.0,54160155000.0,2066971300.0,29261466000.0
2097.0,37926466000.0,5836822500.0,3658041000.0,3122188000.0,2073195800.0,65197543000.0,1633133800.0,41556734000.0,641986370.0,44071240000.0,49807073000.0,1911108400.0,26648547000.0
2098.0,35074626000.0,5048371000.0,3547226600.0,2759984600.0,1985990800.0,61233630000.0,1592767700.0,40274113000.0,580908740.0,41480585000.0,46896640000.0,1824163500.0,25115167000.0
2099.0,32567714000.0,4883862000.0,3458764300.0,2335157500.0,1900544600.0,57927885000.0,1496619000.0,39470834000.0,544012860.0,38799950000.0,44207500000.0,1751748200.0,23171260000.0
2100.0,30190903000.0,4719255000.0,3274616800.0,2166890200.0,1873455700.0,55032234000.0,1431732500.0,37623075000.0,531004160.0,36086755000.0,42118144000.0,1652517800.0,21262203000.0
