time,CNRM-ESM2-1,UKESM1-0-LL,MRI-ESM2-0,IITM-ESM,KACE-1-0-G,MPI-ESM1-2-HR,MIROC6,CANESM5,GFDL-ESM4,EC-EARTH3,CNRM-CM6-1,TAIESM1,IPSL-CM6A-LR,CESM2-WACCM
2046.0,516944660000.0,230207500000.0,374810840000.0,611671100000.0,181809400000.0,521196700000.0,457108600000.0,318068000000.0,457575600000.0,373850570000.0,440091340000.0,229105390000.0,348794060000.0,265994880000.0
2047.0,505625670000.0,217134900000.0,369018670000.0,628139160000.0,173397800000.0,510568400000.0,445185980000.0,303658630000.0,454612000000.0,357828300000.0,429334130000.0,214304520000.0,337606150000.0,256157750000.0
2048.0,496509980000.0,203561340000.0,355168680000.0,611258470000.0,163671500000.0,500266600000.0,430738770000.0,291886170000.0,452320760000.0,335899130000.0,431204370000.0,197526980000.0,321199300000.0,242191990000.0
2049.0,480659180000.0,193585580000.0,345397100000.0,602570600000.0,151888610000.0,500025160000.0,418421340000.0,285594650000.0,439771400000.0,330944480000.0,418877600000.0,180413810000.0,313468450000.0,232846880000.0
2050.0,464581330000.0,186248530000.0,338844160000.0,597044040000.0,143846030000.0,490966200000.0,408761530000.0,277690020000.0,429676500000.0,318219900000.0,416882330000.0,168237970000.0,305022960000.0,224514330000.0
2051.0,452380660000.0,176989340000.0,320765620000.0,575519800000.0,132349080000.0,485965700000.0,390683030000.0,270380100000.0,424834630000.0,303009330000.0,415676470000.0,157380510000.0,287509940000.0,210582160000.0
2052.0,440277930000.0,164705440000.0,310204170000.0,575359000000.0,122638920000.0,486192400000.0,384469430000.0,264414100000.0,419242050000.0,293978500000.0,395485050000.0,143222260000.0,278099430000.0,199369060000.0
2053.0,421957630000.0,158049470000.0,303402500000.0,553398600000.0,114624140000.0,473646860000.0,375600840000.0,252986160000.0,414717540000.0,281126080000.0,389462850000.0,132388530000.0,269735360000.0,185335190000.0
2054.0,407285700000.0,146144920000.0,296272070000.0,566357400000.0,107659190000.0,453844930000.0,379962160000.0,243100900000.0,408940680000.0,272299000000.0,377505100000.0,120107640000.0,263903430000.0,176768650000.0
2055.0,405425200000.0,132720250000.0,282653000000.0,564614660000.0,100977800000.0,447057630000.0,369877780000.0,232382090000.0,401812200000.0,260472640000.0,365696320000.0,107668050000.0,253332600000.0,167289830000.0
2056.0,397331960000.0,117737020000.0,274037100000.0,554860350000.0,96613990000.0,438690680000.0,364687850000.0,226549940000.0,393465430000.0,255042570000.0,362360440000.0,99280626000.0,245193260000.0,161769110000.0
2057.0,389537900000.0,108014264000.0,268399740000.0,538263030000.0,90022450000.0,442219000000.0,351320700000.0,214135050000.0,383386650000.0,251214280000.0,349194220000.0,92208160000.0,233080470000.0,151006410000.0
2058.0,386520650000.0,103496300000.0,267797280000.0,524086600000.0,83185380000.0,435616650000.0,336674620000.0,201310930000.0,374221180000.0,240718220000.0,343712070000.0,83012100000.0,229006930000.0,142860800000.0
2059.0,376385770000.0,97024190000.0,258846590000.0,502270300000.0,74356250000.0,432823830000.0,331232670000.0,190693490000.0,361600220000.0,231611780000.0,329928870000.0,75404485000.0,217517110000.0,134844900000.0
2060.0,368484220000.0,88257440000.0,250608710000.0,492479800000.0,67567070000.0,417625240000.0,324003140000.0,179804780000.0,355702080000.0,221452500000.0,328138060000.0,68042023000.0,204093820000.0,127323365000.0
2061.0,361200120000.0,77808180000.0,243717550000.0,482118070000.0,61692610000.0,416481900000.0,312089400000.0,170012440000.0,346518200000.0,216449960000.0,316390800000.0,62136263000.0,205041990000.0,120141545000.0
2062.0,364430750000.0,72062525000.0,237573230000.0,470801350000.0,56433476000.0,417111770000.0,288515800000.0,165105910000.0,331266030000.0,213698250000.0,313629180000.0,55677895000.0,196048100000.0,114293694000.0
2063.0,368071050000.0,66905215000.0,233573840000.0,466578240000.0,50561176000.0,404763540000.0,274916740000.0,159419680000.0,322521560000.0,202915940000.0,298025120000.0,50524040000.0,183246270000.0,111438960000.0
2064.0,378137540000.0,61334487000.0,228925080000.0,456801750000.0,48076284000.0,404726450000.0,269284260000.0,152366120000.0,318045200000.0,201536390000.0,296239040000.0,46316610000.0,172971820000.0,105605595000.0
2065.0,374892720000.0,58416310000.0,220088430000.0,464610330000.0,46274593000.0,400853300000.0,268123260000.0,144614620000.0,311508500000.0,189981410000.0,287795800000.0,41163694000.0,168330430000.0,97829224000.0
2066.0,373048570000.0,54292440000.0,210932990000.0,454716420000.0,43520627000.0,388838950000.0,266373230000.0,139972560000.0,310067630000.0,186601260000.0,278731950000.0,36537217000.0,162409380000.0,92544430000.0
2067.0,356781560000.0,51075490000.0,205940920000.0,440575260000.0,39131193000.0,376692700000.0,259157030000.0,134753880000.0,301721200000.0,177010700000.0,272150860000.0,33086329000.0,158256940000.0,88555950000.0
2068.0,359976960000.0,43924230000.0,205771010000.0,432326700000.0,35353453000.0,369913070000.0,249871650000.0,129419665000.0,300824230000.0,169148250000.0,263845280000.0,30853835000.0,153671240000.0,81919664000.0
2069.0,351479170000.0,40308093000.0,199056410000.0,433236740000.0,33728934000.0,358119540000.0,245044670000.0,125273770000.0,294725780000.0,164172920000.0,261645580000.0,27127376000.0,146212600000.0,76359280000.0
2070.0,334570200000.0,37842470000.0,194327220000.0,438877750000.0,29957673000.0,353010160000.0,236839350000.0,120971950000.0,287740100000.0,159135810000.0,264416000000.0,25349930000.0,136171000000.0,72639120000.0
2071.0,329171570000.0,33523245000.0,192297810000.0,445771800000.0,29649340000.0,340223900000.0,230321230000.0,115341270000.0,279157440000.0,151532650000.0,255134940000.0,22590816000.0,130738676000.0,70680216000.0
2072.0,335205200000.0,30551296000.0,188452570000.0,432222540000.0,29457648000.0,341874930000.0,225634750000.0,109351250000.0,273780820000.0,143101690000.0,252884270000.0,20439443000.0,124483640000.0,67122196000.0
2073.0,330616600000.0,28681460000.0,181786980000.0,423870300000.0,27185058000.0,341010500000.0,212674530000.0,102175140000.0,267701930000.0,139622150000.0,246383080000.0,19070749000.0,119542730000.0,65144330000.0
2074.0,321858140000.0,27663150000.0,182861730000.0,414791100000.0,24727116000.0,335287200000.0,206508670000.0,99219554000.0,263684490000.0,129804730000.0,254609110000.0,18015443000.0,112627040000.0,63132670000.0
2075.0,310699070000.0,24938164000.0,178368820000.0,412445800000.0,23868125000.0,333592630000.0,199355040000.0,94859150000.0,256299800000.0,119539640000.0,244681300000.0,16478879000.0,107359570000.0,60103262000.0
2076.0,308153840000.0,22629122000.0,173367280000.0,415284430000.0,21876943000.0,327117500000.0,196698260000.0,93818200000.0,253229810000.0,111031440000.0,236335420000.0,15688623000.0,103834240000.0,59099967000.0
2077.0,299449840000.0,21225013000.0,169091280000.0,409081640000.0,21985526000.0,319808860000.0,191295900000.0,89957876000.0,250818480000.0,106204020000.0,235719660000.0,15949986000.0,97801360000.0,57132925000.0
2078.0,294735580000.0,19749872000.0,165592370000.0,400271970000.0,21653557000.0,304016650000.0,179954830000.0,86572160000.0,245753120000.0,106880490000.0,229139510000.0,14650566000.0,91833570000.0,54620185000.0
2079.0,292162900000.0,18835864000.0,160063670000.0,396418400000.0,20806849000.0,298770460000.0,174175520000.0,82349620000.0,242843240000.0,103342910000.0,226831470000.0,13657958000.0,89940270000.0,53079208000.0
2080.0,288212980000.0,17479727000.0,152186130000.0,390197740000.0,19426906000.0,295253300000.0,170348220000.0,78736105000.0,242026610000.0,102167570000.0,218521420000.0,12154237000.0,85615810000.0,50168050000.0
2081.0,280372540000.0,16630877000.0,151830580000.0,393092300000.0,18290250000.0,290631000000.0,164379900000.0,75150295000.0,237769950000.0,99434200000.0,220016950000.0,11437602000.0,82555870000.0,48538903000.0
2082.0,268578900000.0,15105427000.0,148402260000.0,390197940000.0,17401375000.0,282380530000.0,159256510000.0,71697056000.0,235279970000.0,96626170000.0,210585290000.0,10874880000.0,76985800000.0,48461816000.0
2083.0,264247820000.0,13723856000.0,147942560000.0,386698280000.0,16945148000.0,285164240000.0,155291270000.0,71026260000.0,221940500000.0,90030875000.0,205948810000.0,10522488000.0,75030675000.0,47991300000.0
2084.0,260671700000.0,13261644000.0,144996990000.0,381411400000.0,16226909000.0,274772620000.0,151113680000.0,68054080000.0,221592400000.0,85709595000.0,204967130000.0,10285203000.0,72172904000.0,44921684000.0
2085.0,253072100000.0,12593919000.0,141716050000.0,387306300000.0,15608836000.0,266947440000.0,149104690000.0,65502544000.0,222336960000.0,84239960000.0,198513750000.0,9522911000.0,69758860000.0,43338965000.0
2086.0,250225720000.0,12207523000.0,137681010000.0,383897530000.0,15044789000.0,261668860000.0,143682600000.0,60897190000.0,223388290000.0,82056970000.0,193021510000.0,10267196000.0,69324366000.0,40436420000.0
2087.0,243879850000.0,11403089000.0,132929070000.0,385519520000.0,13977670000.0,251459910000.0,135719830000.0,58504315000.0,217007100000.0,82537970000.0,190912770000.0,9841138000.0,69306080000.0,38847058000.0
2088.0,236074020000.0,11050808000.0,129361570000.0,395868640000.0,13056566000.0,249570720000.0,143636920000.0,58739660000.0,211958250000.0,80823540000.0,184431580000.0,9075570000.0,67146502000.0,38624810000.0
2089.0,229447630000.0,10890739000.0,125070420000.0,392035000000.0,12746301000.0,246802350000.0,140387390000.0,57786946000.0,205990760000.0,78704320000.0,184084200000.0,8955834000.0,65716870000.0,37542650000.0
2090.0,223833700000.0,10220958000.0,121544950000.0,383873970000.0,13129894000.0,245459420000.0,136345620000.0,57644863000.0,204265720000.0,79926240000.0,178967970000.0,8595088000.0,64068665000.0,35378754000.0
2091.0,213461300000.0,9964947000.0,116896130000.0,376939020000.0,13309047000.0,235944540000.0,132490740000.0,54834260000.0,199229460000.0,76505790000.0,173564950000.0,8473314300.0,61101080000.0,35074503000.0
2092.0,204962510000.0,10124937000.0,114691750000.0,370499700000.0,12556012000.0,235764730000.0,131262300000.0,54095000000.0,199773300000.0,74960810000.0,167661930000.0,8350105000.0,58631553000.0,33338862000.0
2093.0,199794150000.0,9552022000.0,111512580000.0,348654370000.0,12473427000.0,233590000000.0,128015114000.0,54789214000.0,199440970000.0,76231540000.0,168962080000.0,8068574700.0,59383992000.0,32016000000.0
2094.0,202340290000.0,9309506000.0,111376030000.0,347916170000.0,12340691000.0,240278160000.0,126905385000.0,52421435000.0,199727610000.0,75057760000.0,163424080000.0,7868042000.0,58153484000.0,31450851000.0
2095.0,201077060000.0,8904027000.0,108969280000.0,340347700000.0,12253763000.0,235877520000.0,127581840000.0,51103752000.0,194720450000.0,72633060000.0,157589780000.0,7752199000.0,57396347000.0,30666287000.0
2096.0,198529240000.0,8714135000.0,104084775000.0,333771930000.0,11851486000.0,235408740000.0,129456270000.0,49917120000.0,192551270000.0,71841960000.0,155466040000.0,7597318700.0,56613600000.0,29745779000.0
2097.0,188664790000.0,8766333000.0,103061980000.0,331502350000.0,11418155000.0,234954280000.0,127440580000.0,47937765000.0,192902250000.0,68897860000.0,153282900000.0,7533235700.0,57511293000.0,29293683000.0
2098.0,184600580000.0,8583194600.0,101855780000.0,325624730000.0,10823885000.0,232826600000.0,124671140000.0,46437270000.0,187034580000.0,67311366000.0,154649380000.0,7511040500.0,57229877000.0,28898447000.0
2099.0,183983470000.0,8483508700.0,100639420000.0,319614030000.0,10685814000.0,230910430000.0,118465950000.0,46232568000.0,186454150000.0,65996260000.0,153834000000.0,7558834700.0,54500570000.0,27499629000.0
2100.0,181270270000.0,8343201300.0,99199934000.0,320206270000.0,10510721000.0,227278950000.0,115187335000.0,44642038000.0,183464180000.0,66017040000.0,154167070000.0,7520422000.0,52390887000.0,26763151000.0
