time,MIROC6,MRI-ESM2-0,IITM-ESM,KACE-1-0-G,MPI-ESM1-2-HR,CNRM-ESM2-1,UKESM1-0-LL,TAIESM1,IPSL-CM6A-LR,CESM2-WACCM,EC-EARTH3,CNRM-CM6-1,CANESM5,GFDL-ESM4
2046.0,412908100000.0,310311940000.0,632667400000.0,137652600000.0,528069850000.0,434187760000.0,225857040000.0,253574350000.0,286825680000.0,258785560000.0,355266000000.0,438940760000.0,245280440000.0,507362050000.0
2047.0,398645460000.0,300623000000.0,613621560000.0,123566550000.0,514352220000.0,414658600000.0,207590410000.0,235666960000.0,275793440000.0,245797490000.0,331429800000.0,420245400000.0,235433030000.0,499608780000.0
2048.0,387042500000.0,285137800000.0,614284400000.0,114676244000.0,501188460000.0,408658020000.0,191311510000.0,216247930000.0,262710870000.0,233600400000.0,308726800000.0,409195250000.0,216214060000.0,483414340000.0
2049.0,377410780000.0,270020440000.0,613803000000.0,104906600000.0,477295180000.0,396112800000.0,171759620000.0,194618920000.0,251511910000.0,213723600000.0,304572140000.0,408669400000.0,204073910000.0,470184000000.0
2050.0,358426500000.0,255989200000.0,605585340000.0,96586180000.0,461949080000.0,379686060000.0,161873000000.0,182993520000.0,231357660000.0,197800380000.0,288181300000.0,393061600000.0,195134320000.0,455985500000.0
2051.0,330564300000.0,247323750000.0,569004850000.0,90236890000.0,449299220000.0,362179300000.0,151360670000.0,172322260000.0,218103800000.0,190916350000.0,276039800000.0,378337660000.0,183100920000.0,447057800000.0
2052.0,318090740000.0,245393500000.0,584802500000.0,82281970000.0,441044530000.0,360027800000.0,133530170000.0,161314830000.0,202503050000.0,183716560000.0,259003070000.0,366362230000.0,169953670000.0,438615300000.0
2053.0,313605600000.0,229220190000.0,592178400000.0,76781880000.0,432575280000.0,339719000000.0,118693680000.0,146695850000.0,196972180000.0,176679010000.0,238197780000.0,357422000000.0,159452660000.0,427006030000.0
2054.0,300609270000.0,220098790000.0,597609500000.0,67594056000.0,420664020000.0,330062040000.0,111712720000.0,133670200000.0,179319820000.0,160087670000.0,233709370000.0,359191500000.0,149846300000.0,410513440000.0
2055.0,292363960000.0,211934670000.0,589823000000.0,59410850000.0,401743700000.0,323123380000.0,102804180000.0,123131070000.0,167579700000.0,148732070000.0,223532060000.0,350747750000.0,136720376000.0,404209400000.0
2056.0,279100100000.0,192038630000.0,578571340000.0,51292463000.0,383359650000.0,305589520000.0,91323080000.0,109852460000.0,152968360000.0,140640220000.0,221600320000.0,341276820000.0,125048500000.0,389358260000.0
2057.0,265541070000.0,179665670000.0,570393100000.0,46510277000.0,370658600000.0,290329030000.0,79911540000.0,102815515000.0,141285310000.0,128851650000.0,207732620000.0,327294300000.0,111293860000.0,374452100000.0
2058.0,251273300000.0,167187900000.0,545080050000.0,41297936000.0,353057960000.0,279183700000.0,70686745000.0,92172940000.0,128819930000.0,118954630000.0,194692020000.0,326127260000.0,100824120000.0,358133660000.0
2059.0,244605850000.0,160200590000.0,526083980000.0,38702694000.0,337838540000.0,262789090000.0,62210310000.0,79247440000.0,121052930000.0,111324590000.0,187045720000.0,299574820000.0,92437570000.0,354347200000.0
2060.0,238415000000.0,147966540000.0,527692170000.0,33320100000.0,327595230000.0,253125350000.0,52078957000.0,66958164000.0,110043650000.0,101368890000.0,172996310000.0,284161740000.0,83849880000.0,337666700000.0
2061.0,228251910000.0,139336500000.0,539167160000.0,29025083000.0,315979270000.0,242945210000.0,43476990000.0,58125853000.0,100822950000.0,89898710000.0,163392780000.0,269455000000.0,75089480000.0,322429200000.0
2062.0,219389820000.0,134942110000.0,545405370000.0,25526893000.0,299476500000.0,236369350000.0,37203657000.0,52596880000.0,91563200000.0,84830820000.0,154031230000.0,259128210000.0,66078170000.0,307970900000.0
2063.0,205266290000.0,126357090000.0,536020420000.0,22504317000.0,292248130000.0,223281940000.0,30969043000.0,48652198000.0,84540170000.0,76057300000.0,141958890000.0,244004600000.0,59773157000.0,298683830000.0
2064.0,191680610000.0,118787880000.0,548966370000.0,19341160000.0,278970700000.0,213670630000.0,23973001000.0,45876576000.0,76266680000.0,68746570000.0,135449240000.0,232127970000.0,53460697000.0,286978970000.0
2065.0,183723100000.0,115137510000.0,529176460000.0,16777211000.0,267491620000.0,204028610000.0,18941240000.0,40924320000.0,67620045000.0,60477960000.0,130248660000.0,213192130000.0,48115986000.0,277418180000.0
2066.0,178219500000.0,108039100000.0,509728200000.0,15896675000.0,246353380000.0,195739830000.0,15635362000.0,35342782000.0,60742394000.0,52759544000.0,124104040000.0,198107270000.0,42357187000.0,267343690000.0
2067.0,165129810000.0,101745660000.0,498198580000.0,13352165000.0,239992570000.0,183248830000.0,12333289000.0,30204064000.0,52072000000.0,47470360000.0,115641960000.0,188205290000.0,35810673000.0,256486790000.0
2068.0,156025490000.0,93127344000.0,489896400000.0,11094806000.0,232387250000.0,170725850000.0,10065733000.0,24513458000.0,45600350000.0,41747810000.0,103453050000.0,175050490000.0,32513255000.0,249104140000.0
2069.0,149505300000.0,88999190000.0,483374000000.0,9013240000.0,224423770000.0,159002660000.0,7781912600.0,21334008000.0,39195226000.0,37486440000.0,97178470000.0,161166560000.0,28693617000.0,239791130000.0
2070.0,137767780000.0,87572460000.0,447658300000.0,7585057300.0,208646670000.0,151380080000.0,5592210400.0,17879056000.0,33760375000.0,33672303000.0,88892800000.0,152746970000.0,24423393000.0,227684530000.0
2071.0,131178080000.0,79147110000.0,440740220000.0,6324876000.0,195311630000.0,145989760000.0,3968853800.0,14934883000.0,29116893000.0,28766126000.0,80441050000.0,141498240000.0,20267024000.0,211144920000.0
2072.0,125442425000.0,72603260000.0,432941920000.0,5304145000.0,185477700000.0,134751360000.0,2994575600.0,12261315000.0,25566818000.0,24148320000.0,70800260000.0,134236135000.0,17061296000.0,208967430000.0
2073.0,116591100000.0,66370576000.0,421889000000.0,4869689300.0,175040170000.0,128432910000.0,2387474200.0,10639737000.0,21974049000.0,20401175000.0,63076530000.0,122787180000.0,13976234000.0,201675650000.0
2074.0,109526820000.0,61174223000.0,410381800000.0,4385266000.0,166057820000.0,122878050000.0,1936516400.0,8850684000.0,19711896000.0,16527929000.0,56525173000.0,111311580000.0,11742307000.0,195952750000.0
2075.0,99534070000.0,55921693000.0,397332250000.0,3954162200.0,155709360000.0,114927895000.0,1702992400.0,6798999000.0,16416282000.0,13145630000.0,50888010000.0,101538710000.0,9909613000.0,185914310000.0
2076.0,92495490000.0,49985310000.0,388563730000.0,3614442000.0,148818560000.0,108913790000.0,1553073000.0,5314784000.0,14198773000.0,10997600000.0,43649745000.0,94787870000.0,8106988000.0,178077420000.0
2077.0,88325420000.0,47089630000.0,389971380000.0,3357263400.0,136372610000.0,103254335000.0,1352127700.0,4558490600.0,12252183000.0,8794395000.0,40389200000.0,88576860000.0,6707300400.0,173724630000.0
2078.0,85899090000.0,44577460000.0,373731460000.0,3037329200.0,129266926000.0,95950380000.0,1276618400.0,3948118800.0,10487525000.0,7359076000.0,35565904000.0,79775550000.0,5776798700.0,167254840000.0
2079.0,82155050000.0,41938366000.0,358010520000.0,2597671400.0,120524660000.0,88847510000.0,1164833000.0,3493796900.0,9118345000.0,6000924700.0,31646343000.0,73593560000.0,4991423000.0,158976500000.0
2080.0,72052850000.0,38641803000.0,345203180000.0,2304751000.0,114327890000.0,83482430000.0,1054957000.0,3216345600.0,7913059300.0,5298052000.0,28360923000.0,64066515000.0,4227654100.0,153464440000.0
2081.0,64335600000.0,35287670000.0,335990950000.0,2142108200.0,107764210000.0,78394090000.0,951106050.0,2924919800.0,6550220300.0,4497257500.0,26641746000.0,57784967000.0,3761811700.0,145358850000.0
2082.0,58484023000.0,32596554000.0,323184660000.0,1938223500.0,99208980000.0,70216270000.0,862831040.0,2607849700.0,5637068300.0,4096205300.0,22895256000.0,52038630000.0,3245335300.0,141011710000.0
2083.0,54856258000.0,31338009000.0,317673340000.0,1866159400.0,90420230000.0,64872112000.0,812173100.0,2375307500.0,5065668600.0,3609659000.0,18749240000.0,46717395000.0,2756854300.0,132038610000.0
2084.0,51959587000.0,27767665000.0,317696380000.0,1793431400.0,84402070000.0,57529946000.0,748778050.0,2161452800.0,4613259300.0,3312713200.0,16646843000.0,42343670000.0,2316433000.0,126583830000.0
2085.0,49621352000.0,26045730000.0,320072220000.0,1700356700.0,77412800000.0,50687304000.0,698310900.0,1947592400.0,4001952300.0,2931368700.0,15430249000.0,37707645000.0,2045001700.0,121238050000.0
2086.0,44786240000.0,24844153000.0,326466670000.0,1588959500.0,73190280000.0,46257037000.0,650949440.0,1774456300.0,3618272000.0,2700551700.0,13157563000.0,33378435000.0,1816767600.0,114370710000.0
2087.0,39749616000.0,23781860000.0,313938600000.0,1460211000.0,68606214000.0,42756375000.0,607454140.0,1589018500.0,3066767000.0,2422855700.0,10501281000.0,29147417000.0,1686726300.0,106917175000.0
2088.0,36381577000.0,21714158000.0,301851540000.0,1356181000.0,62759383000.0,38782840000.0,546928700.0,1506134100.0,2605498600.0,2293516800.0,9270174000.0,25749567000.0,1552316500.0,101138250000.0
2089.0,33913717000.0,20082420000.0,294900240000.0,1339755100.0,56575377000.0,34473718000.0,503241730.0,1457155200.0,2246593300.0,2140810100.0,8467510300.0,22625290000.0,1420082800.0,96648370000.0
2090.0,29998969000.0,19342324000.0,282961480000.0,1357647500.0,50398007000.0,32194886000.0,470255740.0,1347612000.0,1939789700.0,2103778400.0,7285965000.0,20372589000.0,1320178800.0,90646880000.0
2091.0,27255580000.0,18315170000.0,279472570000.0,1209465900.0,45692340000.0,29294162000.0,418770340.0,1251206100.0,1705766000.0,1966510800.0,5881967000.0,18306546000.0,1205314800.0,86277500000.0
2092.0,25093528000.0,17641929000.0,275049940000.0,1170706700.0,40918917000.0,26327642000.0,392369380.0,1223230700.0,1559313300.0,1806295800.0,5346881000.0,16788023000.0,1048845100.0,81289590000.0
2093.0,23482681000.0,16407467000.0,268814300000.0,1118569300.0,36213850000.0,23873540000.0,356368580.0,1201641200.0,1432634800.0,1652160500.0,5003458000.0,15106629000.0,943258050.0,74438790000.0
2094.0,20837052000.0,15033778000.0,245231530000.0,1095643100.0,32546770000.0,21805970000.0,337610200.0,1123943300.0,1320760800.0,1546711000.0,4377777700.0,12890838000.0,897707800.0,70909530000.0
2095.0,18348250000.0,13684042000.0,243013350000.0,1065965900.0,29330870000.0,20694360000.0,326569470.0,1084490900.0,1210759300.0,1412386300.0,3702834700.0,11381689000.0,885053000.0,67404403000.0
2096.0,16965115000.0,12968139000.0,235161190000.0,1017564500.0,27237435000.0,18271370000.0,305630880.0,1001781200.0,1088168100.0,1360922500.0,3309448700.0,9163682000.0,848648900.0,63406617000.0
2097.0,15493077000.0,12040861000.0,235456630000.0,926513540.0,24751380000.0,16428929000.0,277775550.0,973648500.0,993369300.0,1284208500.0,2962512400.0,7964359700.0,793683300.0,60487710000.0
2098.0,13761691000.0,10947082000.0,222519080000.0,890577860.0,22666377000.0,15360339000.0,262991820.0,970938600.0,907626500.0,1198690700.0,2868877300.0,6417306600.0,782045950.0,58935260000.0
2099.0,12366323000.0,10793789000.0,220592390000.0,816218050.0,21035106000.0,13473070000.0,250671540.0,925974460.0,852209340.0,1192688900.0,2682554400.0,5389878000.0,771589570.0,55952044000.0
2100.0,11405669000.0,9747283000.0,218490500000.0,789430340.0,19633350000.0,11563249000.0,243744980.0,886504600.0,797156400.0,1122250800.0,2517689900.0,4517353000.0,728021200.0,52248410000.0
