time,BCC-CSM2-MR,CMCC-CM2-SR5,IPSL-CM6A-LR,INM-CM5-0,MRI-ESM2-0,CAMS-CSM1-0,MPI-ESM1-2-HR,TAIESM1,EC-EARTH3-VEG,FGOALS-F3-L,GFDL-ESM4,CESM2-WACCM,NORESM2-MM,ACCESS-CM2,CESM2,EC-EARTH3,ACCESS-ESM1-5,CANESM5,INM-CM4-8
2010.0,805672450000.0,805672450000.0,805672450000.0,805672450000.0,805672450000.0,805672450000.0,805672450000.0,805672450000.0,805672450000.0,805672450000.0,805672450000.0,805672450000.0,805672450000.0,805672450000.0,805672450000.0,805672450000.0,805672450000.0,805672450000.0,805672450000.0
2011.0,793252100000.0,793252100000.0,793252100000.0,793252100000.0,793252100000.0,793252100000.0,793252100000.0,793252100000.0,793252100000.0,793252100000.0,793252100000.0,793252100000.0,793252100000.0,793252100000.0,793252100000.0,793252100000.0,793252100000.0,793252100000.0,793252100000.0
2012.0,787780530000.0,787780530000.0,787780530000.0,787780530000.0,787780530000.0,787780530000.0,787780530000.0,787780530000.0,787780530000.0,787780530000.0,787780530000.0,787780530000.0,787780530000.0,787780530000.0,787780530000.0,787780530000.0,787780530000.0,787780530000.0,787780530000.0
2013.0,775046500000.0,775046500000.0,775046500000.0,775046500000.0,775046500000.0,775046500000.0,775046500000.0,775046500000.0,775046500000.0,775046500000.0,775046500000.0,775046500000.0,775046500000.0,775046500000.0,775046500000.0,775046500000.0,775046500000.0,775046500000.0,775046500000.0
2014.0,770802200000.0,770802200000.0,770802200000.0,770802200000.0,770802200000.0,770802200000.0,770802200000.0,770802200000.0,770802200000.0,770802200000.0,770802200000.0,770802200000.0,770802200000.0,770802200000.0,770802200000.0,770802200000.0,770802200000.0,770802200000.0,770802200000.0
2015.0,759412000000.0,759412000000.0,759412000000.0,759412000000.0,759412000000.0,759412000000.0,759412000000.0,759412000000.0,759412000000.0,759412000000.0,759412000000.0,759412000000.0,759412000000.0,759412000000.0,759412000000.0,759412000000.0,759412000000.0,759412000000.0,759412000000.0
2016.0,754134940000.0,754134940000.0,754134940000.0,754134940000.0,754134940000.0,754134940000.0,754134940000.0,754134940000.0,754134940000.0,754134940000.0,754134940000.0,754134940000.0,754134940000.0,754134940000.0,754134940000.0,754134940000.0,754134940000.0,754134940000.0,754134940000.0
2017.0,744729800000.0,744729800000.0,744729800000.0,744729800000.0,744729800000.0,744729800000.0,744729800000.0,744729800000.0,744729800000.0,744729800000.0,744729800000.0,744729800000.0,744729800000.0,744729800000.0,744729800000.0,744729800000.0,744729800000.0,744729800000.0,744729800000.0
2018.0,736840500000.0,736840500000.0,736840500000.0,736840500000.0,736840500000.0,736840500000.0,736840500000.0,736840500000.0,736840500000.0,736840500000.0,736840500000.0,736840500000.0,736840500000.0,736840500000.0,736840500000.0,736840500000.0,736840500000.0,736840500000.0,736840500000.0
2019.0,725345300000.0,725345300000.0,725345300000.0,725345300000.0,725345300000.0,725345300000.0,725345300000.0,725345300000.0,725345300000.0,725345300000.0,725345300000.0,725345300000.0,725345300000.0,725345300000.0,725345300000.0,725345300000.0,725345300000.0,725345300000.0,725345300000.0
2020.0,718000500000.0,718000500000.0,718000500000.0,718000500000.0,718000500000.0,718000500000.0,718000500000.0,718000500000.0,718000500000.0,718000500000.0,718000500000.0,718000500000.0,718000500000.0,718000500000.0,718000500000.0,718000500000.0,718000500000.0,718000500000.0,718000500000.0
2021.0,705423540000.0,702864000000.0,703464100000.0,702720250000.0,700046600000.0,706184540000.0,701718130000.0,707715400000.0,707324100000.0,719695200000.0,706610460000.0,704429950000.0,704245100000.0,703678500000.0,710028100000.0,706409270000.0,701651750000.0,706232500000.0,714582000000.0
2022.0,689084200000.0,687687100000.0,695507750000.0,690451900000.0,683617800000.0,691878800000.0,697927860000.0,696615800000.0,693988900000.0,703965230000.0,696459850000.0,683873670000.0,693577800000.0,696401600000.0,695875530000.0,692974000000.0,692642840000.0,738883400000.0,704942960000.0
2023.0,680844800000.0,667293300000.0,687014100000.0,684144700000.0,670016900000.0,683517940000.0,688048500000.0,684875060000.0,686828750000.0,690579240000.0,684818300000.0,661435100000.0,681964900000.0,691290600000.0,677616750000.0,678667550000.0,675600100000.0,717940900000.0,695717800000.0
2024.0,670008340000.0,656448360000.0,670338450000.0,670365700000.0,652972400000.0,681467600000.0,675479400000.0,675113600000.0,680738100000.0,681927440000.0,660845600000.0,644309650000.0,671669000000.0,677407600000.0,661245850000.0,669704800000.0,659576200000.0,691701400000.0,684805400000.0
2025.0,657906700000.0,640963100000.0,655304500000.0,658388800000.0,639481600000.0,679797600000.0,662473930000.0,658278060000.0,666997200000.0,675946560000.0,647793340000.0,624512340000.0,656791000000.0,675000300000.0,643780200000.0,652118900000.0,643754600000.0,692660800000.0,672698600000.0
2026.0,646926300000.0,636446970000.0,642789600000.0,651904800000.0,618015300000.0,668290450000.0,649181800000.0,649327150000.0,657160140000.0,661311300000.0,628221200000.0,607397300000.0,638351250000.0,666408600000.0,627469800000.0,643958700000.0,625308400000.0,674287060000.0,660737500000.0
2027.0,638287600000.0,622140650000.0,629198300000.0,638731000000.0,603640700000.0,665725300000.0,632291100000.0,629117300000.0,643705700000.0,652909000000.0,622295400000.0,594847500000.0,618742900000.0,661311600000.0,611124100000.0,628910500000.0,601961140000.0,656623900000.0,651845240000.0
2028.0,624648500000.0,609723300000.0,612329900000.0,623211250000.0,585598000000.0,649503050000.0,631673500000.0,612539960000.0,627147200000.0,636343400000.0,606722800000.0,578737200000.0,616204500000.0,651252400000.0,595284700000.0,618893200000.0,583246740000.0,638791840000.0,637881000000.0
2029.0,610981450000.0,593991000000.0,594811750000.0,607738130000.0,572436800000.0,648553400000.0,616785000000.0,596867740000.0,611053200000.0,619026300000.0,605809800000.0,560556500000.0,607926400000.0,629419800000.0,588625100000.0,605173060000.0,571672170000.0,619654150000.0,626931300000.0
2030.0,593862850000.0,583214100000.0,589879440000.0,595295600000.0,550329200000.0,629753600000.0,601979700000.0,579060100000.0,595084900000.0,603031340000.0,588268700000.0,547560900000.0,607102100000.0,615312200000.0,581373200000.0,593435750000.0,560466360000.0,614901400000.0,612500640000.0
2031.0,586795200000.0,567388700000.0,576471500000.0,586132750000.0,530968640000.0,623209150000.0,587684100000.0,561861600000.0,579117400000.0,595893500000.0,581368800000.0,535230900000.0,583484700000.0,608381300000.0,559763400000.0,584242400000.0,545542500000.0,592942140000.0,605136400000.0
2032.0,583190500000.0,552433200000.0,563715800000.0,574575300000.0,515798470000.0,602008650000.0,576309950000.0,538849400000.0,572037330000.0,580138000000.0,573838400000.0,521514580000.0,574501300000.0,605985100000.0,542829000000.0,569223350000.0,528724700000.0,576043350000.0,598925000000.0
2033.0,570198460000.0,547560600000.0,553356300000.0,567428800000.0,501197600000.0,588434240000.0,562140000000.0,518044480000.0,564440800000.0,553715430000.0,562767460000.0,505825900000.0,562420450000.0,598702500000.0,527822400000.0,551567100000.0,511131350000.0,555405150000.0,591565200000.0
2034.0,550369700000.0,544432500000.0,538837020000.0,556183260000.0,481758840000.0,579942800000.0,550820000000.0,498683670000.0,558685800000.0,544604600000.0,547228480000.0,495721700000.0,543310050000.0,577009700000.0,512535760000.0,530155930000.0,492220870000.0,542315100000.0,576176460000.0
2035.0,541149950000.0,541774740000.0,534509450000.0,551892300000.0,463511700000.0,562605460000.0,546845130000.0,488070120000.0,544962150000.0,539070370000.0,534999070000.0,494641380000.0,528580380000.0,550858700000.0,497331630000.0,511111860000.0,474512620000.0,520333820000.0,563631000000.0
2036.0,525470600000.0,525985740000.0,528912740000.0,540929850000.0,444825730000.0,551781140000.0,535136570000.0,472234030000.0,533412000000.0,524389250000.0,525292200000.0,490216420000.0,520973220000.0,534294040000.0,487626000000.0,493990770000.0,464682400000.0,508667700000.0,552510200000.0
2037.0,514500070000.0,510865830000.0,520359770000.0,528293070000.0,433842260000.0,547715800000.0,525568380000.0,453118130000.0,528784980000.0,505199170000.0,507659400000.0,476620550000.0,510633600000.0,517929860000.0,471277000000.0,480930730000.0,447031050000.0,501646360000.0,544197400000.0
2038.0,503236430000.0,493673300000.0,511984140000.0,515642980000.0,423075580000.0,535585700000.0,519131760000.0,428658600000.0,513887670000.0,496187400000.0,499060000000.0,463921800000.0,500746750000.0,503733130000.0,456659660000.0,468194700000.0,433492230000.0,479270540000.0,537152800000.0
2039.0,492055400000.0,476022800000.0,505343380000.0,499206550000.0,406418800000.0,523738700000.0,502609280000.0,408621780000.0,504557800000.0,484397740000.0,494873640000.0,452540920000.0,486369500000.0,483284520000.0,443364340000.0,452353900000.0,426069920000.0,459922600000.0,525421970000.0
2040.0,480933580000.0,464281470000.0,498502860000.0,489915400000.0,390257670000.0,520279130000.0,490314170000.0,385336250000.0,490740250000.0,481911000000.0,483989600000.0,444490940000.0,474747080000.0,456858470000.0,430796540000.0,434106000000.0,413660450000.0,453316300000.0,509275670000.0
2041.0,475588230000.0,452942730000.0,483945940000.0,485879780000.0,370104500000.0,513481700000.0,485787040000.0,376218500000.0,478717800000.0,480320420000.0,481010750000.0,436682400000.0,453962370000.0,435781400000.0,418517350000.0,419026080000.0,404167720000.0,447675000000.0,500615450000.0
2042.0,459738200000.0,437179970000.0,468248850000.0,476899640000.0,356800070000.0,503589800000.0,473845500000.0,363192100000.0,464499740000.0,471909370000.0,473032430000.0,427921080000.0,431246440000.0,416275920000.0,405331080000.0,401589270000.0,389439130000.0,434990200000.0,491981830000.0
2043.0,445647360000.0,419993200000.0,453536600000.0,465068850000.0,343564900000.0,495597420000.0,463632830000.0,346975400000.0,451868750000.0,467676360000.0,461691400000.0,415499780000.0,422078800000.0,397982200000.0,393938240000.0,387312700000.0,373710260000.0,407953470000.0,482482900000.0
2044.0,434150870000.0,404954800000.0,441872700000.0,451574900000.0,326387960000.0,481855080000.0,453073000000.0,328848600000.0,446458170000.0,458274830000.0,447950500000.0,403295900000.0,409273470000.0,378785430000.0,377747280000.0,375620530000.0,359896000000.0,388033000000.0,474070940000.0
2045.0,420963160000.0,399710220000.0,427715720000.0,442517260000.0,312842400000.0,469614560000.0,445028900000.0,310563050000.0,432900300000.0,440058200000.0,436598150000.0,389948770000.0,401243870000.0,365540300000.0,364630770000.0,358208270000.0,346213400000.0,367853340000.0,467913770000.0
2046.0,410585100000.0,391499060000.0,414824460000.0,433666950000.0,300573260000.0,458814500000.0,432130700000.0,300965630000.0,419998860000.0,428674000000.0,423905070000.0,376872140000.0,389554800000.0,350881400000.0,354054140000.0,347217560000.0,335052180000.0,352661340000.0,457901930000.0
2047.0,398159800000.0,383678100000.0,400550600000.0,427043400000.0,286593680000.0,447277300000.0,418097920000.0,286771600000.0,405277700000.0,415570850000.0,411893140000.0,359006140000.0,376743660000.0,328714030000.0,338815750000.0,337222730000.0,326414340000.0,333777860000.0,447201670000.0
2048.0,386487000000.0,370462650000.0,385893270000.0,416147300000.0,270467140000.0,436371160000.0,408813200000.0,273266850000.0,394741450000.0,396847000000.0,401624530000.0,344153130000.0,360006880000.0,309498400000.0,328233600000.0,323868850000.0,310959730000.0,313541920000.0,437208220000.0
2049.0,373221650000.0,358459150000.0,372869800000.0,413757600000.0,259119170000.0,430691200000.0,399765270000.0,258378760000.0,380842000000.0,378453260000.0,392910830000.0,334854520000.0,344012950000.0,293037640000.0,316362600000.0,313754780000.0,298533550000.0,293418530000.0,429266530000.0
2050.0,362889380000.0,346919600000.0,358387700000.0,407133260000.0,253791340000.0,431963930000.0,390111200000.0,249181910000.0,366871740000.0,363522950000.0,380818160000.0,325186680000.0,331008050000.0,274182460000.0,303564620000.0,304077100000.0,290402070000.0,276727500000.0,417278030000.0
2051.0,347329700000.0,337435400000.0,344099550000.0,395483250000.0,246385930000.0,417131040000.0,370468720000.0,234689200000.0,351248740000.0,356390860000.0,368163700000.0,315125170000.0,321552320000.0,257183020000.0,295446020000.0,295009350000.0,277503100000.0,259467300000.0,409728650000.0
2052.0,336285170000.0,336254860000.0,331706660000.0,383249100000.0,236319930000.0,407931000000.0,362142960000.0,227865200000.0,335070860000.0,343523620000.0,359237030000.0,304675750000.0,310685400000.0,247658890000.0,280920160000.0,284202860000.0,269081310000.0,243442170000.0,402018340000.0
2053.0,330351050000.0,327882930000.0,314565950000.0,372051480000.0,225684030000.0,397266980000.0,349012100000.0,217467940000.0,320634800000.0,329448720000.0,348937420000.0,291796940000.0,302385530000.0,239654390000.0,273099470000.0,275531630000.0,257944490000.0,227469260000.0,392955330000.0
2054.0,315683830000.0,320508460000.0,301647100000.0,361447850000.0,217728520000.0,389573280000.0,337765070000.0,206983660000.0,308070000000.0,330848400000.0,336050030000.0,284059830000.0,292356000000.0,231711400000.0,263652230000.0,265234580000.0,247133320000.0,217965580000.0,384276920000.0
2055.0,304900870000.0,309690070000.0,292830640000.0,348259580000.0,208486800000.0,379712470000.0,326961950000.0,195597270000.0,299859380000.0,324269930000.0,320826250000.0,277707950000.0,286710400000.0,219182740000.0,257267700000.0,252900800000.0,237817660000.0,203906600000.0,376716000000.0
2056.0,297242850000.0,302829540000.0,281255250000.0,342936320000.0,197137020000.0,370887850000.0,316896870000.0,189738700000.0,287879140000.0,313902500000.0,311510000000.0,259639250000.0,284752400000.0,210136450000.0,247467260000.0,242865700000.0,230494220000.0,196180300000.0,362327380000.0
2057.0,284973100000.0,291360600000.0,271601400000.0,337554470000.0,189289250000.0,361666670000.0,304540400000.0,178143760000.0,275768340000.0,304405600000.0,303583800000.0,247676500000.0,276824030000.0,201736420000.0,238991750000.0,235634950000.0,219605430000.0,190574410000.0,354096220000.0
2058.0,275117050000.0,280569740000.0,260838720000.0,325480680000.0,179673320000.0,349163600000.0,292488600000.0,170394420000.0,264978800000.0,301319060000.0,294484340000.0,240041570000.0,272677030000.0,193250400000.0,226579870000.0,226083640000.0,212186230000.0,180790660000.0,346792660000.0
2059.0,266934240000.0,268666100000.0,255860300000.0,316818880000.0,178554300000.0,348322700000.0,282988640000.0,161334820000.0,251861170000.0,286650960000.0,282385800000.0,228575850000.0,259520560000.0,185352650000.0,217337900000.0,221449190000.0,201104800000.0,181138130000.0,343883600000.0
2060.0,255330680000.0,261470370000.0,242756080000.0,306836700000.0,178152400000.0,342224860000.0,276097200000.0,151474750000.0,238920630000.0,273025200000.0,270456700000.0,214681530000.0,256027820000.0,173112690000.0,207966860000.0,212983070000.0,197423530000.0,172936790000.0,331186270000.0
2061.0,241421570000.0,251361790000.0,236844370000.0,297731880000.0,174709110000.0,339696200000.0,262253180000.0,144725800000.0,228237870000.0,263062570000.0,263967080000.0,201487040000.0,242679780000.0,168560020000.0,201209270000.0,203557080000.0,190342560000.0,168958570000.0,322061900000.0
2062.0,227691070000.0,239411230000.0,230867090000.0,294030870000.0,170698130000.0,328207430000.0,253072210000.0,139476880000.0,224356970000.0,261498570000.0,249804440000.0,192645530000.0,234879610000.0,162380370000.0,195584600000.0,196429500000.0,183487920000.0,163426170000.0,318910860000.0
2063.0,221803630000.0,225838100000.0,224665390000.0,281610100000.0,166257400000.0,316986130000.0,245858450000.0,134181150000.0,215337240000.0,254850760000.0,242742080000.0,189408350000.0,228049760000.0,156808460000.0,189886410000.0,187280080000.0,179727710000.0,154417760000.0,312865200000.0
2064.0,215827000000.0,211189610000.0,214210760000.0,274208200000.0,164254380000.0,306190880000.0,237779000000.0,128490760000.0,207686910000.0,250467500000.0,234905270000.0,185544310000.0,220220620000.0,149866480000.0,182486520000.0,178410400000.0,173110380000.0,148477670000.0,308114700000.0
2065.0,207432040000.0,200852820000.0,192138920000.0,266295970000.0,157227300000.0,297133000000.0,234395320000.0,122072610000.0,200597640000.0,238410870000.0,223270140000.0,181481110000.0,212811550000.0,145073230000.0,174476970000.0,173739180000.0,166335860000.0,137643070000.0,299822970000.0
2066.0,196615340000.0,190855500000.0,169300360000.0,261220000000.0,152573540000.0,291936630000.0,229531400000.0,118001200000.0,194214660000.0,233968350000.0,214824220000.0,173928740000.0,209006180000.0,139083300000.0,167612150000.0,167404550000.0,163393260000.0,128547730000.0,291885300000.0
2067.0,190314510000.0,182064350000.0,145417030000.0,254584340000.0,147079000000.0,283896800000.0,223487540000.0,111236100000.0,190600630000.0,223537300000.0,206531540000.0,166923670000.0,200400200000.0,133887164000.0,161018450000.0,159368020000.0,153041800000.0,125192300000.0,284159200000.0
2068.0,186125430000.0,176254100000.0,129783270000.0,248934710000.0,144814770000.0,276230080000.0,215355410000.0,106048930000.0,181408170000.0,225706300000.0,196412490000.0,156705620000.0,189701700000.0,129993335000.0,154695900000.0,153477150000.0,148721750000.0,116755000000.0,276974200000.0
2069.0,177845390000.0,166166070000.0,114812490000.0,241188080000.0,139216800000.0,270836960000.0,213313810000.0,101406320000.0,176086630000.0,218674990000.0,188823450000.0,155474310000.0,183442820000.0,129951890000.0,148876350000.0,148171750000.0,143306960000.0,111258190000.0,268067200000.0
2070.0,170729030000.0,158488970000.0,108753625000.0,235099640000.0,131634730000.0,260579890000.0,206709950000.0,98007950000.0,170343500000.0,211486520000.0,180460880000.0,148484830000.0,176243360000.0,123234510000.0,141836300000.0,143586600000.0,139853250000.0,104983580000.0,255288380000.0
2071.0,165313130000.0,156928920000.0,103674770000.0,225654310000.0,129619060000.0,252219420000.0,200396830000.0,95889560000.0,164943510000.0,201880040000.0,172760480000.0,139685660000.0,169979510000.0,117653180000.0,136676070000.0,137395405000.0,134235710000.0,97210835000.0,247360650000.0
2072.0,159751720000.0,151626740000.0,96488470000.0,215966020000.0,123400600000.0,239391340000.0,192624250000.0,93865110000.0,157950560000.0,193622600000.0,166211830000.0,130485760000.0,165095620000.0,110970225000.0,131184930000.0,132463060000.0,127914130000.0,91442070000.0,240688460000.0
2073.0,152528220000.0,142741820000.0,87656230000.0,212454830000.0,120037470000.0,228214720000.0,190175530000.0,90430090000.0,151642200000.0,187807990000.0,157078260000.0,123499620000.0,158798250000.0,107785230000.0,128630776000.0,129102700000.0,123755700000.0,87548010000.0,232790340000.0
2074.0,150708700000.0,135132600000.0,82844930000.0,208122700000.0,113664060000.0,226631300000.0,183295540000.0,86914060000.0,145113680000.0,178044260000.0,150541500000.0,118400080000.0,155335210000.0,104440455000.0,123602680000.0,124322636000.0,117688380000.0,83413960000.0,222440010000.0
2075.0,145125150000.0,128690300000.0,75251630000.0,203675680000.0,109349810000.0,225257650000.0,176420880000.0,82994970000.0,135743046000.0,171414440000.0,142160610000.0,115642970000.0,150643340000.0,99162210000.0,118478400000.0,120104720000.0,114377196000.0,79336410000.0,215819530000.0
2076.0,137067590000.0,126882130000.0,73798810000.0,201395110000.0,107808370000.0,223807360000.0,169326400000.0,79483790000.0,130153690000.0,163895900000.0,136193070000.0,112359350000.0,146106930000.0,94111350000.0,111775780000.0,114211890000.0,109260730000.0,81052164000.0,208626710000.0
2077.0,129703800000.0,125051990000.0,65354793000.0,198197660000.0,103551566000.0,217639850000.0,162336470000.0,75770315000.0,125847520000.0,158587080000.0,132232010000.0,106874970000.0,142168600000.0,88981420000.0,106204660000.0,110656130000.0,103279530000.0,79454850000.0,203723590000.0
2078.0,127036450000.0,118906820000.0,59469340000.0,194191950000.0,100695530000.0,210264330000.0,157236840000.0,73218680000.0,120349884000.0,151187370000.0,128137390000.0,101117250000.0,136987970000.0,85955870000.0,103456140000.0,108289860000.0,101620646000.0,72641480000.0,201004880000.0
2079.0,124926870000.0,116641440000.0,54418424000.0,189359360000.0,96854245000.0,203061660000.0,152608800000.0,71053020000.0,115356970000.0,143659370000.0,124288870000.0,95467500000.0,132650090000.0,82826945000.0,97803840000.0,104239480000.0,98346640000.0,70711500000.0,196875290000.0
2080.0,122087735000.0,110225330000.0,50072940000.0,185092640000.0,92130920000.0,198472200000.0,150614180000.0,67335700000.0,108815200000.0,132969670000.0,119879975000.0,92822610000.0,126134000000.0,82220310000.0,93277820000.0,100206380000.0,95565414000.0,68564197000.0,186410070000.0
2081.0,115726890000.0,104770830000.0,46489887000.0,181328820000.0,88276170000.0,200693150000.0,144972220000.0,63726180000.0,103308470000.0,131918510000.0,116318904000.0,90379560000.0,120212234000.0,79160566000.0,89846930000.0,98651340000.0,91446166000.0,62213680000.0,181491800000.0
2082.0,110389910000.0,102075340000.0,41023525000.0,178725780000.0,86426810000.0,189948940000.0,141246740000.0,62875746000.0,97777205000.0,124149300000.0,116004950000.0,87141010000.0,117598220000.0,77607430000.0,85402980000.0,94727420000.0,90227080000.0,60504130000.0,178692210000.0
2083.0,107120300000.0,97706435000.0,39677637000.0,174967930000.0,81651384000.0,188952530000.0,139289690000.0,60457406000.0,91453880000.0,113217905000.0,114167410000.0,82079080000.0,113707240000.0,75989050000.0,83815240000.0,91018500000.0,86816630000.0,56198124000.0,174457980000.0
2084.0,104605516000.0,94744850000.0,36954915000.0,173055850000.0,78937540000.0,181239630000.0,132859314000.0,57315725000.0,86488550000.0,107970350000.0,110810310000.0,79963560000.0,109788720000.0,73446840000.0,83665760000.0,88320490000.0,83046980000.0,50619163000.0,171030400000.0
2085.0,100460600000.0,91439325000.0,34014077000.0,170640080000.0,75969290000.0,174190180000.0,128549430000.0,54716002000.0,83322570000.0,101032890000.0,107542020000.0,77063870000.0,105460380000.0,71089684000.0,79697600000.0,85649370000.0,80337860000.0,48266297000.0,167969900000.0
2086.0,95752810000.0,88413540000.0,34131886000.0,164536990000.0,74364370000.0,166741570000.0,125870730000.0,51928200000.0,80098620000.0,96507060000.0,104774860000.0,74534535000.0,100192470000.0,66494837000.0,76462430000.0,82331100000.0,77586670000.0,47867160000.0,165274680000.0
2087.0,92022430000.0,85897980000.0,31954592000.0,162796220000.0,73758015000.0,159207490000.0,122108250000.0,49086734000.0,76566740000.0,91998570000.0,102175260000.0,71677380000.0,94480870000.0,63248610000.0,72786150000.0,77359040000.0,76682620000.0,45883187000.0,162174730000.0
2088.0,87212250000.0,83207230000.0,29196694000.0,158723880000.0,70412320000.0,150550900000.0,115939844000.0,47864988000.0,73383680000.0,86571490000.0,99663580000.0,67480000000.0,89945596000.0,60821713000.0,69828256000.0,73983020000.0,73625805000.0,43639595000.0,160485020000.0
2089.0,84003594000.0,80326296000.0,27166335000.0,153357040000.0,68806280000.0,148359700000.0,111358130000.0,45992220000.0,70692670000.0,80285440000.0,98437510000.0,64507850000.0,86937354000.0,60172210000.0,65408602000.0,71465780000.0,69965070000.0,41102655000.0,157099470000.0
2090.0,85016240000.0,77770195000.0,26428270000.0,149492550000.0,67277103000.0,151672650000.0,109490100000.0,43883200000.0,68000560000.0,75905360000.0,96495985000.0,64043440000.0,83306740000.0,57693280000.0,61960786000.0,68615025000.0,67829390000.0,38862210000.0,154423590000.0
2091.0,84221280000.0,73660230000.0,23544564000.0,145857600000.0,66423566000.0,150210280000.0,105319120000.0,42573566000.0,65079874000.0,73837590000.0,92361240000.0,61862478000.0,81246460000.0,55734186000.0,57259070000.0,65694450000.0,65587753000.0,36949275000.0,152747130000.0
2092.0,83796610000.0,71210060000.0,22646440000.0,142924350000.0,65469190000.0,146933250000.0,100969325000.0,41457530000.0,63402754000.0,69745550000.0,89162010000.0,59371975000.0,79230075000.0,53779630000.0,54087627000.0,62518026000.0,63156113000.0,35101725000.0,151499050000.0
2093.0,82965660000.0,70129330000.0,21795699000.0,142014120000.0,63158760000.0,138695050000.0,96987690000.0,40086122000.0,60584430000.0,65245910000.0,87999670000.0,55745030000.0,77591140000.0,50947340000.0,51307880000.0,61554794000.0,61350253000.0,33055402000.0,147614860000.0
2094.0,79713320000.0,67336330000.0,20679954000.0,138803660000.0,61736858000.0,131568260000.0,95102200000.0,37954654000.0,59121123000.0,63940477000.0,86038995000.0,53862416000.0,74994860000.0,49154480000.0,48016327000.0,60112245000.0,58410150000.0,30711482000.0,142605840000.0
2095.0,77407950000.0,64192967000.0,19188982000.0,136709420000.0,59976520000.0,127030850000.0,92859830000.0,36441997000.0,57398985000.0,60602327000.0,85132640000.0,50317844000.0,73082540000.0,47498637000.0,46008435000.0,57386025000.0,56644055000.0,28494508000.0,138996060000.0
2096.0,76094330000.0,64158290000.0,17844960000.0,133460730000.0,60538393000.0,123197630000.0,89601920000.0,34592990000.0,55117615000.0,59309502000.0,81610710000.0,48637272000.0,72015180000.0,46237323000.0,44484740000.0,54126006000.0,55736990000.0,29149650000.0,138037380000.0
2097.0,73189060000.0,61077860000.0,16894440000.0,132083460000.0,57227250000.0,119101104000.0,86074740000.0,34010622000.0,53668794000.0,57806107000.0,78065320000.0,46142358000.0,68668727000.0,43626160000.0,42454670000.0,52138045000.0,54819110000.0,28375740000.0,136654420000.0
