time,NORESM2-MM,CESM2-WACCM,CESM2,EC-EARTH3,INM-CM4-8,BCC-CSM2-MR,INM-CM5-0,MPI-ESM1-2-HR,MRI-ESM2-0,CAMS-CSM1-0,EC-EARTH3-VEG,FGOALS-F3-L,GFDL-ESM4
2057.0,304714220000.0,306358200000.0,297988230000.0,275278660000.0,385796770000.0,345813220000.0,348806250000.0,363374380000.0,289600050000.0,386385840000.0,339051100000.0,274012450000.0,345216680000.0
2058.0,298374070000.0,297647700000.0,289713800000.0,264109280000.0,372183960000.0,332572850000.0,343523230000.0,348244640000.0,282416550000.0,385446300000.0,326890260000.0,268982370000.0,336651200000.0
2059.0,288713470000.0,287101350000.0,280717200000.0,256456020000.0,356872360000.0,324295460000.0,340729330000.0,335515800000.0,274701520000.0,370887200000.0,319693780000.0,255487980000.0,322019620000.0
2060.0,283454900000.0,276877200000.0,274402160000.0,250044990000.0,351820380000.0,307148700000.0,333191580000.0,323188700000.0,265591730000.0,360198830000.0,307809880000.0,256578270000.0,311800000000.0
2061.0,272030060000.0,267050480000.0,264886400000.0,240992240000.0,341630520000.0,295339400000.0,323010100000.0,309375000000.0,257716450000.0,358561400000.0,298044820000.0,246664280000.0,294995430000.0
2062.0,265366290000.0,259041690000.0,260783440000.0,235238700000.0,332426050000.0,282827300000.0,316457780000.0,303604040000.0,253738140000.0,355215930000.0,288053850000.0,239417280000.0,285348700000.0
2063.0,263715820000.0,250371600000.0,253769250000.0,227250140000.0,325733680000.0,275602640000.0,314030260000.0,290631450000.0,244400000000.0,350692600000.0,277531460000.0,232472080000.0,276342400000.0
2064.0,257978170000.0,237624970000.0,243762460000.0,220056830000.0,321930820000.0,267789270000.0,304151230000.0,279896330000.0,235735350000.0,340284600000.0,263921930000.0,224862670000.0,266100850000.0
2065.0,252581000000.0,227251160000.0,235634880000.0,214390060000.0,314346470000.0,257264520000.0,298146040000.0,271380020000.0,225370540000.0,329054360000.0,255423450000.0,216768300000.0,257766800000.0
2066.0,243977130000.0,216929570000.0,229395380000.0,210972800000.0,311513940000.0,244934210000.0,295892580000.0,268942200000.0,217452580000.0,319924540000.0,245287140000.0,209284730000.0,247513990000.0
2067.0,235029890000.0,210031590000.0,221880140000.0,206184350000.0,305320300000.0,235408360000.0,289244020000.0,261821960000.0,206987760000.0,318953520000.0,235424800000.0,204955370000.0,240926310000.0
2068.0,228135000000.0,206926120000.0,211909660000.0,199750220000.0,299523100000.0,228870320000.0,281765970000.0,256684520000.0,199971260000.0,311244460000.0,228374900000.0,202160830000.0,238067380000.0
2069.0,223347280000.0,200585180000.0,203923960000.0,194793360000.0,297745350000.0,216761160000.0,278335980000.0,247805670000.0,193256570000.0,307252300000.0,220044600000.0,196839950000.0,232365470000.0
2070.0,218450770000.0,192523490000.0,198863450000.0,187534030000.0,295765670000.0,209524590000.0,273242200000.0,238090320000.0,191059620000.0,302593200000.0,211375360000.0,192458470000.0,225414500000.0
2071.0,214608400000.0,186896480000.0,190781370000.0,181596440000.0,290103460000.0,200394640000.0,269308940000.0,231006000000.0,182706500000.0,293530960000.0,209258610000.0,186839500000.0,217329420000.0
2072.0,206651790000.0,182846240000.0,184787550000.0,175343320000.0,277309260000.0,197929220000.0,264023690000.0,224455180000.0,178639390000.0,282917800000.0,203478140000.0,179314740000.0,211033330000.0
2073.0,200150700000.0,176949360000.0,178021290000.0,167101380000.0,272454940000.0,194329400000.0,258311010000.0,218215400000.0,174485110000.0,275743740000.0,196666690000.0,177878420000.0,203315400000.0
2074.0,193595230000.0,169299350000.0,171859540000.0,161372640000.0,267821020000.0,188335340000.0,255694700000.0,212712670000.0,167971160000.0,273731130000.0,189466170000.0,173715640000.0,195558160000.0
2075.0,187009760000.0,165099500000.0,167357040000.0,157369630000.0,259127380000.0,181235250000.0,251068580000.0,204385000000.0,161960030000.0,269650050000.0,183491400000.0,174111930000.0,187876020000.0
2076.0,180826870000.0,161960970000.0,163509450000.0,154073150000.0,254044750000.0,174022900000.0,248951730000.0,201747480000.0,158000380000.0,265896600000.0,176777250000.0,165902530000.0,181063750000.0
2077.0,177200350000.0,156913830000.0,157736670000.0,149832020000.0,250019710000.0,167382910000.0,244074660000.0,195693790000.0,155824900000.0,259386570000.0,169582950000.0,159852170000.0,178618550000.0
2078.0,173247680000.0,154559550000.0,152437640000.0,145516040000.0,244779240000.0,159048420000.0,238489080000.0,192288370000.0,153294900000.0,252464230000.0,163979940000.0,157298590000.0,171788530000.0
2079.0,171095690000.0,150687940000.0,145735190000.0,142429290000.0,239077830000.0,152829400000.0,233892660000.0,186036160000.0,150619420000.0,252240920000.0,160006160000.0,157419630000.0,164916020000.0
2080.0,165102800000.0,147245000000.0,140357980000.0,138362570000.0,232449150000.0,148274600000.0,229412670000.0,181395440000.0,145107980000.0,244908470000.0,157353030000.0,149166490000.0,159732730000.0
2081.0,165152950000.0,143760020000.0,134202860000.0,134338350000.0,227755380000.0,145661620000.0,227990210000.0,178387290000.0,140869300000.0,240595350000.0,151147250000.0,145681760000.0,154048990000.0
2082.0,158698770000.0,144128480000.0,130391570000.0,131789630000.0,222697470000.0,144741900000.0,222095360000.0,173568410000.0,136996350000.0,232422850000.0,147852720000.0,137417990000.0,146893640000.0
2083.0,151834870000.0,140380900000.0,126075800000.0,129418420000.0,216801620000.0,141001080000.0,220881580000.0,170958200000.0,131024760000.0,232420540000.0,144222220000.0,133175350000.0,140371020000.0
2084.0,146667270000.0,135565690000.0,120622130000.0,129316510000.0,211414830000.0,139879920000.0,213329120000.0,169025570000.0,126942340000.0,224456820000.0,138402320000.0,129767950000.0,137140675000.0
2085.0,145081760000.0,131613840000.0,117337890000.0,126071860000.0,209675570000.0,134239360000.0,213040530000.0,167013650000.0,126034820000.0,219424080000.0,133786700000.0,126650620000.0,130514870000.0
2086.0,140793150000.0,125531260000.0,113700670000.0,123020980000.0,206425850000.0,127707380000.0,209555100000.0,161171100000.0,123173730000.0,213138440000.0,127918570000.0,126979250000.0,128831504000.0
2087.0,138740300000.0,122077364000.0,108289800000.0,118470250000.0,205546730000.0,119125344000.0,201225200000.0,152721490000.0,121388800000.0,207012250000.0,121708460000.0,123737140000.0,123391934000.0
2088.0,137103490000.0,117620560000.0,104487090000.0,115513885000.0,203513760000.0,116053630000.0,197525230000.0,149236040000.0,118119285000.0,199849570000.0,118094900000.0,122553475000.0,120765686000.0
2089.0,132832380000.0,114053380000.0,98815940000.0,112250100000.0,200064450000.0,113244316000.0,193750600000.0,147480400000.0,113055030000.0,193935230000.0,111581270000.0,121256436000.0,116714660000.0
2090.0,131601030000.0,112704160000.0,93125440000.0,107900174000.0,197717720000.0,112152920000.0,188928770000.0,147568180000.0,108951350000.0,195329020000.0,106842620000.0,113146260000.0,113361400000.0
2091.0,127517990000.0,109539130000.0,91618900000.0,106806950000.0,196667900000.0,108010490000.0,184863670000.0,146500240000.0,107797290000.0,186598900000.0,103145860000.0,111748820000.0,112862550000.0
2092.0,124232114000.0,108173080000.0,90292750000.0,105119515000.0,193248260000.0,103188046000.0,182798400000.0,144190390000.0,105048910000.0,180098730000.0,96973955000.0,113611030000.0,110746950000.0
2093.0,120596046000.0,103410150000.0,87484720000.0,101885010000.0,189602860000.0,101311400000.0,179894100000.0,142181910000.0,102449380000.0,173147440000.0,93507760000.0,112762140000.0,109576946000.0
2094.0,120011090000.0,100996874000.0,83826010000.0,97388780000.0,184435310000.0,97877344000.0,178161350000.0,138704570000.0,98881890000.0,167973360000.0,89955010000.0,109163800000.0,108807630000.0
2095.0,115550446000.0,97804040000.0,82159130000.0,94704700000.0,182342060000.0,94421030000.0,173459390000.0,136101490000.0,98983080000.0,164927160000.0,86088220000.0,108265580000.0,105743310000.0
2096.0,112545735000.0,96155886000.0,79307290000.0,91374700000.0,178486700000.0,90999850000.0,169310030000.0,131696100000.0,97787730000.0,161549700000.0,81953590000.0,107513090000.0,103291550000.0
2097.0,112369420000.0,93341460000.0,77550530000.0,87716340000.0,175127890000.0,88748384000.0,168030910000.0,129321950000.0,96640790000.0,161883930000.0,79119950000.0,103797060000.0,100342160000.0
2098.0,112196280000.0,90177780000.0,74965860000.0,83656120000.0,169206320000.0,85887560000.0,164852470000.0,126693580000.0,94280480000.0,155281210000.0,75899260000.0,103501430000.0,97588500000.0
2099.0,108853870000.0,89401290000.0,71644800000.0,80893170000.0,166280990000.0,84011024000.0,162325410000.0,123410200000.0,90640744000.0,151885350000.0,72661475000.0,100429490000.0,95699930000.0
2100.0,106122910000.0,85994504000.0,70028660000.0,78360715000.0,163387400000.0,80263004000.0,158629940000.0,120338940000.0,91721190000.0,149018850000.0,70333700000.0,96850740000.0,92219470000.0
