time,GFDL-ESM4,EC-EARTH3-VEG,CAMS-CSM1-0,MRI-ESM2-0
2036.0,554447140000.0,568266260000.0,565301150000.0,490146430000.0
2037.0,542632250000.0,557104700000.0,556695500000.0,485545350000.0
2038.0,533078250000.0,547408120000.0,549218840000.0,476373700000.0
2039.0,521163900000.0,542780160000.0,541039170000.0,466610200000.0
2040.0,513231850000.0,532428620000.0,526450460000.0,454927900000.0
2041.0,501236370000.0,517333200000.0,517922880000.0,447686930000.0
2042.0,489929180000.0,506091960000.0,514043540000.0,437818400000.0
2043.0,484501060000.0,498053250000.0,510962200000.0,428662400000.0
2044.0,479537950000.0,495986970000.0,508505850000.0,419561200000.0
2045.0,476506950000.0,488535720000.0,510520030000.0,417797700000.0
2046.0,468196520000.0,481445150000.0,501575580000.0,411308260000.0
2047.0,461358500000.0,475825770000.0,490889740000.0,407081550000.0
2048.0,450250500000.0,471871160000.0,487566840000.0,396955030000.0
2049.0,449228540000.0,468433200000.0,481082670000.0,397268030000.0
2050.0,443430400000.0,466465030000.0,473401070000.0,390166970000.0
2051.0,444819400000.0,460736950000.0,471565570000.0,384780370000.0
2052.0,437420750000.0,454793270000.0,463760260000.0,379815230000.0
2053.0,425848400000.0,446312020000.0,459223660000.0,370756060000.0
2054.0,415293440000.0,446922100000.0,462461440000.0,366649670000.0
2055.0,414312820000.0,444292070000.0,462309360000.0,362642570000.0
2056.0,403421330000.0,441470580000.0,463088300000.0,361593860000.0
2057.0,395581600000.0,434503880000.0,459150200000.0,356955550000.0
2058.0,389325300000.0,431860550000.0,458163680000.0,351189370000.0
2059.0,379067070000.0,431556600000.0,450005830000.0,346041550000.0
2060.0,375428840000.0,419749300000.0,450354480000.0,340886160000.0
2061.0,372091750000.0,415649300000.0,454118100000.0,337894240000.0
2062.0,369293520000.0,413706220000.0,450650300000.0,334201420000.0
2063.0,363013140000.0,413484480000.0,452021800000.0,334770670000.0
2064.0,357671040000.0,409819550000.0,449741320000.0,331282600000.0
2065.0,353104430000.0,400275670000.0,449639100000.0,327041940000.0
2066.0,351343540000.0,397683130000.0,445464200000.0,327636120000.0
2067.0,352934170000.0,394153070000.0,444562200000.0,326579100000.0
2068.0,350121600000.0,390562740000.0,436179660000.0,322634250000.0
2069.0,349657730000.0,388423880000.0,439419930000.0,323790340000.0
2070.0,349173000000.0,379675900000.0,444835800000.0,325440180000.0
2071.0,350661500000.0,378815970000.0,451077540000.0,324187420000.0
2072.0,345365350000.0,380384120000.0,449701640000.0,326431600000.0
2073.0,346907970000.0,374652170000.0,445904850000.0,327228160000.0
2074.0,344743050000.0,373330600000.0,453072360000.0,321787530000.0
2075.0,342667950000.0,371133580000.0,452206230000.0,322503700000.0
2076.0,339158070000.0,366324000000.0,450573400000.0,315860580000.0
2077.0,340098320000.0,364846150000.0,457005000000.0,312788350000.0
2078.0,335738000000.0,362198200000.0,463280670000.0,309340730000.0
2079.0,340241940000.0,360918880000.0,458003680000.0,314775500000.0
2080.0,337532940000.0,362346300000.0,458648300000.0,313093950000.0
2081.0,337312400000.0,359565260000.0,459229000000.0,311685700000.0
2082.0,336210950000.0,358707170000.0,459894620000.0,307232100000.0
2083.0,334365750000.0,354810530000.0,457485120000.0,311862230000.0
2084.0,332910720000.0,357150620000.0,448889800000.0,311900180000.0
2085.0,331250530000.0,353612960000.0,453425430000.0,316154680000.0
2086.0,335718880000.0,356042930000.0,449934560000.0,316961060000.0
2087.0,334698050000.0,355981620000.0,448368350000.0,317972250000.0
2088.0,340024820000.0,357120930000.0,452409160000.0,319857600000.0
2089.0,343560650000.0,357044600000.0,461414330000.0,319365780000.0
2090.0,340866400000.0,356146280000.0,467585270000.0,318309530000.0
2091.0,343464080000.0,355547000000.0,467282600000.0,322262200000.0
2092.0,347849260000.0,355732420000.0,468762760000.0,322882670000.0
2093.0,347537640000.0,355364270000.0,462777780000.0,327371000000.0
2094.0,346542830000.0,352413680000.0,469433940000.0,327894700000.0
2095.0,345347060000.0,348700200000.0,480591900000.0,330590520000.0
2096.0,348209800000.0,347122470000.0,485364370000.0,327068650000.0
2097.0,348593060000.0,349478550000.0,485596600000.0,327980600000.0
2098.0,348150140000.0,350829280000.0,479219300000.0,327541460000.0
2099.0,351843650000.0,353097350000.0,487072730000.0,323715470000.0
2100.0,354487370000.0,351479630000.0,492980470000.0,325502200000.0
