time,MRI-ESM2-0
2000.0,869247400000.0
2001.0,869160700000.0
2002.0,866940940000.0
2003.0,865062400000.0
2004.0,861031500000.0
2005.0,857439400000.0
2006.0,847826500000.0
2007.0,835716800000.0
2008.0,825610300000.0
2009.0,823401600000.0
2010.0,805672450000.0
2011.0,793252100000.0
2012.0,787780530000.0
2013.0,775046500000.0
2014.0,770802200000.0
2015.0,759412000000.0
2016.0,754134940000.0
2017.0,744729800000.0
2018.0,736840500000.0
2019.0,725345300000.0
2020.0,718000500000.0
2021.0,697652200000.0
2022.0,682459000000.0
2023.0,677048600000.0
2024.0,662376900000.0
2025.0,639217500000.0
2026.0,624794140000.0
2027.0,607931700000.0
2028.0,598171300000.0
2029.0,589104300000.0
2030.0,573207940000.0
2031.0,562260000000.0
2032.0,544912870000.0
2033.0,534350070000.0
2034.0,514137060000.0
2035.0,504148720000.0
2036.0,489236500000.0
2037.0,477806720000.0
2038.0,461477800000.0
2039.0,448101060000.0
2040.0,439753500000.0
2041.0,425573880000.0
2042.0,412412440000.0
2043.0,400433000000.0
2044.0,387604770000.0
2045.0,369174840000.0
2046.0,355083750000.0
2047.0,348096630000.0
2048.0,343024100000.0
2049.0,328736930000.0
2050.0,317284220000.0
2051.0,303826270000.0
2052.0,292876980000.0
2053.0,284945870000.0
2054.0,280759000000.0
2055.0,273041570000.0
2056.0,270199690000.0
2057.0,261593280000.0
2058.0,254979400000.0
2059.0,245583990000.0
2060.0,236607060000.0
2061.0,233027800000.0
2062.0,229509270000.0
2063.0,222484870000.0
2064.0,211425700000.0
2065.0,206992420000.0
2066.0,202155340000.0
2067.0,198776800000.0
2068.0,197999770000.0
2069.0,191543160000.0
2070.0,187606340000.0
2071.0,184100000000.0
2072.0,178637280000.0
2073.0,174416170000.0
2074.0,171534990000.0
2075.0,170816140000.0
2076.0,169182940000.0
2077.0,165074960000.0
2078.0,163263400000.0
2079.0,157682880000.0
2080.0,153364040000.0
2081.0,153174560000.0
2082.0,149262420000.0
2083.0,145588130000.0
2084.0,139598760000.0
2085.0,136611250000.0
2086.0,134572860000.0
2087.0,132869235000.0
2088.0,129653530000.0
2089.0,129398510000.0
2090.0,126916820000.0
2091.0,125222820000.0
2092.0,123227365000.0
2093.0,122153255000.0
2094.0,121338070000.0
2095.0,120604670000.0
2096.0,117393410000.0
2097.0,117698440000.0
2098.0,116208980000.0
2099.0,112297470000.0
2100.0,110605260000.0
