time,IPSL-CM6A-LR,CANESM5,MRI-ESM2-0,CESM2-WACCM
2036.0,529009840000.0,506958900000.0,445818440000.0,490239200000.0
2037.0,520285900000.0,499910900000.0,434961840000.0,476642200000.0
2038.0,511585120000.0,478055900000.0,424186740000.0,463909520000.0
2039.0,504655150000.0,459066770000.0,407564200000.0,452489670000.0
2040.0,497477400000.0,453079560000.0,391231440000.0,444358070000.0
2041.0,484943700000.0,438661680000.0,374141200000.0,424902900000.0
2042.0,466919260000.0,421654000000.0,362424370000.0,415706580000.0
2043.0,447079680000.0,407589260000.0,349861970000.0,399693640000.0
2044.0,432068760000.0,393750900000.0,336179230000.0,390293650000.0
2045.0,421128140000.0,376852680000.0,319884030000.0,378707020000.0
2046.0,405744000000.0,360439970000.0,303693000000.0,366356100000.0
2047.0,394151200000.0,354131380000.0,289017200000.0,359732740000.0
2048.0,377581040000.0,352343850000.0,270754190000.0,346555450000.0
2049.0,369612160000.0,330980100000.0,258981150000.0,337131630000.0
2050.0,358527960000.0,323680240000.0,243539590000.0,326213930000.0
2051.0,348881160000.0,317180400000.0,234056880000.0,312660360000.0
2052.0,343962060000.0,295226540000.0,219797520000.0,303184000000.0
2053.0,332705200000.0,283860830000.0,207581450000.0,292623250000.0
2054.0,323962100000.0,291930370000.0,205729300000.0,279958900000.0
2055.0,317273100000.0,298251780000.0,198949780000.0,269045710000.0
2056.0,309395300000.0,282354300000.0,195946120000.0,259772170000.0
2057.0,295334200000.0,272228100000.0,190871340000.0,252840130000.0
2058.0,284328100000.0,263566850000.0,185434800000.0,242454380000.0
2059.0,276612220000.0,253427700000.0,177874260000.0,236616960000.0
2060.0,262063770000.0,249101550000.0,174376060000.0,226256260000.0
2061.0,244085300000.0,240765290000.0,172770700000.0,220632240000.0
2062.0,228089700000.0,238494060000.0,170012300000.0,214747230000.0
2063.0,221203760000.0,231582900000.0,169175500000.0,206254390000.0
2064.0,220134830000.0,220893350000.0,168413760000.0,205614960000.0
2065.0,208777330000.0,221590630000.0,167828470000.0,197207160000.0
2066.0,191636570000.0,221770350000.0,165163880000.0,192629520000.0
2067.0,173495030000.0,211252900000.0,166622280000.0,187686580000.0
2068.0,160945700000.0,205236550000.0,165312700000.0,185812120000.0
2069.0,161531410000.0,201516250000.0,166846920000.0,182290020000.0
2070.0,148412920000.0,201129200000.0,162648870000.0,179635440000.0
2071.0,144765760000.0,191934550000.0,162450780000.0,173090950000.0
2072.0,140440040000.0,187462320000.0,160609370000.0,169883810000.0
2073.0,134343770000.0,181400000000.0,161362330000.0,164941320000.0
2074.0,132200790000.0,180494900000.0,159883050000.0,163150350000.0
2075.0,130495720000.0,171866650000.0,161203400000.0,161716900000.0
2076.0,130636235000.0,164273300000.0,160605010000.0,159093540000.0
2077.0,131169755000.0,157863000000.0,162508500000.0,157833610000.0
2078.0,125700180000.0,161958020000.0,160384930000.0,158308650000.0
2079.0,128481690000.0,160470970000.0,160441430000.0,157166420000.0
2080.0,133450180000.0,162578220000.0,159865910000.0,155308050000.0
2081.0,134458294000.0,164777250000.0,161376160000.0,154163540000.0
2082.0,136126640000.0,165431330000.0,161336380000.0,154240140000.0
2083.0,135922770000.0,169746530000.0,160570650000.0,151935530000.0
2084.0,137145700000.0,167271120000.0,162703980000.0,149657260000.0
2085.0,129885560000.0,166434910000.0,165808240000.0,149492550000.0
2086.0,129923980000.0,165729480000.0,167371540000.0,149379580000.0
2087.0,130098455000.0,168497250000.0,170405540000.0,149540800000.0
2088.0,129262080000.0,168288750000.0,169074840000.0,151245290000.0
2089.0,133949660000.0,165060580000.0,169757560000.0,152711350000.0
2090.0,135045270000.0,167348900000.0,169856610000.0,154821840000.0
2091.0,137319105000.0,168099320000.0,171612670000.0,154079560000.0
2092.0,140130530000.0,162996400000.0,172862420000.0,152679550000.0
2093.0,144321540000.0,166632820000.0,173972900000.0,150195680000.0
2094.0,145515350000.0,164313610000.0,175749640000.0,152874800000.0
2095.0,146885800000.0,161340560000.0,174973930000.0,153520730000.0
2096.0,150192500000.0,158608110000.0,176146600000.0,155245430000.0
2097.0,152095380000.0,157949560000.0,179315200000.0,153134940000.0
2098.0,144646800000.0,158557540000.0,180687140000.0,152758240000.0
2099.0,141434160000.0,159119930000.0,183179740000.0,154908850000.0
2100.0,137195710000.0,158122570000.0,185448050000.0,155034630000.0
