time,CSIRO-MK3-6-0,MPI-ESM-LR,NORESM1-M,CESM1-CAM5
2030.0,1593424600.0,1804524900.0,1625976600.0,1682756900.0
2031.0,1546872800.0,1768345300.0,1573227100.0,1557464200.0
2032.0,1529823000.0,1712487700.0,1519038800.0,1501358300.0
2033.0,1475484800.0,1687368300.0,1479518200.0,1425781500.0
2034.0,1433073400.0,1657979800.0,1432413000.0,1398217700.0
2035.0,1351611500.0,1609871400.0,1392332000.0,1342707200.0
2036.0,1331406000.0,1613864200.0,1378330000.0,1302328600.0
2037.0,1343903000.0,1585936400.0,1354948900.0,1375207600.0
2038.0,1269438000.0,1536949600.0,1293118300.0,1233832800.0
2039.0,1228292200.0,1503348100.0,1257197600.0,1196486300.0
2040.0,1201968500.0,1454402700.0,1217169400.0,1177470000.0
2041.0,1188788400.0,1463777700.0,1161268200.0,1134689500.0
2042.0,1142293200.0,1439059700.0,1117226400.0,1118695400.0
2043.0,1080167000.0,1378586200.0,1094175700.0,1110146600.0
2044.0,1029103200.0,1345085200.0,1083823000.0,1060431800.0
2045.0,1035838500.0,1320773800.0,1023153860.0,1018576500.0
2046.0,1075881300.0,1311762300.0,995517500.0,1022699200.0
2047.0,1007029440.0,1277180500.0,960487600.0,952476000.0
2048.0,957994500.0,1274250800.0,928819140.0,926623700.0
2049.0,937561800.0,1219656000.0,891347300.0,886004900.0
2050.0,883391800.0,1197389800.0,878928400.0,838875800.0
2051.0,917153860.0,1145126500.0,871006460.0,814159040.0
2052.0,827386900.0,1164878700.0,816549800.0,899462340.0
2053.0,801647740.0,1352671000.0,806472260.0,813164160.0
2054.0,780030700.0,1439876700.0,782313400.0,782955500.0
2055.0,739329340.0,1216949100.0,756239170.0,758935600.0
2056.0,698233000.0,1093318100.0,712945700.0,746282400.0
2057.0,676608300.0,1121329500.0,721149250.0,721379700.0
2058.0,651090400.0,1056915500.0,677066100.0,695478600.0
2059.0,641948740.0,1019678850.0,661149760.0,681459840.0
2060.0,602586600.0,1013619100.0,639383000.0,655634000.0
2061.0,582411650.0,985467600.0,710559100.0,640465100.0
2062.0,548807600.0,964649200.0,608017000.0,614325250.0
2063.0,512962100.0,929601700.0,591802900.0,591760640.0
2064.0,486020000.0,910635600.0,580036900.0,576249150.0
2065.0,450079870.0,994363700.0,567467260.0,563197000.0
2066.0,420979900.0,886574800.0,541784640.0,545299800.0
2067.0,400244740.0,1386736800.0,526629540.0,530531360.0
2068.0,382052640.0,909885900.0,512689060.0,511345440.0
2069.0,379088480.0,1003821440.0,494583400.0,491582750.0
2070.0,353607840.0,861908500.0,479829950.0,471922750.0
2071.0,325702700.0,859002050.0,469606620.0,462206300.0
2072.0,315056160.0,834650100.0,463995800.0,444591840.0
2073.0,294568350.0,826004400.0,451471800.0,435457120.0
2074.0,277378850.0,820625200.0,441894720.0,424350340.0
2075.0,264884750.0,797842370.0,435172900.0,406825180.0
2076.0,289763740.0,810302660.0,421503580.0,388848960.0
2077.0,277461470.0,868332540.0,419844480.0,376839500.0
2078.0,257731490.0,777234500.0,415203940.0,377890400.0
2079.0,231373920.0,763185200.0,421906270.0,352547420.0
2080.0,233728740.0,973265600.0,403032480.0,386185440.0
2081.0,218538580.0,752758660.0,395268930.0,335117120.0
2082.0,210250190.0,735150660.0,388096600.0,365720130.0
2083.0,201889380.0,724443400.0,384181440.0,394805860.0
2084.0,211700370.0,715770200.0,381595840.0,330537200.0
2085.0,186489900.0,721596200.0,374118660.0,315248930.0
2086.0,175597780.0,699992640.0,369813630.0,517406180.0
2087.0,168707180.0,680211460.0,366161540.0,327528220.0
2088.0,161483580.0,675854200.0,353814880.0,312508480.0
2089.0,159589620.0,657004900.0,350409660.0,294783070.0
2090.0,155068910.0,644288260.0,346269250.0,315402020.0
2091.0,145386270.0,634399550.0,369685800.0,286262720.0
2092.0,264229470.0,611306200.0,345228350.0,273701800.0
2093.0,153691300.0,590871000.0,330731600.0,275911500.0
2094.0,236682050.0,582260030.0,327018430.0,280679580.0
2095.0,147360690.0,569404100.0,322235900.0,269298240.0
2096.0,132174770.0,576391400.0,317087700.0,257644050.0
2097.0,124896270.0,552590200.0,305860900.0,251102540.0
2098.0,123407560.0,536140860.0,303490300.0,243187980.0
2099.0,120640160.0,544350140.0,331227800.0,240385950.0
2100.0,111656680.0,503937760.0,298947400.0,238833170.0
2101.0,101585150.0,483818080.0,296009000.0,282961400.0
2102.0,100497100.0,468412030.0,310225250.0,234657860.0
2103.0,99341690.0,464370000.0,295629020.0,253833220.0
2104.0,94588440.0,468089630.0,286118720.0,232260660.0
2105.0,92892980.0,437460450.0,298945250.0,231620820.0
2106.0,85518170.0,636492200.0,280119740.0,230695410.0
2107.0,84145560.0,473435680.0,288619600.0,220221760.0
2108.0,79628104.0,426463400.0,278495230.0,234890420.0
2109.0,73689990.0,417282400.0,274102340.0,224437330.0
2110.0,68502580.0,397021950.0,271443970.0,252591740.0
2111.0,67733330.0,388483650.0,269434430.0,214131790.0
2112.0,66951460.0,665564500.0,267498340.0,213514820.0
2113.0,64870880.0,387496540.0,260435710.0,213766430.0
2114.0,62369344.0,607176450.0,257861900.0,211356500.0
2115.0,59265188.0,465067840.0,252242510.0,210092510.0
2116.0,56580996.0,486151070.0,248404590.0,205084240.0
2117.0,51982896.0,462717700.0,244439200.0,201510270.0
2118.0,50243620.0,410460930.0,240601470.0,421021630.0
2119.0,47831930.0,597876030.0,239294660.0,215596960.0
2120.0,46777132.0,442528160.0,236293860.0,208946980.0
2121.0,43970908.0,404756220.0,226023000.0,200897340.0
2122.0,43413050.0,388712960.0,225699540.0,203223150.0
2123.0,39999560.0,386770660.0,221414800.0,203839780.0
2124.0,39880584.0,364678340.0,217558190.0,196382690.0
2125.0,39592028.0,465168350.0,215496220.0,234822050.0
2126.0,41745824.0,380864600.0,212488740.0,189874990.0
2127.0,39267844.0,453824860.0,224553060.0,190656660.0
2128.0,37991496.0,388054460.0,231763060.0,234358510.0
2129.0,36900090.0,711614900.0,211912850.0,190129420.0
2130.0,36675130.0,560856640.0,206939680.0,187895780.0
2131.0,34065292.0,416573440.0,204522200.0,193176670.0
2132.0,33197296.0,607976300.0,204298960.0,189532590.0
2133.0,36026190.0,386786050.0,198919600.0,188725860.0
2134.0,32542354.0,380232800.0,197114580.0,195792380.0
2135.0,44182910.0,375677150.0,195637580.0,184468620.0
2136.0,62989190.0,364982820.0,194497620.0,182594050.0
2137.0,99619390.0,363110750.0,202694350.0,231428850.0
2138.0,45606324.0,361704930.0,194730600.0,182920430.0
2139.0,37092600.0,359192740.0,211386850.0,196236940.0
2140.0,37067600.0,379925800.0,210608450.0,180587410.0
2141.0,34816468.0,486852130.0,193325780.0,181748860.0
2142.0,34373396.0,388319100.0,221889520.0,195793020.0
2143.0,34440376.0,368304900.0,194432320.0,180307140.0
2144.0,41071064.0,380165280.0,194319700.0,213283790.0
2145.0,34255156.0,359810000.0,200351330.0,180866300.0
2146.0,33780772.0,360040420.0,208452530.0,176164880.0
2147.0,33329114.0,354326460.0,248037540.0,182323380.0
2148.0,45306496.0,351679330.0,222590480.0,170261540.0
2149.0,50793730.0,350179700.0,196693010.0,206705620.0
2150.0,35446812.0,346174900.0,214263400.0,206269740.0
2151.0,77293210.0,346047700.0,242366510.0,176788030.0
2152.0,44589384.0,349290180.0,232823920.0,174990740.0
2153.0,33928668.0,344109400.0,211464430.0,238407020.0
2154.0,37761200.0,340670200.0,203949390.0,177688880.0
2155.0,38109284.0,336489820.0,201152370.0,175638460.0
2156.0,33951850.0,333175140.0,207408110.0,175748540.0
2157.0,33376528.0,351726140.0,200481340.0,172008030.0
2158.0,33164526.0,369102270.0,196753070.0,168902670.0
2159.0,32948688.0,334481020.0,201857170.0,181600140.0
2160.0,33034670.0,325334720.0,200796430.0,171713040.0
2161.0,33814548.0,334873700.0,196913100.0,192486050.0
2162.0,32909048.0,322368860.0,195630530.0,176776300.0
2163.0,32603052.0,319669300.0,198002380.0,172706370.0
2164.0,32129164.0,346880060.0,190725150.0,202906480.0
2165.0,34829576.0,325385200.0,186032580.0,182912800.0
2166.0,32615816.0,435315740.0,187694720.0,212357620.0
2167.0,32104842.0,393298500.0,184967740.0,179904860.0
2168.0,35054656.0,334567740.0,183806740.0,174829980.0
2169.0,31164390.0,327348130.0,238012430.0,228301650.0
2170.0,31074922.0,334846430.0,201699660.0,189082380.0
2171.0,30568820.0,333523040.0,201283980.0,174553250.0
2172.0,30516756.0,573050900.0,246283280.0,174986240.0
2173.0,30061376.0,394860220.0,226923360.0,172234320.0
2174.0,38120972.0,335677060.0,196333250.0,170920060.0
2175.0,37811530.0,637098750.0,186225900.0,173716940.0
2176.0,29716178.0,350626370.0,185306900.0,189978750.0
2177.0,29233698.0,344974200.0,213762600.0,169658620.0
2178.0,28984364.0,338763460.0,184541970.0,167865220.0
2179.0,30675086.0,332362720.0,183491550.0,168102200.0
2180.0,28534794.0,316799520.0,182387200.0,165911360.0
2181.0,28119702.0,313100960.0,187155380.0,188130770.0
2182.0,28081438.0,310320540.0,180102220.0,177382300.0
2183.0,27606100.0,412428480.0,179614850.0,165490530.0
2184.0,27525204.0,333025630.0,178730510.0,165666540.0
2185.0,54924840.0,311837860.0,178322200.0,239882160.0
2186.0,27739162.0,309908700.0,186689710.0,160156770.0
2187.0,24840006.0,308476960.0,183329840.0,162945920.0
2188.0,24541768.0,306679500.0,228072590.0,160983550.0
2189.0,29027996.0,320168260.0,205696670.0,158294400.0
2190.0,49375396.0,312324000.0,226572380.0,157126930.0
2191.0,29288292.0,377524350.0,186444850.0,157153520.0
2192.0,28651964.0,305935260.0,179670620.0,157280830.0
2193.0,24295682.0,314263260.0,225403180.0,162027900.0
2194.0,24042740.0,303856960.0,213466190.0,155190930.0
2195.0,28967126.0,302710340.0,198559980.0,153199760.0
2196.0,23977388.0,299832260.0,248372480.0,162138100.0
2197.0,23768906.0,304828740.0,194332860.0,154811550.0
2198.0,24164760.0,299223300.0,187217390.0,151550320.0
2199.0,28521448.0,298160420.0,186257360.0,152174200.0
2200.0,43913828.0,298185300.0,238591070.0,151662240.0
2201.0,35132210.0,309953150.0,186195730.0,152023870.0
2202.0,30079598.0,292308860.0,205072320.0,155031940.0
2203.0,29315038.0,294395140.0,233167310.0,154270160.0
2204.0,24915332.0,328069300.0,191753870.0,151248050.0
2205.0,25207788.0,317396030.0,185036420.0,148703600.0
2206.0,26477974.0,293447140.0,198317500.0,146654830.0
2207.0,39149036.0,291683230.0,184989940.0,142449800.0
2208.0,25514830.0,290478050.0,183392020.0,142246910.0
2209.0,24876114.0,289331460.0,196297890.0,140755280.0
2210.0,24688058.0,284429000.0,188540130.0,139155890.0
2211.0,26710126.0,283684830.0,181447020.0,145039940.0
2212.0,25603252.0,282802020.0,181109090.0,309951000.0
2213.0,35987190.0,281011970.0,180247600.0,187104220.0
2214.0,35413696.0,276383300.0,179961780.0,149786640.0
2215.0,30491882.0,283340480.0,179160060.0,138599140.0
2216.0,35189788.0,282903500.0,183788820.0,130171540.0
2217.0,26515516.0,273795870.0,182470670.0,128252280.0
2218.0,26510464.0,273126430.0,177861860.0,125381880.0
2219.0,26335964.0,268966660.0,177013460.0,125218280.0
2220.0,26139838.0,264991000.0,176467180.0,124022660.0
2221.0,27284074.0,261241660.0,185251180.0,123378490.0
2222.0,25896548.0,577625900.0,174849710.0,119022370.0
2223.0,25449314.0,274241900.0,174478660.0,120714760.0
2224.0,25728622.0,250621860.0,175994780.0,122465550.0
2225.0,25520216.0,246071540.0,174213810.0,122450520.0
2226.0,26120954.0,237291780.0,174028540.0,229761180.0
2227.0,25502274.0,251267260.0,173778300.0,123684630.0
2228.0,25526514.0,234087260.0,173523950.0,119872520.0
2229.0,26454066.0,232100340.0,183462740.0,125291540.0
2230.0,25349544.0,220161980.0,173129680.0,120497280.0
2231.0,25272402.0,212453250.0,172507540.0,119847360.0
2232.0,25280152.0,218964850.0,171973010.0,118990056.0
2233.0,24323168.0,208575140.0,171022530.0,118429480.0
2234.0,24631884.0,200846540.0,172174380.0,116624630.0
2235.0,26737496.0,196649620.0,175790240.0,116182410.0
2236.0,24635984.0,210558200.0,205546990.0,115552504.0
2237.0,27497006.0,190458300.0,170584820.0,115061590.0
2238.0,24614182.0,231817700.0,169621040.0,114499090.0
2239.0,24022286.0,183292400.0,168377100.0,114691510.0
2240.0,23912356.0,174525940.0,168285650.0,144082140.0
2241.0,23846520.0,176783060.0,168432830.0,113876320.0
2242.0,23780720.0,170311820.0,168079780.0,112779070.0
2243.0,26263460.0,501366300.0,167295540.0,103218056.0
2244.0,105952820.0,253516750.0,186425700.0,104495940.0
2245.0,36579690.0,204808300.0,168216400.0,102420310.0
2246.0,25097834.0,194362030.0,170534740.0,102278990.0
2247.0,23302720.0,209745100.0,169630580.0,101707190.0
2248.0,23887878.0,189974910.0,163888080.0,100918376.0
2249.0,25991548.0,189851900.0,164192980.0,97397790.0
2250.0,24773104.0,184720510.0,163205940.0,97111710.0
2251.0,23532266.0,175877200.0,165535220.0,111997160.0
2252.0,29228886.0,174589070.0,163939780.0,252986670.0
2253.0,28043680.0,172507410.0,162974910.0,141798130.0
2254.0,24647268.0,169789520.0,185650220.0,123887176.0
2255.0,22855932.0,174882640.0,161528860.0,122164270.0
2256.0,27212950.0,176544110.0,159226450.0,112209930.0
2257.0,24084550.0,168336800.0,156626820.0,112095544.0
2258.0,23027954.0,169593810.0,154778030.0,101139656.0
2259.0,42579150.0,168545400.0,154125180.0,101823370.0
2260.0,29314626.0,165947440.0,169404160.0,130731460.0
2261.0,26704392.0,164943890.0,167709600.0,102918824.0
2262.0,24741440.0,167944060.0,153416510.0,134726700.0
2263.0,22591900.0,164928640.0,178837200.0,120370080.0
2264.0,22025268.0,165954060.0,184974770.0,104418536.0
2265.0,32010298.0,408958800.0,156533490.0,105083620.0
2266.0,25753228.0,199003800.0,155377600.0,101816790.0
2267.0,25872680.0,189410830.0,159063570.0,140164800.0
2268.0,25186962.0,171337120.0,153651470.0,122220296.0
2269.0,22870780.0,168894900.0,173300430.0,101616216.0
2270.0,22799318.0,189314140.0,171841820.0,101412630.0
2271.0,30899380.0,169533170.0,161011630.0,101775520.0
2272.0,23310256.0,161959060.0,155532670.0,99813480.0
2273.0,27676986.0,241911900.0,176814720.0,98531896.0
2274.0,25496022.0,191081220.0,155466910.0,98425830.0
2275.0,24333634.0,181399550.0,153645970.0,97911690.0
2276.0,23516422.0,174657340.0,161693800.0,97387400.0
2277.0,23477890.0,169686050.0,154065840.0,99906420.0
2278.0,23508234.0,251501890.0,160987140.0,96818470.0
2279.0,23585708.0,182496980.0,153684930.0,96050770.0
2280.0,23525124.0,168825360.0,152956850.0,135855470.0
2281.0,23429724.0,253564800.0,176386080.0,110821336.0
2282.0,23397990.0,321518980.0,168947150.0,97164640.0
2283.0,27046622.0,238199260.0,171527900.0,171013940.0
2284.0,23184622.0,306960000.0,170337800.0,108460936.0
2285.0,23821890.0,230061870.0,153927870.0,212746880.0
2286.0,22656472.0,207564850.0,153603730.0,518843520.0
2287.0,26407650.0,202066500.0,152177860.0,237184780.0
2288.0,22855344.0,247670480.0,151355950.0,163399170.0
2289.0,23197142.0,244646050.0,150848600.0,137959330.0
2290.0,22672548.0,201777090.0,150589070.0,133215620.0
2291.0,22649726.0,192954940.0,154532930.0,123358700.0
2292.0,22597414.0,264723550.0,172467090.0,118609864.0
2293.0,22000532.0,191751310.0,239475630.0,117971330.0
2294.0,41434584.0,333673820.0,150581760.0,103951190.0
2295.0,50894344.0,238475330.0,149334860.0,122104690.0
2296.0,39755860.0,221101070.0,148308900.0,144309920.0
2297.0,28768280.0,196748900.0,149919940.0,118196760.0
2298.0,27861810.0,193866080.0,147809820.0,101798050.0
2299.0,24627514.0,192202990.0,147891870.0,112068430.0
2300.0,21557700.0,421824450.0,146834750.0,100889560.0
