time,GFDL-CM3,GISS-E2-R,IPSL-CM5A-LR,CANESM2,MPI-ESM-LR,CCSM4,GFDL-ESM2G,NORESM1-M,CNRM-CM5,CSIRO-MK3-6-0
2075.0,457522779756.0,555757822220.0,476521416000.0,491494021940.0,531844648310.0,528139565740.0,556655191010.0,511823203250.0,522608391500.0,532729538220.0
2076.0,451994198954.0,552823506530.0,470400473610.0,487015382954.0,527497369810.0,522426943330.0,552438951770.0,506304011740.0,517123612290.0,528470857126.0
2077.0,446995184884.0,547544270130.0,465452404980.0,481653549420.0,522909530900.0,517737034780.0,548703909430.0,500917462790.0,512256936730.0,523967490592.0
2078.0,441868615038.0,543695229890.0,460152250410.0,476672030760.0,518250468670.0,513228198960.0,544749103160.0,495823288560.0,507627023200.0,519124846612.0
2079.0,437018239818.0,540522682180.0,455899299250.0,471193081080.0,513737067850.0,507858658740.0,541033937290.0,490315935860.0,502085839990.0,514152820236.0
2080.0,432138887824.0,536757193700.0,450572825802.0,465961487440.0,509007846020.0,502461349980.0,536783639780.0,484964157000.0,494340036800.0,509161486950.0
2081.0,426802734198.0,533427406230.0,445570232836.0,460616896010.0,504146125110.0,497540004610.0,533214258050.0,480265816760.0,487187451900.0,504704805026.0
2082.0,421975617644.0,529358701830.0,440818212650.0,455720561194.0,499700112640.0,492369283990.0,529834510650.0,475357987340.0,481155910750.0,499601622556.0
2083.0,416625016064.0,526099115950.0,436342275920.0,450806948922.0,495530545990.0,487231443590.0,526506268260.0,469898603930.0,473995232410.0,494900633176.0
2084.0,411436427044.0,523880106300.0,430984114646.0,445204244548.0,490696124670.0,481959668420.0,522912753620.0,464063308540.0,470132177770.0,489928796388.0
2085.0,406192316804.0,519762366890.0,424909435990.0,439708124794.0,486621727680.0,477139758870.0,519959100070.0,459082884050.0,462073541910.0,485120901932.0
2086.0,401401160050.0,516315254630.0,418914864872.0,434453828904.0,481380353590.0,472247690780.0,515575922260.0,454119728990.0,458863281580.0,480532005394.0
2087.0,396722083516.0,514634472420.0,414190745954.0,429340832438.0,476811386344.0,466559498830.0,511506494940.0,448937584590.0,450134105140.0,475656597226.0
2088.0,391854899749.0,510606617240.0,409697465248.0,425047675670.0,471627083230.0,461282169454.0,506652300300.0,443556821990.0,443864383800.0,470704553456.0
2089.0,387312074017.0,507423173470.0,404250280668.0,419384418970.0,466432272116.0,455787501870.0,502647253780.0,437336458200.0,437642914710.0,465707352026.0
2090.0,381992338343.0,504228155220.0,399161213534.0,414488941436.0,461531663850.0,450099117220.0,500118859310.0,432210992620.0,431291850800.0,460102596578.0
2091.0,377040985139.0,500398567470.0,393999031110.0,408075217476.0,457299880634.0,444101942980.0,494887090450.0,426609757190.0,425114873270.0,454847415612.0
2092.0,372566811509.0,497196165500.0,389715303676.0,402963056476.0,452427747410.0,438836499640.0,490440905114.0,421106601330.0,418497656060.0,448934169126.0
2093.0,367894623182.0,493390115610.0,384015188962.0,397302837250.0,448058867850.0,433192840370.0,486156497404.0,416226649354.0,415970633030.0,443750344586.0
2094.0,363122471434.0,490202483130.0,378543687546.0,392050058956.0,443507308080.0,427424555730.0,482416805500.0,411084845266.0,406111777290.0,437865567445.0
2095.0,358150998937.0,486927075020.0,372471823782.0,385811193334.0,439086470430.0,422397780300.0,478245718800.0,405785625170.0,400365003080.0,431470293105.0
2096.0,353131748081.0,483909651430.0,367469789426.0,380844517035.0,434222490794.0,416820639762.0,475191808250.0,400662158134.0,393424997494.0,425986117822.0
2097.0,348604989744.0,480369753240.0,362651246062.0,375771182534.0,430027052370.0,411657563074.0,470234429820.0,394839740360.0,387299798250.0,419704004440.0
2098.0,344219101082.0,477170536100.0,356957400208.0,370576507166.0,425751744300.0,406585105326.0,467020315560.0,389506334850.0,381412770560.0,414151456124.0
2099.0,339629851174.0,474087313280.0,351520055208.0,365141074938.0,420802751812.0,400646713726.0,462347745074.0,384139787966.0,375935158960.0,408928557447.0
2100.0,334509204474.5,470471251910.0,348062380042.0,360618158980.0,416559538674.0,395282869690.0,457967726384.0,378865351898.0,371745354620.0,402460812503.0
