time,CANESM5,MRI-ESM2-0,CESM2-WACCM,IPSL-CM6A-LR
2000.0,15464052000.0,15464052000.0,15464052000.0,15464052000.0
2001.0,14999823000.0,14999823000.0,14999823000.0,14999823000.0
2002.0,14950886000.0,14950886000.0,14950886000.0,14950886000.0
2003.0,14855880000.0,14855880000.0,14855880000.0,14855880000.0
2004.0,14795238000.0,14795238000.0,14795238000.0,14795238000.0
2005.0,14791817000.0,14791817000.0,14791817000.0,14791817000.0
2006.0,14885375000.0,14885375000.0,14885375000.0,14885375000.0
2007.0,14755681000.0,14755681000.0,14755681000.0,14755681000.0
2008.0,15082558000.0,15082558000.0,15082558000.0,15082558000.0
2009.0,14866364000.0,14866364000.0,14866364000.0,14866364000.0
2010.0,14733953000.0,14733953000.0,14733953000.0,14733953000.0
2011.0,14775480000.0,14775480000.0,14775480000.0,14775480000.0
2012.0,14801619000.0,14801619000.0,14801619000.0,14801619000.0
2013.0,14680078000.0,14680078000.0,14680078000.0,14680078000.0
2014.0,14486150000.0,14486150000.0,14486150000.0,14486150000.0
2015.0,14421276000.0,14421276000.0,14421276000.0,14421276000.0
2016.0,14328409000.0,14328409000.0,14328409000.0,14328409000.0
2017.0,14287543000.0,14287543000.0,14287543000.0,14287543000.0
2018.0,14214502000.0,14214502000.0,14214502000.0,14214502000.0
2019.0,14146165000.0,14146165000.0,14146165000.0,14146165000.0
2020.0,14068512000.0,14068512000.0,14068512000.0,14068512000.0
2021.0,13924513000.0,13943158000.0,13926896000.0,13923102000.0
2022.0,13811912000.0,13895757000.0,13709122000.0,13761524000.0
2023.0,13693078000.0,13771309000.0,13553266000.0,13657351000.0
2024.0,13549014000.0,13620784000.0,13465207000.0,13532543000.0
2025.0,13371304000.0,13416920000.0,13188158000.0,13401191000.0
2026.0,13213970000.0,13233164000.0,12995747000.0,13191026000.0
2027.0,13114222000.0,13182046000.0,12765708000.0,13035851000.0
2028.0,12846582000.0,12973336000.0,12468760000.0,12754917000.0
2029.0,12584941000.0,12752477000.0,12096416000.0,12487136000.0
2030.0,12279258000.0,12553155000.0,11673241000.0,12159229000.0
2031.0,11992764000.0,12284163000.0,11449297000.0,11722042000.0
2032.0,11592819000.0,11984103000.0,11113028000.0,11408490000.0
2033.0,11218008000.0,11710510000.0,10728024000.0,11137106000.0
2034.0,10879630000.0,11555417000.0,10305062000.0,11010075000.0
2035.0,10602458000.0,11592706000.0,9781892000.0,10770916000.0
2036.0,10232082000.0,11218892000.0,9387812000.0,10438304000.0
2037.0,10006238000.0,10966642000.0,8935441000.0,10050741000.0
2038.0,9521393000.0,10556916000.0,8535886000.0,9833562000.0
2039.0,9172168000.0,10295160000.0,8216869400.0,9463372000.0
2040.0,8661672000.0,9915347000.0,7968564000.0,9115430000.0
2041.0,8127293000.0,9543566000.0,7581061000.0,8772408000.0
2042.0,7734853600.0,9125886000.0,7163081700.0,8250483000.0
2043.0,7268528000.0,8856951000.0,6906778600.0,7878864000.0
2044.0,6956632000.0,8589001700.0,6610606000.0,7477668400.0
2045.0,6652695000.0,8187879000.0,6260964000.0,7090649000.0
2046.0,6289477600.0,7898800000.0,6003673600.0,6859567000.0
2047.0,5985308700.0,7612614700.0,5721105000.0,6550972000.0
2048.0,5727130000.0,7259889000.0,5391064000.0,6323402000.0
2049.0,5466001000.0,6969785000.0,5113363000.0,6215066000.0
2050.0,5242049000.0,6701717500.0,4764111400.0,5827033000.0
2051.0,4982298600.0,6345212400.0,4513191000.0,5544642600.0
2052.0,4710656500.0,6130812000.0,4276066000.0,5341750000.0
2053.0,4513747500.0,5862161400.0,4122246400.0,5116726000.0
2054.0,4329722000.0,5620190000.0,3949581000.0,4843034000.0
2055.0,4163500500.0,5385403400.0,3700381200.0,4618687000.0
2056.0,3937865500.0,5153720300.0,3491775700.0,4496259600.0
2057.0,3705813000.0,5230336000.0,3261087700.0,4233431800.0
2058.0,3532802800.0,4883188700.0,3004393000.0,4032708900.0
2059.0,3327778600.0,4724392000.0,2865734400.0,3894227700.0
2060.0,3086847200.0,4574729000.0,2736269000.0,3811737000.0
2061.0,2931564500.0,4443522600.0,2647709000.0,3594461400.0
2062.0,2805162500.0,4326881300.0,2470136300.0,3425820400.0
2063.0,2652934400.0,4186833400.0,2340002000.0,3283962000.0
2064.0,2472985000.0,4059906000.0,2246578700.0,3141888300.0
2065.0,2357351000.0,4288242200.0,2109175400.0,3039513000.0
2066.0,2207769300.0,3974846500.0,2015828000.0,2910358300.0
2067.0,2093663500.0,3828588300.0,1907049700.0,2789829000.0
2068.0,2024671900.0,3865400800.0,1776640500.0,2685589200.0
2069.0,1913023500.0,3659590700.0,1759272100.0,2566980400.0
2070.0,1805127400.0,3652737300.0,1637259000.0,2488020000.0
2071.0,1674507800.0,3550932000.0,1564216000.0,2385036000.0
2072.0,1564872100.0,3459601400.0,1538880800.0,2274795300.0
2073.0,1446909200.0,3325956600.0,1352176800.0,2165674000.0
2074.0,1315858400.0,3362640600.0,1301258800.0,2052642300.0
2075.0,1255396000.0,3211444000.0,1192636500.0,1916063100.0
2076.0,1156187100.0,3408665000.0,1107229600.0,1871088100.0
2077.0,1075392600.0,3100377000.0,1076882300.0,1795721200.0
2078.0,1015024500.0,3072368000.0,1020060300.0,1678992900.0
2079.0,986172200.0,2958327800.0,1027024100.0,1558673300.0
2080.0,941436400.0,2895365600.0,927643000.0,1480403800.0
2081.0,893479230.0,2790791200.0,870207600.0,1427800700.0
2082.0,888136770.0,2695892500.0,844633700.0,1378962800.0
2083.0,813987700.0,2743336700.0,813332300.0,1293756800.0
2084.0,762446000.0,3447487200.0,757350200.0,1255974000.0
2085.0,828619400.0,2726685400.0,735636740.0,1231365400.0
2086.0,769252100.0,2636240600.0,778448830.0,1219949300.0
2087.0,699078460.0,2538649000.0,730773500.0,1104262100.0
2088.0,806614300.0,2535742500.0,1205608100.0,1050336060.0
2089.0,672034800.0,2451717000.0,855233900.0,1720566700.0
2090.0,756024640.0,2787736000.0,702118600.0,1036101760.0
2091.0,682689860.0,2384624000.0,778370750.0,1018050240.0
2092.0,646986400.0,2374770400.0,666723460.0,956547700.0
2093.0,590598500.0,2643427800.0,904434940.0,1010776960.0
2094.0,641963260.0,2390274600.0,641074200.0,888241300.0
2095.0,640367400.0,2233968400.0,667698370.0,914592830.0
2096.0,872394940.0,2067091100.0,872152450.0,868459840.0
2097.0,565267400.0,2044118700.0,648695740.0,857053100.0
2098.0,542377540.0,2041431000.0,900518200.0,811691400.0
2099.0,656118140.0,2664285000.0,696506400.0,799259300.0
2100.0,617229950.0,2292683800.0,924078500.0,789956740.0
2101.0,1019329340.0,2414470700.0,609830140.0,747530240.0
2102.0,554312500.0,2310752000.0,637267100.0,765614600.0
2103.0,575665400.0,4717144600.0,657379100.0,747029200.0
2104.0,514432860.0,2401676000.0,697619100.0,787724600.0
2105.0,499706050.0,2591392300.0,548700200.0,714342700.0
2106.0,750818700.0,2361770500.0,594085300.0,843926340.0
2107.0,599936100.0,2441895400.0,548894100.0,802298600.0
2108.0,551090600.0,2523064300.0,629363840.0,759807200.0
2109.0,517194300.0,4571139600.0,524437920.0,757915650.0
2110.0,492958430.0,2941698300.0,585321540.0,756926850.0
2111.0,523484930.0,2678388000.0,799026700.0,720478500.0
2112.0,573268900.0,6467437600.0,611624600.0,661542700.0
2113.0,579408200.0,5712457000.0,796448000.0,644525600.0
2114.0,540531400.0,4207966000.0,1934399700.0,1126658300.0
2115.0,531659400.0,3428775000.0,1638516000.0,899283000.0
2116.0,594964900.0,5078975000.0,2843033900.0,1168773900.0
2117.0,540908300.0,3884586800.0,2079187000.0,1046434700.0
2118.0,586074240.0,3745160000.0,1431732700.0,795204100.0
2119.0,530957280.0,3276638200.0,1492578200.0,689212600.0
2120.0,747558900.0,6948344300.0,1121790600.0,682533300.0
2121.0,639608700.0,5909684000.0,1139308000.0,888082370.0
2122.0,949666100.0,5400351000.0,899811500.0,693561860.0
2123.0,1774957000.0,6356942300.0,1968519400.0,739765700.0
2124.0,1022234560.0,5051825700.0,2281839600.0,765720300.0
2125.0,923959940.0,7950291500.0,1648020500.0,1818000400.0
2126.0,743935000.0,7599726000.0,1661752800.0,945231400.0
2127.0,810593700.0,7442316000.0,4000709400.0,2809267200.0
2128.0,741593800.0,7701748700.0,2202443000.0,1150230300.0
2129.0,1129459300.0,6146745000.0,1378677200.0,1005213950.0
2130.0,719203100.0,6291969500.0,2055933000.0,856677300.0
2131.0,967748500.0,9019418000.0,1843294000.0,1078176500.0
2132.0,756680300.0,7316773000.0,1343140700.0,812712300.0
2133.0,1011998500.0,6840015000.0,1230337000.0,1233883500.0
2134.0,929347260.0,6137179600.0,1192612700.0,969540030.0
2135.0,791698500.0,5984059000.0,1068288200.0,911472960.0
2136.0,879853400.0,6195900400.0,1330233300.0,878925300.0
2137.0,877010050.0,8274662400.0,1940144400.0,877234940.0
2138.0,771902140.0,8481012700.0,1106999700.0,770961300.0
2139.0,755729700.0,6934634000.0,1384497500.0,738618100.0
2140.0,1482221700.0,5878079000.0,1682608900.0,919918000.0
2141.0,1169717500.0,5833462300.0,1345060400.0,734979500.0
2142.0,755906940.0,8043175000.0,1480332900.0,1098172300.0
2143.0,794477060.0,6798687700.0,1324001700.0,917079550.0
2144.0,871328800.0,6284104700.0,2143910700.0,800004400.0
2145.0,863316740.0,6161509000.0,1995323100.0,832662000.0
2146.0,811110600.0,5631097000.0,1829632900.0,1634777300.0
2147.0,1350784000.0,6187645400.0,1339724300.0,1788493600.0
2148.0,1115624200.0,5824588000.0,1487077000.0,957369340.0
2149.0,859406600.0,8137016000.0,4110444300.0,866102140.0
2150.0,915526200.0,6155002400.0,2284777700.0,809577800.0
2151.0,782367550.0,6281205000.0,1454604400.0,1037781440.0
2152.0,2311801900.0,5669366300.0,1298570600.0,1316885800.0
2153.0,1269661200.0,5831181300.0,3285450800.0,1053406200.0
2154.0,1167224600.0,5520674000.0,2687700700.0,897456830.0
2155.0,5048846300.0,5433763300.0,2119147800.0,844408300.0
2156.0,2174819600.0,6191606000.0,2005882800.0,1031061440.0
2157.0,1680254600.0,5956052000.0,1652108000.0,1245090200.0
2158.0,1115313700.0,5660733000.0,1675783600.0,1210332200.0
2159.0,2223470800.0,5458415000.0,1524257700.0,2550397400.0
2160.0,1093195900.0,7400899600.0,1518883100.0,1225677400.0
2161.0,1089687400.0,5838443500.0,1883006600.0,1132543000.0
2162.0,1062478800.0,7173890000.0,1788374400.0,4528213000.0
2163.0,1263512400.0,5824905700.0,2129304300.0,1296003200.0
2164.0,1190047100.0,9359044000.0,1755878300.0,955396800.0
2165.0,1786345700.0,8782608000.0,1747300700.0,1716514400.0
2166.0,1860791800.0,7114854000.0,1338189300.0,1446590100.0
2167.0,1551988700.0,8887970000.0,1351357300.0,1113615500.0
2168.0,1698378500.0,10562336000.0,1297680000.0,2902433000.0
2169.0,1521208400.0,8133688000.0,1289391700.0,1268489500.0
2170.0,1255449700.0,8869799000.0,1584450800.0,1436582900.0
2171.0,1362841000.0,7727762400.0,1622671400.0,3149883000.0
2172.0,2109207600.0,7179147300.0,1343155800.0,2763203300.0
2173.0,1791753200.0,7070632000.0,1281330200.0,1874446800.0
2174.0,1548496600.0,6662723600.0,1482940800.0,1608467500.0
2175.0,1321039000.0,6462542000.0,1323816000.0,1945005800.0
2176.0,1713883600.0,7538260000.0,1492785900.0,1315118200.0
2177.0,1491789300.0,6653306400.0,1607878500.0,1310066400.0
2178.0,1455360300.0,8428841500.0,1656223200.0,1603265400.0
2179.0,1974038400.0,6752928000.0,1474007600.0,1698302500.0
2180.0,1849878800.0,6834239000.0,1305690500.0,3381958100.0
2181.0,1731873900.0,6604016000.0,1362106500.0,1794629000.0
2182.0,1511018400.0,8101362000.0,1269637600.0,1660440000.0
2183.0,1359548500.0,6697676000.0,1412767100.0,1574073900.0
2184.0,1404619000.0,6401716000.0,1755744500.0,1408021200.0
2185.0,1311141400.0,6448461000.0,4055321900.0,1288014800.0
2186.0,1373645200.0,7868679000.0,2701927000.0,1318065900.0
2187.0,2402597600.0,8937663000.0,2711005200.0,1399553500.0
2188.0,1863430000.0,7477920300.0,1765271200.0,1418506100.0
2189.0,3122633500.0,8640384000.0,1615117200.0,2652304000.0
