time,CANESM5,MRI-ESM2-0,CESM2-WACCM,IPSL-CM6A-LR
2190.0,2306920000.0,7097628700.0,1413030300.0,2120575000.0
2191.0,2131016400.0,6875003400.0,2043970200.0,1407576000.0
2192.0,1994857300.0,8509577700.0,3011614500.0,1324071000.0
2193.0,1700063700.0,6992998000.0,2111283700.0,1610921300.0
2194.0,1749976400.0,7913008600.0,1848456100.0,1339451600.0
2195.0,1614411900.0,7448426000.0,2034857100.0,1303956700.0
2196.0,1620659100.0,7282535400.0,2050945000.0,1834763900.0
2197.0,1684328100.0,9844231000.0,1457130200.0,2496749000.0
2198.0,1571794800.0,8449758000.0,1435285100.0,1570481000.0
2199.0,2300585500.0,7666111500.0,1619848200.0,1429152300.0
2200.0,1602778200.0,7329071600.0,1596382200.0,1364924300.0
2201.0,3794924300.0,9517253000.0,1501597800.0,1621416100.0
2202.0,2836710700.0,9054407000.0,5855831000.0,1289436900.0
2203.0,2370110500.0,7911323000.0,2683351000.0,1940033000.0
2204.0,1759310100.0,7758208500.0,3436038100.0,1365016600.0
2205.0,1621255700.0,7886929400.0,2157115100.0,3166538000.0
2206.0,1521753200.0,8183547000.0,1676632300.0,1714475900.0
2207.0,1587097600.0,8474992000.0,1554837500.0,1645495200.0
2208.0,2533597000.0,8277228000.0,1444757100.0,5649003500.0
2209.0,2136721400.0,8085293600.0,1451151400.0,3911565300.0
2210.0,1701167500.0,7562578000.0,1565251100.0,3147634400.0
2211.0,1954875500.0,7490138600.0,1734559100.0,2169945000.0
2212.0,1758920700.0,7818400300.0,1560639000.0,1655544300.0
2213.0,1857426200.0,7934692400.0,1421831400.0,1689413800.0
2214.0,1619174800.0,8890933000.0,1495235500.0,1657492900.0
2215.0,1795731000.0,7964699000.0,1452503300.0,1521452500.0
2216.0,1558362900.0,7632604000.0,1391423600.0,3460881200.0
2217.0,1614039200.0,7689535500.0,1413446700.0,3601024500.0
2218.0,1514627800.0,7640072000.0,1469318300.0,2246880800.0
2219.0,1688157600.0,7577813500.0,1739291000.0,1867358300.0
2220.0,1762960100.0,7733848600.0,2017811500.0,1775981400.0
2221.0,1588382200.0,8322621400.0,1419215400.0,1953102700.0
2222.0,1660355700.0,8727356000.0,2189457700.0,1869193500.0
2223.0,2334967600.0,7939282400.0,2128818700.0,1797306900.0
2224.0,1762478500.0,7789511700.0,2146726000.0,3610180900.0
2225.0,1625846000.0,9508432000.0,2059255600.0,3076071400.0
2226.0,2732143900.0,9838166000.0,1553942500.0,2230892800.0
2227.0,1953619200.0,8116710000.0,1543315100.0,5675230700.0
2228.0,1943690500.0,8178371600.0,1423025200.0,4393289700.0
2229.0,2242381300.0,8040029000.0,1444414700.0,4330957300.0
2230.0,2267907600.0,8482518500.0,1620425300.0,3513160200.0
2231.0,1816122200.0,8944856000.0,1674869800.0,3056751600.0
2232.0,1825889700.0,8893099000.0,1586065700.0,2690941200.0
2233.0,1925297400.0,8400455700.0,2533430300.0,2476541000.0
2234.0,1683642200.0,8249447400.0,2005069200.0,3120960300.0
2235.0,1745117700.0,9645470000.0,2046822500.0,2878259000.0
2236.0,1684823600.0,8296347600.0,1742858900.0,2991703300.0
2237.0,1742479500.0,9439795000.0,1558695200.0,2545230000.0
2238.0,1684208500.0,8142955000.0,1519233700.0,2430106000.0
2239.0,1747309200.0,8427676000.0,1457406300.0,2646953700.0
2240.0,1700701600.0,9554607000.0,1484162600.0,4464358000.0
2241.0,1820242400.0,8684762000.0,1680035500.0,2808567300.0
2242.0,1684923300.0,8826416000.0,1457197400.0,2717648400.0
2243.0,1641312400.0,12642043000.0,1525830500.0,2604127000.0
2244.0,1667492900.0,9152428000.0,1457924900.0,3099037700.0
2245.0,1868150100.0,10099023000.0,1483833900.0,3883942700.0
2246.0,2076403300.0,9580923000.0,1417205900.0,2851892500.0
2247.0,1708663000.0,9221156000.0,1413520400.0,2797888800.0
2248.0,1810632300.0,10510633000.0,1870038000.0,2415595000.0
2249.0,1667443300.0,11099093000.0,1602711200.0,2362966500.0
2250.0,1773576200.0,10878161000.0,1527581800.0,2459517400.0
2251.0,1647806200.0,9989458000.0,1449240700.0,3645534200.0
2252.0,1968682900.0,10149858000.0,1478369700.0,2514536000.0
2253.0,1913820400.0,9846978000.0,1385180400.0,2259233000.0
2254.0,2465119000.0,10344874000.0,1509796000.0,2221418000.0
2255.0,2202513700.0,9929505000.0,1374319000.0,2448695800.0
2256.0,1871640600.0,9605304000.0,1560999200.0,2262682400.0
2257.0,1891171500.0,10387652000.0,1525574400.0,2176314400.0
2258.0,2049769000.0,10279254000.0,1512752900.0,2238132200.0
2259.0,2735871200.0,9653074000.0,1633333400.0,2287033300.0
2260.0,2510789600.0,9640450000.0,1464045400.0,2451478300.0
2261.0,2168380400.0,9524871000.0,1378442400.0,2346257200.0
2262.0,1967171200.0,11055899000.0,1410492800.0,2405092900.0
2263.0,4362650000.0,10321185000.0,1317979500.0,2297630500.0
2264.0,2437235200.0,10208187000.0,1299428500.0,2175400700.0
2265.0,2025387600.0,9946393000.0,1336080500.0,2371529000.0
2266.0,2190811600.0,9963864000.0,1317443200.0,2556277000.0
2267.0,3602305000.0,10676934000.0,1346458000.0,2366304300.0
2268.0,2707931600.0,9814143000.0,1272929200.0,2726228700.0
2269.0,2938404400.0,9769957000.0,1453968500.0,2162822700.0
2270.0,2219902200.0,10680750000.0,1250019000.0,2170024400.0
2271.0,2052739600.0,9838565000.0,1258336400.0,2122551400.0
2272.0,1937411700.0,9999411000.0,1261337300.0,2541795800.0
2273.0,2004760200.0,10488481000.0,1245937900.0,2253467400.0
2274.0,1892465500.0,9967699000.0,1802491100.0,2156164400.0
2275.0,1852003000.0,10356553000.0,1727237500.0,2206141400.0
2276.0,2403300900.0,10580537000.0,1604179100.0,2136535700.0
2277.0,2049555700.0,9897902000.0,1211723400.0,2107745500.0
2278.0,1921767000.0,9796198000.0,1280714600.0,2726404600.0
2279.0,2047656000.0,9851420000.0,1196889300.0,2109049900.0
2280.0,1873203800.0,10597377000.0,1160419600.0,2077102600.0
2281.0,2044144100.0,9890450000.0,1245392800.0,2052882800.0
2282.0,2141649800.0,10958911000.0,1293925100.0,2469819400.0
2283.0,1938865500.0,10096858000.0,1217936100.0,2114236800.0
2284.0,2114187400.0,10573468000.0,1266172000.0,2115476700.0
2285.0,2009661800.0,10020940000.0,1124232700.0,2050464600.0
2286.0,1898824300.0,10141402000.0,1111144200.0,2112034200.0
2287.0,2516281600.0,10853569000.0,1096485900.0,2063006600.0
2288.0,2647785200.0,10053880000.0,1288242300.0,2029409300.0
2289.0,2284324600.0,10089106000.0,1140770300.0,2374081800.0
2290.0,2201459200.0,10451127000.0,1138971000.0,2676982300.0
2291.0,2134690000.0,10081526000.0,1101572100.0,2179348700.0
2292.0,2029097700.0,9941075000.0,1054914750.0,2214928600.0
2293.0,1960602100.0,10221126000.0,1036652860.0,4888881000.0
2294.0,1993106000.0,9973102000.0,1061786900.0,2804770800.0
2295.0,2635536000.0,10641682000.0,1034053200.0,3691359000.0
2296.0,2237126400.0,10031715000.0,1038300800.0,2455431000.0
2297.0,2631090200.0,9861027000.0,1066007600.0,2947614000.0
2298.0,2246445300.0,10209507000.0,1013041600.0,3421709300.0
2299.0,2143685900.0,9824522000.0,986716860.0,3333732400.0
2300.0,2533697800.0,10443376000.0,968734000.0,2862815200.0
