time,CANESM5,IPSL-CM6A-LR,CESM2-WACCM,MRI-ESM2-0,ACCESS-CM2,ACCESS-ESM1-5
2037.0,10500966000.0,10930230000.0,10127305000.0,11392683000.0,10162682000.0,10944781000.0
2038.0,10118159000.0,10567913000.0,9683986000.0,11067485000.0,9880157000.0,10712168000.0
2039.0,9776305000.0,10183807000.0,9286400000.0,10952596000.0,9445755000.0,10448428000.0
2040.0,9496796000.0,9775174000.0,8891117000.0,10697339000.0,9046657000.0,10277811000.0
2041.0,9119117000.0,9524770000.0,8503066000.0,10424067000.0,8742711000.0,10036329000.0
2042.0,8829408000.0,9130249000.0,8141400000.0,10219004000.0,8428559400.0,9658146000.0
2043.0,8563340300.0,8808928000.0,7873527300.0,10075835000.0,8182704000.0,9328715000.0
2044.0,8337825000.0,8538863000.0,7581533700.0,9746435000.0,7898483000.0,9215548000.0
2045.0,8060817400.0,8346614000.0,7270421000.0,9488089000.0,7802959400.0,8871310000.0
2046.0,7874775000.0,8028840400.0,7067048000.0,9202071000.0,7395125000.0,8768869000.0
2047.0,7559213000.0,7783958000.0,6822769000.0,9033309000.0,7175250000.0,8453810000.0
2048.0,7338139000.0,7496878600.0,6539222500.0,8787266000.0,6725411000.0,8217396000.0
2049.0,7206240000.0,7331622400.0,6318777000.0,8566387000.0,6424463000.0,7945853400.0
2050.0,6988472300.0,7132592000.0,6166003700.0,8430806500.0,6224121000.0,7655203000.0
2051.0,6792013300.0,6807956500.0,5922487000.0,8129381400.0,6102397400.0,7414731000.0
2052.0,6657091000.0,6591551000.0,5654309000.0,7905320400.0,5864941600.0,7267461000.0
2053.0,6381187000.0,6419478500.0,5381228500.0,7761426000.0,5613251600.0,7060303000.0
2054.0,6204927000.0,6255480300.0,5178851000.0,7593356000.0,5432390700.0,6908143000.0
2055.0,5964749300.0,6041575400.0,5002653000.0,7332224500.0,5177268700.0,6657462300.0
2056.0,5815527000.0,5852642300.0,4919067600.0,7163959000.0,5035956000.0,6726426600.0
2057.0,5603207000.0,5615677000.0,4662544000.0,7111807500.0,4856494600.0,6422853000.0
2058.0,5351960000.0,5563024400.0,4498127400.0,7212672000.0,4716843000.0,6194500600.0
2059.0,5146766300.0,5313304600.0,4369586000.0,6852707000.0,4551609000.0,5981536000.0
2060.0,4950288000.0,5105593000.0,4196311600.0,6693038600.0,4406305300.0,5801385500.0
2061.0,4771856000.0,5295625700.0,4056175600.0,6550827500.0,4200728800.0,5669801500.0
2062.0,4659686000.0,4907966000.0,3964988000.0,6494851600.0,4093619000.0,5536951000.0
2063.0,4526118000.0,4690845000.0,3903049000.0,6497825000.0,3981584100.0,5504926000.0
2064.0,4382346000.0,4514429400.0,3752205800.0,6402550300.0,3849447200.0,5255814700.0
2065.0,4215165400.0,4404424000.0,3611033300.0,6102153000.0,3716831700.0,5191609300.0
2066.0,4187512000.0,4277747500.0,3534251800.0,5946210300.0,3687699500.0,5373187000.0
2067.0,4011414000.0,4246998300.0,3441272300.0,5874916400.0,3531914500.0,4932050000.0
2068.0,3904284000.0,4098748400.0,3298360800.0,6301719600.0,3382869000.0,4839274500.0
2069.0,3797210600.0,3962676700.0,3211613200.0,5723297300.0,3272534500.0,4742824000.0
2070.0,3694011600.0,3783778000.0,3149785300.0,5613648400.0,3162660600.0,4672234500.0
2071.0,3576495900.0,3689881000.0,3246242300.0,5685793000.0,3079796000.0,4517617700.0
2072.0,3478319600.0,3559578600.0,3015989500.0,5837268000.0,3116262000.0,4504576000.0
2073.0,3301812000.0,3465844000.0,3011040000.0,5542857000.0,2916256300.0,4378240500.0
2074.0,3228276500.0,3345300700.0,3071572700.0,5714019300.0,2829454600.0,4268312600.0
2075.0,3138067500.0,3241943800.0,2837264000.0,5335723500.0,2736022000.0,4177370600.0
2076.0,3193938200.0,3156828000.0,2909757000.0,5223736000.0,2653729800.0,4109193000.0
2077.0,2983312000.0,3050176500.0,3080625200.0,5145596000.0,2670976000.0,4232450000.0
2078.0,2899247400.0,2927862500.0,2735063300.0,5076565500.0,2553323000.0,3958626600.0
2079.0,2800617000.0,3060830000.0,2769814000.0,4972870700.0,2384018000.0,3948909600.0
2080.0,2729612800.0,2791618800.0,2572929800.0,4855594000.0,2290054100.0,3811549000.0
2081.0,2665549000.0,2743537000.0,2651283200.0,5085461000.0,2344974300.0,3747330800.0
2082.0,2638060300.0,2643529200.0,2898602200.0,4791388700.0,2268969200.0,3595558000.0
2083.0,2765848800.0,2579805000.0,2783080200.0,4748219400.0,2073381100.0,3587285500.0
2084.0,2511037400.0,2514570500.0,2408534500.0,4635016700.0,2395364900.0,3412849200.0
2085.0,2443048700.0,2402634800.0,2314196200.0,4578679300.0,2005450600.0,3357480700.0
2086.0,2309222000.0,2365454000.0,2231314700.0,4509697000.0,2006212600.0,3220810000.0
2087.0,2176737500.0,2605961500.0,2195978500.0,4411479000.0,1854494000.0,3081878000.0
2088.0,2368557600.0,2305374700.0,2336797200.0,4374449700.0,1790863000.0,3023903500.0
2089.0,2182971400.0,2208155100.0,2092767500.0,4291413000.0,1704004100.0,3172881200.0
2090.0,2102009500.0,2268813600.0,1980712800.0,4245876500.0,1647152500.0,2939246300.0
2091.0,1981343600.0,2064557000.0,2035911400.0,4157320700.0,1575841200.0,2823567600.0
2092.0,1960192900.0,1996891600.0,1954325900.0,4088294700.0,1501127800.0,2724072200.0
2093.0,2262089700.0,2241680000.0,1863630200.0,4037271800.0,1444586000.0,2621130200.0
2094.0,1881699700.0,1977507500.0,1855597700.0,4239010000.0,1402626600.0,2579133200.0
2095.0,1799964800.0,1936038000.0,1745781100.0,4111078700.0,1360084200.0,2507305700.0
2096.0,1797348200.0,1917034000.0,1677986800.0,3873031400.0,1325804000.0,2586503000.0
2097.0,1712467500.0,2164790000.0,1656146000.0,3869399000.0,1277183600.0,2539220700.0
2098.0,1675820900.0,1870165100.0,1666951800.0,3898305300.0,1244011400.0,2489682400.0
2099.0,1730049500.0,1700637200.0,1572974800.0,3770479400.0,1213388200.0,2366297900.0
2100.0,1767908400.0,1670688900.0,1572776100.0,3906456000.0,1194539100.0,2303301400.0
2101.0,1644026400.0,1658174000.0,1666778600.0,4440553000.0,1163083400.0,2262256400.0
2102.0,1607507600.0,1601169500.0,1523193000.0,4015501600.0,1240427400.0,2178834200.0
2103.0,1505782800.0,1647541100.0,1558806700.0,3719972600.0,1099194000.0,2220502800.0
2104.0,2185766400.0,1665588100.0,1488025700.0,5199216000.0,1042618700.0,2171839500.0
2105.0,1540148700.0,1666656000.0,1507736400.0,4181747200.0,1013645950.0,2083835900.0
2106.0,1524335000.0,1868663600.0,1464572900.0,4118687000.0,986677900.0,2163464000.0
2107.0,1484179000.0,1620342700.0,1391593700.0,3950032400.0,973576300.0,2025714300.0
2108.0,1532322700.0,1507413000.0,1376210300.0,3917702100.0,949457540.0,2181307400.0
2109.0,1455882100.0,1642823000.0,1363368200.0,5542184000.0,944188400.0,1983207200.0
2110.0,1430824000.0,1915564700.0,1330187100.0,4299950600.0,915529860.0,1919525900.0
2111.0,1388263700.0,2086001200.0,1331166500.0,5573878300.0,908475100.0,1951319300.0
2112.0,1339987800.0,2525530600.0,1281417000.0,4555131400.0,887969200.0,1833353500.0
2113.0,1345179400.0,1648270200.0,1319066800.0,5542018600.0,883296000.0,1835624700.0
2114.0,1559187700.0,1506747100.0,1417766900.0,4922039300.0,868867600.0,1835099800.0
2115.0,1698496400.0,1433187100.0,1457092100.0,4219011600.0,846135500.0,1856337500.0
2116.0,1368016500.0,1432924900.0,1250443100.0,3681722000.0,907268400.0,1714995600.0
2117.0,1593206700.0,1370196600.0,1219833700.0,3859478800.0,797131650.0,1694208500.0
2118.0,1315288200.0,1571491700.0,1194131300.0,3560217300.0,785764800.0,3218025500.0
2119.0,1602224400.0,1367950300.0,1194890500.0,3520954400.0,758073300.0,1806572400.0
2120.0,1334602900.0,1358545700.0,1259650700.0,5406387000.0,899258750.0,1664514000.0
2121.0,1330354600.0,1604833500.0,1231686700.0,5182839000.0,740782200.0,1620167600.0
2122.0,1359311700.0,1472310900.0,1164016100.0,3933195800.0,730673700.0,1591298400.0
2123.0,1497944700.0,1295747600.0,1196541700.0,3803065000.0,728524600.0,1555399300.0
2124.0,1481293400.0,1280076500.0,1155205200.0,4391168500.0,716195650.0,1547484900.0
2125.0,1735172200.0,1538641900.0,1187737000.0,3653543400.0,700066050.0,1493350400.0
2126.0,1515903100.0,1306063700.0,1177966600.0,4223352000.0,694453200.0,1500892000.0
2127.0,1327122400.0,1266100700.0,1148215600.0,3934935600.0,678464100.0,1488027800.0
2128.0,1304851700.0,1248753500.0,1109232000.0,4039939600.0,714181200.0,1451982100.0
2129.0,1435576600.0,1225494400.0,1412247200.0,7542623000.0,689807170.0,1387965300.0
2130.0,1414370700.0,1353095800.0,1277386500.0,6095949000.0,1226147800.0,1408746800.0
2131.0,1284559900.0,1236350800.0,1096198400.0,4230950700.0,676331260.0,1359908900.0
2132.0,1499579100.0,1209662300.0,1168501400.0,4402493000.0,646321600.0,1337943800.0
2133.0,1369859100.0,1215525400.0,1161074300.0,4513636400.0,637153660.0,1279017700.0
2134.0,1396048500.0,1165468900.0,1047440900.0,5529444000.0,626637250.0,1252671500.0
2135.0,1441231100.0,1190803000.0,1054436300.0,4364794400.0,639953340.0,1293087500.0
2136.0,1297999100.0,1178398500.0,1459235200.0,4133276700.0,610709000.0,1266105500.0
2137.0,1268506900.0,1157682000.0,1133608800.0,3963741200.0,606355840.0,1235356200.0
2138.0,1499496600.0,1630237200.0,1049552000.0,3961719000.0,602650500.0,1209336400.0
2139.0,1278402000.0,1193011000.0,1025034750.0,3873002500.0,608239200.0,1659645400.0
2140.0,1616971500.0,1216989400.0,1031103740.0,5075773000.0,597053060.0,1351628000.0
2141.0,1267705500.0,1191004000.0,1017266500.0,4413311000.0,582705660.0,1252504600.0
2142.0,1240791900.0,1602599000.0,1049922940.0,6100863500.0,584837500.0,1230520700.0
2143.0,1452329500.0,1201074000.0,1082256900.0,4954836000.0,1142668900.0,1203053200.0
2144.0,1489596300.0,1284357400.0,1177624700.0,4830104600.0,713580500.0,1213213200.0
2145.0,1381324900.0,1436684300.0,1024660300.0,4727182000.0,617815500.0,1171628700.0
2146.0,1335400700.0,1261770400.0,1002120900.0,4372114400.0,762495100.0,1140706200.0
2147.0,1358091500.0,1214083000.0,997777150.0,5305517000.0,597191740.0,1115178500.0
2148.0,2004161900.0,1300758100.0,1050553200.0,4815510000.0,569210600.0,1102381700.0
2149.0,1535986400.0,4055767000.0,979216800.0,5070870500.0,671337900.0,1313172900.0
2150.0,1308190000.0,2330297900.0,1212361700.0,4603283500.0,579182800.0,3258615800.0
2151.0,1429145700.0,1725070200.0,1200339800.0,5819440000.0,549728600.0,1670067700.0
2152.0,1393725700.0,1496143900.0,1095649000.0,5099297000.0,544907000.0,1536023200.0
2153.0,1386185300.0,1683724000.0,974986900.0,4541227500.0,544287300.0,1158476000.0
2154.0,1334985200.0,1473842800.0,938141000.0,4923239000.0,530905860.0,1479944100.0
2155.0,1304257800.0,1371535900.0,1320482000.0,6828291600.0,545309600.0,1109773300.0
2156.0,1928247900.0,1256566400.0,1003905900.0,6140188700.0,533127500.0,1492348900.0
2157.0,1910857700.0,1215485800.0,917122050.0,4976579000.0,1042330750.0,2326688300.0
2158.0,1431777000.0,1192480800.0,901026400.0,4913580500.0,583870200.0,2047068800.0
2159.0,1368902800.0,1176636700.0,928367000.0,6997036500.0,594731260.0,1516947200.0
2160.0,1327623200.0,1176495500.0,914465540.0,4955136500.0,564296640.0,1453983700.0
2161.0,1808192500.0,1488939400.0,1153494300.0,4936348000.0,518755970.0,1352671200.0
2162.0,1617389300.0,1125997300.0,1115114800.0,5085056000.0,539121200.0,1374547800.0
2163.0,1816403200.0,1192538100.0,965996800.0,4963956000.0,536857800.0,1732385500.0
2164.0,1448766100.0,1120715400.0,1053476900.0,5365764000.0,496535870.0,2515172400.0
2165.0,1412697500.0,1150204000.0,2057915300.0,5139950600.0,659892160.0,1731632600.0
2166.0,1654127500.0,1102861300.0,1110631800.0,5452631600.0,507652380.0,1289541000.0
2167.0,1582628100.0,1236849400.0,999141300.0,5793449000.0,547024260.0,2743052300.0
2168.0,1558349200.0,1120445600.0,896933800.0,5181671000.0,1381336400.0,2867717000.0
2169.0,1556925800.0,1150600700.0,947200000.0,4981417500.0,614123140.0,2416461300.0
2170.0,1788283600.0,1207575400.0,907705540.0,4901000000.0,968622900.0,2063924500.0
2171.0,2025048600.0,1203003900.0,965899300.0,4844757000.0,596139800.0,1711112200.0
2172.0,2961085700.0,1169284600.0,1251634700.0,5354949000.0,545877300.0,1792621600.0
2173.0,2284929500.0,1079223200.0,1031703700.0,6422642700.0,549082400.0,1933143000.0
2174.0,1907084400.0,1138596000.0,1625557800.0,5590240000.0,567892800.0,1608906100.0
2175.0,1729482800.0,1095112000.0,950577600.0,5263953400.0,572004900.0,1790735900.0
2176.0,1628114600.0,1153928000.0,1017254850.0,4962990600.0,605385540.0,2312391700.0
2177.0,2663052800.0,1161391000.0,1158906200.0,5099499000.0,540902500.0,1587336000.0
2178.0,1951177300.0,1085489500.0,917083140.0,9352310000.0,667723200.0,1598696100.0
2179.0,2179935200.0,1118849300.0,1132623100.0,6888108000.0,534043200.0,1817231400.0
2180.0,1867924000.0,1137860600.0,999178200.0,7983940600.0,912575940.0,2015263100.0
2181.0,1742322400.0,1053430900.0,1028480060.0,7671033000.0,587555200.0,1667466000.0
2182.0,1731101400.0,1108908500.0,1154956900.0,6166610000.0,563917950.0,1466019500.0
2183.0,2922053400.0,1276932500.0,1106152200.0,5836856000.0,550801000.0,2138543600.0
2184.0,1872354700.0,1099024800.0,1271337100.0,5719716000.0,561569300.0,1492803600.0
2185.0,2253909200.0,1254704800.0,1059734400.0,6212062000.0,559778400.0,1397478500.0
2186.0,1720514200.0,1289462500.0,1042907800.0,5555793400.0,953735550.0,1368667500.0
2187.0,4624433700.0,1191491800.0,992624300.0,5504483000.0,548955800.0,1379981600.0
2188.0,2394425000.0,1217722900.0,995663040.0,7463617000.0,621508860.0,2329265000.0
2189.0,2241625600.0,1220194300.0,1203485000.0,6062872600.0,552832900.0,1949104500.0
2190.0,1840801200.0,1172166500.0,1138225800.0,7886744600.0,551269200.0,1588948500.0
2191.0,2131796900.0,1238647900.0,1241831600.0,7364593700.0,551278400.0,1829689000.0
2192.0,2023502200.0,1908373000.0,983203900.0,6317107000.0,573916300.0,1804544000.0
2193.0,1785695400.0,1825828700.0,990457660.0,9066880000.0,551692740.0,2512257000.0
2194.0,1862153600.0,1592384500.0,964823360.0,7229366300.0,1283292300.0,1870528600.0
2195.0,2698008000.0,2304846000.0,1185464000.0,6718535700.0,794300540.0,1509241300.0
2196.0,2481452500.0,1802335700.0,1235858200.0,6055478300.0,636059260.0,1429946800.0
2197.0,2093403600.0,1246070500.0,983302340.0,5933261000.0,579065340.0,1411553900.0
2198.0,2103728400.0,1325247600.0,966960300.0,6030588400.0,567906100.0,1361207000.0
2199.0,2086168800.0,1658232300.0,1079686000.0,5832295000.0,625026050.0,1343488100.0
2200.0,1927486300.0,1329253000.0,1078831200.0,5864019000.0,540265600.0,1475019500.0
2201.0,2794023400.0,2264816400.0,1187266700.0,5909682000.0,578683400.0,1350626400.0
2202.0,2426065200.0,2001453300.0,1054769100.0,8910052000.0,532758530.0,1498536300.0
2203.0,2044143400.0,1660784600.0,952565300.0,6000176600.0,620451100.0,1340830600.0
2204.0,1980862100.0,1523779800.0,948326300.0,5786390500.0,549749950.0,1328867100.0
2205.0,1844909000.0,1354264400.0,979590140.0,5818518000.0,532758430.0,1786020700.0
2206.0,1828470400.0,1473969500.0,970772350.0,5837716500.0,530932300.0,2259174400.0
2207.0,1783239200.0,1463201800.0,996078660.0,5823345700.0,546595200.0,1469155800.0
2208.0,1772410500.0,1891168900.0,1268934500.0,5908200400.0,564053500.0,1395059300.0
2209.0,1851917800.0,1588166500.0,1020621000.0,5947650000.0,543288450.0,1443240000.0
2210.0,1800105100.0,1332703500.0,891943940.0,5933722000.0,608009540.0,1695532900.0
2211.0,1999204900.0,1433270700.0,884367550.0,5807538000.0,548117950.0,1439340700.0
2212.0,1827502600.0,1464478800.0,1168570000.0,10149570000.0,547317900.0,1399097600.0
2213.0,1844608600.0,1441685900.0,1040903040.0,7872080000.0,561629300.0,1390021100.0
2214.0,1773386800.0,1677338100.0,1189824800.0,6847926000.0,527831870.0,1325103700.0
2215.0,1949924100.0,1362372600.0,1088676900.0,7663257600.0,539905860.0,1838057900.0
2216.0,1899727500.0,1465033200.0,1151877800.0,7247327700.0,531318720.0,1332039000.0
2217.0,1816193300.0,3120283100.0,1159439500.0,8480680000.0,523416000.0,1345799000.0
2218.0,1917896400.0,3135706400.0,1477791200.0,6769242000.0,559206000.0,1294720500.0
2219.0,1899388800.0,3887763200.0,1536521700.0,6324815400.0,649814600.0,1330977300.0
2220.0,1993180700.0,3185470000.0,1251577100.0,7950299600.0,825178240.0,1386426400.0
2221.0,1910219300.0,3478548700.0,1499082900.0,8687663000.0,547557500.0,1563104900.0
2222.0,1972971100.0,2073933700.0,1476320900.0,7942080000.0,526416930.0,1299228000.0
2223.0,1765182100.0,1983164800.0,1442024300.0,8176241700.0,516854430.0,1274856700.0
2224.0,1742799600.0,1749721200.0,1540413600.0,7167190500.0,516509020.0,1545423100.0
2225.0,1799717000.0,1891572100.0,1491065900.0,6874167300.0,512661660.0,1269983900.0
2226.0,1947350100.0,2982632200.0,1876852000.0,8604131000.0,513960830.0,1273418100.0
2227.0,1861633000.0,1856964500.0,1549458200.0,8113777700.0,504340200.0,1404346600.0
2228.0,2633276000.0,1845648400.0,1372242200.0,7829328000.0,500855400.0,2003502700.0
2229.0,2022753900.0,1850359900.0,1491471700.0,7205217300.0,510678980.0,2067113900.0
2230.0,1856238800.0,1626073300.0,1574980500.0,7381149700.0,505872800.0,1782557600.0
2231.0,2324695000.0,1725328100.0,1702430100.0,7043684000.0,558422140.0,1520038500.0
2232.0,1916606200.0,2424643800.0,1449404200.0,7432045600.0,519312000.0,1785498800.0
2233.0,1893095600.0,2939783200.0,1430285400.0,7931446300.0,722071100.0,1989632100.0
2234.0,1871500400.0,1939282800.0,1840782700.0,8076420000.0,580195900.0,2140984000.0
2235.0,1774440000.0,1772800000.0,1720344600.0,7179314000.0,516625200.0,1914689800.0
2236.0,1765363000.0,1720131100.0,1485604600.0,6907723300.0,547458300.0,2078777500.0
2237.0,2177708300.0,1644113300.0,2364291600.0,6933556700.0,527794400.0,1792252800.0
2238.0,1949922400.0,1737256600.0,1672556800.0,7406676500.0,529136900.0,2523255800.0
2239.0,3233247200.0,1618583800.0,1659623200.0,7639382000.0,660462000.0,2163875000.0
2240.0,2145672100.0,1650168200.0,1413194500.0,7110245400.0,705206660.0,1567653400.0
2241.0,1976571500.0,1708179100.0,1352629500.0,8779840000.0,551686900.0,1489663500.0
2242.0,1959673600.0,1723149600.0,1300465900.0,7476041000.0,524062100.0,1676502900.0
2243.0,2049906200.0,1670254300.0,1306501600.0,7527533000.0,514184930.0,1976442800.0
2244.0,2212484900.0,1583747700.0,1520136100.0,6917597700.0,710789700.0,2414730800.0
2245.0,2276560400.0,1636373200.0,1485910900.0,6957412000.0,535180300.0,2445988900.0
2246.0,1974510500.0,2597136100.0,1441268200.0,7015888000.0,567819650.0,1726769900.0
2247.0,2812995600.0,2789104400.0,1352018700.0,6944981500.0,623632800.0,2074123600.0
2248.0,2599475000.0,2154563000.0,1376336600.0,7038694000.0,706668800.0,1846893400.0
2249.0,2610058000.0,1934074500.0,1418986900.0,7264054000.0,594281540.0,1624641500.0
2250.0,2322293000.0,1953452800.0,3865282000.0,7168640000.0,563642600.0,1541322400.0
2251.0,2319718100.0,2476610800.0,1633486300.0,8783627000.0,591517300.0,1786896100.0
2252.0,2420837400.0,1875566800.0,1463241100.0,7292292600.0,526663780.0,1636509000.0
2253.0,2169841200.0,1880184000.0,1402286100.0,9888249000.0,560143940.0,1835522000.0
2254.0,2062509200.0,1948533400.0,1373077000.0,8385090600.0,523704300.0,1561702500.0
2255.0,2048439200.0,1974336800.0,1548299400.0,7785850400.0,679024200.0,1540778400.0
2256.0,2025482600.0,2566292200.0,1503758100.0,7442949000.0,561554600.0,1947261400.0
2257.0,2291579400.0,1994275200.0,1442258200.0,8007236000.0,823568000.0,1633344300.0
2258.0,2262058500.0,1921836700.0,1430665200.0,8835523000.0,606945300.0,1504873500.0
2259.0,2265011700.0,2230147000.0,1347112200.0,10641891000.0,546373000.0,1480943100.0
2260.0,2912721700.0,2344657000.0,1322660100.0,7897514500.0,529381060.0,1465800800.0
2261.0,2471101000.0,1964487700.0,1317795300.0,8106168000.0,517583840.0,1447500700.0
2262.0,3115558100.0,2845276400.0,1284394900.0,8105467000.0,510281440.0,1459726500.0
2263.0,2671444500.0,3128507100.0,1276361600.0,8450536000.0,520949600.0,1458432800.0
2264.0,2221421800.0,2118001200.0,1636697100.0,8299686000.0,568098500.0,1558124400.0
2265.0,2100969900.0,1970632300.0,1593476900.0,7710434000.0,1059017860.0,1769059700.0
2266.0,2068702800.0,1988057200.0,1526343300.0,7525773300.0,595605200.0,1665138200.0
2267.0,2016614500.0,3161568000.0,1325706000.0,7556429000.0,565426200.0,1446458500.0
2268.0,2089638400.0,2746852400.0,1545864700.0,7408628700.0,520474050.0,1505087400.0
2269.0,2375910000.0,2127733600.0,2144284200.0,7509103600.0,509054530.0,1459924700.0
2270.0,1994905900.0,2220156200.0,1679638800.0,7509538000.0,505917060.0,1545795000.0
2271.0,2037150600.0,3822015500.0,1519539600.0,7445050000.0,531618000.0,1926078300.0
2272.0,2760011000.0,2475406600.0,1396721800.0,7445347300.0,520876480.0,1511007900.0
2273.0,2121712300.0,2702148900.0,1354002700.0,7568794600.0,542468100.0,1499082100.0
2274.0,2045903200.0,2099493100.0,1456869900.0,8441821000.0,525471200.0,2515247400.0
2275.0,2196104200.0,2242655000.0,1313721700.0,8737224000.0,517255740.0,1884345600.0
2276.0,2544189400.0,2117799800.0,2077258000.0,8268284000.0,1127928000.0,1496652400.0
2277.0,2305967900.0,2143567000.0,1596716500.0,8720155000.0,559591900.0,1617855000.0
2278.0,2097694200.0,1993870600.0,1414599200.0,7658743000.0,531661760.0,1514993500.0
2279.0,2490655000.0,2375680500.0,1746066800.0,8671890000.0,702688900.0,1476426500.0
2280.0,2091371400.0,2020005600.0,1373078400.0,8430024700.0,511498880.0,1540076900.0
2281.0,2343523800.0,2147907800.0,1357570400.0,7980995000.0,582169800.0,1757317500.0
2282.0,2040968000.0,2788167700.0,1308308400.0,7779816000.0,497909020.0,1634926800.0
2283.0,2027790300.0,2472126200.0,1642523100.0,7660540400.0,497809820.0,1446160300.0
2284.0,2143252900.0,2222267000.0,1417712100.0,8030941700.0,495398460.0,2830328000.0
2285.0,2186667000.0,2182442800.0,1417246000.0,8234063400.0,529504220.0,1775664500.0
2286.0,2133979600.0,2151102500.0,1280723200.0,7975296500.0,690713600.0,1467574000.0
2287.0,2256435700.0,2103593900.0,1276643600.0,8598474000.0,524678560.0,1589258800.0
2288.0,2603731700.0,2109625900.0,1298250500.0,7713895400.0,499084130.0,1845549000.0
2289.0,2940734500.0,2956918800.0,1266565800.0,7901003300.0,520188320.0,1611987100.0
2290.0,2111687700.0,2115167700.0,1454924000.0,9439862000.0,999808200.0,2099881500.0
2291.0,2092447600.0,2121374700.0,1255966300.0,8656228000.0,752241860.0,1495493600.0
2292.0,2296774100.0,3703060000.0,1232394200.0,8002023000.0,679010050.0,2052647400.0
2293.0,2288451600.0,2131080000.0,1330169000.0,7829903400.0,541749250.0,1506752500.0
2294.0,2985675000.0,1994816900.0,1258165200.0,8029788700.0,516538750.0,1498480800.0
2295.0,2330628000.0,2933667600.0,1251922300.0,8342812700.0,515630600.0,1465535900.0
2296.0,2361033500.0,2532777500.0,1379630600.0,9906736000.0,563773700.0,1527792100.0
2297.0,2396650200.0,2313069300.0,1264431400.0,8204111000.0,495597950.0,1449085300.0
2298.0,2296309200.0,1991184500.0,1493748500.0,7934585300.0,581900160.0,1496982700.0
