time,MPI-ESM-LR,CSIRO-MK3-6-0,CESM1-CAM5,NORESM1-M
2039.0,3744363200000.0,3677479200000.0,3773439400000.0,3798065700000.0
2040.0,3706102700000.0,3651290800000.0,3758798400000.0,3787738800000.0
2041.0,3689724800000.0,3622426000000.0,3747995700000.0,3739604200000.0
2042.0,3680305200000.0,3597072900000.0,3726416300000.0,3716663000000.0
2043.0,3657575000000.0,3565380000000.0,3701824300000.0,3699157000000.0
2044.0,3623143300000.0,3506095000000.0,3674342200000.0,3674664300000.0
2045.0,3587486000000.0,3487520300000.0,3641673300000.0,3638445500000.0
2046.0,3568083000000.0,3466359000000.0,3604056600000.0,3596713700000.0
2047.0,3553847000000.0,3445249800000.0,3586672300000.0,3587339500000.0
2048.0,3523832200000.0,3420234700000.0,3516439200000.0,3573145400000.0
2049.0,3509984000000.0,3405957000000.0,3486297600000.0,3562842000000.0
2050.0,3485087300000.0,3369223300000.0,3481704900000.0,3523236900000.0
2051.0,3464833300000.0,3340526000000.0,3454245000000.0,3495703000000.0
2052.0,3434550400000.0,3329493300000.0,3400235200000.0,3474875700000.0
2053.0,3413693000000.0,3292951500000.0,3375600500000.0,3438136800000.0
2054.0,3389102800000.0,3268365500000.0,3350716700000.0,3422693600000.0
2055.0,3371963500000.0,3227773000000.0,3336449800000.0,3409546000000.0
2056.0,3355124700000.0,3184298800000.0,3290326600000.0,3378914000000.0
2057.0,3333177700000.0,3139686400000.0,3268054000000.0,3356875800000.0
2058.0,3289952800000.0,3101606000000.0,3244895500000.0,3350904200000.0
2059.0,3258991000000.0,3056028400000.0,3230780600000.0,3329346800000.0
2060.0,3230144100000.0,3020827000000.0,3211917000000.0,3317669600000.0
2061.0,3217446700000.0,2962011200000.0,3160852100000.0,3289264200000.0
2062.0,3195281600000.0,2936388500000.0,3131753400000.0,3287492300000.0
2063.0,3187665300000.0,2912811500000.0,3105689400000.0,3275467800000.0
2064.0,3169257000000.0,2902378400000.0,3085783000000.0,3235064800000.0
2065.0,3142625300000.0,2897847000000.0,3060315500000.0,3210094800000.0
2066.0,3122628400000.0,2865758000000.0,3039524600000.0,3176029700000.0
2067.0,3100988700000.0,2830045000000.0,3010046000000.0,3159171500000.0
2068.0,3090722800000.0,2802180200000.0,2965881700000.0,3143316300000.0
2069.0,3062391600000.0,2775981500000.0,2921936500000.0,3132431500000.0
2070.0,3010271400000.0,2746547000000.0,2882470400000.0,3107834600000.0
2071.0,2983806600000.0,2707232700000.0,2838466700000.0,3092758700000.0
2072.0,2975310800000.0,2681494000000.0,2821896000000.0,3074674400000.0
2073.0,2953312700000.0,2651759000000.0,2799305200000.0,3058350200000.0
2074.0,2941299500000.0,2635545400000.0,2770102600000.0,3053960600000.0
2075.0,2920039600000.0,2613561500000.0,2746739300000.0,3047504200000.0
2076.0,2895642600000.0,2600765800000.0,2730311500000.0,3022804200000.0
2077.0,2884855100000.0,2583444800000.0,2707962000000.0,3006480300000.0
2078.0,2881657000000.0,2564053500000.0,2681004400000.0,2984231300000.0
2079.0,2870370400000.0,2546747800000.0,2649228800000.0,2962809000000.0
2080.0,2843384000000.0,2532905800000.0,2637851800000.0,2950835200000.0
2081.0,2825804800000.0,2504979000000.0,2624566000000.0,2938338000000.0
2082.0,2803667300000.0,2489191500000.0,2602870200000.0,2912373200000.0
2083.0,2792969000000.0,2448017000000.0,2563032000000.0,2887634400000.0
2084.0,2768312500000.0,2418414000000.0,2529502000000.0,2869990000000.0
2085.0,2761405500000.0,2400051300000.0,2509952000000.0,2842261500000.0
2086.0,2764280400000.0,2390971400000.0,2485816100000.0,2815338700000.0
2087.0,2747063600000.0,2394547300000.0,2464528200000.0,2804899400000.0
2088.0,2726780000000.0,2368883400000.0,2440769000000.0,2795573300000.0
2089.0,2704192000000.0,2341488300000.0,2420862600000.0,2789358000000.0
2090.0,2672840400000.0,2314565600000.0,2392918300000.0,2764864200000.0
2091.0,2662101700000.0,2283712000000.0,2362682000000.0,2742260900000.0
2092.0,2655720000000.0,2265231700000.0,2344169200000.0,2722138700000.0
2093.0,2637194300000.0,2242188000000.0,2331161700000.0,2709923300000.0
2094.0,2615056500000.0,2224073000000.0,2315821000000.0,2697802800000.0
2095.0,2597561800000.0,2200228600000.0,2302490200000.0,2677964800000.0
2096.0,2571056200000.0,2195718100000.0,2287582000000.0,2685676600000.0
2097.0,2572098200000.0,2176031900000.0,2274160000000.0,2677194000000.0
2098.0,2565606000000.0,2142737900000.0,2241463800000.0,2665930000000.0
2099.0,2553869800000.0,2125936700000.0,2224631300000.0,2625940000000.0
2100.0,2543788000000.0,2101014400000.0,2209747000000.0,2614366000000.0
2101.0,2538297600000.0,2098567000000.0,2182612900000.0,2589121800000.0
2102.0,2514528500000.0,2096072000000.0,2166614400000.0,2573337000000.0
2103.0,2482315200000.0,2080836400000.0,2133561700000.0,2557569100000.0
2104.0,2472619500000.0,2059382800000.0,2125057800000.0,2551508400000.0
2105.0,2465183800000.0,2036170800000.0,2106596100000.0,2526652000000.0
2106.0,2454928200000.0,1991414600000.0,2090099100000.0,2507096500000.0
2107.0,2436372600000.0,1961521200000.0,2068291600000.0,2497195000000.0
2108.0,2395247000000.0,1931810300000.0,2041226700000.0,2488485800000.0
2109.0,2385806400000.0,1904892800000.0,2012963900000.0,2484381400000.0
2110.0,2370712400000.0,1899662000000.0,1994252600000.0,2462918000000.0
2111.0,2352905000000.0,1884799100000.0,1982307000000.0,2454843600000.0
2112.0,2348280400000.0,1869489600000.0,1960445300000.0,2438410800000.0
2113.0,2343175700000.0,1858492800000.0,1943368900000.0,2428749000000.0
2114.0,2331677800000.0,1848903300000.0,1935369200000.0,2418493400000.0
2115.0,2313735600000.0,1833040200000.0,1903258900000.0,2415360500000.0
2116.0,2306802200000.0,1829261700000.0,1883789600000.0,2409489200000.0
2117.0,2294679000000.0,1822456400000.0,1868552700000.0,2396328000000.0
2118.0,2288409000000.0,1819112400000.0,1850459300000.0,2393572400000.0
2119.0,2277907400000.0,1813843000000.0,1826339800000.0,2372557000000.0
2120.0,2259689000000.0,1808431000000.0,1822685800000.0,2363283000000.0
2121.0,2234657500000.0,1805053000000.0,1813607700000.0,2349338500000.0
2122.0,2215891200000.0,1809980200000.0,1797042000000.0,2337764000000.0
2123.0,2199424000000.0,1795766600000.0,1775809200000.0,2332181000000.0
2124.0,2207369100000.0,1787098700000.0,1764054500000.0,2322412600000.0
2125.0,2192800700000.0,1767898600000.0,1761582900000.0,2312560700000.0
2126.0,2182875200000.0,1752450700000.0,1732796600000.0,2288976400000.0
2127.0,2168301000000.0,1738303000000.0,1717031100000.0,2280741700000.0
2128.0,2156346900000.0,1725301000000.0,1699770100000.0,2270943000000.0
2129.0,2141104200000.0,1719355000000.0,1680637800000.0,2268134000000.0
2130.0,2121103300000.0,1718663600000.0,1658968300000.0,2251352200000.0
2131.0,2101180400000.0,1711271200000.0,1644660300000.0,2243035700000.0
2132.0,2097703300000.0,1704858000000.0,1635337000000.0,2226280700000.0
2133.0,2085810300000.0,1696153500000.0,1622689700000.0,2213411800000.0
2134.0,2075466100000.0,1688687600000.0,1621506000000.0,2180333000000.0
2135.0,2065340300000.0,1665561400000.0,1601543200000.0,2157488000000.0
2136.0,2065674400000.0,1656840700000.0,1586143300000.0,2146224700000.0
2137.0,2065777400000.0,1637195200000.0,1570549700000.0,2137380100000.0
2138.0,2060426700000.0,1627631000000.0,1567582600000.0,2123479600000.0
2139.0,2058017600000.0,1614592500000.0,1565625800000.0,2121046600000.0
2140.0,2056040500000.0,1605665400000.0,1554999300000.0,2114753400000.0
2141.0,2053005400000.0,1584987800000.0,1530488300000.0,2099734200000.0
2142.0,2031688400000.0,1575276200000.0,1525493400000.0,2097749200000.0
2143.0,2016586400000.0,1562462400000.0,1518203600000.0,2098638900000.0
2144.0,2007752600000.0,1555189700000.0,1507294700000.0,2100760500000.0
2145.0,2001830200000.0,1534348900000.0,1490675400000.0,2086700800000.0
2146.0,1989299100000.0,1517091400000.0,1492577400000.0,2081289900000.0
2147.0,1969477300000.0,1512431400000.0,1491635300000.0,2075990600000.0
2148.0,1964820800000.0,1495249300000.0,1481737800000.0,2052267400000.0
2149.0,1957201400000.0,1477117600000.0,1474192500000.0,2040563500000.0
2150.0,1949048600000.0,1461180000000.0,1469295600000.0,2027508100000.0
2151.0,1944656200000.0,1451728300000.0,1465952600000.0,2021566400000.0
2152.0,1938909600000.0,1446934500000.0,1464571500000.0,2015229600000.0
2153.0,1924598900000.0,1445229800000.0,1453707000000.0,2005047600000.0
2154.0,1916134100000.0,1435453900000.0,1430079900000.0,1989841000000.0
2155.0,1912797700000.0,1416226800000.0,1414688800000.0,1977003100000.0
2156.0,1901479500000.0,1404688000000.0,1408060800000.0,1972340900000.0
2157.0,1899895700000.0,1397936500000.0,1410836500000.0,1978597000000.0
2158.0,1886172500000.0,1392839200000.0,1400214400000.0,1977395800000.0
2159.0,1883821200000.0,1389854600000.0,1389159000000.0,1969733900000.0
2160.0,1866458100000.0,1382598600000.0,1385824900000.0,1957491600000.0
2161.0,1848034900000.0,1375557000000.0,1374616400000.0,1958039000000.0
2162.0,1835525100000.0,1368157800000.0,1366709900000.0,1947313800000.0
2163.0,1819527300000.0,1354362000000.0,1364518900000.0,1948814100000.0
2164.0,1809639400000.0,1354067200000.0,1358813600000.0,1940593400000.0
2165.0,1796937400000.0,1352798300000.0,1341740500000.0,1933866300000.0
2166.0,1799336000000.0,1341484300000.0,1332269500000.0,1926829300000.0
2167.0,1785724800000.0,1328817400000.0,1332512400000.0,1922306000000.0
2168.0,1780504900000.0,1320764200000.0,1322822300000.0,1912111900000.0
2169.0,1772652300000.0,1311675100000.0,1317971600000.0,1906800900000.0
2170.0,1766995100000.0,1301155800000.0,1307774800000.0,1895893800000.0
2171.0,1747603200000.0,1294325100000.0,1300985400000.0,1887561300000.0
2172.0,1740865500000.0,1288472900000.0,1292550700000.0,1882137000000.0
2173.0,1735653600000.0,1278383600000.0,1279364800000.0,1877635400000.0
2174.0,1725584200000.0,1260741300000.0,1275815800000.0,1876679200000.0
2175.0,1726688300000.0,1242776100000.0,1277104900000.0,1874380300000.0
2176.0,1727817700000.0,1232962500000.0,1270436000000.0,1867636900000.0
2177.0,1728876100000.0,1224896700000.0,1264328200000.0,1861151200000.0
2178.0,1723642300000.0,1214555800000.0,1259102500000.0,1863463200000.0
2179.0,1709766900000.0,1201619900000.0,1243599000000.0,1853302100000.0
2180.0,1709672100000.0,1192710800000.0,1237381700000.0,1844071100000.0
2181.0,1709690600000.0,1182652200000.0,1230822000000.0,1841028300000.0
2182.0,1701475600000.0,1167910800000.0,1219749100000.0,1841761600000.0
2183.0,1694644000000.0,1157291700000.0,1193713500000.0,1841991600000.0
2184.0,1697243600000.0,1152421600000.0,1187181500000.0,1848447900000.0
2185.0,1694242300000.0,1143557800000.0,1183625500000.0,1841114100000.0
2186.0,1683363900000.0,1136156500000.0,1170716200000.0,1834890300000.0
2187.0,1678954700000.0,1136610900000.0,1161957500000.0,1826038000000.0
2188.0,1677962500000.0,1123416400000.0,1158701600000.0,1822997600000.0
2189.0,1673638000000.0,1114195500000.0,1148013500000.0,1819745000000.0
2190.0,1665228700000.0,1110959000000.0,1144777100000.0,1820377200000.0
2191.0,1659307200000.0,1105698100000.0,1140033800000.0,1818432400000.0
2192.0,1654839400000.0,1096940500000.0,1137545800000.0,1817706900000.0
2193.0,1650808700000.0,1089436400000.0,1126605800000.0,1804420000000.0
2194.0,1641131300000.0,1086169500000.0,1119383000000.0,1787397100000.0
2195.0,1638511800000.0,1082724900000.0,1118780900000.0,1778647700000.0
2196.0,1623423300000.0,1075489300000.0,1111143400000.0,1778653600000.0
2197.0,1615751400000.0,1071866050000.0,1100697400000.0,1754294300000.0
2198.0,1617256600000.0,1069977300000.0,1101647700000.0,1752868000000.0
2199.0,1618082900000.0,1060439600000.0,1101455400000.0,1755549400000.0
2200.0,1618770900000.0,1045665600000.0,1096300000000.0,1751340500000.0
2201.0,1627139500000.0,1038706700000.0,1098411300000.0,1750293200000.0
2202.0,1630492600000.0,1033367100000.0,1089021540000.0,1745712200000.0
2203.0,1624334100000.0,1031273200000.0,1083118300000.0,1746607100000.0
2204.0,1610367200000.0,1024898100000.0,1077284960000.0,1744268200000.0
2205.0,1603145600000.0,1032726250000.0,1069977200000.0,1745958100000.0
2206.0,1601195100000.0,1032478100000.0,1058301350000.0,1740471500000.0
2207.0,1598834300000.0,1031077560000.0,1056807700000.0,1741844800000.0
2208.0,1594656600000.0,1025830160000.0,1051847400000.0,1742498200000.0
2209.0,1590639200000.0,1018801800000.0,1043816800000.0,1735448200000.0
2210.0,1587563200000.0,1010930800000.0,1035935200000.0,1723935900000.0
2211.0,1586224800000.0,1005661200000.0,1031976600000.0,1728358400000.0
2212.0,1586851200000.0,998406360000.0,1029400500000.0,1734827300000.0
2213.0,1595110000000.0,983473600000.0,1026237400000.0,1734133400000.0
2214.0,1596253800000.0,973841400000.0,1012792700000.0,1727812100000.0
2215.0,1597613700000.0,970748660000.0,1004965600000.0,1720452100000.0
2216.0,1599647900000.0,959163900000.0,996795200000.0,1715236600000.0
2217.0,1599057000000.0,955482600000.0,991139460000.0,1711589700000.0
2218.0,1587290200000.0,952133350000.0,985485150000.0,1709378800000.0
2219.0,1579512000000.0,937858240000.0,981115600000.0,1706202500000.0
2220.0,1586796800000.0,936090900000.0,975945600000.0,1696766000000.0
2221.0,1583002700000.0,928861400000.0,968604600000.0,1691349400000.0
2222.0,1578235000000.0,927981700000.0,962454100000.0,1691836900000.0
2223.0,1569898600000.0,921303500000.0,955073000000.0,1690702600000.0
2224.0,1566925800000.0,909118700000.0,950217000000.0,1693211600000.0
2225.0,1558315500000.0,904065840000.0,951688900000.0,1695657100000.0
2226.0,1539937500000.0,898087200000.0,949504400000.0,1691540900000.0
2227.0,1538850700000.0,892920860000.0,948898040000.0,1686043900000.0
2228.0,1532556200000.0,888916100000.0,937554900000.0,1686104300000.0
2229.0,1530436800000.0,885583800000.0,938067300000.0,1683258200000.0
2230.0,1531267000000.0,882425700000.0,933971500000.0,1677895700000.0
2231.0,1532074000000.0,865626900000.0,925486000000.0,1665740800000.0
2232.0,1521938300000.0,855432500000.0,919312330000.0,1668162100000.0
2233.0,1524046600000.0,855105670000.0,913872260000.0,1660087200000.0
2234.0,1520408900000.0,850843660000.0,911634460000.0,1647682800000.0
2235.0,1519502800000.0,854721040000.0,910164200000.0,1637104600000.0
2236.0,1520750400000.0,853275000000.0,903240940000.0,1628545100000.0
2237.0,1515580700000.0,853488600000.0,897069000000.0,1630695200000.0
2238.0,1512868800000.0,850049560000.0,892674300000.0,1631850500000.0
2239.0,1506951300000.0,841936800000.0,881723440000.0,1621558400000.0
2240.0,1501315600000.0,836469100000.0,871811400000.0,1616306900000.0
2241.0,1496093600000.0,832211600000.0,868324700000.0,1618127900000.0
2242.0,1498420100000.0,823288460000.0,863609550000.0,1607399200000.0
2243.0,1490184300000.0,818692400000.0,860744060000.0,1608677900000.0
2244.0,1491543000000.0,821245400000.0,855412240000.0,1607065000000.0
2245.0,1486248300000.0,821094300000.0,853545400000.0,1603980800000.0
2246.0,1480939100000.0,821258300000.0,849818400000.0,1604069900000.0
2247.0,1478268300000.0,815841800000.0,846171600000.0,1589482000000.0
2248.0,1470145000000.0,812943800000.0,836719740000.0,1589150700000.0
2249.0,1456680900000.0,813233400000.0,834809560000.0,1584073800000.0
2250.0,1447811000000.0,802338640000.0,832010100000.0,1585533400000.0
2251.0,1442424300000.0,794414700000.0,822510550000.0,1581817800000.0
2252.0,1439090000000.0,791199700000.0,814307340000.0,1575846800000.0
2253.0,1437089800000.0,787245300000.0,816779560000.0,1569502700000.0
2254.0,1436901000000.0,785387700000.0,813419700000.0,1559846300000.0
2255.0,1430860200000.0,784796550000.0,814913360000.0,1550934700000.0
2256.0,1420434000000.0,783928660000.0,812184440000.0,1548242000000.0
2257.0,1419268700000.0,788519650000.0,812262800000.0,1542675100000.0
2258.0,1421017600000.0,779891050000.0,808015040000.0,1537010200000.0
2259.0,1420932500000.0,765262400000.0,807129000000.0,1526592400000.0
2260.0,1417485100000.0,760673530000.0,806356800000.0,1527824000000.0
2261.0,1419422900000.0,760835400000.0,802383300000.0,1530656000000.0
2262.0,1415725000000.0,757570000000.0,803510940000.0,1531380100000.0
2263.0,1407294900000.0,748651740000.0,800823250000.0,1534619400000.0
2264.0,1410696200000.0,743871300000.0,798221530000.0,1529975800000.0
2265.0,1402926000000.0,741452350000.0,801233000000.0,1541418600000.0
2266.0,1395555200000.0,739295950000.0,798705500000.0,1542960400000.0
2267.0,1393667300000.0,738421400000.0,791869200000.0,1534382600000.0
2268.0,1389639400000.0,736979850000.0,790968100000.0,1513733100000.0
2269.0,1379797700000.0,733175940000.0,784888600000.0,1509921100000.0
2270.0,1372456500000.0,728707900000.0,775088200000.0,1510024700000.0
2271.0,1371595100000.0,731650000000.0,774486360000.0,1512762600000.0
2272.0,1364220300000.0,735263300000.0,773228270000.0,1517193000000.0
2273.0,1359269100000.0,735175800000.0,772263500000.0,1522112900000.0
2274.0,1360796500000.0,729461750000.0,769916300000.0,1520670700000.0
2275.0,1354432100000.0,728787700000.0,772014700000.0,1528368000000.0
2276.0,1348562700000.0,726917500000.0,767451400000.0,1528601200000.0
2277.0,1347051300000.0,727644600000.0,767593300000.0,1520801300000.0
2278.0,1348706600000.0,725398850000.0,762550160000.0,1519376700000.0
2279.0,1353553100000.0,718765000000.0,761318600000.0,1510263800000.0
2280.0,1353033400000.0,709601260000.0,756136000000.0,1511893400000.0
2281.0,1357071800000.0,703493900000.0,756909800000.0,1505287200000.0
2282.0,1363915700000.0,696586670000.0,750487100000.0,1502131400000.0
2283.0,1362364500000.0,691825200000.0,748714460000.0,1494243000000.0
2284.0,1349640500000.0,689943400000.0,739890100000.0,1486132200000.0
2285.0,1353622600000.0,692503800000.0,736014100000.0,1474037000000.0
2286.0,1354601100000.0,698309300000.0,728955800000.0,1469625100000.0
2287.0,1348777000000.0,697207500000.0,729216000000.0,1468788200000.0
2288.0,1351224700000.0,692046400000.0,729764860000.0,1463767100000.0
2289.0,1354450100000.0,692703500000.0,735406100000.0,1457383400000.0
2290.0,1351719200000.0,686954300000.0,734895140000.0,1457440400000.0
2291.0,1343436100000.0,685996500000.0,733103800000.0,1456816300000.0
2292.0,1347393000000.0,679829640000.0,738319340000.0,1444711100000.0
2293.0,1343613200000.0,671586900000.0,732280900000.0,1444649200000.0
2294.0,1343867300000.0,665293400000.0,726925900000.0,1444348000000.0
2295.0,1338322600000.0,637828500000.0,727659700000.0,1448730400000.0
2296.0,1340771700000.0,629624000000.0,727241800000.0,1444756600000.0
2297.0,1345092300000.0,626187600000.0,729830600000.0,1440775800000.0
2298.0,1346416500000.0,625957900000.0,726372100000.0,1441951900000.0
2299.0,1343000400000.0,624960730000.0,719370850000.0,1442676200000.0
2300.0,1343465300000.0,624833500000.0,718411100000.0,1438642900000.0
