time,CSIRO-MK3-6-0,CCSM4,MPI-ESM-LR
2000.0,4772006500000.0,4772006500000.0,4772006500000.0
2001.0,4770493400000.0,4770493400000.0,4770493400000.0
2002.0,4765737500000.0,4765737500000.0,4765737500000.0
2003.0,4771071700000.0,4771071700000.0,4771071700000.0
2004.0,4768195000000.0,4768195000000.0,4768195000000.0
2005.0,4721955300000.0,4721955300000.0,4721955300000.0
2006.0,4700449000000.0,4700449000000.0,4700449000000.0
2007.0,4679938000000.0,4679938000000.0,4679938000000.0
2008.0,4662025500000.0,4662025500000.0,4662025500000.0
2009.0,4616241000000.0,4616241000000.0,4616241000000.0
2010.0,4594485000000.0,4594485000000.0,4594485000000.0
2011.0,4580811700000.0,4580811700000.0,4580811700000.0
2012.0,4539834000000.0,4539834000000.0,4539834000000.0
2013.0,4514488000000.0,4514488000000.0,4514488000000.0
2014.0,4479932400000.0,4479932400000.0,4479932400000.0
2015.0,4477288000000.0,4477288000000.0,4477288000000.0
2016.0,4452134000000.0,4452134000000.0,4452134000000.0
2017.0,4398756400000.0,4398756400000.0,4398756400000.0
2018.0,4369841400000.0,4369841400000.0,4369841400000.0
2019.0,4327268200000.0,4327268200000.0,4327268200000.0
2020.0,4296396200000.0,4296396200000.0,4296396200000.0
2021.0,4252777300000.0,4289627200000.0,4276256800000.0
2022.0,4226682000000.0,4281308800000.0,4246018500000.0
2023.0,4207783400000.0,4249197200000.0,4196725400000.0
2024.0,4186944600000.0,4184252000000.0,4162393200000.0
2025.0,4151153300000.0,4142840000000.0,4151580300000.0
2026.0,4113272100000.0,4093685300000.0,4112242200000.0
2027.0,4077583000000.0,4051981600000.0,4061559500000.0
2028.0,4058199600000.0,4019732600000.0,4049202800000.0
2029.0,4037292300000.0,3989948000000.0,4005557200000.0
2030.0,4020501000000.0,3964885300000.0,3972406200000.0
2031.0,3997201600000.0,3954017600000.0,3958175200000.0
2032.0,3981340600000.0,3932906600000.0,3943293000000.0
2033.0,3941447000000.0,3889810400000.0,3903254700000.0
2034.0,3915015500000.0,3855331000000.0,3842734300000.0
2035.0,3900444200000.0,3819765800000.0,3816035200000.0
2036.0,3881453500000.0,3793526700000.0,3795657400000.0
2037.0,3818098300000.0,3756002400000.0,3780002700000.0
2038.0,3782270800000.0,3692273000000.0,3761110500000.0
2039.0,3743525000000.0,3659135700000.0,3734920500000.0
2040.0,3672536500000.0,3631401100000.0,3705522000000.0
2041.0,3642099200000.0,3602024200000.0,3683214200000.0
2042.0,3574165100000.0,3568925400000.0,3662905900000.0
2043.0,3539821700000.0,3525610300000.0,3643486800000.0
2044.0,3495017000000.0,3491445600000.0,3603794000000.0
2045.0,3437334400000.0,3475191000000.0,3583714800000.0
2046.0,3410854200000.0,3454142500000.0,3560451300000.0
2047.0,3378958800000.0,3430591000000.0,3529472000000.0
2048.0,3347360500000.0,3404665500000.0,3509669300000.0
2049.0,3335266800000.0,3382467400000.0,3496817200000.0
2050.0,3308812000000.0,3333143400000.0,3472942000000.0
2051.0,3298760300000.0,3288033000000.0,3450917400000.0
2052.0,3259281700000.0,3246125000000.0,3419948200000.0
2053.0,3223407600000.0,3216223500000.0,3391611000000.0
2054.0,3197126000000.0,3190126300000.0,3358458000000.0
2055.0,3167410000000.0,3171300700000.0,3321628200000.0
2056.0,3148672700000.0,3134517700000.0,3295216700000.0
2057.0,3099626300000.0,3104019300000.0,3265097600000.0
2058.0,3043956400000.0,3062068200000.0,3253522100000.0
2059.0,3011786800000.0,3035926400000.0,3239705800000.0
2060.0,2966975400000.0,3015310800000.0,3219738600000.0
2061.0,2951813000000.0,2989385000000.0,3181636500000.0
2062.0,2894125600000.0,2947837000000.0,3146374200000.0
2063.0,2866502700000.0,2918555600000.0,3117372100000.0
2064.0,2838916500000.0,2878116200000.0,3079360500000.0
2065.0,2799619300000.0,2845620600000.0,3055651400000.0
2066.0,2779165200000.0,2790292500000.0,3021345400000.0
2067.0,2739569700000.0,2759206600000.0,2993923800000.0
2068.0,2704710600000.0,2725916700000.0,2964027600000.0
2069.0,2680171000000.0,2679794800000.0,2927425000000.0
2070.0,2659152800000.0,2645313200000.0,2905460200000.0
2071.0,2620611600000.0,2609685500000.0,2872031000000.0
2072.0,2597531400000.0,2555295000000.0,2845382300000.0
2073.0,2577999900000.0,2522912400000.0,2812950000000.0
2074.0,2562357000000.0,2488977000000.0,2767064700000.0
2075.0,2524183500000.0,2454769000000.0,2743599600000.0
2076.0,2482526500000.0,2404943000000.0,2720229500000.0
2077.0,2447627300000.0,2371798700000.0,2692560000000.0
2078.0,2398087800000.0,2341946500000.0,2659055600000.0
2079.0,2368269700000.0,2299904000000.0,2628399000000.0
2080.0,2347448400000.0,2245663000000.0,2594289000000.0
2081.0,2304099500000.0,2211763000000.0,2574944800000.0
2082.0,2279958600000.0,2175557000000.0,2556656600000.0
2083.0,2263680300000.0,2142764900000.0,2500147000000.0
2084.0,2241741700000.0,2096839400000.0,2451346000000.0
2085.0,2209325300000.0,2059806800000.0,2410941500000.0
2086.0,2171143600000.0,2018302900000.0,2388176100000.0
2087.0,2133905500000.0,1977702000000.0,2361302700000.0
2088.0,2086857300000.0,1929280500000.0,2328070500000.0
2089.0,2067065000000.0,1895825100000.0,2278009900000.0
2090.0,2042773800000.0,1863905600000.0,2244119400000.0
2091.0,2011241100000.0,1825741100000.0,2216188200000.0
2092.0,1979258600000.0,1779256300000.0,2187980200000.0
2093.0,1949608200000.0,1726502300000.0,2165543800000.0
2094.0,1916259400000.0,1694485300000.0,2133294400000.0
2095.0,1878886400000.0,1668244700000.0,2100923900000.0
2096.0,1842733400000.0,1639673500000.0,2078850000000.0
2097.0,1808999500000.0,1605723500000.0,2044163700000.0
2098.0,1783960400000.0,1576981800000.0,2006299200000.0
2099.0,1750580200000.0,1542462000000.0,1959569800000.0
2100.0,1734852300000.0,1521722300000.0,1929791300000.0
2101.0,1704191300000.0,1484007300000.0,1908389200000.0
2102.0,1673914600000.0,1444520900000.0,1875536000000.0
2103.0,1651205200000.0,1419877800000.0,1838825600000.0
2104.0,1617318100000.0,1373004200000.0,1816055100000.0
2105.0,1586641500000.0,1318475100000.0,1780001100000.0
2106.0,1544355400000.0,1296427800000.0,1745614300000.0
2107.0,1508531100000.0,1272951500000.0,1707498500000.0
2108.0,1465427200000.0,1252641700000.0,1677318700000.0
2109.0,1426944400000.0,1220045200000.0,1646808800000.0
2110.0,1398408200000.0,1193989000000.0,1627035800000.0
2111.0,1378333600000.0,1161333300000.0,1599418400000.0
2112.0,1353601900000.0,1131623400000.0,1566246000000.0
2113.0,1331154500000.0,1101793700000.0,1527987400000.0
2114.0,1297951500000.0,1070704600000.0,1484659100000.0
2115.0,1264158400000.0,1040976500000.0,1449640600000.0
2116.0,1244162800000.0,1017058700000.0,1405972400000.0
2117.0,1214005200000.0,996896340000.0,1376918300000.0
2118.0,1197104800000.0,969244200000.0,1355625300000.0
2119.0,1171099600000.0,947715960000.0,1324787400000.0
2120.0,1146346700000.0,930560150000.0,1295432400000.0
2121.0,1115380500000.0,899707800000.0,1264428600000.0
2122.0,1077883100000.0,871917300000.0,1245536200000.0
2123.0,1051779200000.0,855953200000.0,1211320600000.0
2124.0,1021677860000.0,842641640000.0,1186391400000.0
2125.0,1005207800000.0,818212500000.0,1152932100000.0
2126.0,987104600000.0,788414660000.0,1115594200000.0
2127.0,973308700000.0,768373900000.0,1088654100000.0
2128.0,957592800000.0,743772700000.0,1058120340000.0
2129.0,945803760000.0,711823100000.0,1024075000000.0
2130.0,926352500000.0,692664900000.0,992061900000.0
2131.0,898535850000.0,670279600000.0,966441900000.0
2132.0,877709900000.0,640129960000.0,935511900000.0
2133.0,852220640000.0,622011600000.0,903384140000.0
2134.0,828494640000.0,599670650000.0,864598300000.0
2135.0,808577600000.0,577822400000.0,830466300000.0
2136.0,789507800000.0,547456450000.0,812095900000.0
2137.0,773830540000.0,528562000000.0,793444940000.0
2138.0,761584000000.0,508527280000.0,766784050000.0
2139.0,746894300000.0,491142640000.0,735079240000.0
2140.0,727080600000.0,478130080000.0,713715100000.0
2141.0,710238860000.0,462138700000.0,689081350000.0
2142.0,695081200000.0,444958440000.0,672885000000.0
2143.0,682407950000.0,427064720000.0,645658840000.0
2144.0,659779100000.0,411429440000.0,619965050000.0
2145.0,632721500000.0,395838100000.0,593422840000.0
2146.0,613534500000.0,373221750000.0,572846000000.0
2147.0,603728900000.0,355921530000.0,548592350000.0
2148.0,591505650000.0,342154500000.0,522340370000.0
2149.0,579418000000.0,323829960000.0,500308840000.0
2150.0,566772960000.0,308293400000.0,485577520000.0
2151.0,537474330000.0,293605670000.0,466349030000.0
2152.0,514105870000.0,281878040000.0,448260830000.0
2153.0,499415200000.0,273183130000.0,422603420000.0
2154.0,485015360000.0,263919520000.0,409145180000.0
2155.0,459019520000.0,254696950000.0,392111880000.0
2156.0,447570540000.0,244625210000.0,385877380000.0
2157.0,440973750000.0,234869200000.0,371916400000.0
2158.0,424014250000.0,224095550000.0,357089180000.0
2159.0,408016130000.0,214119870000.0,335056440000.0
2160.0,399048150000.0,200364820000.0,319528240000.0
2161.0,382277200000.0,192697960000.0,307620700000.0
2162.0,367479420000.0,185415090000.0,295059820000.0
2163.0,358187340000.0,180446350000.0,283027470000.0
2164.0,341581630000.0,174469640000.0,273271540000.0
