time,IPSL-CM5A-LR,NORESM1-M,GFDL-ESM2G,CANESM2,CSIRO-MK3-6-0,CESM1-CAM5,GISS-E2-R,CNRM-CM5,GFDL-CM3,CCSM4,MPI-ESM-LR
2025.0,2953665600000.0,2978557700000.0,3011696000000.0,2953546300000.0,2992120800000.0,2925255000000.0,2937975200000.0,2964627000000.0,2882307000000.0,2936767500000.0,2961921500000.0
2026.0,2941789000000.0,2957616300000.0,3010860700000.0,2959962800000.0,2962517100000.0,2909868700000.0,2911553000000.0,2942917100000.0,2841681300000.0,2892828800000.0,2922456800000.0
2027.0,2916605200000.0,2935931300000.0,2994426600000.0,2920325300000.0,2954011600000.0,2874877000000.0,2882934400000.0,2914796700000.0,2801054300000.0,2857814700000.0,2897060800000.0
2028.0,2876438200000.0,2904146600000.0,2971611000000.0,2890450000000.0,2952313400000.0,2835221600000.0,2865635000000.0,2902092200000.0,2747097000000.0,2825325400000.0,2881137000000.0
2029.0,2849042300000.0,2878330400000.0,2975343600000.0,2836155900000.0,2926071800000.0,2800701400000.0,2832827000000.0,2874118500000.0,2707853100000.0,2803684000000.0,2839785800000.0
2030.0,2824747600000.0,2853522600000.0,2972515800000.0,2838092800000.0,2886176300000.0,2786001400000.0,2814041700000.0,2856744000000.0,2671836700000.0,2788127100000.0,2811544500000.0
2031.0,2808775000000.0,2821675800000.0,2971368000000.0,2794383500000.0,2874177000000.0,2754459000000.0,2793207800000.0,2837659300000.0,2614902000000.0,2773823800000.0,2789373400000.0
2032.0,2790032400000.0,2777535200000.0,2958305300000.0,2750329000000.0,2844641500000.0,2712999600000.0,2779888700000.0,2806598600000.0,2549863200000.0,2729504000000.0,2764552000000.0
2033.0,2775411300000.0,2735792700000.0,2917360700000.0,2705012000000.0,2820130000000.0,2691548000000.0,2755931000000.0,2775808500000.0,2461033600000.0,2703867200000.0,2716369200000.0
2034.0,2743182600000.0,2715269200000.0,2895862800000.0,2697171000000.0,2791376200000.0,2653354500000.0,2741694400000.0,2755802400000.0,2399317800000.0,2668551200000.0,2691657400000.0
2035.0,2714973200000.0,2688665300000.0,2905274300000.0,2667473300000.0,2735352300000.0,2618058300000.0,2725857200000.0,2744682500000.0,2327015300000.0,2643385600000.0,2685638800000.0
2036.0,2685114300000.0,2658903800000.0,2891434400000.0,2656500400000.0,2712136300000.0,2595244000000.0,2714599400000.0,2714570000000.0,2290484800000.0,2610325000000.0,2677018700000.0
2037.0,2644304200000.0,2620409000000.0,2861501800000.0,2618853000000.0,2676312200000.0,2562642000000.0,2706520700000.0,2700223700000.0,2244317800000.0,2588888300000.0,2682728700000.0
2038.0,2619244500000.0,2588476200000.0,2823448700000.0,2590963400000.0,2658005200000.0,2538236800000.0,2690042600000.0,2670057000000.0,2180906400000.0,2565901400000.0,2655131500000.0
2039.0,2600383500000.0,2556633800000.0,2779859600000.0,2558172600000.0,2622300600000.0,2517556000000.0,2674531000000.0,2633017300000.0,2127348400000.0,2542063800000.0,2636040600000.0
2040.0,2568800000000.0,2528288700000.0,2774270000000.0,2526198400000.0,2621342000000.0,2499595500000.0,2653103600000.0,2599294000000.0,2067515200000.0,2528459000000.0,2608363500000.0
2041.0,2550113800000.0,2507081800000.0,2749642600000.0,2483997600000.0,2599304800000.0,2471195300000.0,2635016000000.0,2576836700000.0,2006195500000.0,2521482100000.0,2579623300000.0
2042.0,2524895500000.0,2491093600000.0,2732646200000.0,2444778300000.0,2579372400000.0,2424931000000.0,2604968200000.0,2552087400000.0,1948191800000.0,2493148000000.0,2546536000000.0
2043.0,2502446300000.0,2454545800000.0,2696986200000.0,2398211000000.0,2544149200000.0,2367012000000.0,2571962200000.0,2509742300000.0,1886591800000.0,2470068600000.0,2543949400000.0
2044.0,2474121400000.0,2441833600000.0,2665748400000.0,2372167800000.0,2531815300000.0,2344888300000.0,2545020800000.0,2488517000000.0,1811174400000.0,2433150000000.0,2537768000000.0
2045.0,2444068000000.0,2427898800000.0,2672986700000.0,2348487000000.0,2496971400000.0,2319980000000.0,2534001000000.0,2468921700000.0,1756422100000.0,2410458400000.0,2520972000000.0
2046.0,2404579300000.0,2397230300000.0,2662773800000.0,2313089200000.0,2487724800000.0,2272566200000.0,2518221800000.0,2447954000000.0,1702319900000.0,2394670000000.0,2480481000000.0
2047.0,2386067000000.0,2366113300000.0,2683415800000.0,2299059200000.0,2450758600000.0,2240712500000.0,2508607200000.0,2430025900000.0,1635837300000.0,2372615500000.0,2470048700000.0
2048.0,2356881700000.0,2339411900000.0,2668088800000.0,2263062700000.0,2394035000000.0,2243398200000.0,2496797900000.0,2411171200000.0,1582242200000.0,2353864600000.0,2484147300000.0
2049.0,2337504000000.0,2321559300000.0,2640160200000.0,2228695900000.0,2356036000000.0,2242981700000.0,2469207200000.0,2394677000000.0,1507054200000.0,2331609700000.0,2429472500000.0
2050.0,2312852000000.0,2293547100000.0,2623973400000.0,2209018800000.0,2330670000000.0,2207296300000.0,2437317700000.0,2377755100000.0,1448616000000.0,2320909200000.0,2409049600000.0
2051.0,2282375300000.0,2266324300000.0,2612444500000.0,2208367000000.0,2298159800000.0,2190765200000.0,2420144600000.0,2353917000000.0,1391757900000.0,2307526000000.0,2387703000000.0
2052.0,2264159200000.0,2241050200000.0,2593990400000.0,2170910900000.0,2252777500000.0,2179395700000.0,2405335800000.0,2329155000000.0,1343258400000.0,2287216600000.0,2367164000000.0
2053.0,2244164000000.0,2227938000000.0,2576593500000.0,2134344000000.0,2221550000000.0,2159799700000.0,2400501000000.0,2308051300000.0,1298987600000.0,2265606800000.0,2331152200000.0
2054.0,2225444000000.0,2193585300000.0,2577112800000.0,2104495000000.0,2199067600000.0,2123075000000.0,2382641000000.0,2288153300000.0,1239177100000.0,2246761800000.0,2289933200000.0
2055.0,2207543700000.0,2171603100000.0,2566392400000.0,2077819400000.0,2175738800000.0,2081276000000.0,2374692000000.0,2264261500000.0,1190534000000.0,2219262600000.0,2263778900000.0
2056.0,2181578400000.0,2150151600000.0,2554070000000.0,2053889700000.0,2142982200000.0,2054508500000.0,2358339400000.0,2250327700000.0,1131778100000.0,2200916200000.0,2247093000000.0
2057.0,2169890300000.0,2138398500000.0,2564337200000.0,2028852200000.0,2106054400000.0,2046111400000.0,2343120400000.0,2241516800000.0,1097521400000.0,2201474000000.0,2233386100000.0
2058.0,2148593000000.0,2119343000000.0,2577611600000.0,1995307400000.0,2092509600000.0,2012097800000.0,2341962500000.0,2214365000000.0,1067190800000.0,2200543000000.0,2221289000000.0
2059.0,2123241200000.0,2098702000000.0,2582798400000.0,1986645700000.0,2052212100000.0,1983233500000.0,2333018200000.0,2198133100000.0,1028930300000.0,2174465700000.0,2193400900000.0
2060.0,2088660400000.0,2088108300000.0,2589484600000.0,1977646400000.0,2024132200000.0,1965340800000.0,2315949700000.0,2171336800000.0,993778800000.0,2160371800000.0,2189644700000.0
2061.0,2078417600000.0,2069271400000.0,2586131600000.0,1943880500000.0,2002079400000.0,1939868500000.0,2315405500000.0,2149403200000.0,963450100000.0,2149366200000.0,2164906500000.0
2062.0,2061063000000.0,2040511300000.0,2579740000000.0,1922413900000.0,1983444000000.0,1919069500000.0,2303896600000.0,2134918300000.0,930700100000.0,2141823200000.0,2170460700000.0
2063.0,2034195500000.0,2025474400000.0,2582564800000.0,1876637500000.0,1970959700000.0,1903835100000.0,2298808000000.0,2116447400000.0,907032800000.0,2128371000000.0,2175328700000.0
2064.0,2014286600000.0,2012106900000.0,2594957200000.0,1844188400000.0,1968136300000.0,1874468900000.0,2298939400000.0,2102716900000.0,876809100000.0,2118850300000.0,2175032400000.0
2065.0,2009505300000.0,1995561800000.0,2596752300000.0,1832760500000.0,1955092100000.0,1854974500000.0,2285391800000.0,2083352900000.0,847050050000.0,2108338700000.0,2171263400000.0
2066.0,1992148900000.0,1974146200000.0,2592580800000.0,1810409000000.0,1932084400000.0,1828061200000.0,2277402700000.0,2065709900000.0,819963500000.0,2103986900000.0,2175118300000.0
2067.0,1977358100000.0,1957969800000.0,2610932700000.0,1792747100000.0,1914669200000.0,1818551800000.0,2259290000000.0,2049208200000.0,800505140000.0,2089320700000.0,2175827700000.0
2068.0,1958168000000.0,1939133400000.0,2603303800000.0,1791837700000.0,1896205800000.0,1800683700000.0,2238692700000.0,2024397500000.0,779584700000.0,2073580300000.0,2174516900000.0
2069.0,1942615200000.0,1935524000000.0,2607032000000.0,1770430100000.0,1877712800000.0,1782613100000.0,2224669600000.0,2001461000000.0,754652740000.0,2063079300000.0,2178078200000.0
2070.0,1933686600000.0,1922156700000.0,2607171200000.0,1744608800000.0,1853679000000.0,1764822400000.0,2205915500000.0,1987336000000.0,733588600000.0,2054789400000.0,2156028900000.0
2071.0,1914643000000.0,1902011000000.0,2619198100000.0,1731117300000.0,1847276300000.0,1738651600000.0,2203866600000.0,1958470100000.0,713650200000.0,2040464900000.0,2149095600000.0
2072.0,1906969100000.0,1891461100000.0,2611441000000.0,1713623500000.0,1821606200000.0,1724704500000.0,2193567100000.0,1948621600000.0,693429800000.0,2026818400000.0,2155870800000.0
2073.0,1902205500000.0,1883255700000.0,2629925000000.0,1699278900000.0,1808540600000.0,1701498700000.0,2193538700000.0,1947846300000.0,679073400000.0,2017482600000.0,2169290900000.0
2074.0,1886579600000.0,1866490700000.0,2650517800000.0,1700608900000.0,1791140700000.0,1677980100000.0,2193751000000.0,1946973600000.0,657185400000.0,2011669500000.0,2183906300000.0
2075.0,1875980500000.0,1860712100000.0,2651992000000.0,1677335500000.0,1779772400000.0,1665269100000.0,2175811300000.0,1942474200000.0,639640540000.0,2006524400000.0,2195796500000.0
2076.0,1860791400000.0,1843572200000.0,2635967200000.0,1674677200000.0,1751045100000.0,1667096400000.0,2175142100000.0,1921884900000.0,625086040000.0,2002342800000.0,2179809700000.0
2077.0,1852493700000.0,1829911300000.0,2624381300000.0,1666132300000.0,1741952500000.0,1657343600000.0,2164073800000.0,1906726300000.0,607782760000.0,1990283500000.0,2178606400000.0
2078.0,1842882500000.0,1807711900000.0,2618954600000.0,1648159000000.0,1739350100000.0,1643757300000.0,2172831500000.0,1901755500000.0,597054060000.0,1985531100000.0,2188397500000.0
2079.0,1826567500000.0,1792671500000.0,2621059600000.0,1639989600000.0,1718860100000.0,1640432900000.0,2181995200000.0,1891521900000.0,585474440000.0,1975187100000.0,2184794600000.0
2080.0,1811414400000.0,1772076700000.0,2614170200000.0,1628694400000.0,1707502700000.0,1634520700000.0,2179074000000.0,1870182900000.0,575712460000.0,1953946500000.0,2182107100000.0
2081.0,1798131700000.0,1761673500000.0,2605696400000.0,1626734300000.0,1699253700000.0,1618704300000.0,2168416100000.0,1858228000000.0,561062100000.0,1944593000000.0,2187831400000.0
2082.0,1788528600000.0,1752335600000.0,2589108000000.0,1613904000000.0,1688174900000.0,1598816400000.0,2169195100000.0,1856727000000.0,550061100000.0,1941626200000.0,2204816600000.0
2083.0,1778611000000.0,1747183700000.0,2592627800000.0,1601330700000.0,1679461800000.0,1586814500000.0,2177160700000.0,1839906200000.0,540932600000.0,1939892200000.0,2196055400000.0
2084.0,1776713900000.0,1733602400000.0,2600518500000.0,1593096300000.0,1666002700000.0,1569466700000.0,2181373400000.0,1837673700000.0,528397430000.0,1930511100000.0,2190442500000.0
2085.0,1770891500000.0,1710370000000.0,2594968400000.0,1594080100000.0,1647065000000.0,1542357000000.0,2181436300000.0,1817355600000.0,518674550000.0,1922956900000.0,2180052800000.0
2086.0,1762989300000.0,1700647700000.0,2592417800000.0,1585105100000.0,1626120500000.0,1524657200000.0,2175674900000.0,1803564700000.0,511409460000.0,1926828700000.0,2180945800000.0
2087.0,1751625200000.0,1687270700000.0,2596389300000.0,1560988000000.0,1618275700000.0,1522266300000.0,2168961900000.0,1795944100000.0,502565340000.0,1925676300000.0,2192743100000.0
2088.0,1750158500000.0,1665760900000.0,2592431000000.0,1546671800000.0,1616139100000.0,1519321100000.0,2172796900000.0,1790603600000.0,491800500000.0,1927062000000.0,2205924200000.0
2089.0,1755268300000.0,1654244400000.0,2583019400000.0,1546336300000.0,1607412900000.0,1510664700000.0,2174984700000.0,1779860000000.0,485491540000.0,1937442200000.0,2232841100000.0
2090.0,1747750500000.0,1642410700000.0,2570590600000.0,1531963100000.0,1598564700000.0,1509358300000.0,2178491900000.0,1770108200000.0,479952200000.0,1927847700000.0,2224263500000.0
2091.0,1735804500000.0,1622964700000.0,2564803500000.0,1535728300000.0,1581117100000.0,1514647600000.0,2174549200000.0,1759605600000.0,468658160000.0,1909898600000.0,2212676800000.0
2092.0,1732827400000.0,1613245300000.0,2584794600000.0,1523538700000.0,1569825200000.0,1524983400000.0,2182678600000.0,1760568100000.0,462803900000.0,1902396700000.0,2215052600000.0
2093.0,1721290300000.0,1603071000000.0,2595881200000.0,1524621800000.0,1559749700000.0,1508178100000.0,2180547900000.0,1753244200000.0,459069800000.0,1899901200000.0,2239988000000.0
2094.0,1717774300000.0,1586404300000.0,2590392500000.0,1522393000000.0,1550219700000.0,1492116800000.0,2184562000000.0,1751631000000.0,453889820000.0,1892116900000.0,2228914500000.0
2095.0,1712251000000.0,1582416800000.0,2592337000000.0,1520166400000.0,1538857900000.0,1498848400000.0,2193653000000.0,1746883400000.0,448014750000.0,1891717200000.0,2223715000000.0
2096.0,1713029900000.0,1573022900000.0,2595538000000.0,1549781700000.0,1537286900000.0,1495562700000.0,2201305500000.0,1741433000000.0,441145920000.0,1885137100000.0,2227776800000.0
2097.0,1695769800000.0,1566965400000.0,2616766500000.0,1546533000000.0,1524500100000.0,1483948200000.0,2196190800000.0,1735371300000.0,433793300000.0,1885286600000.0,2238528600000.0
2098.0,1705922000000.0,1560429600000.0,2622473400000.0,1553705900000.0,1526531100000.0,1475030800000.0,2195205100000.0,1732874100000.0,427729650000.0,1888178700000.0,2240008200000.0
2099.0,1702561600000.0,1549891700000.0,2633753000000.0,1542681300000.0,1517351200000.0,1470894800000.0,2198935300000.0,1737829000000.0,420109300000.0,1884931600000.0,2255922700000.0
2100.0,1703525200000.0,1550964200000.0,2622244500000.0,1545582400000.0,1514126800000.0,1454888600000.0,2204444700000.0,1742210500000.0,413581970000.0,1875811000000.0,2251560300000.0
