time,CANESM5,CESM2-WACCM,MRI-ESM2-0,IPSL-CM6A-LR
2040.0,48480522000.0,51217936000.0,50476640000.0,50988356000.0
2041.0,48122050000.0,51124417000.0,50353033000.0,50950074000.0
2042.0,47771210000.0,51087080000.0,50158990000.0,50873197000.0
2043.0,47396372000.0,51339305000.0,50027065000.0,50820686000.0
2044.0,47019016000.0,51115940000.0,49865650000.0,50763880000.0
2045.0,46742780000.0,51043467000.0,49744368000.0,50713797000.0
2046.0,46487175000.0,51012510000.0,49581800000.0,50639856000.0
2047.0,46123012000.0,51001913000.0,49460070000.0,50566762000.0
2048.0,45763887000.0,50931163000.0,49335443000.0,50494644000.0
2049.0,45503540000.0,50883846000.0,49119520000.0,50436760000.0
2050.0,45209070000.0,50856640000.0,48950845000.0,50339602000.0
2051.0,44899210000.0,50806694000.0,48777470000.0,50225410000.0
2052.0,44656746000.0,50749650000.0,48536383000.0,50142077000.0
2053.0,44350755000.0,50697028000.0,48271192000.0,50057470000.0
2054.0,44006620000.0,50626617000.0,48077672000.0,49934500000.0
2055.0,43679370000.0,50583024000.0,47925880000.0,49755630000.0
2056.0,43384898000.0,50540065000.0,47766930000.0,49605652000.0
2057.0,43065530000.0,50489373000.0,47582480000.0,49466606000.0
2058.0,42759606000.0,50441200000.0,47401240000.0,49274300000.0
2059.0,42470474000.0,50369036000.0,47246787000.0,49058005000.0
2060.0,42104760000.0,50347640000.0,47142690000.0,48833250000.0
2061.0,41705992000.0,50253390000.0,46968234000.0,48658870000.0
2062.0,41383633000.0,50183450000.0,46793077000.0,48463254000.0
2063.0,41011230000.0,50118754000.0,46584490000.0,48241250000.0
2064.0,40631000000.0,50025850000.0,46399525000.0,48048017000.0
2065.0,40344273000.0,49996730000.0,46245680000.0,47862084000.0
2066.0,39985190000.0,49936683000.0,46036455000.0,47541750000.0
2067.0,39589210000.0,49856745000.0,45861740000.0,47331330000.0
2068.0,39193043000.0,49779937000.0,45707096000.0,47116280000.0
2069.0,38933930000.0,49744960000.0,45509400000.0,46875718000.0
2070.0,38540857000.0,49697510000.0,45345255000.0,46667096000.0
2071.0,38214720000.0,49608098000.0,45117506000.0,46480605000.0
2072.0,37921112000.0,49494098000.0,44921870000.0,46218404000.0
2073.0,37499195000.0,49441186000.0,44667830000.0,46004285000.0
2074.0,37058355000.0,49350270000.0,44465304000.0,45751067000.0
2075.0,36709794000.0,49279173000.0,44249076000.0,45524935000.0
2076.0,36391520000.0,49188463000.0,44066460000.0,45248580000.0
2077.0,36101390000.0,49124282000.0,43906597000.0,44940087000.0
2078.0,35821396000.0,49050380000.0,43673360000.0,44701127000.0
2079.0,35493925000.0,48971997000.0,43345380000.0,44468814000.0
2080.0,35127595000.0,48869065000.0,43126250000.0,44227050000.0
2081.0,34727440000.0,48840974000.0,43002900000.0,44007977000.0
2082.0,34365330000.0,48780906000.0,42848362000.0,43655823000.0
2083.0,33951900000.0,48692710000.0,42724650000.0,43372737000.0
2084.0,33680232000.0,48615380000.0,42553650000.0,43126694000.0
2085.0,33358811000.0,48448880000.0,42321670000.0,42878185000.0
2086.0,33045148000.0,48362193000.0,42166570000.0,42594046000.0
2087.0,32718782000.0,48269310000.0,41959408000.0,42274894000.0
2088.0,32497318000.0,48277950000.0,41752830000.0,42002370000.0
2089.0,32209625000.0,48165680000.0,41538167000.0,41805795000.0
2090.0,31893348000.0,48139090000.0,41428607000.0,41501490000.0
2091.0,31587883000.0,48016843000.0,41332756000.0,41247280000.0
2092.0,31229960000.0,47969178000.0,41225980000.0,40958260000.0
2093.0,30956915000.0,47891137000.0,41075450000.0,40653685000.0
2094.0,30651642000.0,47822524000.0,40910615000.0,40403940000.0
2095.0,30373510000.0,47767458000.0,40770507000.0,40160612000.0
2096.0,30100097000.0,47686960000.0,40634896000.0,39909650000.0
2097.0,29829736000.0,47636677000.0,40461582000.0,39624660000.0
2098.0,29626212000.0,47567930000.0,40280110000.0,39386653000.0
2099.0,29346816000.0,47504286000.0,40165750000.0,39070257000.0
2100.0,29104458000.0,47422743000.0,40014574000.0,38629740000.0
