time,CESM2-WACCM,EC-EARTH3-VEG,INM-CM5-0,CANESM5,ACCESS-CM2,IPSL-CM6A-LR,NORESM2-MM,MPI-ESM1-2-HR,GFDL-ESM4,BCC-CSM2-MR,ACCESS-ESM1-5,CAMS-CSM1-0,EC-EARTH3,MRI-ESM2-0,CESM2,FGOALS-F3-L,INM-CM4-8
2018.0,51569280000.0,51569280000.0,51569280000.0,51569280000.0,51569280000.0,51569280000.0,51569280000.0,51569280000.0,51569280000.0,51569280000.0,51569280000.0,51569280000.0,51569280000.0,51569280000.0,51569280000.0,51569280000.0,51569280000.0
2019.0,51553366000.0,51553366000.0,51553366000.0,51553366000.0,51553366000.0,51553366000.0,51553366000.0,51553366000.0,51553366000.0,51553366000.0,51553366000.0,51553366000.0,51553366000.0,51553366000.0,51553366000.0,51553366000.0,51553366000.0
2020.0,51535900000.0,51535900000.0,51535900000.0,51535900000.0,51535900000.0,51535900000.0,51535900000.0,51535900000.0,51535900000.0,51535900000.0,51535900000.0,51535900000.0,51535900000.0,51535900000.0,51535900000.0,51535900000.0,51535900000.0
2021.0,51529460000.0,51481543000.0,51509735000.0,51571016000.0,51515453000.0,51515940000.0,51519386000.0,51497443000.0,51501187000.0,51537560000.0,51523432000.0,51512295000.0,51480343000.0,51521552000.0,51521065000.0,51515884000.0,51518476000.0
2022.0,51512558000.0,51424285000.0,51469650000.0,51492606000.0,51505345000.0,51476718000.0,51485344000.0,51474285000.0,51463127000.0,51517465000.0,51511214000.0,51500420000.0,51451752000.0,51520060000.0,51520287000.0,51496850000.0,51528462000.0
2023.0,51509000000.0,51345867000.0,51425755000.0,51635683000.0,51462726000.0,51445260000.0,51470963000.0,51453760000.0,51459314000.0,51486380000.0,51530543000.0,51464634000.0,51395080000.0,51472667000.0,51480658000.0,51479480000.0,51512398000.0
2024.0,51498693000.0,51317703000.0,51398680000.0,51425190000.0,51448115000.0,51390710000.0,51459084000.0,51452670000.0,51416334000.0,51451680000.0,51493960000.0,51473093000.0,51354546000.0,51458736000.0,51471217000.0,51454780000.0,51475890000.0
2025.0,51512370000.0,51285275000.0,51374760000.0,51341677000.0,51407933000.0,51371926000.0,51419380000.0,51530314000.0,51388300000.0,51466273000.0,51421240000.0,51446673000.0,51318608000.0,51415327000.0,51450190000.0,51405873000.0,51496972000.0
2026.0,51456913000.0,51233145000.0,51337750000.0,51279020000.0,51389854000.0,51336356000.0,51393765000.0,51375780000.0,51373494000.0,51437580000.0,51395930000.0,51417680000.0,51276366000.0,51380520000.0,51388990000.0,51391533000.0,51468890000.0
2027.0,51455672000.0,51191656000.0,51302280000.0,51211977000.0,51353400000.0,51311874000.0,51372190000.0,51352720000.0,51343980000.0,51397720000.0,51347177000.0,51369234000.0,51235693000.0,51357417000.0,51370234000.0,51354760000.0,51419324000.0
2028.0,51555590000.0,51138960000.0,51268825000.0,51131634000.0,51327080000.0,51299160000.0,51352580000.0,51320705000.0,51309620000.0,51369590000.0,51343260000.0,51347680000.0,51197452000.0,51309290000.0,51363647000.0,51324244000.0,51487875000.0
2029.0,51430216000.0,51082945000.0,51227853000.0,51044440000.0,51323770000.0,51265917000.0,51329507000.0,51318112000.0,51277844000.0,51346887000.0,51309597000.0,51331870000.0,51147805000.0,51282250000.0,51326267000.0,51312198000.0,51482874000.0
2030.0,51448730000.0,51009940000.0,51190235000.0,50927530000.0,51304653000.0,51235170000.0,51318235000.0,51283400000.0,51256377000.0,51334873000.0,51296158000.0,51315212000.0,51126546000.0,51256430000.0,51305984000.0,51295930000.0,51401750000.0
2031.0,51415240000.0,50943320000.0,51153396000.0,50824983000.0,51309666000.0,51202253000.0,51284177000.0,51283595000.0,51330480000.0,51327010000.0,51300135000.0,51309412000.0,51064620000.0,51234263000.0,51278850000.0,51256780000.0,51385740000.0
2032.0,51400440000.0,50877900000.0,51113190000.0,50800263000.0,51272560000.0,51173890000.0,51267478000.0,51257483000.0,51206150000.0,51298284000.0,51322556000.0,51297403000.0,51000656000.0,51204665000.0,51260084000.0,51227800000.0,51379147000.0
2033.0,51347400000.0,50829767000.0,51069022000.0,50613490000.0,51271090000.0,51151684000.0,51249852000.0,51236565000.0,51175854000.0,51283788000.0,51256775000.0,51272106000.0,50915086000.0,51168543000.0,51239084000.0,51203228000.0,51421385000.0
2034.0,51435327000.0,50784190000.0,51006960000.0,50453980000.0,51286925000.0,51110048000.0,51239195000.0,51236470000.0,51141116000.0,51267203000.0,51263500000.0,51260543000.0,50835500000.0,51112620000.0,51218096000.0,51182160000.0,51342877000.0
2035.0,51313510000.0,50752918000.0,50935040000.0,50260095000.0,51244450000.0,51075970000.0,51210805000.0,51218227000.0,51121013000.0,51245294000.0,51229438000.0,51248120000.0,50773720000.0,51066335000.0,51196510000.0,51136800000.0,51653353000.0
2036.0,51294003000.0,50685600000.0,50892580000.0,50094190000.0,51195060000.0,51014030000.0,51195634000.0,51193864000.0,51077415000.0,51211817000.0,51205410000.0,51410480000.0,50678202000.0,51020042000.0,51167020000.0,51111195000.0,51364024000.0
2037.0,51276386000.0,50628800000.0,50816795000.0,49922363000.0,51153412000.0,50942083000.0,51191450000.0,51168227000.0,51128787000.0,51195650000.0,51150893000.0,51221017000.0,50603060000.0,50971610000.0,51129537000.0,51090970000.0,51315667000.0
2038.0,51241740000.0,50562170000.0,50759463000.0,49711970000.0,51092734000.0,50870920000.0,51131875000.0,51189420000.0,51038056000.0,51144573000.0,51115004000.0,51171193000.0,50508300000.0,50918183000.0,51101553000.0,51052573000.0,51324068000.0
2039.0,51221918000.0,50536380000.0,50723918000.0,49472963000.0,51038630000.0,50783932000.0,51125785000.0,51120650000.0,50999330000.0,51105790000.0,51103870000.0,51148980000.0,50398250000.0,50821063000.0,51079960000.0,51023897000.0,51282575000.0
2040.0,51176104000.0,50575167000.0,50669867000.0,49271427000.0,51004450000.0,50693964000.0,51103240000.0,51096150000.0,50975646000.0,51024024000.0,51233313000.0,51114766000.0,50295380000.0,50748340000.0,51060105000.0,50975457000.0,51246820000.0
2041.0,51149857000.0,50588860000.0,50628650000.0,49030595000.0,51020317000.0,50611100000.0,50997817000.0,51060780000.0,50909274000.0,50959876000.0,51062657000.0,51100250000.0,50180880000.0,50665410000.0,51018890000.0,50955020000.0,51243176000.0
2042.0,51221275000.0,50482434000.0,50574200000.0,48733454000.0,50892034000.0,50490814000.0,50967044000.0,50983240000.0,50874184000.0,50956796000.0,51028430000.0,51056280000.0,50075525000.0,50602197000.0,50996500000.0,50918924000.0,51213017000.0
2043.0,51087225000.0,50425030000.0,50488240000.0,48452190000.0,50822607000.0,50391126000.0,50931950000.0,50917490000.0,50825890000.0,50893533000.0,51014234000.0,51012050000.0,49995764000.0,50510800000.0,50955497000.0,50893930000.0,51186960000.0
2044.0,51051168000.0,50394230000.0,50440712000.0,48089150000.0,50800075000.0,50264015000.0,50893885000.0,50839870000.0,50798166000.0,50857624000.0,50982590000.0,50986852000.0,49847700000.0,50407310000.0,50883420000.0,50876630000.0,51167080000.0
2045.0,51019060000.0,50353336000.0,50407805000.0,47748830000.0,50732868000.0,50169770000.0,50837914000.0,50776134000.0,50766720000.0,50801967000.0,50983477000.0,50968610000.0,49710764000.0,50350070000.0,50837807000.0,50832232000.0,51147747000.0
2046.0,51003134000.0,50292340000.0,50356326000.0,47495356000.0,50670477000.0,50039763000.0,50806590000.0,50722497000.0,50740486000.0,50778580000.0,50928087000.0,50917335000.0,49541560000.0,50269790000.0,50819860000.0,50798195000.0,51139560000.0
2047.0,50967273000.0,50256600000.0,50294260000.0,47229145000.0,50606260000.0,49897116000.0,50754605000.0,50675007000.0,50693400000.0,50711110000.0,50893693000.0,50904690000.0,49372283000.0,50120710000.0,50792944000.0,50758947000.0,51085636000.0
2048.0,50922780000.0,50168857000.0,50246050000.0,46936183000.0,50470600000.0,49793004000.0,50709850000.0,50682700000.0,50670830000.0,50630435000.0,50854957000.0,50850394000.0,49243333000.0,49990100000.0,50761834000.0,50703925000.0,51062350000.0
2049.0,50895320000.0,50090037000.0,50198140000.0,46659940000.0,50344563000.0,49636680000.0,50699880000.0,50590190000.0,50656092000.0,50581852000.0,50815730000.0,50805820000.0,49132680000.0,49860700000.0,50702123000.0,50635640000.0,51031917000.0
2050.0,51034760000.0,50033370000.0,50116264000.0,46430320000.0,50202825000.0,49496570000.0,50651150000.0,50562142000.0,50622095000.0,50549252000.0,50794490000.0,50768425000.0,49032892000.0,49759478000.0,50662728000.0,50582872000.0,51000263000.0
2051.0,50849976000.0,50019664000.0,50075808000.0,46099580000.0,50140254000.0,49356968000.0,50603696000.0,50597430000.0,50570596000.0,50438586000.0,50749055000.0,50755863000.0,48951153000.0,49632444000.0,50636034000.0,50531394000.0,50980684000.0
2052.0,50821968000.0,50062316000.0,49999573000.0,45825225000.0,50000826000.0,49180020000.0,50557870000.0,50505580000.0,50528990000.0,50381894000.0,50718900000.0,50779533000.0,48850473000.0,49528550000.0,50587607000.0,50501070000.0,50945982000.0
2053.0,50776752000.0,49900147000.0,49949233000.0,45567283000.0,49906156000.0,49010323000.0,50520363000.0,50467914000.0,50489553000.0,50330546000.0,50681037000.0,50690150000.0,48701690000.0,49372803000.0,50537566000.0,50422080000.0,50888750000.0
2054.0,50729040000.0,49826644000.0,49899330000.0,45338116000.0,49852840000.0,48809538000.0,50449750000.0,50415600000.0,50454530000.0,50285044000.0,50634908000.0,50670064000.0,48630070000.0,49275765000.0,50490016000.0,50362196000.0,50876166000.0
2055.0,50690777000.0,49758507000.0,49833680000.0,45125747000.0,49845870000.0,48648864000.0,50422407000.0,50345300000.0,50478110000.0,50251264000.0,50556568000.0,50606130000.0,48555155000.0,49136160000.0,50449805000.0,50308940000.0,50813660000.0
2056.0,50685130000.0,49708420000.0,49790610000.0,44899774000.0,49781215000.0,48516490000.0,50353040000.0,50292347000.0,50359726000.0,50181136000.0,50495450000.0,50579538000.0,48386800000.0,48925960000.0,50384540000.0,50278846000.0,50780217000.0
2057.0,50638530000.0,49621610000.0,49734988000.0,44650200000.0,49708573000.0,48311886000.0,50291843000.0,50254570000.0,50298560000.0,50114050000.0,50455163000.0,50529960000.0,48226330000.0,48778910000.0,50339426000.0,50201810000.0,50721632000.0
2058.0,50605466000.0,49508260000.0,49658167000.0,44392700000.0,49643070000.0,48116322000.0,50236060000.0,50173390000.0,50260074000.0,50045060000.0,50370073000.0,50507150000.0,48103772000.0,48585675000.0,50288456000.0,50181018000.0,50683412000.0
2059.0,50529825000.0,49379336000.0,49553736000.0,44039623000.0,49614524000.0,47899087000.0,50167755000.0,50076066000.0,50204080000.0,49976852000.0,50311205000.0,50447634000.0,47983534000.0,48410960000.0,50214162000.0,50120710000.0,50623214000.0
2060.0,50485146000.0,49274667000.0,49454653000.0,43816006000.0,49524453000.0,47721630000.0,50154033000.0,49949336000.0,50130840000.0,49940180000.0,50282940000.0,50482754000.0,47894870000.0,48244756000.0,50120470000.0,50037567000.0,50553290000.0
2061.0,50395910000.0,49205637000.0,49378898000.0,43614300000.0,49395225000.0,47561916000.0,50057572000.0,49831270000.0,50085180000.0,49877230000.0,50246717000.0,50391740000.0,47766640000.0,48054650000.0,50053206000.0,49983025000.0,50492460000.0
2062.0,50362890000.0,49133030000.0,49288483000.0,43278344000.0,49299325000.0,47380492000.0,49977455000.0,49741810000.0,50011100000.0,49790755000.0,50235572000.0,50352630000.0,47677157000.0,47901774000.0,49977000000.0,49916047000.0,50477564000.0
2063.0,50343790000.0,48889590000.0,49199510000.0,43086234000.0,49238827000.0,47177260000.0,49938610000.0,49678040000.0,49944895000.0,49661240000.0,50262880000.0,50279956000.0,47525474000.0,47706493000.0,49909520000.0,49880183000.0,50351596000.0
2064.0,50267083000.0,48736436000.0,49128790000.0,42817544000.0,49168290000.0,46992510000.0,49903956000.0,49621170000.0,49849184000.0,49594720000.0,50128183000.0,50269560000.0,47414223000.0,47468237000.0,49839747000.0,49822490000.0,50266690000.0
2065.0,50225120000.0,48561420000.0,49024540000.0,42592900000.0,49068687000.0,46802846000.0,49802707000.0,49546977000.0,49781928000.0,49482105000.0,50096850000.0,50226205000.0,47234826000.0,47278640000.0,49741074000.0,49757060000.0,50211450000.0
2066.0,50160525000.0,48401840000.0,48916310000.0,42267664000.0,48933216000.0,46606350000.0,49727400000.0,49511014000.0,49695200000.0,49413780000.0,50013114000.0,50177995000.0,47052108000.0,47021347000.0,49635370000.0,49705894000.0,50121440000.0
2067.0,50089620000.0,48252380000.0,48838440000.0,41983205000.0,48824900000.0,46468080000.0,49638600000.0,49447100000.0,49649850000.0,49351500000.0,49925930000.0,50174624000.0,46944838000.0,46792036000.0,49586790000.0,49618747000.0,50080270000.0
2068.0,49996700000.0,48068194000.0,48751546000.0,41723646000.0,48707720000.0,46274703000.0,49598317000.0,49344550000.0,49582526000.0,49311904000.0,49826165000.0,50082850000.0,46767910000.0,46567653000.0,49453244000.0,49538300000.0,50112590000.0
2069.0,49942454000.0,47913456000.0,48644540000.0,41506304000.0,48568770000.0,46143316000.0,49548700000.0,49219826000.0,49573577000.0,49225396000.0,49691320000.0,50036134000.0,46591316000.0,46325404000.0,49372740000.0,49469490000.0,49923030000.0
2070.0,49873834000.0,47700400000.0,48575840000.0,41251025000.0,48471300000.0,45895070000.0,49460980000.0,49136263000.0,49462130000.0,49311777000.0,49603555000.0,49969190000.0,46403592000.0,46073070000.0,49312567000.0,49420313000.0,49872306000.0
2071.0,49863655000.0,47523885000.0,48504365000.0,40997544000.0,48364110000.0,45644540000.0,49368658000.0,49078270000.0,49404862000.0,49093150000.0,49554560000.0,49939448000.0,46106448000.0,45923295000.0,49234203000.0,49347550000.0,49769824000.0
2072.0,49868186000.0,47336694000.0,48429806000.0,40765743000.0,48262255000.0,45395520000.0,49304010000.0,48982176000.0,49329260000.0,49020273000.0,49333744000.0,49892524000.0,45883417000.0,45757284000.0,49212610000.0,49294770000.0,49705873000.0
2073.0,49740706000.0,47217746000.0,48367866000.0,40466067000.0,48157696000.0,45194430000.0,49247502000.0,48919420000.0,49272988000.0,48935576000.0,49292150000.0,49874610000.0,45718077000.0,45478560000.0,49070140000.0,49248248000.0,49620130000.0
2074.0,49657418000.0,47077425000.0,48288340000.0,40208093000.0,48186024000.0,44989290000.0,49296683000.0,48806138000.0,49204370000.0,48794915000.0,49135604000.0,49817020000.0,45519560000.0,45352616000.0,49024260000.0,49171340000.0,49583180000.0
2075.0,49608397000.0,46933262000.0,48179655000.0,39957447000.0,47981916000.0,44683223000.0,49107470000.0,48716500000.0,49123705000.0,48707957000.0,49032560000.0,49758142000.0,45361950000.0,45243257000.0,48933233000.0,49109300000.0,49509030000.0
2076.0,49551230000.0,46759387000.0,48047590000.0,39646320000.0,47911000000.0,44452712000.0,49061487000.0,48686998000.0,49058787000.0,48638450000.0,48888770000.0,49710050000.0,45240566000.0,45026718000.0,48806453000.0,49056950000.0,49424750000.0
2077.0,49610027000.0,46581117000.0,47971540000.0,39398904000.0,47791270000.0,44177250000.0,49033910000.0,48566505000.0,48998543000.0,48550093000.0,48811080000.0,49634636000.0,45050544000.0,44807470000.0,48719140000.0,48974380000.0,49371664000.0
2078.0,49509000000.0,46375137000.0,47882230000.0,39140370000.0,47688730000.0,43928940000.0,48994525000.0,48491983000.0,48916920000.0,48365530000.0,48757957000.0,49578144000.0,44912206000.0,44619756000.0,48622658000.0,48914428000.0,49239847000.0
2079.0,49457030000.0,46164054000.0,47818510000.0,38806000000.0,47577320000.0,43701740000.0,48926650000.0,48439914000.0,48829403000.0,48205005000.0,48695714000.0,49538613000.0,44740694000.0,44402580000.0,48529228000.0,48838410000.0,49192940000.0
2080.0,49395140000.0,45918433000.0,47724626000.0,38551216000.0,47429280000.0,43433920000.0,48818475000.0,48439890000.0,48761713000.0,48020484000.0,48524304000.0,49466890000.0,44559294000.0,44279500000.0,48444880000.0,48768730000.0,49200443000.0
2081.0,49338454000.0,45626190000.0,47641706000.0,38227263000.0,47264410000.0,43165135000.0,48731460000.0,48305310000.0,48678280000.0,47933390000.0,48352490000.0,49430310000.0,44348817000.0,44082290000.0,48385780000.0,48708770000.0,49145123000.0
2082.0,49313750000.0,45370868000.0,47525646000.0,37929894000.0,47174955000.0,42917640000.0,48603980000.0,48240796000.0,48602290000.0,47863812000.0,48171168000.0,49368326000.0,44115570000.0,43917050000.0,48341940000.0,48621480000.0,48991728000.0
2083.0,49215033000.0,45074710000.0,47460164000.0,37639680000.0,47046185000.0,42732417000.0,48514773000.0,48219615000.0,48530768000.0,47788870000.0,48106496000.0,49303597000.0,43898417000.0,43785953000.0,48231700000.0,48563940000.0,48985526000.0
2084.0,49138580000.0,44812407000.0,47324172000.0,37382947000.0,46956580000.0,42466304000.0,48419210000.0,48099344000.0,48492335000.0,47692034000.0,48045003000.0,49229550000.0,43761967000.0,43597900000.0,48145980000.0,48502546000.0,48905834000.0
2085.0,49082733000.0,44419265000.0,47200370000.0,37130097000.0,46854270000.0,42255376000.0,48352580000.0,47945350000.0,48395750000.0,47565533000.0,47872766000.0,49174190000.0,43619103000.0,43344585000.0,48044814000.0,48358167000.0,48756724000.0
2086.0,49014380000.0,44072882000.0,47120916000.0,36884270000.0,46596284000.0,42041970000.0,48251986000.0,47840436000.0,48318968000.0,47445197000.0,47758852000.0,49062110000.0,43488390000.0,43151827000.0,48005420000.0,48506060000.0,48707437000.0
2087.0,48939510000.0,43741045000.0,47042650000.0,36647840000.0,46491767000.0,41819898000.0,48156635000.0,47739570000.0,48234580000.0,47306793000.0,47764790000.0,49000400000.0,43345820000.0,42915660000.0,47876157000.0,48280380000.0,48626774000.0
2088.0,48849998000.0,43497353000.0,46958563000.0,36457480000.0,46394330000.0,41588590000.0,48168690000.0,47658926000.0,48114192000.0,47267123000.0,47645655000.0,48933892000.0,43155722000.0,42738885000.0,47782540000.0,48217050000.0,48586236000.0
2089.0,48751722000.0,43248190000.0,46881080000.0,36178390000.0,46307234000.0,41396163000.0,48081277000.0,47525060000.0,47961960000.0,47168860000.0,47565530000.0,48882352000.0,42997813000.0,42590327000.0,47693894000.0,48175157000.0,48539447000.0
2090.0,48777670000.0,42982580000.0,46764777000.0,35894653000.0,46197133000.0,41180398000.0,47974620000.0,47413527000.0,47887143000.0,47071998000.0,47621810000.0,48888610000.0,42857030000.0,42472567000.0,47606215000.0,48128393000.0,48501064000.0
2091.0,48651215000.0,42729340000.0,46743904000.0,35692840000.0,46135378000.0,40956023000.0,47893996000.0,47311987000.0,47834305000.0,46998840000.0,47394320000.0,48881750000.0,42687980000.0,42286050000.0,47534576000.0,48010375000.0,48415195000.0
2092.0,48501494000.0,42490840000.0,46659654000.0,35380480000.0,46020403000.0,40767754000.0,47875710000.0,47312020000.0,47809020000.0,46989836000.0,47301284000.0,48781280000.0,42532905000.0,42128230000.0,47489550000.0,47898735000.0,48332816000.0
2093.0,48412733000.0,42233446000.0,46661970000.0,35159550000.0,45775700000.0,40532740000.0,47793586000.0,47217540000.0,47705190000.0,46830150000.0,47125942000.0,48803877000.0,42362253000.0,41955920000.0,47379845000.0,47831986000.0,48273210000.0
2094.0,48374587000.0,42041440000.0,46525764000.0,34874733000.0,45618490000.0,40259977000.0,47696224000.0,47145880000.0,47616770000.0,46717500000.0,47021085000.0,48651900000.0,42224940000.0,41771840000.0,47259808000.0,47759670000.0,48172520000.0
2095.0,48279480000.0,41842190000.0,46457684000.0,34676660000.0,45481214000.0,40041980000.0,47635080000.0,47141655000.0,47532356000.0,46624600000.0,46892863000.0,48593084000.0,42156950000.0,41639010000.0,47137540000.0,47690502000.0,48106940000.0
2096.0,48184873000.0,41518547000.0,46416030000.0,34441814000.0,45321875000.0,39853343000.0,47529160000.0,47029228000.0,47444357000.0,46571143000.0,46797984000.0,48526760000.0,42011865000.0,41485464000.0,47039255000.0,47593700000.0,48012366000.0
2097.0,48122687000.0,41268840000.0,46341284000.0,34174847000.0,45165600000.0,39560170000.0,47447600000.0,47066604000.0,47733920000.0,46429745000.0,46722740000.0,48480160000.0,41841070000.0,41249610000.0,46945485000.0,47525425000.0,47992353000.0
2098.0,47941930000.0,41073005000.0,46369243000.0,33889490000.0,44956594000.0,39292180000.0,47332330000.0,46867296000.0,47343923000.0,46304130000.0,46682280000.0,48383934000.0,41692860000.0,41114923000.0,46837924000.0,47443927000.0,47862112000.0
2099.0,47833793000.0,40906334000.0,46273680000.0,33642422000.0,44780300000.0,39021460000.0,47245402000.0,46767886000.0,47247110000.0,46167986000.0,46458925000.0,48310600000.0,41551413000.0,41052815000.0,46725636000.0,47424230000.0,47747620000.0
2100.0,47755194000.0,40634044000.0,46174552000.0,33425478000.0,44977880000.0,38730180000.0,47208366000.0,46708830000.0,47130845000.0,46097564000.0,46284186000.0,48309160000.0,41428197000.0,40930365000.0,46558527000.0,47321793000.0,47679762000.0
