time,MPI-ESM-LR,CNRM-CM5,GFDL-CM3,GISS-E2-R,NORESM1-M,CANESM2,CCSM4,IPSL-CM5A-LR,GFDL-ESM2G,CSIRO-MK3-6-0
2000.0,34125609000.0,34125609000.0,34125609000.0,34125609000.0,34125609000.0,34125609000.0,34125609000.0,34125609000.0,34125609000.0,34125609000.0
2001.0,33798777000.0,33798777000.0,33798777000.0,33798777000.0,33798777000.0,33798777000.0,33798777000.0,33798777000.0,33798777000.0,33798777000.0
2002.0,33667377000.0,33667377000.0,33667377000.0,33667377000.0,33667377000.0,33667377000.0,33667377000.0,33667377000.0,33667377000.0,33667377000.0
2003.0,33672258000.0,33672258000.0,33672258000.0,33672258000.0,33672258000.0,33672258000.0,33672258000.0,33672258000.0,33672258000.0,33672258000.0
2004.0,34173856000.0,34173856000.0,34173856000.0,34173856000.0,34173856000.0,34173856000.0,34173856000.0,34173856000.0,34173856000.0,34173856000.0
2005.0,34133800000.0,34133800000.0,34133800000.0,34133800000.0,34133800000.0,34133800000.0,34133800000.0,34133800000.0,34133800000.0,34133800000.0
2006.0,34307420000.0,34307420000.0,34307420000.0,34307420000.0,34307420000.0,34307420000.0,34307420000.0,34307420000.0,34307420000.0,34307420000.0
2007.0,34032871000.0,34032871000.0,34032871000.0,34032871000.0,34032871000.0,34032871000.0,34032871000.0,34032871000.0,34032871000.0,34032871000.0
2008.0,33765505000.0,33765505000.0,33765505000.0,33765505000.0,33765505000.0,33765505000.0,33765505000.0,33765505000.0,33765505000.0,33765505000.0
2009.0,33825667000.0,33825667000.0,33825667000.0,33825667000.0,33825667000.0,33825667000.0,33825667000.0,33825667000.0,33825667000.0,33825667000.0
2010.0,33962654000.0,33962654000.0,33962654000.0,33962654000.0,33962654000.0,33962654000.0,33962654000.0,33962654000.0,33962654000.0,33962654000.0
2011.0,34355857000.0,34355857000.0,34355857000.0,34355857000.0,34355857000.0,34355857000.0,34355857000.0,34355857000.0,34355857000.0,34355857000.0
2012.0,33841605000.0,33841605000.0,33841605000.0,33841605000.0,33841605000.0,33841605000.0,33841605000.0,33841605000.0,33841605000.0,33841605000.0
2013.0,33727193000.0,33727193000.0,33727193000.0,33727193000.0,33727193000.0,33727193000.0,33727193000.0,33727193000.0,33727193000.0,33727193000.0
2014.0,33702970000.0,33702970000.0,33702970000.0,33702970000.0,33702970000.0,33702970000.0,33702970000.0,33702970000.0,33702970000.0,33702970000.0
2015.0,33745750000.0,33745750000.0,33745750000.0,33745750000.0,33745750000.0,33745750000.0,33745750000.0,33745750000.0,33745750000.0,33745750000.0
2016.0,34770596000.0,34770596000.0,34770596000.0,34770596000.0,34770596000.0,34770596000.0,34770596000.0,34770596000.0,34770596000.0,34770596000.0
2017.0,33738908000.0,33738908000.0,33738908000.0,33738908000.0,33738908000.0,33738908000.0,33738908000.0,33738908000.0,33738908000.0,33738908000.0
2018.0,33740567000.0,33740567000.0,33740567000.0,33740567000.0,33740567000.0,33740567000.0,33740567000.0,33740567000.0,33740567000.0,33740567000.0
2019.0,33702191000.0,33702191000.0,33702191000.0,33702191000.0,33702191000.0,33702191000.0,33702191000.0,33702191000.0,33702191000.0,33702191000.0
2020.0,33882059000.0,33882059000.0,33882059000.0,33882059000.0,33882059000.0,33882059000.0,33882059000.0,33882059000.0,33882059000.0,33882059000.0
2021.0,33753178000.0,33613328000.0,33513860000.0,33828475000.0,33648458000.0,33463673000.0,33505057000.0,33733010000.0,33594710000.0,33457392000.0
2022.0,33615194000.0,33781965000.0,33463747000.0,33557590000.0,33525256000.0,33375756000.0,33411973000.0,33553562000.0,33633751000.0,33420816000.0
2023.0,33505960000.0,33551260000.0,33437989000.0,33521068000.0,33550774000.0,33386598000.0,33353441000.0,33694417000.0,33516952000.0,33300859000.0
2024.0,33410322000.0,33504612000.0,33320755000.0,33532220000.0,33443717000.0,33233950000.0,33256753000.0,33487610000.0,33423448000.0,33183844000.0
2025.0,33424690000.0,33765755000.0,33225187000.0,33376672000.0,33360423000.0,33153892000.0,33198100000.0,33377595000.0,33315350000.0,33091610000.0
2026.0,33556892000.0,33386570000.0,33108349000.0,33285097000.0,33271482000.0,33155387000.0,33276033000.0,33629682000.0,33430454000.0,32947546000.0
2027.0,33895657000.0,33990562000.0,33004636000.0,33328210000.0,33185090000.0,32886630000.0,33320212000.0,33439816000.0,33116380000.0,32874007000.0
2028.0,33495214000.0,33717148000.0,32851644000.0,33154070000.0,33110723000.0,32765825000.0,33308381000.0,33401487000.0,33914190000.0,32742103000.0
2029.0,33246398000.0,33446660000.0,32677583000.0,33052620000.0,32975850000.0,32590227000.0,32967434000.0,33193020000.0,33813690000.0,32588182000.0
2030.0,33212555000.0,33248246000.0,32511193000.0,32951610000.0,32802132000.0,32494428000.0,32887085000.0,33036227000.0,33062242000.0,32423010000.0
2031.0,33085120000.0,33174956000.0,32394037000.0,33073703000.0,32676458000.0,32259720000.0,32780720000.0,32927435000.0,32838015000.0,32620603000.0
2032.0,32948058000.0,33141514000.0,32136808000.0,32815112000.0,32693508000.0,32139303000.0,32568226000.0,32807123000.0,32811694000.0,32237212000.0
2033.0,32860893000.0,33096598000.0,31913284000.0,32656950000.0,32469604000.0,32196635000.0,32437832000.0,32636918000.0,32611533000.0,31976560000.0
2034.0,32711842000.0,33115906000.0,31658938000.0,32715088000.0,32342127000.0,31787958000.0,32542837000.0,32448758000.0,32512877000.0,31682963000.0
2035.0,32658014000.0,32964946000.0,31386708000.0,32433152000.0,32204941000.0,31490716000.0,32275067000.0,32213700000.0,32312380000.0,31461065000.0
2036.0,32434560000.0,32838615000.0,31017435000.0,32203102000.0,32275580000.0,31180229000.0,32064094000.0,31988187000.0,32103100000.0,31388643000.0
2037.0,32369945000.0,32763195000.0,30712070000.0,31981826000.0,32000188000.0,30867448000.0,31949950000.0,31664525000.0,31993057000.0,31128562000.0
2038.0,32260805000.0,32621392000.0,30391026000.0,31702368000.0,32087347000.0,30589389000.0,31892170000.0,31357606000.0,31770370000.0,30968080000.0
2039.0,32000903000.0,32525590000.0,29799694000.0,31496120000.0,31728568000.0,30322590000.0,31581682000.0,30889988000.0,31549436000.0,30652210000.0
2040.0,31784750000.0,32423084000.0,29386260000.0,31207145000.0,31493007000.0,29952567000.0,31397896000.0,30328390000.0,31473355000.0,30299603000.0
2041.0,31634688000.0,32222607000.0,28838388000.0,30971537000.0,31265820000.0,29550815000.0,31189088000.0,29865574000.0,31269396000.0,30214302000.0
2042.0,31393184000.0,32031068000.0,28354930000.0,30641359000.0,31045024000.0,29304726000.0,31094702000.0,29423722000.0,30983550000.0,29789550000.0
2043.0,31211670000.0,31828110000.0,27773160000.0,30258143000.0,30784561000.0,29003770000.0,30857640000.0,29077010000.0,30671653000.0,29404213000.0
2044.0,31101741000.0,31663823000.0,27318740000.0,29964292000.0,30504870000.0,28593314000.0,30556355000.0,28845560000.0,30910933000.0,29136863000.0
2045.0,30778524000.0,31381230000.0,26771374000.0,29803026000.0,30220063000.0,28000647000.0,30288560000.0,28199890000.0,30385873000.0,28860832000.0
2046.0,30243166000.0,31237116000.0,26121791000.0,29384413000.0,29963993000.0,27687970000.0,30048680000.0,27686408000.0,30122672000.0,28551500000.0
2047.0,29886771000.0,31062454000.0,25545800000.0,28947743000.0,29672094000.0,27178370000.0,29857585000.0,26939834000.0,29888307000.0,28235848000.0
2048.0,29784060000.0,30759258000.0,24929305000.0,28637065000.0,29433295000.0,26778570000.0,29487315000.0,26514407000.0,29599508000.0,28097786000.0
2049.0,29314753000.0,30480144000.0,24226781000.0,28299112000.0,29084672000.0,26287505000.0,29253770000.0,25927318000.0,29327100000.0,27523560000.0
2050.0,28979737000.0,30288970000.0,23461755000.0,27978720000.0,28750318000.0,25759056000.0,28996743000.0,25585508000.0,29086247000.0,27210510000.0
2051.0,28602546000.0,30047330000.0,23546706000.0,27494492000.0,28448720000.0,25235659000.0,28764844000.0,25100034000.0,28930030000.0,26917816000.0
2052.0,28279577000.0,29752173000.0,22679747000.0,27108424000.0,28446106000.0,24659137000.0,28629017000.0,24563920000.0,28495043000.0,26833136000.0
2053.0,27959140000.0,29515086000.0,21995756000.0,26833154000.0,27762096000.0,24059918000.0,28279876000.0,24009894000.0,28311860000.0,27148884000.0
2054.0,27630850000.0,29257843000.0,21208891000.0,26498966000.0,27478417000.0,23461216000.0,27937851000.0,23564274000.0,28071051000.0,26312532000.0
2055.0,27942412000.0,28872390000.0,20615852000.0,26101164000.0,27218012000.0,22909835000.0,27606817000.0,23072895000.0,27572886000.0,25816484000.0
2056.0,26995352000.0,28549069000.0,20060764000.0,25630364000.0,27117060000.0,22501206000.0,27290456000.0,22523943000.0,27179346000.0,25339478000.0
2057.0,26476796000.0,28329126000.0,19476974000.0,25207198000.0,26582503000.0,21951758000.0,26946570000.0,22141979000.0,26753223000.0,25542265000.0
2058.0,26018728000.0,27930632000.0,18821423000.0,24867959000.0,26123050000.0,21364875000.0,26607800000.0,21542890000.0,26315895000.0,24673577000.0
2059.0,25504836000.0,27555490000.0,18153871000.0,24476500000.0,25731912000.0,20938002000.0,26514285000.0,21006782000.0,25880023000.0,24448207000.0
2060.0,25130707000.0,27353809000.0,17525640000.0,24085615000.0,25413910000.0,20357622000.0,26080516000.0,20467843000.0,25478090000.0,23955104000.0
2061.0,24595170000.0,27292518000.0,16987455000.0,23764662000.0,25096340000.0,19731335000.0,25781199000.0,20053955000.0,25225757000.0,23700030000.0
2062.0,24029043000.0,26851832000.0,16341318000.0,23338648000.0,24932327000.0,19208423000.0,25396960000.0,19270328000.0,24904960000.0,23338449000.0
2063.0,23655752000.0,26626550000.0,15589543000.0,23040050000.0,24550484000.0,18674250000.0,25064325000.0,18748099000.0,24669639000.0,22836850000.0
2064.0,23067367000.0,26221197000.0,14877076000.0,22637361000.0,24128630000.0,18330794000.0,24771760000.0,18254797000.0,24427762000.0,22325720000.0
2065.0,22648180000.0,25863610000.0,14125325000.0,22321596000.0,23767818000.0,17829001000.0,24432656000.0,17530417000.0,24073787000.0,21864247000.0
2066.0,22187418000.0,25486375000.0,13436677000.0,22005629000.0,23586187000.0,17178821000.0,24130398000.0,17015788000.0,23750728000.0,21486948000.0
2067.0,21609261000.0,25200177000.0,12831207000.0,21731926000.0,23126247000.0,16628543000.0,23751383000.0,16453634000.0,23557091000.0,21127883000.0
2068.0,21154556000.0,24846006000.0,12241223000.0,21291080000.0,22796026000.0,16185891000.0,23385980000.0,15885070000.0,23210990000.0,20733170000.0
2069.0,20761706000.0,24586099000.0,11648722000.0,20837150000.0,22344210000.0,15857850000.0,22921250000.0,15466374000.0,22878243000.0,20286040000.0
2070.0,20364276000.0,24433644000.0,11134007000.0,20480686000.0,21892135000.0,15364853000.0,22428348000.0,14958995000.0,22609211000.0,19883684000.0
2071.0,19768154000.0,23912452000.0,10643164000.0,20184700000.0,21480845000.0,14843133000.0,22053980000.0,14361220000.0,22372790000.0,19485469000.0
2072.0,19364973000.0,23420314000.0,9982066000.0,19955517000.0,21076113000.0,14779717000.0,21723474000.0,13860856000.0,22163825000.0,19032764000.0
2073.0,19072720000.0,23052261000.0,9486123000.0,19464937000.0,20733550000.0,14405726000.0,21304429000.0,13503385000.0,22188794000.0,18644287000.0
2074.0,18633980000.0,22662554000.0,8973677000.0,19076230000.0,20329187000.0,13912252000.0,20952973000.0,13031566000.0,21781074000.0,18141993000.0
2075.0,18122762000.0,22470630000.0,8564685000.0,18736138000.0,19901688000.0,13528448000.0,20611283000.0,12696362000.0,21374278000.0,17711501000.0
2076.0,17559507000.0,22099798000.0,8053292500.0,18402793000.0,19482636000.0,13228104000.0,20243845000.0,12308956000.0,21067948000.0,17085911000.0
2077.0,17165242000.0,21723937000.0,7678758400.0,18045061000.0,19054318000.0,12840220000.0,19777563000.0,11916689000.0,20721280000.0,16733105000.0
2078.0,16756508000.0,21489699000.0,7342077000.0,17726935000.0,18674156000.0,12427626000.0,19325895000.0,11489628000.0,20337656000.0,16253770000.0
2079.0,16440536000.0,21145127000.0,6903483000.0,17384671000.0,18233400000.0,12002715000.0,18914607000.0,11240005000.0,19934802000.0,15775875000.0
2080.0,15966828000.0,20898120000.0,6610364400.0,17071512000.0,17789730000.0,12026023000.0,18675782000.0,10822971000.0,19698797000.0,15460101000.0
2081.0,15395063000.0,20550353000.0,6190212600.0,16861500000.0,17527888000.0,11577361000.0,18147478000.0,10466785000.0,19418896000.0,15087262000.0
2082.0,14947741000.0,20590880000.0,5856584000.0,16531689000.0,17244326000.0,11298399000.0,17755785000.0,10088944000.0,19057025000.0,14667013000.0
2083.0,14477617000.0,19833487000.0,5396435500.0,16170121000.0,16942445000.0,10996090000.0,17418805000.0,9764447000.0,18738520000.0,14273290000.0
2084.0,14112672000.0,19672100000.0,5034543000.0,15862647000.0,16503758000.0,10648041000.0,17038058000.0,9460972000.0,18389246000.0,13970867000.0
2085.0,14215861000.0,19370850000.0,4799387600.0,15620249000.0,16131156000.0,10337705000.0,16598986000.0,9223921000.0,17903636000.0,13850471000.0
2086.0,13510736000.0,19005966000.0,4483267000.0,15328579000.0,15789229000.0,10033316000.0,16243937000.0,8836061000.0,17505333000.0,13468174000.0
2087.0,13170587000.0,18528449000.0,4294044400.0,15007156000.0,15392938000.0,9809647000.0,15924802000.0,8578411000.0,17147329000.0,13097065000.0
2088.0,12806275000.0,18236981000.0,4016091600.0,14713504000.0,15100550000.0,9560296000.0,15603453000.0,8206547000.0,16745450000.0,12868102000.0
2089.0,12428684000.0,17899868000.0,3848065800.0,14471397000.0,14727847000.0,9283070000.0,15310974000.0,7931836400.0,16426739000.0,12475858000.0
2090.0,11952462000.0,17598712000.0,3637994500.0,14310873000.0,14396702000.0,8992025000.0,14929786000.0,7657040000.0,16145520000.0,12133260000.0
2091.0,11632456000.0,17289724000.0,3395747600.0,14046585000.0,13994870000.0,8767542000.0,14584014000.0,7490715000.0,15861917000.0,11768186000.0
2092.0,11358952000.0,16962281000.0,3227963000.0,13840691000.0,13650076000.0,8495131600.0,14208417000.0,7229157400.0,15525858000.0,11502227000.0
