time,NORESM1-M,CESM1-CAM5,CSIRO-MK3-6-0,GFDL-ESM2G,CCSM4,IPSL-CM5A-LR,GFDL-CM3,GISS-E2-R
2000.0,34125609000.0,34125609000.0,34125609000.0,34125609000.0,34125609000.0,34125609000.0,34125609000.0,34125609000.0
2001.0,33798777000.0,33798777000.0,33798777000.0,33798777000.0,33798777000.0,33798777000.0,33798777000.0,33798777000.0
2002.0,33667377000.0,33667377000.0,33667377000.0,33667377000.0,33667377000.0,33667377000.0,33667377000.0,33667377000.0
2003.0,33672258000.0,33672258000.0,33672258000.0,33672258000.0,33672258000.0,33672258000.0,33672258000.0,33672258000.0
2004.0,34173856000.0,34173856000.0,34173856000.0,34173856000.0,34173856000.0,34173856000.0,34173856000.0,34173856000.0
2005.0,34133800000.0,34133800000.0,34133800000.0,34133800000.0,34133800000.0,34133800000.0,34133800000.0,34133800000.0
2006.0,34307420000.0,34307420000.0,34307420000.0,34307420000.0,34307420000.0,34307420000.0,34307420000.0,34307420000.0
2007.0,34032871000.0,34032871000.0,34032871000.0,34032871000.0,34032871000.0,34032871000.0,34032871000.0,34032871000.0
2008.0,33765505000.0,33765505000.0,33765505000.0,33765505000.0,33765505000.0,33765505000.0,33765505000.0,33765505000.0
2009.0,33825667000.0,33825667000.0,33825667000.0,33825667000.0,33825667000.0,33825667000.0,33825667000.0,33825667000.0
2010.0,33962654000.0,33962654000.0,33962654000.0,33962654000.0,33962654000.0,33962654000.0,33962654000.0,33962654000.0
2011.0,34355857000.0,34355857000.0,34355857000.0,34355857000.0,34355857000.0,34355857000.0,34355857000.0,34355857000.0
2012.0,33841605000.0,33841605000.0,33841605000.0,33841605000.0,33841605000.0,33841605000.0,33841605000.0,33841605000.0
2013.0,33727193000.0,33727193000.0,33727193000.0,33727193000.0,33727193000.0,33727193000.0,33727193000.0,33727193000.0
2014.0,33702970000.0,33702970000.0,33702970000.0,33702970000.0,33702970000.0,33702970000.0,33702970000.0,33702970000.0
2015.0,33745750000.0,33745750000.0,33745750000.0,33745750000.0,33745750000.0,33745750000.0,33745750000.0,33745750000.0
2016.0,34770596000.0,34770596000.0,34770596000.0,34770596000.0,34770596000.0,34770596000.0,34770596000.0,34770596000.0
2017.0,33738908000.0,33738908000.0,33738908000.0,33738908000.0,33738908000.0,33738908000.0,33738908000.0,33738908000.0
2018.0,33740567000.0,33740567000.0,33740567000.0,33740567000.0,33740567000.0,33740567000.0,33740567000.0,33740567000.0
2019.0,33702191000.0,33702191000.0,33702191000.0,33702191000.0,33702191000.0,33702191000.0,33702191000.0,33702191000.0
2020.0,33882059000.0,33882059000.0,33882059000.0,33882059000.0,33882059000.0,33882059000.0,33882059000.0,33882059000.0
2021.0,34839070000.0,33798128000.0,33634140000.0,33849225000.0,33507762000.0,33574584000.0,33548134000.0,33718012000.0
2022.0,33885932000.0,33484438000.0,33573063000.0,33770580000.0,33464988000.0,33494372000.0,33463007000.0,33616140000.0
2023.0,33687958000.0,33374380000.0,33628213000.0,33810143000.0,33670517000.0,34162143000.0,33347498000.0,33529725000.0
2024.0,33849450000.0,33301656000.0,33629473000.0,33586358000.0,33388575000.0,33527792000.0,33243281000.0,33514807000.0
2025.0,33683225000.0,33461932000.0,33518862000.0,33453474000.0,33317150000.0,33452026000.0,33114384000.0,33416428000.0
2026.0,33489134000.0,33294473000.0,33424546000.0,33423202000.0,33391049000.0,33427485000.0,33089444000.0,33314015000.0
2027.0,33440709000.0,33230959000.0,33344817000.0,33247412000.0,33643543000.0,33337162000.0,32853934000.0,33221155000.0
2028.0,33437968000.0,33275535000.0,33393338000.0,33154757000.0,33289054000.0,33247498000.0,32696515000.0,33264950000.0
2029.0,33328290000.0,33086552000.0,34363204000.0,33119945000.0,33238174000.0,33163344000.0,32511046000.0,33724092000.0
2030.0,33784924000.0,32984732000.0,33744650000.0,32942686000.0,33289410000.0,33062547000.0,32393430000.0,33315734000.0
2031.0,33746373000.0,32929227000.0,33268916000.0,32938545000.0,34515080000.0,33062388000.0,32105212000.0,33163380000.0
2032.0,33670470000.0,32870607000.0,33113460000.0,32863592000.0,33701706000.0,32995158000.0,31849370000.0,32998294000.0
2033.0,33325642000.0,33319293000.0,33301600000.0,32762847000.0,33273733000.0,33605544000.0,31809585000.0,32906684000.0
2034.0,33245424000.0,32732154000.0,33007356000.0,32597004000.0,33083394000.0,32832592000.0,31418626000.0,32834690000.0
2035.0,33140531000.0,32558772000.0,32912992000.0,32559882000.0,33070062000.0,32598910000.0,31152194000.0,32723590000.0
2036.0,33270962000.0,32453950000.0,33199309000.0,32349770000.0,32946137000.0,32474694000.0,30822357000.0,32598444000.0
2037.0,33089753000.0,32283400000.0,32996870000.0,33269481000.0,32888873000.0,32331934000.0,30536130000.0,32648202000.0
2038.0,32956217000.0,32260570000.0,32798075000.0,32703474000.0,32719188000.0,32206017000.0,30167564000.0,32377590000.0
2039.0,32855920000.0,32220610000.0,32647883000.0,32341443000.0,32585007000.0,31978500000.0,29802250000.0,32276750000.0
2040.0,32739460000.0,32698397000.0,32769053000.0,32205554000.0,32588276000.0,31653976000.0,29487727000.0,32283580000.0
2041.0,32649791000.0,32071205000.0,32619690000.0,31990823000.0,32386521000.0,32128297000.0,29091054000.0,31966845000.0
2042.0,32470702000.0,31782967000.0,32617550000.0,31703505000.0,32301820000.0,31477553000.0,28685253000.0,31777622000.0
2043.0,32370145000.0,31645925000.0,32921022000.0,31566715000.0,32178987000.0,31301845000.0,28292819000.0,31632314000.0
2044.0,32260835000.0,31443423000.0,32458631000.0,31350303000.0,32536535000.0,31018279000.0,27729086000.0,31646538000.0
2045.0,32152758000.0,31274910000.0,32303340000.0,31130104000.0,31911236000.0,30808398000.0,27276442000.0,31513068000.0
2046.0,31983030000.0,31227574000.0,32420650000.0,30981020000.0,31768465000.0,30494927000.0,26841150000.0,31294260000.0
2047.0,31872840000.0,30928495000.0,32144951000.0,31310924000.0,31707230000.0,30557188000.0,26507037000.0,31059229000.0
2048.0,31726623000.0,30763710000.0,32055860000.0,30643560000.0,31574241000.0,30023890000.0,26152420000.0,30855700000.0
2049.0,31543837000.0,30516642000.0,31969059000.0,30497638000.0,31405046000.0,29415268000.0,25636862000.0,30716342000.0
2050.0,31393284000.0,30295046000.0,32682564000.0,30294043000.0,31164813000.0,29158877000.0,25421693000.0,30510990000.0
2051.0,31135502000.0,30229598000.0,31961035000.0,30204797000.0,30939886000.0,29003053000.0,24996207000.0,30382684000.0
2052.0,30891676000.0,30064500000.0,31942574000.0,30109650000.0,30816991000.0,29193558000.0,24622428000.0,30206781000.0
2053.0,30731640000.0,29793755000.0,31596680000.0,29732755000.0,30623588000.0,28538650000.0,24148216000.0,29971720000.0
2054.0,31009397000.0,29577050000.0,31404927000.0,29525221000.0,30383030000.0,28283152000.0,23927489000.0,29814581000.0
2055.0,30404491000.0,29452415000.0,31246088000.0,29300124000.0,30215764000.0,27899075000.0,23394510000.0,29611290000.0
2056.0,30077549000.0,31118064000.0,31265538000.0,29105625000.0,30204656000.0,27588735000.0,22965420000.0,29452655000.0
2057.0,29886943000.0,29434600000.0,30886685000.0,28756017000.0,30026867000.0,27212579000.0,22536372000.0,29257202000.0
2058.0,29564365000.0,28997865000.0,30703150000.0,28407405000.0,29785600000.0,26899204000.0,22134327000.0,29082022000.0
2059.0,29447838000.0,29501490000.0,30555763000.0,28172186000.0,29524040000.0,26971746000.0,21774130000.0,28995530000.0
2060.0,29216778000.0,28804932000.0,30342986000.0,27746505000.0,29250204000.0,26650188000.0,21380506000.0,28808612000.0
2061.0,29059357000.0,28575842000.0,30093568000.0,27362914000.0,28991334000.0,26212837000.0,20904071000.0,28588888000.0
2062.0,28852107000.0,28254380000.0,29825712000.0,27135676000.0,28792450000.0,25839276000.0,20533756000.0,28513360000.0
