time,UKESM1-0-LL,MRI-ESM2-0,GFDL-ESM4,IPSL-CM6A-LR
2046.0,31976516000.0,37324270000.0,40379638000.0,38467320000.0
2047.0,31214236000.0,36690973000.0,40097140000.0,37817467000.0
2048.0,31930614000.0,36128190000.0,40011715000.0,37522338000.0
2049.0,30370316000.0,35648130000.0,39358500000.0,36796970000.0
2050.0,29532290000.0,35315614000.0,38914310000.0,36244280000.0
2051.0,28857868000.0,34817757000.0,38937043000.0,35587895000.0
2052.0,29258277000.0,34533630000.0,38480327000.0,35025450000.0
2053.0,27931197000.0,34656424000.0,37940994000.0,34618780000.0
2054.0,27321977000.0,33828840000.0,37745210000.0,34211002000.0
2055.0,26731313000.0,33337592000.0,37279883000.0,33690962000.0
2056.0,26697128000.0,32976340000.0,36767986000.0,33142610000.0
2057.0,25866300000.0,32511517000.0,36416614000.0,33131751000.0
2058.0,25417142000.0,32170594000.0,36008220000.0,32248895000.0
2059.0,25111673000.0,31618367000.0,35593888000.0,31816434000.0
2060.0,24408443000.0,31168354000.0,35259015000.0,31375407000.0
2061.0,23796644000.0,31059376000.0,35981200000.0,31041160000.0
2062.0,23407286000.0,30557067000.0,34878915000.0,31130728000.0
2063.0,22982620000.0,30726814000.0,36104770000.0,30366695000.0
2064.0,22558298000.0,32249776000.0,34492305000.0,30180653000.0
2065.0,22123778000.0,30282566000.0,34524303000.0,29439924000.0
2066.0,22002990000.0,30030735000.0,34435330000.0,29742625000.0
2067.0,21534603000.0,29767604000.0,33957749000.0,29292405000.0
2068.0,21206667000.0,29655714000.0,34947120000.0,28627653000.0
2069.0,20803344000.0,29088758000.0,34411696000.0,28332410000.0
2070.0,20455910000.0,28866218000.0,34178697000.0,28564863000.0
2071.0,21647045000.0,29222586000.0,34638246000.0,27735796000.0
2072.0,20068395000.0,28699625000.0,33168245000.0,27215157000.0
2073.0,19742798000.0,28116158000.0,32676403000.0,26998942000.0
2074.0,19356613000.0,29207330000.0,33170567000.0,26756323000.0
2075.0,19302715000.0,27592022000.0,34006467000.0,27193481000.0
2076.0,19171955000.0,28171854000.0,33064866000.0,26377839000.0
2077.0,19389354000.0,28103209000.0,32384383000.0,26566842000.0
2078.0,18483850000.0,27754117000.0,32617052000.0,26043617000.0
2079.0,18223344000.0,27393645000.0,33964558000.0,25511709000.0
2080.0,17907143000.0,28732959000.0,35471060000.0,25420620000.0
2081.0,17676069000.0,27513393000.0,34784817000.0,25854708000.0
2082.0,17462202000.0,27487121000.0,34042760000.0,25254076000.0
2083.0,17218259000.0,27254161000.0,33231860000.0,24882370000.0
2084.0,17536240000.0,27152894000.0,32629709000.0,24732187000.0
2085.0,16916815000.0,26243721000.0,32986507000.0,24565330000.0
2086.0,16709191000.0,27752737000.0,32319480000.0,24639998000.0
2087.0,16489420000.0,26802567000.0,31887946000.0,26222051000.0
2088.0,16364478000.0,26591773000.0,31962931000.0,24854807000.0
2089.0,16145442000.0,26234464000.0,32813361000.0,24182020000.0
2090.0,16030175000.0,25719040000.0,32491385000.0,23709448000.0
2091.0,16637704000.0,26562484000.0,31994362000.0,24183454000.0
2092.0,16240645000.0,27016825000.0,32082117000.0,23541900000.0
2093.0,15774735000.0,25813250000.0,31234870000.0,23083050000.0
2094.0,15516669000.0,25859500000.0,30927843000.0,24158247000.0
2095.0,15661735000.0,25300394000.0,32697813000.0,23849282000.0
2096.0,15207910000.0,26994772000.0,31271250000.0,23919116000.0
2097.0,15095027000.0,26147463000.0,30798356000.0,23668687000.0
2098.0,15029089000.0,28673024000.0,30756643000.0,22910755000.0
2099.0,15005989000.0,27090702000.0,31890203000.0,23506970000.0
2100.0,15230921000.0,26709338000.0,31207455000.0,23556057000.0
