time,TAIESM1,CNRM-CM6-1,MIROC6,CESM2-WACCM,CANESM5,IITM-ESM,MPI-ESM1-2-HR,CNRM-ESM2-1,KACE-1-0-G,UKESM1-0-LL,GFDL-ESM4,MRI-ESM2-0,IPSL-CM6A-LR,EC-EARTH3
2025.0,47141573000.0,47557837000.0,47460364000.0,46988510000.0,45291807000.0,48568574000.0,47614600000.0,47498457000.0,47162114000.0,46549780000.0,47018033000.0,46827192000.0,47291687000.0,46389252000.0
2026.0,46785356000.0,47070380000.0,47554753000.0,46639330000.0,44516550000.0,47936745000.0,46986510000.0,47085880000.0,46455350000.0,46180270000.0,46764870000.0,46582657000.0,47403820000.0,46034866000.0
2027.0,46435350000.0,46848684000.0,47008740000.0,46294950000.0,43756384000.0,47828240000.0,46675340000.0,46798234000.0,46016676000.0,45774852000.0,46447020000.0,46165705000.0,46994706000.0,45611934000.0
2028.0,46103007000.0,46455443000.0,46344626000.0,46003163000.0,42986360000.0,47468310000.0,46365864000.0,46457786000.0,45681460000.0,45366985000.0,46179270000.0,46147387000.0,46764320000.0,45084750000.0
2029.0,45907874000.0,46325445000.0,45980774000.0,45686410000.0,41980166000.0,47657550000.0,46137393000.0,46195810000.0,45915000000.0,45087396000.0,45918680000.0,45470507000.0,46695715000.0,44636537000.0
2030.0,45428620000.0,46128644000.0,45627232000.0,45483147000.0,41029927000.0,47363350000.0,45825987000.0,45873795000.0,44811730000.0,44557180000.0,45553980000.0,45245444000.0,46340047000.0,43856896000.0
2031.0,44997464000.0,45930230000.0,45675913000.0,45163373000.0,40092350000.0,47213965000.0,45509400000.0,45630407000.0,44274848000.0,44148940000.0,45575074000.0,44763603000.0,46055055000.0,43185082000.0
2032.0,44798920000.0,45439190000.0,44992870000.0,44547830000.0,39353246000.0,47915356000.0,45223210000.0,45686833000.0,43822834000.0,43719746000.0,45134103000.0,44296170000.0,45825090000.0,42528498000.0
2033.0,44139508000.0,45226650000.0,44561465000.0,44802400000.0,38177247000.0,47381400000.0,45053980000.0,45064122000.0,43167126000.0,43022512000.0,44709577000.0,43886780000.0,45572817000.0,41909473000.0
2034.0,43669640000.0,44651260000.0,44215220000.0,43917873000.0,37135094000.0,47177070000.0,44906435000.0,45133950000.0,42898686000.0,42572890000.0,44522856000.0,43521630000.0,45223305000.0,41400710000.0
2035.0,43298110000.0,44483265000.0,43841364000.0,43402740000.0,36161376000.0,47011980000.0,44704930000.0,44391485000.0,42365813000.0,41860727000.0,43898188000.0,43024120000.0,44868130000.0,40567243000.0
2036.0,42638080000.0,43898552000.0,43521675000.0,42876027000.0,35259564000.0,46557282000.0,45837220000.0,43936710000.0,41715130000.0,41296007000.0,43577516000.0,42465210000.0,44386370000.0,39714480000.0
2037.0,42071708000.0,43535938000.0,43144460000.0,42618188000.0,34430900000.0,47266490000.0,44348330000.0,43671216000.0,41254140000.0,40696594000.0,43291263000.0,42100980000.0,44233904000.0,39061807000.0
2038.0,41576120000.0,43054100000.0,43845130000.0,42135270000.0,33520611000.0,46931210000.0,43845267000.0,43265690000.0,40507085000.0,39994814000.0,43358660000.0,41412284000.0,43813200000.0,38449975000.0
2039.0,40749548000.0,42747077000.0,42469507000.0,41578197000.0,32861047000.0,46642037000.0,43407466000.0,42906108000.0,39824860000.0,39169823000.0,42763500000.0,41129705000.0,43649000000.0,37568594000.0
2040.0,39960957000.0,42306384000.0,41846043000.0,41128280000.0,31832656000.0,46461790000.0,43469787000.0,42603065000.0,39280316000.0,38495050000.0,42241200000.0,40272024000.0,42885230000.0,36715536000.0
2041.0,39290790000.0,43294417000.0,41467680000.0,40716276000.0,30829068000.0,47499020000.0,43127554000.0,42288190000.0,38567670000.0,37676343000.0,42685104000.0,39661890000.0,42336195000.0,35983910000.0
2042.0,38643044000.0,42128515000.0,41387230000.0,40248443000.0,29896743000.0,46826060000.0,42767806000.0,41945424000.0,38039642000.0,36873593000.0,42265362000.0,39185690000.0,42079457000.0,35123830000.0
2043.0,38164693000.0,41450060000.0,40675135000.0,39525708000.0,29066818000.0,46669550000.0,42328752000.0,41601864000.0,37381870000.0,36419244000.0,41981210000.0,38834254000.0,41700635000.0,34273319000.0
2044.0,37554643000.0,40912710000.0,40029510000.0,40018907000.0,28231340000.0,46265340000.0,41836150000.0,41392124000.0,36621040000.0,35695948000.0,41408266000.0,38206095000.0,41297880000.0,33753740000.0
2045.0,37046040000.0,40404754000.0,39397786000.0,38724485000.0,27028822000.0,45894595000.0,41382744000.0,40938450000.0,36056486000.0,35108774000.0,40865063000.0,37714630000.0,40680665000.0,33011507000.0
2046.0,36354175000.0,39944008000.0,38937227000.0,38063520000.0,26085081000.0,45655130000.0,41069208000.0,40659214000.0,35678933000.0,34281953000.0,40414822000.0,37155766000.0,40129970000.0,32212124000.0
2047.0,35551584000.0,39498390000.0,39045830000.0,37586067000.0,25156733000.0,46636278000.0,43029836000.0,40185086000.0,34917626000.0,33576307000.0,40127193000.0,36585460000.0,39536697000.0,31476374000.0
2048.0,34835194000.0,39168710000.0,38148936000.0,37135220000.0,24327535000.0,45831676000.0,40688630000.0,39879980000.0,34408456000.0,32918680000.0,39774446000.0,36127070000.0,39069340000.0,30765138000.0
2049.0,34082400000.0,38890455000.0,37557625000.0,36679370000.0,23600880000.0,45556126000.0,40099830000.0,39659065000.0,33803817000.0,32064983000.0,39555187000.0,35504430000.0,38453182000.0,30124745000.0
2050.0,33295739000.0,38220590000.0,36981277000.0,36361120000.0,22978111000.0,45250773000.0,40064602000.0,39191520000.0,33337905000.0,31394583000.0,39694330000.0,34917500000.0,37797330000.0,29673700000.0
2051.0,32523086000.0,37513335000.0,37350440000.0,36066400000.0,22367166000.0,45005402000.0,39558050000.0,38683558000.0,32547135000.0,30660772000.0,38684295000.0,34393575000.0,37041037000.0,29314976000.0
2052.0,31971360000.0,37035880000.0,36274455000.0,35600278000.0,21801495000.0,44855538000.0,39123350000.0,38425235000.0,32230126000.0,30856960000.0,38516510000.0,33839718000.0,37130260000.0,28826999000.0
2053.0,31230274000.0,36596570000.0,35507340000.0,35002590000.0,21130363000.0,44817740000.0,40526238000.0,38116770000.0,31458173000.0,29497090000.0,38128580000.0,33383154000.0,36322316000.0,28124385000.0
2054.0,30829617000.0,36846240000.0,34917760000.0,34644660000.0,20568350000.0,44576395000.0,39676273000.0,37535412000.0,30604784000.0,28711790000.0,37487060000.0,32958233000.0,35665093000.0,27419169000.0
2055.0,30263362000.0,35716223000.0,34363585000.0,34500936000.0,19905018000.0,45435980000.0,38389928000.0,37571040000.0,30010292000.0,27996254000.0,37104964000.0,32410446000.0,35178500000.0,26913505000.0
2056.0,29894425000.0,35366474000.0,33903841000.0,33919445000.0,19437900000.0,44292993000.0,38411680000.0,36860686000.0,29564072000.0,27442668000.0,37408317000.0,32289862000.0,34624123000.0,26547500000.0
2057.0,29050216000.0,34996050000.0,33404142000.0,33244880000.0,19137145000.0,44163100000.0,37780857000.0,36554980000.0,29238223000.0,26924680000.0,36610290000.0,31469468000.0,34215731000.0,25960958000.0
2058.0,28486744000.0,34426400000.0,32930046000.0,32994857000.0,18550241000.0,43884302000.0,37417062000.0,36246725000.0,28419041000.0,26304260000.0,36120195000.0,30994911000.0,33542740000.0,25637984000.0
2059.0,28047897000.0,33859838000.0,32424450000.0,32417438000.0,18065603000.0,44234002000.0,36809458000.0,35800388000.0,28141080000.0,25891009000.0,35683697000.0,30593087000.0,33236193000.0,25085071000.0
2060.0,27768330000.0,33579651000.0,31901760000.0,31875590000.0,17501673000.0,43881185000.0,36791190000.0,35463893000.0,27478610000.0,25483778000.0,36131926000.0,30098555000.0,32719452000.0,24676633000.0
2061.0,27100300000.0,33098387000.0,31581268000.0,31752331000.0,17070713000.0,44934914000.0,36390900000.0,34858123000.0,27170648000.0,24663150000.0,35179647000.0,29717602000.0,32001065000.0,24702872000.0
2062.0,26505750000.0,32580508000.0,32172794000.0,31122369000.0,17206505000.0,43559666000.0,36738064000.0,34733662000.0,26706356000.0,24002589000.0,34844795000.0,29443099000.0,31374563000.0,24018022000.0
2063.0,26144991000.0,32415482000.0,31057725000.0,30763483000.0,16447508000.0,43219173000.0,35704740000.0,34207908000.0,25889554000.0,23399614000.0,34251733000.0,28844093000.0,31055358000.0,23786203000.0
2064.0,25454545000.0,32840681000.0,30554356000.0,30686556000.0,15947502000.0,43080240000.0,36975526000.0,33796878000.0,25890986000.0,23180427000.0,33810565000.0,28683737000.0,30392023000.0,23379157000.0
2065.0,24982847000.0,31913875000.0,29954685000.0,30421561000.0,15499973000.0,43006726000.0,35475860000.0,34036871000.0,25194924000.0,22592752000.0,33374667000.0,28243126000.0,29898514000.0,23037243000.0
2066.0,24767087000.0,31268299000.0,29465274000.0,30067485000.0,15453115000.0,44128633000.0,35298230000.0,33565559000.0,24811964000.0,22161902000.0,33202150000.0,27743474000.0,29515210000.0,22586718000.0
2067.0,24232980000.0,31198280000.0,28995854000.0,29530667000.0,15122608000.0,42902990000.0,35095550000.0,32893258000.0,24566450000.0,22306552000.0,32956291000.0,27565087000.0,28929348000.0,22229703000.0
2068.0,23615656000.0,30873012000.0,28707980000.0,29676427000.0,14685437000.0,43391545000.0,34577190000.0,32688243000.0,24080554000.0,21500183000.0,33464302000.0,27925656000.0,28437697000.0,21932657000.0
2069.0,23332633000.0,30330505000.0,28231344000.0,29418486000.0,14526104000.0,42531365000.0,34283727000.0,32134654000.0,23668945000.0,21307562000.0,32614730000.0,27375974000.0,28099938000.0,21500893000.0
2070.0,22921337000.0,29975634000.0,27700700000.0,28812083000.0,14260432000.0,42615788000.0,34573705000.0,31876460000.0,23399363000.0,20993106000.0,32568177000.0,28296847000.0,27841675000.0,21166190000.0
2071.0,22545891000.0,30785004000.0,27276319000.0,28373938000.0,14290692000.0,42131345000.0,33831240000.0,31911737000.0,22902815000.0,20490058000.0,32125750000.0,26687103000.0,27498047000.0,20948360000.0
2072.0,22057087000.0,29565647000.0,27311108000.0,27958049000.0,13761858000.0,42934907000.0,33743930000.0,31550317000.0,22544757000.0,19988860000.0,31613729000.0,27441773000.0,26827692000.0,20599680000.0
2073.0,21880228000.0,28990917000.0,26640153000.0,27842198000.0,13491418000.0,42093887000.0,33726224000.0,31296799000.0,22445967000.0,19582786000.0,31084425000.0,26483005000.0,26388200000.0,20274842000.0
2074.0,21786970000.0,29089696000.0,26273909000.0,27360248000.0,13186195000.0,42090350000.0,33238240000.0,30669607000.0,22048090000.0,19180173000.0,31204690000.0,26042927000.0,25948570000.0,20088037000.0
2075.0,21262174000.0,28959529000.0,25824561000.0,27033000000.0,12954737000.0,42010200000.0,34671792000.0,30416855000.0,21616790000.0,18823280000.0,31303250000.0,25964749000.0,25644239000.0,21378914000.0
2076.0,20852224000.0,28358885000.0,25618670000.0,26867517000.0,13161722000.0,41777310000.0,32978268000.0,30037686000.0,21655712000.0,18348186000.0,30486567000.0,25215800000.0,25667121000.0,20741420000.0
2077.0,20519254000.0,28411757000.0,25527466000.0,26746372000.0,12926761000.0,42060018000.0,32802392000.0,29863502000.0,21187150000.0,18030483000.0,30289766000.0,26592295000.0,24999231000.0,19808975000.0
2078.0,20428480000.0,27751352000.0,27636875000.0,26562306000.0,12527496000.0,41305362000.0,32349786000.0,29701260000.0,20792690000.0,17709617000.0,30497524000.0,25177956000.0,24732959000.0,19429200000.0
2079.0,19987149000.0,27448744000.0,26811220000.0,26313144000.0,12346878000.0,41155430000.0,32145617000.0,29197658000.0,20788769000.0,17579176000.0,31618021000.0,25005790000.0,24498790000.0,19452210000.0
2080.0,19737913000.0,27531416000.0,25615790000.0,26199138000.0,12061793000.0,41149810000.0,32024312000.0,29062110000.0,20283350000.0,17259938000.0,30777057000.0,24422404000.0,23979057000.0,19562897000.0
2081.0,19649477000.0,27937860000.0,24666950000.0,25844396000.0,12207354000.0,40897974000.0,31706530000.0,28833837000.0,20313975000.0,16860225000.0,33054093000.0,26269469000.0,23758522000.0,18821738000.0
2082.0,19883151000.0,26905320000.0,24224688000.0,25589160000.0,11897291000.0,40655650000.0,32188885000.0,28424798000.0,19753023000.0,16650104000.0,30654390000.0,24513087000.0,23304208000.0,19107295000.0
2083.0,19174590000.0,26687610000.0,24061559000.0,25271362000.0,11725307000.0,40478210000.0,31691680000.0,28361960000.0,19804836000.0,16407959000.0,30437863000.0,23911850000.0,23102738000.0,19036168000.0
2084.0,18942173000.0,27453932000.0,23945505000.0,25576296000.0,11533324000.0,40801380000.0,30974937000.0,27905840000.0,19301929000.0,16204161000.0,29441968000.0,24027742000.0,22922496000.0,18509814000.0
2085.0,18701840000.0,26273978000.0,24309045000.0,25137220000.0,11408039000.0,40795423000.0,31099466000.0,27658893000.0,19823036000.0,15994650000.0,29110796000.0,24840909000.0,22436397000.0,18280700000.0
2086.0,18479835000.0,26660850000.0,23944843000.0,25898615000.0,13111897000.0,41173830000.0,32783014000.0,28493955000.0,18967187000.0,15859748000.0,28798570000.0,24025170000.0,22185355000.0,17998550000.0
2087.0,18290506000.0,25943530000.0,24160213000.0,24843162000.0,12033992000.0,41802744000.0,31172055000.0,27775228000.0,18755117000.0,15739618000.0,29561750000.0,24185143000.0,21888104000.0,17824637000.0
2088.0,18084581000.0,25933183000.0,23238390000.0,24544856000.0,11278214000.0,40699690000.0,30674463000.0,27183598000.0,19529785000.0,15422949000.0,29844615000.0,23590429000.0,21978468000.0,17883730000.0
2089.0,18164812000.0,25437585000.0,22918005000.0,24342260000.0,11113904000.0,41188524000.0,30358764000.0,26711372000.0,18350074000.0,15150738000.0,28955863000.0,23337273000.0,21794816000.0,18974390000.0
2090.0,17737460000.0,25285102000.0,22494011000.0,24768025000.0,11644856000.0,40681628000.0,30097857000.0,26398708000.0,18122783000.0,15057081000.0,29228542000.0,25707310000.0,21443998000.0,18024602000.0
2091.0,17607875000.0,24979735000.0,22181132000.0,24012206000.0,11044732000.0,40178827000.0,30546571000.0,26265774000.0,18174562000.0,14754613000.0,29255789000.0,23718100000.0,21573558000.0,18386424000.0
2092.0,17502798000.0,24739540000.0,21908982000.0,24404380000.0,10819034000.0,40438090000.0,30088628000.0,25791210000.0,17862530000.0,14560910000.0,27969850000.0,25353136000.0,20964555000.0,18351520000.0
2093.0,17193763000.0,24800285000.0,21728053000.0,23940682000.0,10847132000.0,40035566000.0,29896198000.0,25630960000.0,18717164000.0,14478489000.0,27865973000.0,23101979000.0,20838486000.0,17869560000.0
2094.0,17595572000.0,24661400000.0,21684650000.0,23739535000.0,11000155000.0,40162484000.0,29512428000.0,25424906000.0,17597112000.0,14295675000.0,29074006000.0,23222241000.0,20534723000.0,17416448000.0
2095.0,18305036000.0,24251998000.0,21275228000.0,23521817000.0,10597504000.0,39901635000.0,34295273000.0,25275062000.0,17637573000.0,14114848000.0,27514989000.0,23051207000.0,21341840000.0,17215744000.0
2096.0,17755417000.0,24061270000.0,21086282000.0,23261313000.0,11048589000.0,39740326000.0,30966378000.0,25056090000.0,17793837000.0,13889278000.0,28404632000.0,23233827000.0,20669168000.0,18038710000.0
2097.0,17485103000.0,24140757000.0,20934044000.0,23060558000.0,11448361000.0,39592387000.0,30860909000.0,25085348000.0,17241147000.0,13688880000.0,31429134000.0,23652383000.0,20016007000.0,17209518000.0
2098.0,16880678000.0,24307909000.0,20977019000.0,22927810000.0,10742589000.0,39606006000.0,29488010000.0,25191948000.0,16903886000.0,13533486000.0,27336182000.0,24000453000.0,20128856000.0,17388843000.0
2099.0,16753488000.0,23858650000.0,20587203000.0,22665910000.0,10700643000.0,39332266000.0,29190631000.0,24468974000.0,17634034000.0,13381522000.0,27039764000.0,23269624000.0,19763223000.0,16961527000.0
2100.0,16494430000.0,23456725000.0,23438342000.0,22908293000.0,10772111000.0,39172907000.0,29314095000.0,24207910000.0,17113932000.0,14272572000.0,28358005000.0,25030849000.0,19544640000.0,18018497000.0
