time,CANESM5,MRI-ESM2-0,CNRM-ESM2-1,IPSL-CM6A-LR,UKESM1-0-LL
2000.0,49341260000.0,49341260000.0,49341260000.0,49341260000.0,49341260000.0
2001.0,49257226000.0,49257226000.0,49257226000.0,49257226000.0,49257226000.0
2002.0,49046190000.0,49046190000.0,49046190000.0,49046190000.0,49046190000.0
2003.0,49172630000.0,49172630000.0,49172630000.0,49172630000.0,49172630000.0
2004.0,50088610000.0,50088610000.0,50088610000.0,50088610000.0,50088610000.0
2005.0,49808093000.0,49808093000.0,49808093000.0,49808093000.0,49808093000.0
2006.0,49791450000.0,49791450000.0,49791450000.0,49791450000.0,49791450000.0
2007.0,49232814000.0,49232814000.0,49232814000.0,49232814000.0,49232814000.0
2008.0,48987693000.0,48987693000.0,48987693000.0,48987693000.0,48987693000.0
2009.0,48942470000.0,48942470000.0,48942470000.0,48942470000.0,48942470000.0
2010.0,48961634000.0,48961634000.0,48961634000.0,48961634000.0,48961634000.0
2011.0,50115035000.0,50115035000.0,50115035000.0,50115035000.0,50115035000.0
2012.0,48952136000.0,48952136000.0,48952136000.0,48952136000.0,48952136000.0
2013.0,48673700000.0,48673700000.0,48673700000.0,48673700000.0,48673700000.0
2014.0,48624456000.0,48624456000.0,48624456000.0,48624456000.0,48624456000.0
2015.0,48579228000.0,48579228000.0,48579228000.0,48579228000.0,48579228000.0
2016.0,48524743000.0,48524743000.0,48524743000.0,48524743000.0,48524743000.0
2017.0,48460000000.0,48460000000.0,48460000000.0,48460000000.0,48460000000.0
2018.0,48496124000.0,48496124000.0,48496124000.0,48496124000.0,48496124000.0
2019.0,48612585000.0,48612585000.0,48612585000.0,48612585000.0,48612585000.0
2020.0,48370627000.0,48370627000.0,48370627000.0,48370627000.0,48370627000.0
2021.0,47723864000.0,47921380000.0,47890805000.0,48230430000.0,47861530000.0
2022.0,47196300000.0,47810793000.0,47694280000.0,47950830000.0,47544242000.0
2023.0,46571303000.0,47287235000.0,47422497000.0,48169275000.0,47347753000.0
2024.0,45836804000.0,46994870000.0,47203013000.0,47439614000.0,47002590000.0
2025.0,45008070000.0,46695522000.0,46918620000.0,47245795000.0,46671286000.0
2026.0,43968780000.0,46463898000.0,46778003000.0,47006106000.0,46262813000.0
2027.0,43088007000.0,46012965000.0,46476070000.0,46674117000.0,45920203000.0
2028.0,42091688000.0,45628890000.0,46131597000.0,46527308000.0,45492210000.0
2029.0,40988897000.0,45164270000.0,45823400000.0,46152086000.0,45072134000.0
2030.0,39771865000.0,44789862000.0,45672735000.0,45869965000.0,44520358000.0
2031.0,38524977000.0,44461440000.0,45159170000.0,45747250000.0,43987083000.0
2032.0,37385425000.0,43959730000.0,44668453000.0,45330924000.0,43354190000.0
2033.0,36200700000.0,43463950000.0,44300740000.0,44905837000.0,42695885000.0
2034.0,35072350000.0,42872730000.0,43799210000.0,44438260000.0,41883742000.0
2035.0,33756963000.0,42285662000.0,43211567000.0,44033913000.0,41122034000.0
2036.0,32868065000.0,41662010000.0,42993324000.0,43656030000.0,40358445000.0
2037.0,31567194000.0,41061140000.0,42147086000.0,43249488000.0,39488418000.0
2038.0,30370800000.0,40421757000.0,42592620000.0,42928783000.0,38685577000.0
2039.0,29024379000.0,39487290000.0,41809190000.0,42289037000.0,37698260000.0
2040.0,28194404000.0,38882922000.0,41143380000.0,41696838000.0,36833776000.0
2041.0,26990040000.0,38098428000.0,41163993000.0,40998510000.0,35975980000.0
2042.0,25924350000.0,37402694000.0,40325860000.0,40424747000.0,34995810000.0
2043.0,24519602000.0,36468167000.0,39811445000.0,39762130000.0,33980973000.0
2044.0,23381000000.0,35523465000.0,39050660000.0,39111190000.0,33070840000.0
2045.0,22349384000.0,34807562000.0,38557266000.0,38358258000.0,32273367000.0
2046.0,21357457000.0,33957208000.0,37854474000.0,37421120000.0,31181584000.0
2047.0,20412324000.0,33288161000.0,37412760000.0,36622580000.0,30074018000.0
2048.0,19481866000.0,32396302000.0,36786440000.0,35861127000.0,29083836000.0
2049.0,18522225000.0,31650089000.0,36025717000.0,35130710000.0,28160713000.0
2050.0,17584566000.0,30806153000.0,35533304000.0,34335945000.0,26841588000.0
2051.0,16958900000.0,30139054000.0,34762314000.0,33438843000.0,25967309000.0
2052.0,16220194000.0,29368203000.0,34086349000.0,32883057000.0,25045385000.0
2053.0,15534714000.0,28638276000.0,33342950000.0,31956883000.0,24111786000.0
2054.0,14792038000.0,28011436000.0,32861772000.0,31188083000.0,23365251000.0
2055.0,14157577000.0,27352885000.0,32184050000.0,30402142000.0,22606594000.0
2056.0,13419071000.0,26735704000.0,31551529000.0,29741210000.0,21722335000.0
2057.0,12801018000.0,26178118000.0,31033266000.0,28959500000.0,20959324000.0
2058.0,12296383000.0,25622166000.0,30382008000.0,28403077000.0,20316200000.0
2059.0,11727559000.0,25081768000.0,29960303000.0,27680289000.0,19653982000.0
2060.0,11276569000.0,24534655000.0,29232716000.0,26828607000.0,19019872000.0
2061.0,10968306000.0,23992967000.0,28610425000.0,26247715000.0,18432160000.0
2062.0,10618283000.0,23511800000.0,27982637000.0,25486408000.0,17864755000.0
2063.0,10205008000.0,23444770000.0,27605174000.0,24930260000.0,17323745000.0
2064.0,9862409000.0,22841660000.0,26976508000.0,24541506000.0,16736857000.0
2065.0,9571000000.0,22409884000.0,26384517000.0,23860623000.0,16389793000.0
2066.0,9294003000.0,22107773000.0,25911716000.0,23281580000.0,15768456000.0
2067.0,8976776000.0,22112846000.0,25550023000.0,22738991000.0,15325216000.0
2068.0,8688835000.0,21567787000.0,25380778000.0,22334380000.0,15028767000.0
2069.0,8389953500.0,21145805000.0,24713894000.0,21873797000.0,14559183000.0
2070.0,8157731300.0,21160204000.0,24337461000.0,21621334000.0,14093132000.0
2071.0,8598571000.0,20614439000.0,24025498000.0,20931703000.0,13680417000.0
2072.0,7888972000.0,20404349000.0,23512676000.0,20514220000.0,13309427000.0
2073.0,7686746000.0,20035340000.0,23269396000.0,20134748000.0,13392894000.0
2074.0,7507756000.0,19890029000.0,22879633000.0,19844323000.0,12955900000.0
2075.0,7329495600.0,19587222000.0,22352250000.0,19548856000.0,12429326000.0
2076.0,7198800400.0,19266015000.0,22156335000.0,19246980000.0,12144056000.0
2077.0,7238052400.0,20101052000.0,22017673000.0,18871128000.0,12151620000.0
2078.0,7160802300.0,20094620000.0,21358973000.0,18539622000.0,11939150000.0
2079.0,6948412000.0,19570772000.0,21040048000.0,18239371000.0,11676813000.0
2080.0,6791519700.0,19762540000.0,21126169000.0,18078798000.0,11499501000.0
2081.0,6689799700.0,19009776000.0,20727716000.0,17631340000.0,11233014000.0
2082.0,6558054400.0,18647118000.0,21045903000.0,17290138000.0,11037719000.0
2083.0,6455504400.0,18456644000.0,20182815000.0,17138082000.0,10893029000.0
2084.0,7112671000.0,18166049000.0,19874656000.0,16829633000.0,10737086000.0
2085.0,6473967000.0,18332846000.0,19696960000.0,16476421000.0,10510995000.0
2086.0,6456438000.0,17908599000.0,19443450000.0,16284974000.0,10508860000.0
2087.0,6290022400.0,17874592000.0,19168242000.0,16052400000.0,10234294000.0
2088.0,6861730000.0,20576512000.0,18883133000.0,15851222000.0,10081770000.0
2089.0,6695709700.0,19305218000.0,18757120000.0,15720015000.0,10089841000.0
2090.0,6219981000.0,18384538000.0,19109069000.0,15599614000.0,9851088000.0
2091.0,6118972400.0,18067966000.0,18634977000.0,15493340000.0,10039566000.0
2092.0,6133720000.0,18349740000.0,18361100000.0,15390901000.0,10021471000.0
2093.0,6005834000.0,17793819000.0,18216700000.0,15121949000.0,9733210000.0
2094.0,6016512000.0,17905414000.0,18315772000.0,15044437000.0,9456593000.0
2095.0,5980478000.0,18529240000.0,17719513000.0,14820937000.0,9333529000.0
2096.0,5908683300.0,18643160000.0,17563443000.0,14939731000.0,9470721000.0
2097.0,5888891000.0,17330033000.0,19743416000.0,14528846000.0,9346299000.0
2098.0,5952056000.0,17207579000.0,19079040000.0,15659650000.0,8981387000.0
2099.0,6246081500.0,17637050000.0,18227667000.0,14813732000.0,8827518000.0
2100.0,6136014000.0,19391724000.0,17515758000.0,15227768000.0,8638270000.0
