time,INM-CM5-0,EC-EARTH3-VEG,CESM2-WACCM,NORESM2-MM,MPI-ESM1-2-HR,GFDL-ESM4,CAMS-CSM1-0,BCC-CSM2-MR,FGOALS-F3-L,INM-CM4-8,EC-EARTH3,CESM2,MRI-ESM2-0
2023.0,13587676000000.0,13637938000000.0,13690367000000.0,13698059000000.0,13622872000000.0,13621367000000.0,13633680000000.0,13650493000000.0,13580638000000.0,13654674000000.0,13532601000000.0,13634641000000.0,13634231000000.0
2024.0,13569842000000.0,13613363000000.0,13683588000000.0,13681159000000.0,13616493000000.0,13603320000000.0,13604016000000.0,13631517000000.0,13572908000000.0,13636538000000.0,13481454000000.0,13632263000000.0,13610196000000.0
2025.0,13546418000000.0,13582902000000.0,13671864000000.0,13659774000000.0,13603388000000.0,13597569000000.0,13592533000000.0,13628277000000.0,13557106000000.0,13639381000000.0,13441666000000.0,13598675000000.0,13578605000000.0
2026.0,13514927000000.0,13575661000000.0,13665370000000.0,13649659000000.0,13584677000000.0,13579221000000.0,13554444000000.0,13615553000000.0,13547914000000.0,13620703000000.0,13399350000000.0,13595419000000.0,13554868000000.0
2027.0,13473354000000.0,13571615000000.0,13657599000000.0,13639003000000.0,13568237000000.0,13550819000000.0,13536330000000.0,13582188000000.0,13534165000000.0,13589540000000.0,13362891000000.0,13567186000000.0,13529321000000.0
2028.0,13457935000000.0,13544438000000.0,13660230000000.0,13623847000000.0,13548138000000.0,13504119000000.0,13523323000000.0,13558463000000.0,13529994000000.0,13571341000000.0,13307474000000.0,13532593000000.0,13476992000000.0
2029.0,13418558000000.0,13524533000000.0,13650309000000.0,13598545000000.0,13537031000000.0,13472202000000.0,13517845000000.0,13549803000000.0,13515893000000.0,13556847000000.0,13251700000000.0,13506794000000.0,13428942000000.0
2030.0,13382474000000.0,13523539000000.0,13639913000000.0,13582573000000.0,13516965000000.0,13449167000000.0,13501976000000.0,13542406000000.0,13472915000000.0,13539306000000.0,13203193000000.0,13461635000000.0,13360278000000.0
2031.0,13371641000000.0,13497375000000.0,13635890000000.0,13582836000000.0,13500299000000.0,13440995000000.0,13494346000000.0,13507084000000.0,13449482000000.0,13497017000000.0,13159003000000.0,13440986000000.0,13323006000000.0
2032.0,13319927000000.0,13474524000000.0,13621309000000.0,13555467000000.0,13497418000000.0,13428659000000.0,13480217000000.0,13483829000000.0,13421710000000.0,13489553000000.0,13085682000000.0,13423178000000.0,13281704000000.0
2033.0,13305516000000.0,13417883000000.0,13614767000000.0,13560261000000.0,13487474000000.0,13401057000000.0,13445832000000.0,13451204000000.0,13406796000000.0,13484073000000.0,13040337000000.0,13384825000000.0,13247450000000.0
2034.0,13291864000000.0,13390786000000.0,13599501000000.0,13541485000000.0,13447007000000.0,13372903000000.0,13398007000000.0,13433138000000.0,13369775000000.0,13451690000000.0,12962349000000.0,13365590000000.0,13193720000000.0
2035.0,13245532000000.0,13380748000000.0,13576633000000.0,13531681000000.0,13424425000000.0,13345010000000.0,13386188000000.0,13410603000000.0,13318440000000.0,13445360000000.0,12898714000000.0,13336909000000.0,13148800000000.0
2036.0,13225767000000.0,13350592000000.0,13566734000000.0,13532075000000.0,13422374000000.0,13313026000000.0,13379949000000.0,13366822000000.0,13275184000000.0,13429150000000.0,12820786000000.0,13308086000000.0,13111352000000.0
2037.0,13196014000000.0,13317720000000.0,13535753000000.0,13500501000000.0,13407644000000.0,13272862000000.0,13372063000000.0,13334987000000.0,13245693000000.0,13407173000000.0,12753905000000.0,13283764000000.0,13057059000000.0
2038.0,13148687000000.0,13280414000000.0,13517390000000.0,13478784000000.0,13378921000000.0,13249084000000.0,13345367000000.0,13300488000000.0,13219838000000.0,13393151000000.0,12655827000000.0,13254469000000.0,12988599000000.0
2039.0,13122585000000.0,13258605000000.0,13508503000000.0,13471011000000.0,13357595000000.0,13200058000000.0,13327082000000.0,13257277000000.0,13212010000000.0,13386420000000.0,12562831000000.0,13228574000000.0,12940934000000.0
2040.0,13076317000000.0,13189708000000.0,13475602000000.0,13457412000000.0,13348180000000.0,13156462000000.0,13290941000000.0,13209778000000.0,13195084000000.0,13364160000000.0,12465252000000.0,13216661000000.0,12832839000000.0
2041.0,13057370000000.0,13105206000000.0,13449594000000.0,13424065000000.0,13304342000000.0,13107819000000.0,13256271000000.0,13176280000000.0,13164477000000.0,13362311000000.0,12373861000000.0,13198683000000.0,12740158000000.0
2042.0,13042215000000.0,13025928000000.0,13433131000000.0,13416985000000.0,13282330000000.0,13082276000000.0,13226729000000.0,13143995000000.0,13149901000000.0,13356724000000.0,12285707000000.0,13164682000000.0,12672330000000.0
2043.0,13007105000000.0,12961326000000.0,13414489000000.0,13402680000000.0,13250818000000.0,13044192000000.0,13190521000000.0,13057138000000.0,13119961000000.0,13334350000000.0,12169823000000.0,13118336000000.0,12631530000000.0
2044.0,12986736000000.0,12896048000000.0,13405562000000.0,13397242000000.0,13238322000000.0,13021373000000.0,13181411000000.0,13028426000000.0,13073498000000.0,13301648000000.0,12082615000000.0,13094441000000.0,12559708000000.0
2045.0,12956631000000.0,12813493000000.0,13348979000000.0,13377409000000.0,13216546000000.0,12982038000000.0,13168102000000.0,13019283000000.0,13030859000000.0,13273937000000.0,11999514000000.0,13037130000000.0,12473231000000.0
2046.0,12920540000000.0,12741931000000.0,13334612000000.0,13353421000000.0,13185020000000.0,12940056000000.0,13135653000000.0,12979390000000.0,13003528000000.0,13241836000000.0,11904643000000.0,13002894000000.0,12402308000000.0
2047.0,12887935000000.0,12666062000000.0,13309118000000.0,13349628000000.0,13146201000000.0,12897918000000.0,13106181000000.0,12916583000000.0,12986178000000.0,13225063000000.0,11794201000000.0,12977362000000.0,12326472000000.0
2048.0,12862918000000.0,12583741000000.0,13252310000000.0,13328550000000.0,13124584000000.0,12863827000000.0,13100577000000.0,12864907000000.0,12916695000000.0,13164390000000.0,11680124000000.0,12947202000000.0,12243401000000.0
2049.0,12828760000000.0,12495197000000.0,13216775000000.0,13292882000000.0,13092953000000.0,12839008000000.0,13067109000000.0,12836369000000.0,12892977000000.0,13113811000000.0,11564832000000.0,12922064000000.0,12161049000000.0
2050.0,12792487000000.0,12362530000000.0,13190184000000.0,13254597000000.0,13064727000000.0,12803029000000.0,13054938000000.0,12793858000000.0,12877035000000.0,13082238000000.0,11452311000000.0,12889095000000.0,12081436000000.0
2051.0,12745437000000.0,12265054000000.0,13178686000000.0,13207088000000.0,13023306000000.0,12772655000000.0,13005788000000.0,12790478000000.0,12845383000000.0,13069684000000.0,11358339000000.0,12861707000000.0,12012608000000.0
2052.0,12696695000000.0,12121410000000.0,13166809000000.0,13167383000000.0,12995100000000.0,12695038000000.0,12965387000000.0,12755408000000.0,12777572000000.0,13042216000000.0,11262049000000.0,12821053000000.0,11904319000000.0
2053.0,12669110000000.0,11949561000000.0,13132328000000.0,13154860000000.0,12947153000000.0,12615702000000.0,12953367000000.0,12737639000000.0,12756584000000.0,13041379000000.0,11170862000000.0,12787109000000.0,11769276000000.0
2054.0,12610227000000.0,11768185000000.0,13083564000000.0,13137961000000.0,12864472000000.0,12558782000000.0,12912603000000.0,12699040000000.0,12733374000000.0,13009772000000.0,11062946000000.0,12734272000000.0,11668566000000.0
2055.0,12562349000000.0,11619169000000.0,13048102000000.0,13114048000000.0,12792884000000.0,12523816000000.0,12854931000000.0,12632611000000.0,12717222000000.0,12978572000000.0,10932600000000.0,12684669000000.0,11594385000000.0
2056.0,12523089000000.0,11487685000000.0,13011436000000.0,13082525000000.0,12734833000000.0,12490717000000.0,12821805000000.0,12567523000000.0,12667976000000.0,12939717000000.0,10808960000000.0,12624793000000.0,11486063000000.0
2057.0,12473239000000.0,11381973000000.0,12989503000000.0,13058206000000.0,12675062000000.0,12472733000000.0,12799230000000.0,12506140000000.0,12644039000000.0,12910900000000.0,10694548000000.0,12564597000000.0,11381313000000.0
2058.0,12420614000000.0,11276972000000.0,12959413000000.0,13025882000000.0,12616885000000.0,12398933000000.0,12779157000000.0,12428285000000.0,12613936000000.0,12885413000000.0,10589551000000.0,12523177000000.0,11241362000000.0
2059.0,12381375000000.0,11158007000000.0,12915174000000.0,12989187000000.0,12578666000000.0,12327653000000.0,12740630000000.0,12394794000000.0,12598719000000.0,12833368000000.0,10470951000000.0,12473233000000.0,11110172000000.0
2060.0,12339367000000.0,11043327000000.0,12887150000000.0,12956627000000.0,12523963000000.0,12286369000000.0,12716092000000.0,12243868000000.0,12551511000000.0,12788336000000.0,10326540000000.0,12430680000000.0,11012020000000.0
2061.0,12268479000000.0,10897409000000.0,12817485000000.0,12927740000000.0,12468655000000.0,12203203000000.0,12681762000000.0,12196558000000.0,12519664000000.0,12728850000000.0,10182729000000.0,12375118000000.0,10898127000000.0
2062.0,12200229000000.0,10752084000000.0,12770093000000.0,12884846000000.0,12433302000000.0,12121034000000.0,12667469000000.0,12162021000000.0,12520665000000.0,12694943000000.0,10041609000000.0,12326880000000.0,10818172000000.0
2063.0,12132699000000.0,10586291000000.0,12749632000000.0,12823492000000.0,12383656000000.0,12061495000000.0,12653145000000.0,12107066000000.0,12493021000000.0,12568076000000.0,9896642000000.0,12269113000000.0,10714321000000.0
2064.0,12075166000000.0,10416364000000.0,12668224000000.0,12817363000000.0,12330063000000.0,12016946000000.0,12638904000000.0,12087225000000.0,12428906000000.0,12508676000000.0,9731309000000.0,12221708000000.0,10617227000000.0
2065.0,12027164000000.0,10210204000000.0,12630514000000.0,12761191000000.0,12301625000000.0,11973725000000.0,12604291000000.0,12037222000000.0,12363792000000.0,12423865000000.0,9594395000000.0,12156798000000.0,10491174000000.0
2066.0,11988712000000.0,10040420000000.0,12569978000000.0,12707343000000.0,12258939000000.0,11904279000000.0,12605732000000.0,11984437000000.0,12332525000000.0,12311788000000.0,9464192000000.0,12069986000000.0,10383032000000.0
2067.0,11948695000000.0,9848817000000.0,12532654000000.0,12679027000000.0,12227157000000.0,11867536000000.0,12580316000000.0,11934270000000.0,12293034000000.0,12200748000000.0,9327145000000.0,11964299000000.0,10273629000000.0
2068.0,11894113000000.0,9680982000000.0,12455148000000.0,12623445000000.0,12174632000000.0,11825625000000.0,12554551000000.0,11875183000000.0,12240926000000.0,12101546000000.0,9177373000000.0,11943162000000.0,10146428000000.0
2069.0,11825858000000.0,9534991000000.0,12421521000000.0,12569083000000.0,12112217000000.0,11772075000000.0,12536482000000.0,11805612000000.0,12141990000000.0,12015723000000.0,9029599000000.0,11816852000000.0,10033672000000.0
2070.0,11756523000000.0,9393445000000.0,12321051000000.0,12468367000000.0,12066109000000.0,11691206000000.0,12493547000000.0,11759119000000.0,12041168000000.0,11958770000000.0,8855133000000.0,11715505000000.0,9901998000000.0
2071.0,11682471000000.0,9217213000000.0,12290096000000.0,12401739000000.0,12007424000000.0,11604755000000.0,12458033000000.0,11686064000000.0,11976349000000.0,11905436000000.0,8712050000000.0,11660914000000.0,9766020000000.0
2072.0,11610361000000.0,9043661000000.0,12260896000000.0,12347464000000.0,11958153000000.0,11523946000000.0,12418276000000.0,11642816000000.0,11881040000000.0,11837690000000.0,8563568700000.0,11598450000000.0,9681123000000.0
2073.0,11565031000000.0,8862035000000.0,12196551000000.0,12291131000000.0,11911419000000.0,11420689000000.0,12390570000000.0,11565410000000.0,11808625000000.0,11756801000000.0,8403444300000.0,11511806000000.0,9583844000000.0
2074.0,11516718000000.0,8665205600000.0,12152742000000.0,12197051000000.0,11861704000000.0,11332604000000.0,12350691000000.0,11480098000000.0,11687186000000.0,11648715000000.0,8249351300000.0,11461113000000.0,9469233000000.0
2075.0,11464437000000.0,8476030000000.0,12124369000000.0,12137723000000.0,11821151000000.0,11240869000000.0,12303167000000.0,11422106000000.0,11627557000000.0,11544196000000.0,8113726000000.0,11383194000000.0,9367010000000.0
2076.0,11401271000000.0,8293992000000.0,12086327000000.0,12044145000000.0,11765994000000.0,11122498000000.0,12250974000000.0,11370210000000.0,11592949000000.0,11479605000000.0,7978902600000.0,11321641000000.0,9209678000000.0
2077.0,11320731000000.0,8089445000000.0,12032935000000.0,12006671000000.0,11726170000000.0,11045703000000.0,12208858000000.0,11347254000000.0,11511762000000.0,11387433000000.0,7842500700000.0,11247496000000.0,9079328000000.0
2078.0,11261646000000.0,7899207700000.0,11965146000000.0,11951793000000.0,11689715000000.0,10963528000000.0,12156424000000.0,11286685000000.0,11462772000000.0,11348258000000.0,7693188700000.0,11185872000000.0,8972080000000.0
2079.0,11196509000000.0,7735609000000.0,11904923000000.0,11922656000000.0,11636014000000.0,10890813000000.0,12121160000000.0,11223231000000.0,11434230000000.0,11277736000000.0,7546862600000.0,11113941000000.0,8887889000000.0
2080.0,11129093000000.0,7568228400000.0,11828637000000.0,11884310000000.0,11591570000000.0,10806476000000.0,12079616000000.0,11161384000000.0,11400434000000.0,11220224000000.0,7389154000000.0,11008135000000.0,8785301600000.0
2081.0,11070025000000.0,7383821000000.0,11765187000000.0,11827960000000.0,11564187000000.0,10739571000000.0,12043502000000.0,11057827000000.0,11368628000000.0,11150895000000.0,7230425400000.0,10944896000000.0,8660858700000.0
2082.0,11001722000000.0,7197784300000.0,11735307000000.0,11744789000000.0,11527227000000.0,10644083000000.0,12018875000000.0,10985504000000.0,11215185000000.0,11072908000000.0,7053283000000.0,10886204000000.0,8554870700000.0
2083.0,10925698000000.0,7020190600000.0,11664641000000.0,11634720000000.0,11489039000000.0,10526987000000.0,11943132000000.0,10910498000000.0,11122218000000.0,10989501000000.0,6913069000000.0,10767622000000.0,8445006700000.0
2084.0,10845939000000.0,6841479700000.0,11571249000000.0,11564318000000.0,11451770000000.0,10451089000000.0,11917085000000.0,10813286000000.0,11043131000000.0,10896459000000.0,6774498300000.0,10652673000000.0,8355387000000.0
2085.0,10772393000000.0,6671851000000.0,11472924000000.0,11501190000000.0,11416704000000.0,10382642000000.0,11885979000000.0,10753702000000.0,10965407000000.0,10851599000000.0,6626063400000.0,10561782000000.0,8256145600000.0
2086.0,10688772000000.0,6508812700000.0,11395972000000.0,11445633000000.0,11372766000000.0,10314481000000.0,11843015000000.0,10646512000000.0,10852451000000.0,10803749000000.0,6450061000000.0,10429534000000.0,8129313500000.0
2087.0,10614469000000.0,6333503000000.0,11321866000000.0,11370486000000.0,11310995000000.0,10203474000000.0,11821628000000.0,10552034000000.0,10746890000000.0,10737559000000.0,6278639000000.0,10303358000000.0,8023885000000.0
2088.0,10538100000000.0,6136727600000.0,11272395000000.0,11306730000000.0,11251688000000.0,10091132000000.0,11773041000000.0,10468954000000.0,10675627000000.0,10694593000000.0,6118939600000.0,10157265000000.0,7927886000000.0
2089.0,10474655000000.0,5951442600000.0,11195113000000.0,11231698000000.0,11185773000000.0,10023984000000.0,11745228000000.0,10404656000000.0,10596187000000.0,10624988000000.0,5931453000000.0,9978530000000.0,7818580600000.0
2090.0,10375835000000.0,5763137000000.0,11140192000000.0,11187211000000.0,11120678000000.0,9948647000000.0,11690753000000.0,10331000000000.0,10554477000000.0,10549481000000.0,5768398500000.0,9873329000000.0,7696229600000.0
2091.0,10301513000000.0,5597289000000.0,11099788000000.0,11104475000000.0,11061153000000.0,9863616000000.0,11630162000000.0,10279981000000.0,10480243000000.0,10479607000000.0,5590836000000.0,9790812000000.0,7593504300000.0
2092.0,10226200000000.0,5429408000000.0,11049970000000.0,11033136000000.0,11006509000000.0,9778919000000.0,11600533000000.0,10222285000000.0,10437728000000.0,10404305000000.0,5421966300000.0,9713895000000.0,7493565000000.0
2093.0,10153498000000.0,5256026000000.0,10916948000000.0,10963377000000.0,10973937000000.0,9701557000000.0,11564778000000.0,10155885000000.0,10392195000000.0,10333539000000.0,5252356500000.0,9634725000000.0,7374483000000.0
2094.0,10090385000000.0,5088197000000.0,10842199000000.0,10845980000000.0,10913039000000.0,9600847000000.0,11503420000000.0,10093705000000.0,10371225000000.0,10260746000000.0,5096579500000.0,9536463000000.0,7277569400000.0
2095.0,10040994000000.0,4909842000000.0,10754568000000.0,10767737000000.0,10873652000000.0,9517443000000.0,11457035000000.0,10037054000000.0,10362425000000.0,10197645000000.0,4944343600000.0,9462566000000.0,7181908000000.0
2096.0,9967810000000.0,4743250300000.0,10652557000000.0,10699644000000.0,10826659000000.0,9407107000000.0,11412014000000.0,9975553000000.0,10313522000000.0,10139206000000.0,4776849300000.0,9316603000000.0,7088050000000.0
2097.0,9909806000000.0,4577960700000.0,10566161000000.0,10599330000000.0,10780178000000.0,9331743000000.0,11380077000000.0,9870515000000.0,10202868000000.0,10076743000000.0,4615236500000.0,9215355000000.0,6982885400000.0
2098.0,9848535000000.0,4393321000000.0,10438317000000.0,10510188000000.0,10730433000000.0,9255677000000.0,11319197000000.0,9848156000000.0,10101580000000.0,9994198000000.0,4456385000000.0,9144957000000.0,6890951000000.0
2099.0,9779271000000.0,4228392700000.0,10312725000000.0,10399324000000.0,10686418000000.0,9169686000000.0,11286733000000.0,9725770000000.0,10056847000000.0,9895895000000.0,4283964600000.0,9043067000000.0,6781444600000.0
2100.0,9719097000000.0,4035070000000.0,10206867000000.0,10273299000000.0,10634723000000.0,9071514000000.0,11251682000000.0,9673763000000.0,9991816000000.0,9840917000000.0,4125381400000.0,8963484000000.0,6692212300000.0
