time,NORESM1-M,MPI-ESM-LR,CANESM2,CCSM4,IPSL-CM5A-LR,CSIRO-MK3-6-0,CESM1-CAM5,GISS-E2-R,CNRM-CM5,GFDL-CM3,GFDL-ESM2G
2040.0,133196960000.0,133571200000.0,132437295000.0,132603760000.0,132504160000.0,132181110000.0,131872310000.0,133509110000.0,132765065000.0,135625960000.0,134582820000.0
2041.0,133808510000.0,133210145000.0,132601040000.0,132240280000.0,132827950000.0,131915230000.0,131592640000.0,133467144000.0,133090420000.0,137463270000.0,134400960000.0
2042.0,133143080000.0,133071405000.0,132101956000.0,132201185000.0,132431930000.0,131787970000.0,131186310000.0,133805080000.0,132763700000.0,136361910000.0,134363790000.0
2043.0,132871600000.0,132935880000.0,131845590000.0,132131316000.0,133074620000.0,131693380000.0,130991600000.0,133295470000.0,132289740000.0,135624100000.0,133821660000.0
2044.0,132484080000.0,132991390000.0,131837880000.0,132023220000.0,132446560000.0,131793650000.0,130792800000.0,133136376000.0,132205850000.0,134825010000.0,133909004000.0
2045.0,132242280000.0,133120420000.0,131636380000.0,132500636000.0,132398825000.0,131501605000.0,130703120000.0,133239600000.0,132000555000.0,134728016000.0,133725585000.0
2046.0,132280566000.0,133293160000.0,131772810000.0,131888360000.0,132418855000.0,131464870000.0,130530040000.0,133770070000.0,131824845000.0,136507610000.0,133697340000.0
2047.0,132119446000.0,132723960000.0,131769926000.0,131724935000.0,132052970000.0,131232900000.0,130258820000.0,133622096000.0,131879340000.0,140027400000.0,133261440000.0
2048.0,132219250000.0,132576000000.0,131337710000.0,131662000000.0,132030460000.0,131180650000.0,129810830000.0,133034740000.0,131544800000.0,138508910000.0,133632620000.0
2049.0,131848225000.0,133002670000.0,131097090000.0,131324520000.0,131746950000.0,131120700000.0,129520050000.0,133028070000.0,131405790000.0,136070490000.0,133908480000.0
2050.0,131704760000.0,132699220000.0,131007950000.0,131175236000.0,131492200000.0,130841750000.0,129018860000.0,132944300000.0,131241390000.0,136679210000.0,133744480000.0
2051.0,132236665000.0,132635510000.0,130659000000.0,131330290000.0,131563315000.0,130574960000.0,128757920000.0,132861940000.0,131091940000.0,136752234000.0,133498450000.0
2052.0,131527480000.0,132881334000.0,130336310000.0,130922370000.0,131202195000.0,130615116000.0,128554430000.0,133072940000.0,131062760000.0,135096530000.0,133903230000.0
2053.0,131583080000.0,132555340000.0,130394350000.0,130746810000.0,131388420000.0,130240090000.0,128184205000.0,133424040000.0,131207580000.0,136210310000.0,133371410000.0
2054.0,131284255000.0,132809460000.0,130009880000.0,130539135000.0,131250660000.0,130165400000.0,127944210000.0,134200020000.0,130565600000.0,135234430000.0,133399585000.0
2055.0,131445480000.0,132981690000.0,130127090000.0,130320000000.0,130900880000.0,130268770000.0,127451810000.0,133867910000.0,130255585000.0,135084300000.0,133187680000.0
2056.0,131395310000.0,133303910000.0,129636250000.0,130163560000.0,130904154000.0,129843175000.0,127369150000.0,133011410000.0,129923630000.0,135076780000.0,132950974000.0
2057.0,130798150000.0,133284320000.0,129539645000.0,130359345000.0,130700124000.0,129569510000.0,127115620000.0,132810646000.0,129783350000.0,134748250000.0,134173670000.0
2058.0,131037980000.0,132906710000.0,129640150000.0,130401020000.0,130705540000.0,129385900000.0,126765230000.0,133007370000.0,129589944000.0,134582395000.0,134561500000.0
2059.0,131072070000.0,132863170000.0,129255710000.0,130156810000.0,130397360000.0,129505540000.0,126409466000.0,132536660000.0,129629090000.0,134541990000.0,133833925000.0
2060.0,130613610000.0,132859710000.0,129286620000.0,130553280000.0,131015130000.0,129031950000.0,126121600000.0,132481230000.0,129295210000.0,135421510000.0,133067055000.0
2061.0,130414620000.0,132635760000.0,129244190000.0,130267275000.0,130554640000.0,128843810000.0,125653510000.0,132330500000.0,129065050000.0,134712860000.0,132776346000.0
2062.0,130356980000.0,132214890000.0,128863930000.0,129772190000.0,130526580000.0,128506250000.0,125066895000.0,132084240000.0,128504910000.0,134759500000.0,132690190000.0
2063.0,130153720000.0,132338410000.0,128313295000.0,129570726000.0,130521040000.0,128336740000.0,124589770000.0,132097220000.0,128498745000.0,136530310000.0,132695210000.0
2064.0,130044666000.0,132102324000.0,128547070000.0,129406435000.0,129861080000.0,128157570000.0,124073550000.0,131954900000.0,127979995000.0,135158580000.0,133535870000.0
2065.0,130570180000.0,131850180000.0,128054410000.0,129305500000.0,129785510000.0,127736440000.0,123443740000.0,131892750000.0,127977400000.0,134682910000.0,133469544000.0
2066.0,129702085000.0,131902070000.0,127556350000.0,129437385000.0,129814340000.0,127692880000.0,123349790000.0,131806140000.0,127628580000.0,134723700000.0,133135696000.0
2067.0,129447810000.0,132225040000.0,127413470000.0,129460550000.0,129911320000.0,127416630000.0,123011320000.0,131617820000.0,127231530000.0,135147950000.0,134148860000.0
2068.0,130019290000.0,131868650000.0,127092130000.0,128875870000.0,129368670000.0,127282320000.0,122609650000.0,131690180000.0,127140995000.0,135162200000.0,133275260000.0
2069.0,129578885000.0,131640880000.0,127100750000.0,128731050000.0,129132360000.0,127087110000.0,122519120000.0,131801540000.0,126846880000.0,135276620000.0,132632800000.0
2070.0,129589980000.0,131596670000.0,127139050000.0,128183670000.0,129207660000.0,127136915000.0,121918950000.0,131385975000.0,126470460000.0,135931460000.0,132758380000.0
2071.0,129482200000.0,131550510000.0,126691540000.0,128155110000.0,129783960000.0,127026080000.0,121578320000.0,131237360000.0,126100720000.0,136112570000.0,132932420000.0
2072.0,130033350000.0,131436000000.0,126516950000.0,128104464000.0,129115400000.0,126586044000.0,121253540000.0,131083900000.0,125666910000.0,135737475000.0,133032970000.0
2073.0,129160440000.0,131621360000.0,126178820000.0,127831740000.0,128762230000.0,126398456000.0,120617720000.0,131537450000.0,125530770000.0,135232840000.0,133687700000.0
2074.0,129126460000.0,131453190000.0,126187860000.0,127771020000.0,129009750000.0,126174080000.0,120077070000.0,131090510000.0,125221750000.0,134631195000.0,133120655000.0
2075.0,128594846000.0,131449364000.0,125974900000.0,127624640000.0,128516370000.0,126277110000.0,120639840000.0,131347070000.0,124776500000.0,134221324000.0,133686300000.0
2076.0,128655240000.0,131416040000.0,126657500000.0,127169905000.0,128185460000.0,126414545000.0,119464620000.0,130887020000.0,124793725000.0,134021775000.0,133301625000.0
2077.0,128345650000.0,131259570000.0,125791830000.0,127109570000.0,128061340000.0,126183630000.0,118784950000.0,130710680000.0,124462370000.0,134156750000.0,133004090000.0
2078.0,128532914000.0,130911805000.0,125396950000.0,126642680000.0,127784190000.0,125818480000.0,118646720000.0,130558640000.0,124199130000.0,134252840000.0,133114890000.0
2079.0,129014465000.0,131276464000.0,125321410000.0,126427830000.0,127412440000.0,125667200000.0,118095550000.0,130918010000.0,123706474000.0,134030565000.0,132814790000.0
2080.0,128731185000.0,131412760000.0,125001790000.0,126617210000.0,127181750000.0,125341330000.0,117293785000.0,130699700000.0,123329380000.0,134588326000.0,132859640000.0
2081.0,128203130000.0,130867266000.0,124673850000.0,126316920000.0,127788196000.0,125244610000.0,116884160000.0,130216550000.0,123141456000.0,134282035000.0,133723530000.0
2082.0,127716884000.0,131793674000.0,125566160000.0,125969510000.0,127791370000.0,125699090000.0,116587770000.0,130053810000.0,122704585000.0,134482100000.0,133211220000.0
2083.0,127785630000.0,131351030000.0,124985110000.0,125665894000.0,126933320000.0,124595170000.0,116200460000.0,129883030000.0,122282490000.0,134223720000.0,133155940000.0
2084.0,127284584000.0,130832660000.0,124431430000.0,125541180000.0,126155055000.0,124048480000.0,115965340000.0,130231600000.0,122784360000.0,134396500000.0,132746870000.0
2085.0,127451490000.0,130888840000.0,124506010000.0,125767565000.0,125986300000.0,123807020000.0,115353770000.0,129700600000.0,122350350000.0,136211640000.0,135231130000.0
2086.0,127430290000.0,130632490000.0,123824950000.0,125665130000.0,125686750000.0,123489700000.0,114965520000.0,129715940000.0,121726410000.0,134950790000.0,134003800000.0
2087.0,127141090000.0,131173320000.0,123605720000.0,124960540000.0,125294320000.0,123313510000.0,114518040000.0,129525430000.0,121235100000.0,134625330000.0,133688010000.0
2088.0,126846720000.0,131690020000.0,125962764000.0,125792630000.0,125065030000.0,123167450000.0,113848690000.0,129402460000.0,121027174000.0,135298286000.0,133703160000.0
2089.0,127103250000.0,130969320000.0,124419800000.0,124929090000.0,124927980000.0,122701830000.0,113258510000.0,129305880000.0,120712590000.0,134431965000.0,133591745000.0
2090.0,126987360000.0,131575130000.0,123419020000.0,124521280000.0,125176490000.0,122552025000.0,113176770000.0,129402800000.0,120576310000.0,134139850000.0,133357680000.0
2091.0,127160480000.0,131229100000.0,123089035000.0,124575280000.0,124630150000.0,122325850000.0,112835400000.0,129242006000.0,120248790000.0,134891530000.0,134987190000.0
2092.0,126801520000.0,130599870000.0,122882350000.0,124693570000.0,124213700000.0,121999760000.0,112173810000.0,129224840000.0,120138230000.0,134016000000.0,134579520000.0
2093.0,127022040000.0,130375150000.0,122476300000.0,124264840000.0,123959590000.0,121561110000.0,111558310000.0,128754260000.0,119508070000.0,133566180000.0,133307800000.0
2094.0,126680390000.0,131177300000.0,122128820000.0,124335360000.0,124154220000.0,121301050000.0,111195455000.0,128487750000.0,119323800000.0,133559610000.0,133433650000.0
2095.0,126326510000.0,130100060000.0,122050036000.0,123972070000.0,123843580000.0,121260070000.0,110817190000.0,128476100000.0,118770290000.0,133608866000.0,132825180000.0
2096.0,126415440000.0,129877020000.0,122032824000.0,123519190000.0,123689660000.0,120853365000.0,110542360000.0,128268040000.0,118298780000.0,133205550000.0,132862845000.0
2097.0,125970240000.0,129811640000.0,121870350000.0,123130530000.0,123559800000.0,120807610000.0,110595570000.0,128296370000.0,118103800000.0,133380740000.0,132904800000.0
2098.0,125991756000.0,129889850000.0,121377120000.0,123336240000.0,123257800000.0,120320920000.0,109572550000.0,128122570000.0,117810880000.0,133232770000.0,133264510000.0
2099.0,125637165000.0,129918435000.0,121210446000.0,123010090000.0,123525505000.0,120098340000.0,108839600000.0,128165350000.0,117594520000.0,133109424000.0,134485340000.0
2100.0,125439120000.0,129741280000.0,120818190000.0,122861260000.0,123449336000.0,120033070000.0,108347010000.0,127566760000.0,117520810000.0,132887550000.0,133612370000.0
