time,GFDL-ESM2G,GFDL-CM3,GISS-E2-R,CESM1-CAM5,CSIRO-MK3-6-0,IPSL-CM5A-LR,CCSM4,NORESM1-M
2058.0,132446950000.0,134288376000.0,131071790000.0,128744340000.0,129806670000.0,130415720000.0,129784190000.0,130535990000.0
2059.0,132327825000.0,134665670000.0,130832360000.0,128462954000.0,129608710000.0,130034420000.0,129629350000.0,130500610000.0
2060.0,132403380000.0,134215750000.0,130735145000.0,127945730000.0,129342290000.0,129746520000.0,129209990000.0,130380370000.0
2061.0,132442800000.0,134062250000.0,130714345000.0,127597260000.0,129055900000.0,129956315000.0,128893590000.0,130297810000.0
2062.0,132236780000.0,137493790000.0,130370585000.0,127371270000.0,129768010000.0,129620400000.0,128910480000.0,130015810000.0
2063.0,131988890000.0,135422220000.0,130183520000.0,126990700000.0,128596080000.0,129916340000.0,128488415000.0,129888670000.0
2064.0,132149500000.0,135732930000.0,131328340000.0,126759354000.0,127869510000.0,129444440000.0,128420060000.0,129910880000.0
2065.0,131762690000.0,135417600000.0,130569404000.0,127053730000.0,127706260000.0,129867500000.0,128360100000.0,129647170000.0
2066.0,131714064000.0,136120025000.0,130464740000.0,125856620000.0,127952420000.0,129039794000.0,128249170000.0,129473160000.0
2067.0,131731500000.0,135153385000.0,129856800000.0,125360960000.0,127483050000.0,128868000000.0,127673025000.0,129181570000.0
2068.0,131665190000.0,135181160000.0,129858580000.0,124843480000.0,127001756000.0,129238475000.0,127499480000.0,129385960000.0
2069.0,131359605000.0,134270610000.0,129668530000.0,124474180000.0,126637210000.0,128554050000.0,127050350000.0,129689264000.0
2070.0,131276040000.0,133856940000.0,130156980000.0,124222430000.0,126273495000.0,128329420000.0,126870950000.0,128984695000.0
2071.0,131554525000.0,133920104000.0,129323130000.0,123649200000.0,125938030000.0,128250090000.0,126899660000.0,129185006000.0
2072.0,131200680000.0,133801990000.0,129046810000.0,123217306000.0,125485834000.0,127831200000.0,126468810000.0,128589820000.0
2073.0,130997395000.0,133761160000.0,128797600000.0,122744750000.0,125092540000.0,127867670000.0,126166960000.0,128437035000.0
2074.0,130915270000.0,133497160000.0,129238060000.0,122145880000.0,124778310000.0,127817550000.0,125820640000.0,128029640000.0
2075.0,130557400000.0,133619310000.0,128714010000.0,121673920000.0,124346474000.0,127791920000.0,125436670000.0,127516890000.0
2076.0,130485170000.0,134255620000.0,128354190000.0,121253500000.0,124011500000.0,127268530000.0,125024040000.0,127228570000.0
2077.0,130309800000.0,133876790000.0,128235560000.0,120599630000.0,123550950000.0,127144130000.0,124782690000.0,127107770000.0
2078.0,130150550000.0,133760820000.0,127929570000.0,120314266000.0,123131350000.0,127062390000.0,124793930000.0,126999280000.0
2079.0,130044805000.0,133427370000.0,127680960000.0,119698630000.0,122784360000.0,127004410000.0,124316660000.0,126890090000.0
2080.0,130112680000.0,133454905000.0,127656800000.0,119126720000.0,122677080000.0,126460140000.0,124179630000.0,126733750000.0
2081.0,130129175000.0,133573260000.0,127682404000.0,118586080000.0,121717800000.0,126434660000.0,123936560000.0,126562090000.0
2082.0,129739740000.0,133325545000.0,127337970000.0,118067790000.0,121191514000.0,126279630000.0,123411685000.0,126356850000.0
2083.0,129417260000.0,133499850000.0,127149740000.0,117464000000.0,120721965000.0,125732364000.0,122725155000.0,126241710000.0
2084.0,129204175000.0,133724360000.0,127044840000.0,116929060000.0,120093320000.0,125588280000.0,122274570000.0,125898390000.0
2085.0,129512006000.0,132987820000.0,126926406000.0,116158970000.0,119613776000.0,125266660000.0,122353900000.0,125651430000.0
2086.0,129319620000.0,134039950000.0,126553720000.0,115781540000.0,118971990000.0,125349480000.0,121772290000.0,125467090000.0
2087.0,128974550000.0,133468520000.0,126444680000.0,115166175000.0,118078920000.0,125039030000.0,121742350000.0,125243834000.0
2088.0,128545730000.0,133334990000.0,126426800000.0,114407560000.0,117760926000.0,124479240000.0,121163465000.0,124976500000.0
2089.0,128473880000.0,132728226000.0,126032030000.0,113828130000.0,117058650000.0,124518620000.0,120683330000.0,124669580000.0
2090.0,128571850000.0,132857610000.0,125867920000.0,113342865000.0,116515300000.0,123837690000.0,120073210000.0,124325240000.0
2091.0,128534450000.0,132635440000.0,125562290000.0,112611690000.0,115638160000.0,123588220000.0,119521520000.0,124070000000.0
2092.0,128251390000.0,132350440000.0,125834810000.0,112033970000.0,114976040000.0,123419850000.0,118969820000.0,123637900000.0
2093.0,128192370000.0,132369100000.0,125323770000.0,111234470000.0,114243840000.0,123203200000.0,118459890000.0,123299815000.0
2094.0,127850390000.0,132217750000.0,125128480000.0,110221520000.0,113394530000.0,122995900000.0,117704710000.0,123004854000.0
2095.0,127741690000.0,132219130000.0,124936560000.0,109698105000.0,112840200000.0,122443964000.0,117307460000.0,122819576000.0
2096.0,127832670000.0,132145150000.0,124562250000.0,109249660000.0,112252580000.0,122284560000.0,116610900000.0,122569970000.0
2097.0,127488050000.0,132180380000.0,124239840000.0,108388155000.0,111640630000.0,122037150000.0,116112120000.0,122306730000.0
2098.0,127378750000.0,132125470000.0,123845900000.0,107472130000.0,111131610000.0,121505560000.0,115665270000.0,121838320000.0
2099.0,127075590000.0,132156630000.0,123521680000.0,106835730000.0,110460390000.0,121117794000.0,115092220000.0,121258820000.0
2100.0,127247850000.0,131799240000.0,123442650000.0,105637760000.0,109563100000.0,120918640000.0,114620700000.0,121306750000.0
