time,GFDL-ESM2G,GFDL-CM3,GISS-E2-R,CESM1-CAM5,CSIRO-MK3-6-0,IPSL-CM5A-LR,CCSM4,NORESM1-M
2000.0,135826070000.0,135826070000.0,135826070000.0,135826070000.0,135826070000.0,135826070000.0,135826070000.0,135826070000.0
2001.0,136177570000.0,136177570000.0,136177570000.0,136177570000.0,136177570000.0,136177570000.0,136177570000.0,136177570000.0
2002.0,136348640000.0,136348640000.0,136348640000.0,136348640000.0,136348640000.0,136348640000.0,136348640000.0,136348640000.0
2003.0,135735165000.0,135735165000.0,135735165000.0,135735165000.0,135735165000.0,135735165000.0,135735165000.0,135735165000.0
2004.0,135826890000.0,135826890000.0,135826890000.0,135826890000.0,135826890000.0,135826890000.0,135826890000.0,135826890000.0
2005.0,135576880000.0,135576880000.0,135576880000.0,135576880000.0,135576880000.0,135576880000.0,135576880000.0,135576880000.0
2006.0,135419140000.0,135419140000.0,135419140000.0,135419140000.0,135419140000.0,135419140000.0,135419140000.0,135419140000.0
2007.0,135270900000.0,135270900000.0,135270900000.0,135270900000.0,135270900000.0,135270900000.0,135270900000.0,135270900000.0
2008.0,135339610000.0,135339610000.0,135339610000.0,135339610000.0,135339610000.0,135339610000.0,135339610000.0,135339610000.0
2009.0,135254690000.0,135254690000.0,135254690000.0,135254690000.0,135254690000.0,135254690000.0,135254690000.0,135254690000.0
2010.0,135071605000.0,135071605000.0,135071605000.0,135071605000.0,135071605000.0,135071605000.0,135071605000.0,135071605000.0
2011.0,134957910000.0,134957910000.0,134957910000.0,134957910000.0,134957910000.0,134957910000.0,134957910000.0,134957910000.0
2012.0,135080030000.0,135080030000.0,135080030000.0,135080030000.0,135080030000.0,135080030000.0,135080030000.0,135080030000.0
2013.0,135617405000.0,135617405000.0,135617405000.0,135617405000.0,135617405000.0,135617405000.0,135617405000.0,135617405000.0
2014.0,135009485000.0,135009485000.0,135009485000.0,135009485000.0,135009485000.0,135009485000.0,135009485000.0,135009485000.0
2015.0,135710030000.0,135710030000.0,135710030000.0,135710030000.0,135710030000.0,135710030000.0,135710030000.0,135710030000.0
2016.0,135022305000.0,135022305000.0,135022305000.0,135022305000.0,135022305000.0,135022305000.0,135022305000.0,135022305000.0
2017.0,134635310000.0,134635310000.0,134635310000.0,134635310000.0,134635310000.0,134635310000.0,134635310000.0,134635310000.0
2018.0,134802720000.0,134802720000.0,134802720000.0,134802720000.0,134802720000.0,134802720000.0,134802720000.0,134802720000.0
2019.0,134729875000.0,134729875000.0,134729875000.0,134729875000.0,134729875000.0,134729875000.0,134729875000.0,134729875000.0
2020.0,134733540000.0,134733540000.0,134733540000.0,134733540000.0,134733540000.0,134733540000.0,134733540000.0,134733540000.0
2021.0,134855600000.0,135793450000.0,134863990000.0,135005880000.0,134660700000.0,134416160000.0,134914790000.0,134724820000.0
2022.0,134467630000.0,134753420000.0,134482430000.0,134828900000.0,134644380000.0,134437830000.0,134955655000.0,134692110000.0
2023.0,134429760000.0,134776710000.0,134401520000.0,134742335000.0,134577510000.0,134493630000.0,134305990000.0,134363920000.0
2024.0,134272670000.0,134749150000.0,134272720000.0,134834560000.0,134316410000.0,134548060000.0,134300680000.0,134477620000.0
2025.0,134467940000.0,134784900000.0,133958060000.0,134659920000.0,134195440000.0,134096610000.0,134008540000.0,135005725000.0
2026.0,134767624000.0,135412390000.0,133965870000.0,134302130000.0,134001074000.0,133846510000.0,134154265000.0,134595410000.0
2027.0,135254740000.0,136044320000.0,134082510000.0,134384960000.0,134089900000.0,134554030000.0,133832480000.0,134397320000.0
2028.0,135323705000.0,138246650000.0,134577260000.0,133954560000.0,133680210000.0,134053110000.0,133824760000.0,134633100000.0
2029.0,134746880000.0,137297830000.0,134660880000.0,134034416000.0,133508555000.0,134559240000.0,133785166000.0,134312930000.0
2030.0,134045260000.0,136050320000.0,134110440000.0,133493490000.0,133914180000.0,133788470000.0,133535695000.0,133740250000.0
2031.0,134079414000.0,136485700000.0,134473050000.0,133482430000.0,133504480000.0,133951400000.0,133535130000.0,133808366000.0
2032.0,133699750000.0,136335794000.0,133799076000.0,135268220000.0,133347300000.0,133605300000.0,133632205000.0,133743060000.0
2033.0,133654630000.0,137209840000.0,133488130000.0,133709330000.0,133462620000.0,133401320000.0,133147525000.0,133591250000.0
2034.0,133742985000.0,137635270000.0,133171840000.0,133218615000.0,133342400000.0,133301720000.0,132931535000.0,133456660000.0
2035.0,133945430000.0,136142750000.0,133611995000.0,133128350000.0,133050340000.0,133188370000.0,132826590000.0,133387240000.0
2036.0,133688060000.0,135528670000.0,133546200000.0,133445214000.0,133057830000.0,133018780000.0,132959930000.0,133444320000.0
2037.0,133482140000.0,136226430000.0,133175180000.0,132575764000.0,133139440000.0,132692525000.0,132912910000.0,132942684000.0
2038.0,134093380000.0,138441150000.0,133109460000.0,132612070000.0,133097950000.0,132929420000.0,132658450000.0,133120434000.0
2039.0,133716754000.0,137359570000.0,133023090000.0,132290030000.0,133222080000.0,133449910000.0,132583965000.0,132798380000.0
2040.0,133619880000.0,136212780000.0,133971706000.0,132291110000.0,133054734000.0,133362260000.0,132747930000.0,133047480000.0
2041.0,133183420000.0,135684360000.0,132916590000.0,132401190000.0,132933214000.0,133801110000.0,132535690000.0,132812145000.0
2042.0,133095910000.0,135110780000.0,132596380000.0,131981435000.0,132703180000.0,133137760000.0,132555900000.0,132588100000.0
2043.0,133125470000.0,134876050000.0,133101126000.0,132097630000.0,132260280000.0,132610860000.0,132127910000.0,132577020000.0
2044.0,133646880000.0,135211370000.0,132707420000.0,132264170000.0,132092900000.0,132461770000.0,131910880000.0,132587135000.0
2045.0,132997430000.0,134744015000.0,132945945000.0,131874590000.0,132328850000.0,132293360000.0,132031450000.0,132220570000.0
2046.0,132984140000.0,135293910000.0,132662120000.0,131713710000.0,131956870000.0,132175266000.0,131826745000.0,132252330000.0
2047.0,132866030000.0,134853870000.0,132380950000.0,131331550000.0,131971170000.0,132456260000.0,131759080000.0,132149340000.0
2048.0,133057040000.0,134625490000.0,132184910000.0,131417055000.0,131661030000.0,132919206000.0,131343440000.0,132235470000.0
2049.0,132710590000.0,134421530000.0,132119495000.0,131148775000.0,131519070000.0,132352380000.0,131195994000.0,132110260000.0
2050.0,132755060000.0,134583690000.0,131936900000.0,130787885000.0,131290200000.0,131935480000.0,131083940000.0,131918570000.0
2051.0,133687260000.0,134424760000.0,131758840000.0,130765590000.0,131135300000.0,132134950000.0,130965620000.0,131812050000.0
2052.0,133498010000.0,134505120000.0,131755520000.0,130254190000.0,130855340000.0,131810360000.0,130593620000.0,131607900000.0
2053.0,132720840000.0,134488500000.0,131391260000.0,129984690000.0,130795280000.0,131568100000.0,130678720000.0,131415870000.0
2054.0,133323890000.0,134256525000.0,131533190000.0,129815490000.0,130510850000.0,131206320000.0,130347310000.0,131638000000.0
2055.0,133217060000.0,134208470000.0,131287820000.0,129671410000.0,130254970000.0,131272550000.0,130151920000.0,130939160000.0
2056.0,133033000000.0,134018340000.0,131502825000.0,129320520000.0,130115580000.0,131101490000.0,129931540000.0,131273340000.0
2057.0,132554170000.0,134171935000.0,131220450000.0,129207230000.0,130127940000.0,130633300000.0,129782120000.0,130881135000.0
