time,GFDL-ESM4,UKESM1-0-LL,MPI-ESM1-2-HR,IPSL-CM6A-LR,MRI-ESM2-0
2000.0,87958280000.0,87958280000.0,87958280000.0,87958280000.0,87958280000.0
2001.0,88268660000.0,88268660000.0,88268660000.0,88268660000.0,88268660000.0
2002.0,87944760000.0,87944760000.0,87944760000.0,87944760000.0,87944760000.0
2003.0,87733125000.0,87733125000.0,87733125000.0,87733125000.0,87733125000.0
2004.0,87538590000.0,87538590000.0,87538590000.0,87538590000.0,87538590000.0
2005.0,87387180000.0,87387180000.0,87387180000.0,87387180000.0,87387180000.0
2006.0,87269605000.0,87269605000.0,87269605000.0,87269605000.0,87269605000.0
2007.0,87219840000.0,87219840000.0,87219840000.0,87219840000.0,87219840000.0
2008.0,87161340000.0,87161340000.0,87161340000.0,87161340000.0,87161340000.0
2009.0,87516300000.0,87516300000.0,87516300000.0,87516300000.0,87516300000.0
2010.0,87096295000.0,87096295000.0,87096295000.0,87096295000.0,87096295000.0
2011.0,86974220000.0,86974220000.0,86974220000.0,86974220000.0,86974220000.0
2012.0,86905135000.0,86905135000.0,86905135000.0,86905135000.0,86905135000.0
2013.0,86998880000.0,86998880000.0,86998880000.0,86998880000.0,86998880000.0
2014.0,86745600000.0,86745600000.0,86745600000.0,86745600000.0,86745600000.0
2015.0,86548275000.0,86548275000.0,86548275000.0,86548275000.0,86548275000.0
2016.0,86380200000.0,86380200000.0,86380200000.0,86380200000.0,86380200000.0
2017.0,86071435000.0,86071435000.0,86071435000.0,86071435000.0,86071435000.0
2018.0,85864780000.0,85864780000.0,85864780000.0,85864780000.0,85864780000.0
2019.0,85676090000.0,85676090000.0,85676090000.0,85676090000.0,85676090000.0
2020.0,85370880000.0,85370880000.0,85370880000.0,85370880000.0,85370880000.0
2021.0,85279780000.0,85208880000.0,85339060000.0,85257036000.0,85241405000.0
2022.0,85447910000.0,85039096000.0,85154914000.0,84844320000.0,85132755000.0
2023.0,84925776000.0,84559080000.0,84831560000.0,84581695000.0,84615225000.0
2024.0,84621450000.0,84356690000.0,84456750000.0,84331690000.0,84279520000.0
2025.0,84392490000.0,83715930000.0,84146150000.0,83786790000.0,83842370000.0
2026.0,84180670000.0,83505490000.0,85088060000.0,83515610000.0,83522000000.0
2027.0,83656640000.0,82863030000.0,83754525000.0,83365405000.0,83178230000.0
2028.0,83268100000.0,81794870000.0,83689690000.0,82680820000.0,83035415000.0
2029.0,82871760000.0,80975260000.0,83368290000.0,82045680000.0,82319974000.0
2030.0,82262475000.0,80711340000.0,83255410000.0,81235780000.0,82263890000.0
2031.0,81744036000.0,79529670000.0,82716070000.0,80067125000.0,81152890000.0
2032.0,81318160000.0,78743240000.0,82412724000.0,79538430000.0,80449960000.0
2033.0,80807620000.0,77548140000.0,81948050000.0,79522415000.0,79769120000.0
2034.0,80354760000.0,76405540000.0,81522745000.0,79755630000.0,79569355000.0
2035.0,80102980000.0,75155150000.0,80765310000.0,79428130000.0,79626486000.0
2036.0,79860500000.0,74550000000.0,80172155000.0,78511735000.0,78815730000.0
2037.0,79565220000.0,73942430000.0,80214295000.0,77505900000.0,78269270000.0
2038.0,78769865000.0,73015050000.0,79511480000.0,76731556000.0,77151170000.0
2039.0,78328890000.0,72010514000.0,78926774000.0,76150660000.0,76418376000.0
2040.0,77812670000.0,71288820000.0,81475854000.0,75277060000.0,75549630000.0
2041.0,77575225000.0,70346370000.0,80704060000.0,74748210000.0,75158960000.0
2042.0,76786440000.0,69307154000.0,78969200000.0,74174140000.0,73985606000.0
2043.0,76275170000.0,68441473000.0,77784920000.0,73650100000.0,73434300000.0
2044.0,75908320000.0,67493060000.0,77248840000.0,73007410000.0,72716360000.0
2045.0,74998740000.0,66568184000.0,76815080000.0,72183190000.0,71975430000.0
2046.0,74415950000.0,65760395000.0,76725805000.0,71358640000.0,71467850000.0
2047.0,74042310000.0,64615485000.0,76015960000.0,70333800000.0,70779265000.0
2048.0,73475210000.0,63718584000.0,75569730000.0,69730206000.0,70099220000.0
2049.0,73003220000.0,62398497000.0,75137745000.0,68814090000.0,69208520000.0
2050.0,72306390000.0,61370150000.0,74452000000.0,67920880000.0,68578680000.0
2051.0,71606640000.0,60265304000.0,73985000000.0,67417055000.0,67811713000.0
2052.0,71477760000.0,59272230000.0,73489850000.0,66190307000.0,68412320000.0
2053.0,70937570000.0,57914440000.0,72990530000.0,65373210000.0,67154526000.0
2054.0,70125584000.0,57095330000.0,72465440000.0,64277127000.0,66318020000.0
2055.0,69674380000.0,56505307000.0,72522180000.0,63289380000.0,65620586000.0
2056.0,69039450000.0,56141804000.0,71705720000.0,62571240000.0,65115415000.0
2057.0,68511085000.0,54946070000.0,71123310000.0,61383950000.0,64583524000.0
2058.0,68015935000.0,53772247000.0,70640116000.0,60416130000.0,63618170000.0
2059.0,67366818000.0,52638327000.0,69951270000.0,59572150000.0,62884147000.0
2060.0,66952524000.0,51426450000.0,69571310000.0,58430546000.0,61927883000.0
2061.0,66343137000.0,50526323000.0,68916620000.0,57622940000.0,61241190000.0
