time,GFDL-ESM4,UKESM1-0-LL,MPI-ESM1-2-HR,IPSL-CM6A-LR,MRI-ESM2-0
2062.0,65683010000.0,49449900000.0,68489900000.0,56273633000.0,60681626000.0
2063.0,65460253000.0,48424747000.0,67948380000.0,55198245000.0,60027257000.0
2064.0,64862306000.0,47073448000.0,67446596000.0,54176460000.0,59180150000.0
2065.0,64237140000.0,46078538000.0,67037340000.0,53144150000.0,58819764000.0
2066.0,63771440000.0,45149975000.0,66786400000.0,51822133000.0,58045067000.0
2067.0,63111713000.0,44403835000.0,65878930000.0,50667130000.0,58066096000.0
2068.0,62493190000.0,43441148000.0,65183826000.0,49744780000.0,57182090000.0
2069.0,61848805000.0,42344333000.0,64710083000.0,48832033000.0,56978550000.0
2070.0,61341184000.0,40728800000.0,64754350000.0,47873950000.0,56425720000.0
2071.0,60725563000.0,39422755000.0,63751760000.0,47099290000.0,55620166000.0
2072.0,60383970000.0,38388930000.0,63335772000.0,45729590000.0,54912995000.0
2073.0,59915780000.0,36823003000.0,62885175000.0,44775560000.0,54357980000.0
2074.0,59263790000.0,35438326000.0,62092698000.0,44157740000.0,53729870000.0
2075.0,58722562000.0,34383030000.0,61573240000.0,43068910000.0,53179015000.0
2076.0,58106225000.0,33296814000.0,61102370000.0,42179020000.0,52546730000.0
2077.0,57867166000.0,32035248000.0,61281513000.0,41382683000.0,51806925000.0
2078.0,57194865000.0,31047260000.0,60304548000.0,40622273000.0,51154043000.0
2079.0,56632893000.0,30116110000.0,59705508000.0,39959460000.0,50422424000.0
2080.0,56151626000.0,29015087000.0,59207893000.0,39279410000.0,49768880000.0
2081.0,55674420000.0,28090573000.0,58750900000.0,38468850000.0,49124078000.0
2082.0,55535976000.0,26892943000.0,58278474000.0,37493090000.0,48632190000.0
2083.0,54564815000.0,25975175000.0,57727316000.0,36723327000.0,48040636000.0
2084.0,54139850000.0,25120244000.0,57394057000.0,35912327000.0,47398470000.0
2085.0,53581767000.0,24111978000.0,56960815000.0,35123646000.0,46742925000.0
2086.0,52950460000.0,23265163000.0,56671453000.0,34423120000.0,46202958000.0
2087.0,52510585000.0,22271770000.0,58663630000.0,33602675000.0,45993360000.0
2088.0,51688026000.0,21358336000.0,56416160000.0,32619850000.0,45318830000.0
2089.0,51212770000.0,20411494000.0,55687328000.0,31781853000.0,44970370000.0
2090.0,50487700000.0,19435098000.0,55403053000.0,30718673000.0,44199862000.0
2091.0,49968060000.0,18465300000.0,54782943000.0,29853612000.0,43610410000.0
2092.0,49435673000.0,17549502000.0,54212720000.0,29140675000.0,42973164000.0
2093.0,49196750000.0,16579171000.0,54161064000.0,28285065000.0,42523570000.0
2094.0,48716968000.0,15914349000.0,53283730000.0,27572642000.0,42149364000.0
2095.0,48167838000.0,15424892000.0,52724646000.0,26875590000.0,41406700000.0
2096.0,48150393000.0,14916385000.0,52329650000.0,26074796000.0,40902337000.0
2097.0,47178050000.0,14467219000.0,51756384000.0,25525510000.0,40201236000.0
2098.0,46943396000.0,14031198000.0,51282186000.0,24978856000.0,39565160000.0
2099.0,46452093000.0,13400291000.0,50881438000.0,24324379000.0,39175905000.0
2100.0,45913326000.0,12774742000.0,50368830000.0,23838160000.0,38548906000.0
