time,MPI-ESM1-2-HR,IPSL-CM6A-LR,GFDL-ESM4,UKESM1-0-LL,MRI-ESM2-0
2000.0,87958280000.0,87958280000.0,87958280000.0,87958280000.0,87958280000.0
2001.0,88268660000.0,88268660000.0,88268660000.0,88268660000.0,88268660000.0
2002.0,87944760000.0,87944760000.0,87944760000.0,87944760000.0,87944760000.0
2003.0,87733125000.0,87733125000.0,87733125000.0,87733125000.0,87733125000.0
2004.0,87538590000.0,87538590000.0,87538590000.0,87538590000.0,87538590000.0
2005.0,87387180000.0,87387180000.0,87387180000.0,87387180000.0,87387180000.0
2006.0,87269605000.0,87269605000.0,87269605000.0,87269605000.0,87269605000.0
2007.0,87219840000.0,87219840000.0,87219840000.0,87219840000.0,87219840000.0
2008.0,87161340000.0,87161340000.0,87161340000.0,87161340000.0,87161340000.0
2009.0,87516300000.0,87516300000.0,87516300000.0,87516300000.0,87516300000.0
2010.0,87096295000.0,87096295000.0,87096295000.0,87096295000.0,87096295000.0
2011.0,86974220000.0,86974220000.0,86974220000.0,86974220000.0,86974220000.0
2012.0,86905135000.0,86905135000.0,86905135000.0,86905135000.0,86905135000.0
2013.0,86998880000.0,86998880000.0,86998880000.0,86998880000.0,86998880000.0
2014.0,86745600000.0,86745600000.0,86745600000.0,86745600000.0,86745600000.0
2015.0,86548275000.0,86548275000.0,86548275000.0,86548275000.0,86548275000.0
2016.0,86380200000.0,86380200000.0,86380200000.0,86380200000.0,86380200000.0
2017.0,86071435000.0,86071435000.0,86071435000.0,86071435000.0,86071435000.0
2018.0,85864780000.0,85864780000.0,85864780000.0,85864780000.0,85864780000.0
2019.0,85676090000.0,85676090000.0,85676090000.0,85676090000.0,85676090000.0
2020.0,85370880000.0,85370880000.0,85370880000.0,85370880000.0,85370880000.0
2021.0,85212310000.0,87474954000.0,85200090000.0,84980550000.0,85135155000.0
2022.0,85711200000.0,85747990000.0,84751220000.0,84512320000.0,84943190000.0
2023.0,84957045000.0,85645490000.0,84290000000.0,84105380000.0,84805630000.0
2024.0,84766140000.0,85360900000.0,84133940000.0,83595460000.0,84578760000.0
2025.0,84361690000.0,84725390000.0,84386550000.0,83161690000.0,84176310000.0
2026.0,84597030000.0,84279575000.0,83566310000.0,82760245000.0,83877945000.0
2027.0,83772120000.0,84289060000.0,83105570000.0,82038910000.0,83368050000.0
2028.0,83213476000.0,84343276000.0,83093760000.0,81555560000.0,83217800000.0
2029.0,82722780000.0,83930750000.0,83161300000.0,80607855000.0,82706784000.0
2030.0,82353810000.0,83671106000.0,82331030000.0,79610356000.0,82425420000.0
2031.0,82071790000.0,84360350000.0,82107195000.0,78804390000.0,82163570000.0
2032.0,82021350000.0,83150365000.0,81548120000.0,78270730000.0,81715690000.0
2033.0,81269670000.0,83098980000.0,80923020000.0,77977400000.0,81118495000.0
2034.0,80842630000.0,82276840000.0,80220020000.0,76905360000.0,80651650000.0
2035.0,80721170000.0,81644690000.0,79505720000.0,75872510000.0,79920824000.0
2036.0,80796410000.0,81142140000.0,79244930000.0,75133210000.0,79249650000.0
2037.0,80235880000.0,80698410000.0,78568700000.0,73545925000.0,78598590000.0
2038.0,80180540000.0,79939100000.0,78022870000.0,72853220000.0,77683490000.0
2039.0,80060785000.0,79295260000.0,77501150000.0,72268400000.0,77221930000.0
2040.0,80502096000.0,78454680000.0,76630240000.0,71583260000.0,76391014000.0
2041.0,78927240000.0,78219620000.0,76134370000.0,71091770000.0,75602354000.0
2042.0,78398060000.0,77504850000.0,75826900000.0,70042395000.0,75012040000.0
2043.0,78182310000.0,76373420000.0,75024470000.0,68687690000.0,74303900000.0
2044.0,78455650000.0,76146590000.0,74540440000.0,67641663000.0,73660810000.0
2045.0,77553980000.0,75121900000.0,74823440000.0,66897646000.0,72726634000.0
2046.0,78176990000.0,74265100000.0,73811930000.0,66052145000.0,71942330000.0
2047.0,77216340000.0,74644275000.0,73881230000.0,64891050000.0,71313030000.0
2048.0,77043770000.0,72829800000.0,73256740000.0,63838687000.0,70618670000.0
2049.0,76774320000.0,72169440000.0,72545430000.0,63230358000.0,70269550000.0
2050.0,77489510000.0,72397150000.0,71852750000.0,62249103000.0,70520460000.0
2051.0,76542590000.0,70999780000.0,71519520000.0,61616590000.0,69318074000.0
2052.0,76616430000.0,71534264000.0,72983890000.0,60714640000.0,69028050000.0
2053.0,75703000000.0,70215880000.0,71303954000.0,60119687000.0,68374350000.0
2054.0,75701980000.0,69796920000.0,71352960000.0,59828855000.0,67787890000.0
2055.0,75295440000.0,69605560000.0,70195970000.0,58812916000.0,67551404000.0
2056.0,74954590000.0,69080460000.0,69739330000.0,59297706000.0,66786947000.0
2057.0,74724060000.0,68210160000.0,69038195000.0,57324163000.0,66257945000.0
2058.0,74040990000.0,67495710000.0,68822000000.0,56583860000.0,66135933000.0
2059.0,73655520000.0,66788667000.0,68070253000.0,55802565000.0,65872417000.0
2060.0,73446500000.0,66033525000.0,67659810000.0,55029715000.0,65243190000.0
2061.0,72898130000.0,70197940000.0,67073184000.0,54231570000.0,64737698000.0
