time,MRI-ESM2-0
2000.0,156274232976000.0
2001.0,156168383001000.0
2002.0,155979491738000.0
2003.0,155646947290000.0
2004.0,155336778273000.0
2005.0,155088265514000.0
2006.0,154882484219000.0
2007.0,154591040989000.0
2008.0,154189262043000.0
2009.0,153922605107000.0
2010.0,153412566460000.0
2011.0,153050340826000.0
2012.0,152694229449000.0
2013.0,152376499136000.0
2014.0,152040055618000.0
2015.0,151870052870000.0
2016.0,151581887798000.0
2017.0,151162958956000.0
2018.0,150748186826000.0
2019.0,150492631014000.0
2020.0,150049407322000.0
2021.0,149430385765000.0
2022.0,149152280431000.0
2023.0,148735696577000.0
2024.0,148003595820000.0
2025.0,147285639137000.0
2026.0,146776879982000.0
2027.0,146187027989000.0
2028.0,145570720212000.0
2029.0,145127148678000.0
2030.0,144569334335000.0
2031.0,143928012596000.0
2032.0,143160865798000.0
2033.0,142463649882000.0
2034.0,141688089315000.0
2035.0,140998752736000.0
2036.0,140093449906000.0
2037.0,139217674739000.0
2038.0,138574915529000.0
2039.0,137944841640000.0
2040.0,137303311675000.0
2041.0,136540279595000.0
2042.0,135734137077000.0
2043.0,135019496747000.0
2044.0,134167868817000.0
2045.0,133434785084000.0
2046.0,132522035399000.0
2047.0,131602383193000.0
2048.0,130678328603000.0
2049.0,129737611497000.0
2050.0,128890355379000.0
2051.0,128046692545000.0
2052.0,126985189130000.0
2053.0,126142325350000.0
2054.0,125274585112000.0
2055.0,124270324763000.0
2056.0,123294324209000.0
2057.0,122390349211000.0
2058.0,121366777198000.0
2059.0,120483349424000.0
2060.0,119596751808000.0
2061.0,118666019009000.0
2062.0,117649155358000.0
2063.0,116714214451000.0
2064.0,115716886824000.0
2065.0,114790529943000.0
2066.0,113952985478000.0
2067.0,112955152362000.0
2068.0,112056269940000.0
2069.0,111342347556000.0
2070.0,110377924080000.0
2071.0,109502662434000.0
2072.0,108632399952000.0
2073.0,107748293063000.0
2074.0,106817051308000.0
2075.0,105977514410000.0
2076.0,104989369957000.0
2077.0,104257563759000.0
2078.0,103367681597000.0
2079.0,102318654369000.0
2080.0,101472261735000.0
2081.0,100595091963000.0
2082.0,99688601355000.0
2083.0,98875540112000.0
2084.0,98100400165000.0
2085.0,97252489652000.0
2086.0,96334774604000.0
2087.0,95262624616400.0
2088.0,94382031257100.0
2089.0,93278824609400.0
2090.0,92361491181400.0
2091.0,91386798056300.0
2092.0,90512117964200.0
2093.0,89691372156700.0
2094.0,89013561402700.0
2095.0,88093378515300.0
2096.0,87260426872400.0
2097.0,86489280055400.0
2098.0,85748067585500.0
2099.0,84987507774700.0
2100.0,84306943946900.0
