time,NORESM2-MM,MPI-ESM1-2-HR,GFDL-ESM4,BCC-CSM2-MR,FGOALS-F3-L,INM-CM4-8,INM-CM5-0,EC-EARTH3-VEG,MRI-ESM2-0,EC-EARTH3,CESM2,CESM2-WACCM,CAMS-CSM1-0
2000.0,156274232976000.0,156274232976000.0,156274232976000.0,156274232976000.0,156274232976000.0,156274232976000.0,156274232976000.0,156274232976000.0,156274232976000.0,156274232976000.0,156274232976000.0,156274232976000.0,156274232976000.0
2001.0,156168383001000.0,156168383001000.0,156168383001000.0,156168383001000.0,156168383001000.0,156168383001000.0,156168383001000.0,156168383001000.0,156168383001000.0,156168383001000.0,156168383001000.0,156168383001000.0,156168383001000.0
2002.0,155979491738000.0,155979491738000.0,155979491738000.0,155979491738000.0,155979491738000.0,155979491738000.0,155979491738000.0,155979491738000.0,155979491738000.0,155979491738000.0,155979491738000.0,155979491738000.0,155979491738000.0
2003.0,155646947290000.0,155646947290000.0,155646947290000.0,155646947290000.0,155646947290000.0,155646947290000.0,155646947290000.0,155646947290000.0,155646947290000.0,155646947290000.0,155646947290000.0,155646947290000.0,155646947290000.0
2004.0,155336778273000.0,155336778273000.0,155336778273000.0,155336778273000.0,155336778273000.0,155336778273000.0,155336778273000.0,155336778273000.0,155336778273000.0,155336778273000.0,155336778273000.0,155336778273000.0,155336778273000.0
2005.0,155088265514000.0,155088265514000.0,155088265514000.0,155088265514000.0,155088265514000.0,155088265514000.0,155088265514000.0,155088265514000.0,155088265514000.0,155088265514000.0,155088265514000.0,155088265514000.0,155088265514000.0
2006.0,154882484219000.0,154882484219000.0,154882484219000.0,154882484219000.0,154882484219000.0,154882484219000.0,154882484219000.0,154882484219000.0,154882484219000.0,154882484219000.0,154882484219000.0,154882484219000.0,154882484219000.0
2007.0,154591040989000.0,154591040989000.0,154591040989000.0,154591040989000.0,154591040989000.0,154591040989000.0,154591040989000.0,154591040989000.0,154591040989000.0,154591040989000.0,154591040989000.0,154591040989000.0,154591040989000.0
2008.0,154189262043000.0,154189262043000.0,154189262043000.0,154189262043000.0,154189262043000.0,154189262043000.0,154189262043000.0,154189262043000.0,154189262043000.0,154189262043000.0,154189262043000.0,154189262043000.0,154189262043000.0
2009.0,153922605107000.0,153922605107000.0,153922605107000.0,153922605107000.0,153922605107000.0,153922605107000.0,153922605107000.0,153922605107000.0,153922605107000.0,153922605107000.0,153922605107000.0,153922605107000.0,153922605107000.0
2010.0,153412566460000.0,153412566460000.0,153412566460000.0,153412566460000.0,153412566460000.0,153412566460000.0,153412566460000.0,153412566460000.0,153412566460000.0,153412566460000.0,153412566460000.0,153412566460000.0,153412566460000.0
2011.0,153050340826000.0,153050340826000.0,153050340826000.0,153050340826000.0,153050340826000.0,153050340826000.0,153050340826000.0,153050340826000.0,153050340826000.0,153050340826000.0,153050340826000.0,153050340826000.0,153050340826000.0
2012.0,152694229449000.0,152694229449000.0,152694229449000.0,152694229449000.0,152694229449000.0,152694229449000.0,152694229449000.0,152694229449000.0,152694229449000.0,152694229449000.0,152694229449000.0,152694229449000.0,152694229449000.0
2013.0,152376499136000.0,152376499136000.0,152376499136000.0,152376499136000.0,152376499136000.0,152376499136000.0,152376499136000.0,152376499136000.0,152376499136000.0,152376499136000.0,152376499136000.0,152376499136000.0,152376499136000.0
2014.0,152040055618000.0,152040055618000.0,152040055618000.0,152040055618000.0,152040055618000.0,152040055618000.0,152040055618000.0,152040055618000.0,152040055618000.0,152040055618000.0,152040055618000.0,152040055618000.0,152040055618000.0
2015.0,151870052870000.0,151870052870000.0,151870052870000.0,151870052870000.0,151870052870000.0,151870052870000.0,151870052870000.0,151870052870000.0,151870052870000.0,151870052870000.0,151870052870000.0,151870052870000.0,151870052870000.0
2016.0,151581887798000.0,151581887798000.0,151581887798000.0,151581887798000.0,151581887798000.0,151581887798000.0,151581887798000.0,151581887798000.0,151581887798000.0,151581887798000.0,151581887798000.0,151581887798000.0,151581887798000.0
2017.0,151162958956000.0,151162958956000.0,151162958956000.0,151162958956000.0,151162958956000.0,151162958956000.0,151162958956000.0,151162958956000.0,151162958956000.0,151162958956000.0,151162958956000.0,151162958956000.0,151162958956000.0
2018.0,150748186826000.0,150748186826000.0,150748186826000.0,150748186826000.0,150748186826000.0,150748186826000.0,150748186826000.0,150748186826000.0,150748186826000.0,150748186826000.0,150748186826000.0,150748186826000.0,150748186826000.0
2019.0,150492631014000.0,150492631014000.0,150492631014000.0,150492631014000.0,150492631014000.0,150492631014000.0,150492631014000.0,150492631014000.0,150492631014000.0,150492631014000.0,150492631014000.0,150492631014000.0,150492631014000.0
2020.0,150049407322000.0,150049407322000.0,150049407322000.0,150049407322000.0,150049407322000.0,150049407322000.0,150049407322000.0,150049407322000.0,150049407322000.0,150049407322000.0,150049407322000.0,150049407322000.0,150049407322000.0
2021.0,149642359871000.0,149601202671000.0,149592070159000.0,149461270563000.0,149554845665000.0,149670195130000.0,149708015676000.0,149800635664000.0,149603992235000.0,149333082173000.0,149672289956000.0,149812350731000.0,149580451458000.0
2022.0,149196029472000.0,149317411272000.0,149162782624000.0,148978459785000.0,149081766143000.0,149280944390000.0,149336331073000.0,149365888270000.0,149116683554000.0,148734089466000.0,149176394791000.0,149570479766000.0,149143265455000.0
2023.0,148784752095000.0,148944309057000.0,148766798444000.0,148652795186000.0,148587493778000.0,148810248705000.0,148920576139000.0,148785144990000.0,148601017693000.0,148055598839000.0,148607832301000.0,149160733805000.0,148615575383000.0
