time,CANESM5,MRI-ESM2-0,IPSL-CM6A-LR,CESM2-WACCM
2057.0,114229103322000.0,119534929370000.0,121518598362000.0,120136026632000.0
2058.0,113008659970000.0,118454541689000.0,120462897545000.0,119051086432000.0
2059.0,111850085490000.0,117472027425000.0,119536968968000.0,117922063858000.0
2060.0,110488108462000.0,116669391194000.0,118632841329000.0,116990720752000.0
2061.0,109369863737000.0,115673151772000.0,117515027201000.0,116030362219000.0
2062.0,108194058728000.0,114762002092000.0,116449068762000.0,115041639010600.0
2063.0,107052866158000.0,114081902200000.0,115339176669000.0,114035016776000.0
2064.0,105927650069000.0,113117114285000.0,114452653231000.0,112976935876000.0
2065.0,104745484616300.0,112193718548000.0,113501817224000.0,111832780222000.0
2066.0,103609496128000.0,111262274403000.0,112620375585000.0,110858968488000.0
2067.0,102578866837600.0,110503733999000.0,111667094497000.0,109808091812100.0
2068.0,101431593383000.0,109902460453000.0,110761948085700.0,108792112042000.0
2069.0,100187723690300.0,109271337120000.0,109699511158000.0,107830770792300.0
2070.0,99204221212400.0,108552339415000.0,108780527406000.0,106854362369500.0
2071.0,98299232894200.0,107766382649000.0,107931474162000.0,105799995927000.0
2072.0,97084900047900.0,106900851068000.0,107013957725000.0,104792480801600.0
2073.0,96002167599400.0,106071070091000.0,106107651080000.0,103877192845000.0
2074.0,95280906713300.0,105308392836000.0,105199337500300.0,103010470290600.0
2075.0,94317631286400.0,104500197802000.0,104358193471400.0,102259940086000.0
2076.0,93302048636000.0,103726223468000.0,103434211117500.0,101217366900600.0
2077.0,92208006561300.0,102852512036000.0,102693530519700.0,100462591175000.0
2078.0,91295020613800.0,102132910913300.0,101860808929600.0,99544076011700.0
2079.0,90435773792700.0,101309001215000.0,101153971107000.0,98606202918000.0
2080.0,89783790199600.0,100490455577000.0,100467805366000.0,97661747034000.0
2081.0,88952130098100.0,99656936889000.0,99931422919000.0,96978719888600.0
2082.0,88128703259500.0,98939087030000.0,99163002738000.0,96368751133600.0
2083.0,87295480093000.0,98218870862000.0,98346498490000.0,95519539986500.0
2084.0,86355305936000.0,97513553431000.0,97644213308000.0,94656577041300.0
2085.0,85610450208000.0,96793223835000.0,96913434091000.0,94005739895700.0
2086.0,84954359391600.0,96299316006000.0,96212761918300.0,93489584200000.0
2087.0,84277122528400.0,95946740375000.0,95465488256300.0,92819002976000.0
2088.0,83536165645000.0,95560678932000.0,94919558526700.0,92042648981000.0
2089.0,82782160173000.0,95161957205000.0,94341234824700.0,91302453215000.0
2090.0,82069324936600.0,94637948849000.0,93559431672600.0,90589257485000.0
2091.0,81399108097000.0,94210017982000.0,92935388131700.0,89767812372000.0
2092.0,80871865148000.0,93605759479000.0,92299498334000.0,89173240001000.0
2093.0,80283223323000.0,93164876666000.0,91613869891600.0,88614920423000.0
2094.0,79530026234500.0,92553553449000.0,91046922625500.0,87882707109500.0
2095.0,78835019686000.0,92143543824000.0,90432331420000.0,87150687782600.0
2096.0,78009713450400.0,91787326736000.0,89885138138600.0,86395788695600.0
2097.0,77374115444000.0,91456127570000.0,89395894499000.0,85733761645000.0
2098.0,76841779962700.0,91071139708000.0,88801954247000.0,85069930340600.0
2099.0,76265668121300.0,90732401400000.0,88316874227000.0,84528337936000.0
2100.0,75554373501500.0,90321189024000.0,87792920218000.0,83900831032000.0
