time,GFDL-ESM4,EC-EARTH3-VEG,MRI-ESM2-0,CAMS-CSM1-0
2000.0,156274232976000.0,156274232976000.0,156274232976000.0,156274232976000.0
2001.0,156168383001000.0,156168383001000.0,156168383001000.0,156168383001000.0
2002.0,155979491738000.0,155979491738000.0,155979491738000.0,155979491738000.0
2003.0,155646947290000.0,155646947290000.0,155646947290000.0,155646947290000.0
2004.0,155336778273000.0,155336778273000.0,155336778273000.0,155336778273000.0
2005.0,155088265514000.0,155088265514000.0,155088265514000.0,155088265514000.0
2006.0,154882484219000.0,154882484219000.0,154882484219000.0,154882484219000.0
2007.0,154591040989000.0,154591040989000.0,154591040989000.0,154591040989000.0
2008.0,154189262043000.0,154189262043000.0,154189262043000.0,154189262043000.0
2009.0,153922605107000.0,153922605107000.0,153922605107000.0,153922605107000.0
2010.0,153412566460000.0,153412566460000.0,153412566460000.0,153412566460000.0
2011.0,153050340826000.0,153050340826000.0,153050340826000.0,153050340826000.0
2012.0,152694229449000.0,152694229449000.0,152694229449000.0,152694229449000.0
2013.0,152376499136000.0,152376499136000.0,152376499136000.0,152376499136000.0
2014.0,152040055618000.0,152040055618000.0,152040055618000.0,152040055618000.0
2015.0,151870052870000.0,151870052870000.0,151870052870000.0,151870052870000.0
2016.0,151581887798000.0,151581887798000.0,151581887798000.0,151581887798000.0
2017.0,151162958956000.0,151162958956000.0,151162958956000.0,151162958956000.0
2018.0,150748186826000.0,150748186826000.0,150748186826000.0,150748186826000.0
2019.0,150492631014000.0,150492631014000.0,150492631014000.0,150492631014000.0
2020.0,150049407322000.0,150049407322000.0,150049407322000.0,150049407322000.0
2021.0,149602033870000.0,149352636181000.0,149650331360000.0,149674094840000.0
2022.0,149090126505000.0,148762814143000.0,149134538324000.0,149344390237000.0
2023.0,148551766820000.0,148302899661000.0,148534802094000.0,148890908268000.0
2024.0,148056702101000.0,147758912851000.0,147958088647000.0,148402252629000.0
2025.0,147620962217000.0,146963864329000.0,147268745745000.0,147876882381000.0
2026.0,147072848292000.0,146247047553000.0,146876102150000.0,147413478863000.0
2027.0,146627101470000.0,145518247152000.0,146211662650000.0,146980236856000.0
2028.0,146120417361000.0,144665954780000.0,145519190900000.0,146466137451000.0
2029.0,145681223325000.0,143892662036000.0,144980308448000.0,145988363109000.0
2030.0,145018987257000.0,143155810021000.0,144357495766000.0,145558145891000.0
2031.0,144497328955000.0,142524624767000.0,143684589338000.0,145105307289000.0
2032.0,143996622378000.0,141874259187000.0,142952003297000.0,144762480867000.0
2033.0,143481923543000.0,141003172562000.0,142343885991000.0,144455904051000.0
2034.0,142819662102000.0,140090220390000.0,141497239623000.0,144200288783000.0
2035.0,142208261260000.0,139212951228000.0,140756552154000.0,143729977772000.0
2036.0,141615958956000.0,138669895920000.0,140015081683000.0,143377180156000.0
2037.0,141028832557000.0,137915360443000.0,139284145579000.0,143092917827000.0
2038.0,140381014943000.0,137307304190000.0,138410847242000.0,142617489225000.0
2039.0,139927861787000.0,136721702550000.0,137685579798000.0,142080922236000.0
2040.0,139565849540000.0,135972029263000.0,137057889815000.0,141672960896000.0
2041.0,139082967766000.0,135031179446000.0,136394004094000.0,141433644925000.0
2042.0,138540624605000.0,134294787929000.0,135627034527000.0,140889357078000.0
2043.0,137960315410000.0,133775521919000.0,134971641251000.0,140435395740000.0
2044.0,137332875753000.0,133227280121000.0,134515742845000.0,140023279932000.0
2045.0,136797379986000.0,132569532859000.0,133811875458000.0,139651758486000.0
2046.0,136248686095000.0,131715987987000.0,133171693979000.0,139105619106000.0
2047.0,135608615965000.0,130903428932000.0,132645129526000.0,138621571577000.0
2048.0,135037751979000.0,130279331435000.0,132107665219000.0,138300013157000.0
2049.0,134542766798000.0,129770923258000.0,131419054350000.0,138112278635000.0
2050.0,134178543891000.0,129217402696000.0,130871878715000.0,137739443727000.0
2051.0,133665405176000.0,128585078543000.0,130177760431000.0,137432299704000.0
2052.0,133183458854000.0,127859461634000.0,129495550603000.0,137136058902000.0
2053.0,132823455623000.0,127128520828000.0,128725496244000.0,136731217124000.0
2054.0,132385977414000.0,126409486358000.0,128114157651000.0,136423713835000.0
2055.0,131925671505000.0,125615097434000.0,127537626502000.0,136200626728000.0
2056.0,131413140435000.0,124817909256000.0,126865587669000.0,135833030501000.0
