time,MIROC6,MRI-ESM2-0,IITM-ESM,KACE-1-0-G,MPI-ESM1-2-HR,CNRM-ESM2-1,UKESM1-0-LL,TAIESM1,IPSL-CM6A-LR,CESM2-WACCM,EC-EARTH3,CNRM-CM6-1,CANESM5,GFDL-ESM4
2000.0,1017658930000.0,1017658930000.0,1017658930000.0,1017658930000.0,1017658930000.0,1017658930000.0,1017658930000.0,1017658930000.0,1017658930000.0,1017658930000.0,1017658930000.0,1017658930000.0,1017658930000.0,1017658930000.0
2001.0,1010991960000.0,1010991960000.0,1010991960000.0,1010991960000.0,1010991960000.0,1010991960000.0,1010991960000.0,1010991960000.0,1010991960000.0,1010991960000.0,1010991960000.0,1010991960000.0,1010991960000.0,1010991960000.0
2002.0,1008924300000.0,1008924300000.0,1008924300000.0,1008924300000.0,1008924300000.0,1008924300000.0,1008924300000.0,1008924300000.0,1008924300000.0,1008924300000.0,1008924300000.0,1008924300000.0,1008924300000.0,1008924300000.0
2003.0,1000959100000.0,1000959100000.0,1000959100000.0,1000959100000.0,1000959100000.0,1000959100000.0,1000959100000.0,1000959100000.0,1000959100000.0,1000959100000.0,1000959100000.0,1000959100000.0,1000959100000.0,1000959100000.0
2004.0,993721800000.0,993721800000.0,993721800000.0,993721800000.0,993721800000.0,993721800000.0,993721800000.0,993721800000.0,993721800000.0,993721800000.0,993721800000.0,993721800000.0,993721800000.0,993721800000.0
2005.0,980550100000.0,980550100000.0,980550100000.0,980550100000.0,980550100000.0,980550100000.0,980550100000.0,980550100000.0,980550100000.0,980550100000.0,980550100000.0,980550100000.0,980550100000.0,980550100000.0
2006.0,977286460000.0,977286460000.0,977286460000.0,977286460000.0,977286460000.0,977286460000.0,977286460000.0,977286460000.0,977286460000.0,977286460000.0,977286460000.0,977286460000.0,977286460000.0,977286460000.0
2007.0,966646900000.0,966646900000.0,966646900000.0,966646900000.0,966646900000.0,966646900000.0,966646900000.0,966646900000.0,966646900000.0,966646900000.0,966646900000.0,966646900000.0,966646900000.0,966646900000.0
2008.0,970335300000.0,970335300000.0,970335300000.0,970335300000.0,970335300000.0,970335300000.0,970335300000.0,970335300000.0,970335300000.0,970335300000.0,970335300000.0,970335300000.0,970335300000.0,970335300000.0
2009.0,964672900000.0,964672900000.0,964672900000.0,964672900000.0,964672900000.0,964672900000.0,964672900000.0,964672900000.0,964672900000.0,964672900000.0,964672900000.0,964672900000.0,964672900000.0,964672900000.0
2010.0,951111600000.0,951111600000.0,951111600000.0,951111600000.0,951111600000.0,951111600000.0,951111600000.0,951111600000.0,951111600000.0,951111600000.0,951111600000.0,951111600000.0,951111600000.0,951111600000.0
2011.0,946021000000.0,946021000000.0,946021000000.0,946021000000.0,946021000000.0,946021000000.0,946021000000.0,946021000000.0,946021000000.0,946021000000.0,946021000000.0,946021000000.0,946021000000.0,946021000000.0
2012.0,948164600000.0,948164600000.0,948164600000.0,948164600000.0,948164600000.0,948164600000.0,948164600000.0,948164600000.0,948164600000.0,948164600000.0,948164600000.0,948164600000.0,948164600000.0,948164600000.0
2013.0,944374600000.0,944374600000.0,944374600000.0,944374600000.0,944374600000.0,944374600000.0,944374600000.0,944374600000.0,944374600000.0,944374600000.0,944374600000.0,944374600000.0,944374600000.0,944374600000.0
2014.0,923776600000.0,923776600000.0,923776600000.0,923776600000.0,923776600000.0,923776600000.0,923776600000.0,923776600000.0,923776600000.0,923776600000.0,923776600000.0,923776600000.0,923776600000.0,923776600000.0
2015.0,910068100000.0,910068100000.0,910068100000.0,910068100000.0,910068100000.0,910068100000.0,910068100000.0,910068100000.0,910068100000.0,910068100000.0,910068100000.0,910068100000.0,910068100000.0,910068100000.0
2016.0,893054500000.0,893054500000.0,893054500000.0,893054500000.0,893054500000.0,893054500000.0,893054500000.0,893054500000.0,893054500000.0,893054500000.0,893054500000.0,893054500000.0,893054500000.0,893054500000.0
2017.0,882071200000.0,882071200000.0,882071200000.0,882071200000.0,882071200000.0,882071200000.0,882071200000.0,882071200000.0,882071200000.0,882071200000.0,882071200000.0,882071200000.0,882071200000.0,882071200000.0
2018.0,871622100000.0,871622100000.0,871622100000.0,871622100000.0,871622100000.0,871622100000.0,871622100000.0,871622100000.0,871622100000.0,871622100000.0,871622100000.0,871622100000.0,871622100000.0,871622100000.0
2019.0,864401100000.0,864401100000.0,864401100000.0,864401100000.0,864401100000.0,864401100000.0,864401100000.0,864401100000.0,864401100000.0,864401100000.0,864401100000.0,864401100000.0,864401100000.0,864401100000.0
2020.0,849013240000.0,849013240000.0,849013240000.0,849013240000.0,849013240000.0,849013240000.0,849013240000.0,849013240000.0,849013240000.0,849013240000.0,849013240000.0,849013240000.0,849013240000.0,849013240000.0
2021.0,824334100000.0,825751600000.0,851997560000.0,811746900000.0,843111460000.0,806830400000.0,817133800000.0,824550700000.0,808873900000.0,823539140000.0,816048960000.0,850757550000.0,818247760000.0,843650200000.0
2022.0,807033630000.0,817276650000.0,854135600000.0,777414300000.0,826683000000.0,788619800000.0,793830300000.0,805158300000.0,783225300000.0,782493350000.0,790767200000.0,830676500000.0,795259240000.0,841744650000.0
2023.0,793107040000.0,799532600000.0,837373900000.0,754325850000.0,808452550000.0,766539100000.0,755595100000.0,784897340000.0,762920760000.0,755096350000.0,763932300000.0,810320800000.0,775100370000.0,823565900000.0
2024.0,773732960000.0,764274930000.0,819643550000.0,721218960000.0,790934450000.0,751905200000.0,723435600000.0,770902900000.0,747420840000.0,734821100000.0,748429840000.0,795234860000.0,748317640000.0,819060900000.0
2025.0,761058500000.0,727522100000.0,826942100000.0,691375960000.0,772350200000.0,727707160000.0,712531250000.0,752877400000.0,728597270000.0,699033200000.0,752549200000.0,772251300000.0,723562900000.0,827220100000.0
2026.0,742452900000.0,698774800000.0,827142960000.0,638895400000.0,761856660000.0,715434750000.0,680216700000.0,740347700000.0,697185860000.0,678436860000.0,718144340000.0,758736900000.0,697771300000.0,820052100000.0
2027.0,732995850000.0,690910400000.0,806770100000.0,595830500000.0,760692800000.0,699644000000.0,653800640000.0,730906360000.0,680320800000.0,656043500000.0,699641200000.0,731021800000.0,677427600000.0,790865640000.0
2028.0,716624040000.0,666434900000.0,819691700000.0,564754000000.0,751465600000.0,685030800000.0,622157400000.0,696957600000.0,641998650000.0,626349240000.0,677335500000.0,711767300000.0,649819650000.0,781075400000.0
2029.0,689421100000.0,641185500000.0,789668300000.0,533316370000.0,740955300000.0,672125750000.0,595230300000.0,660914400000.0,616062400000.0,594520640000.0,647887900000.0,706909000000.0,617173800000.0,761199200000.0
2030.0,661759500000.0,620881640000.0,795719430000.0,494458470000.0,729729700000.0,644345360000.0,569859240000.0,645090250000.0,579245000000.0,557922450000.0,619052470000.0,678625400000.0,582736600000.0,746194860000.0
2031.0,659465500000.0,591035560000.0,789132350000.0,456356400000.0,701773100000.0,642916000000.0,555164600000.0,607810400000.0,534169320000.0,543378740000.0,595379160000.0,669874450000.0,553154840000.0,736926200000.0
2032.0,664342900000.0,559734650000.0,768335600000.0,408346260000.0,706412900000.0,632453700000.0,533502460000.0,592444100000.0,514364380000.0,526005900000.0,577805300000.0,656207900000.0,516785180000.0,724908970000.0
2033.0,653788200000.0,538376340000.0,757243900000.0,374299130000.0,690271500000.0,616341050000.0,506854150000.0,568286640000.0,498774640000.0,501727330000.0,559620750000.0,637566700000.0,486732800000.0,721358300000.0
2034.0,644594860000.0,532670870000.0,767777300000.0,339088540000.0,688267660000.0,601078960000.0,470901620000.0,519545230000.0,495627470000.0,476456680000.0,550935860000.0,619043550000.0,466749520000.0,694939100000.0
2035.0,629688300000.0,526542930000.0,761058950000.0,309262780000.0,665319000000.0,602415400000.0,442330480000.0,504134930000.0,481669800000.0,444214050000.0,532614550000.0,606770230000.0,450234320000.0,682173500000.0
2036.0,598863450000.0,510718200000.0,763102900000.0,287420680000.0,647321600000.0,593715270000.0,424593500000.0,475445170000.0,466621700000.0,424485780000.0,519712000000.0,586032600000.0,429371820000.0,677192340000.0
2037.0,581637440000.0,498419270000.0,770479950000.0,266446200000.0,624533240000.0,576977800000.0,398128740000.0,448271650000.0,445386820000.0,401374940000.0,502817950000.0,560540160000.0,412937000000.0,656352540000.0
2038.0,561169500000.0,471243520000.0,751489450000.0,250578700000.0,615567700000.0,579179200000.0,381863850000.0,432728470000.0,437582000000.0,383557140000.0,496153460000.0,553116700000.0,390228640000.0,645056760000.0
2039.0,544026600000.0,456195570000.0,759944500000.0,237746200000.0,607380960000.0,568986800000.0,357614750000.0,412216620000.0,413720100000.0,368179280000.0,474742030000.0,539753380000.0,374244280000.0,622201300000.0
2040.0,522940870000.0,431875750000.0,762573200000.0,214945800000.0,598930600000.0,551763000000.0,337232300000.0,386100850000.0,396611320000.0,357650700000.0,447874000000.0,515959460000.0,347981000000.0,603457850000.0
2041.0,497514900000.0,409231200000.0,749323160000.0,197638930000.0,593850140000.0,526109280000.0,306500200000.0,364416960000.0,383598230000.0,341927360000.0,411488200000.0,515504000000.0,330355180000.0,599191260000.0
2042.0,484567970000.0,390063060000.0,718182600000.0,187131020000.0,586225400000.0,503350230000.0,288393000000.0,336294480000.0,359361250000.0,318525500000.0,399507550000.0,505039980000.0,316346660000.0,588410500000.0
2043.0,465784400000.0,370554500000.0,704700150000.0,172795610000.0,572872700000.0,484137000000.0,272896330000.0,315941060000.0,346355040000.0,303451140000.0,397622080000.0,476824340000.0,302211700000.0,567922600000.0
2044.0,447984930000.0,348664900000.0,689282150000.0,161616250000.0,558164600000.0,463180040000.0,256335640000.0,292101200000.0,327424900000.0,292051800000.0,391744160000.0,467687370000.0,280874220000.0,544291100000.0
2045.0,435653970000.0,327352550000.0,668605200000.0,149675670000.0,537618380000.0,447745500000.0,237934850000.0,270682880000.0,304796270000.0,274616900000.0,373099500000.0,449240040000.0,261226230000.0,516347700000.0
2046.0,413636030000.0,310645720000.0,634341900000.0,137806270000.0,529106800000.0,434783680000.0,226087140000.0,253723530000.0,287479560000.0,259084960000.0,355540700000.0,439474300000.0,245557430000.0,508143100000.0
2047.0,399241150000.0,300938760000.0,615319340000.0,123698210000.0,515437630000.0,415269300000.0,207790880000.0,235796560000.0,276406270000.0,246085270000.0,331762700000.0,420727130000.0,235676100000.0,500386700000.0
2048.0,387579400000.0,285524130000.0,615972140000.0,114787295000.0,502223140000.0,409203970000.0,191520210000.0,216353980000.0,263276220000.0,233896070000.0,308992100000.0,409649400000.0,216454040000.0,484167970000.0
2049.0,377895780000.0,270319650000.0,615532270000.0,104999260000.0,478240370000.0,396644350000.0,171928420000.0,194743650000.0,252047070000.0,214005890000.0,304808920000.0,409074430000.0,204285360000.0,470911650000.0
2050.0,358895680000.0,256299520000.0,607470900000.0,96665485000.0,462971860000.0,380166730000.0,162010580000.0,183084170000.0,231823670000.0,198053400000.0,288396570000.0,393443600000.0,195325660000.0,456672020000.0
2051.0,331020000000.0,247617220000.0,570748760000.0,90301530000.0,450271280000.0,362631140000.0,151477550000.0,172400900000.0,218516960000.0,191149030000.0,276243940000.0,378688500000.0,183273180000.0,447715570000.0
2052.0,318517200000.0,245651130000.0,586437700000.0,82338060000.0,442007200000.0,360477620000.0,133646990000.0,161381200000.0,202881650000.0,183933040000.0,259223130000.0,366675850000.0,170116780000.0,439235870000.0
2053.0,314025250000.0,229455070000.0,593863700000.0,76830710000.0,433518100000.0,340144980000.0,118782570000.0,146753800000.0,197360390000.0,176871310000.0,238378910000.0,357692670000.0,159598740000.0,427611400000.0
2054.0,301006030000.0,220346860000.0,599362400000.0,67636707000.0,421576670000.0,330466920000.0,111783720000.0,133719910000.0,179680380000.0,160267780000.0,233878780000.0,359457100000.0,149979090000.0,411111620000.0
2055.0,292731300000.0,212160050000.0,591523550000.0,59444740000.0,402561660000.0,323529800000.0,102861234000.0,123174710000.0,167893880000.0,148901050000.0,223692210000.0,351003600000.0,136834290000.0,404809880000.0
2056.0,279452400000.0,192233590000.0,580250500000.0,51318723000.0,384156630000.0,305957770000.0,91366320000.0,109890760000.0,153237880000.0,140789650000.0,221751530000.0,341510980000.0,125154400000.0,389938100000.0
2057.0,265870480000.0,179847820000.0,572120370000.0,46533915000.0,371431900000.0,290661760000.0,79948330000.0,102848130000.0,141542100000.0,128990290000.0,207874600000.0,327516620000.0,111396930000.0,374994530000.0
2058.0,251631780000.0,167370440000.0,546769080000.0,41319797000.0,353801630000.0,279497870000.0,70717220000.0,92200320000.0,129072770000.0,119082870000.0,194827320000.0,326328880000.0,100909410000.0,358644450000.0
2059.0,244903250000.0,160362090000.0,527730380000.0,38722085000.0,338577720000.0,263089320000.0,62236406000.0,79269994000.0,121275490000.0,111441805000.0,187179840000.0,299763530000.0,92512390000.0,354845700000.0
2060.0,238698640000.0,148114770000.0,529334860000.0,33335624000.0,328306900000.0,253396660000.0,52099408000.0,66976494000.0,110235525000.0,101475540000.0,173115900000.0,284335100000.0,83914620000.0,338124730000.0
2061.0,228516180000.0,139475080000.0,540872250000.0,29037992000.0,316690860000.0,243210750000.0,43492835000.0,58142400000.0,101003710000.0,89989270000.0,163514060000.0,269626000000.0,75145270000.0,322851100000.0
2062.0,219640330000.0,135067240000.0,547183600000.0,25538050000.0,300145300000.0,236616370000.0,37218607000.0,52613590000.0,91716670000.0,84915600000.0,154140080000.0,259284680000.0,66130540000.0,308373320000.0
2063.0,205498680000.0,126470420000.0,537787800000.0,22513455000.0,292877170000.0,223502200000.0,30980410000.0,48667130000.0,84664120000.0,76128430000.0,142055110000.0,244149580000.0,59816660000.0,299053880000.0
2064.0,191890340000.0,118901120000.0,550790560000.0,19349402000.0,279553000000.0,213859570000.0,23981870000.0,45891256000.0,76372206000.0,68808490000.0,135544190000.0,232265860000.0,53498790000.0,287327700000.0
2065.0,183912920000.0,115239264000.0,530913720000.0,16784534000.0,268120720000.0,204211720000.0,18949353000.0,40937435000.0,67700760000.0,60533654000.0,130336055000.0,213311360000.0,48149410000.0,277766730000.0
2066.0,178399380000.0,108134820000.0,511427000000.0,15903570000.0,246884340000.0,195917460000.0,15642270000.0,35354935000.0,60813804000.0,52812415000.0,124183960000.0,198220640000.0,42384600000.0,267663260000.0
2067.0,165296160000.0,101834860000.0,499790970000.0,13358003000.0,240521890000.0,183409520000.0,12339183000.0,30215400000.0,52134860000.0,47515312000.0,115712910000.0,188313680000.0,35834160000.0,256784960000.0
2068.0,156181320000.0,93211350000.0,491462030000.0,11099879000.0,232879720000.0,170884020000.0,10070662000.0,24523192000.0,45650473000.0,41784357000.0,103515290000.0,175149860000.0,32534140000.0,249390100000.0
2069.0,149654880000.0,89075340000.0,484932580000.0,9017667000.0,224863130000.0,159150050000.0,7786140700.0,21342835000.0,39236510000.0,37519150000.0,97239900000.0,161256690000.0,28710984000.0,240069800000.0
2070.0,137908140000.0,87645690000.0,449172800000.0,7589080000.0,209018590000.0,151519180000.0,5595683000.0,17886685000.0,33796145000.0,33701306000.0,88948335000.0,152834030000.0,24438757000.0,227981360000.0
2071.0,131311220000.0,79210210000.0,442212120000.0,6328477700.0,195666070000.0,146117150000.0,3971770400.0,14941681000.0,29144857000.0,28791700000.0,80492010000.0,141578080000.0,20280148000.0,211441000000.0
2072.0,125564070000.0,72660660000.0,434395500000.0,5309105000.0,185807200000.0,134866630000.0,2997020200.0,12267387000.0,25592484000.0,24169994000.0,70843800000.0,134306520000.0,17072769000.0,209218520000.0
2073.0,116703896000.0,66421035000.0,423339430000.0,4872961500.0,175326940000.0,128532410000.0,2389562600.0,10645420000.0,21994248000.0,20421237000.0,63116763000.0,122850240000.0,13986435000.0,201908730000.0
2074.0,109629710000.0,61222638000.0,411788400000.0,4388303000.0,166325300000.0,122967500000.0,1938258800.0,8855852000.0,19728683000.0,16544859000.0,56563438000.0,111369140000.0,11753717000.0,196173040000.0
2075.0,99628380000.0,55963754000.0,398740620000.0,3959157000.0,155944300000.0,115012540000.0,1704537600.0,6803555000.0,16430468000.0,13160966000.0,50923940000.0,101593320000.0,9918123000.0,186118550000.0
2076.0,92581840000.0,50023870000.0,389968270000.0,3617008600.0,149039150000.0,108993000000.0,1554412200.0,5319246300.0,14210686000.0,11011064000.0,43682160000.0,94836646000.0,8114515000.0,178275480000.0
2077.0,88408510000.0,47126740000.0,391375780000.0,3359554300.0,136570585000.0,103327230000.0,1353172900.0,4562123300.0,12262177000.0,8806281000.0,40419475000.0,88623020000.0,6713857000.0,173906580000.0
2078.0,85979310000.0,44613870000.0,375122950000.0,3039390200.0,129466835000.0,96017056000.0,1277541900.0,3951440400.0,10496341000.0,7370055700.0,35592675000.0,79816240000.0,5782626300.0,167419940000.0
2079.0,82238330000.0,41973297000.0,359433240000.0,2599467800.0,120703060000.0,88908920000.0,1165615900.0,3497371000.0,9126153000.0,6010355700.0,31670847000.0,73631190000.0,4996530000.0,159126080000.0
2080.0,72124510000.0,38673970000.0,346616460000.0,2306297900.0,114507780000.0,83539900000.0,1055670460.0,3219252700.0,7919970000.0,5306479600.0,28382781000.0,64100004000.0,4232411400.0,153603570000.0
2081.0,64397357000.0,35316826000.0,337399480000.0,2143518800.0,107922810000.0,78446880000.0,951586000.0,2927976200.0,6556139500.0,4504547300.0,26662623000.0,57815060000.0,3766269400.0,145487450000.0
2082.0,58578436000.0,32623436000.0,324580500000.0,1939397400.0,99349316000.0,70264530000.0,863184000.0,2610156000.0,5642236000.0,4102911000.0,22913110000.0,52065812000.0,3249260300.0,141131140000.0
2083.0,54908834000.0,31364323000.0,319034030000.0,1867239200.0,90546580000.0,64916623000.0,812387300.0,2377267700.0,5070216000.0,3615623400.0,18764591000.0,46743060000.0,2760233700.0,132151610000.0
2084.0,52008755000.0,27790799000.0,319077120000.0,1794431000.0,84509580000.0,57570673000.0,748927800.0,2163219200.0,4617591000.0,3318293200.0,16661197000.0,42367525000.0,2319234300.0,126690116000.0
2085.0,49666710000.0,26067524000.0,321454180000.0,1701256800.0,77504080000.0,50725097000.0,698392800.0,1949186000.0,4005843700.0,2936312600.0,15444551000.0,37729583000.0,2047525900.0,121335250000.0
2086.0,44828710000.0,24864740000.0,327857670000.0,1589649400.0,73271350000.0,46292960000.0,650991200.0,1775831200.0,3622052400.0,2705059000.0,13170630000.0,33398252000.0,1818927500.0,114466510000.0
2087.0,39795716000.0,23801528000.0,315225440000.0,1460775300.0,68677767000.0,42789170000.0,607490940.0,1590152800.0,3069934800.0,2426856700.0,10512307000.0,29165816000.0,1688614300.0,107007780000.0
2088.0,36416934000.0,21733083000.0,303084080000.0,1356630900.0,62819800000.0,38813532000.0,546964700.0,1507140200.0,2608323300.0,2297516000.0,9280553000.0,25766967000.0,1554035100.0,101225280000.0
2089.0,33947382000.0,20100411000.0,296094470000.0,1340130400.0,56624943000.0,34501886000.0,503275780.0,1458031500.0,2248949800.0,2144511000.0,8477076000.0,22641471000.0,1421619200.0,96729104000.0
2090.0,30030143000.0,19360050000.0,284106330000.0,1358065300.0,50440266000.0,32221856000.0,470289900.0,1348380700.0,1941808500.0,2107330300.0,7294623000.0,20387539000.0,1321533400.0,90723910000.0
2091.0,27285120000.0,18332381000.0,280588780000.0,1209697400.0,45730513000.0,29318820000.0,418803650.0,1251767200.0,1707529500.0,1969695000.0,5889575400.0,18320968000.0,1206484000.0,86349550000.0
2092.0,25122445000.0,17659531000.0,276167160000.0,1170859900.0,40951407000.0,26350459000.0,392402620.0,1223686500.0,1560912800.0,1809002500.0,5354128000.0,16802120000.0,1049730000.0,81357610000.0
2093.0,23509883000.0,16423910000.0,269907510000.0,1118666100.0,36241207000.0,23894920000.0,356399230.0,1202040300.0,1434071800.0,1654411100.0,5010881000.0,15120126000.0,943943600.0,74500290000.0
2094.0,20860735000.0,15049290000.0,246269850000.0,1095737600.0,32570819000.0,21826690000.0,337639300.0,1124171000.0,1321987500.0,1548640800.0,4384172000.0,12903272000.0,898309400.0,70965410000.0
2095.0,18369538000.0,13698429000.0,243987900000.0,1066050400.0,29352042000.0,20714187000.0,326596320.0,1084638500.0,1211890000.0,1414167600.0,3708245500.0,11393132000.0,885543360.0,67456720000.0
2096.0,16984945000.0,12982168000.0,236067520000.0,1017645400.0,27257285000.0,18289830000.0,305656130.0,1001853950.0,1089150500.0,1362524500.0,3314134500.0,9174034000.0,849025860.0,63455710000.0
2097.0,15511070000.0,12053993000.0,236361190000.0,926583900.0,24769014000.0,16447111000.0,277800160.0,973711400.0,994192400.0,1285586800.0,2966734300.0,7974176000.0,793938370.0,60535080000.0
2098.0,13776872000.0,10960124000.0,223377500000.0,890638900.0,22682978000.0,15378557000.0,263016180.0,970978000.0,908323500.0,1199912700.0,2872861200.0,6426092000.0,782221700.0,58981073000.0
2099.0,12379863000.0,10806205000.0,221383160000.0,816272100.0,21049561000.0,13489504000.0,250695940.0,926012200.0,852837760.0,1193797500.0,2686110500.0,5398266400.0,771666200.0,55993807000.0
2100.0,11417811000.0,9758711000.0,219261550000.0,789475600.0,19646523000.0,11578315000.0,243771220.0,886542100.0,797671600.0,1123203800.0,2520647000.0,4525003300.0,728054300.0,52284797000.0
