time,CCSM4,CSIRO-MK3-6-0,MPI-ESM-LR,CNRM-CM5,CANESM2,GISS-E2-R,GFDL-CM3,CESM1-CAM5,NORESM1-M,GFDL-ESM2G,IPSL-CM5A-LR
2024.0,252790200000.0,255668680000.0,249345440000.0,249336740000.0,249367220000.0,249604420000.0,240466890000.0,243448840000.0,250937820000.0,251250440000.0,251113600000.0
2025.0,253071970000.0,254962380000.0,247105700000.0,245249820000.0,244448180000.0,247925980000.0,237160990000.0,240744550000.0,249473550000.0,249638130000.0,248416850000.0
2026.0,250273040000.0,250637660000.0,247324030000.0,241864310000.0,242126670000.0,246491450000.0,232985050000.0,237840710000.0,247970630000.0,247633050000.0,244397820000.0
2027.0,247538680000.0,248445880000.0,243521290000.0,242979860000.0,237695750000.0,242399870000.0,226684200000.0,231161920000.0,247245640000.0,244900710000.0,238946800000.0
2028.0,244812320000.0,245453850000.0,241913720000.0,240561270000.0,233479550000.0,238698480000.0,218868250000.0,231876170000.0,243899070000.0,244818030000.0,238111030000.0
2029.0,242896720000.0,242473320000.0,237990400000.0,235510900000.0,229279510000.0,234878940000.0,214482530000.0,227235230000.0,241771890000.0,242163900000.0,232845180000.0
2030.0,236131100000.0,239355560000.0,236211100000.0,233436820000.0,227600580000.0,232618430000.0,210699300000.0,223305780000.0,238067070000.0,239479820000.0,228225090000.0
2031.0,233891820000.0,236888060000.0,235023800000.0,231402290000.0,227773920000.0,227624810000.0,203567630000.0,219039000000.0,235558130000.0,236315230000.0,221195860000.0
2032.0,230327860000.0,235160730000.0,232642170000.0,225168500000.0,223940250000.0,223642600000.0,198843090000.0,214199500000.0,233008430000.0,234308320000.0,215390810000.0
2033.0,229126590000.0,231059770000.0,229530290000.0,223093540000.0,220064150000.0,219815250000.0,193784510000.0,212502820000.0,229237920000.0,229876550000.0,210988340000.0
2034.0,227879520000.0,228871340000.0,227214660000.0,222675080000.0,217017830000.0,216273320000.0,191407370000.0,206467170000.0,228135440000.0,226401090000.0,208306900000.0
2035.0,223972410000.0,225580940000.0,224082700000.0,220202350000.0,213565240000.0,212355040000.0,186836960000.0,202156490000.0,223728160000.0,223786350000.0,204663030000.0
2036.0,220746900000.0,222148740000.0,219951420000.0,215594070000.0,211320240000.0,209217960000.0,182839660000.0,197782290000.0,220595700000.0,219799570000.0,199955220000.0
2037.0,219431420000.0,218478820000.0,216149100000.0,215016880000.0,209186470000.0,205392020000.0,178723450000.0,195481830000.0,217642070000.0,219198180000.0,196386750000.0
2038.0,214724600000.0,215447760000.0,213831430000.0,211772950000.0,204312840000.0,200730300000.0,174272350000.0,192646730000.0,213772910000.0,216611360000.0,189866540000.0
2039.0,210783370000.0,210525880000.0,210767700000.0,208418490000.0,200123250000.0,197236560000.0,170300400000.0,188570550000.0,208395190000.0,212195160000.0,186139890000.0
2040.0,209968410000.0,207735670000.0,206346940000.0,205420150000.0,196285400000.0,193004570000.0,166072910000.0,182929560000.0,203048630000.0,207770090000.0,180128280000.0
2041.0,208514610000.0,205540770000.0,202145300000.0,202316300000.0,189990290000.0,185107870000.0,163100160000.0,179852700000.0,201095070000.0,205165250000.0,173889700000.0
2042.0,207447740000.0,202248490000.0,197168320000.0,200431700000.0,186675230000.0,180743130000.0,156765850000.0,175276900000.0,199391170000.0,202807210000.0,171894730000.0
2043.0,201692230000.0,197121950000.0,192740640000.0,197515820000.0,183947980000.0,176592570000.0,152572080000.0,170180310000.0,195502690000.0,197727730000.0,167718850000.0
2044.0,199061140000.0,192776910000.0,190582330000.0,194704340000.0,180172570000.0,172644320000.0,147780440000.0,166176440000.0,191280840000.0,192402370000.0,164739350000.0
2045.0,196094690000.0,188839540000.0,186748220000.0,193763250000.0,176725490000.0,169903880000.0,144194780000.0,161626240000.0,189317870000.0,188388160000.0,160981780000.0
2046.0,194549150000.0,186137840000.0,181294040000.0,190320380000.0,171801890000.0,166539530000.0,139374970000.0,156640840000.0,186047410000.0,183999090000.0,156287610000.0
2047.0,190076800000.0,182618650000.0,177361760000.0,183796530000.0,167249050000.0,161135410000.0,137029470000.0,153998820000.0,185372620000.0,180756800000.0,152202250000.0
2048.0,186410370000.0,182110580000.0,173993300000.0,178549100000.0,162194440000.0,157761160000.0,135149280000.0,148623590000.0,183358420000.0,176094300000.0,148549000000.0
2049.0,182868950000.0,177309140000.0,170811380000.0,174326370000.0,157224710000.0,154877400000.0,131357030000.0,145167760000.0,180385250000.0,172106890000.0,144222600000.0
2050.0,181706490000.0,175587570000.0,167373490000.0,171032200000.0,152607200000.0,150489650000.0,130040594000.0,143502490000.0,176653910000.0,169509520000.0,138812300000.0
2051.0,178051100000.0,173598590000.0,165753830000.0,169126790000.0,149061760000.0,148583430000.0,128674950000.0,137059746000.0,173227700000.0,165033670000.0,134881940000.0
2052.0,172702970000.0,170972940000.0,162148910000.0,166948910000.0,143725560000.0,145745230000.0,126797250000.0,132429410000.0,172661130000.0,161671450000.0,130884360000.0
2053.0,169813600000.0,169667480000.0,158499680000.0,164743100000.0,138120680000.0,143693150000.0,125808026000.0,126399455000.0,169583210000.0,158506290000.0,127853175000.0
2054.0,166066180000.0,168991980000.0,156616720000.0,160986810000.0,134348170000.0,141332660000.0,123143750000.0,121410180000.0,166927940000.0,152358340000.0,124777456000.0
2055.0,160787510000.0,168801160000.0,153492520000.0,157307680000.0,131020390000.0,137842690000.0,119283200000.0,115764986000.0,163796930000.0,149145650000.0,122533814000.0
2056.0,157750380000.0,168613360000.0,151452780000.0,154029570000.0,127213800000.0,135780340000.0,115265720000.0,112499480000.0,161958560000.0,147918900000.0,117966580000.0
2057.0,156700900000.0,166412400000.0,148827110000.0,149672080000.0,124006490000.0,131846600000.0,111846650000.0,108820690000.0,159979340000.0,145109700000.0,115363910000.0
2058.0,152414810000.0,164607300000.0,147246960000.0,147706870000.0,119121370000.0,129718990000.0,108192810000.0,106028260000.0,156955460000.0,142848930000.0,111609700000.0
2059.0,148217040000.0,163025580000.0,144140390000.0,143789850000.0,116927300000.0,126518575000.0,105638200000.0,103154250000.0,154027720000.0,139117170000.0,109234590000.0
2060.0,144366980000.0,159735760000.0,142086750000.0,142998520000.0,111802320000.0,124593100000.0,103924120000.0,100080320000.0,152811950000.0,137506200000.0,105982630000.0
2061.0,140103840000.0,156151510000.0,140022450000.0,139489770000.0,109745010000.0,121290900000.0,102745690000.0,96528450000.0,150742660000.0,135819090000.0,104292770000.0
2062.0,137960670000.0,155910180000.0,139213050000.0,137347690000.0,106632660000.0,117710370000.0,99918130000.0,92765560000.0,148690120000.0,134156780000.0,100666380000.0
2063.0,134230410000.0,153998150000.0,137731980000.0,134870970000.0,103754650000.0,114899070000.0,96336960000.0,89999540000.0,146850820000.0,131121775000.0,97333040000.0
2064.0,132632216000.0,152403870000.0,135800970000.0,132385580000.0,100802230000.0,112698010000.0,93003465000.0,87566320000.0,144582360000.0,128167985000.0,95137010000.0
2065.0,129951050000.0,151904630000.0,134238620000.0,131262100000.0,97174120000.0,110261130000.0,89928350000.0,86225070000.0,144234330000.0,125060040000.0,92937270000.0
2066.0,125419960000.0,151348630000.0,132741750000.0,129585540000.0,93799326000.0,107714210000.0,87240220000.0,83851985000.0,142074760000.0,122313870000.0,88919925000.0
2067.0,122385480000.0,148465290000.0,131649470000.0,128361020000.0,91390430000.0,106182830000.0,84470505000.0,81774770000.0,139669100000.0,118806670000.0,85240040000.0
2068.0,119810190000.0,146124130000.0,128549750000.0,126740190000.0,88981120000.0,103136830000.0,80455970000.0,79181330000.0,134422610000.0,115431710000.0,82522100000.0
2069.0,117058994000.0,145073850000.0,125789130000.0,124230060000.0,86321996000.0,101497660000.0,77480670000.0,78069770000.0,133628160000.0,112612360000.0,79791080000.0
2070.0,114625675000.0,144692500000.0,122407070000.0,121580020000.0,84561764000.0,99522000000.0,75072110000.0,75556290000.0,130114260000.0,111552774000.0,77450945000.0
2071.0,110717700000.0,145206150000.0,118597665000.0,119905804000.0,82526020000.0,97942720000.0,72124910000.0,73104200000.0,127072846000.0,109280850000.0,74008240000.0
2072.0,108637856000.0,143760360000.0,116101630000.0,117267960000.0,79598490000.0,95784240000.0,69548310000.0,71662140000.0,125199065000.0,106836800000.0,71897950000.0
2073.0,105905316000.0,142413100000.0,112540090000.0,113417070000.0,78128456000.0,93811460000.0,67161047000.0,70371740000.0,123559880000.0,105383920000.0,69436870000.0
2074.0,103066400000.0,141992770000.0,112293085000.0,110431200000.0,76165350000.0,91922820000.0,65118265000.0,69194740000.0,122569590000.0,103178210000.0,67348100000.0
2075.0,101228904000.0,141147830000.0,110806730000.0,107149930000.0,73223970000.0,89219830000.0,63063986000.0,66317660000.0,118636940000.0,99912010000.0,65103622000.0
2076.0,98178380000.0,139751850000.0,109401190000.0,103722025000.0,73291930000.0,87723620000.0,61217220000.0,63831670000.0,115234620000.0,97748150000.0,63402746000.0
2077.0,96578740000.0,139664130000.0,107281800000.0,102259470000.0,70041730000.0,86250540000.0,59276906000.0,61954507000.0,112700890000.0,96564060000.0,60985130000.0
2078.0,94233350000.0,140168430000.0,105001300000.0,99552130000.0,67775620000.0,84220020000.0,57950590000.0,58912002000.0,110399726000.0,94998750000.0,59290230000.0
2079.0,92840370000.0,140319380000.0,102462325000.0,96006770000.0,65142338000.0,83403640000.0,56022800000.0,57074530000.0,108129810000.0,93335920000.0,56812675000.0
2080.0,90811170000.0,140035780000.0,100043980000.0,92707670000.0,63566295000.0,82050195000.0,53431816000.0,54999550000.0,105476140000.0,92433860000.0,54640366000.0
2081.0,89209540000.0,138302320000.0,99753300000.0,90359990000.0,62283837000.0,81616224000.0,50746380000.0,52878676000.0,103749410000.0,89979140000.0,52603994000.0
2082.0,87250620000.0,138712190000.0,98400770000.0,89085390000.0,60392387000.0,79254950000.0,49085240000.0,50894823000.0,102638790000.0,87936640000.0,51431793000.0
2083.0,85079745000.0,138059870000.0,96665360000.0,87423310000.0,59359425000.0,77925180000.0,47179477000.0,48655098000.0,99825920000.0,86660110000.0,50273235000.0
2084.0,82234800000.0,137506390000.0,94769900000.0,85614756000.0,58492240000.0,75876745000.0,45357250000.0,46707860000.0,97860540000.0,83595900000.0,48092360000.0
2085.0,80784876000.0,136868364000.0,92621920000.0,85691960000.0,56922395000.0,75688894000.0,43749523000.0,45284786000.0,95925230000.0,82722390000.0,46824010000.0
2086.0,79890014000.0,136622375000.0,91647720000.0,82369585000.0,55435846000.0,74083820000.0,41838998000.0,43022594000.0,95570910000.0,80825156000.0,45436240000.0
2087.0,78478410000.0,135480240000.0,88830075000.0,81677870000.0,53908440000.0,72108196000.0,39917064000.0,40911320000.0,93936700000.0,78967300000.0,44149550000.0
2088.0,76561970000.0,134985850000.0,85230990000.0,80202580000.0,51443515000.0,70863040000.0,38236434000.0,39310627000.0,93091906000.0,78162720000.0,42900550000.0
2089.0,74437120000.0,131058730000.0,83929550000.0,78989290000.0,49460142000.0,69452160000.0,36603474000.0,38645640000.0,90640245000.0,76652585000.0,41336627000.0
2090.0,72456800000.0,130140406000.0,81088570000.0,77391080000.0,47695024000.0,67081680000.0,34768520000.0,37085073000.0,89909110000.0,74285560000.0,40225784000.0
2091.0,70756750000.0,129081070000.0,80119370000.0,75263190000.0,46211530000.0,66578220000.0,33279574000.0,35261325000.0,87408370000.0,72583870000.0,38484170000.0
2092.0,70142810000.0,126959280000.0,78381420000.0,72836960000.0,44234220000.0,64965820000.0,31651301000.0,34006809000.0,85084815000.0,71478665000.0,36940800000.0
2093.0,68763310000.0,125442890000.0,78068580000.0,71443330000.0,42755826000.0,63295365000.0,30524678000.0,32026882000.0,83020960000.0,70219080000.0,35313242000.0
2094.0,67482415000.0,124705400000.0,76466280000.0,70057690000.0,40940350000.0,61805478000.0,28759583000.0,29969740000.0,81559710000.0,69322880000.0,33428994000.0
2095.0,65359810000.0,123363970000.0,76023865000.0,69181910000.0,39312810000.0,60123234000.0,26743577000.0,29078518000.0,80439210000.0,67609240000.0,32371202000.0
2096.0,64076698000.0,121017030000.0,75163460000.0,69527340000.0,37614772000.0,58668855000.0,25317010000.0,28056828000.0,79343230000.0,66543560000.0,31326472000.0
2097.0,62967042000.0,120360620000.0,73356070000.0,67911774000.0,36817523000.0,57459606000.0,23873840000.0,26522100000.0,76844890000.0,64792465000.0,30227194000.0
2098.0,62618400000.0,117832294000.0,72391950000.0,65872850000.0,35614405000.0,55702620000.0,22796670000.0,25606617000.0,75792260000.0,63745876000.0,28312185000.0
2099.0,60982810000.0,118728810000.0,70452550000.0,63869305000.0,33614385000.0,54132740000.0,21498860000.0,24312723000.0,73907250000.0,62719947000.0,26702148000.0
2100.0,58956243000.0,118442540000.0,69668950000.0,62709342000.0,32603679000.0,51969450000.0,20600183000.0,23381484000.0,72280670000.0,60852486000.0,25150040000.0
