time,CNRM-CM6-1,CNRM-ESM2-1,GFDL-ESM4,UKESM1-0-LL,EC-EARTH3,MPI-ESM1-2-HR,IPSL-CM6A-LR,CANESM5,CESM2-WACCM,MRI-ESM2-0,MIROC6,TAIESM1,KACE-1-0-G
2013.0,14854324000000.0,14854324000000.0,14854324000000.0,14854324000000.0,14854324000000.0,14854324000000.0,14854324000000.0,14854324000000.0,14854324000000.0,14854324000000.0,14854324000000.0,14854324000000.0,14854324000000.0
2014.0,14841412000000.0,14841412000000.0,14841412000000.0,14841412000000.0,14841412000000.0,14841412000000.0,14841412000000.0,14841412000000.0,14841412000000.0,14841412000000.0,14841412000000.0,14841412000000.0,14841412000000.0
2015.0,14807616000000.0,14807616000000.0,14807616000000.0,14807616000000.0,14807616000000.0,14807616000000.0,14807616000000.0,14807616000000.0,14807616000000.0,14807616000000.0,14807616000000.0,14807616000000.0,14807616000000.0
2016.0,14819437000000.0,14819437000000.0,14819437000000.0,14819437000000.0,14819437000000.0,14819437000000.0,14819437000000.0,14819437000000.0,14819437000000.0,14819437000000.0,14819437000000.0,14819437000000.0,14819437000000.0
2017.0,14785872000000.0,14785872000000.0,14785872000000.0,14785872000000.0,14785872000000.0,14785872000000.0,14785872000000.0,14785872000000.0,14785872000000.0,14785872000000.0,14785872000000.0,14785872000000.0,14785872000000.0
2018.0,14770776000000.0,14770776000000.0,14770776000000.0,14770776000000.0,14770776000000.0,14770776000000.0,14770776000000.0,14770776000000.0,14770776000000.0,14770776000000.0,14770776000000.0,14770776000000.0,14770776000000.0
2019.0,14807179000000.0,14807179000000.0,14807179000000.0,14807179000000.0,14807179000000.0,14807179000000.0,14807179000000.0,14807179000000.0,14807179000000.0,14807179000000.0,14807179000000.0,14807179000000.0,14807179000000.0
2020.0,14720674000000.0,14720674000000.0,14720674000000.0,14720674000000.0,14720674000000.0,14720674000000.0,14720674000000.0,14720674000000.0,14720674000000.0,14720674000000.0,14720674000000.0,14720674000000.0,14720674000000.0
2021.0,14689392000000.0,14587192000000.0,14678292000000.0,14687002000000.0,14579435000000.0,14663128000000.0,14646002000000.0,14608248000000.0,14657200000000.0,14521333000000.0,14655289000000.0,14616042000000.0,14671668000000.0
2022.0,14605539000000.0,14417572000000.0,14619432000000.0,14589315000000.0,14474958000000.0,14615619000000.0,14628757000000.0,14492543000000.0,14620705000000.0,14394209000000.0,14599809000000.0,14500491000000.0,14607683000000.0
2023.0,14546298000000.0,14340468000000.0,14536690000000.0,14499967000000.0,14322293000000.0,14532343000000.0,14617910000000.0,14338448000000.0,14558987000000.0,14288971000000.0,14527113000000.0,14407468000000.0,14572828000000.0
2024.0,14506514000000.0,14194498000000.0,14492390000000.0,14330090000000.0,14137396000000.0,14476382000000.0,14585892000000.0,14224258000000.0,14440789000000.0,14257963000000.0,14451122000000.0,14304353000000.0,14465431000000.0
2025.0,14428597000000.0,14128945000000.0,14415784000000.0,14188700000000.0,13978552000000.0,14440221000000.0,14518073000000.0,14115017000000.0,14352668000000.0,14260009000000.0,14359921000000.0,14204960000000.0,14391611000000.0
2026.0,14336547000000.0,14008848000000.0,14361687000000.0,14083187000000.0,13798784000000.0,14369843000000.0,14497136000000.0,14001150000000.0,14305856000000.0,14177773000000.0,14279687000000.0,14048853000000.0,14375447000000.0
2027.0,14254995000000.0,13949842000000.0,14271019000000.0,13976309000000.0,13623423000000.0,14372420000000.0,14465511000000.0,13866429000000.0,14275123000000.0,14081634000000.0,14202408000000.0,13876057000000.0,14241178000000.0
2028.0,14189804000000.0,13798655000000.0,14189904000000.0,13878650000000.0,13464139000000.0,14279707000000.0,14378463000000.0,13725964000000.0,14197726000000.0,13971088000000.0,14068977000000.0,13741073000000.0,14130731000000.0
2029.0,14113556000000.0,13726181000000.0,14180369000000.0,13721885000000.0,13246830000000.0,14154501000000.0,14342756000000.0,13524731000000.0,14180495000000.0,13857385000000.0,14016403000000.0,13650644000000.0,14023038000000.0
2030.0,14061429000000.0,13566317000000.0,14132088000000.0,13638861000000.0,13041485000000.0,14134095000000.0,14289120000000.0,13389657000000.0,14143502000000.0,13764262000000.0,13953656000000.0,13547000000000.0,13893593000000.0
2031.0,14022981000000.0,13468543000000.0,14037727000000.0,13481168000000.0,12847006000000.0,14061926000000.0,14223990000000.0,13226097000000.0,14028769000000.0,13662378000000.0,13954423000000.0,13438232000000.0,13811624000000.0
2032.0,13950401000000.0,13376033000000.0,13947373000000.0,13325047000000.0,12651341000000.0,14015932000000.0,14163769000000.0,13027519000000.0,13946656000000.0,13598651000000.0,13889009000000.0,13317226000000.0,13755062000000.0
2033.0,13887586000000.0,13282607000000.0,13884290000000.0,13171154000000.0,12556128000000.0,13937156000000.0,14093772000000.0,12839305000000.0,13862606000000.0,13527362000000.0,13816953000000.0,13172827000000.0,13648333000000.0
2034.0,13848037000000.0,13192423000000.0,13795751000000.0,13026075000000.0,12387014000000.0,13923103000000.0,14031746000000.0,12697688000000.0,13712713000000.0,13471314000000.0,13733090000000.0,13030354000000.0,13544041000000.0
2035.0,13791631000000.0,13093267000000.0,13709549000000.0,12855899000000.0,12215623000000.0,13836908000000.0,13992075000000.0,12476538000000.0,13666273000000.0,13380456000000.0,13654683000000.0,12896727000000.0,13398592000000.0
2036.0,13738994000000.0,13007503000000.0,13648826000000.0,12669555000000.0,12047823000000.0,13766560000000.0,13918859000000.0,12381492000000.0,13552688000000.0,13266696000000.0,13566484000000.0,12800614000000.0,13251017000000.0
2037.0,13619804000000.0,12949791000000.0,13585791000000.0,12508605000000.0,11879313000000.0,13691718000000.0,13868699000000.0,12221043000000.0,13474102000000.0,13086202000000.0,13511827000000.0,12637807000000.0,13166924000000.0
2038.0,13559715000000.0,12829153000000.0,13487765000000.0,12360752000000.0,11771998000000.0,13608652000000.0,13797334000000.0,12046499000000.0,13426652000000.0,13049240000000.0,13493247000000.0,12463164000000.0,13095004000000.0
2039.0,13517482000000.0,12750919000000.0,13387647000000.0,12142449000000.0,11573610000000.0,13517665000000.0,13763584000000.0,11890211000000.0,13339457000000.0,13002071000000.0,13448293000000.0,12319427000000.0,12928341000000.0
2040.0,13430878000000.0,12617664000000.0,13320701000000.0,11979126000000.0,11342790000000.0,13453429000000.0,13695513000000.0,11734328000000.0,13288272000000.0,12890680000000.0,13341808000000.0,12153220000000.0,12836240000000.0
2041.0,13406899000000.0,12616125000000.0,13232913000000.0,11828224000000.0,11151654000000.0,13407569000000.0,13561844000000.0,11608875000000.0,13175852000000.0,12865641000000.0,13253877000000.0,12009950000000.0,12760068000000.0
2042.0,13324319000000.0,12508265000000.0,13162819000000.0,11628624000000.0,11029084000000.0,13352269000000.0,13475692000000.0,11483850000000.0,13023228000000.0,12836765000000.0,13139410000000.0,11833461000000.0,12616431000000.0
2043.0,13268189000000.0,12439488000000.0,13127764000000.0,11426131000000.0,10802058000000.0,13288300000000.0,13395541000000.0,11343837000000.0,12877740000000.0,12728048000000.0,13060964000000.0,11688998000000.0,12540561000000.0
2044.0,13255574000000.0,12351174000000.0,13066152000000.0,11269395000000.0,10610400000000.0,13224579000000.0,13304019000000.0,11236871000000.0,12806981000000.0,12572443000000.0,12975373000000.0,11490948000000.0,12470568000000.0
2045.0,13168359000000.0,12224323000000.0,13014695000000.0,11108798000000.0,10482811000000.0,13164924000000.0,13189103000000.0,11084829000000.0,12743393000000.0,12521967000000.0,12872899000000.0,11270714000000.0,12332340000000.0
2046.0,13091124000000.0,12124986000000.0,12907591000000.0,10933944000000.0,10342190000000.0,13106154000000.0,13070181000000.0,10943096000000.0,12622300000000.0,12442219000000.0,12788197000000.0,11093244000000.0,12259843000000.0
2047.0,13023502000000.0,12046954000000.0,12829704000000.0,10683496000000.0,10165637000000.0,13052136000000.0,12955426000000.0,10784401000000.0,12499719000000.0,12354633000000.0,12738367000000.0,10928842000000.0,12172309000000.0
2048.0,12960731000000.0,11951107000000.0,12723682000000.0,10460881000000.0,9998014000000.0,12972748000000.0,12841727000000.0,10649170000000.0,12402570000000.0,12191891000000.0,12670778000000.0,10789127000000.0,12034910000000.0
2049.0,12889352000000.0,11878402000000.0,12675468000000.0,10298807000000.0,9839029000000.0,12890901000000.0,12745492000000.0,10556852000000.0,12309487000000.0,12054105000000.0,12567777000000.0,10623090000000.0,11926647000000.0
2050.0,12785862000000.0,11789234000000.0,12591797000000.0,10138549000000.0,9611121000000.0,12808860000000.0,12640760000000.0,10407149000000.0,12149995000000.0,12017260000000.0,12504860000000.0,10449129000000.0,11825646000000.0
2051.0,12662430000000.0,11728402000000.0,12542754000000.0,9943719000000.0,9471840000000.0,12740409000000.0,12536664000000.0,10223409000000.0,11983090000000.0,11948805000000.0,12414534000000.0,10242560000000.0,11717625000000.0
2052.0,12538613000000.0,11650863000000.0,12473651000000.0,9734787000000.0,9297717000000.0,12655124000000.0,12423361000000.0,10055077000000.0,11886713000000.0,11879504000000.0,12338934000000.0,10078405000000.0,11571744000000.0
2053.0,12411005000000.0,11632807000000.0,12405802000000.0,9534202000000.0,9108798000000.0,12562769000000.0,12363554000000.0,9935137000000.0,11793809000000.0,11782289000000.0,12215950000000.0,9894984000000.0,11462212000000.0
2054.0,12340895000000.0,11546239000000.0,12309121000000.0,9324759000000.0,8917433000000.0,12477171000000.0,12220586000000.0,9847448000000.0,11706014000000.0,11654878000000.0,12142747000000.0,9672500000000.0,11369819000000.0
2055.0,12173845000000.0,11401508000000.0,12225578000000.0,9103178000000.0,8682606000000.0,12419440000000.0,12130550000000.0,9699544000000.0,11619171000000.0,11444334000000.0,12065171000000.0,9495021000000.0,11264015000000.0
2056.0,12071936000000.0,11223187000000.0,12181622000000.0,8918921000000.0,8495695000000.0,12334114000000.0,12036370000000.0,9597073000000.0,11501093000000.0,11274939000000.0,11922321000000.0,9297004000000.0,11150047000000.0
2057.0,11963629000000.0,11089617000000.0,12130837000000.0,8771778600000.0,8265537700000.0,12244888000000.0,11976253000000.0,9403144000000.0,11401759000000.0,11132883000000.0,11824748000000.0,9085593000000.0,10973193000000.0
2058.0,11935812000000.0,10936806000000.0,12017569000000.0,8588718000000.0,8037452500000.0,12132037000000.0,11882780000000.0,9273624000000.0,11234163000000.0,11076563000000.0,11796652000000.0,8922094000000.0,10814539000000.0
2059.0,11815994000000.0,10814406000000.0,11909395000000.0,8373182400000.0,7819988000000.0,12063703000000.0,11772702000000.0,9120065000000.0,11180189000000.0,10955784000000.0,11672017000000.0,8692330700000.0,10708576000000.0
2060.0,11742275000000.0,10676899000000.0,11780429000000.0,8188510000000.0,7602402000000.0,11961200000000.0,11622673000000.0,8968336000000.0,11091699000000.0,10920198000000.0,11605006000000.0,8465769600000.0,10600707000000.0
2061.0,11635721000000.0,10534131000000.0,11693574000000.0,8002178000000.0,7444983400000.0,11887149000000.0,11505865000000.0,8846863000000.0,10979618000000.0,10822186000000.0,11507137000000.0,8274327000000.0,10489444000000.0
2062.0,11479338000000.0,10418547000000.0,11632763000000.0,7776747000000.0,7238642000000.0,11825623000000.0,11382104000000.0,8666760600000.0,10859983000000.0,10730656000000.0,11449356000000.0,8122089000000.0,10357746000000.0
2063.0,11346425000000.0,10343777000000.0,11503974000000.0,7594902600000.0,7030293700000.0,11743613000000.0,11236540000000.0,8572221500000.0,10742376000000.0,10589638000000.0,11328023000000.0,7898116700000.0,10220130000000.0
2064.0,11211200000000.0,10221592000000.0,11415580000000.0,7446192000000.0,6893963600000.0,11664613000000.0,11067834000000.0,8446765700000.0,10668782000000.0,10462484000000.0,11216007000000.0,7688832400000.0,10055662000000.0
2065.0,11030203000000.0,10133377000000.0,11262607000000.0,7257648500000.0,6768859000000.0,11562861000000.0,10910730000000.0,8312418500000.0,10574970000000.0,10386824000000.0,11094266000000.0,7492867700000.0,9950264000000.0
2066.0,10953564000000.0,9985152000000.0,11171861000000.0,7100846600000.0,6575336000000.0,11495455000000.0,10841740000000.0,8170982000000.0,10484749000000.0,10280363000000.0,10989080000000.0,7366925400000.0,9841442000000.0
2067.0,10825601000000.0,9830738000000.0,11025372000000.0,6961962700000.0,6373114000000.0,11431357000000.0,10710055000000.0,8028236500000.0,10335570000000.0,10215714000000.0,10898222000000.0,7242842600000.0,9707639000000.0
2068.0,10681538000000.0,9708412000000.0,10916431000000.0,6825179600000.0,6251618500000.0,11352444000000.0,10618470000000.0,7881995000000.0,10178912000000.0,10024711000000.0,10828933000000.0,7072157000000.0,9583611000000.0
2069.0,10603635000000.0,9608797000000.0,10808412000000.0,6662817600000.0,6092333000000.0,11262257000000.0,10462192000000.0,7690291500000.0,10089977000000.0,9911204000000.0,10779083000000.0,6889011000000.0,9469784000000.0
2070.0,10486450000000.0,9514604000000.0,10707841000000.0,6500339000000.0,5912502000000.0,11182495000000.0,10338586000000.0,7538757600000.0,9943211000000.0,9809423000000.0,10651474000000.0,6716240000000.0,9290487000000.0
2071.0,10311767000000.0,9405001000000.0,10637225000000.0,6310149000000.0,5752007700000.0,11086793000000.0,10176225000000.0,7420150000000.0,9814878000000.0,9680724000000.0,10572647000000.0,6570285500000.0,9198883000000.0
2072.0,10094451000000.0,9250743000000.0,10544105000000.0,6127420000000.0,5621613000000.0,11021872000000.0,10046201000000.0,7272645000000.0,9686137000000.0,9509498000000.0,10503813000000.0,6345514300000.0,9102461000000.0
2073.0,9981525000000.0,9094647000000.0,10515342000000.0,5936635700000.0,5485414000000.0,10939376000000.0,9963599000000.0,7149465400000.0,9554326000000.0,9425048000000.0,10445651000000.0,6232553300000.0,8993071000000.0
2074.0,9860196000000.0,8968530000000.0,10412018000000.0,5786379000000.0,5326713000000.0,10877163000000.0,9830638000000.0,7017990000000.0,9440741000000.0,9310943000000.0,10338074000000.0,6036439000000.0,8834717000000.0
2075.0,9673276000000.0,8809208000000.0,10326193000000.0,5617433400000.0,5183808500000.0,10784981000000.0,9704120000000.0,6864913000000.0,9308963000000.0,9218483000000.0,10226923000000.0,5882758300000.0,8731262700000.0
2076.0,9523674000000.0,8645657000000.0,10290520000000.0,5431021000000.0,5037845000000.0,10708612000000.0,9555192000000.0,6734299000000.0,9119502000000.0,9047844000000.0,10093011000000.0,5727117000000.0,8643700000000.0
2077.0,9343902000000.0,8452833000000.0,10181913000000.0,5295525000000.0,4894906000000.0,10634253000000.0,9428844000000.0,6627540300000.0,9008654000000.0,8903827000000.0,9945739000000.0,5504082400000.0,8530781000000.0
2078.0,9201218000000.0,8298535000000.0,10125761000000.0,5120153600000.0,4758885600000.0,10535437000000.0,9307633000000.0,6545635500000.0,8863442000000.0,8744516000000.0,9832743000000.0,5311166000000.0,8378162600000.0
2079.0,9132714000000.0,8112812600000.0,10047492000000.0,4958184300000.0,4552838300000.0,10436776000000.0,9200254000000.0,6461563300000.0,8740730000000.0,8614165000000.0,9700136000000.0,5127455400000.0,8260780300000.0
2080.0,8933339000000.0,7939566000000.0,9952087000000.0,4822945000000.0,4389444000000.0,10347555000000.0,9061036000000.0,6304139600000.0,8628814000000.0,8523323000000.0,9579072000000.0,4956541700000.0,8155561000000.0
2081.0,8776596300000.0,7757224000000.0,9823358000000.0,4692571600000.0,4228494000000.0,10255380000000.0,8877506000000.0,6162617000000.0,8482648000000.0,8409081000000.0,9441946000000.0,4820871700000.0,8069854500000.0
2082.0,8577672500000.0,7600604700000.0,9722275000000.0,4543708400000.0,4095914800000.0,10222686000000.0,8710412300000.0,6014244000000.0,8348537000000.0,8248399000000.0,9333218000000.0,4653534700000.0,7923969000000.0
2083.0,8441993600000.0,7459092000000.0,9638343000000.0,4395070000000.0,3983696000000.0,10160387000000.0,8545000500000.0,5878886400000.0,8226445700000.0,8092528000000.0,9219980000000.0,4498475000000.0,7795245000000.0
2084.0,8292661700000.0,7315663000000.0,9567469000000.0,4256035800000.0,3844594700000.0,10084234000000.0,8417899400000.0,5743274000000.0,8102709600000.0,7968604000000.0,9047525000000.0,4324774000000.0,7662810400000.0
2085.0,8050556000000.0,7162028400000.0,9432816000000.0,4109858500000.0,3719836200000.0,10054387000000.0,8303193000000.0,5623194000000.0,7974336000000.0,7791275000000.0,8905499000000.0,4196412700000.0,7516200600000.0
2086.0,7837616000000.0,7013390000000.0,9370831000000.0,3981301800000.0,3577432000000.0,9987844000000.0,8165481500000.0,5458885600000.0,7802537000000.0,7658299500000.0,8773976500000.0,4086320000000.0,7418861000000.0
2087.0,7615659600000.0,6833427700000.0,9266091000000.0,3839726000000.0,3451969600000.0,9913368000000.0,8044546000000.0,5315889700000.0,7641289000000.0,7495795000000.0,8628508600000.0,3941356000000.0,7312149300000.0
2088.0,7429130600000.0,6656375000000.0,9158916000000.0,3670892300000.0,3333432000000.0,9854875000000.0,7925166000000.0,5157825000000.0,7510794700000.0,7343230000000.0,8520074000000.0,3798616500000.0,7181014000000.0
2089.0,7223190000000.0,6487643000000.0,9095211000000.0,3538662500000.0,3210227700000.0,9750442000000.0,7738094000000.0,5011469000000.0,7392733400000.0,7209674000000.0,8446052000000.0,3689805300000.0,7063544000000.0
2090.0,7033819000000.0,6308660000000.0,8985693000000.0,3376742000000.0,3068913300000.0,9677324000000.0,7599451300000.0,4852633600000.0,7249274000000.0,7083000000000.0,8371847000000.0,3556208500000.0,6910330000000.0
2091.0,6831916000000.0,6115219000000.0,8885485000000.0,3250160000000.0,2939186000000.0,9614261000000.0,7472389000000.0,4665838000000.0,7131480000000.0,6950364000000.0,8260157000000.0,3448094300000.0,6798202400000.0
2092.0,6632645000000.0,6028892000000.0,8814455000000.0,3105556800000.0,2854297500000.0,9517811000000.0,7324524000000.0,4530183300000.0,7023651500000.0,6853876500000.0,8135020000000.0,3328696000000.0,6683220000000.0
2093.0,6487519300000.0,5902464000000.0,8696194700000.0,2962722400000.0,2733322000000.0,9449675000000.0,7194034600000.0,4376979800000.0,6947407000000.0,6682838600000.0,8054339300000.0,3217145500000.0,6534331400000.0
2094.0,6337026600000.0,5703357000000.0,8622801000000.0,2819352000000.0,2599424000000.0,9387623000000.0,7073408000000.0,4204931000000.0,6819216000000.0,6569192300000.0,7962732000000.0,3093250700000.0,6451560400000.0
2095.0,6149918700000.0,5504918000000.0,8502391600000.0,2681210100000.0,2486337300000.0,9338744000000.0,6920359400000.0,4059815000000.0,6733856500000.0,6463890000000.0,7895321000000.0,3021852400000.0,6335880000000.0
2096.0,5963107000000.0,5341954700000.0,8434486300000.0,2534678700000.0,2390891000000.0,9255150000000.0,6763802000000.0,3939977100000.0,6634658000000.0,6344494000000.0,7762647000000.0,2930631200000.0,6183563300000.0
2097.0,5758987500000.0,5190508000000.0,8335927000000.0,2382927500000.0,2290278500000.0,9199699000000.0,6601715500000.0,3812534300000.0,6524223600000.0,6239895000000.0,7715292700000.0,2825249000000.0,6043903500000.0
2098.0,5592086000000.0,5002119000000.0,8235098000000.0,2238255200000.0,2203063400000.0,9115183000000.0,6423085000000.0,3695805500000.0,6415956000000.0,6097298500000.0,7582879600000.0,2738541800000.0,5932804000000.0
2099.0,5405753000000.0,4853761000000.0,8129021500000.0,2082762300000.0,2095627500000.0,9037871000000.0,6270766500000.0,3572211400000.0,6316757600000.0,5958670500000.0,7492342400000.0,2649209200000.0,5820902000000.0
2100.0,5234059000000.0,4696498500000.0,8028974000000.0,1945608800000.0,1995973300000.0,8984443000000.0,6121338000000.0,3435758600000.0,6256992500000.0,5877085000000.0,7421665000000.0,2554059600000.0,5732293400000.0
