time,IITM-ESM,IPSL-CM6A-LR,MPI-ESM1-2-HR,MRI-ESM2-0,TAIESM1,KACE-1-0-G,CESM2-WACCM,GFDL-ESM4,UKESM1-0-LL
2068.0,10650134000000.0,10279115000000.0,11860622000000.0,10181105000000.0,6945534000000.0,9362560000000.0,9961233000000.0,11207485000000.0,7468732600000.0
2069.0,10553259000000.0,10195714000000.0,11815572000000.0,10163266000000.0,6791754000000.0,9263542000000.0,9852702000000.0,11095997000000.0,7305056000000.0
2070.0,10487065000000.0,10066535000000.0,11765728000000.0,10047892000000.0,6644048600000.0,9179362000000.0,9764549000000.0,11042110000000.0,7139864600000.0
2071.0,10379057000000.0,9994211000000.0,11701679000000.0,9970720000000.0,6487394500000.0,9059146000000.0,9635907000000.0,10990417000000.0,6993061300000.0
2072.0,10305228000000.0,9883347000000.0,11640128000000.0,9839417000000.0,6268165000000.0,8972994000000.0,9485692000000.0,10940540000000.0,6839928000000.0
2073.0,10223718000000.0,9780449000000.0,11586504000000.0,9798700000000.0,6097576000000.0,8818794000000.0,9413684000000.0,10868476000000.0,6714248000000.0
2074.0,10156890000000.0,9690117000000.0,11499398000000.0,9691265000000.0,5960537500000.0,8709345000000.0,9284394000000.0,10799901000000.0,6569472300000.0
2075.0,10073344000000.0,9571441000000.0,11443815000000.0,9606618000000.0,5771637000000.0,8599598000000.0,9207134000000.0,10734376000000.0,6399887000000.0
2076.0,9970583000000.0,9481427000000.0,11395083000000.0,9556464000000.0,5621300000000.0,8478281700000.0,9079949000000.0,10679451000000.0,6279198700000.0
2077.0,9897817000000.0,9382931000000.0,11355809000000.0,9404668000000.0,5491250000000.0,8396299300000.0,9000695000000.0,10618992000000.0,6133332000000.0
2078.0,9818634000000.0,9309173000000.0,11297809000000.0,9279451000000.0,5303829500000.0,8262989000000.0,8896978000000.0,10599648000000.0,5970563000000.0
2079.0,9718289000000.0,9152484000000.0,11230713000000.0,9180206000000.0,5120068700000.0,8160637600000.0,8801105000000.0,10506857000000.0,5845926000000.0
2080.0,9622333000000.0,9029410000000.0,11204506000000.0,9077174000000.0,4970868000000.0,8061600000000.0,8711795000000.0,10440800000000.0,5747019600000.0
2081.0,9514176000000.0,8903576000000.0,11108929000000.0,8958002000000.0,4813251700000.0,7952555000000.0,8612770500000.0,10332263000000.0,5614609000000.0
2082.0,9442068000000.0,8800059000000.0,11031209000000.0,8831380000000.0,4683189500000.0,7844472600000.0,8503698700000.0,10287119000000.0,5470663000000.0
2083.0,9346492000000.0,8687286000000.0,10971994000000.0,8734515000000.0,4528967000000.0,7777701000000.0,8426358300000.0,10232307000000.0,5320651300000.0
2084.0,9253808000000.0,8608737000000.0,10922099000000.0,8642894500000.0,4413167000000.0,7690063400000.0,8318241000000.0,10145786000000.0,5188301000000.0
2085.0,9183444000000.0,8480569000000.0,10876647000000.0,8537521000000.0,4290688300000.0,7569574700000.0,8233212700000.0,10057727000000.0,5084829700000.0
2086.0,9097724000000.0,8375879000000.0,10841728000000.0,8575698600000.0,4183174400000.0,7455831000000.0,8150970000000.0,10014222000000.0,4937298000000.0
2087.0,9008444000000.0,8295586700000.0,10811684000000.0,8484321000000.0,4076151800000.0,7357366000000.0,8091096600000.0,9940041000000.0,4787034700000.0
2088.0,8907415000000.0,8179621600000.0,10753495000000.0,8431308000000.0,3949247900000.0,7280685000000.0,7996581600000.0,9870547000000.0,4646014000000.0
2089.0,8810135000000.0,8096996400000.0,10673502000000.0,8332814300000.0,3863655700000.0,7210191600000.0,7871915000000.0,9807209000000.0,4512606600000.0
2090.0,8750770400000.0,8055700300000.0,10613180000000.0,8292657000000.0,3753625000000.0,7097238000000.0,7766238000000.0,9723891000000.0,4381559800000.0
2091.0,8664157000000.0,7999366000000.0,10552499000000.0,8151888300000.0,3650853500000.0,7000589600000.0,7657233000000.0,9645400000000.0,4259616700000.0
2092.0,8545970000000.0,7890340400000.0,10488237000000.0,8030018600000.0,3556204300000.0,6914540000000.0,7570355000000.0,9568996000000.0,4125141800000.0
2093.0,8459208000000.0,7788303000000.0,10484887000000.0,7945980000000.0,3485309900000.0,6841865000000.0,7488758300000.0,9491556000000.0,4020488600000.0
2094.0,8366051600000.0,7710345500000.0,10403064000000.0,7930137500000.0,3386921700000.0,6761619000000.0,7368439000000.0,9406596000000.0,3911839000000.0
2095.0,8262156000000.0,7628817700000.0,10311805000000.0,7777756000000.0,3302399700000.0,6698896500000.0,7330563000000.0,9339766000000.0,3794904000000.0
2096.0,8178343300000.0,7504699000000.0,10279378000000.0,7752095000000.0,3241924400000.0,6625398000000.0,7265377600000.0,9264518000000.0,3677971800000.0
2097.0,8094424000000.0,7396651000000.0,10252285000000.0,7659871300000.0,3165898000000.0,6529500600000.0,7204106700000.0,9185057000000.0,3575873300000.0
2098.0,8001813000000.0,7302939700000.0,10193866000000.0,7527258400000.0,3083290800000.0,6462214000000.0,7106302300000.0,9113170000000.0,3461375900000.0
2099.0,7928046700000.0,7195831300000.0,10188856000000.0,7502692400000.0,2980251700000.0,6374481700000.0,7043123000000.0,9065696000000.0,3353144200000.0
2100.0,7846779400000.0,7122492300000.0,10135219000000.0,7457300000000.0,2906409000000.0,6322388000000.0,6967423700000.0,9021346000000.0,3253353600000.0
