time,IITM-ESM,IPSL-CM6A-LR,MPI-ESM1-2-HR,MRI-ESM2-0,TAIESM1,KACE-1-0-G,CESM2-WACCM,GFDL-ESM4,UKESM1-0-LL
2000.0,15520646000000.0,15520646000000.0,15520646000000.0,15520646000000.0,15520646000000.0,15520646000000.0,15520646000000.0,15520646000000.0,15520646000000.0
2001.0,15486913000000.0,15486913000000.0,15486913000000.0,15486913000000.0,15486913000000.0,15486913000000.0,15486913000000.0,15486913000000.0,15486913000000.0
2002.0,15456463000000.0,15456463000000.0,15456463000000.0,15456463000000.0,15456463000000.0,15456463000000.0,15456463000000.0,15456463000000.0,15456463000000.0
2003.0,15387606000000.0,15387606000000.0,15387606000000.0,15387606000000.0,15387606000000.0,15387606000000.0,15387606000000.0,15387606000000.0,15387606000000.0
2004.0,15281795000000.0,15281795000000.0,15281795000000.0,15281795000000.0,15281795000000.0,15281795000000.0,15281795000000.0,15281795000000.0,15281795000000.0
2005.0,15234202000000.0,15234202000000.0,15234202000000.0,15234202000000.0,15234202000000.0,15234202000000.0,15234202000000.0,15234202000000.0,15234202000000.0
2006.0,15192746000000.0,15192746000000.0,15192746000000.0,15192746000000.0,15192746000000.0,15192746000000.0,15192746000000.0,15192746000000.0,15192746000000.0
2007.0,15175851000000.0,15175851000000.0,15175851000000.0,15175851000000.0,15175851000000.0,15175851000000.0,15175851000000.0,15175851000000.0,15175851000000.0
2008.0,15133356000000.0,15133356000000.0,15133356000000.0,15133356000000.0,15133356000000.0,15133356000000.0,15133356000000.0,15133356000000.0,15133356000000.0
2009.0,15079385000000.0,15079385000000.0,15079385000000.0,15079385000000.0,15079385000000.0,15079385000000.0,15079385000000.0,15079385000000.0,15079385000000.0
2010.0,14994434000000.0,14994434000000.0,14994434000000.0,14994434000000.0,14994434000000.0,14994434000000.0,14994434000000.0,14994434000000.0,14994434000000.0
2011.0,14913986000000.0,14913986000000.0,14913986000000.0,14913986000000.0,14913986000000.0,14913986000000.0,14913986000000.0,14913986000000.0,14913986000000.0
2012.0,14877685000000.0,14877685000000.0,14877685000000.0,14877685000000.0,14877685000000.0,14877685000000.0,14877685000000.0,14877685000000.0,14877685000000.0
2013.0,14854324000000.0,14854324000000.0,14854324000000.0,14854324000000.0,14854324000000.0,14854324000000.0,14854324000000.0,14854324000000.0,14854324000000.0
2014.0,14841412000000.0,14841412000000.0,14841412000000.0,14841412000000.0,14841412000000.0,14841412000000.0,14841412000000.0,14841412000000.0,14841412000000.0
2015.0,14807616000000.0,14807616000000.0,14807616000000.0,14807616000000.0,14807616000000.0,14807616000000.0,14807616000000.0,14807616000000.0,14807616000000.0
2016.0,14819437000000.0,14819437000000.0,14819437000000.0,14819437000000.0,14819437000000.0,14819437000000.0,14819437000000.0,14819437000000.0,14819437000000.0
2017.0,14785872000000.0,14785872000000.0,14785872000000.0,14785872000000.0,14785872000000.0,14785872000000.0,14785872000000.0,14785872000000.0,14785872000000.0
2018.0,14770776000000.0,14770776000000.0,14770776000000.0,14770776000000.0,14770776000000.0,14770776000000.0,14770776000000.0,14770776000000.0,14770776000000.0
2019.0,14807179000000.0,14807179000000.0,14807179000000.0,14807179000000.0,14807179000000.0,14807179000000.0,14807179000000.0,14807179000000.0,14807179000000.0
2020.0,14720674000000.0,14720674000000.0,14720674000000.0,14720674000000.0,14720674000000.0,14720674000000.0,14720674000000.0,14720674000000.0,14720674000000.0
2021.0,14685203000000.0,14668250000000.0,14654628000000.0,14583699000000.0,14614944000000.0,14634706000000.0,14644636000000.0,14661409000000.0,14632657000000.0
2022.0,14640952000000.0,14641106000000.0,14589945000000.0,14473219000000.0,14550425000000.0,14513010000000.0,14576284000000.0,14627472000000.0,14525929000000.0
2023.0,14565801000000.0,14561685000000.0,14535413000000.0,14421548000000.0,14430513000000.0,14416998000000.0,14485877000000.0,14552382000000.0,14458991000000.0
2024.0,14520781000000.0,14507142000000.0,14477767000000.0,14333866000000.0,14268934000000.0,14297223000000.0,14402696000000.0,14496752000000.0,14383617000000.0
2025.0,14455380000000.0,14408537000000.0,14421293000000.0,14224503000000.0,14178286000000.0,14206939000000.0,14309519000000.0,14390611000000.0,14244901000000.0
2026.0,14394353000000.0,14396337000000.0,14384288000000.0,14129027000000.0,14025805000000.0,14137336000000.0,14195581000000.0,14313420000000.0,14048476000000.0
2027.0,14341195000000.0,14302398000000.0,14357304000000.0,14047800000000.0,13857383000000.0,14012181000000.0,14102174000000.0,14298454000000.0,13993777000000.0
2028.0,14292354000000.0,14227619000000.0,14265033000000.0,13967362000000.0,13731313000000.0,13932730000000.0,14001494000000.0,14187561000000.0,13870247000000.0
2029.0,14240277000000.0,14177443000000.0,14165621000000.0,13897713000000.0,13613675000000.0,13853289000000.0,13881337000000.0,14116633000000.0,13809101000000.0
2030.0,14165958000000.0,14066608000000.0,14123849000000.0,13815205000000.0,13507316000000.0,13780553000000.0,13731537000000.0,14009879000000.0,13686007000000.0
2031.0,14071990000000.0,13993418000000.0,14061648000000.0,13753946000000.0,13344175000000.0,13737073000000.0,13638189000000.0,13914872000000.0,13593128000000.0
2032.0,13984354000000.0,13886149000000.0,14022468000000.0,13643438000000.0,13196147000000.0,13647387000000.0,13542656000000.0,13802793000000.0,13480249000000.0
2033.0,13922599000000.0,13835441000000.0,13988749000000.0,13552378000000.0,13040810000000.0,13528981000000.0,13410920000000.0,13754578000000.0,13326833000000.0
2034.0,13845091000000.0,13744968000000.0,13925735000000.0,13525203000000.0,12944662000000.0,13433228000000.0,13303040000000.0,13687620000000.0,13196268000000.0
2035.0,13781622000000.0,13709496000000.0,13860301000000.0,13431080000000.0,12784052000000.0,13335786000000.0,13287201000000.0,13603703000000.0,13015471000000.0
2036.0,13701828000000.0,13616797000000.0,13782045000000.0,13338121000000.0,12603222000000.0,13218878000000.0,13224447000000.0,13514248000000.0,12883227000000.0
2037.0,13630729000000.0,13515337000000.0,13702065000000.0,13249192000000.0,12497297000000.0,13158615000000.0,13174033000000.0,13484380000000.0,12771015000000.0
2038.0,13506402000000.0,13392972000000.0,13606900000000.0,13072860000000.0,12330397000000.0,13052491000000.0,13097412000000.0,13438247000000.0,12547684000000.0
2039.0,13461815000000.0,13306069000000.0,13535732000000.0,12979401000000.0,12183449000000.0,12925339000000.0,12978753000000.0,13313450000000.0,12391627000000.0
2040.0,13381236000000.0,13191698000000.0,13477043000000.0,12880736000000.0,12010902000000.0,12742319000000.0,12895957000000.0,13234288000000.0,12193758000000.0
2041.0,13322553000000.0,13132995000000.0,13387724000000.0,12774421000000.0,11838685000000.0,12655416000000.0,12815150000000.0,13151420000000.0,12037170000000.0
2042.0,13223180000000.0,13055908000000.0,13322094000000.0,12603211000000.0,11685908000000.0,12559108000000.0,12724676000000.0,13102917000000.0,11885541000000.0
2043.0,13130479000000.0,12910486000000.0,13303306000000.0,12445716000000.0,11512977000000.0,12455354000000.0,12678893000000.0,12990592000000.0,11715963000000.0
2044.0,13051448000000.0,12803283000000.0,13219043000000.0,12367312000000.0,11322723000000.0,12346624000000.0,12636572000000.0,12895631000000.0,11526527000000.0
2045.0,12966597000000.0,12687190000000.0,13160197000000.0,12277617000000.0,11183639000000.0,12267104000000.0,12606494000000.0,12827778000000.0,11360526000000.0
2046.0,12897959000000.0,12598223000000.0,13124006000000.0,12195343000000.0,11016265000000.0,12186865000000.0,12477567000000.0,12772346000000.0,11165494000000.0
2047.0,12830228000000.0,12487685000000.0,13057070000000.0,12047493000000.0,10830968000000.0,12062314000000.0,12406947000000.0,12715504000000.0,11032994000000.0
2048.0,12742218000000.0,12433029000000.0,12980945000000.0,11953668000000.0,10654673000000.0,11921749000000.0,12318741000000.0,12600773000000.0,10878817000000.0
2049.0,12592460000000.0,12347512000000.0,12916313000000.0,11886994000000.0,10484263000000.0,11807691000000.0,12193801000000.0,12545744000000.0,10711079000000.0
2050.0,12492913000000.0,12285722000000.0,12881596000000.0,11786688000000.0,10284855000000.0,11717408000000.0,12091228000000.0,12521819000000.0,10538146000000.0
2051.0,12416855000000.0,12128933000000.0,12830460000000.0,11660434000000.0,10126344000000.0,11570818000000.0,11962349000000.0,12453209000000.0,10348101000000.0
2052.0,12306778000000.0,12023310000000.0,12757475000000.0,11548187000000.0,9941003000000.0,11411962000000.0,11795662000000.0,12349281000000.0,10142281000000.0
2053.0,12177968000000.0,11924661000000.0,12682736000000.0,11495029000000.0,9800175000000.0,11269320000000.0,11668255000000.0,12280043000000.0,9986656000000.0
2054.0,12063452000000.0,11795729000000.0,12650092000000.0,11419110000000.0,9556657000000.0,11136350000000.0,11520056000000.0,12207443000000.0,9782711000000.0
2055.0,11959927000000.0,11674863000000.0,12591911000000.0,11352347000000.0,9394846000000.0,10990000000000.0,11443934000000.0,12119466000000.0,9558577000000.0
2056.0,11842671000000.0,11588699000000.0,12520003000000.0,11282032000000.0,9253894000000.0,10861705000000.0,11358049000000.0,12049965000000.0,9380588000000.0
2057.0,11742863000000.0,11471779000000.0,12492753000000.0,11224481000000.0,9016206000000.0,10726870000000.0,11232011000000.0,11993796000000.0,9272814000000.0
2058.0,11614787000000.0,11355190000000.0,12423744000000.0,11086260000000.0,8768800700000.0,10650979000000.0,11120987000000.0,11961090000000.0,9093087000000.0
2059.0,11511011000000.0,11302096000000.0,12338686000000.0,10991276000000.0,8619333500000.0,10535231000000.0,10963815000000.0,11890754000000.0,8903950000000.0
2060.0,11428592000000.0,11222942000000.0,12283867000000.0,10871314000000.0,8372681000000.0,10405560000000.0,10788840000000.0,11826145000000.0,8707397000000.0
2061.0,11285333000000.0,11086887000000.0,12222911000000.0,10814205000000.0,8169308300000.0,10226274000000.0,10651642000000.0,11747718000000.0,8552033300000.0
2062.0,11175668000000.0,10955161000000.0,12161664000000.0,10697862000000.0,7945487000000.0,10097882000000.0,10490274000000.0,11683512000000.0,8397599500000.0
2063.0,11078129000000.0,10768499000000.0,12095923000000.0,10582979000000.0,7743043300000.0,9970112000000.0,10380396000000.0,11609862000000.0,8222825500000.0
2064.0,10986581000000.0,10711095000000.0,12040093000000.0,10496170000000.0,7545985400000.0,9837235000000.0,10245504000000.0,11507881000000.0,8058723000000.0
2065.0,10909967000000.0,10595566000000.0,12021703000000.0,10407081000000.0,7412938400000.0,9692922000000.0,10144160000000.0,11404864000000.0,7919461500000.0
2066.0,10827141000000.0,10491920000000.0,11947284000000.0,10311150000000.0,7243085000000.0,9598140000000.0,10081949000000.0,11343478000000.0,7755112400000.0
2067.0,10731075000000.0,10424385000000.0,11906091000000.0,10223262000000.0,7075040000000.0,9471633000000.0,10053422000000.0,11269688000000.0,7596437000000.0
