time,CESM2-WACCM,INM-CM4-8,EC-EARTH3,CMCC-CM2-SR5,MRI-ESM2-0,BCC-CSM2-MR,GFDL-ESM4,MPI-ESM1-2-HR,CESM2,CAMS-CSM1-0,EC-EARTH3-VEG,INM-CM5-0,FGOALS-F3-L,NORESM2-MM
2025.0,47613555000.0,47251263000.0,46880063000.0,47780630000.0,46986478000.0,47082344000.0,47196210000.0,47534560000.0,46962660000.0,49735004000.0,48267383000.0,47168100000.0,47286465000.0,47027520000.0
2026.0,47198777000.0,47023464000.0,46625563000.0,47705494000.0,46739450000.0,46865240000.0,46960750000.0,47388840000.0,46691463000.0,47828275000.0,47861870000.0,46975440000.0,47063760000.0,46821335000.0
2027.0,46990197000.0,46966060000.0,46270095000.0,47281316000.0,46568047000.0,46845907000.0,46771474000.0,47174090000.0,46506463000.0,47403102000.0,47525122000.0,46792884000.0,47114404000.0,46667825000.0
2028.0,46725157000.0,46675546000.0,45974893000.0,47195430000.0,46229710000.0,46560560000.0,46719304000.0,46815250000.0,46259855000.0,46927600000.0,47898907000.0,46530028000.0,46662770000.0,46389910000.0
2029.0,47514485000.0,46423090000.0,45526330000.0,46907765000.0,45950165000.0,46364697000.0,46470038000.0,46804010000.0,46081397000.0,46981440000.0,46876197000.0,46237532000.0,46462796000.0,46122350000.0
2030.0,46712324000.0,46136127000.0,45167247000.0,46667895000.0,45730760000.0,46044020000.0,46246285000.0,46960906000.0,45643952000.0,46882900000.0,46976233000.0,45899550000.0,46087400000.0,46178726000.0
2031.0,46205137000.0,45936026000.0,44696736000.0,46540030000.0,45317810000.0,45893485000.0,46160564000.0,46515233000.0,45371687000.0,46654812000.0,46625944000.0,45646630000.0,45711070000.0,46076890000.0
2032.0,45883474000.0,45642854000.0,44246495000.0,46294370000.0,44973208000.0,45473505000.0,45820486000.0,46211120000.0,45048300000.0,46717174000.0,46359044000.0,45318710000.0,45422285000.0,45499912000.0
2033.0,45628390000.0,45455696000.0,43826385000.0,46012520000.0,44620657000.0,45233988000.0,45584300000.0,46054350000.0,44670386000.0,46182097000.0,46234673000.0,44909350000.0,45088340000.0,45116813000.0
2034.0,45268824000.0,45072170000.0,43341780000.0,45856883000.0,44194490000.0,44999733000.0,45370327000.0,45797392000.0,44209803000.0,46051807000.0,45836284000.0,44601336000.0,44816830000.0,45040340000.0
2035.0,45326295000.0,44607180000.0,42961936000.0,45788700000.0,43865730000.0,44681708000.0,45186730000.0,46730490000.0,43911430000.0,46242787000.0,45831950000.0,44305486000.0,44380762000.0,44571070000.0
2036.0,44794765000.0,44411904000.0,42675090000.0,45430870000.0,43379233000.0,44442788000.0,44898370000.0,45529460000.0,43551650000.0,45723136000.0,45365490000.0,44120465000.0,44026340000.0,44229540000.0
2037.0,44458730000.0,44252557000.0,42013550000.0,45317470000.0,42767446000.0,44103758000.0,44587626000.0,44970530000.0,43035484000.0,45485290000.0,45632377000.0,43525120000.0,43903656000.0,43921166000.0
2038.0,44443046000.0,43929770000.0,41525514000.0,45096956000.0,42352013000.0,43754115000.0,44289310000.0,44618404000.0,42563576000.0,45244477000.0,44930404000.0,43122980000.0,43383240000.0,43723690000.0
2039.0,44172390000.0,43574555000.0,40975987000.0,44829757000.0,41884930000.0,43528250000.0,43930456000.0,44326450000.0,42220675000.0,45109660000.0,44686447000.0,42679575000.0,43030800000.0,43324158000.0
2040.0,43624477000.0,43145413000.0,40546710000.0,44457040000.0,41451807000.0,43059827000.0,43836850000.0,44013515000.0,41774686000.0,44978640000.0,44567695000.0,42373108000.0,42655715000.0,42896840000.0
2041.0,43272897000.0,42705190000.0,39952440000.0,44097850000.0,40884080000.0,42677125000.0,43383652000.0,43708890000.0,41536524000.0,44566393000.0,44338115000.0,41919394000.0,42179138000.0,42418180000.0
2042.0,42872693000.0,42289283000.0,39646523000.0,44224240000.0,40281260000.0,42213667000.0,43041070000.0,43384627000.0,40905690000.0,44323058000.0,43875040000.0,41479025000.0,41657385000.0,42009215000.0
2043.0,42542776000.0,41828420000.0,39133417000.0,43700180000.0,39811183000.0,41785230000.0,42960167000.0,43086130000.0,40406344000.0,43992257000.0,43431305000.0,41120006000.0,41321087000.0,41616503000.0
2044.0,42150970000.0,41671246000.0,38378760000.0,43586460000.0,39385390000.0,41397580000.0,42940260000.0,42662818000.0,40059494000.0,43829486000.0,43124680000.0,40767648000.0,40910580000.0,41179333000.0
2045.0,41775030000.0,41278624000.0,37783015000.0,44130100000.0,38869058000.0,40971534000.0,42381170000.0,42101494000.0,39562002000.0,43567030000.0,43054370000.0,40373920000.0,40336716000.0,40773280000.0
2046.0,41575600000.0,40793530000.0,37354226000.0,42788286000.0,38309060000.0,40497775000.0,41970830000.0,41761473000.0,39042400000.0,43314946000.0,42711745000.0,39992775000.0,39959376000.0,40320524000.0
2047.0,41085526000.0,40407500000.0,37352817000.0,42535080000.0,37852705000.0,39974056000.0,41607016000.0,41787773000.0,38839230000.0,42952827000.0,42269770000.0,39453600000.0,40061870000.0,39916495000.0
2048.0,40699388000.0,39942070000.0,36652830000.0,42251970000.0,37288116000.0,39477000000.0,41418105000.0,42171867000.0,38208030000.0,42570686000.0,42018206000.0,38988644000.0,39098760000.0,39295136000.0
2049.0,40168470000.0,39512203000.0,36128680000.0,41918650000.0,36806680000.0,39035360000.0,41257690000.0,41135840000.0,37722927000.0,42267680000.0,41717890000.0,38443323000.0,38603650000.0,39093084000.0
2050.0,39627428000.0,39222350000.0,35479945000.0,41438413000.0,36204855000.0,38515000000.0,40780235000.0,40563070000.0,37313503000.0,41959215000.0,41534590000.0,37957427000.0,37976480000.0,38395460000.0
2051.0,39173410000.0,38839562000.0,35017940000.0,40953324000.0,35533808000.0,38013747000.0,40329180000.0,40086910000.0,36961730000.0,41600033000.0,40935477000.0,37368360000.0,37395235000.0,37849174000.0
2052.0,38680347000.0,38308530000.0,34467410000.0,40467915000.0,34954890000.0,37537972000.0,39974765000.0,39832687000.0,36599394000.0,41236283000.0,40558514000.0,36844114000.0,36949287000.0,37379100000.0
2053.0,38161260000.0,37927137000.0,33952385000.0,40000475000.0,34482815000.0,37004960000.0,39611680000.0,39422235000.0,35993797000.0,40864686000.0,40265530000.0,36203794000.0,36404945000.0,36937580000.0
2054.0,37667463000.0,37485380000.0,33514750000.0,39730328000.0,33766638000.0,36473820000.0,39395873000.0,38994436000.0,35615640000.0,40358090000.0,39777567000.0,35691840000.0,35917365000.0,36306715000.0
2055.0,37201530000.0,37430804000.0,32976482000.0,39275508000.0,33231866000.0,35872186000.0,38913536000.0,38529343000.0,35235844000.0,39891513000.0,39286637000.0,35284260000.0,35357630000.0,35736900000.0
2056.0,36800844000.0,36779620000.0,32385298000.0,38775034000.0,32911524000.0,35294090000.0,38680502000.0,38118064000.0,34670907000.0,39483646000.0,38923366000.0,34602370000.0,34852876000.0,35247383000.0
2057.0,36507537000.0,36359844000.0,31886717000.0,38357004000.0,32243749000.0,34669250000.0,38455440000.0,37633910000.0,34109390000.0,39033340000.0,38433423000.0,34090387000.0,34156095000.0,34686337000.0
2058.0,35896200000.0,35772994000.0,31342283000.0,37749408000.0,31692782000.0,33949592000.0,37932855000.0,37401006000.0,33702430000.0,38627920000.0,37979845000.0,33647466000.0,33939708000.0,34140236000.0
2059.0,35349160000.0,35206857000.0,30853978000.0,37298647000.0,31143533000.0,33220987000.0,37634146000.0,36923847000.0,33207849000.0,38294397000.0,37496030000.0,33390600000.0,33277682000.0,33696266000.0
2060.0,34837045000.0,34868056000.0,30427290000.0,36792898000.0,30567047000.0,32666042000.0,37090365000.0,36666626000.0,32925235000.0,37634240000.0,37102840000.0,32898950000.0,32893639000.0,33229820000.0
2061.0,34562840000.0,34526626000.0,29931418000.0,36368960000.0,29991432000.0,31936784000.0,36637820000.0,36002693000.0,32575566000.0,37098190000.0,36642832000.0,32360660000.0,32569223000.0,32705681000.0
2062.0,34067495000.0,34205730000.0,29465948000.0,36069200000.0,29446644000.0,31338346000.0,36121090000.0,35532230000.0,32047421000.0,36834710000.0,36202586000.0,32104612000.0,32095107000.0,32238381000.0
2063.0,33592950000.0,33726040000.0,29015830000.0,35636728000.0,28900790000.0,30640708000.0,35702977000.0,34960142000.0,31541393000.0,36380170000.0,35715195000.0,31596497000.0,31716540000.0,31912133000.0
2064.0,33107706000.0,33719435000.0,28519105000.0,35042374000.0,28310114000.0,29945623000.0,35183927000.0,34702475000.0,31029148000.0,35956003000.0,35259048000.0,31072113000.0,31476437000.0,31332887000.0
2065.0,32630802000.0,32954212000.0,28098484000.0,34421928000.0,27818826000.0,29306993000.0,34824073000.0,34152966000.0,30627162000.0,35648580000.0,34637720000.0,30724157000.0,30969199000.0,30831140000.0
2066.0,32180285000.0,32492136000.0,27634604000.0,33947488000.0,27356207000.0,28818289000.0,34416160000.0,33825680000.0,30169220000.0,35074430000.0,34160867000.0,30239568000.0,30542692000.0,30420726000.0
2067.0,31589034000.0,32381344000.0,27356807000.0,33427540000.0,26928951000.0,28130126000.0,34250254000.0,33351062000.0,29773304000.0,34713248000.0,33743075000.0,29853300000.0,30321992000.0,29907724000.0
2068.0,31256370000.0,33116273000.0,26920624000.0,32820357000.0,26431543000.0,27372128000.0,33575512000.0,33347820000.0,29309230000.0,34155592000.0,33275630000.0,29500285000.0,29718946000.0,29523956000.0
2069.0,30810925000.0,31564368000.0,26486405000.0,32376885000.0,26020057000.0,26825740000.0,33216809000.0,32578226000.0,28848849000.0,33515327000.0,32804803000.0,29038756000.0,29530712000.0,29078620000.0
2070.0,30373868000.0,31022130000.0,26073565000.0,31761811000.0,25598575000.0,26357283000.0,32748003000.0,32064446000.0,28458860000.0,33083953000.0,32365860000.0,28597903000.0,29736165000.0,28721615000.0
2071.0,29966920000.0,30625184000.0,25916316000.0,31236575000.0,25116672000.0,25807475000.0,32375070000.0,31558230000.0,28162780000.0,32704446000.0,31878685000.0,28319836000.0,28610243000.0,28242694000.0
2072.0,29672931000.0,30204963000.0,25355325000.0,30621841000.0,24799850000.0,25330203000.0,31941640000.0,31677972000.0,27606004000.0,32312775000.0,31491879000.0,27977513000.0,28240404000.0,27740404000.0
2073.0,29026480000.0,29937197000.0,24973021000.0,30039992000.0,24390169000.0,24734466000.0,31609192000.0,30900830000.0,27185836000.0,31804686000.0,30989382000.0,28875162000.0,27858618000.0,27224690000.0
2074.0,28614950000.0,29545497000.0,24494275000.0,29389062000.0,24080440000.0,24104200000.0,31128396000.0,30743894000.0,26790973000.0,31437160000.0,31046066000.0,27548540000.0,27399614000.0,26864020000.0
2075.0,28227273000.0,29187797000.0,24146043000.0,28830353000.0,23741463000.0,23662877000.0,30690914000.0,30162129000.0,26316524000.0,30948246000.0,30219620000.0,27061426000.0,27081656000.0,26345282000.0
2076.0,27838861000.0,28876497000.0,23768568000.0,28339233000.0,23831765000.0,23346237000.0,30252204000.0,29648970000.0,25926365000.0,30528016000.0,29523257000.0,26780197000.0,26910970000.0,25959630000.0
2077.0,27469365000.0,28512287000.0,23367553000.0,27744952000.0,23188947000.0,22879406000.0,29840720000.0,29095758000.0,25582014000.0,30400040000.0,28747629000.0,26366880000.0,26446190000.0,26154300000.0
2078.0,27048620000.0,28175198000.0,22947420000.0,27178959000.0,22702498000.0,22453305000.0,29512487000.0,28475943000.0,25438450000.0,29756705000.0,28302772000.0,26042868000.0,26151358000.0,25352616000.0
2079.0,26694394000.0,27937964000.0,22661558000.0,26511760000.0,22338589000.0,22124780000.0,29178823000.0,27899902000.0,24883410000.0,29332232000.0,27852450000.0,25618817000.0,25718160000.0,24912810000.0
2080.0,26351360000.0,27631250000.0,22296904000.0,25883263000.0,22111922000.0,21797356000.0,29141774000.0,27533908000.0,24460036000.0,29379200000.0,27436157000.0,25378160000.0,25406654000.0,24782660000.0
2081.0,25954150000.0,27263291000.0,22013555000.0,25823535000.0,21793583000.0,21366792000.0,28618760000.0,27064056000.0,24134248000.0,28693414000.0,26857153000.0,24975043000.0,24971400000.0,24332251000.0
2082.0,26202274000.0,27012887000.0,21722614000.0,25038952000.0,21592105000.0,21044275000.0,28318714000.0,26824980000.0,23836017000.0,28318648000.0,26240858000.0,24703523000.0,24654432000.0,23927783000.0
2083.0,25734158000.0,26880178000.0,21344524000.0,24547041000.0,21419400000.0,20677417000.0,27926479000.0,26296265000.0,23579859000.0,28067887000.0,25730388000.0,24327924000.0,24179060000.0,23673784000.0
2084.0,25399347000.0,26342062000.0,20994687000.0,24009607000.0,21033284000.0,20293857000.0,27598810000.0,25858580000.0,23328293000.0,29405209000.0,25315140000.0,24110012000.0,23794272000.0,23247018000.0
2085.0,24764375000.0,25994453000.0,20695210000.0,23566123000.0,20790503000.0,20084136000.0,27310592000.0,25511264000.0,23051612000.0,30454274000.0,24868012000.0,23834986000.0,23549778000.0,23013130000.0
2086.0,24356655000.0,26116293000.0,20390031000.0,23039099000.0,20555997000.0,19820180000.0,27020708000.0,25148370000.0,22723602000.0,28087867000.0,24388320000.0,23489473000.0,23252625000.0,22710649000.0
2087.0,24079655000.0,25772147000.0,20080146000.0,22569343000.0,20250081000.0,19382325000.0,26601339000.0,24711449000.0,22651036000.0,27336016000.0,23845940000.0,23545190000.0,23022068000.0,22478932000.0
2088.0,23901465000.0,25340457000.0,19736752000.0,22149260000.0,20001288000.0,19029268000.0,26293565000.0,24433439000.0,22185610000.0,27015172000.0,23444324000.0,22909235000.0,22720640000.0,22096370000.0
2089.0,23459301000.0,25243423000.0,19453192000.0,21637765000.0,19731850000.0,18811595000.0,25998692000.0,24068663000.0,21943702000.0,27362664000.0,23067167000.0,22641017000.0,22382768000.0,21907032000.0
2090.0,23146988000.0,24921299000.0,19146813000.0,21164616000.0,19502620000.0,18499275000.0,25587890000.0,23800076000.0,21644546000.0,27823088000.0,22722785000.0,23085530000.0,22142904000.0,21620300000.0
2091.0,22797562000.0,24974051000.0,18889190000.0,20665598000.0,19243735000.0,18127858000.0,25355844000.0,23467490000.0,21394205000.0,26445636000.0,22495146000.0,22412902000.0,21826218000.0,21470188000.0
2092.0,22478799000.0,24533905000.0,18665495000.0,20252207000.0,18983993000.0,17850274000.0,25060708000.0,23224859000.0,21332677000.0,25973320000.0,22027141000.0,22009088000.0,21643893000.0,21159850000.0
2093.0,22117822000.0,24295480000.0,18426400000.0,19804336000.0,18770792000.0,17584777000.0,24772050000.0,22854906000.0,21127784000.0,25741142000.0,21637433000.0,21765685000.0,21284788000.0,20994656000.0
2094.0,21969267000.0,24046828000.0,18199340000.0,19399936000.0,19325393000.0,17247977000.0,24433756000.0,22501288000.0,21553496000.0,25723466000.0,21262025000.0,21803092000.0,21007426000.0,20656239000.0
2095.0,21594659000.0,23833672000.0,17874770000.0,19011099000.0,18430095000.0,17122425000.0,24100866000.0,22203097000.0,20467266000.0,25708607000.0,20973950000.0,21534150000.0,20751900000.0,20393193000.0
2096.0,22180045000.0,23620803000.0,17663080000.0,18597560000.0,18165187000.0,16733064000.0,23910564000.0,21843575000.0,20170338000.0,25187656000.0,20705354000.0,21202043000.0,20597932000.0,20144546000.0
2097.0,21147908000.0,23331530000.0,17389804000.0,18218680000.0,18080620000.0,16499318000.0,23576422000.0,21548902000.0,19985598000.0,24893852000.0,20292260000.0,21008771000.0,20406622000.0,19910949000.0
2098.0,20908739000.0,23189152000.0,17084130000.0,17878368000.0,17861317000.0,16250550000.0,23364820000.0,21829410000.0,19713133000.0,24612450000.0,19936406000.0,20747225000.0,20091380000.0,19617130000.0
2099.0,20847763000.0,22936824000.0,16823417000.0,17594774000.0,17731662000.0,16034494000.0,23023260000.0,21193910000.0,19412425000.0,24433134000.0,19584557000.0,20568590000.0,19869616000.0,19427680000.0
2100.0,20796293000.0,22980903000.0,16664757000.0,17314836000.0,17699803000.0,15792458000.0,22900972000.0,20808946000.0,19319097000.0,25007501000.0,19391328000.0,20417468000.0,19755730000.0,19527858000.0
