time,MRI-ESM2-0,GFDL-ESM4,CAMS-CSM1-0,EC-EARTH3-VEG
2046.0,38265230000.0,41331990000.0,43112387000.0,41379717000.0
2047.0,37667336000.0,41050292000.0,42668765000.0,41084285000.0
2048.0,37225080000.0,40945470000.0,42329620000.0,40719570000.0
2049.0,36797610000.0,40452600000.0,42147610000.0,40434696000.0
2050.0,36496230000.0,40072643000.0,41722307000.0,40386710000.0
2051.0,36049002000.0,39990256000.0,41672917000.0,40252944000.0
2052.0,35634463000.0,39539696000.0,41320767000.0,39554270000.0
2053.0,35781150000.0,39144825000.0,41154232000.0,39289352000.0
2054.0,35081990000.0,38897287000.0,42671886000.0,39149130000.0
2055.0,34636317000.0,38527726000.0,42492674000.0,38733492000.0
2056.0,34251720000.0,38113636000.0,41109890000.0,38368320000.0
2057.0,33782890000.0,37769507000.0,40636457000.0,38057690000.0
2058.0,33408016000.0,37393625000.0,40723410000.0,37625970000.0
2059.0,32928390000.0,37044384000.0,40673116000.0,38069834000.0
2060.0,32496564000.0,36736800000.0,40184230000.0,36921504000.0
2061.0,32294222000.0,36821037000.0,39825210000.0,36643852000.0
2062.0,31930042000.0,36271290000.0,39515410000.0,36431016000.0
2063.0,31821597000.0,36822176000.0,39242166000.0,36097060000.0
2064.0,33351606000.0,35998007000.0,39010013000.0,35882086000.0
2065.0,31585866000.0,35803644000.0,38776710000.0,35618165000.0
2066.0,31255302000.0,35813376000.0,38738887000.0,35532546000.0
2067.0,30879263000.0,35385700000.0,38577603000.0,35037850000.0
2068.0,30681039000.0,35849190000.0,38073647000.0,35135435000.0
2069.0,30319655000.0,35516540000.0,38514750000.0,34877370000.0
2070.0,30022707000.0,35436855000.0,41455895000.0,34419250000.0
2071.0,30660071000.0,35796860000.0,39265448000.0,35301044000.0
2072.0,29780042000.0,34737400000.0,38353605000.0,34706055000.0
2073.0,29377858000.0,34359425000.0,38094684000.0,34319921000.0
2074.0,30109157000.0,34560844000.0,38485053000.0,34019320000.0
2075.0,28884005000.0,35417830000.0,43178440000.0,34066300000.0
2076.0,29118188000.0,34639213000.0,38976500000.0,33967438000.0
2077.0,29155242000.0,34027459000.0,37918794000.0,33682233000.0
2078.0,29072802000.0,34071914000.0,38132478000.0,35973472000.0
2079.0,28778140000.0,34743330000.0,37834056000.0,34678317000.0
2080.0,29345580000.0,36505610000.0,39727720000.0,33680505000.0
2081.0,28650830000.0,35406934000.0,38022767000.0,34653807000.0
2082.0,28905693000.0,35055813000.0,37852790000.0,33315780000.0
2083.0,28185113000.0,34520390000.0,39103680000.0,33060119000.0
2084.0,28138338000.0,34134634000.0,37537330000.0,32673847000.0
2085.0,27517075000.0,34233500000.0,37944226000.0,32426344000.0
2086.0,28956500000.0,33745807000.0,37143330000.0,32199123000.0
2087.0,27653726000.0,33515452000.0,37288590000.0,32314546000.0
2088.0,27541092000.0,33503302000.0,38073210000.0,33122083000.0
2089.0,27584748000.0,34083998000.0,38149173000.0,32051573000.0
2090.0,27006284000.0,33744128000.0,39791116000.0,31812630000.0
2091.0,27923274000.0,33470032000.0,38036673000.0,31676630000.0
2092.0,28109849000.0,33493670000.0,37324034000.0,31822146000.0
2093.0,27109880000.0,32934134000.0,36815053000.0,31366660000.0
2094.0,27039380000.0,32718785000.0,37667488000.0,31120642000.0
2095.0,26662988000.0,33688009000.0,38869766000.0,31311400000.0
2096.0,28042140000.0,32808045000.0,37479096000.0,32238900000.0
2097.0,27310244000.0,32545255000.0,37069110000.0,31143856000.0
2098.0,29552275000.0,32552370000.0,36586900000.0,31287433000.0
2099.0,28060965000.0,33250394000.0,37015540000.0,30793960000.0
2100.0,27923490000.0,32861215000.0,39825450000.0,30493577000.0
