time,ACCESS-ESM1-5,MRI-ESM2-0,CANESM5,CESM2-WACCM,ACCESS-CM2,IPSL-CM6A-LR
2034.0,26399099000.0,26872175000.0,26405542000.0,25857485000.0,25650156000.0,26252960000.0
2035.0,26204991000.0,26757923000.0,26096850000.0,25678017000.0,25373210000.0,26026007000.0
2036.0,26005322000.0,26609306000.0,25904646000.0,25382367000.0,25119586000.0,25806834000.0
2037.0,26020987000.0,26471393000.0,25724492000.0,25184418000.0,24984550000.0,25654704000.0
2038.0,25735768000.0,26337626000.0,25489250000.0,24874643000.0,24681556000.0,25410160000.0
2039.0,25878348000.0,26183018000.0,25262875000.0,24693840000.0,24417634000.0,25217327000.0
2040.0,25437882000.0,26014894000.0,25060470000.0,24424870000.0,24125751000.0,25082898000.0
2041.0,25246405000.0,25864208000.0,24819395000.0,24238731000.0,23902355000.0,24907014000.0
2042.0,25045190000.0,25623680000.0,24626653000.0,23993793000.0,23642739000.0,24614926000.0
2043.0,24857190000.0,25417510000.0,24383496000.0,23735407000.0,23374402000.0,24353655000.0
2044.0,24678590000.0,25221687000.0,24167563000.0,23544152000.0,23166730000.0,24127547000.0
2045.0,24517738000.0,25054204000.0,23779460000.0,23304104000.0,22832670000.0,23760640000.0
2046.0,24352432000.0,24824095000.0,23438866000.0,23052444000.0,22537648000.0,23494390000.0
2047.0,24127790000.0,24616264000.0,23112640000.0,22823072000.0,22289607000.0,23261528000.0
2048.0,23986770000.0,24369318000.0,22762320000.0,22587738000.0,22300250000.0,23032736000.0
2049.0,24055941000.0,24092453000.0,22488754000.0,22310373000.0,21964958000.0,22764046000.0
2050.0,23820333000.0,23764335000.0,22183997000.0,21987385000.0,21863141000.0,22610710000.0
2051.0,23610140000.0,23458839000.0,21901144000.0,21998977000.0,21537145000.0,22443084000.0
2052.0,23524440000.0,23361176000.0,21655398000.0,21658333000.0,21370274000.0,22182710000.0
2053.0,23360905000.0,23126428000.0,21333023000.0,21387135000.0,21096534000.0,21892436000.0
2054.0,23144468000.0,22813903000.0,21122826000.0,21169097000.0,20819892000.0,21632397000.0
2055.0,22915768000.0,22648210000.0,20765987000.0,20828905000.0,20564404000.0,21395490000.0
2056.0,22802874000.0,22433188000.0,20369818000.0,20610687000.0,20292936000.0,21156235000.0
2057.0,22710696000.0,22171556000.0,20025827000.0,20303990000.0,20067617000.0,20911665000.0
2058.0,22437284000.0,21948606000.0,19675722000.0,20019778000.0,19870896000.0,20581224000.0
2059.0,22213470000.0,21717647000.0,19492990000.0,19870933000.0,19578749000.0,20356825000.0
2060.0,21978276000.0,21516962000.0,19186390000.0,19647480000.0,19341590000.0,20143948000.0
2061.0,21806494000.0,21291506000.0,18930280000.0,19343796000.0,19129352000.0,19837243000.0
2062.0,21543868000.0,21164732000.0,18694263000.0,19058928000.0,18856405000.0,19676631000.0
2063.0,21318468000.0,20958726000.0,18416136000.0,18802276000.0,18610295000.0,19424913000.0
2064.0,21105514000.0,20769262000.0,18200973000.0,18520930000.0,18448480000.0,19213136000.0
2065.0,20888048000.0,20569256000.0,17972530000.0,18345340000.0,18118955000.0,18945900000.0
2066.0,20627026000.0,20252420000.0,17755193000.0,17987238000.0,17829980000.0,18759274000.0
2067.0,20368048000.0,20029004000.0,17496943000.0,17720721000.0,17602017000.0,18516232000.0
2068.0,20198488000.0,19836390000.0,17222005000.0,17522203000.0,17303628000.0,18272743000.0
2069.0,19902466000.0,19621915000.0,16971606000.0,17227583000.0,17130596000.0,18051215000.0
2070.0,19538137000.0,19451785000.0,16790466000.0,16961099000.0,16893535000.0,17846878000.0
2071.0,19343270000.0,19283894000.0,16518956000.0,16635904000.0,16572169000.0,17635854000.0
2072.0,19142253000.0,19140640000.0,16263917000.0,16369887000.0,16336212000.0,17414826000.0
2073.0,18939673000.0,18961572000.0,16043696000.0,16019513000.0,16065927000.0,17220366000.0
2074.0,18734555000.0,18834758000.0,15848207000.0,15751473000.0,15809408000.0,16942403000.0
2075.0,18443162000.0,18630904000.0,15573303000.0,15482141000.0,15556937000.0,16717479000.0
2076.0,18264605000.0,18336643000.0,15285313000.0,15190521000.0,15286881000.0,16499542000.0
2077.0,18070240000.0,18149124000.0,15039588000.0,14905090000.0,14989459000.0,16271228000.0
2078.0,17807282000.0,17940036000.0,14746239000.0,14544274000.0,14812306000.0,16065884000.0
2079.0,17610953000.0,17813197000.0,14459726000.0,14335192000.0,14567667000.0,15843245000.0
2080.0,17435980000.0,17590477000.0,14268073000.0,14072613000.0,14332246000.0,15579294000.0
2081.0,17206538000.0,17365402000.0,14048847000.0,13886273000.0,14134357000.0,15334863000.0
2082.0,17013030000.0,17180045000.0,13842580000.0,13569811000.0,13915103000.0,15134947000.0
2083.0,16759409000.0,16984518000.0,13617498000.0,13381012000.0,13663106000.0,14916846000.0
2084.0,16563342000.0,16795005000.0,13302929000.0,13155137000.0,13422930000.0,14723384000.0
2085.0,16378110000.0,16637316000.0,13012636000.0,12944330000.0,13246660000.0,14537927000.0
2086.0,16229607000.0,16436276000.0,12750299000.0,12661228000.0,13011670000.0,14369724000.0
2087.0,15995012000.0,16253766000.0,12571504000.0,12490311000.0,12836858000.0,14233560000.0
2088.0,15788686000.0,16099430000.0,12334622000.0,12169470000.0,12665165000.0,14040281000.0
2089.0,15654461000.0,15895478000.0,12147545000.0,11988328000.0,12495641000.0,13856623000.0
2090.0,15532912000.0,15780542000.0,11917824000.0,11792896000.0,12285424000.0,13661702000.0
2091.0,15373853000.0,15555418000.0,11679355000.0,11501026000.0,12020057000.0,13459689000.0
2092.0,15207101000.0,15393042000.0,11474121000.0,11240472000.0,11797214000.0,13289025000.0
2093.0,15074219000.0,15217486000.0,11185451000.0,10953217000.0,11647384000.0,13109499000.0
2094.0,14891766000.0,15001748000.0,10976548000.0,10782514000.0,11413457000.0,12958488000.0
2095.0,14665750000.0,14787117000.0,10744005000.0,10567670000.0,11208746000.0,12771052000.0
2096.0,14484872000.0,14599768000.0,10511531000.0,10373420000.0,10858766000.0,12553411000.0
2097.0,14317909000.0,14455255000.0,10316198000.0,9937471000.0,10527318000.0,12327640000.0
2098.0,14167972000.0,14231134000.0,10114280000.0,9698800000.0,10345306000.0,12160990000.0
2099.0,14083542000.0,14046550000.0,9870735000.0,9481482000.0,10178845000.0,11983131000.0
2100.0,13882947000.0,13909843000.0,9560200000.0,9293366000.0,9941408000.0,11785553000.0
2101.0,13731085000.0,13692225000.0,9211900000.0,9078590000.0,9770868000.0,11611310000.0
2102.0,13599003000.0,13481761000.0,9081719000.0,8919557000.0,9532007000.0,11443683000.0
2103.0,13400569000.0,13269923000.0,8898350000.0,8747476000.0,9378084000.0,11278136000.0
2104.0,13175848000.0,13056046000.0,8743889000.0,8521039000.0,9161699000.0,11065466000.0
2105.0,13052556000.0,12860868000.0,8529423000.0,8344037000.0,8991238000.0,10836898000.0
2106.0,12863685000.0,12584275000.0,8305592300.0,8184412000.0,8786582000.0,10678331000.0
2107.0,12711984000.0,12300980000.0,8027288000.0,7947000000.0,8570934300.0,10463971000.0
2108.0,12549025000.0,12122687000.0,7811429400.0,7799277600.0,8393863700.0,10297898000.0
2109.0,12329941000.0,11878370000.0,7640989700.0,7657756700.0,8198265300.0,10145094000.0
2110.0,12192819000.0,11722767000.0,7447922700.0,7467029500.0,7992920600.0,9968644000.0
2111.0,12054301000.0,11460256000.0,7223131000.0,7262129000.0,7677508600.0,9696745000.0
2112.0,11867317000.0,11222491000.0,7059223600.0,7088485000.0,7489396000.0,9400832000.0
2113.0,11667600000.0,11048464000.0,6882191000.0,6892380000.0,7163175400.0,9204519000.0
2114.0,11495778000.0,10839314000.0,6717173000.0,6612657700.0,6981739500.0,9068543000.0
2115.0,11331945000.0,10548376000.0,6593885000.0,6357112000.0,6734440400.0,8933835000.0
2116.0,11148782000.0,10356457000.0,6375064000.0,6179257300.0,6567635000.0,8761266000.0
2117.0,10975054000.0,10116796000.0,6140694000.0,5958725000.0,6341939000.0,8568057000.0
2118.0,10763916000.0,9962650000.0,5943415300.0,5705970000.0,6193864700.0,8416229400.0
2119.0,10585848000.0,9877231000.0,5754496000.0,5480476000.0,6019826700.0,8258263600.0
2120.0,10405445000.0,9782277000.0,5476958000.0,5287751700.0,5834308000.0,8091335000.0
2121.0,10285017000.0,9688470000.0,5307688000.0,5151526000.0,5665997300.0,7912053000.0
2122.0,10130914000.0,9585995000.0,5116160000.0,4938438000.0,5466789000.0,7725143000.0
2123.0,10027739000.0,9441042000.0,4844229600.0,4824178700.0,5276369400.0,7629677600.0
2124.0,9890677000.0,9306178000.0,4635376000.0,4705734000.0,5104361500.0,7493534700.0
2125.0,9761963000.0,9149475000.0,4432607700.0,4543018500.0,4941472000.0,7311234600.0
2126.0,9635728000.0,9043543000.0,4255504400.0,4382339000.0,4831359000.0,7166652000.0
2127.0,9457056000.0,8906525000.0,4107379200.0,4197376300.0,4732206000.0,6881340000.0
2128.0,9359162000.0,8793658000.0,3837369300.0,4059433500.0,4593434000.0,6728436700.0
2129.0,9162094000.0,8692605000.0,3697659100.0,3952412200.0,4455602000.0,6524386000.0
2130.0,9058006000.0,8569950700.0,3582370600.0,3802368000.0,4304694000.0,6304195000.0
2131.0,8862260000.0,8402551300.0,3442703000.0,3670243800.0,4150956000.0,6144924000.0
2132.0,8688441000.0,8286973000.0,3330428200.0,3526668500.0,4053570800.0,5980022300.0
2133.0,8576354300.0,8141192000.0,3240479200.0,3418541300.0,3940847600.0,5776024600.0
2134.0,8450726000.0,8059778600.0,3159366100.0,3293189000.0,3805232600.0,5564827000.0
2135.0,8362952700.0,7927320600.0,3115470000.0,3173992400.0,3650941700.0,5413964000.0
2136.0,8230335500.0,7813856000.0,2982791400.0,3075255800.0,3545091800.0,5181123600.0
2137.0,8097641500.0,7672113000.0,2908451800.0,2935424500.0,3411204600.0,5003190000.0
2138.0,7934376400.0,7545326000.0,2849668400.0,2810060000.0,3313888300.0,4785622500.0
2139.0,7805133000.0,7442940000.0,2775091700.0,2737613800.0,3202788400.0,4635535000.0
2140.0,7695355400.0,7352186000.0,2734408200.0,2621356000.0,3091743000.0,4529114600.0
2141.0,7536316400.0,7227041000.0,2668596200.0,2532638500.0,3008998700.0,4422235000.0
2142.0,7428718600.0,7108237000.0,2619274500.0,2456281900.0,2905752800.0,4286934300.0
2143.0,7334352000.0,6996935000.0,2553511400.0,2410518000.0,2837301500.0,4134166000.0
2144.0,7232153600.0,6786911700.0,2480319000.0,2320709600.0,2793693200.0,4012892200.0
2145.0,7074537000.0,6649863000.0,2432557800.0,2254340600.0,2714087000.0,3960977200.0
2146.0,6937465300.0,6452347000.0,2384582100.0,2202263600.0,2649178000.0,3887221800.0
2147.0,6775602000.0,6327837700.0,2340862500.0,2164518400.0,2562079700.0,3780809500.0
2148.0,6574049000.0,6217499600.0,2300854800.0,2110645500.0,2493345800.0,3685590300.0
2149.0,6462961000.0,6091911000.0,2245695000.0,2026940900.0,2432695800.0,3619343600.0
2150.0,6290330000.0,5985917000.0,2224095700.0,2000322200.0,2340290800.0,3565951500.0
2151.0,6160221000.0,5890927600.0,2184053500.0,1965003900.0,2298126300.0,3528202200.0
2152.0,6044435500.0,5724607500.0,2119627900.0,1921605000.0,2232641300.0,3469036300.0
2153.0,5958048000.0,5618960000.0,2071842600.0,1862725000.0,2179828500.0,3434324500.0
2154.0,5872727000.0,5510712000.0,2031290800.0,1828461200.0,2113215900.0,3396885500.0
2155.0,5727546000.0,5390464500.0,2003227500.0,1797685600.0,2065381800.0,3340275200.0
2156.0,5646646000.0,5309176000.0,1954354300.0,1763154800.0,2045171300.0,3282355000.0
2157.0,5550110000.0,5176606700.0,1921483400.0,1721431600.0,2008320300.0,3230651100.0
2158.0,5431855600.0,5034539500.0,1890166100.0,1678790300.0,1939933000.0,3189989600.0
2159.0,5374981000.0,4937106400.0,1859611900.0,1644218400.0,1892735400.0,3141889300.0
2160.0,5265983000.0,4842057700.0,1848254200.0,1615991000.0,1868565800.0,3105026000.0
2161.0,5121193000.0,4755528000.0,1813426700.0,1584837100.0,1847039900.0,3016890600.0
2162.0,4995772400.0,4675719000.0,1772025300.0,1551472000.0,1810016000.0,2980542000.0
2163.0,4864732700.0,4537389000.0,1727465700.0,1518240800.0,1762350300.0,2925947400.0
2164.0,4769616400.0,4443494000.0,1689186200.0,1493042300.0,1735667000.0,2876660200.0
2165.0,4690691600.0,4329545000.0,1648529300.0,1462479500.0,1696251500.0,2827387600.0
2166.0,4563335000.0,4202260700.0,1609461900.0,1438909600.0,1664858900.0,2784673300.0
2167.0,4432834600.0,4134397400.0,1573045000.0,1423099600.0,1633765600.0,2738644700.0
2168.0,4330871000.0,4071118300.0,1525115600.0,1399188000.0,1602098600.0,2710708500.0
2169.0,4232755700.0,4008884700.0,1495263700.0,1384226600.0,1573571000.0,2650082800.0
2170.0,4175642600.0,3946840800.0,1479823100.0,1371495200.0,1542373100.0,2611594200.0
2171.0,4097830400.0,3856450800.0,1462211500.0,1335360600.0,1502892200.0,2576165400.0
2172.0,4008647700.0,3832762600.0,1436769200.0,1324854500.0,1471356700.0,2557578500.0
2173.0,3940813600.0,3759140900.0,1387807000.0,1306119600.0,1450313500.0,2510985700.0
2174.0,3894887000.0,3713756400.0,1359510100.0,1276753800.0,1427871900.0,2463834600.0
2175.0,3825257500.0,3681784800.0,1327148900.0,1271201500.0,1395440100.0,2421916700.0
2176.0,3735370500.0,3628988000.0,1312549400.0,1247433000.0,1386914400.0,2354673400.0
2177.0,3651371300.0,3570880300.0,1284618100.0,1233292700.0,1365371900.0,2334295600.0
2178.0,3611097900.0,3506647600.0,1260004700.0,1221134800.0,1336832000.0,2307718400.0
2179.0,3555585000.0,3441392000.0,1254917400.0,1211950300.0,1326770600.0,2271334400.0
2180.0,3518606800.0,3409095200.0,1232884200.0,1193408100.0,1314790300.0,2257292300.0
2181.0,3477764900.0,3359530000.0,1218066800.0,1185741300.0,1292430700.0,2219407400.0
2182.0,3399005400.0,3288005600.0,1209373300.0,1174313000.0,1274602200.0,2175632400.0
2183.0,3370792700.0,3222942500.0,1182314000.0,1157411000.0,1255250600.0,2151807500.0
2184.0,3343177700.0,3181371400.0,1173099000.0,1152930300.0,1240562200.0,2095644900.0
2185.0,3267885800.0,3144412400.0,1143897200.0,1142701300.0,1210215000.0,2045173000.0
2186.0,3239341600.0,3105963500.0,1102849400.0,1111742500.0,1203332100.0,1998903300.0
2187.0,3195638800.0,3030645800.0,1072311500.0,1078536800.0,1146913700.0,1972996000.0
2188.0,3154174500.0,2956359700.0,1045173400.0,1053036740.0,1106462200.0,1955616300.0
2189.0,3107314400.0,2928501000.0,1024351600.0,1020620000.0,1094685400.0,1938279400.0
2190.0,3066530800.0,2904653300.0,988922240.0,1019254200.0,1083160400.0,1894602000.0
2191.0,3002994400.0,2860737000.0,979659400.0,1009391940.0,1065461000.0,1865262100.0
2192.0,2948452000.0,2826305000.0,968909400.0,1003386800.0,1054294850.0,1847408600.0
2193.0,2918452000.0,2786934500.0,949672400.0,974160400.0,1020346700.0,1822429200.0
2194.0,2878705400.0,2769936000.0,909871000.0,963831550.0,1010720500.0,1803973200.0
2195.0,2833368300.0,2699945000.0,903751400.0,963959740.0,990345700.0,1785801200.0
2196.0,2788348000.0,2678955500.0,895009900.0,955396100.0,981588000.0,1757270500.0
2197.0,2771496400.0,2638587400.0,886012740.0,931290240.0,968502800.0,1731617800.0
2198.0,2744434400.0,2597822500.0,835190000.0,906379970.0,946735600.0,1715776000.0
2199.0,2718527700.0,2584510700.0,825826100.0,902685500.0,936414460.0,1699644800.0
2200.0,2679393000.0,2529633800.0,801569340.0,897872200.0,924088060.0,1694845600.0
2201.0,2646859000.0,2518888000.0,772898900.0,887460030.0,905553150.0,1665791100.0
2202.0,2608908800.0,2508013800.0,741666300.0,876917300.0,872416200.0,1658354800.0
2203.0,2580341000.0,2477169200.0,690863040.0,830002560.0,836246140.0,1637726600.0
2204.0,2537663500.0,2445183000.0,672607800.0,787224600.0,786122750.0,1630510600.0
2205.0,2552946400.0,2424798000.0,644441300.0,762630850.0,775788860.0,1609900500.0
2206.0,2505612800.0,2387647700.0,604872960.0,729510000.0,746341700.0,1600770700.0
2207.0,2481809700.0,2392091600.0,591886900.0,715210050.0,719479360.0,1586013800.0
2208.0,2458256600.0,2353962000.0,571395260.0,690634430.0,689593800.0,1566854400.0
2209.0,2417289700.0,2330708200.0,551389950.0,664789100.0,681096000.0,1547833700.0
2210.0,2408629500.0,2283327700.0,492534370.0,652627600.0,662028800.0,1543035400.0
2211.0,2365856300.0,2234035000.0,456757280.0,615004100.0,623159700.0,1526868000.0
2212.0,2336726500.0,2216419000.0,420043800.0,603339000.0,600876400.0,1508286800.0
2213.0,2333170700.0,2202732800.0,385353380.0,584509700.0,561099650.0,1501289900.0
2214.0,2310018600.0,2213528600.0,318923260.0,564138500.0,532247420.0,1474671900.0
2215.0,2296165400.0,2145382300.0,295659870.0,524210560.0,509619600.0,1458920700.0
2216.0,2276047000.0,2119837200.0,249854030.0,491832770.0,473842720.0,1432437000.0
2217.0,2241555700.0,2111838200.0,163962980.0,469487840.0,429153630.0,1423284400.0
2218.0,2215018000.0,2125418800.0,144759940.0,433061220.0,400763500.0,1414768800.0
2219.0,2191293700.0,2132431100.0,126193096.0,409980260.0,377833060.0,1387961000.0
2220.0,2180259000.0,2078323500.0,126166344.0,371957200.0,352978050.0,1372890000.0
2221.0,2130668500.0,2058234800.0,125059490.0,347763680.0,304387780.0,1361847200.0
2222.0,2116435300.0,2048462800.0,125042940.0,303810720.0,227632300.0,1343983600.0
2223.0,2082435500.0,2029733200.0,110010520.0,268836830.0,227607890.0,1327292700.0
2224.0,2070580900.0,2022446200.0,109990060.0,213231100.0,224703410.0,1323552300.0
2225.0,2043996800.0,2006261100.0,109939140.0,213205760.0,224517760.0,1322939800.0
2226.0,2019711500.0,1997278700.0,109326296.0,212617470.0,223447020.0,1310769200.0
2227.0,2006798500.0,1966377700.0,92839260.0,213834620.0,221335420.0,1309315200.0
2228.0,1974745600.0,1961009400.0,77708480.0,212321440.0,221043200.0,1291977500.0
2229.0,1957149600.0,1952657500.0,45222470.0,194146080.0,220905280.0,1289133400.0
2230.0,1920986900.0,1943935100.0,44735892.0,192809150.0,202873900.0,1272756600.0
2231.0,1907544200.0,1901011700.0,44370492.0,190716340.0,201726540.0,1264566000.0
2232.0,1895806800.0,1881353600.0,43853650.0,190643550.0,201696380.0,1257723800.0
2233.0,1887492200.0,1857498200.0,30502062.0,171057890.0,199731410.0,1249747500.0
2234.0,1875437400.0,1844369000.0,30160220.0,176120980.0,179758770.0,1236135300.0
2235.0,1860567700.0,1833489400.0,30148598.0,152754200.0,179759230.0,1231301900.0
2236.0,1849771000.0,1817590900.0,30138348.0,152740450.0,178892050.0,1224194300.0
2237.0,1822766600.0,1800058600.0,30114614.0,152720260.0,159113580.0,1217168800.0
2238.0,1792556400.0,1796161300.0,29482812.0,134131630.0,156347820.0,1202053800.0
2239.0,1752613100.0,1778268200.0,29463638.0,134109320.0,156321040.0,1197301500.0
2240.0,1735188900.0,1756052600.0,18139476.0,133873770.0,137794780.0,1189662000.0
2241.0,1723909500.0,1744193300.0,17830062.0,133839210.0,137758000.0,1184046500.0
2242.0,1699429200.0,1749364200.0,17827032.0,133318830.0,138173090.0,1175724800.0
2243.0,1694295900.0,1738482000.0,17822106.0,132915780.0,137423890.0,1175360500.0
2244.0,1683340800.0,1727366500.0,17817308.0,132068720.0,136112290.0,1170778500.0
2245.0,1661145900.0,1726779100.0,17812256.0,130925340.0,135667280.0,1164135400.0
2246.0,1651868700.0,1714511700.0,17701758.0,115913320.0,135645170.0,1157914400.0
2247.0,1649596400.0,1705561900.0,17697386.0,115872856.0,135620740.0,1155668400.0
2248.0,1642973300.0,1699534000.0,17691260.0,115808360.0,134382500.0,1141646700.0
2249.0,1628450400.0,1698312200.0,17335356.0,115786610.0,119343840.0,1116397800.0
2250.0,1621304600.0,1686432600.0,17332316.0,115768750.0,118825336.0,1110015100.0
2251.0,1611479200.0,1678019300.0,17328498.0,114972456.0,118810300.0,1103201800.0
2252.0,1601379100.0,1671233000.0,17324096.0,114111640.0,118782056.0,1076214900.0
2253.0,1585226000.0,1656029400.0,17320556.0,97677770.0,118716730.0,1068019460.0
2254.0,1580763600.0,1648608800.0,17297254.0,97665700.0,118657670.0,1041716900.0
2255.0,1569914900.0,1625542400.0,17294952.0,96933670.0,118443880.0,1020901800.0
2256.0,1546676200.0,1622096500.0,17268830.0,82018360.0,102402616.0,994280960.0
2257.0,1535728900.0,1616530700.0,17232670.0,81739900.0,102809050.0,978701800.0
2258.0,1528353300.0,1603825700.0,17230554.0,81604056.0,100383780.0,966287900.0
2259.0,1521088500.0,1603429800.0,7863836.5,81593464.0,85265050.0,962782800.0
2260.0,1511031200.0,1590820200.0,7862541.5,81581110.0,83671940.0,944740400.0
2261.0,1498951600.0,1577779700.0,7861566.0,81964590.0,83182030.0,916336000.0
2262.0,1496948700.0,1569037600.0,7858209.5,65996404.0,82726744.0,905230300.0
2263.0,1493735800.0,1559754600.0,7856347.0,65990270.0,82715550.0,894930500.0
2264.0,1488901800.0,1569525800.0,7852352.5,65981704.0,67009410.0,894583360.0
2265.0,1481214500.0,1551076900.0,4560435.0,65965560.0,66123010.0,880805700.0
2266.0,1460095900.0,1548388600.0,4557690.0,65235310.0,66109830.0,871680600.0
2267.0,1430114600.0,1538831400.0,4556255.5,65644890.0,66527972.0,863759900.0
2268.0,1419464700.0,1534335700.0,4551518.5,65224950.0,65888132.0,822550800.0
2269.0,1412944500.0,1521146400.0,4538213.5,64338424.0,65876892.0,810540350.0
2270.0,1410670800.0,1505155700.0,4535956.5,64337364.0,65875748.0,801708900.0
2271.0,1403280000.0,1502601200.0,4532471.5,64555124.0,65864696.0,758737400.0
2272.0,1397147300.0,1494951200.0,4523627.0,64330068.0,65857884.0,741737660.0
2273.0,1392518300.0,1487604500.0,4521195.5,50975788.0,65852530.0,719111550.0
2274.0,1386764400.0,1484464900.0,4512797.5,50113510.0,65130570.0,708135500.0
2275.0,1379459700.0,1480388200.0,4510543.0,50112544.0,67112904.0,696814600.0
2276.0,1379444000.0,1469454300.0,4510124.5,33209970.0,52103212.0,685222800.0
2277.0,1372904400.0,1461548900.0,4507678.5,33210056.0,52102588.0,673934100.0
2278.0,1359842700.0,1461680300.0,4499575.0,33206952.0,51684350.0,658898600.0
2279.0,1346547100.0,1459922600.0,4498106.5,33203934.0,51674508.0,646996160.0
2280.0,1340461800.0,1453349600.0,4496068.0,33197084.0,51671950.0,622922240.0
2281.0,1338873000.0,1459714400.0,1890425.8,33199328.0,50812864.0,610527940.0
2282.0,1315196800.0,1435026300.0,1888227.4,33205420.0,50687336.0,584440700.0
2283.0,1310493400.0,1431329200.0,1883038.2,33200808.0,50688200.0,572318340.0
2284.0,1305261400.0,1422639200.0,1882050.2,33191194.0,51993108.0,560915300.0
2285.0,1280902700.0,1409865000.0,1881775.4,34491750.0,50691580.0,531249760.0
2286.0,1246192500.0,1388241800.0,1878474.1,33193828.0,50631004.0,505033100.0
2287.0,1239004500.0,1362606300.0,1874863.8,33190918.0,50619544.0,492188350.0
2288.0,1212145000.0,1357877200.0,1873811.4,21176964.0,33684332.0,471820400.0
2289.0,1201819800.0,1343705000.0,1872363.9,21172772.0,33681820.0,437474270.0
2290.0,1192367100.0,1343126700.0,1875382.4,21175098.0,33678660.0,431640540.0
2291.0,1160899600.0,1337969200.0,1868513.5,20513362.0,33676104.0,429876580.0
2292.0,1156354300.0,1328677900.0,1865326.5,20499626.0,34984308.0,428424770.0
2293.0,1136877200.0,1325568300.0,1862893.6,20498378.0,22637070.0,428364900.0
2294.0,1123566800.0,1314322600.0,1861873.6,20499758.0,22636926.0,430460320.0
2295.0,1114257400.0,1303225500.0,1859486.6,20499514.0,22606112.0,428242800.0
2296.0,1097874400.0,1290667000.0,1857126.5,20499738.0,22611152.0,430267700.0
2297.0,1091044400.0,1287944600.0,1852011.8,20499318.0,22594002.0,426991700.0
2298.0,1065183940.0,1274668400.0,1851152.6,20493654.0,22584592.0,426916030.0
2299.0,1055422400.0,1273085700.0,1837151.2,20490242.0,22585928.0,425661800.0
2300.0,1057205250.0,1263604600.0,1833588.4,20491294.0,21609852.0,406590460.0
