time,MRI-ESM2-0,CESM2-WACCM,IPSL-CM6A-LR,CANESM5
2000.0,29733663000.0,29733663000.0,29733663000.0,29733663000.0
2001.0,30042155000.0,30042155000.0,30042155000.0,30042155000.0
2002.0,29767254000.0,29767254000.0,29767254000.0,29767254000.0
2003.0,30284126000.0,30284126000.0,30284126000.0,30284126000.0
2004.0,29912414000.0,29912414000.0,29912414000.0,29912414000.0
2005.0,29560494000.0,29560494000.0,29560494000.0,29560494000.0
2006.0,29577593000.0,29577593000.0,29577593000.0,29577593000.0
2007.0,29510894000.0,29510894000.0,29510894000.0,29510894000.0
2008.0,29440094000.0,29440094000.0,29440094000.0,29440094000.0
2009.0,29337164000.0,29337164000.0,29337164000.0,29337164000.0
2010.0,29291272000.0,29291272000.0,29291272000.0,29291272000.0
2011.0,29228638000.0,29228638000.0,29228638000.0,29228638000.0
2012.0,29197402000.0,29197402000.0,29197402000.0,29197402000.0
2013.0,29003104000.0,29003104000.0,29003104000.0,29003104000.0
2014.0,28887525000.0,28887525000.0,28887525000.0,28887525000.0
2015.0,28997410000.0,28997410000.0,28997410000.0,28997410000.0
2016.0,28875350000.0,28875350000.0,28875350000.0,28875350000.0
2017.0,28675973000.0,28675973000.0,28675973000.0,28675973000.0
2018.0,28566374000.0,28566374000.0,28566374000.0,28566374000.0
2019.0,28482843000.0,28482843000.0,28482843000.0,28482843000.0
2020.0,28448883000.0,28448883000.0,28448883000.0,28448883000.0
2021.0,28321610000.0,28392298000.0,28307069000.0,28375714000.0
2022.0,28186442000.0,28300110000.0,28172489000.0,28160764000.0
2023.0,28112806000.0,28028430000.0,28054970000.0,28058653000.0
2024.0,28170805000.0,27836344000.0,28187060000.0,27901950000.0
2025.0,27948650000.0,27653940000.0,27890715000.0,27784944000.0
2026.0,27842814000.0,27385307000.0,27691764000.0,27697523000.0
2027.0,27775398000.0,27414800000.0,27589245000.0,27510660000.0
2028.0,27571970000.0,27188740000.0,27435166000.0,27288723000.0
2029.0,27465261000.0,26908359000.0,27259490000.0,27137102000.0
2030.0,27358790000.0,26743630000.0,27029189000.0,27176792000.0
2031.0,27202417000.0,26575368000.0,26946335000.0,26870262000.0
2032.0,27091993000.0,26310095000.0,26630427000.0,26626079000.0
2033.0,27079768000.0,26115121000.0,26407846000.0,26448312000.0
2034.0,26869244000.0,25858777000.0,26255071000.0,26408270000.0
2035.0,26750829000.0,25677541000.0,26030051000.0,26104895000.0
2036.0,26602863000.0,25382451000.0,25815702000.0,25909758000.0
2037.0,26464006000.0,25183476000.0,25668655000.0,25733210000.0
2038.0,26324791000.0,24874180000.0,25423438000.0,25498014000.0
2039.0,26168087000.0,24686846000.0,25236052000.0,25275030000.0
2040.0,26002862000.0,24419463000.0,25107538000.0,25076142000.0
2041.0,25859574000.0,24464568000.0,24870388000.0,24793682000.0
2042.0,25721995000.0,24228016000.0,24675720000.0,24564705000.0
2043.0,25538038000.0,23948626000.0,24423438000.0,24358740000.0
2044.0,25407380000.0,23661693000.0,24197358000.0,24193171000.0
2045.0,25231860000.0,23415800000.0,24276951000.0,23923757000.0
2046.0,25099256000.0,23172153000.0,23812782000.0,23597390000.0
2047.0,24939993000.0,22968030000.0,23594514000.0,23326628000.0
2048.0,24740966000.0,22711124000.0,23285174000.0,23062882000.0
2049.0,24567364000.0,22514813000.0,23032193000.0,22799854000.0
2050.0,24378405000.0,22158834000.0,22802598000.0,22585985000.0
2051.0,24221225000.0,21934858000.0,22636900000.0,22375811000.0
2052.0,24035940000.0,21609673000.0,22450160000.0,22010163000.0
2053.0,23922299000.0,21363855000.0,22220392000.0,21721995000.0
2054.0,23767912000.0,21031387000.0,21986800000.0,21481447000.0
2055.0,23607392000.0,20762544000.0,21716564000.0,21240154000.0
2056.0,23490963000.0,20432837000.0,21528347000.0,21048947000.0
2057.0,23418124000.0,20152074000.0,21278466000.0,20768539000.0
2058.0,23418757000.0,19850523000.0,20984893000.0,20454980000.0
2059.0,23084681000.0,19521507000.0,20764068000.0,20300595000.0
2060.0,22893994000.0,19355060000.0,20619545000.0,20057920000.0
2061.0,22812310000.0,19071293000.0,20308464000.0,19854020000.0
2062.0,22628645000.0,18809946000.0,20138848000.0,19593687000.0
2063.0,22500465000.0,18652226000.0,19954653000.0,19383534000.0
2064.0,22304070000.0,18437388000.0,19766866000.0,19187601000.0
2065.0,22177260000.0,18250445000.0,19510747000.0,18983504000.0
2066.0,22055030000.0,18009494000.0,19334810000.0,18729343000.0
2067.0,21959810000.0,17776044000.0,19119133000.0,18596155000.0
2068.0,21803774000.0,17628236000.0,18912324000.0,18414123000.0
2069.0,21646037000.0,17405026000.0,18680375000.0,18170884000.0
2070.0,21576747000.0,17194170000.0,18473634000.0,18026725000.0
2071.0,21434284000.0,17035276000.0,18379704000.0,17864796000.0
2072.0,21338448000.0,16943650000.0,18188978000.0,17742350000.0
2073.0,21198950000.0,16769407000.0,18068060000.0,17518592000.0
2074.0,21104595000.0,16647307000.0,17974300000.0,17359735000.0
2075.0,20987734000.0,16450777000.0,17825001000.0,17176463000.0
2076.0,20882487000.0,16273688000.0,17716980000.0,17018539000.0
2077.0,21106942000.0,16156921000.0,17583747000.0,16922858000.0
2078.0,20661842000.0,15970196000.0,17430727000.0,16773450000.0
2079.0,20493250000.0,15855518000.0,17354370000.0,16646186000.0
2080.0,20445841000.0,15694098000.0,17401299000.0,16541894000.0
2081.0,20287992000.0,15579101000.0,17229433000.0,16481857000.0
2082.0,20177988000.0,15641506000.0,17069836000.0,16371890000.0
2083.0,20069431000.0,15325216000.0,16953500000.0,16235069000.0
2084.0,19981818000.0,15170385000.0,16781949000.0,16007545000.0
2085.0,19826864000.0,15075219000.0,16662394000.0,15941190000.0
2086.0,19717861000.0,14960792000.0,16538639000.0,16110107000.0
2087.0,20157762000.0,14828889000.0,16423440000.0,15902522000.0
2088.0,19573314000.0,14762092000.0,16360179000.0,15676858000.0
2089.0,19639734000.0,14571745000.0,16285370000.0,15636489000.0
2090.0,19466545000.0,14624431000.0,16182751000.0,15569318000.0
2091.0,19394484000.0,14466689000.0,16136843000.0,15531069000.0
2092.0,19422286000.0,14381216000.0,16198881000.0,15358141000.0
2093.0,19252030000.0,14286637000.0,16146163000.0,15275358000.0
2094.0,19290049000.0,14084795000.0,16074560000.0,15208004000.0
2095.0,19085105000.0,14414598000.0,15975253000.0,15106721000.0
2096.0,19056638000.0,13930781000.0,15927922000.0,15059512000.0
2097.0,18969156000.0,13790820000.0,15906122000.0,14938969000.0
2098.0,18886273000.0,13764845000.0,15837320000.0,14858766000.0
2099.0,18831784000.0,13981844000.0,15750276000.0,14840538000.0
2100.0,18726967000.0,13590987000.0,15710429000.0,14756574000.0
2101.0,18684854000.0,13678905000.0,15667956000.0,15570392000.0
2102.0,18839142000.0,13483900000.0,15586182000.0,14791821000.0
2103.0,18596330000.0,13320038000.0,15570855000.0,14713028000.0
2104.0,18499334000.0,13241147000.0,15551249000.0,14613756000.0
2105.0,18413076000.0,13140802000.0,15797862000.0,14526399000.0
2106.0,18422594000.0,13094191000.0,15478855000.0,14444025000.0
2107.0,18368110000.0,13197857000.0,15453821000.0,14413880000.0
2108.0,18270976000.0,12894991000.0,15491296000.0,14508155000.0
2109.0,18192410000.0,12729747000.0,15421222000.0,14382907000.0
2110.0,18326129000.0,12646026000.0,15352907000.0,14265488000.0
2111.0,18120660000.0,12617975000.0,15284693000.0,14180291000.0
2112.0,18050953000.0,12818418000.0,15226295000.0,14115148000.0
2113.0,18079738000.0,12415071000.0,15212319000.0,14082872000.0
2114.0,18137872000.0,12290612000.0,15648094000.0,13967967000.0
2115.0,17805169000.0,12241177000.0,15884432000.0,13946447000.0
2116.0,17764803000.0,12197142000.0,15408114000.0,14188169000.0
2117.0,17679415000.0,12269838000.0,15331425000.0,14311222000.0
2118.0,17570675000.0,12142572000.0,15308499000.0,14530151000.0
2119.0,17501964000.0,12465357000.0,15287908000.0,14103228000.0
2120.0,17425760000.0,12258686000.0,15152718000.0,13936707000.0
2121.0,17351832000.0,12049714000.0,15146144000.0,13860575000.0
2122.0,17310192000.0,12079055000.0,15034139000.0,13705019000.0
2123.0,17272540000.0,11974796000.0,15032150000.0,13706206000.0
2124.0,17266029000.0,12190014000.0,15257090000.0,13592822000.0
2125.0,17091810000.0,12134400000.0,14952845000.0,13749101000.0
2126.0,17066342000.0,11949577000.0,14854373000.0,14021686000.0
2127.0,16986519000.0,11915378000.0,14994896000.0,13867956000.0
2128.0,17277794000.0,11794977000.0,14838025000.0,13544492000.0
2129.0,17537868000.0,11761196000.0,14787630000.0,13434031000.0
2130.0,17119556000.0,11929386000.0,14896707000.0,13467667000.0
2131.0,16865141000.0,11720721000.0,14806558000.0,13519570000.0
2132.0,16882929000.0,11648458000.0,14668637000.0,13769477000.0
2133.0,16791066000.0,11949069000.0,14916024000.0,13562470000.0
2134.0,16699491000.0,11648970000.0,14860831000.0,13821451000.0
2135.0,16981766000.0,11571192000.0,14612965000.0,13958770000.0
2136.0,17256760000.0,11471572000.0,14632541000.0,13602986000.0
2137.0,16666935000.0,11440895000.0,15112525000.0,13915297000.0
2138.0,16729435000.0,11513366000.0,14529704000.0,13548827000.0
2139.0,16742118000.0,11525380000.0,14494998000.0,13646188000.0
2140.0,16601119000.0,11612683000.0,14469432000.0,13661822000.0
2141.0,16688462000.0,11440069000.0,14676177000.0,13503375000.0
2142.0,16651519000.0,11559876000.0,14784063000.0,13866750000.0
2143.0,16512833000.0,11330616000.0,15121328000.0,13929764000.0
2144.0,16466007000.0,11706875000.0,14827994000.0,15139089000.0
2145.0,16547876000.0,11520207000.0,15161736000.0,14646270000.0
2146.0,16461566000.0,11246225000.0,14764578000.0,13979902000.0
2147.0,16398180000.0,11207796000.0,16272679000.0,14194508000.0
2148.0,16326111000.0,11332002000.0,15337567000.0,13879741000.0
2149.0,16321861000.0,11199745000.0,14888242000.0,13804541000.0
2150.0,16234995000.0,11470179000.0,14830137000.0,13689642000.0
2151.0,16980943000.0,11259988000.0,14940607000.0,13785913000.0
2152.0,16330385000.0,11132111000.0,16202254000.0,13625215000.0
2153.0,16224808000.0,11148712000.0,15658114000.0,13835200000.0
2154.0,16191561000.0,11064610000.0,14891393000.0,13626854000.0
2155.0,16067915000.0,11229531000.0,14855579000.0,14322767000.0
2156.0,16020449000.0,11251708000.0,14953103000.0,14208196000.0
2157.0,16022951000.0,11035899000.0,14797352000.0,13801094000.0
2158.0,16096621000.0,11038630000.0,15183980000.0,13587357000.0
2159.0,16061854000.0,10993366000.0,14970873000.0,13532385000.0
2160.0,15940841000.0,10992977000.0,14933617000.0,13554351000.0
2161.0,16076510000.0,11024891000.0,14805856000.0,14007656000.0
2162.0,16162937000.0,10879720000.0,16371797000.0,14169811000.0
2163.0,15910017000.0,11080016000.0,15838800000.0,14962698000.0
2164.0,15861760000.0,10971594000.0,15413081000.0,14455854000.0
2165.0,15848923000.0,10881549000.0,15174287000.0,14697073000.0
2166.0,15765302000.0,10899738000.0,14938743000.0,14521147000.0
2167.0,15888539000.0,10982574000.0,15506776000.0,14131194000.0
2168.0,15741199000.0,10801182000.0,15245240000.0,13984423000.0
2169.0,15656154000.0,10975479000.0,15108840000.0,14005077000.0
2170.0,15650776000.0,11027091000.0,15707022000.0,13939192000.0
2171.0,15693075000.0,10817556000.0,15187232000.0,13795286000.0
2172.0,15556554000.0,10734785000.0,15525256000.0,13861180000.0
2173.0,15515192000.0,10948960000.0,15467385000.0,14018199000.0
