time,CCSM4,GFDL-CM3,CANESM2,NORESM1-M,IPSL-CM5A-LR,CSIRO-MK3-6-0,GFDL-ESM2G,CNRM-CM5,GISS-E2-R,MPI-ESM-LR
2015.0,10063784000.0,10063784000.0,10063784000.0,10063784000.0,10063784000.0,10063784000.0,10063784000.0,10063784000.0,10063784000.0,10063784000.0
2016.0,10063523000.0,10063523000.0,10063523000.0,10063523000.0,10063523000.0,10063523000.0,10063523000.0,10063523000.0,10063523000.0,10063523000.0
2017.0,10058212000.0,10058212000.0,10058212000.0,10058212000.0,10058212000.0,10058212000.0,10058212000.0,10058212000.0,10058212000.0,10058212000.0
2018.0,10052543000.0,10052543000.0,10052543000.0,10052543000.0,10052543000.0,10052543000.0,10052543000.0,10052543000.0,10052543000.0,10052543000.0
2019.0,10050993000.0,10050993000.0,10050993000.0,10050993000.0,10050993000.0,10050993000.0,10050993000.0,10050993000.0,10050993000.0,10050993000.0
2020.0,10044886000.0,10044886000.0,10044886000.0,10044886000.0,10044886000.0,10044886000.0,10044886000.0,10044886000.0,10044886000.0,10044886000.0
2021.0,10038309000.0,10041378000.0,10041633000.0,10043120000.0,10039983000.0,10041187000.0,10043193000.0,10041215000.0,10040040000.0,10040785000.0
2022.0,10031342000.0,10031625000.0,10034184000.0,10037842000.0,10033810000.0,10034373000.0,10035834000.0,10033480000.0,10034435000.0,10031952000.0
2023.0,10026627000.0,10027593000.0,10028735000.0,10032905000.0,10030799000.0,10029651000.0,10032792000.0,10027569000.0,10031025000.0,10029415000.0
2024.0,10021436000.0,10019439000.0,10023496000.0,10031416000.0,10023187000.0,10023980000.0,10025611000.0,10022071000.0,10029783000.0,10023914000.0
2025.0,10015528000.0,10008136000.0,10018665000.0,10027995000.0,10017307000.0,10021266000.0,10021441000.0,10015933000.0,10028090000.0,10019508000.0
2026.0,10007960000.0,9999596000.0,10016204000.0,10024443000.0,10011109000.0,10016972000.0,10015239000.0,10009956000.0,10024003000.0,10014978000.0
2027.0,10000463000.0,9981602000.0,10003467000.0,10020319000.0,10000594000.0,10016251000.0,10004005000.0,10006768000.0,10018866000.0,10006526000.0
2028.0,9985069000.0,9968827000.0,9986829000.0,10007905000.0,9987056000.0,10004868000.0,9995795000.0,9991330000.0,10005485000.0,9993273000.0
2029.0,9974600000.0,9947344000.0,9967542000.0,9996984000.0,9964576000.0,10002329000.0,9987188000.0,9980151000.0,9993210000.0,9980007000.0
2030.0,9959598000.0,9928067000.0,9960945000.0,9977057000.0,9946409000.0,9986059000.0,9969133000.0,9967122000.0,9975115000.0,9960590000.0
2031.0,9943682000.0,9900628000.0,9945396000.0,9970282000.0,9928323000.0,9985665000.0,9954971000.0,9956475000.0,9961743000.0,9963688000.0
2032.0,9924815000.0,9881607000.0,9923506000.0,9954547000.0,9903500000.0,9973388000.0,9945326000.0,9939543000.0,9954193000.0,9942255000.0
2033.0,9912449000.0,9843697000.0,9906859000.0,9944712000.0,9874878000.0,9966730000.0,9924823000.0,9931572000.0,9933762000.0,9931645000.0
2034.0,9895519000.0,9829435000.0,9883946000.0,9922621000.0,9858348000.0,9962245000.0,9915068000.0,9924429000.0,9922505000.0,9915886000.0
2035.0,9877264000.0,9787170000.0,9863051000.0,9907782000.0,9822193000.0,9937865000.0,9910678000.0,9898152000.0,9916417000.0,9899479000.0
2036.0,9847332000.0,9754469000.0,9828627000.0,9895909000.0,9794075000.0,9931054000.0,9892929000.0,9892141000.0,9886831000.0,9888641000.0
2037.0,9827584000.0,9718971000.0,9797556000.0,9865847000.0,9752839000.0,9924648000.0,9872889000.0,9879632000.0,9856353000.0,9869192000.0
2038.0,9792537000.0,9676330000.0,9764992000.0,9840035000.0,9707055000.0,9912484000.0,9862512000.0,9850014000.0,9832287000.0,9835661000.0
2039.0,9759847000.0,9638808000.0,9720092000.0,9805075000.0,9669912000.0,9900586000.0,9840092000.0,9830473000.0,9794462000.0,9817710000.0
2040.0,9722909000.0,9604528000.0,9689782000.0,9773063000.0,9633017000.0,9880220000.0,9807483000.0,9803966000.0,9757351000.0,9794643000.0
2041.0,9697548000.0,9572258000.0,9665954000.0,9726511000.0,9596265000.0,9859342000.0,9783537000.0,9757241000.0,9719526000.0,9761256000.0
2042.0,9671559000.0,9535965000.0,9642909000.0,9707194000.0,9553878000.0,9840429000.0,9756283000.0,9733226000.0,9707937000.0,9716151000.0
2043.0,9639146000.0,9485272000.0,9613592000.0,9681658000.0,9483553000.0,9819086000.0,9737207000.0,9711837000.0,9687564000.0,9696752000.0
2044.0,9605117000.0,9419241000.0,9594729000.0,9656020000.0,9421067000.0,9797762000.0,9718383000.0,9699881000.0,9682959000.0,9685974000.0
2045.0,9574263000.0,9384354000.0,9559470000.0,9626541000.0,9355601000.0,9779891000.0,9705250000.0,9673657000.0,9641591000.0,9664925000.0
2046.0,9539886000.0,9331178000.0,9532467000.0,9585887000.0,9270321000.0,9762098000.0,9679123000.0,9644145000.0,9606296000.0,9622828000.0
2047.0,9486449000.0,9279684000.0,9460310000.0,9558862000.0,9185402000.0,9758452000.0,9663832000.0,9625259000.0,9562985000.0,9591092000.0
2048.0,9450967000.0,9227673000.0,9430240000.0,9517276000.0,9132649000.0,9746692000.0,9638727000.0,9597497000.0,9507558000.0,9560503000.0
2049.0,9395868000.0,9171273000.0,9361460000.0,9462213000.0,9059146000.0,9717385000.0,9609094000.0,9556240000.0,9470040000.0,9525308000.0
2050.0,9360558000.0,9129374000.0,9305498000.0,9427845000.0,8963764000.0,9727103000.0,9578145000.0,9521256000.0,9443630000.0,9478949000.0
2051.0,9300404000.0,9089766000.0,9229690000.0,9393228000.0,8883125000.0,9732243000.0,9542909000.0,9461850000.0,9376715000.0,9432560000.0
2052.0,9215027000.0,9009884000.0,9162110000.0,9332632000.0,8782819000.0,9700614000.0,9489690000.0,9428322000.0,9328883000.0,9379727000.0
2053.0,9162921000.0,8953917000.0,9074698000.0,9269870000.0,8717445000.0,9687140000.0,9474501000.0,9419222000.0,9289190000.0,9341575000.0
2054.0,9086423000.0,8871068000.0,8987526000.0,9230306000.0,8627263000.0,9688593000.0,9416784000.0,9398990000.0,9232000000.0,9276032000.0
2055.0,9010163000.0,8767927000.0,8918741000.0,9192441000.0,8552164000.0,9679810000.0,9378672000.0,9339053000.0,9189727000.0,9242949000.0
2056.0,8956049000.0,8698363000.0,8864524000.0,9120554000.0,8445054500.0,9669643000.0,9334367000.0,9300537000.0,9148036000.0,9176317000.0
2057.0,8878934000.0,8604387000.0,8760558000.0,9080808000.0,8377650700.0,9638419000.0,9287513000.0,9245658000.0,9114803000.0,9151752000.0
2058.0,8791287000.0,8552573400.0,8670832000.0,9023958000.0,8306964500.0,9615850000.0,9242902000.0,9207428000.0,9049304000.0,9094687000.0
2059.0,8737081000.0,8503883000.0,8629678000.0,8963906000.0,8225859000.0,9587671000.0,9195187000.0,9153323000.0,9011082000.0,9013468000.0
2060.0,8664309000.0,8426062000.0,8524847000.0,8900627000.0,8178487300.0,9567782000.0,9152586000.0,9107026000.0,8977432000.0,8981530000.0
2061.0,8579270000.0,8368744000.0,8486022700.0,8846804000.0,8104634000.0,9537505000.0,9127881000.0,9061951000.0,8924943000.0,8922487000.0
2062.0,8546418000.0,8316542500.0,8413104600.0,8766598000.0,8023187500.0,9532378000.0,9091899000.0,9015436000.0,8859019000.0,8854516000.0
2063.0,8498215400.0,8266988000.0,8361651000.0,8714571000.0,7966614000.0,9511359000.0,9034300000.0,8944558000.0,8810741000.0,8810730000.0
2064.0,8432244700.0,8190496000.0,8291857400.0,8665014000.0,7878567400.0,9507779000.0,8982555000.0,8901188000.0,8733466000.0,8728348000.0
2065.0,8382379000.0,8132458000.0,8248396300.0,8612671000.0,7807247000.0,9468271000.0,8910995000.0,8875389000.0,8706673000.0,8689954000.0
2066.0,8331961000.0,8064264000.0,8171558400.0,8545578500.0,7670201000.0,9453625000.0,8877222000.0,8831528000.0,8664673000.0,8655371000.0
2067.0,8280933000.0,8014956000.0,8109126000.0,8497959400.0,7552906000.0,9428667000.0,8826325000.0,8774760000.0,8617253000.0,8591079000.0
2068.0,8235867600.0,7935655400.0,8068631000.0,8458442000.0,7494248400.0,9394344000.0,8800667000.0,8735199000.0,8583549000.0,8542923300.0
2069.0,8178690000.0,7905186300.0,8024041500.0,8439794700.0,7399172600.0,9368084000.0,8736440000.0,8703502000.0,8560638500.0,8479499000.0
2070.0,8116043000.0,7816769500.0,7951176700.0,8352731600.0,7324041700.0,9351244000.0,8708257000.0,8670177000.0,8533548500.0,8403711000.0
2071.0,8065657000.0,7722234000.0,7896516600.0,8327347000.0,7255347700.0,9353778000.0,8699671000.0,8604345000.0,8484371000.0,8368593000.0
2072.0,8011342000.0,7649693700.0,7831764500.0,8280820700.0,7185997000.0,9373704000.0,8673506000.0,8577646000.0,8441409500.0,8312526000.0
2073.0,7923025400.0,7583089700.0,7734609400.0,8230549500.0,7089262000.0,9393044000.0,8616739000.0,8528311000.0,8394729000.0,8265128000.0
2074.0,7847761400.0,7517081000.0,7683241000.0,8200410000.0,6989710300.0,9379909000.0,8571856400.0,8498829000.0,8385722400.0,8222909400.0
2075.0,7776479700.0,7472073000.0,7610146000.0,8119836000.0,6881965600.0,9384627000.0,8548810000.0,8450095600.0,8360415000.0,8183577600.0
2076.0,7704391700.0,7414841300.0,7574135000.0,8063758300.0,6806054400.0,9358117000.0,8520870400.0,8426548000.0,8329500700.0,8108982300.0
2077.0,7664772600.0,7373066000.0,7507246000.0,8026909700.0,6727904000.0,9342402000.0,8493076500.0,8342000600.0,8290168000.0,8077210000.0
2078.0,7609233400.0,7293230000.0,7452841500.0,7971102700.0,6686690000.0,9318435000.0,8470943000.0,8317642000.0,8259922400.0,8026079700.0
2079.0,7549447700.0,7248329000.0,7376640500.0,7930430500.0,6620458500.0,9279028000.0,8429601000.0,8281710600.0,8245363000.0,7975103000.0
2080.0,7501717000.0,7170895400.0,7341094400.0,7881706500.0,6574753300.0,9257449000.0,8415551500.0,8224349000.0,8213076000.0,7924961000.0
2081.0,7443034000.0,7101858000.0,7286302700.0,7812476400.0,6528015000.0,9240666000.0,8370876400.0,8193218000.0,8194398700.0,7891658000.0
2082.0,7361021400.0,7052353500.0,7243430000.0,7763729400.0,6485197300.0,9249923000.0,8356390000.0,8160690700.0,8138675000.0,7871479300.0
2083.0,7323193300.0,6964180000.0,7176644000.0,7705452500.0,6414237000.0,9225559000.0,8332772400.0,8107557400.0,8114570000.0,7844574700.0
2084.0,7285732000.0,6907733500.0,7122986500.0,7657855500.0,6366633000.0,9217816000.0,8303046000.0,8075766300.0,8092906000.0,7771936300.0
2085.0,7236053000.0,6852920000.0,7055573000.0,7615241700.0,6308087000.0,9191649000.0,8272835600.0,8037007400.0,8033281000.0,7744705000.0
2086.0,7136444400.0,6787579000.0,7005183000.0,7576104400.0,6258987000.0,9184898000.0,8230381600.0,7994939000.0,7987352000.0,7719804400.0
2087.0,7113487000.0,6712269300.0,6954374700.0,7531531300.0,6197359000.0,9151377000.0,8213418000.0,7952552000.0,7964952000.0,7677438500.0
2088.0,7052693000.0,6635057700.0,6869989400.0,7487125000.0,6083757600.0,9141678000.0,8181613000.0,7929199600.0,7944876500.0,7642424300.0
2089.0,7020444700.0,6565158400.0,6804914700.0,7447128600.0,6018804000.0,9115057000.0,8150463500.0,7865355300.0,7918182400.0,7580963000.0
2090.0,6944535000.0,6516778000.0,6717973500.0,7412697600.0,5966028300.0,9102890000.0,8133832700.0,7829380600.0,7892442600.0,7514622500.0
2091.0,6864574500.0,6472660000.0,6672739300.0,7366306000.0,5881712600.0,9084472000.0,8096881700.0,7787322000.0,7918492700.0,7458453500.0
2092.0,6814756000.0,6366867000.0,6632372000.0,7298791000.0,5809985000.0,9066854000.0,8038667300.0,7755966500.0,7856042000.0,7440294000.0
2093.0,6756485000.0,6318906000.0,6576918500.0,7245725700.0,5754852000.0,9057062000.0,8019653600.0,7679645700.0,7828412000.0,7412954000.0
2094.0,6725628000.0,6248161300.0,6524191000.0,7218960000.0,5677337600.0,9045595000.0,8003673600.0,7629549000.0,7781833000.0,7356954600.0
2095.0,6662421500.0,6220344000.0,6450920000.0,7174188500.0,5632655400.0,9010215000.0,7944888000.0,7611220500.0,7763710000.0,7325103600.0
2096.0,6610471400.0,6154202600.0,6376734000.0,7153795600.0,5590535700.0,9004346000.0,7929791500.0,7574281000.0,7739835400.0,7280052000.0
2097.0,6565973500.0,6089019000.0,6334284000.0,7106578400.0,5530241500.0,9040335000.0,7933424000.0,7566620700.0,7725005300.0,7233824000.0
2098.0,6512608000.0,6040950300.0,6290780000.0,7067904500.0,5456168000.0,9009218000.0,7896064500.0,7549674000.0,7686267000.0,7187519000.0
2099.0,6470358000.0,6006821400.0,6223480300.0,6993444000.0,5424727000.0,9001569000.0,7884142000.0,7502167600.0,7635869700.0,7153560600.0
2100.0,6422837000.0,5933723600.0,6188558300.0,6947934000.0,5375122400.0,9036106000.0,7844249000.0,7460726000.0,7622412000.0,7110762000.0
