time,FGOALS-F3-L,NORESM2-MM,CESM2,ACCESS-CM2,EC-EARTH3,CANESM5,ACCESS-ESM1-5,CAMS-CSM1-0,BCC-CSM2-MR,INM-CM4-8,IPSL-CM6A-LR,MRI-ESM2-0,MPI-ESM1-2-HR,INM-CM5-0,EC-EARTH3-VEG,CESM2-WACCM,GFDL-ESM4
2020.0,33678086000.0,33678086000.0,33678086000.0,33678086000.0,33678086000.0,33678086000.0,33678086000.0,33678086000.0,33678086000.0,33678086000.0,33678086000.0,33678086000.0,33678086000.0,33678086000.0,33678086000.0,33678086000.0,33678086000.0
2021.0,33464932000.0,34267470000.0,33483964000.0,33320296000.0,33273674000.0,33453320000.0,33579010000.0,33623652000.0,33517066000.0,33306180000.0,33659974000.0,33371890000.0,33420110000.0,33350870000.0,33563912000.0,33371240000.0,33666083000.0
2022.0,33322506000.0,33653223000.0,33384320000.0,33266237000.0,33256681000.0,34698224000.0,33406490000.0,33744308000.0,33454694000.0,33228442000.0,33366500000.0,33325760000.0,33375900000.0,33300795000.0,33363170000.0,33499689000.0,33356638000.0
2023.0,33296790000.0,33520605000.0,33363644000.0,33251797000.0,33091950000.0,33263383000.0,33327505000.0,33487940000.0,33408518000.0,33218304000.0,33302864000.0,33219300000.0,33658001000.0,33219594000.0,33469852000.0,33438028000.0,33371343000.0
2024.0,33191027000.0,33381153000.0,33270596000.0,33128116000.0,32963662000.0,33130189000.0,33218013000.0,33723610000.0,33271454000.0,33108270000.0,33222334000.0,33121931000.0,33450840000.0,33107583000.0,33310542000.0,33260460000.0,33273901000.0
2025.0,33123336000.0,33249470000.0,33154058000.0,33064516000.0,32861247000.0,32982827000.0,33149415000.0,33369862000.0,33338931000.0,33150198000.0,33177123000.0,33054458000.0,33410240000.0,33030533000.0,33568150000.0,33212470000.0,33226150000.0
2026.0,33055560000.0,33551903000.0,33140179000.0,32970950000.0,32708002000.0,32900526000.0,33053032000.0,33287057000.0,33255543000.0,33010137000.0,33244985000.0,33015052000.0,33260087000.0,32951454000.0,33295888000.0,33117810000.0,33159283000.0
2027.0,33073678000.0,33502480000.0,33125718000.0,32829686000.0,32542476000.0,32793743000.0,32972340000.0,33702334000.0,33214804000.0,32917725000.0,33051052000.0,32909130000.0,33202946000.0,32845392000.0,33253763000.0,32972261000.0,33043487000.0
2028.0,32961990000.0,33328058000.0,32961650000.0,32695850000.0,32300394000.0,32684354000.0,32890270000.0,33298480000.0,33111876000.0,32781812000.0,32928748000.0,32770918000.0,33131715000.0,32859324000.0,33125655000.0,32862005000.0,32976845000.0
2029.0,32867052000.0,33205117000.0,32850299000.0,32587233000.0,32084212000.0,32623196000.0,32829370000.0,33625524000.0,33083077000.0,32710330000.0,32806162000.0,32646371000.0,33045903000.0,32676426000.0,33026922000.0,32795460000.0,32909740000.0
2030.0,32798833000.0,33039670000.0,32800135000.0,32673751000.0,31839142000.0,32422021000.0,32766505000.0,33655830000.0,33013500000.0,32786092000.0,32709147000.0,32588456000.0,32978745000.0,32518490000.0,32920162000.0,32712600000.0,32853545000.0
2031.0,32760869000.0,32971575000.0,32697854000.0,32429937000.0,31551762000.0,32507832000.0,32668465000.0,33298883000.0,32908261000.0,32750078000.0,32575848000.0,32469109000.0,32885162000.0,32403374000.0,33144280000.0,32628853000.0,32878508000.0
2032.0,32652818000.0,33056735000.0,32622131000.0,32288348000.0,31233223000.0,33142286000.0,32535570000.0,33206612000.0,32819479000.0,32524036000.0,32424854000.0,32344030000.0,32824478000.0,32263258000.0,32781584000.0,32476817000.0,32716642000.0
2033.0,32536168000.0,32994820000.0,32516284000.0,32131396000.0,30921347000.0,32592017000.0,32408711000.0,33083828000.0,32900147000.0,33060114000.0,32332659000.0,32182817000.0,32748597000.0,32159842000.0,32627940000.0,32551805000.0,32747950000.0
2034.0,32436836000.0,32803031000.0,32383396000.0,31905823000.0,30686610000.0,32313948000.0,32269416000.0,33061080000.0,32900040000.0,32507163000.0,32213131000.0,32108542000.0,32652171000.0,32177484000.0,32550578000.0,32309436000.0,32719577000.0
2035.0,32263900000.0,32732875000.0,32222011000.0,31801666000.0,30275135000.0,31976830000.0,32141070000.0,32926851000.0,32719430000.0,32728594000.0,31960144000.0,31936557000.0,32649890000.0,32087175000.0,32428618000.0,32231504000.0,32592275000.0
2036.0,32073753000.0,32617064000.0,32050022000.0,31624507000.0,29899016000.0,31717134000.0,32022820000.0,32881678000.0,32689687000.0,32300888000.0,31687311000.0,31695813000.0,33307083000.0,31966124000.0,32299344000.0,32087773000.0,32451934000.0
2037.0,31920783000.0,32542245000.0,31874720000.0,31744578000.0,29556398000.0,31549460000.0,31864891000.0,32954696000.0,32677630000.0,32256504000.0,31620833000.0,31531209000.0,32644004000.0,31795892000.0,32354865000.0,32254167000.0,32491268000.0
2038.0,31706190000.0,32442790000.0,31805480000.0,31372777000.0,29203673000.0,31187874000.0,31690584000.0,32782225000.0,32516954000.0,32225927000.0,31391980000.0,31337270000.0,32423630000.0,31913153000.0,32117260000.0,31871800000.0,32428368000.0
2039.0,31607837000.0,32404250000.0,31596225000.0,31212143000.0,28733694000.0,31167644000.0,31614200000.0,32759611000.0,32406712000.0,32107112000.0,31458759000.0,31294652000.0,32285090000.0,31602289000.0,31957987000.0,31794246000.0,32261626000.0
2040.0,31361520000.0,32223191000.0,31394327000.0,31076096000.0,28225229000.0,30722015000.0,31433300000.0,32741265000.0,32274567000.0,32511037000.0,31057357000.0,30903093000.0,32268098000.0,31392086000.0,31733647000.0,31601062000.0,32130163000.0
2041.0,31133231000.0,32967236000.0,31216740000.0,30803675000.0,27792034000.0,30404140000.0,31209957000.0,32606351000.0,32155808000.0,32016062000.0,30926098000.0,30626163000.0,32337234000.0,31228158000.0,31925684000.0,31393384000.0,32105953000.0
2042.0,30898550000.0,32173780000.0,31062470000.0,30611350000.0,27288664000.0,30097596000.0,31051550000.0,32589201000.0,32062996000.0,31805403000.0,30835184000.0,30381763000.0,32098054000.0,30936003000.0,31905260000.0,31332372000.0,32855670000.0
2043.0,30716830000.0,32018588000.0,30784367000.0,30581572000.0,26761316000.0,29726343000.0,30771673000.0,32795865000.0,31987059000.0,31657052000.0,30503727000.0,31033428000.0,31933204000.0,30852758000.0,31565842000.0,31007156000.0,32454640000.0
2044.0,30468080000.0,32011076000.0,30584705000.0,30293565000.0,26425639000.0,29423657000.0,30586493000.0,32532429000.0,32058573000.0,31562760000.0,30378437000.0,30492684000.0,31830907000.0,30576020000.0,31256990000.0,30840010000.0,32054909000.0
2045.0,30336608000.0,31739965000.0,30308340000.0,30094911000.0,25978892000.0,28915964000.0,30319448000.0,32661197000.0,31987137000.0,31404458000.0,30144731000.0,30040447000.0,31854762000.0,30585768000.0,31060537000.0,30728507000.0,31994940000.0
2046.0,30313499000.0,31541897000.0,30133473000.0,29781416000.0,25472035000.0,28575795000.0,30154263000.0,32302735000.0,31674128000.0,31240262000.0,30074348000.0,29788338000.0,31691227000.0,30283194000.0,31009841000.0,30436630000.0,31768690000.0
2047.0,29919654000.0,31380564000.0,30031507000.0,29445765000.0,25043474000.0,28484123000.0,29985528000.0,32201966000.0,31532532000.0,31097020000.0,29936968000.0,29507291000.0,31636793000.0,30094750000.0,30816287000.0,30326528000.0,31538113000.0
2048.0,29670908000.0,31276173000.0,29633860000.0,29199420000.0,24571419000.0,27913566000.0,29704500000.0,32820541000.0,31315171000.0,30993680000.0,29757820000.0,29277536000.0,31379600000.0,29915249000.0,30657552000.0,30080750000.0,31423535000.0
2049.0,29473397000.0,31220595000.0,29452063000.0,28968735000.0,24037048000.0,27618585000.0,29468539000.0,32328468000.0,31151135000.0,30749086000.0,29529560000.0,29065159000.0,31226784000.0,29758353000.0,30437675000.0,29907562000.0,31441037000.0
2050.0,29066254000.0,31023788000.0,29192794000.0,28575158000.0,23726910000.0,27788160000.0,29252504000.0,32386707000.0,30931239000.0,30524029000.0,29259532000.0,28782776000.0,31110949000.0,29559130000.0,30254709000.0,29755265000.0,31377613000.0
2051.0,29073838000.0,30858148000.0,29039518000.0,28202942000.0,23403420000.0,27140186000.0,28999860000.0,31971226000.0,30758865000.0,31122532000.0,28996332000.0,28533217000.0,30949108000.0,29367644000.0,30068380000.0,29733896000.0,31061037000.0
2052.0,28915862000.0,30667921000.0,28770646000.0,28004385000.0,23118680000.0,26813415000.0,28741640000.0,31867974000.0,30628207000.0,30413758000.0,28896760000.0,28268210000.0,30904222000.0,29217466000.0,29750540000.0,29423997000.0,30922523000.0
2053.0,28549562000.0,30466351000.0,28497037000.0,27762366000.0,22702205000.0,26663200000.0,28436610000.0,31765107000.0,30402420000.0,30224700000.0,28625764000.0,27983899000.0,30678524000.0,28895463000.0,29566362000.0,29193240000.0,30928792000.0
2054.0,28321092000.0,30299650000.0,28341420000.0,27494187000.0,22251741000.0,26249100000.0,28294062000.0,31775453000.0,30301903000.0,30750138000.0,28500530000.0,27790529000.0,30669853000.0,28613200000.0,29368756000.0,28964622000.0,30585370000.0
2055.0,28226572000.0,30099968000.0,27973855000.0,27225238000.0,21911870000.0,25839198000.0,27966327000.0,31780645000.0,30084819000.0,30077430000.0,28263690000.0,27491178000.0,30346027000.0,28453569000.0,29147054000.0,28783346000.0,30372719000.0
2056.0,27947293000.0,29990255000.0,27730633000.0,26927366000.0,21522190000.0,25638337000.0,27726910000.0,31557080000.0,29931436000.0,30043218000.0,28703451000.0,27321571000.0,30246332000.0,28271876000.0,29185087000.0,28699200000.0,30238600000.0
2057.0,27741047000.0,29739780000.0,27458263000.0,26790191000.0,21150665000.0,25354357000.0,27549372000.0,32260346000.0,29684990000.0,29865986000.0,27943838000.0,27115768000.0,30112561000.0,28095404000.0,29403582000.0,28316987000.0,30099501000.0
2058.0,27513672000.0,29680267000.0,27225215000.0,26527693000.0,20941179000.0,26423658000.0,27344703000.0,31641780000.0,29429088000.0,29670924000.0,27588024000.0,26831952000.0,29937490000.0,28146276000.0,28970314000.0,28176038000.0,29879446000.0
2059.0,27361190000.0,29423843000.0,26982406000.0,26305325000.0,20572768000.0,25061691000.0,27492368000.0,31413707000.0,29135432000.0,29433350000.0,27961188000.0,26703327000.0,29701732000.0,27779502000.0,28596350000.0,27899648000.0,29683340000.0
2060.0,27102530000.0,29279220000.0,26820620000.0,25880105000.0,20300548000.0,24535196000.0,26997190000.0,31266429000.0,29067123000.0,29444385000.0,27390325000.0,26450166000.0,29972095000.0,27874748000.0,28316900000.0,27532835000.0,29586870000.0
2061.0,27024226000.0,29184057000.0,26575014000.0,25594485000.0,19951288000.0,25891406000.0,26756647000.0,31130882000.0,28833438000.0,29202940000.0,27051225000.0,26211817000.0,29497060000.0,27497732000.0,28511853000.0,27341623000.0,29278681000.0
2062.0,26774704000.0,29027908000.0,26265385000.0,25356250000.0,19625630000.0,24593449000.0,26710204000.0,30902868000.0,28602202000.0,29160704000.0,26865654000.0,26782992000.0,29262645000.0,27290660000.0,27906134000.0,27136223000.0,29124563000.0
2063.0,26606873000.0,28805110000.0,26206740000.0,25176408000.0,19258374000.0,24000047000.0,26545370000.0,30755568000.0,28649593000.0,29144820000.0,26680375000.0,25956874000.0,29088985000.0,27117758000.0,27622924000.0,26898040000.0,28851327000.0
2064.0,26469669000.0,28643838000.0,25909252000.0,24952504000.0,19008418000.0,23700343000.0,26272893000.0,30711247000.0,28253512000.0,28808595000.0,26416552000.0,25744169000.0,28998078000.0,26981388000.0,27419353000.0,27016757000.0,28678025000.0
2065.0,26216038000.0,28371763000.0,25671057000.0,24688175000.0,19629965000.0,23380281000.0,26016620000.0,30587804000.0,28154520000.0,28615500000.0,26447907000.0,25612972000.0,28885070000.0,26818810000.0,27227056000.0,26629239000.0,28449696000.0
2066.0,26021102000.0,28147982000.0,25533020000.0,24385163000.0,18891055000.0,23208688000.0,26288984000.0,30447819000.0,27897379000.0,28530323000.0,26060528000.0,25364543000.0,28762430000.0,26700681000.0,28808202000.0,26508626000.0,28176814000.0
2067.0,25896935000.0,27914484000.0,25286070000.0,24123560000.0,18527142000.0,23047082000.0,25910570000.0,31268555000.0,27572169000.0,28461197000.0,25830631000.0,25122226000.0,28816552000.0,26774129000.0,27330351000.0,26207142000.0,27992445000.0
2068.0,25676480000.0,27703839000.0,25046180000.0,24009132000.0,18360842000.0,22772060000.0,25749350000.0,30325109000.0,27307835000.0,28248710000.0,25675784000.0,25050825000.0,28499585000.0,26456770000.0,26802661000.0,26067173000.0,27825736000.0
2069.0,25567519000.0,27367295000.0,24880610000.0,23647980000.0,18018748000.0,22579360000.0,25471180000.0,30152050000.0,27008027000.0,28186638000.0,25541091000.0,25204169000.0,28977658000.0,26417160000.0,26746320000.0,25955040000.0,27652248000.0
2070.0,25483418000.0,27143340000.0,24777982000.0,23381883000.0,17761300000.0,22586065000.0,25231362000.0,30187213000.0,26806910000.0,27909180000.0,25510260000.0,24763372000.0,28389170000.0,26158193000.0,26404921000.0,25770922000.0,27391056000.0
2071.0,25517610000.0,27054340000.0,24603281000.0,23179635000.0,17659110000.0,23674862000.0,25036825000.0,29983610000.0,26613877000.0,28214403000.0,25300349000.0,24580186000.0,28176482000.0,26001711000.0,26188952000.0,25483842000.0,27189980000.0
2072.0,25223297000.0,26859626000.0,24426916000.0,22982156000.0,17328484000.0,22305118000.0,24771539000.0,29875485000.0,26425557000.0,27907918000.0,25097456000.0,24591116000.0,28150886000.0,26188962000.0,26336205000.0,25284233000.0,26931930000.0
2073.0,25065716000.0,26629157000.0,24276662000.0,22638576000.0,17037416000.0,22038290000.0,24590342000.0,29768892000.0,26178589000.0,27741030000.0,24941150000.0,24371468000.0,28266300000.0,26436334000.0,26799522000.0,25642918000.0,26780795000.0
2074.0,24809070000.0,26458094000.0,23985146000.0,22425913000.0,16883404000.0,22051054000.0,24394279000.0,29880322000.0,25948295000.0,28202180000.0,24793027000.0,24275458000.0,27959118000.0,25774555000.0,25869908000.0,24982188000.0,26470520000.0
2075.0,24834187000.0,26228365000.0,24192702000.0,22525338000.0,17032080000.0,23653452000.0,24259578000.0,29617048000.0,26091016000.0,27549438000.0,24619516000.0,24042598000.0,28087732000.0,25569420000.0,25574950000.0,24787671000.0,26402090000.0
2076.0,25310796000.0,26254856000.0,24671158000.0,22140996000.0,16700278000.0,22092042000.0,24035703000.0,29453275000.0,25541060000.0,27311440000.0,24430963000.0,23808840000.0,27683983000.0,25765048000.0,25451813000.0,24610206000.0,26084243000.0
2077.0,24852795000.0,26206005000.0,23731474000.0,22025255000.0,16439716000.0,21795390000.0,23846445000.0,29326522000.0,25309067000.0,27281046000.0,24300378000.0,23671257000.0,27589884000.0,25470636000.0,25776876000.0,24461621000.0,26287845000.0
2078.0,25868734000.0,25852010000.0,23475780000.0,21715042000.0,16132161000.0,21262740000.0,23669550000.0,29253464000.0,25072073000.0,27320120000.0,24111560000.0,23500202000.0,27419146000.0,25236464000.0,25172464000.0,24368695000.0,26794328000.0
2079.0,24895674000.0,25719677000.0,23197104000.0,21541695000.0,16120720000.0,21031029000.0,23517137000.0,29129486000.0,24878193000.0,26971390000.0,23959704000.0,23519785000.0,27483190000.0,25074960000.0,24880812000.0,24115430000.0,26595800000.0
2080.0,24463522000.0,25485433000.0,22983730000.0,21413636000.0,16187001000.0,20855298000.0,23332557000.0,29144904000.0,24719528000.0,26855190000.0,23872172000.0,23263177000.0,27235856000.0,24932300000.0,24632805000.0,24104040000.0,25891197000.0
2081.0,24780474000.0,25303427000.0,22883610000.0,21158226000.0,15755383000.0,20711324000.0,23238871000.0,28984349000.0,24767689000.0,26693830000.0,23725406000.0,23272862000.0,27081140000.0,24786285000.0,24531792000.0,23833300000.0,27341339000.0
2082.0,24253571000.0,25104090000.0,22739565000.0,20907000000.0,15513260000.0,20895728000.0,23076890000.0,28866666000.0,24379945000.0,26545895000.0,23550003000.0,22957638000.0,26952434000.0,24638874000.0,24569150000.0,23618900000.0,25919460000.0
2083.0,24138619000.0,24998392000.0,22537998000.0,20706079000.0,16379780000.0,20499090000.0,22968148000.0,28738740000.0,24232086000.0,27418665000.0,23388985000.0,22794664000.0,26817600000.0,24490453000.0,24348471000.0,23423193000.0,25659690000.0
2084.0,23974451000.0,24761938000.0,22385500000.0,20523311000.0,16049519000.0,20255177000.0,22807441000.0,29302348000.0,24219270000.0,26839374000.0,23483357000.0,22722281000.0,26682880000.0,24373873000.0,23986640000.0,23818285000.0,25351200000.0
2085.0,24103260000.0,25444432000.0,22438605000.0,20296910000.0,15156249000.0,21544720000.0,22680359000.0,28588968000.0,23875725000.0,26545424000.0,23169657000.0,22922406000.0,26591007000.0,25574607000.0,23754582000.0,23509557000.0,24991906000.0
2086.0,24377672000.0,24869500000.0,22075130000.0,20064557000.0,14957044000.0,21889670000.0,22746073000.0,29007028000.0,23700826000.0,26310488000.0,23022785000.0,22726349000.0,26809948000.0,24458947000.0,23553815000.0,23322012000.0,24844325000.0
2087.0,23724100000.0,24388633000.0,22088253000.0,19857727000.0,14839975000.0,23168889000.0,22432420000.0,28494090000.0,23573928000.0,26158553000.0,22844692000.0,22528248000.0,26513005000.0,24180275000.0,23318080000.0,23126866000.0,24718981000.0
2088.0,23574577000.0,24178070000.0,21836421000.0,19688739000.0,14818971000.0,20776604000.0,22257375000.0,28358316000.0,23359074000.0,26030313000.0,22744707000.0,22326469000.0,26431052000.0,24102883000.0,23063828000.0,22959092000.0,24967686000.0
2089.0,23666754000.0,24044603000.0,21726937000.0,19554499000.0,15655877000.0,20422498000.0,22032835000.0,28294350000.0,23491193000.0,26011113000.0,22635991000.0,22221541000.0,26263853000.0,23910564000.0,23038495000.0,22730908000.0,24832817000.0
2090.0,23625046000.0,23914762000.0,21591732000.0,19421060000.0,15253966000.0,20338330000.0,21866285000.0,28157792000.0,23073894000.0,25918652000.0,22508323000.0,22764452000.0,26575210000.0,25129462000.0,22724884000.0,23164504000.0,24938557000.0
2091.0,23316170000.0,23718330000.0,21583151000.0,19148298000.0,14736351000.0,19964930000.0,21698079000.0,28088519000.0,22833514000.0,25963311000.0,22592730000.0,22436588000.0,26760920000.0,24223170000.0,22553584000.0,22469160000.0,24485753000.0
2092.0,23224120000.0,23865029000.0,21612720000.0,19007961000.0,14683447000.0,19806147000.0,21570572000.0,28068180000.0,23109280000.0,25700682000.0,22225887000.0,22612732000.0,26103368000.0,23697467000.0,22392080000.0,22697484000.0,24155329000.0
2093.0,23967457000.0,23486773000.0,21202230000.0,18873151000.0,14420185000.0,19586556000.0,21416096000.0,27945054000.0,22866387000.0,25596248000.0,22120315000.0,22015740000.0,26015658000.0,23656192000.0,22291356000.0,22469743000.0,24070849000.0
2094.0,23257780000.0,23291390000.0,21069525000.0,19044580000.0,14300381000.0,20349927000.0,21251734000.0,28338823000.0,22627084000.0,25786563000.0,22162612000.0,22066895000.0,25935739000.0,24014420000.0,21922850000.0,22178966000.0,23958061000.0
2095.0,23065618000.0,23186467000.0,21510099000.0,18597536000.0,14163778000.0,19591315000.0,21107580000.0,28390355000.0,22336272000.0,25448845000.0,21975767000.0,21810230000.0,26547775000.0,23449820000.0,21657868000.0,22780660000.0,23721810000.0
2096.0,23573037000.0,22978396000.0,20984780000.0,18536647000.0,14924785000.0,20114500000.0,21864323000.0,28676884000.0,22214085000.0,25477915000.0,21811170000.0,22055380000.0,25989642000.0,23307225000.0,21666148000.0,21952518000.0,23664700000.0
2097.0,23021175000.0,22812525000.0,20765110000.0,18332494000.0,14213160000.0,21727881000.0,21153948000.0,27818721000.0,22213270000.0,25262655000.0,21681020000.0,22257908000.0,25830255000.0,23173718000.0,21501417000.0,21774825000.0,24054043000.0
2098.0,22982472000.0,25060080000.0,20665400000.0,18942515000.0,14104989000.0,19723727000.0,20831295000.0,27672800000.0,22129360000.0,25171941000.0,21870141000.0,21973980000.0,25630781000.0,23120968000.0,21099094000.0,22658673000.0,23474037000.0
2099.0,23446800000.0,22782090000.0,20958130000.0,18616630000.0,13876867000.0,19368280000.0,20639370000.0,27550542000.0,21891750000.0,25895717000.0,21939800000.0,21693776000.0,25532424000.0,23032748000.0,20825889000.0,21552703000.0,23305843000.0
2100.0,23636259000.0,22496023000.0,20692450000.0,17943265000.0,14841501000.0,20244197000.0,20649622000.0,27656202000.0,22004822000.0,25696618000.0,21545372000.0,23521427000.0,25459229000.0,23050373000.0,20625120000.0,21471732000.0,23282790000.0
