time,CESM2,FGOALS-F3-L,NORESM2-MM,BCC-CSM2-MR,INM-CM4-8,EC-EARTH3,CAMS-CSM1-0,MRI-ESM2-0,MPI-ESM1-2-HR,INM-CM5-0,CESM2-WACCM,GFDL-ESM4,EC-EARTH3-VEG
2042.0,31330010000.0,29853782000.0,31782200000.0,31211434000.0,31817620000.0,27623518000.0,32144394000.0,30753462000.0,31466772000.0,30798922000.0,31704295000.0,31970537000.0,32193180000.0
2043.0,31080745000.0,29621398000.0,31705390000.0,30995745000.0,31710953000.0,27221033000.0,32091191000.0,30466263000.0,31296815000.0,30557004000.0,31599376000.0,31821488000.0,32046709000.0
2044.0,30941723000.0,29245293000.0,31648481000.0,30712930000.0,31498680000.0,26698058000.0,31873192000.0,30235540000.0,31705901000.0,30359276000.0,31349506000.0,31666760000.0,31924845000.0
2045.0,30739270000.0,28888887000.0,31466072000.0,30473597000.0,31412732000.0,26199527000.0,31772676000.0,29954000000.0,31113570000.0,30168690000.0,31078650000.0,31506973000.0,31746658000.0
2046.0,30543650000.0,28675610000.0,31310596000.0,30224701000.0,31213620000.0,25817412000.0,31611664000.0,29667461000.0,30891240000.0,29896776000.0,30914064000.0,31347665000.0,31571403000.0
2047.0,30268113000.0,28389368000.0,31225252000.0,29927258000.0,31032429000.0,25427937000.0,31468014000.0,29538494000.0,30751580000.0,29623802000.0,30714378000.0,31180431000.0,31372150000.0
2048.0,29925736000.0,27970122000.0,31014185000.0,29707006000.0,30893427000.0,25022951000.0,31270167000.0,29281340000.0,30539346000.0,29439990000.0,30415114000.0,31035521000.0,31279108000.0
2049.0,29656074000.0,28021050000.0,30782080000.0,29423268000.0,30698824000.0,24574603000.0,31102943000.0,29001755000.0,30208983000.0,29156910000.0,30170622000.0,30854582000.0,31037120000.0
2050.0,29598024000.0,28024134000.0,30492865000.0,29060782000.0,30881718000.0,24298918000.0,30888137000.0,28796727000.0,30006292000.0,28853830000.0,29912484000.0,30655758000.0,30778083000.0
2051.0,29250620000.0,27308167000.0,30289052000.0,28814842000.0,30489532000.0,23739160000.0,30598740000.0,28462944000.0,30105338000.0,28523114000.0,29564180000.0,30427167000.0,30556008000.0
2052.0,28944669000.0,26962102000.0,30237860000.0,28451873000.0,30292595000.0,23291435000.0,30342850000.0,28210520000.0,29715090000.0,28265030000.0,29457144000.0,30358802000.0,30233889000.0
2053.0,28632656000.0,26576708000.0,29889122000.0,28130417000.0,30072381000.0,22889603000.0,30169852000.0,27911207000.0,29494240000.0,28126680000.0,29182001000.0,29909098000.0,29962076000.0
2054.0,28375690000.0,26178222000.0,29637798000.0,27830424000.0,29807878000.0,22712793000.0,30343375000.0,27649098000.0,29236462000.0,27813790000.0,28861164000.0,29677103000.0,29716034000.0
2055.0,28138426000.0,25896364000.0,29348393000.0,27511675000.0,29678746000.0,22200416000.0,30428203000.0,27337780000.0,28920465000.0,27519945000.0,28469230000.0,29365813000.0,29364535000.0
2056.0,28114323000.0,25554942000.0,29090134000.0,27017011000.0,29739473000.0,21717193000.0,29873445000.0,26940250000.0,28698919000.0,27293070000.0,28256475000.0,29069447000.0,29049762000.0
2057.0,27743302000.0,25145793000.0,28921154000.0,26735036000.0,29245680000.0,21148226000.0,29588089000.0,26640577000.0,28419660000.0,26961648000.0,27979913000.0,28833500000.0,28846731000.0
2058.0,27444535000.0,24862990000.0,28652405000.0,26259902000.0,28959210000.0,20783485000.0,29320143000.0,26314897000.0,28229081000.0,26726777000.0,27598328000.0,28624380000.0,28496048000.0
2059.0,27363414000.0,24552917000.0,28186049000.0,25891428000.0,28689830000.0,20490418000.0,29126214000.0,25942520000.0,27992805000.0,26441146000.0,27268102000.0,28265888000.0,28239454000.0
2060.0,27033465000.0,24149647000.0,27755571000.0,25356802000.0,28491405000.0,19972375000.0,28854317000.0,25658395000.0,27677039000.0,26112836000.0,27072210000.0,28178944000.0,28910211000.0
2061.0,26675591000.0,23814797000.0,27551594000.0,24893975000.0,28201415000.0,19579310000.0,28579901000.0,25265478000.0,27423980000.0,25667805000.0,26736433000.0,27611000000.0,28014404000.0
2062.0,26366835000.0,23524796000.0,27165194000.0,24440052000.0,27945871000.0,19227417000.0,28482435000.0,25021678000.0,27062983000.0,25424974000.0,26443786000.0,27173962000.0,27462291000.0
2063.0,26225185000.0,23125232000.0,26718513000.0,23968168000.0,27800742000.0,18878972000.0,28195338000.0,24715950000.0,26853474000.0,25137867000.0,26136170000.0,26870872000.0,27107463000.0
2064.0,25830746000.0,22744439000.0,26323943000.0,23464554000.0,27736033000.0,18424637000.0,27837810000.0,24302310000.0,26775601000.0,24859355000.0,25713908000.0,26387681000.0,26622610000.0
2065.0,25488628000.0,22358070000.0,26017343000.0,22960234000.0,27386601000.0,18017386000.0,27689585000.0,24087270000.0,26323958000.0,24551444000.0,25291446000.0,26040248000.0,26295558000.0
2066.0,25318156000.0,22026908000.0,25685135000.0,22434562000.0,27119567000.0,17659963000.0,27485338000.0,23634090000.0,26047054000.0,24268138000.0,24941578000.0,25623950000.0,25805134000.0
2067.0,24965657000.0,21791646000.0,25445770000.0,21958996000.0,26850337000.0,17233558000.0,27135340000.0,23267120000.0,25776708000.0,24097489000.0,24645038000.0,25254502000.0,25384727000.0
2068.0,24666845000.0,21453502000.0,25179860000.0,21472639000.0,26644130000.0,16826053000.0,26950748000.0,22949014000.0,25508098000.0,23892445000.0,24381139000.0,24813212000.0,25077510000.0
2069.0,24415597000.0,21159680000.0,24902744000.0,20986970000.0,26597622000.0,16430878000.0,26760126000.0,22714820000.0,25248893000.0,23692260000.0,23995175000.0,24355959000.0,24670052000.0
2070.0,24095760000.0,20810635000.0,24551029000.0,20529859000.0,26330978000.0,16051199000.0,26477343000.0,22379940000.0,24933476000.0,23480308000.0,23718099000.0,24122990000.0,24198801000.0
2071.0,23836383000.0,20479717000.0,24235463000.0,19980800000.0,26034323000.0,15672659000.0,26221621000.0,21910206000.0,24589435000.0,23227810000.0,23418014000.0,23747545000.0,23860208000.0
2072.0,23512924000.0,20203651000.0,23912847000.0,19381002000.0,25773758000.0,15275544000.0,25921407000.0,21610179000.0,24326277000.0,22984628000.0,23114250000.0,23417295000.0,23388623000.0
2073.0,23208073000.0,19919331000.0,23814713000.0,18840478000.0,25835543000.0,14840520000.0,26259716000.0,21271032000.0,24050040000.0,22744980000.0,22774043000.0,23036996000.0,22974786000.0
2074.0,22898729000.0,19567796000.0,23378164000.0,18301204000.0,25381716000.0,14516445000.0,25686536000.0,20966742000.0,23835593000.0,22507997000.0,22416966000.0,22648834000.0,22565362000.0
2075.0,22590610000.0,19279524000.0,22998634000.0,17867037000.0,25074240000.0,14251532000.0,25565327000.0,20721584000.0,23587750000.0,22280750000.0,22178010000.0,22394497000.0,22178337000.0
2076.0,22308630000.0,18975242000.0,22775468000.0,17350713000.0,24941963000.0,13951805000.0,25239564000.0,20237937000.0,23218014000.0,21901404000.0,21913717000.0,22052140000.0,21715630000.0
2077.0,21950800000.0,18669304000.0,22364092000.0,16849367000.0,24654457000.0,13601430000.0,25005110000.0,19900805000.0,22965465000.0,21621820000.0,21555104000.0,21405980000.0,21260534000.0
2078.0,21611366000.0,18347207000.0,22006618000.0,16391455000.0,24445024000.0,13233266000.0,24808309000.0,19601297000.0,22602906000.0,21413466000.0,21378187000.0,21069257000.0,20651713000.0
2079.0,21280954000.0,18070980000.0,21632100000.0,15977545000.0,24208849000.0,12938229000.0,24568975000.0,19300151000.0,22231482000.0,21277884000.0,21018466000.0,20796275000.0,20134795000.0
2080.0,20880613000.0,17756560000.0,21412362000.0,15566073000.0,23928736000.0,12601720000.0,24341963000.0,19052564000.0,21909969000.0,21026922000.0,20619307000.0,20420910000.0,19787313000.0
2081.0,20499341000.0,17499605000.0,21888346000.0,15114439000.0,23678304000.0,12214272000.0,24019399000.0,18727449000.0,21583174000.0,20801335000.0,20346489000.0,20107035000.0,19249633000.0
2082.0,20176163000.0,17187404000.0,20965366000.0,14588125000.0,23491072000.0,11868600000.0,23759514000.0,18499846000.0,21281480000.0,20633762000.0,20087615000.0,19889316000.0,18671730000.0
2083.0,19803668000.0,16930460000.0,20690303000.0,14087272000.0,23234732000.0,11693765000.0,23860910000.0,18196130000.0,21150638000.0,20401797000.0,19720405000.0,19624389000.0,18025527000.0
2084.0,19440644000.0,16518940000.0,20450652000.0,13676343000.0,23042263000.0,11424162000.0,23395580000.0,17943443000.0,20815186000.0,20064879000.0,19417391000.0,19200084000.0,17529120000.0
2085.0,19064857000.0,16263602000.0,20065094000.0,13222588000.0,22787630000.0,11038135000.0,23112976000.0,17658360000.0,20453902000.0,19854490000.0,19122702000.0,18906278000.0,17041580000.0
2086.0,18771872000.0,15972632000.0,19719125000.0,12804934000.0,22607580000.0,10652993000.0,22878325000.0,17384659000.0,20139184000.0,19651998000.0,18849896000.0,18606787000.0,16531955000.0
2087.0,18432942000.0,15666895000.0,19361386000.0,12349979000.0,22410885000.0,10362601000.0,22683490000.0,17056100000.0,19856065000.0,19384506000.0,18547057000.0,18325795000.0,15962492000.0
2088.0,18123500000.0,15411260000.0,19073937000.0,11991472000.0,22183635000.0,10067454000.0,22344530000.0,16803899000.0,19453870000.0,19236870000.0,18279535000.0,17986075000.0,15670295000.0
2089.0,17741881000.0,15123191000.0,18858336000.0,11645250000.0,22051359000.0,9777481000.0,22146840000.0,16529889000.0,19169716000.0,18964716000.0,17995910000.0,17712452000.0,15146329000.0
2090.0,17416930000.0,14713668000.0,18503598000.0,11288289000.0,21754102000.0,9535058000.0,21987412000.0,16358594000.0,19127462000.0,18841498000.0,17675102000.0,17373186000.0,14784285000.0
2091.0,17152616000.0,14487264000.0,18115625000.0,10984233000.0,21537761000.0,9160304000.0,21653592000.0,16119415000.0,18586614000.0,18549166000.0,17530070000.0,17083863000.0,14271860000.0
2092.0,16852262000.0,14204975000.0,17733171000.0,10733177000.0,21336132000.0,8897724000.0,21423473000.0,15947691000.0,18254184000.0,18291120000.0,17129762000.0,16901931000.0,13620540000.0
2093.0,16550589000.0,13928471000.0,17412354000.0,10461698000.0,21112713000.0,8631608000.0,21147785000.0,15692057000.0,17973168000.0,18049427000.0,16811267000.0,16537491000.0,13264510000.0
2094.0,16189310000.0,13695876000.0,17477140000.0,10245055000.0,20795603000.0,8414200300.0,20897448000.0,15490429000.0,17643870000.0,17726192000.0,16676485000.0,16274171000.0,12853751000.0
2095.0,15911062000.0,13464031000.0,17027301000.0,9987658000.0,20562840000.0,8055628300.0,20639656000.0,15205277000.0,17387338000.0,17409866000.0,16360711000.0,16045499000.0,12470797000.0
2096.0,15594786000.0,13240309000.0,16917318000.0,9766958000.0,20294430000.0,7739260400.0,20385475000.0,15043389000.0,17078652000.0,17167941000.0,16138134000.0,15834265000.0,12028281000.0
2097.0,15256717000.0,12941305000.0,16313970000.0,9469174000.0,20087906000.0,7462106000.0,20174547000.0,14807689000.0,16962844000.0,16954058000.0,15816732000.0,15592421000.0,11639387000.0
2098.0,14965391000.0,12713427000.0,15961990000.0,9274243000.0,19830155000.0,7208495000.0,19920968000.0,14700242000.0,16440313000.0,16725376000.0,15565026000.0,15330339000.0,11257211000.0
2099.0,14660100000.0,12483778000.0,15735500000.0,9128313000.0,19604558000.0,6976294400.0,19516228000.0,14445790000.0,16128983000.0,16463627000.0,15303994000.0,15106393000.0,10835747000.0
2100.0,14394996000.0,12286457000.0,15475840000.0,8883468000.0,19327652000.0,6782292500.0,19299768000.0,14190721000.0,15926472000.0,16259388000.0,15007612000.0,14858898000.0,10412678000.0
