time,CCSM4,CSIRO-MK3-6-0,MPI-ESM-LR
2000.0,15464052000.0,15464052000.0,15464052000.0
2001.0,14999823000.0,14999823000.0,14999823000.0
2002.0,14950886000.0,14950886000.0,14950886000.0
2003.0,14855880000.0,14855880000.0,14855880000.0
2004.0,14795238000.0,14795238000.0,14795238000.0
2005.0,14791817000.0,14791817000.0,14791817000.0
2006.0,14885375000.0,14885375000.0,14885375000.0
2007.0,14755681000.0,14755681000.0,14755681000.0
2008.0,15082558000.0,15082558000.0,15082558000.0
2009.0,14866364000.0,14866364000.0,14866364000.0
2010.0,14733953000.0,14733953000.0,14733953000.0
2011.0,14775480000.0,14775480000.0,14775480000.0
2012.0,14801619000.0,14801619000.0,14801619000.0
2013.0,14680078000.0,14680078000.0,14680078000.0
2014.0,14486150000.0,14486150000.0,14486150000.0
2015.0,14421276000.0,14421276000.0,14421276000.0
2016.0,14328409000.0,14328409000.0,14328409000.0
2017.0,14287543000.0,14287543000.0,14287543000.0
2018.0,14214502000.0,14214502000.0,14214502000.0
2019.0,14146165000.0,14146165000.0,14146165000.0
2020.0,14068512000.0,14068512000.0,14068512000.0
2021.0,13986891000.0,14003598000.0,13956297000.0
2022.0,13923771000.0,14047610000.0,13833771000.0
2023.0,13752865000.0,14292343000.0,13720161000.0
2024.0,13425331000.0,14024718000.0,13646253000.0
2025.0,13295491000.0,13834003000.0,13577385000.0
2026.0,13066994000.0,13655250000.0,13475172000.0
2027.0,12731104000.0,13723778000.0,13314780000.0
2028.0,12606003000.0,13543523000.0,13211096000.0
2029.0,12231108000.0,13316133000.0,13272490000.0
2030.0,11853681000.0,13219980000.0,13409069000.0
2031.0,11712311000.0,13059633000.0,13166082000.0
2032.0,11366045000.0,12868980000.0,13352867000.0
2033.0,10946031000.0,12790214000.0,12900749000.0
2034.0,10499071000.0,12668788000.0,12849993000.0
2035.0,10147593000.0,12530592000.0,12484934000.0
2036.0,9587261000.0,12502017000.0,12371864000.0
2037.0,9317576000.0,12278888000.0,12173184000.0
2038.0,8903235000.0,12001822000.0,11921713000.0
2039.0,8400563700.0,11888790000.0,11823018000.0
2040.0,8129441300.0,11607951000.0,11635025000.0
2041.0,7794241000.0,11339796000.0,11438097000.0
2042.0,7516516000.0,11029152000.0,11218250000.0
2043.0,7219917300.0,10799986000.0,10980942000.0
2044.0,6880130600.0,10553297000.0,10707851000.0
2045.0,6527030000.0,10434084000.0,10499014000.0
2046.0,6144487000.0,10002080000.0,10415753000.0
2047.0,6069179400.0,9597451000.0,10064521000.0
2048.0,5782342000.0,9280641000.0,9858346000.0
2049.0,5541471700.0,8931560000.0,9730074000.0
2050.0,5247485400.0,8645784000.0,9481794000.0
2051.0,4993783000.0,8399464000.0,9368201000.0
2052.0,4793937000.0,8101963000.0,9075594000.0
2053.0,4611545000.0,7677545000.0,8882304000.0
2054.0,4463476700.0,7330776000.0,8671575000.0
2055.0,4297730600.0,7019217400.0,8443300000.0
2056.0,4089144600.0,6680029700.0,8039762400.0
2057.0,3906407400.0,6363415000.0,7786311700.0
2058.0,3751541500.0,6011976000.0,7560971000.0
2059.0,3597831700.0,5859487000.0,7376551000.0
2060.0,3379572700.0,5597065000.0,7144676000.0
2061.0,3226139600.0,5304931000.0,6989608400.0
2062.0,3018055700.0,5041232000.0,6830905000.0
2063.0,2869711000.0,4782885000.0,6622226400.0
2064.0,2726341600.0,4497556500.0,6352303600.0
2065.0,2574350000.0,4414980600.0,6176520700.0
2066.0,2445214000.0,4129121000.0,5957097000.0
2067.0,2321875500.0,3857937200.0,5677232000.0
2068.0,2204277500.0,3689971700.0,5514462700.0
2069.0,2116186400.0,3523286000.0,5269717000.0
2070.0,1994425900.0,3348009500.0,5080559000.0
2071.0,1862231700.0,3110082800.0,4847015000.0
2072.0,1814354000.0,2956844500.0,4633649700.0
2073.0,1746024700.0,2756537000.0,4492164000.0
2074.0,1600346500.0,2617858800.0,4307293000.0
2075.0,1438627500.0,2463696100.0,4140845300.0
2076.0,1343755300.0,2352827100.0,3991993600.0
2077.0,1217662800.0,2282405400.0,3793174000.0
2078.0,1114547000.0,2131034100.0,3606062000.0
2079.0,1009434700.0,2053270300.0,3621901800.0
2080.0,920160400.0,1932398300.0,3386362400.0
2081.0,871235650.0,1800534800.0,3249503700.0
2082.0,773833100.0,1654529300.0,3159911400.0
2083.0,705082050.0,1483136400.0,3049269200.0
2084.0,654719360.0,1354316500.0,2940975400.0
2085.0,566292900.0,1225033300.0,2833483800.0
2086.0,517118500.0,1058548400.0,2737497300.0
2087.0,479143870.0,970936260.0,2588619800.0
2088.0,426491420.0,902306300.0,2475870000.0
2089.0,392836700.0,847608640.0,2336842000.0
2090.0,352084860.0,773234600.0,2219092700.0
2091.0,328799100.0,715293200.0,2093347300.0
2092.0,284780100.0,657974500.0,1903670800.0
2093.0,250633390.0,591301700.0,1779950100.0
2094.0,202346030.0,544106900.0,1646154900.0
2095.0,191189360.0,507727800.0,1557758300.0
2096.0,180355680.0,480274720.0,1471024400.0
2097.0,164063330.0,409986100.0,1378399000.0
2098.0,157468220.0,386360300.0,1257625300.0
2099.0,148153070.0,352240930.0,1185044100.0
2100.0,118207736.0,323745600.0,1137588700.0
2101.0,112183080.0,300303100.0,1065426900.0
2102.0,108549500.0,261385310.0,1001202940.0
2103.0,105595400.0,233668910.0,943656770.0
2104.0,102515220.0,201389520.0,905017860.0
2105.0,92181390.0,189578480.0,828777000.0
2106.0,86079220.0,179803700.0,781529900.0
2107.0,81772680.0,162957810.0,734649200.0
2108.0,77127920.0,138243100.0,707622660.0
2109.0,75985970.0,132747170.0,661553200.0
2110.0,72947260.0,125135240.0,620114200.0
2111.0,70048170.0,121282050.0,592787100.0
2112.0,67292520.0,115695410.0,520806240.0
2113.0,64632350.0,101552970.0,466112200.0
2114.0,61897270.0,95468940.0,440369150.0
2115.0,55618030.0,80376210.0,395836300.0
2116.0,54893332.0,75752616.0,350350400.0
2117.0,54074670.0,72291304.0,334326300.0
2118.0,53184668.0,69921830.0,308089000.0
2119.0,49476460.0,66343864.0,263476320.0
2120.0,47719572.0,64272492.0,247046260.0
2121.0,46902812.0,61138496.0,236902350.0
2122.0,45348772.0,56996170.0,214115520.0
2123.0,44998080.0,53698990.0,197622690.0
2124.0,44974630.0,49253788.0,184678960.0
2125.0,44412970.0,46781056.0,165164910.0
2126.0,43823260.0,44530172.0,161313360.0
2127.0,42819944.0,43566560.0,152345710.0
2128.0,42435292.0,42502610.0,144994750.0
2129.0,41720870.0,39444420.0,134894820.0
2130.0,41541388.0,37489028.0,129435200.0
2131.0,40956376.0,36400240.0,125195880.0
2132.0,39296660.0,35242612.0,113919660.0
2133.0,36283380.0,34813690.0,94863210.0
2134.0,35827710.0,34540612.0,91037710.0
2135.0,35336800.0,32893228.0,86600170.0
2136.0,34680348.0,32871082.0,83811944.0
2137.0,34587640.0,29566770.0,77229896.0
2138.0,34537384.0,28812554.0,72637170.0
2139.0,33058140.0,26137560.0,66294264.0
2140.0,30938766.0,25851596.0,63845730.0
2141.0,30428392.0,25726882.0,59270748.0
2142.0,30058436.0,25794104.0,57483092.0
2143.0,29732154.0,25543958.0,56255892.0
2144.0,29499648.0,25401714.0,55052436.0
2145.0,29051556.0,25302420.0,54577220.0
2146.0,27718408.0,24971106.0,50660684.0
2147.0,27292294.0,23965978.0,46555876.0
2148.0,23795350.0,23905604.0,45776340.0
2149.0,23493348.0,24045442.0,45060164.0
2150.0,22868512.0,23059398.0,44245344.0
2151.0,23107914.0,22961412.0,40080690.0
2152.0,22847542.0,22797480.0,39492800.0
2153.0,23054498.0,21620534.0,35031524.0
2154.0,24166570.0,21494554.0,34494784.0
2155.0,22712700.0,18672718.0,33659376.0
2156.0,22523932.0,17741368.0,33650490.0
2157.0,22250892.0,17685034.0,32890646.0
2158.0,21229902.0,17306290.0,32099806.0
2159.0,20918556.0,16994948.0,31763728.0
2160.0,20126268.0,16675037.0,31653202.0
2161.0,20068902.0,15884763.0,30745728.0
2162.0,18315184.0,15817101.0,30581596.0
2163.0,18166914.0,15358883.0,30538500.0
2164.0,18149358.0,14434275.0,30305010.0
2165.0,18026338.0,14089058.0,32976328.0
2166.0,18021152.0,13963765.0,29378826.0
2167.0,17941082.0,12227046.0,27535256.0
2168.0,17925952.0,12151981.0,27473086.0
2169.0,17008858.0,11764934.0,26936088.0
2170.0,16829526.0,9212313.0,25936354.0
2171.0,16555881.0,9071024.0,25523080.0
2172.0,16415201.0,8917510.0,25325204.0
2173.0,15992744.0,8600934.0,25309834.0
2174.0,13940485.0,8466285.0,25207680.0
2175.0,13718281.0,8388945.0,22699624.0
2176.0,13226938.0,8244402.0,23010142.0
2177.0,13102553.0,8138350.5,22608876.0
2178.0,13007929.0,8024399.5,22523036.0
2179.0,12918529.0,7754026.0,22443008.0
2180.0,12603356.0,7696499.5,21557566.0
2181.0,12545164.0,7447251.5,21295870.0
2182.0,12417833.0,7261104.5,21191000.0
2183.0,12343515.0,7222843.0,20496398.0
2184.0,11936622.0,7191848.5,20498352.0
2185.0,11854321.0,7019256.0,20415706.0
2186.0,11688286.0,6859074.5,20291028.0
2187.0,11175699.0,6099333.0,20284478.0
2188.0,10859855.0,6018236.5,20483900.0
2189.0,10813723.0,5878039.5,19982220.0
2190.0,10596519.0,4715668.0,19918328.0
2191.0,10596392.0,4590665.0,20023186.0
2192.0,10518497.0,4602578.5,19906414.0
2193.0,10594636.0,4520116.5,20384796.0
2194.0,10498005.0,4512940.5,19459750.0
2195.0,9618127.0,4508431.5,19112278.0
2196.0,9598574.0,4388694.0,18912266.0
2197.0,9559901.0,4318925.5,18901538.0
2198.0,8604437.0,4246264.0,18859102.0
2199.0,8592944.0,4163228.2,18823598.0
2200.0,8989993.0,3604133.0,18798920.0
2201.0,8542300.0,3590702.0,17983770.0
2202.0,8484350.0,3394462.2,15386179.0
2203.0,8347181.5,4261943.5,15365841.0
2204.0,8344300.0,3298864.2,14381169.0
2205.0,8324902.5,3287485.5,14239610.0
2206.0,8144022.0,2910566.2,14154538.0
2207.0,8016246.0,2846211.2,13861530.0
2208.0,8018069.5,2830575.8,13836291.0
2209.0,8010180.0,2827113.8,13829044.0
2210.0,7847220.0,2822390.5,13723827.0
2211.0,7830371.0,2733597.2,13713550.0
2212.0,7810746.0,2645816.2,13684843.0
2213.0,7128972.0,2300168.2,12678711.0
2214.0,7114620.5,2264202.0,12434053.0
2215.0,7029126.0,1841740.8,12398452.0
2216.0,6989051.0,1831209.1,12381568.0
2217.0,6985100.5,1766129.5,10673338.0
2218.0,6971524.0,1779637.5,10507018.0
2219.0,6833300.5,1689135.9,10415431.0
2220.0,6458615.0,1630554.0,10394294.0
2221.0,6042517.5,1624709.8,10364806.0
2222.0,5981330.0,1622212.8,10171029.0
2223.0,5909255.0,1598347.8,10172179.0
2224.0,5858072.0,1493524.4,8222209.0
2225.0,5837782.5,1430959.4,8129497.0
2226.0,5822275.5,1426898.0,7974957.5
2227.0,5533372.0,1421502.5,8183307.0
2228.0,5502055.5,1177057.6,7947223.0
2229.0,5253968.5,1175976.9,7895802.0
2230.0,5256914.5,1098494.4,7893458.5
2231.0,4867399.5,1095691.9,7763847.0
2232.0,4860201.5,904145.5,7612339.0
2233.0,4863095.5,900169.44,7538096.0
2234.0,4667871.5,891744.1,7039270.5
2235.0,4585671.5,886237.0,6808586.5
2236.0,4366403.5,917776.7,6770303.0
2237.0,4322930.0,961350.9,6781229.0
2238.0,4277814.0,888962.0,6771810.0
2239.0,4219622.5,879229.44,7787388.0
2240.0,4182680.2,878591.1,6970544.5
2241.0,4180516.8,876962.25,6917575.5
2242.0,4208199.0,875320.75,6666937.5
2243.0,4083293.2,872846.4,6701064.5
2244.0,3985664.2,786268.06,7755131.5
2245.0,3977635.2,617897.1,6596753.5
2246.0,3972591.8,1744776.9,7623253.0
2247.0,3957335.0,687697.3,6454573.5
2248.0,3882037.8,547174.4,6446596.5
2249.0,3799974.0,640161.0,6334561.0
2250.0,3786851.8,545707.9,6333654.5
2251.0,4125863.2,545357.2,7115381.5
2252.0,3834173.8,544121.7,6365001.0
2253.0,3778085.2,544496.9,5415265.0
2254.0,3815813.2,536847.56,5409058.5
2255.0,3774369.5,536749.0,5397608.5
2256.0,3734242.8,536655.9,5281860.0
2257.0,3760453.0,536472.9,5201204.5
2258.0,3627866.5,532267.7,5204051.0
2259.0,4003180.5,598375.1,5191137.0
2260.0,3706003.8,495447.0,5278740.5
2261.0,3702513.8,493530.12,5436383.0
2262.0,3527535.0,500165.44,5187542.5
2263.0,3441972.0,492821.06,4170668.2
2264.0,3295799.0,589770.94,4261206.5
2265.0,3468294.0,510148.2,4151789.5
2266.0,3299003.2,505971.16,4140722.8
2267.0,3286623.5,485108.8,4136185.0
2268.0,3252705.2,493764.25,4133737.2
2269.0,3226999.2,483257.9,4132335.2
2270.0,2985785.2,470783.1,4048851.0
2271.0,2969628.8,477182.94,4043017.0
2272.0,2923581.0,464002.8,4854364.0
2273.0,2916303.5,463822.8,4613424.0
2274.0,2907517.5,463690.5,4281506.5
2275.0,3076110.0,464068.7,4043349.0
2276.0,2906525.8,464089.22,3986573.2
2277.0,2848626.0,464095.72,3981256.2
2278.0,2850691.2,464212.56,4005922.8
2279.0,3093647.5,464375.6,4675540.0
2280.0,2842282.5,464167.97,3981522.8
2281.0,2828429.8,462819.2,4708134.5
2282.0,2828010.8,462634.25,3746519.5
2283.0,2790637.0,462983.78,3743369.5
