time,NORESM1-M,CESM1-CAM5,MPI-ESM-LR,CSIRO-MK3-6-0
2000.0,15464052000.0,15464052000.0,15464052000.0,15464052000.0
2001.0,14999823000.0,14999823000.0,14999823000.0,14999823000.0
2002.0,14950886000.0,14950886000.0,14950886000.0,14950886000.0
2003.0,14855880000.0,14855880000.0,14855880000.0,14855880000.0
2004.0,14795238000.0,14795238000.0,14795238000.0,14795238000.0
2005.0,14791817000.0,14791817000.0,14791817000.0,14791817000.0
2006.0,14885375000.0,14885375000.0,14885375000.0,14885375000.0
2007.0,14755681000.0,14755681000.0,14755681000.0,14755681000.0
2008.0,15082558000.0,15082558000.0,15082558000.0,15082558000.0
2009.0,14866364000.0,14866364000.0,14866364000.0,14866364000.0
2010.0,14733953000.0,14733953000.0,14733953000.0,14733953000.0
2011.0,14775480000.0,14775480000.0,14775480000.0,14775480000.0
2012.0,14801619000.0,14801619000.0,14801619000.0,14801619000.0
2013.0,14680078000.0,14680078000.0,14680078000.0,14680078000.0
2014.0,14486150000.0,14486150000.0,14486150000.0,14486150000.0
2015.0,14421276000.0,14421276000.0,14421276000.0,14421276000.0
2016.0,14328409000.0,14328409000.0,14328409000.0,14328409000.0
2017.0,14287543000.0,14287543000.0,14287543000.0,14287543000.0
2018.0,14214502000.0,14214502000.0,14214502000.0,14214502000.0
2019.0,14146165000.0,14146165000.0,14146165000.0,14146165000.0
2020.0,14068512000.0,14068512000.0,14068512000.0,14068512000.0
2021.0,14301745000.0,13966309000.0,13994149000.0,13950669000.0
2022.0,13931135000.0,13915881000.0,13878743000.0,13906905000.0
2023.0,13830647000.0,13827163000.0,13789187000.0,13739259000.0
2024.0,13700561000.0,13815967000.0,13698547000.0,13836420000.0
2025.0,13573478000.0,13779063000.0,13586760000.0,13630722000.0
2026.0,13505513000.0,13627770000.0,13507806000.0,13560925000.0
2027.0,13679234000.0,13540697000.0,13380382000.0,13881158000.0
2028.0,13302087000.0,13485695000.0,13188634000.0,13541342000.0
2029.0,13139660000.0,13257414000.0,13219004000.0,13378044000.0
2030.0,13017286000.0,13091199000.0,12993151000.0,13155141000.0
2031.0,12779535000.0,12901562000.0,12850424000.0,13104553000.0
2032.0,12673451000.0,12741405000.0,12716701000.0,13030189000.0
2033.0,12448461000.0,12675506000.0,12487885000.0,12896998000.0
2034.0,12220622000.0,12369922000.0,12329726000.0,12711452000.0
2035.0,12001727000.0,12122973000.0,12065319000.0,12539198000.0
2036.0,11818716000.0,11925276000.0,11924181000.0,12362148000.0
2037.0,11713558000.0,11643435000.0,11727705000.0,12179110000.0
2038.0,11262246000.0,11390801000.0,11544281000.0,11926822000.0
2039.0,11018542000.0,11209374000.0,11359283000.0,11822937000.0
2040.0,10773452000.0,11098134000.0,11093234000.0,11590506000.0
2041.0,10528783000.0,10689995000.0,10917449000.0,11341268000.0
2042.0,10241929000.0,10528253000.0,10770465000.0,11113260000.0
2043.0,9944947000.0,10657855000.0,10631093000.0,10889844000.0
2044.0,9686089000.0,10179695000.0,10396589000.0,10647337000.0
2045.0,9370458000.0,9917008000.0,10209294000.0,10449565000.0
2046.0,9119429000.0,9731967000.0,10076288000.0,10190384000.0
2047.0,9177743000.0,9332172000.0,9878921000.0,9953494000.0
2048.0,8648488000.0,9047565000.0,9707773000.0,9701083000.0
2049.0,8379752400.0,8795702000.0,9949263000.0,9465629000.0
2050.0,7936015000.0,8498917400.0,9736838000.0,9161807000.0
2051.0,7834535400.0,8175859700.0,9336212000.0,8816891000.0
2052.0,7293880000.0,7784172000.0,9138673000.0,8410318000.0
2053.0,6994912000.0,7565662000.0,9035191000.0,8135721000.0
2054.0,6807263700.0,7265707500.0,8842233000.0,7822481400.0
2055.0,6576447500.0,6985747500.0,8658053000.0,7514580000.0
2056.0,6335533000.0,6750078500.0,8472034300.0,7308590000.0
2057.0,6004444000.0,6606190600.0,8299433000.0,7106486000.0
2058.0,5715546000.0,6384560000.0,8132933600.0,6840549400.0
2059.0,5523339000.0,6061202400.0,7866995700.0,6583223300.0
2060.0,5335205400.0,5796305400.0,7696692700.0,6248190000.0
2061.0,5231168500.0,5619390000.0,7484795400.0,6074241000.0
2062.0,5048308000.0,5387527000.0,7583753700.0,5801298000.0
2063.0,4878468000.0,5292464000.0,7232453000.0,5482383400.0
2064.0,4768805400.0,5200119300.0,7058850000.0,5274404000.0
2065.0,4609023000.0,4938422300.0,6840577500.0,5164723000.0
2066.0,4488134700.0,4722090000.0,6729564000.0,4968855000.0
2067.0,4359705600.0,4547201000.0,6601171500.0,4739172400.0
2068.0,4277527300.0,4611957000.0,6664053000.0,4526671000.0
2069.0,4251154000.0,4297525000.0,6361109000.0,4351678000.0
2070.0,4068055300.0,4089461000.0,6283606000.0,4200836000.0
2071.0,3973383700.0,3905668900.0,6119715000.0,4118355700.0
2072.0,3875616500.0,4241261300.0,5889675300.0,3902392000.0
2073.0,3793708500.0,3698794000.0,6515924500.0,3745680400.0
2074.0,3749768400.0,3528004900.0,5965420000.0,3588274400.0
2075.0,3629634800.0,3415570700.0,5767106000.0,3426428700.0
2076.0,3656590300.0,3335389700.0,6389332500.0,3353666300.0
2077.0,3520447200.0,3173306000.0,6280306700.0,3195092500.0
2078.0,3381549000.0,3025826600.0,5639784000.0,3068670700.0
2079.0,3273627000.0,2899375000.0,5585305000.0,2946407400.0
2080.0,3162691800.0,2821262600.0,5375928300.0,2873194500.0
2081.0,3009341000.0,2730357200.0,5232471000.0,2845550800.0
2082.0,2940791300.0,2573568500.0,5266349600.0,2705278700.0
2083.0,2905068300.0,2385752300.0,5169482000.0,2643585000.0
2084.0,2803339500.0,2277592300.0,4999940000.0,2518650000.0
2085.0,2841888500.0,2195396900.0,4899551700.0,2525420300.0
2086.0,2633363200.0,2064902700.0,4828519000.0,2321676300.0
2087.0,2538151400.0,1935799200.0,4754123000.0,2215349200.0
2088.0,2427346400.0,1855777700.0,4680943600.0,2131692500.0
2089.0,2339833000.0,1746548600.0,4725601300.0,2060310800.0
2090.0,2368162000.0,1592503700.0,4618693600.0,1976408300.0
2091.0,2167591000.0,1515187600.0,4507792400.0,1878773200.0
2092.0,2115968800.0,1492111600.0,4998127000.0,1799355600.0
2093.0,2149723600.0,1477085000.0,4437708000.0,1715153200.0
2094.0,2084151800.0,1425080600.0,4445882000.0,2002403600.0
2095.0,1972188300.0,1331574400.0,4765019000.0,1582251500.0
2096.0,1922959900.0,1281717100.0,4712047600.0,1490839000.0
2097.0,1822714800.0,1192532900.0,4368916000.0,1430076700.0
2098.0,1765831800.0,1121856800.0,4272276000.0,1371137300.0
2099.0,1697521300.0,1097976200.0,4499863600.0,1345983500.0
2100.0,1656902900.0,1052815000.0,4167484400.0,1339756800.0
2101.0,1608074400.0,1017946500.0,4116578800.0,1260428500.0
2102.0,1526643300.0,979538400.0,4037900300.0,1261202800.0
2103.0,1552856300.0,955230700.0,3933699000.0,1200741400.0
2104.0,1552884000.0,941508540.0,3881495300.0,1149050100.0
2105.0,1439216400.0,894878460.0,4019102700.0,1126048800.0
2106.0,1465449000.0,825613700.0,3851443200.0,1073201150.0
2107.0,1406787200.0,788836160.0,3724031000.0,1008906600.0
2108.0,1457261600.0,759721100.0,3684928000.0,1143949000.0
2109.0,1308368900.0,691660500.0,4221354500.0,984835200.0
2110.0,1289565400.0,679912900.0,3758799400.0,928583040.0
2111.0,1228127000.0,662219140.0,3567107600.0,910660700.0
2112.0,1192881500.0,698043840.0,3521490700.0,872518900.0
2113.0,1167204200.0,651937500.0,3432679000.0,844567100.0
2114.0,1261564800.0,826641150.0,3514274600.0,810975550.0
2115.0,1118080400.0,616173250.0,3373691400.0,846841150.0
2116.0,1073234240.0,565312450.0,3358865700.0,769055500.0
2117.0,1038137540.0,546252400.0,3302713000.0,755089800.0
2118.0,1127159300.0,539526400.0,3249259300.0,705325100.0
2119.0,1003194900.0,520633250.0,3231639600.0,675897340.0
2120.0,971246850.0,1145528400.0,3184239900.0,704116500.0
2121.0,930226700.0,1098263200.0,3242670600.0,650917950.0
2122.0,920215360.0,675494140.0,3437312800.0,630197200.0
2123.0,892167400.0,507493470.0,3153640000.0,611187800.0
2124.0,843176260.0,464597600.0,3935596300.0,597235840.0
2125.0,830186560.0,458438180.0,3642343200.0,560280000.0
2126.0,799257400.0,466199100.0,3381349400.0,552714750.0
2127.0,780107800.0,435651400.0,3323474000.0,546485440.0
2128.0,757723100.0,423028030.0,3151081500.0,599630340.0
2129.0,742977600.0,551766000.0,3052560000.0,665408500.0
2130.0,750972740.0,411440670.0,3027028700.0,621109600.0
2131.0,750545800.0,405910400.0,3085460000.0,543811460.0
2132.0,727939460.0,395108830.0,3403639800.0,496932100.0
2133.0,706754700.0,404532770.0,3040931800.0,473835200.0
2134.0,718313300.0,416444640.0,2950597600.0,469380450.0
2135.0,761091300.0,417996740.0,2961802800.0,449288930.0
2136.0,657850000.0,449647550.0,2880985900.0,415815870.0
2137.0,645095200.0,379460860.0,2873701600.0,405262980.0
2138.0,704835300.0,371857600.0,3224320300.0,439211140.0
2139.0,774323100.0,366465280.0,3207525600.0,403914240.0
2140.0,677301200.0,353948030.0,2908455000.0,384964100.0
2141.0,653144450.0,370632420.0,2799207400.0,364702100.0
2142.0,669249200.0,338423300.0,3724129000.0,362107000.0
2143.0,1026107840.0,351124960.0,3026851800.0,385412860.0
2144.0,699636350.0,329497920.0,2954610400.0,351855600.0
2145.0,617915000.0,325709150.0,2819182000.0,355221800.0
2146.0,604408400.0,697579650.0,2774833200.0,337570940.0
2147.0,692896450.0,373329250.0,2766883600.0,338943230.0
2148.0,701532700.0,348739900.0,2738213000.0,430626240.0
2149.0,1165312600.0,315645400.0,2802104300.0,362150400.0
2150.0,800552260.0,313978900.0,2792234200.0,326379970.0
2151.0,677644350.0,410417860.0,2691412700.0,318693440.0
2152.0,629589200.0,307208860.0,2729417700.0,345829950.0
2153.0,588716700.0,323000450.0,2764537600.0,314648320.0
2154.0,741627460.0,303986460.0,2967733000.0,298068580.0
2155.0,713657860.0,431283680.0,2655463700.0,297077950.0
2156.0,1547614500.0,356234850.0,2972022500.0,295673820.0
2157.0,731335230.0,298788400.0,2617202400.0,327698340.0
2158.0,590802900.0,290574270.0,2653042200.0,283670660.0
2159.0,586408800.0,292517820.0,2804949200.0,278467970.0
2160.0,718660300.0,314504900.0,2542990000.0,273653730.0
2161.0,573182300.0,348828500.0,2557813000.0,274588400.0
2162.0,565810050.0,553706050.0,2566909000.0,274194560.0
2163.0,562304260.0,336362270.0,2647919900.0,269569250.0
2164.0,552345600.0,295267260.0,2494577200.0,289264670.0
2165.0,555094400.0,305290400.0,2467306200.0,282829860.0
2166.0,575886700.0,285913950.0,2454339800.0,258132400.0
2167.0,528946000.0,505856670.0,2424282000.0,258870220.0
2168.0,524673340.0,285630560.0,2391304000.0,252681500.0
2169.0,534068060.0,285430560.0,2434769400.0,249089460.0
2170.0,528004580.0,281336030.0,2328775000.0,251947020.0
2171.0,517349000.0,282228770.0,2294258700.0,245031730.0
2172.0,519719870.0,276738900.0,2295263700.0,242820060.0
2173.0,517103800.0,276978530.0,2352369200.0,281162200.0
2174.0,512008450.0,272427500.0,2274017500.0,287860930.0
2175.0,504961900.0,299424670.0,2214352600.0,318618900.0
2176.0,533301300.0,279308000.0,2190211300.0,272068830.0
2177.0,508195200.0,274368900.0,2277980000.0,312350240.0
2178.0,561207600.0,267432080.0,2155971000.0,244782380.0
2179.0,503288000.0,354738700.0,2309265400.0,240656290.0
2180.0,490379870.0,269004380.0,2123339600.0,234553920.0
2181.0,499219780.0,257165600.0,2081869600.0,257086610.0
2182.0,484423870.0,260364350.0,2231369700.0,250729980.0
2183.0,505361440.0,375246500.0,2339127300.0,246394400.0
2184.0,489831040.0,262539660.0,2155729700.0,237559140.0
2185.0,483508400.0,256886640.0,2083011600.0,236881620.0
2186.0,554532540.0,268121570.0,2009063000.0,253553380.0
2187.0,478652930.0,267637620.0,2076378600.0,244529230.0
2188.0,471296130.0,250603150.0,2127498500.0,217873950.0
2189.0,483135170.0,245510540.0,2005153000.0,215993950.0
2190.0,560705540.0,276028830.0,1975356300.0,411341540.0
2191.0,518323140.0,250909710.0,1996140900.0,262560450.0
2192.0,467657100.0,239414640.0,1987380200.0,212200110.0
