time,CESM1-CAM5,MPI-ESM-LR,CANESM2
2000.0,15464052000.0,15449986000.0,15464052000.0
2001.0,14999823000.0,14987124000.0,14999823000.0
2002.0,14950886000.0,14939832000.0,14950886000.0
2003.0,14855880000.0,14845061000.0,14855880000.0
2004.0,14795238000.0,14785065000.0,14795238000.0
2005.0,14791817000.0,14780356000.0,14791817000.0
2006.0,14885375000.0,14872680000.0,14885375000.0
2007.0,14755681000.0,14745364000.0,14755681000.0
2008.0,15082558000.0,15073122000.0,15082558000.0
2009.0,14866364000.0,14853735000.0,14866364000.0
2010.0,14733953000.0,14721435000.0,14733953000.0
2011.0,14775480000.0,14762062000.0,14775480000.0
2012.0,14801619000.0,14788980000.0,14801619000.0
2013.0,14680078000.0,14669752000.0,14680078000.0
2014.0,14486150000.0,14476820000.0,14486150000.0
2015.0,14421276000.0,14411180000.0,14421276000.0
2016.0,14328409000.0,14319555000.0,14328409000.0
2017.0,14287543000.0,14278104000.0,14287543000.0
2018.0,14214502000.0,14203888000.0,14214502000.0
2019.0,14146165000.0,14135664000.0,14146165000.0
2020.0,14068512000.0,14057513000.0,14068512000.0
2021.0,13917624000.0,13936793000.0,13986957000.0
2022.0,13982026000.0,13875558000.0,13926590000.0
2023.0,14011709000.0,13828900000.0,13715579000.0
2024.0,13693861000.0,13570439000.0,13560793000.0
2025.0,13582257000.0,13596193000.0,13502769000.0
2026.0,13459235000.0,13389436000.0,13353469000.0
2027.0,13300360000.0,13232811000.0,13187420000.0
2028.0,13226777000.0,13233232000.0,13092938000.0
2029.0,12927319000.0,12956025000.0,12971600000.0
2030.0,12669200000.0,12763240000.0,12779158000.0
2031.0,12463142000.0,12907591000.0,12562493000.0
2032.0,12459213000.0,12742010000.0,12340422000.0
2033.0,12136347000.0,12451102000.0,12043264000.0
2034.0,11773420000.0,12244382000.0,11925900000.0
2035.0,11504957000.0,12068213000.0,11372783000.0
2036.0,11231976000.0,11855606000.0,11055694000.0
2037.0,11005980000.0,11687599000.0,10825443000.0
2038.0,10698672000.0,11530885000.0,10560122000.0
2039.0,10394701000.0,11363690000.0,10256144000.0
2040.0,10101592000.0,11241686000.0,10078501000.0
2041.0,9720457000.0,10960796000.0,9616990000.0
2042.0,9478694000.0,10794949000.0,9213830000.0
2043.0,9101598000.0,10585747000.0,8913761000.0
2044.0,8850596000.0,10370985000.0,8802204000.0
2045.0,8455609300.0,10181279000.0,8629896000.0
2046.0,8195473000.0,9895723000.0,8576784000.0
2047.0,7969268000.0,9723716000.0,8117755400.0
2048.0,7749132000.0,9436510000.0,7768174000.0
2049.0,7523978000.0,9273722000.0,7540846000.0
2050.0,7260981000.0,9239151000.0,7339291000.0
2051.0,7045658600.0,8965379000.0,7113599000.0
2052.0,6861582000.0,8812188000.0,6957228500.0
2053.0,6475119000.0,8729091000.0,6904627000.0
2054.0,6257159000.0,8627986000.0,6502424000.0
2055.0,6165098500.0,8639293000.0,6826430500.0
2056.0,5939410400.0,8285989400.0,6211132000.0
2057.0,5795396000.0,8342771700.0,6079227400.0
2058.0,5649735700.0,8167045000.0,5962920000.0
2059.0,5429356000.0,8743558000.0,5947707400.0
2060.0,5257997300.0,7856356000.0,5802897400.0
2061.0,5062499300.0,7784763400.0,5639165000.0
2062.0,4910028000.0,7619560400.0,5543611400.0
2063.0,4825945000.0,7516356000.0,6144924700.0
2064.0,4842178600.0,7444734000.0,5543073000.0
2065.0,4599493000.0,7269106700.0,5305887000.0
2066.0,4492308500.0,7092541000.0,5368697300.0
2067.0,4388196000.0,7120023600.0,5248845300.0
2068.0,4263147500.0,6981620000.0,5170194400.0
2069.0,4150943000.0,7009063400.0,4970486300.0
2070.0,4009635600.0,6826641400.0,4839812000.0
2071.0,3908609800.0,6729347600.0,4844988000.0
2072.0,3848220000.0,6756515300.0,4864029700.0
2073.0,3697301200.0,6518693000.0,5062725600.0
2074.0,3570523600.0,6514492000.0,4937793500.0
2075.0,3530110500.0,6563654700.0,5026866700.0
2076.0,3468546600.0,6825318000.0,4674949000.0
2077.0,3313490000.0,6297053000.0,4637045000.0
2078.0,3222051800.0,6181131300.0,4500794400.0
2079.0,3265247000.0,6972235300.0,4435569000.0
2080.0,3066362000.0,6256961000.0,4347818000.0
2081.0,3141828000.0,6193516500.0,5061920300.0
2082.0,2917316900.0,6132771000.0,4655975000.0
2083.0,2824126700.0,6187660000.0,4453203500.0
2084.0,2920009500.0,5921093600.0,4301671000.0
2085.0,2742535000.0,5841603600.0,4137044000.0
2086.0,2599768600.0,5828321300.0,4081065700.0
2087.0,2524971500.0,5767017000.0,3945997300.0
2088.0,2703250700.0,5674467300.0,3889014500.0
2089.0,2522643500.0,5628187600.0,3962932000.0
2090.0,2436241700.0,6389159400.0,3848074000.0
2091.0,2457632000.0,6625815000.0,3806707000.0
2092.0,2835549000.0,5757364700.0,3827523600.0
2093.0,2592904400.0,5585113600.0,3724822000.0
2094.0,2297383700.0,5694357000.0,3709667300.0
2095.0,2437640400.0,5623493000.0,3554808800.0
2096.0,2251552300.0,5415588400.0,3611238700.0
2097.0,2642635000.0,5401250000.0,3464428800.0
2098.0,2116937900.0,5335607000.0,3596999200.0
2099.0,2025804800.0,5472477700.0,3427190500.0
2100.0,2063407200.0,5581116400.0,3341954600.0
2101.0,2001350100.0,5270976000.0,3352985300.0
2102.0,2160972000.0,6198186000.0,3343051800.0
2103.0,2131034000.0,5620691000.0,3207655700.0
2104.0,2116140200.0,5586869000.0,3173793300.0
2105.0,2450603000.0,5266333700.0,3137852200.0
2106.0,1994404700.0,5328363000.0,3058153000.0
2107.0,1837449000.0,5526200000.0,3018059800.0
2108.0,1806768000.0,5479203300.0,2973153800.0
2109.0,1797015900.0,5587282000.0,3011785500.0
2110.0,1807568800.0,5671793700.0,3034178600.0
2111.0,2174231000.0,5092654600.0,3118495500.0
2112.0,1706468400.0,5124728300.0,3762096400.0
2113.0,1662617200.0,5128985600.0,3266291500.0
2114.0,1637939700.0,5153862000.0,2973472500.0
2115.0,1600360100.0,4982694000.0,3082051800.0
2116.0,1565729500.0,4881806300.0,2859256800.0
2117.0,1844983600.0,5151599000.0,2909839000.0
2118.0,1566171400.0,5337276000.0,4161887200.0
2119.0,1502642200.0,5895275000.0,3458688000.0
2120.0,1522520600.0,6633794000.0,4473419300.0
2121.0,1543551500.0,5286276000.0,3167632100.0
2122.0,1469039600.0,5642897000.0,3147658800.0
2123.0,1573629000.0,5234535400.0,3157856000.0
2124.0,1520682500.0,4984454700.0,2921593600.0
2125.0,1520242200.0,4903930000.0,2980478000.0
2126.0,1511866100.0,4846643700.0,2820020200.0
2127.0,1479051000.0,6101796000.0,2935283500.0
2128.0,1435228800.0,4843501600.0,2927081700.0
2129.0,1397986300.0,5217434000.0,2829925600.0
2130.0,1385497000.0,5173642000.0,2987358000.0
2131.0,1389515100.0,5547122000.0,2903021800.0
2132.0,1368955800.0,4852670000.0,2895330600.0
2133.0,1396739500.0,4906429400.0,2788808400.0
2134.0,1343351900.0,4734866400.0,3107252500.0
2135.0,1358906600.0,4806466000.0,2991583500.0
2136.0,1305919400.0,4907088000.0,2925366500.0
2137.0,1266934000.0,4657799000.0,2964260400.0
2138.0,1416132900.0,5055430700.0,3734624000.0
2139.0,1594249200.0,4595510300.0,3202609000.0
2140.0,1338796900.0,5429563400.0,3009037300.0
2141.0,1239566600.0,5232659500.0,3032360000.0
2142.0,1304116100.0,5198226000.0,3059022300.0
2143.0,1413709400.0,5138565600.0,2870121200.0
2144.0,1286058500.0,4904237600.0,2946203400.0
2145.0,1295642500.0,5099269600.0,2770656800.0
2146.0,1321783700.0,4664140000.0,3393762800.0
