time,GFDL-CM3,GFDL-ESM2G,NORESM1-M,MPI-ESM-LR,CCSM4,CANESM2,IPSL-CM5A-LR,CSIRO-MK3-6-0,CNRM-CM5,GISS-E2-R
2027.0,135635845000.0,134659820000.0,134165690000.0,133571630000.0,133724094000.0,133744750000.0,133615575000.0,133971230000.0,135017260000.0,134029570000.0
2028.0,136989200000.0,134367896000.0,133916590000.0,133420520000.0,133855930000.0,134057610000.0,133585150000.0,133727890000.0,134279080000.0,133893080000.0
2029.0,137931950000.0,135248040000.0,134763135000.0,133638324000.0,133470650000.0,133932564000.0,133367595000.0,133751325000.0,134818210000.0,133832070000.0
2030.0,137316820000.0,134660415000.0,133802490000.0,133213030000.0,133526420000.0,133998040000.0,133680144000.0,133661870000.0,134452820000.0,133655920000.0
2031.0,138792170000.0,134120370000.0,133562320000.0,133319746000.0,133454320000.0,133482775000.0,133454190000.0,133173035000.0,135210640000.0,133636465000.0
2032.0,136523500000.0,134414180000.0,133360310000.0,133126600000.0,133542030000.0,133190760000.0,133147900000.0,133109735000.0,134156755000.0,133539610000.0
2033.0,135803290000.0,134178630000.0,133316390000.0,132858390000.0,133165030000.0,133156364000.0,133060305000.0,133009490000.0,133700540000.0,133421210000.0
2034.0,135120790000.0,134653395000.0,133067530000.0,132944010000.0,133057020000.0,133516430000.0,133182080000.0,133245660000.0,133474340000.0,133368290000.0
2035.0,134654350000.0,134144930000.0,132890980000.0,132688536000.0,132860010000.0,133387360000.0,132836690000.0,132637250000.0,133469310000.0,133119754000.0
2036.0,134585745000.0,135171980000.0,132822606000.0,133178280000.0,132637930000.0,132986480000.0,132634150000.0,132500480000.0,133136750000.0,133087580000.0
2037.0,134438126000.0,134494590000.0,133105980000.0,132585200000.0,132596110000.0,132817230000.0,132479970000.0,132502170000.0,132927455000.0,133040750000.0
2038.0,134222650000.0,133833320000.0,132730650000.0,132392690000.0,132621690000.0,132745940000.0,132417920000.0,132101690000.0,132980840000.0,133340640000.0
2039.0,134038120000.0,133773900000.0,132609510000.0,132204230000.0,132615130000.0,132342290000.0,133032485000.0,132047660000.0,133236875000.0,133012505000.0
2040.0,134901300000.0,133562974000.0,132504010000.0,133065970000.0,132384130000.0,132108470000.0,132820970000.0,131737610000.0,132709820000.0,132996630000.0
2041.0,134874240000.0,133391170000.0,132647920000.0,132169270000.0,132357600000.0,131935945000.0,132691320000.0,131751480000.0,132474585000.0,132960000000.0
2042.0,136390590000.0,133135260000.0,132072970000.0,131922166000.0,132021720000.0,132246560000.0,132574520000.0,131539600000.0,132373210000.0,133060290000.0
2043.0,135508870000.0,133129650000.0,131896960000.0,131884180000.0,131803130000.0,131932420000.0,132131690000.0,131343960000.0,132419260000.0,132611890000.0
2044.0,134921820000.0,133273010000.0,131790720000.0,131681760000.0,131713390000.0,131486410000.0,131933856000.0,131256386000.0,132268430000.0,132533930000.0
2045.0,135467310000.0,133906280000.0,131715800000.0,131460330000.0,131481380000.0,131403190000.0,131417670000.0,130818875000.0,132134760000.0,132442330000.0
2046.0,134786966000.0,133447880000.0,131580410000.0,131381110000.0,131344040000.0,131249560000.0,131625900000.0,130768640000.0,132003570000.0,132412514000.0
2047.0,134411520000.0,133040824000.0,131419550000.0,131465130000.0,131258884000.0,131193910000.0,131079045000.0,130481950000.0,131865650000.0,132438680000.0
2048.0,134354420000.0,133070890000.0,131312220000.0,131209960000.0,131257795000.0,131060720000.0,130960100000.0,130494970000.0,131629760000.0,132653830000.0
2049.0,134088475000.0,132752830000.0,131137800000.0,131014520000.0,131185975000.0,130729780000.0,131026485000.0,130040340000.0,131444020000.0,132434280000.0
2050.0,134631730000.0,133022384000.0,130872844000.0,131441770000.0,131239420000.0,130296440000.0,130812430000.0,129817140000.0,132247980000.0,132626596000.0
2051.0,134368780000.0,133237760000.0,130737440000.0,130823200000.0,130776646000.0,130147150000.0,130687850000.0,129473410000.0,132012130000.0,132718690000.0
2052.0,135354425000.0,132787090000.0,130531640000.0,130758470000.0,130690654000.0,130620965000.0,130238700000.0,129226334000.0,131592250000.0,132091970000.0
2053.0,134797250000.0,132536590000.0,130197094000.0,130513290000.0,130576570000.0,129905640000.0,130206335000.0,129185830000.0,132513380000.0,131893630000.0
2054.0,134869385000.0,132769040000.0,129981686000.0,130280670000.0,130341100000.0,129804990000.0,130150890000.0,129107160000.0,131092234000.0,131987590000.0
2055.0,134047646000.0,132632310000.0,129906190000.0,130144535000.0,130036785000.0,129789430000.0,130047820000.0,128750130000.0,130817516000.0,131588100000.0
2056.0,134987450000.0,132572570000.0,129698090000.0,129955780000.0,129912900000.0,129371690000.0,129522640000.0,128244900000.0,130946610000.0,131465900000.0
2057.0,133986860000.0,132718805000.0,129603330000.0,129971500000.0,129517350000.0,129101365000.0,129322290000.0,128311420000.0,130714590000.0,131433330000.0
2058.0,133669520000.0,131922480000.0,129409630000.0,130030020000.0,129394170000.0,128838164000.0,129892110000.0,127817140000.0,130450140000.0,131370550000.0
2059.0,133769810000.0,132784100000.0,129390690000.0,129731390000.0,129235000000.0,128506190000.0,129772675000.0,127574580000.0,129739940000.0,131393010000.0
2060.0,134172500000.0,131792180000.0,128820330000.0,129567200000.0,129218450000.0,128311840000.0,129230590000.0,127246130000.0,129743520000.0,130956690000.0
2061.0,133803655000.0,131804090000.0,128829660000.0,129437370000.0,128827970000.0,127965650000.0,128996950000.0,126434664000.0,129135900000.0,130824010000.0
2062.0,134995110000.0,131780030000.0,128463560000.0,129326450000.0,128698000000.0,127722440000.0,128634720000.0,126265760000.0,128840360000.0,130847190000.0
2063.0,133724810000.0,132245560000.0,128230300000.0,129550615000.0,128565174000.0,127457630000.0,128339700000.0,125875634000.0,128696950000.0,130713560000.0
2064.0,134174310000.0,131561185000.0,128132190000.0,129209880000.0,128286180000.0,126933640000.0,128208860000.0,125790660000.0,128431080000.0,131301120000.0
2065.0,135262400000.0,131704210000.0,127912665000.0,128878640000.0,127708410000.0,126414725000.0,128692420000.0,125546420000.0,128230640000.0,130496650000.0
2066.0,133624420000.0,131492364000.0,127508610000.0,128633180000.0,127580810000.0,125753060000.0,127968450000.0,125213510000.0,127890780000.0,130288040000.0
2067.0,134253230000.0,131875545000.0,127102616000.0,128432930000.0,127149950000.0,125633460000.0,127668216000.0,124832680000.0,127600410000.0,130176926000.0
2068.0,133949680000.0,131447400000.0,126911990000.0,128162020000.0,127201310000.0,125351520000.0,127795390000.0,124535350000.0,127336290000.0,130209180000.0
2069.0,133842166000.0,131079676000.0,126619790000.0,128666070000.0,126655480000.0,125442875000.0,127618670000.0,124264510000.0,127766454000.0,130318975000.0
2070.0,133605060000.0,131051210000.0,126520030000.0,128560734000.0,126183875000.0,125007200000.0,127638800000.0,124048810000.0,127022120000.0,130313110000.0
2071.0,133282430000.0,131161055000.0,126268236000.0,127978950000.0,125864570000.0,124465005000.0,127152810000.0,123535155000.0,126518270000.0,130112500000.0
2072.0,133134660000.0,131169845000.0,125795066000.0,127741110000.0,125633544000.0,124243670000.0,126833230000.0,122961084000.0,126291165000.0,129632800000.0
2073.0,133732310000.0,130865770000.0,125587950000.0,127469760000.0,125349720000.0,123966325000.0,126842030000.0,122618830000.0,126008250000.0,129379656000.0
2074.0,133651740000.0,130659475000.0,125409340000.0,127304740000.0,125166170000.0,124007780000.0,126390670000.0,122168500000.0,125784880000.0,129295565000.0
2075.0,133194400000.0,130576280000.0,125372190000.0,127127870000.0,124945970000.0,123816940000.0,126465330000.0,122008150000.0,125505495000.0,129433780000.0
2076.0,133006220000.0,130581380000.0,124742840000.0,127002255000.0,124406740000.0,123301560000.0,125972275000.0,121598435000.0,124994160000.0,129022830000.0
2077.0,133293620000.0,133175580000.0,124340265000.0,126559896000.0,123991920000.0,123063615000.0,126423520000.0,121267134000.0,124598665000.0,128968016000.0
2078.0,133640266000.0,131454250000.0,124047670000.0,126091166000.0,123801280000.0,122636030000.0,125826150000.0,120604110000.0,124198855000.0,128644645000.0
2079.0,134498050000.0,130961760000.0,124021090000.0,126293640000.0,123543855000.0,122122150000.0,124890270000.0,120270570000.0,123795810000.0,128510845000.0
2080.0,135298510000.0,131155700000.0,123743580000.0,126120305000.0,123432250000.0,121830880000.0,124405700000.0,119881064000.0,123378000000.0,128473490000.0
2081.0,134672520000.0,131414050000.0,123205290000.0,125871520000.0,123028810000.0,121489610000.0,124206590000.0,119597244000.0,122733870000.0,128125485000.0
2082.0,134352400000.0,130908520000.0,122810620000.0,126166320000.0,122535460000.0,120912314000.0,123718620000.0,119002055000.0,122444240000.0,128015170000.0
2083.0,134335530000.0,130812760000.0,122576970000.0,125980025000.0,121990660000.0,120672590000.0,123104490000.0,118615300000.0,121708960000.0,127651840000.0
2084.0,133446705000.0,131076686000.0,122311550000.0,125953450000.0,121622610000.0,120118050000.0,123236980000.0,118074060000.0,121476780000.0,127659516000.0
2085.0,133783850000.0,130477140000.0,122106760000.0,125457930000.0,121031810000.0,120006885000.0,123012920000.0,117363790000.0,121229020000.0,127387510000.0
2086.0,134670890000.0,130337760000.0,121924130000.0,125197870000.0,120984740000.0,119371220000.0,123111590000.0,116854890000.0,120571910000.0,127179596000.0
2087.0,134953390000.0,130389890000.0,121330246000.0,124637225000.0,121112560000.0,119118270000.0,122187640000.0,116442430000.0,119982960000.0,126807990000.0
2088.0,134096495000.0,130244960000.0,120967650000.0,124492940000.0,120572030000.0,118260060000.0,121934250000.0,115916276000.0,119750296000.0,126668360000.0
2089.0,134261460000.0,130187590000.0,120891250000.0,124290466000.0,120142660000.0,117964770000.0,121608300000.0,115311395000.0,119207354000.0,126450650000.0
2090.0,133131624000.0,130865275000.0,120647060000.0,124259800000.0,119680270000.0,117571610000.0,121485140000.0,114771485000.0,118653620000.0,126469540000.0
2091.0,133194334000.0,129827960000.0,120275210000.0,124296135000.0,119228820000.0,117345810000.0,121091080000.0,114220380000.0,118227890000.0,126620300000.0
2092.0,133198760000.0,129663975000.0,119990346000.0,123913520000.0,119129160000.0,117244930000.0,120750620000.0,113679100000.0,118591610000.0,126687900000.0
2093.0,132744660000.0,129374840000.0,119789855000.0,123603430000.0,118502210000.0,117185946000.0,120535270000.0,113381160000.0,117979310000.0,126023250000.0
2094.0,132374364000.0,129469530000.0,119419520000.0,123248250000.0,118151820000.0,116570200000.0,120148650000.0,112635110000.0,117226050000.0,125759500000.0
2095.0,132185980000.0,129166990000.0,119105880000.0,122856310000.0,117406940000.0,115945020000.0,120220525000.0,112126080000.0,116661410000.0,125702120000.0
2096.0,132254660000.0,129313720000.0,119012160000.0,122623930000.0,117216600000.0,115624630000.0,119753640000.0,111754764000.0,115660700000.0,125239650000.0
2097.0,132041090000.0,129820660000.0,118610790000.0,122847190000.0,116816150000.0,115327030000.0,119498450000.0,111599985000.0,115240110000.0,125165830000.0
2098.0,131887194000.0,129294600000.0,118479030000.0,122405950000.0,116484330000.0,115145000000.0,119267746000.0,110413005000.0,114445100000.0,124695355000.0
2099.0,131792536000.0,129208074000.0,118498820000.0,122267116000.0,116147490000.0,114575000000.0,118826740000.0,109829480000.0,113887320000.0,124883410000.0
2100.0,131512660000.0,129261970000.0,117832200000.0,121862330000.0,115863340000.0,114030540000.0,118353710000.0,109232910000.0,113101275000.0,124205270000.0
