time,CESM2-WACCM,CANESM5,MRI-ESM2-0,IPSL-CM6A-LR
2063.0,73954980000.0,67482706000.0,71910900000.0,72317380000.0
2064.0,73471340000.0,67299156000.0,71306306000.0,72083070000.0
2065.0,72646025000.0,65972480000.0,70924610000.0,71610960000.0
2066.0,72323195000.0,65308103000.0,70556420000.0,70906900000.0
2067.0,71646830000.0,64616874000.0,70035180000.0,70776590000.0
2068.0,71115740000.0,64233260000.0,69575640000.0,69670470000.0
2069.0,70482230000.0,63221730000.0,70017974000.0,68973080000.0
2070.0,69831590000.0,62491010000.0,70751950000.0,68268368000.0
2071.0,70002295000.0,61879624000.0,69087230000.0,67800986000.0
2072.0,69213045000.0,61437450000.0,68076863000.0,67287540000.0
2073.0,68870170000.0,60554047000.0,67513970000.0,66778636000.0
2074.0,68169167000.0,60331150000.0,67202466000.0,66249757000.0
2075.0,67685302000.0,59420650000.0,66943996000.0,65604166000.0
2076.0,67056316000.0,58754847000.0,66229404000.0,65068286000.0
2077.0,67544035000.0,58094023000.0,65552880000.0,65387930000.0
2078.0,66191810000.0,57587030000.0,65789450000.0,64496750000.0
2079.0,65712157000.0,56876618000.0,64897536000.0,64812085000.0
2080.0,65244475000.0,56629710000.0,64415695000.0,63669256000.0
2081.0,64830513000.0,55966660000.0,63809155000.0,63168905000.0
2082.0,65045230000.0,55410480000.0,63551095000.0,62803763000.0
2083.0,63998915000.0,54949868000.0,63000453000.0,62113230000.0
2084.0,63390212000.0,54619726000.0,62579150000.0,61598580000.0
2085.0,64814727000.0,54011330000.0,62447964000.0,61264073000.0
2086.0,62911095000.0,53602664000.0,62337390000.0,61001028000.0
2087.0,62646325000.0,52883837000.0,63438600000.0,64456020000.0
2088.0,61842993000.0,52449972000.0,62733324000.0,60912660000.0
2089.0,61164570000.0,51783164000.0,61914943000.0,59906430000.0
2090.0,60879487000.0,51580465000.0,61905166000.0,59677580000.0
2091.0,60545600000.0,50924925000.0,63579816000.0,59107406000.0
2092.0,60413300000.0,50710330000.0,61125390000.0,58941723000.0
2093.0,61253810000.0,52253225000.0,62852477000.0,60858794000.0
2094.0,59390870000.0,49955120000.0,61964470000.0,57965040000.0
2095.0,58956677000.0,49218843000.0,61743292000.0,57540980000.0
2096.0,58569880000.0,49582610000.0,60435157000.0,56945144000.0
2097.0,58329776000.0,48342940000.0,62707114000.0,56457286000.0
2098.0,57979330000.0,47857635000.0,60320640000.0,56162275000.0
2099.0,57438274000.0,48261440000.0,59497190000.0,56540200000.0
2100.0,57221677000.0,47276204000.0,59531923000.0,56188215000.0
2101.0,57703244000.0,47128752000.0,59110064000.0,55440253000.0
2102.0,56278024000.0,46671974000.0,60408775000.0,55068316000.0
2103.0,55768690000.0,46537410000.0,61564408000.0,54620210000.0
2104.0,56088744000.0,46271300000.0,62554710000.0,54983240000.0
2105.0,55564610000.0,45979046000.0,63552890000.0,54619260000.0
2106.0,55748080000.0,45882802000.0,62060343000.0,54065680000.0
2107.0,55877214000.0,45409464000.0,60728240000.0,53416760000.0
2108.0,55229755000.0,45058020000.0,60361170000.0,52989346000.0
2109.0,54109753000.0,45272520000.0,59634418000.0,52635554000.0
2110.0,53876437000.0,44819690000.0,59630707000.0,52951335000.0
2111.0,54038170000.0,44375520000.0,61861890000.0,52436050000.0
2112.0,53198900000.0,44371580000.0,62352974000.0,55524390000.0
2113.0,54078920000.0,43979088000.0,63270140000.0,54449540000.0
2114.0,53040923000.0,43644120000.0,61003813000.0,52028080000.0
2115.0,52648387000.0,43634397000.0,63546778000.0,51231506000.0
2116.0,52911923000.0,46277992000.0,61533920000.0,52199320000.0
2117.0,51984876000.0,44505710000.0,59167500000.0,53926390000.0
2118.0,52145970000.0,43393360000.0,59201077000.0,52068155000.0
2119.0,53012496000.0,44269420000.0,58560094000.0,50977366000.0
2120.0,52865036000.0,43537125000.0,60880237000.0,52008583000.0
2121.0,51367080000.0,42796390000.0,58279424000.0,50226266000.0
2122.0,51095930000.0,42348830000.0,59035128000.0,51433040000.0
2123.0,51081470000.0,42496377000.0,57659912000.0,49844974000.0
2124.0,52909650000.0,45817920000.0,59035247000.0,49196200000.0
2125.0,52673016000.0,44754430000.0,58810680000.0,50056080000.0
2126.0,51409350000.0,44974416000.0,58450980000.0,49051664000.0
2127.0,54991294000.0,42696220000.0,59336307000.0,49907280000.0
2128.0,52983714000.0,43981620000.0,61980144000.0,48501380000.0
2129.0,51793900000.0,42004947000.0,61848285000.0,48318990000.0
2130.0,51484553000.0,41726610000.0,60210745000.0,47996207000.0
2131.0,50488746000.0,41635890000.0,59356037000.0,49025315000.0
2132.0,54151995000.0,41281700000.0,59435192000.0,48446263000.0
2133.0,58226300000.0,41629320000.0,65158754000.0,49688150000.0
2134.0,51402957000.0,45801870000.0,61171910000.0,51364233000.0
2135.0,56885228000.0,42980418000.0,61163545000.0,49147376000.0
2136.0,59087420000.0,41996950000.0,64365450000.0,48678820000.0
2137.0,61081790000.0,43476310000.0,63774036000.0,49492083000.0
2138.0,56861995000.0,45486936000.0,61374470000.0,47797723000.0
2139.0,54541648000.0,41606246000.0,60384604000.0,47020384000.0
2140.0,54500594000.0,41681890000.0,59656622000.0,47010370000.0
2141.0,52537210000.0,41543664000.0,61520170000.0,47509700000.0
2142.0,51639964000.0,44086858000.0,62370365000.0,51042510000.0
2143.0,52282634000.0,41433883000.0,63219986000.0,46916375000.0
2144.0,50617836000.0,41144635000.0,61858480000.0,47584137000.0
2145.0,50302894000.0,40541487000.0,61400680000.0,47902757000.0
2146.0,51144460000.0,40630830000.0,69520474000.0,47127626000.0
2147.0,51788850000.0,41114083000.0,67704295000.0,46648520000.0
2148.0,51760550000.0,40546370000.0,64887177000.0,46383514000.0
2149.0,49824620000.0,40075444000.0,63337580000.0,46808097000.0
2150.0,51652985000.0,40192700000.0,63846710000.0,46518338000.0
2151.0,61979960000.0,39979442000.0,64101356000.0,47643427000.0
2152.0,58173300000.0,40520390000.0,63506890000.0,45442700000.0
2153.0,53631594000.0,40768830000.0,70374105000.0,45693116000.0
2154.0,51962503000.0,42035560000.0,65335750000.0,46647693000.0
2155.0,51799982000.0,40021720000.0,65831666000.0,44910313000.0
2156.0,49647526000.0,40288174000.0,64078877000.0,45499056000.0
2157.0,59960090000.0,42816573000.0,64571884000.0,45865603000.0
2158.0,50518266000.0,40146993000.0,66251158000.0,44305450000.0
2159.0,50509926000.0,39693770000.0,66638316000.0,45478780000.0
2160.0,59160230000.0,41040470000.0,64191115000.0,45566920000.0
2161.0,54427734000.0,39461577000.0,64360075000.0,44869136000.0
2162.0,51614300000.0,39468980000.0,63968080000.0,46941495000.0
2163.0,51473660000.0,40824005000.0,62606696000.0,45119308000.0
2164.0,56910010000.0,39745470000.0,62669435000.0,43968660000.0
2165.0,53822534000.0,39374266000.0,61779940000.0,43635487000.0
2166.0,57573593000.0,39762764000.0,68430942000.0,43817060000.0
2167.0,55961776000.0,39714456000.0,68322370000.0,45538600000.0
2168.0,53455688000.0,38905540000.0,67636970000.0,44896840000.0
2169.0,52469830000.0,38936770000.0,66720383000.0,43411370000.0
2170.0,51510153000.0,38898143000.0,66136072000.0,42933674000.0
2171.0,53898813000.0,42437510000.0,64451010000.0,44121330000.0
2172.0,52417680000.0,41179890000.0,64380305000.0,46348770000.0
2173.0,53952230000.0,40169410000.0,64102340000.0,45221663000.0
2174.0,54503694000.0,39276483000.0,67642980000.0,44014096000.0
2175.0,50621680000.0,40813425000.0,63770915000.0,43828430000.0
2176.0,49601343000.0,38809280000.0,69070970000.0,42929537000.0
2177.0,51141902000.0,39646550000.0,70477005000.0,42756270000.0
2178.0,51742560000.0,43091460000.0,64858735000.0,42435076000.0
2179.0,49977200000.0,41838453000.0,65557475000.0,42233057000.0
2180.0,53443410000.0,40446964000.0,67291230000.0,46225076000.0
2181.0,51721240000.0,39023546000.0,67959464000.0,43923595000.0
2182.0,53045285000.0,39122465000.0,67738840000.0,43875530000.0
2183.0,48887124000.0,39159497000.0,66285814000.0,44229290000.0
2184.0,48223210000.0,40095072000.0,67988304000.0,44525380000.0
2185.0,48636453000.0,39614470000.0,66199515000.0,43200990000.0
2186.0,50206925000.0,38925670000.0,69245900000.0,42809446000.0
2187.0,51361360000.0,38369500000.0,65651770000.0,43574970000.0
2188.0,51113652000.0,38706470000.0,65722520000.0,42442834000.0
2189.0,49231073000.0,38733836000.0,64979214000.0,43337703000.0
2190.0,50423124000.0,39651394000.0,64544090000.0,42786767000.0
2191.0,50673824000.0,38494433000.0,64062770000.0,42208805000.0
2192.0,55018545000.0,38480220000.0,67039834000.0,41439340000.0
2193.0,50811056000.0,38343336000.0,66337090000.0,44152740000.0
2194.0,48541807000.0,37971090000.0,64734640000.0,41409690000.0
2195.0,48516313000.0,40209600000.0,67510030000.0,41751900000.0
2196.0,54659162000.0,43439325000.0,69908510000.0,41684255000.0
2197.0,49296495000.0,41054843000.0,65821560000.0,41539994000.0
2198.0,53659320000.0,38740150000.0,64070767000.0,43035440000.0
2199.0,49986232000.0,42417594000.0,65609810000.0,42678140000.0
2200.0,48699675000.0,39707240000.0,67316160000.0,43401077000.0
2201.0,51900436000.0,39427720000.0,64930898000.0,43225887000.0
2202.0,59382735000.0,38321058000.0,64399290000.0,41415650000.0
2203.0,49892340000.0,42461210000.0,66626785000.0,41077654000.0
2204.0,52806963000.0,38145300000.0,69429985000.0,42792130000.0
2205.0,48451244000.0,38055928000.0,67195990000.0,40835748000.0
2206.0,47979704000.0,37695900000.0,68577305000.0,41091998000.0
2207.0,48062964000.0,38189710000.0,72972300000.0,41338077000.0
2208.0,48369030000.0,41049235000.0,69284780000.0,41120800000.0
2209.0,47574270000.0,42037035000.0,66811730000.0,40933050000.0
2210.0,47482216000.0,41116190000.0,68989560000.0,42165182000.0
2211.0,47424000000.0,40153720000.0,67112970000.0,44693303000.0
2212.0,46945580000.0,38941780000.0,65368880000.0,49836667000.0
2213.0,46863974000.0,38365090000.0,66265200000.0,43479010000.0
2214.0,49936753000.0,38114775000.0,64865325000.0,43047090000.0
2215.0,47022980000.0,38866530000.0,68433166000.0,43102065000.0
2216.0,51285730000.0,38605824000.0,65839886000.0,43224736000.0
2217.0,48855000000.0,37820576000.0,65591200000.0,41629356000.0
2218.0,49980568000.0,37549880000.0,65373240000.0,44068553000.0
2219.0,47598520000.0,37558456000.0,64929227000.0,41804464000.0
2220.0,46942953000.0,39817232000.0,64726890000.0,41464250000.0
2221.0,47251026000.0,39372060000.0,64772200000.0,40409977000.0
2222.0,49541333000.0,40439505000.0,65029600000.0,41224077000.0
2223.0,46952960000.0,39738990000.0,64742030000.0,40537092000.0
2224.0,46263880000.0,38680210000.0,65544237000.0,44146680000.0
2225.0,46030770000.0,38454740000.0,65332250000.0,42786810000.0
2226.0,46093054000.0,37611553000.0,65918284000.0,41264628000.0
2227.0,46060520000.0,38577857000.0,68114702000.0,41025077000.0
2228.0,46024344000.0,39984103000.0,67210290000.0,41360430000.0
2229.0,46375400000.0,39307186000.0,65415420000.0,40774435000.0
2230.0,45710760000.0,41467716000.0,65443697000.0,40810455000.0
2231.0,46315827000.0,43889914000.0,65301733000.0,40010805000.0
2232.0,45590300000.0,43993230000.0,69311680000.0,41289003000.0
2233.0,47377890000.0,41558070000.0,66944025000.0,41280850000.0
2234.0,45500256000.0,45992180000.0,67566965000.0,41244004000.0
2235.0,45864407000.0,41867547000.0,65602490000.0,40176955000.0
2236.0,45870840000.0,42181313000.0,69520540000.0,41076120000.0
2237.0,45233533000.0,40253580000.0,69061830000.0,44477700000.0
2238.0,45266547000.0,39343104000.0,67687125000.0,43600640000.0
2239.0,45096950000.0,38762180000.0,71706300000.0,39987376000.0
2240.0,45289845000.0,40119914000.0,70030050000.0,39470543000.0
2241.0,44787847000.0,39116710000.0,68698976000.0,40041034000.0
2242.0,55161010000.0,38838010000.0,67506897000.0,39696208000.0
2243.0,52437488000.0,39936430000.0,71726890000.0,40471106000.0
2244.0,51187710000.0,38510805000.0,68810670000.0,42796294000.0
2245.0,49934803000.0,39796060000.0,67790483000.0,40261640000.0
2246.0,48186400000.0,38727140000.0,69964595000.0,42290446000.0
2247.0,47630602000.0,38320435000.0,67585760000.0,45313585000.0
2248.0,47710417000.0,39142785000.0,67590808000.0,42152686000.0
2249.0,47075250000.0,38212740000.0,66997785000.0,40468930000.0
2250.0,48353985000.0,40121610000.0,68707740000.0,40139440000.0
2251.0,46153273000.0,38522364000.0,67025310000.0,40111570000.0
2252.0,51758637000.0,38927670000.0,67637880000.0,39376130000.0
2253.0,50001658000.0,38115197000.0,68198326000.0,39027294000.0
2254.0,45384495000.0,41281466000.0,69029300000.0,40953635000.0
2255.0,47425940000.0,39184970000.0,68846174000.0,39782126000.0
2256.0,44994760000.0,38181540000.0,69931530000.0,43825586000.0
2257.0,44844750000.0,40056988000.0,67695776000.0,41191570000.0
2258.0,44792787000.0,42895310000.0,67682402000.0,40008210000.0
2259.0,44254400000.0,38394650000.0,67166814000.0,38823666000.0
2260.0,49701212000.0,37984300000.0,70156960000.0,45771700000.0
2261.0,46610500000.0,38892040000.0,71602560000.0,47958900000.0
2262.0,45003166000.0,37881870000.0,67590640000.0,46508330000.0
2263.0,47193522000.0,38236980000.0,67006570000.0,41974250000.0
2264.0,44292186000.0,38958350000.0,66930460000.0,41239785000.0
2265.0,43918594000.0,43054207000.0,72347780000.0,42405360000.0
2266.0,43486720000.0,39262210000.0,67841260000.0,39936920000.0
2267.0,43377210000.0,38141590000.0,67373994000.0,39773580000.0
2268.0,43227443000.0,39864218000.0,69559330000.0,39309287000.0
2269.0,43321213000.0,37755000000.0,68766280000.0,41129968000.0
2270.0,51792646000.0,40370016000.0,68232310000.0,39028530000.0
2271.0,47378070000.0,38063178000.0,70370730000.0,39368643000.0
2272.0,44117844000.0,40099574000.0,69156280000.0,43103547000.0
2273.0,42953368000.0,38413922000.0,68094505000.0,41522630000.0
2274.0,43226305000.0,37954396000.0,68390314000.0,39378980000.0
2275.0,42733654000.0,38470156000.0,67914543000.0,38744998000.0
2276.0,42597620000.0,40257460000.0,67938583000.0,38138030000.0
2277.0,45042405000.0,38014600000.0,70436860000.0,38499090000.0
2278.0,42981940000.0,41463173000.0,74827014000.0,39622600000.0
2279.0,42354440000.0,38512456000.0,73292956000.0,38276830000.0
2280.0,42511170000.0,37710475000.0,72055730000.0,41563150000.0
2281.0,42349920000.0,43424190000.0,71069350000.0,38205805000.0
2282.0,42233795000.0,43613663000.0,70136414000.0,38031794000.0
2283.0,41842184000.0,38934905000.0,70841655000.0,38288994000.0
2284.0,41817694000.0,37985276000.0,69174450000.0,38539430000.0
2285.0,41638690000.0,37795443000.0,68708053000.0,39186174000.0
2286.0,41453860000.0,37187432000.0,68321866000.0,43466727000.0
2287.0,42671636000.0,36987330000.0,68390875000.0,42579735000.0
2288.0,42783560000.0,37202534000.0,69546120000.0,39055680000.0
2289.0,44756760000.0,36781294000.0,70363530000.0,39193256000.0
2290.0,42203030000.0,49603383000.0,69950956000.0,40091460000.0
2291.0,41186760000.0,45489290000.0,69790520000.0,38548898000.0
2292.0,40914210000.0,42359407000.0,70344720000.0,39578497000.0
2293.0,41167008000.0,40656630000.0,68890165000.0,38320267000.0
2294.0,44111480000.0,39457140000.0,68529920000.0,41409190000.0
2295.0,40929820000.0,38184268000.0,68187910000.0,43275610000.0
2296.0,40740508000.0,37952127000.0,71669370000.0,40048423000.0
2297.0,40816530000.0,37896460000.0,70376840000.0,38347590000.0
2298.0,47411057000.0,38641488000.0,68713720000.0,38347375000.0
2299.0,42231624000.0,39548674000.0,68785630000.0,38036450000.0
2300.0,40845640000.0,40062382000.0,69373710000.0,38796580000.0
