time,IPSL-CM6A-LR,ACCESS-CM2,ACCESS-ESM1-5,CESM2-WACCM,CANESM5,MRI-ESM2-0
2045.0,83880950000.0,82522490000.0,83659465000.0,81766334000.0,80771630000.0,81118170000.0
2046.0,84071740000.0,82085210000.0,83557670000.0,81330610000.0,80262090000.0,80537320000.0
2047.0,83480220000.0,81886585000.0,83160340000.0,80982704000.0,79900590000.0,79973190000.0
2048.0,82931490000.0,81352385000.0,82885950000.0,80533930000.0,79830410000.0,79718430000.0
2049.0,82576440000.0,80976320000.0,83150640000.0,80168790000.0,79202390000.0,79656240000.0
2050.0,82267840000.0,80590520000.0,82694880000.0,79632860000.0,78916920000.0,78983440000.0
2051.0,81933930000.0,80101600000.0,82327760000.0,79307660000.0,78846060000.0,78676074000.0
2052.0,81339950000.0,79830500000.0,82220294000.0,80231510000.0,78260300000.0,78653460000.0
2053.0,80994160000.0,79189475000.0,81948000000.0,79013740000.0,77681710000.0,77985370000.0
2054.0,80757380000.0,78712570000.0,81587690000.0,79529680000.0,76962360000.0,77499990000.0
2055.0,80544810000.0,78273544000.0,81295360000.0,78654820000.0,76536060000.0,77102916000.0
2056.0,80098070000.0,77835370000.0,81285080000.0,78024430000.0,76060870000.0,76972474000.0
2057.0,79981680000.0,77518680000.0,81163120000.0,78029880000.0,75630600000.0,76338690000.0
2058.0,79522300000.0,77088140000.0,80750880000.0,77749070000.0,75033590000.0,75797360000.0
2059.0,78979850000.0,76598630000.0,80270930000.0,77514590000.0,74576640000.0,75442660000.0
2060.0,78466820000.0,76208510000.0,80428270000.0,76651540000.0,73738160000.0,75202710000.0
2061.0,77952780000.0,75729900000.0,80112440000.0,76411170000.0,73494740000.0,74827910000.0
2062.0,77565980000.0,75395150000.0,79713124000.0,76018260000.0,72876840000.0,74533390000.0
2063.0,77155890000.0,75086184000.0,79399220000.0,75513390000.0,72315720000.0,73992500000.0
2064.0,76651960000.0,74601980000.0,78946030000.0,75291130000.0,72407605000.0,74914365000.0
2065.0,76501790000.0,74240810000.0,78791720000.0,75799110000.0,71503995000.0,74411960000.0
2066.0,75777200000.0,74311160000.0,78419090000.0,74818494000.0,70612170000.0,74051850000.0
2067.0,75234900000.0,73936820000.0,78278500000.0,74352920000.0,70490490000.0,73524980000.0
2068.0,75080710000.0,73221110000.0,78008254000.0,73964260000.0,69932605000.0,73405530000.0
2069.0,74493034000.0,73010545000.0,77671870000.0,73937300000.0,69389130000.0,72538380000.0
2070.0,74014510000.0,72410145000.0,77296690000.0,73829090000.0,68744150000.0,72197160000.0
2071.0,73644130000.0,72146720000.0,77183330000.0,73425110000.0,68193000000.0,72396644000.0
2072.0,72969090000.0,71585270000.0,76994570000.0,73281135000.0,67685570000.0,71752760000.0
2073.0,72342300000.0,71218045000.0,76499345000.0,73215880000.0,67327787000.0,71677034000.0
2074.0,72912320000.0,70831145000.0,76446654000.0,72440840000.0,66631995000.0,71094624000.0
2075.0,71836430000.0,70502285000.0,75952160000.0,72049330000.0,66038360000.0,70754850000.0
2076.0,71230290000.0,70266730000.0,76299460000.0,71779660000.0,65485017000.0,71452970000.0
2077.0,70800640000.0,69962630000.0,75295250000.0,72659290000.0,65208623000.0,70554710000.0
2078.0,70282010000.0,69472060000.0,74945030000.0,71302670000.0,64615800000.0,73857900000.0
2079.0,70283665000.0,68875970000.0,74472956000.0,71372145000.0,64094000000.0,70829070000.0
2080.0,70265850000.0,68464060000.0,74274140000.0,70354390000.0,63943410000.0,70814280000.0
2081.0,69197320000.0,68015497000.0,73817970000.0,69825690000.0,63403622000.0,70582830000.0
2082.0,69595046000.0,67720004000.0,73474870000.0,70068190000.0,62792020000.0,69553136000.0
2083.0,68390416000.0,67976413000.0,73120820000.0,69421310000.0,62410730000.0,68979510000.0
2084.0,68135370000.0,66936900000.0,73095380000.0,68893114000.0,61920710000.0,68798800000.0
2085.0,67788734000.0,66449600000.0,72905400000.0,68407804000.0,61562794000.0,68714066000.0
2086.0,67007025000.0,66958670000.0,72397685000.0,67959235000.0,61007530000.0,69215380000.0
2087.0,66604687000.0,65670545000.0,72113940000.0,67395564000.0,60753875000.0,68425660000.0
2088.0,66277320000.0,65070002000.0,71594476000.0,67039175000.0,60141170000.0,67778028000.0
2089.0,65722155000.0,64595500000.0,71852510000.0,66575323000.0,59726220000.0,68219790000.0
2090.0,65165095000.0,64352110000.0,71541280000.0,66187223000.0,60037560000.0,67469005000.0
2091.0,64944914000.0,63824126000.0,71139050000.0,65935320000.0,59186213000.0,67603120000.0
2092.0,65273930000.0,63481140000.0,70962070000.0,68051210000.0,58781364000.0,67584550000.0
2093.0,64414930000.0,64797790000.0,70448595000.0,66354078000.0,59209085000.0,68359303000.0
2094.0,64397664000.0,63096730000.0,70690580000.0,66017950000.0,58163020000.0,67190313000.0
2095.0,63264305000.0,62541603000.0,70504130000.0,64878023000.0,57656103000.0,68648534000.0
2096.0,62602854000.0,62014833000.0,71034120000.0,64234045000.0,57313153000.0,67158650000.0
2097.0,62170345000.0,61849150000.0,70026320000.0,64234746000.0,56837040000.0,66577680000.0
2098.0,62313902000.0,61478896000.0,69459750000.0,63819125000.0,57940582000.0,66653210000.0
2099.0,61955520000.0,60960297000.0,69396230000.0,63401950000.0,57265230000.0,66223540000.0
2100.0,61416116000.0,60464366000.0,69145110000.0,62827490000.0,55877460000.0,66526745000.0
2101.0,60897450000.0,61278466000.0,68767240000.0,62762310000.0,55408157000.0,65740720000.0
2102.0,61760156000.0,59983684000.0,68599984000.0,62121200000.0,55413530000.0,66182877000.0
2103.0,60886467000.0,59406516000.0,68153442000.0,61630124000.0,55454458000.0,72112415000.0
2104.0,61040170000.0,59249820000.0,67839950000.0,61191262000.0,55340966000.0,69731615000.0
2105.0,60649878000.0,58842604000.0,67976196000.0,60730286000.0,55436280000.0,69646500000.0
2106.0,60201850000.0,59142930000.0,67416965000.0,60304330000.0,55072702000.0,68655874000.0
2107.0,60079370000.0,58227163000.0,68743830000.0,59804627000.0,54077923000.0,67291017000.0
2108.0,59239604000.0,57623466000.0,67436080000.0,59226063000.0,53500920000.0,67564170000.0
2109.0,59231937000.0,57245503000.0,67066434000.0,58936054000.0,53274178000.0,66985734000.0
2110.0,58593604000.0,56861550000.0,66868800000.0,59431730000.0,53017220000.0,68039590000.0
2111.0,59802660000.0,56443180000.0,66471490000.0,58320940000.0,52723630000.0,67285328000.0
2112.0,58056200000.0,56013040000.0,66041130000.0,57848517000.0,52471345000.0,66424270000.0
2113.0,58347320000.0,55782113000.0,65940857000.0,57437704000.0,52220514000.0,65634350000.0
2114.0,58278326000.0,55304212000.0,66089770000.0,57043330000.0,51787588000.0,66053570000.0
2115.0,57053196000.0,54902125000.0,65509716000.0,57105560000.0,51417334000.0,65675477000.0
2116.0,57402462000.0,54695010000.0,65286705000.0,56375120000.0,51242480000.0,65505964000.0
2117.0,56652767000.0,56359040000.0,65718972000.0,56385210000.0,54084190000.0,67744567000.0
2118.0,56329093000.0,55145927000.0,64766837000.0,56004860000.0,51263890000.0,66995030000.0
2119.0,55620264000.0,56189760000.0,64516276000.0,55402754000.0,50761843000.0,66133176000.0
2120.0,56729575000.0,54402728000.0,64334045000.0,55077278000.0,50288853000.0,66305626000.0
2121.0,56082640000.0,53707346000.0,64692806000.0,54513500000.0,50130300000.0,65420210000.0
2122.0,56008323000.0,53143370000.0,63865414000.0,53930615000.0,49695613000.0,66009330000.0
2123.0,55270265000.0,54479184000.0,63876980000.0,53571350000.0,50216104000.0,67836465000.0
2124.0,55079657000.0,54438370000.0,63292050000.0,53316436000.0,49848988000.0,64415910000.0
2125.0,54313960000.0,52338254000.0,63144060000.0,52811090000.0,49468137000.0,64435510000.0
2126.0,53914570000.0,51919847000.0,62864265000.0,52351054000.0,49066110000.0,67318410000.0
2127.0,53873850000.0,51503930000.0,62472024000.0,52092695000.0,50250404000.0,66543060000.0
2128.0,53933195000.0,51334648000.0,62233657000.0,52962357000.0,48576900000.0,72236120000.0
2129.0,54221582000.0,51090276000.0,62663897000.0,51897630000.0,48941257000.0,70435455000.0
2130.0,54497160000.0,50990813000.0,63359754000.0,51517190000.0,48320164000.0,67943453000.0
2131.0,52791734000.0,50345165000.0,62544510000.0,51539630000.0,48755335000.0,67711496000.0
2132.0,52403350000.0,51001190000.0,61904530000.0,51112840000.0,48341656000.0,66703080000.0
2133.0,52699906000.0,49932440000.0,61530840000.0,50377626000.0,49056560000.0,67987590000.0
2134.0,53046440000.0,49373225000.0,61108840000.0,50099466000.0,49334268000.0,69951060000.0
2135.0,52117900000.0,49165510000.0,64609837000.0,49880340000.0,47984534000.0,69397240000.0
2136.0,51837043000.0,49379920000.0,61649314000.0,49407177000.0,47807713000.0,70156800000.0
2137.0,52784992000.0,48752480000.0,61809430000.0,49366330000.0,48296157000.0,67950875000.0
2138.0,51488543000.0,48960467000.0,61787103000.0,49253183000.0,50146330000.0,68340224000.0
2139.0,51112874000.0,48181910000.0,60789408000.0,48618940000.0,47662220000.0,71564660000.0
2140.0,50921255000.0,47717790000.0,60624916000.0,48293670000.0,46864355000.0,68613788000.0
2141.0,50547220000.0,47476486000.0,60241195000.0,48284148000.0,47633584000.0,67908678000.0
2142.0,50288968000.0,47267280000.0,59552375000.0,48104960000.0,47215903000.0,67549065000.0
2143.0,50794390000.0,49465960000.0,60173275000.0,47537496000.0,47275127000.0,70415150000.0
2144.0,50083647000.0,47367390000.0,60186817000.0,47267844000.0,46063026000.0,68918670000.0
2145.0,49733407000.0,46737090000.0,60774474000.0,47071990000.0,45701456000.0,68951710000.0
2146.0,49467990000.0,46215602000.0,59900015000.0,46881337000.0,45464576000.0,68546245000.0
2147.0,49494970000.0,46280120000.0,60379310000.0,48188154000.0,45841236000.0,76055250000.0
2148.0,51045757000.0,45721944000.0,60943786000.0,46878224000.0,47228002000.0,69441460000.0
2149.0,51430765000.0,47455273000.0,60320890000.0,46789390000.0,45678580000.0,68608238000.0
2150.0,50971220000.0,45469794000.0,59270996000.0,46053487000.0,49756180000.0,68856996000.0
2151.0,49979126000.0,48503540000.0,60585968000.0,45675600000.0,46995096000.0,67730250000.0
2152.0,49147953000.0,45826003000.0,59254317000.0,45973795000.0,48846864000.0,68040552000.0
2153.0,50720797000.0,45089145000.0,60953362000.0,46568645000.0,45978042000.0,67470370000.0
2154.0,50545320000.0,45055900000.0,59474915000.0,45388040000.0,46591447000.0,67158462000.0
2155.0,49224606000.0,44854993000.0,58336907000.0,44858290000.0,47249035000.0,69614990000.0
2156.0,49376236000.0,44508004000.0,59318960000.0,44952826000.0,45429113000.0,69218720000.0
2157.0,48937284000.0,45251932000.0,59024904000.0,44340093000.0,44769866000.0,70397750000.0
2158.0,50018177000.0,48058892000.0,58455253000.0,44032635000.0,44712174000.0,68471505000.0
2159.0,48827404000.0,45621540000.0,58392003000.0,45011760000.0,47759892000.0,71543110000.0
2160.0,48386700000.0,44426670000.0,58831835000.0,43430320000.0,45662487000.0,71210590000.0
2161.0,47354860000.0,44827673000.0,58399020000.0,43370177000.0,44907622000.0,72097400000.0
2162.0,47665656000.0,43616820000.0,58268754000.0,44898943000.0,45097960000.0,68851470000.0
2163.0,48593404000.0,43574550000.0,62570180000.0,43553330000.0,45515248000.0,69630304000.0
2164.0,50109084000.0,43437400000.0,58033988000.0,42723963000.0,47844250000.0,69876340000.0
2165.0,49073930000.0,44159685000.0,61829630000.0,43497370000.0,45401174000.0,68713284000.0
2166.0,47557920000.0,43259986000.0,59725930000.0,42757755000.0,44695716000.0,71110164000.0
2167.0,46949413000.0,43588133000.0,57793294000.0,42325074000.0,44479783000.0,68673280000.0
2168.0,46362046000.0,42642310000.0,57280635000.0,42211350000.0,45230790000.0,69097940000.0
2169.0,47759340000.0,42870874000.0,57563533000.0,41932222000.0,44648665000.0,69060300000.0
2170.0,47301984000.0,42084225000.0,57749148000.0,42259630000.0,46184075000.0,71298245000.0
2171.0,46138160000.0,42345130000.0,57338190000.0,41786630000.0,45134602000.0,70854520000.0
2172.0,46229484000.0,42523242000.0,57495278000.0,41532228000.0,46459953000.0,69417130000.0
2173.0,46052080000.0,41749470000.0,57052530000.0,41065140000.0,46819060000.0,69160370000.0
2174.0,47131750000.0,41669247000.0,56721252000.0,42065200000.0,45679636000.0,70231474000.0
2175.0,46861680000.0,41358250000.0,56489700000.0,46650864000.0,46231900000.0,70476630000.0
2176.0,45409070000.0,41436934000.0,56014225000.0,41058894000.0,48088547000.0,72451120000.0
2177.0,45496365000.0,41219076000.0,57052316000.0,40768803000.0,45799715000.0,71198920000.0
2178.0,45086867000.0,43437818000.0,56064360000.0,41098543000.0,45512483000.0,70957450000.0
2179.0,46314693000.0,41411215000.0,56417670000.0,40248380000.0,45029380000.0,71110476000.0
2180.0,46995476000.0,41033114000.0,57292726000.0,49160024000.0,46076682000.0,70403300000.0
2181.0,45447705000.0,40582468000.0,56834073000.0,41711680000.0,44214678000.0,72798300000.0
2182.0,45471683000.0,41057296000.0,55593095000.0,40385460000.0,44454950000.0,70113830000.0
2183.0,45422680000.0,40491626000.0,55535000000.0,41561750000.0,44801940000.0,73750160000.0
2184.0,44978774000.0,40159210000.0,55437435000.0,40452140000.0,43878695000.0,71870200000.0
2185.0,44269030000.0,39850090000.0,54989460000.0,40539095000.0,43664187000.0,70728580000.0
2186.0,46800500000.0,40171246000.0,55017087000.0,39467815000.0,44142890000.0,71670700000.0
2187.0,44961042000.0,39621153000.0,55846285000.0,39352350000.0,43624583000.0,71487816000.0
2188.0,44671450000.0,39462646000.0,54920348000.0,42838364000.0,44368454000.0,69780636000.0
2189.0,44293214000.0,40132180000.0,54880300000.0,39090737000.0,43496145000.0,69207155000.0
2190.0,44034870000.0,39907746000.0,55215490000.0,41979010000.0,43049820000.0,71106370000.0
2191.0,44406930000.0,39019516000.0,54876100000.0,39567827000.0,43679003000.0,69310054000.0
2192.0,45313300000.0,39192277000.0,54415892000.0,40102322000.0,45396435000.0,69728810000.0
2193.0,43956322000.0,39859503000.0,54413582000.0,44727630000.0,46552360000.0,68842770000.0
2194.0,43252253000.0,39627256000.0,55097577000.0,41576370000.0,44072948000.0,69370540000.0
2195.0,43725726000.0,39739210000.0,54314217000.0,39664165000.0,43577156000.0,70390800000.0
2196.0,43423568000.0,38294077000.0,54978834000.0,39606186000.0,43214164000.0,70382020000.0
2197.0,43279163000.0,38041030000.0,55067845000.0,50311123000.0,44094075000.0,70251880000.0
2198.0,43746240000.0,37886080000.0,54183604000.0,40260575000.0,43115510000.0,69938090000.0
2199.0,43756536000.0,38478885000.0,55394040000.0,39023886000.0,43889398000.0,72342050000.0
2200.0,44609310000.0,37561745000.0,53952414000.0,39150570000.0,44482925000.0,74452430000.0
2201.0,43907617000.0,37415145000.0,55158890000.0,39145410000.0,42981000000.0,72485044000.0
2202.0,43601740000.0,37231587000.0,54059960000.0,38394032000.0,44638556000.0,70164550000.0
2203.0,43694166000.0,38008270000.0,53772997000.0,39798950000.0,43830395000.0,72457300000.0
2204.0,44068510000.0,38167958000.0,53369190000.0,38448110000.0,43091110000.0,70547930000.0
2205.0,43239460000.0,37083443000.0,53247193000.0,40324645000.0,42461413000.0,71552940000.0
2206.0,43058074000.0,37157994000.0,52942823000.0,38777033000.0,42886156000.0,69796150000.0
2207.0,42293436000.0,39835103000.0,56187020000.0,39038210000.0,42989097000.0,71640580000.0
2208.0,42060910000.0,37083107000.0,52946580000.0,38838760000.0,44137810000.0,70249530000.0
2209.0,43832980000.0,36468556000.0,53236216000.0,41607574000.0,42408770000.0,73641255000.0
2210.0,43670000000.0,38862560000.0,53518500000.0,38829646000.0,42759524000.0,71960680000.0
2211.0,44987015000.0,36669022000.0,52799644000.0,38788760000.0,42842250000.0,73141895000.0
2212.0,44151214000.0,36874846000.0,53001040000.0,38167100000.0,45670203000.0,71141950000.0
2213.0,42296566000.0,36388210000.0,52882520000.0,39899400000.0,44274140000.0,74773570000.0
2214.0,43201892000.0,36247270000.0,52385513000.0,40401350000.0,43273777000.0,71278810000.0
2215.0,42843110000.0,36955540000.0,52439106000.0,39358886000.0,44379116000.0,73421480000.0
2216.0,41758646000.0,36213130000.0,52244845000.0,40939483000.0,42511660000.0,71788430000.0
2217.0,42601060000.0,37272334000.0,52009976000.0,44332120000.0,42265924000.0,70772250000.0
2218.0,41860800000.0,35811054000.0,51756320000.0,42078654000.0,44019490000.0,70380420000.0
2219.0,42196700000.0,35592510000.0,52868473000.0,38742372000.0,42399360000.0,74095090000.0
2220.0,42545930000.0,40761717000.0,51779658000.0,38370464000.0,42234090000.0,74559620000.0
2221.0,43549950000.0,42766815000.0,51471320000.0,39319590000.0,42696266000.0,71412320000.0
2222.0,46135010000.0,37790980000.0,51334476000.0,39766120000.0,41715940000.0,71776170000.0
2223.0,43995960000.0,35546550000.0,52155175000.0,44401615000.0,41542898000.0,71018406000.0
2224.0,43622257000.0,35509140000.0,51248250000.0,38066692000.0,42091282000.0,70488810000.0
2225.0,41546818000.0,36744913000.0,52101280000.0,38302560000.0,43224285000.0,72366880000.0
2226.0,47448568000.0,35408912000.0,51275125000.0,37902057000.0,41707010000.0,70583970000.0
2227.0,42754610000.0,34727145000.0,50951790000.0,39410100000.0,45588664000.0,70854670000.0
2228.0,42757198000.0,34589258000.0,51226395000.0,38469657000.0,43537474000.0,72264870000.0
2229.0,41222533000.0,34544566000.0,51545424000.0,37542207000.0,41951674000.0,72610850000.0
2230.0,42487720000.0,35401765000.0,52039692000.0,37404570000.0,43657010000.0,71126565000.0
2231.0,43555385000.0,34438320000.0,51386438000.0,37627110000.0,48633870000.0,70826115000.0
2232.0,41196753000.0,35990340000.0,51996310000.0,38403293000.0,43678790000.0,70891676000.0
2233.0,43529230000.0,34050408000.0,51568080000.0,37547954000.0,41820234000.0,70522890000.0
2234.0,41072734000.0,33986160000.0,51227992000.0,37796440000.0,41596530000.0,70249720000.0
2235.0,42121044000.0,35920814000.0,51660976000.0,37060927000.0,41600720000.0,73491230000.0
2236.0,40645845000.0,34703462000.0,51160510000.0,38668136000.0,44538600000.0,73003550000.0
2237.0,40392720000.0,34323616000.0,51603735000.0,36572807000.0,44322590000.0,73884260000.0
2238.0,41046300000.0,33755150000.0,51497718000.0,37481360000.0,44019306000.0,74660650000.0
2239.0,41379164000.0,35781063000.0,50722394000.0,40007717000.0,45775995000.0,72372360000.0
2240.0,40599196000.0,34101916000.0,50347033000.0,39474385000.0,42193752000.0,75181780000.0
2241.0,40831267000.0,34118148000.0,50830610000.0,37013344000.0,42024358000.0,75334910000.0
2242.0,41022783000.0,33929196000.0,49966215000.0,37132145000.0,41039716000.0,74166390000.0
2243.0,40162340000.0,33270882000.0,49888535000.0,42499270000.0,41696820000.0,73174460000.0
2244.0,41508430000.0,33027125000.0,50675860000.0,37456007000.0,41949340000.0,72214830000.0
2245.0,41641510000.0,32927700000.0,50012430000.0,39008223000.0,42919150000.0,72464970000.0
2246.0,40949166000.0,33009615000.0,50357090000.0,37124194000.0,41953165000.0,72350800000.0
2247.0,43105000000.0,32707992000.0,51808928000.0,36520456000.0,40998924000.0,71791755000.0
2248.0,42310300000.0,33062334000.0,50131090000.0,36572467000.0,42538533000.0,71711660000.0
2249.0,42729590000.0,32944640000.0,52991263000.0,36249436000.0,43455664000.0,72634080000.0
2250.0,46404150000.0,36203102000.0,50390930000.0,49559030000.0,44746174000.0,75836210000.0
2251.0,43253264000.0,33260714000.0,50311127000.0,42898985000.0,42704036000.0,73254080000.0
2252.0,42280296000.0,34529542000.0,50328252000.0,40262996000.0,41947636000.0,79747220000.0
2253.0,40659825000.0,34423063000.0,50176967000.0,43317477000.0,41141494000.0,74797860000.0
2254.0,43499913000.0,32945684000.0,49357365000.0,39180976000.0,41872814000.0,73388750000.0
2255.0,44285060000.0,32603519000.0,49862200000.0,41909883000.0,42804916000.0,73174000000.0
2256.0,40607433000.0,32343482000.0,50407610000.0,41129950000.0,42027205000.0,73658560000.0
2257.0,39944204000.0,33080791000.0,49935860000.0,40428093000.0,44718453000.0,77899210000.0
2258.0,41334014000.0,32213912000.0,50489870000.0,41809867000.0,44701565000.0,78231210000.0
2259.0,39462265000.0,36202390000.0,50210353000.0,38146585000.0,42668700000.0,73902050000.0
2260.0,39901770000.0,36425855000.0,49835860000.0,38656800000.0,41912570000.0,73697460000.0
2261.0,40350835000.0,48175374000.0,49383727000.0,40392210000.0,43152986000.0,74901970000.0
2262.0,39467250000.0,39574440000.0,49159060000.0,38430736000.0,42069987000.0,72943436000.0
2263.0,40751817000.0,36313756000.0,49033413000.0,39327347000.0,41844015000.0,72709660000.0
2264.0,39634874000.0,33957159000.0,49107358000.0,38841130000.0,41246585000.0,73954340000.0
2265.0,39125934000.0,32833116000.0,49105430000.0,39645954000.0,44873073000.0,73712665000.0
2266.0,39150273000.0,33538093000.0,48609310000.0,37837246000.0,43015078000.0,74759330000.0
2267.0,38990684000.0,32332704000.0,48467130000.0,37384140000.0,43810070000.0,75842600000.0
2268.0,41640997000.0,32839412000.0,49420136000.0,37894197000.0,43113222000.0,75201135000.0
2269.0,40198810000.0,32620513000.0,49877127000.0,38664483000.0,44472218000.0,76918810000.0
2270.0,40164393000.0,31837184000.0,50604240000.0,39128760000.0,42655584000.0,73847990000.0
2271.0,39195415000.0,34056522000.0,48393245000.0,36952146000.0,41488220000.0,73641660000.0
2272.0,39063523000.0,32938020000.0,48603510000.0,38202982000.0,42092716000.0,74201980000.0
2273.0,40690840000.0,32499925000.0,49514920000.0,40292114000.0,42911932000.0,79171985000.0
2274.0,39840350000.0,38629620000.0,48217780000.0,37505663000.0,42540556000.0,73798890000.0
2275.0,38523412000.0,32197947000.0,48213357000.0,37907018000.0,44060844000.0,74203100000.0
2276.0,38799030000.0,37862780000.0,49017782000.0,36662660000.0,45510110000.0,74523170000.0
2277.0,41657147000.0,32183040000.0,48037210000.0,36629533000.0,42864070000.0,74086560000.0
2278.0,39776387000.0,31939180000.0,48694608000.0,36380170000.0,42138890000.0,73402740000.0
2279.0,38787880000.0,32189770000.0,52427950000.0,38051280000.0,41741110000.0,74884410000.0
2280.0,37924078000.0,31274502000.0,49158980000.0,37827250000.0,41383055000.0,75375395000.0
2281.0,38025277000.0,31244720000.0,48074015000.0,36767630000.0,41265914000.0,74762590000.0
2282.0,41289530000.0,31632695000.0,50502734000.0,36503405000.0,41831105000.0,75861205000.0
2283.0,40886410000.0,31296301000.0,48315023000.0,36368695000.0,41624695000.0,75602625000.0
2284.0,41104613000.0,31532087000.0,47600198000.0,36678398000.0,40800400000.0,74880770000.0
2285.0,39061530000.0,31611728000.0,47611695000.0,36958474000.0,40735290000.0,75386135000.0
2286.0,40736993000.0,31319249000.0,47384490000.0,36236124000.0,43028996000.0,75341660000.0
2287.0,39025512000.0,30835986000.0,47499305000.0,36681530000.0,41413910000.0,74904220000.0
2288.0,37965234000.0,31391986000.0,48190607000.0,36057300000.0,41332818000.0,76790820000.0
2289.0,38394290000.0,30828638000.0,47672336000.0,37072470000.0,40755320000.0,78054170000.0
2290.0,38098797000.0,30815248000.0,47896617000.0,37182628000.0,42421866000.0,74418390000.0
2291.0,38563672000.0,30486491000.0,47369550000.0,37103020000.0,42041800000.0,78596104000.0
2292.0,38651277000.0,30747180000.0,47469400000.0,37296520000.0,41632784000.0,75530650000.0
2293.0,38818280000.0,30425390000.0,47848440000.0,37013393000.0,40732668000.0,78137836000.0
2294.0,40159400000.0,31277150000.0,47049510000.0,36330980000.0,41455940000.0,76278540000.0
