time,CAMS-CSM1-0,BCC-CSM2-MR,NORESM2-MM,ACCESS-ESM1-5,FGOALS-F3-L,INM-CM4-8,ACCESS-CM2,EC-EARTH3,IPSL-CM6A-LR,INM-CM5-0,MPI-ESM1-2-HR,CESM2-WACCM,CESM2,EC-EARTH3-VEG,CANESM5,GFDL-ESM4,MRI-ESM2-0
2000.0,154846990780000.0,154846990780000.0,154846990780000.0,154846990780000.0,154846990780000.0,154846990780000.0,154846990780000.0,154846990780000.0,154846990780000.0,154846990780000.0,154846990780000.0,154846990780000.0,154846990780000.0,154846990780000.0,154846990780000.0,154846990780000.0,154846990780000.0
2001.0,154740725020000.0,154740725020000.0,154740725020000.0,154740725020000.0,154740725020000.0,154740725020000.0,154740725020000.0,154740725020000.0,154740725020000.0,154740725020000.0,154740725020000.0,154740725020000.0,154740725020000.0,154740725020000.0,154740725020000.0,154740725020000.0,154740725020000.0
2002.0,154551745019000.0,154551745019000.0,154551745019000.0,154551745019000.0,154551745019000.0,154551745019000.0,154551745019000.0,154551745019000.0,154551745019000.0,154551745019000.0,154551745019000.0,154551745019000.0,154551745019000.0,154551745019000.0,154551745019000.0,154551745019000.0,154551745019000.0
2003.0,154219225948000.0,154219225948000.0,154219225948000.0,154219225948000.0,154219225948000.0,154219225948000.0,154219225948000.0,154219225948000.0,154219225948000.0,154219225948000.0,154219225948000.0,154219225948000.0,154219225948000.0,154219225948000.0,154219225948000.0,154219225948000.0,154219225948000.0
2004.0,153909147275000.0,153909147275000.0,153909147275000.0,153909147275000.0,153909147275000.0,153909147275000.0,153909147275000.0,153909147275000.0,153909147275000.0,153909147275000.0,153909147275000.0,153909147275000.0,153909147275000.0,153909147275000.0,153909147275000.0,153909147275000.0,153909147275000.0
2005.0,153661811517000.0,153661811517000.0,153661811517000.0,153661811517000.0,153661811517000.0,153661811517000.0,153661811517000.0,153661811517000.0,153661811517000.0,153661811517000.0,153661811517000.0,153661811517000.0,153661811517000.0,153661811517000.0,153661811517000.0,153661811517000.0,153661811517000.0
2006.0,153454006270000.0,153454006270000.0,153454006270000.0,153454006270000.0,153454006270000.0,153454006270000.0,153454006270000.0,153454006270000.0,153454006270000.0,153454006270000.0,153454006270000.0,153454006270000.0,153454006270000.0,153454006270000.0,153454006270000.0,153454006270000.0,153454006270000.0
2007.0,153162498533000.0,153162498533000.0,153162498533000.0,153162498533000.0,153162498533000.0,153162498533000.0,153162498533000.0,153162498533000.0,153162498533000.0,153162498533000.0,153162498533000.0,153162498533000.0,153162498533000.0,153162498533000.0,153162498533000.0,153162498533000.0,153162498533000.0
2008.0,152762676147000.0,152762676147000.0,152762676147000.0,152762676147000.0,152762676147000.0,152762676147000.0,152762676147000.0,152762676147000.0,152762676147000.0,152762676147000.0,152762676147000.0,152762676147000.0,152762676147000.0,152762676147000.0,152762676147000.0,152762676147000.0,152762676147000.0
2009.0,152499089637000.0,152499089637000.0,152499089637000.0,152499089637000.0,152499089637000.0,152499089637000.0,152499089637000.0,152499089637000.0,152499089637000.0,152499089637000.0,152499089637000.0,152499089637000.0,152499089637000.0,152499089637000.0,152499089637000.0,152499089637000.0,152499089637000.0
2010.0,151992339880000.0,151992339880000.0,151992339880000.0,151992339880000.0,151992339880000.0,151992339880000.0,151992339880000.0,151992339880000.0,151992339880000.0,151992339880000.0,151992339880000.0,151992339880000.0,151992339880000.0,151992339880000.0,151992339880000.0,151992339880000.0,151992339880000.0
2011.0,151633380180000.0,151633380180000.0,151633380180000.0,151633380180000.0,151633380180000.0,151633380180000.0,151633380180000.0,151633380180000.0,151633380180000.0,151633380180000.0,151633380180000.0,151633380180000.0,151633380180000.0,151633380180000.0,151633380180000.0,151633380180000.0,151633380180000.0
2012.0,151278846061000.0,151278846061000.0,151278846061000.0,151278846061000.0,151278846061000.0,151278846061000.0,151278846061000.0,151278846061000.0,151278846061000.0,151278846061000.0,151278846061000.0,151278846061000.0,151278846061000.0,151278846061000.0,151278846061000.0,151278846061000.0,151278846061000.0
2013.0,150957431022000.0,150957431022000.0,150957431022000.0,150957431022000.0,150957431022000.0,150957431022000.0,150957431022000.0,150957431022000.0,150957431022000.0,150957431022000.0,150957431022000.0,150957431022000.0,150957431022000.0,150957431022000.0,150957431022000.0,150957431022000.0,150957431022000.0
2014.0,150618963757000.0,150618963757000.0,150618963757000.0,150618963757000.0,150618963757000.0,150618963757000.0,150618963757000.0,150618963757000.0,150618963757000.0,150618963757000.0,150618963757000.0,150618963757000.0,150618963757000.0,150618963757000.0,150618963757000.0,150618963757000.0,150618963757000.0
2015.0,150448330412000.0,150448330412000.0,150448330412000.0,150448330412000.0,150448330412000.0,150448330412000.0,150448330412000.0,150448330412000.0,150448330412000.0,150448330412000.0,150448330412000.0,150448330412000.0,150448330412000.0,150448330412000.0,150448330412000.0,150448330412000.0,150448330412000.0
2016.0,150156339333000.0,150156339333000.0,150156339333000.0,150156339333000.0,150156339333000.0,150156339333000.0,150156339333000.0,150156339333000.0,150156339333000.0,150156339333000.0,150156339333000.0,150156339333000.0,150156339333000.0,150156339333000.0,150156339333000.0,150156339333000.0,150156339333000.0
2017.0,149737891828000.0,149737891828000.0,149737891828000.0,149737891828000.0,149737891828000.0,149737891828000.0,149737891828000.0,149737891828000.0,149737891828000.0,149737891828000.0,149737891828000.0,149737891828000.0,149737891828000.0,149737891828000.0,149737891828000.0,149737891828000.0,149737891828000.0
2018.0,149320884259000.0,149320884259000.0,149320884259000.0,149320884259000.0,149320884259000.0,149320884259000.0,149320884259000.0,149320884259000.0,149320884259000.0,149320884259000.0,149320884259000.0,149320884259000.0,149320884259000.0,149320884259000.0,149320884259000.0,149320884259000.0,149320884259000.0
2019.0,149064874895000.0,149064874895000.0,149064874895000.0,149064874895000.0,149064874895000.0,149064874895000.0,149064874895000.0,149064874895000.0,149064874895000.0,149064874895000.0,149064874895000.0,149064874895000.0,149064874895000.0,149064874895000.0,149064874895000.0,149064874895000.0,149064874895000.0
2020.0,148624635187000.0,148624635187000.0,148624635187000.0,148624635187000.0,148624635187000.0,148624635187000.0,148624635187000.0,148624635187000.0,148624635187000.0,148624635187000.0,148624635187000.0,148624635187000.0,148624635187000.0,148624635187000.0,148624635187000.0,148624635187000.0,148624635187000.0
2021.0,148245002620000.0,148095368686000.0,147993043867000.0,148130109887000.0,148095554923000.0,148165366173000.0,148081013947000.0,147942541445000.0,148190054495000.0,148155071185000.0,148282100703000.0,148123307466000.0,148055794922000.0,148119607857000.0,148084149319000.0,148263548157000.0,147948580730000.0
2022.0,147925809920000.0,147678025937000.0,147638343280000.0,147469124578000.0,147691184229000.0,147554923442000.0,147590420690000.0,147324339368000.0,147679103504000.0,147714102935000.0,147972738595000.0,147691260623000.0,147449964244000.0,147593851547000.0,147644119428000.0,147539679279000.0,147511260122000.0
2023.0,147601498603000.0,147180971481000.0,147243165858000.0,146955597412000.0,147285725706000.0,147251003908000.0,147069097414000.0,146610251267000.0,147189414609000.0,147255052697000.0,147721021420000.0,147366996107000.0,146850031478000.0,147028039941000.0,147111515415000.0,146991389763000.0,146944095209000.0
2024.0,147213169173000.0,146759232499000.0,146910163685000.0,146541189123000.0,146787760435000.0,146723179044000.0,146613764570000.0,145889430419000.0,146687385096000.0,146674359021000.0,147291264087000.0,146789499762000.0,146184272284000.0,146411567415000.0,146579666703000.0,146559279062000.0,146469382530000.0
2025.0,146737954298000.0,146353126176000.0,146470928591000.0,146040294772000.0,146217672526000.0,146248998141000.0,146151080405000.0,145242174840000.0,145963162781000.0,146111942163000.0,146780096291000.0,146213970862000.0,145590649289000.0,145946454896000.0,145842577374000.0,146340965750000.0,145626683112000.0
2026.0,146297120051000.0,145647994133000.0,146042698401000.0,145473446847000.0,145841280154000.0,145750054445000.0,145676191543000.0,144465717585000.0,145297709186000.0,145709150966000.0,146448641870000.0,145408645520000.0,145008772834000.0,145286094128000.0,144955886898000.0,145906018753000.0,145060495030000.0
2027.0,145943272863000.0,145104590706000.0,145370869352000.0,144936265278000.0,145356779924000.0,145312496385000.0,145165081025000.0,143576527875000.0,144840759218000.0,145196138871000.0,145927708670000.0,144736472516000.0,144376555273000.0,144554914333000.0,144110664397000.0,145423773387000.0,144322841394000.0
2028.0,145533131238000.0,144516176196000.0,144826640610000.0,144113316917000.0,144986055090000.0,144792248863000.0,144445368218000.0,142704260150000.0,144200523644000.0,144704049254000.0,145313139956000.0,144073402237000.0,143839876756000.0,143750536737000.0,143402061483000.0,145004938468000.0,143731708584000.0
2029.0,145245109824000.0,144122247366000.0,144144261480000.0,143443433161000.0,144550056460000.0,144343984593000.0,143867495377000.0,141834859067000.0,143637735776000.0,144186595899000.0,144797627203000.0,143610096418000.0,143236058087000.0,143137667024000.0,142772490227000.0,144552936538000.0,143055335939000.0
2030.0,144769368900000.0,143535970257000.0,143682747150000.0,142974091887000.0,144049265587000.0,143801586412000.0,143237939304000.0,140908170631000.0,143195634234000.0,143663876809000.0,144315492638000.0,143144893143000.0,142477427052000.0,142481475007000.0,142037810477000.0,143943218970000.0,142497460339000.0
2031.0,144339585017000.0,142827097111000.0,143060169990000.0,142530950549000.0,143508925535000.0,143348764889000.0,142466036003000.0,140125860070000.0,142569566811000.0,143158454136000.0,143877538711000.0,142698572023000.0,141824055236000.0,141824231404000.0,141207701203000.0,143578103871000.0,141719727909000.0
2032.0,143726978484000.0,142105335614000.0,142655969599000.0,141911699859000.0,142989812236000.0,142784141863000.0,141806937091000.0,139403900622000.0,141935790037000.0,142567720194000.0,143402504342000.0,142003634427000.0,141234741867000.0,141107844636000.0,140484470844000.0,143064127892000.0,141003538619000.0
2033.0,143330458938000.0,141343520945000.0,142135274951000.0,141306280941000.0,142136442095000.0,142273806390000.0,141304774934000.0,138667855251000.0,141297550612000.0,142014838967000.0,142822597986000.0,141379533995000.0,140614819579000.0,140618695740000.0,139377970348000.0,142619685191000.0,140428405494000.0
2034.0,142800750230000.0,140732414279000.0,141677035004000.0,140764427529000.0,141657360028000.0,141735068984000.0,140704896998000.0,137697696780000.0,140555796217000.0,141411134011000.0,142249290933000.0,140729397383000.0,139725926585000.0,139900194255000.0,138467539031000.0,142027815674000.0,139753879144000.0
2035.0,142440342844000.0,139995453731000.0,141250389828000.0,140086907887000.0,141140779320000.0,141492429131000.0,140180757454000.0,136840146933000.0,139791145161000.0,140808996966000.0,141854699254000.0,140107521143000.0,138957833689000.0,139268149251000.0,137556023059000.0,141200762801000.0,138766791022000.0
2036.0,142035129746000.0,139157309272000.0,140829670425000.0,139369271851000.0,140565309045000.0,141052556685000.0,139477639897000.0,136103620027000.0,138996307098000.0,140354790245000.0,141539320583000.0,139227160018000.0,138102046776000.0,138667342171000.0,136718842562000.0,140665637303000.0,137986643776000.0
2037.0,141767140209000.0,138502634129000.0,140338718388000.0,138845947001000.0,139987916297000.0,140610994569000.0,138961372959000.0,135378643351000.0,138487919745000.0,139798524931000.0,141175286716000.0,138252735603000.0,137363996455000.0,137990307797000.0,135722875567000.0,140256988681000.0,137396879034000.0
2038.0,141423140900000.0,137769899891000.0,139621439353000.0,138276422181000.0,139561213799000.0,140037921673000.0,138235255716000.0,134450665081000.0,137818015503000.0,139326837296000.0,140855727640000.0,137612009492000.0,136706582863000.0,137314811357000.0,134828863734000.0,139732730110000.0,136565381178000.0
2039.0,141059939840000.0,137232676579000.0,139039685488000.0,137803418275000.0,138935886663000.0,139406564243000.0,137416137869000.0,133500350883000.0,137078567357000.0,138672250412000.0,140506490181000.0,136829492229000.0,135773734197000.0,136819688902000.0,133995074495000.0,139020419952000.0,135940851600000.0
2040.0,140705007515000.0,136547471598000.0,138618720669000.0,137326647580000.0,138306767223000.0,138968294219000.0,136686871424000.0,132700369505000.0,136250129104000.0,138084123952000.0,140136859511000.0,136099203409000.0,134975099832000.0,136239254932000.0,133139188259000.0,138323297021000.0,135232134941000.0
2041.0,140138563126000.0,135938965484000.0,137966336269000.0,136742471865000.0,137944307728000.0,138399195647000.0,135839294653000.0,131766189028000.0,135625186772000.0,137670091920000.0,139667030869000.0,135192925160000.0,134253572969000.0,135745730728000.0,132201760583000.0,137845897841000.0,134431196817000.0
2042.0,139728382347000.0,135296440989000.0,137356701197000.0,136230078466000.0,137473995517000.0,138022379431000.0,135081454686000.0,130848534425000.0,134906073448000.0,137100645908000.0,139134897474000.0,134503992474000.0,133348560909000.0,135200183761000.0,131267448990000.0,137421420547000.0,133772875263000.0
2043.0,139238162245000.0,134540960049000.0,136618108531000.0,135763308834000.0,136891082391000.0,137540603802000.0,134347461606000.0,130152759435000.0,134057371227000.0,136706068199000.0,138679262073000.0,133632092464000.0,132561621455000.0,134524426296000.0,130340519788000.0,137005423958000.0,133094020047000.0
2044.0,138848241346000.0,133899443964000.0,135931496185000.0,134971265120000.0,136290400660000.0,137138492565000.0,133407960816000.0,129258294154000.0,133308180187000.0,136181266898000.0,138211365010000.0,132987200133000.0,131677327267000.0,134009596108000.0,129459963324000.0,136526142268000.0,132405521640000.0
2045.0,138299540970000.0,133368523663000.0,135280711315000.0,134327311855000.0,135667510838000.0,136682307105000.0,132725134498000.0,128517139884000.0,132525029412000.0,135667716824000.0,137784227216000.0,132301671202000.0,131108532288000.0,133442450950000.0,128481851096000.0,136100198796000.0,131760891661000.0
2046.0,137778102540000.0,132788444513000.0,134709891997000.0,133825219954000.0,135060728752000.0,136103736777000.0,131866036638000.0,127558867691000.0,131848972828000.0,135146938727000.0,137410259691000.0,131403788698000.0,130130108002000.0,132866341103000.0,127608382006000.0,135611212753000.0,130995531451000.0
2047.0,137273346408000.0,132237087306000.0,134211362420000.0,133164054320000.0,134553094013000.0,135641339708000.0,131120733783000.0,126428936352000.0,131213655856000.0,134658952866000.0,136983182567000.0,130550495620000.0,129392303093000.0,132213551229000.0,126792191372000.0,135135899479000.0,130265497095000.0
2048.0,136728659442000.0,131423433403000.0,133632353798000.0,132583828167000.0,133932929394000.0,135176164528000.0,130179683494000.0,125208992198000.0,130417121821000.0,134205461923000.0,136545935279000.0,129830238869000.0,128621210469000.0,131618869323000.0,125706801475000.0,134756291443000.0,129595231113000.0
2049.0,136291609908000.0,130511848644000.0,132997217780000.0,132037100360000.0,133364738270000.0,134541229056000.0,129356346738000.0,124451005558000.0,129545140839000.0,133821815170000.0,136212115541000.0,129079002548000.0,127702996271000.0,131018330549000.0,124919746143000.0,134453476113000.0,128908729872000.0
